Date,Adj Close_EMCURE.NS,Close_EMCURE.NS,High_EMCURE.NS,Low_EMCURE.NS,Open_EMCURE.NS,Volume_EMCURE.NS,Date
2024-07-08,1362.449951171875,1362.449951171875,1385.0,1325.050048828125,1325.050048828125,16091035,2024-07-08
2024-07-15,1351.449951171875,1351.449951171875,1408.699951171875,1340.0,1360.0,2057351,2024-07-15
2024-07-22,1297.3499755859375,1297.3499755859375,1341.0,1261.050048828125,1341.0,879037,2024-07-22
2024-07-29,1298.300048828125,1298.300048828125,1330.0,1281.050048828125,1310.0,636755,2024-07-29
2024-08-05,1286.75,1286.75,1321.949951171875,1231.6500244140625,1261.0,746039,2024-08-05
2024-08-12,1258.699951171875,1258.699951171875,1314.9000244140625,1225.0,1280.0,819746,2024-08-12
2024-08-19,1385.199951171875,1385.199951171875,1414.0,1259.6500244140625,1264.949951171875,1448531,2024-08-19
2024-08-26,1410.449951171875,1410.449951171875,1455.199951171875,1359.5,1421.25,1204447,2024-08-26
2024-09-02,1394.300048828125,1394.300048828125,1443.449951171875,1377.4000244140625,1412.050048828125,688156,2024-09-02
2024-09-09,1422.3499755859375,1422.3499755859375,1464.0,1381.0,1381.0,704600,2024-09-09
2024-09-16,1448.5,1448.5,1580.0,1410.0,1450.0,1256479,2024-09-16
2024-09-23,1456.25,1456.25,1480.0,1402.050048828125,1451.0,388689,2024-09-23
2024-09-30,1426.9000244140625,1426.9000244140625,1509.8499755859375,1420.0,1456.25,547886,2024-09-30
2024-10-07,1468.0,1468.0,1519.6500244140625,1324.050048828125,1403.0,1690251,2024-10-07
2024-10-14,1493.6500244140625,1493.6500244140625,1532.949951171875,1462.0,1474.25,382595,2024-10-14
2024-10-21,1370.199951171875,1370.199951171875,1495.199951171875,1345.050048828125,1485.1500244140625,724511,2024-10-21
2024-10-28,1440.800048828125,1440.800048828125,1465.75,1356.949951171875,1370.0,180345,2024-10-28
2024-11-04,1393.8499755859375,1393.8499755859375,1525.0,1375.0,1441.0,852333,2024-11-04
2024-11-11,1357.800048828125,1357.800048828125,1465.75,1326.800048828125,1417.0,539338,2024-11-11
2024-11-18,1314.1500244140625,1314.1500244140625,1359.4000244140625,1278.0,1357.800048828125,444394,2024-11-18
2024-11-25,1365.0,1365.0,1443.25,1290.1500244140625,1326.0,777835,2024-11-25
2024-12-02,1368.9000244140625,1368.9000244140625,1415.949951171875,1363.5,1365.0,399193,2024-12-02
2024-12-09,1359.9000244140625,1359.9000244140625,1388.5,1336.0999755859375,1374.0,321598,2024-12-09
2024-12-16,1372.9000244140625,1372.9000244140625,1415.0,1345.0,1359.9000244140625,579404,2024-12-16
2024-12-23,1438.050048828125,1438.050048828125,1463.699951171875,1358.0,1395.9000244140625,363497,2024-12-23
2024-12-30,1465.0,1465.0,1491.9000244140625,1423.8499755859375,1449.949951171875,494292,2024-12-30
2025-01-06,1357.9000244140625,1357.9000244140625,1472.25,1350.050048828125,1451.0,424014,2025-01-06
2025-01-13,1362.0,1362.0,1397.550048828125,1300.0,1320.050048828125,426285,2025-01-13
2025-01-20,1284.300048828125,1284.300048828125,1399.0,1281.0,1399.0,288841,2025-01-20
2025-01-27,1249.8499755859375,1249.8499755859375,1302.25,1109.75,1255.050048828125,527440,2025-01-27
2025-02-03,1212.75,1212.75,1310.0,1195.75,1212.3499755859375,625066,2025-02-03
2025-02-10,994.7000122070312,994.7000122070312,1213.0,960.0,1213.0,636968,2025-02-10
2025-02-17,995.75,995.75,1021.9000244140625,941.5,999.0,885350,2025-02-17
2025-02-24,981.7000122070312,981.7000122070312,1012.0999755859375,960.0499877929688,980.0,451793,2025-02-24
2025-03-03,970.5999755859375,970.5999755859375,999.0,935.25,979.4000244140625,294988,2025-03-03
2025-03-10,927.7000122070312,927.7000122070312,977.0,916.75,970.5999755859375,297189,2025-03-10
2025-03-17,1028.3499755859375,1028.3499755859375,1058.0999755859375,910.9500122070312,934.0,964276,2025-03-17
2025-03-24,1072.4000244140625,1072.4000244140625,1082.800048828125,996.5999755859375,1040.0,655585,2025-03-24
2025-03-31,987.4000244140625,987.4000244140625,1140.0,963.25,1070.0,585334,2025-03-31
2025-04-07,919.4500122070312,919.4500122070312,986.9500122070312,889.0,890.0999755859375,830854,2025-04-07
2025-04-14,1098.800048828125,1098.800048828125,1109.0999755859375,916.2000122070312,944.9000244140625,1050140,2025-04-14
2025-04-21,1029.699951171875,1029.699951171875,1106.9000244140625,1024.0,1097.800048828125,601224,2025-04-21
2025-04-28,1020.2999877929688,1020.2999877929688,1051.5,1000.4000244140625,1030.0,276769,2025-04-28
2025-05-05,1007.5999755859375,1007.5999755859375,1042.0,983.0,1010.0,407276,2025-05-05
2025-05-12,1064.4000244140625,1064.4000244140625,1073.699951171875,1013.4000244140625,1030.0,271667,2025-05-12
2025-05-19,1284.4000244140625,1284.4000244140625,1284.4000244140625,1047.0,1064.4000244140625,1448565,2025-05-19
2025-05-26,1329.9000244140625,1329.9000244140625,1412.800048828125,1312.0999755859375,1317.9000244140625,2122900,2025-05-26
2025-06-02,1327.4000244140625,1327.4000244140625,1388.0,1313.699951171875,1353.9000244140625,440386,2025-06-02
2025-06-09,1361.4000244140625,1361.4000244140625,1430.0,1320.5,1327.4000244140625,1266752,2025-06-09
