Date,Adj Close_POLYPLEX.NS,Close_POLYPLEX.NS,High_POLYPLEX.NS,Low_POLYPLEX.NS,Open_POLYPLEX.NS,Volume_POLYPLEX.NS,Date
2021-01-04,574.6934204101562,723.2000122070312,739.5,695.0,712.0,853527,2021-01-04
2021-01-11,562.5353393554688,707.9000244140625,732.0,705.0999755859375,724.0499877929688,236238,2021-01-11
2021-01-18,554.8668823242188,698.25,725.5,685.3499755859375,713.0,263742,2021-01-18
2021-01-25,547.2778930664062,688.7000122070312,714.7999877929688,676.0,701.75,303378,2021-01-25
2021-02-01,580.09716796875,730.0,758.4500122070312,691.8499755859375,700.0,469909,2021-02-01
2021-02-08,729.8893432617188,918.5,945.0,715.0,735.0,5997057,2021-02-08
2021-02-15,625.3526000976562,786.9500122070312,941.0,780.7999877929688,941.0,1344718,2021-02-15
2021-02-22,705.6111450195312,790.5,808.0,765.5499877929688,775.0,511949,2021-02-22
2021-03-01,816.6969604492188,914.9500122070312,943.0,780.0499877929688,795.9500122070312,1908101,2021-03-01
2021-03-08,795.9436645507812,891.7000122070312,939.5,883.5,924.0,606700,2021-03-08
2021-03-15,753.0535888671875,843.6500244140625,910.0,801.0499877929688,894.9000244140625,340277,2021-03-15
2021-03-22,731.0953979492188,819.0499877929688,848.9500122070312,797.0499877929688,845.0,163209,2021-03-22
2021-03-29,776.7080078125,870.1500244140625,883.0,819.0499877929688,819.0499877929688,128607,2021-03-29
2021-04-05,772.4234008789062,865.3499755859375,879.4500122070312,825.0,868.7000122070312,175374,2021-04-05
2021-04-12,797.8628540039062,893.8499755859375,920.0,780.0999755859375,863.7999877929688,820805,2021-04-12
2021-04-19,791.3468017578125,886.5499877929688,899.8499755859375,850.0999755859375,868.0,251474,2021-04-19
2021-04-26,855.4810791015625,958.4000244140625,978.5999755859375,864.0,898.0,885859,2021-04-26
2021-05-03,972.9490966796875,1090.0,1243.699951171875,958.4000244140625,958.4000244140625,2380178,2021-05-03
2021-05-10,972.1456298828125,1089.0999755859375,1164.6500244140625,1082.0999755859375,1115.0,467609,2021-05-10
2021-05-17,1033.111328125,1157.4000244140625,1179.9000244140625,1082.0,1097.9000244140625,540447,2021-05-17
2021-05-24,1001.7359008789062,1122.25,1219.0,1108.199951171875,1170.4000244140625,883745,2021-05-24
2021-05-31,1025.211669921875,1148.550048828125,1153.75,1092.4000244140625,1139.949951171875,541957,2021-05-31
2021-06-07,1185.792724609375,1328.449951171875,1395.0,1200.0,1228.949951171875,3107108,2021-06-07
2021-06-14,1134.423095703125,1270.9000244140625,1369.0,1232.550048828125,1321.0,793499,2021-06-14
2021-06-21,1183.4273681640625,1325.800048828125,1356.0,1242.050048828125,1258.5,519120,2021-06-21
2021-06-28,1235.779052734375,1384.449951171875,1429.0,1314.0,1338.5999755859375,1257014,2021-06-28
2021-07-05,1312.588623046875,1470.5,1480.0,1376.0,1395.0,1126991,2021-07-05
2021-07-12,1360.65576171875,1524.3499755859375,1552.300048828125,1490.0,1495.0,1082496,2021-07-12
2021-07-19,1369.8499755859375,1534.6500244140625,1565.0,1460.300048828125,1520.0,497298,2021-07-19
2021-07-26,1345.347412109375,1507.199951171875,1536.0999755859375,1460.6500244140625,1530.800048828125,442953,2021-07-26
2021-08-02,1370.385498046875,1535.25,1595.0,1510.0,1511.0,836741,2021-08-02
2021-08-09,1364.628173828125,1528.800048828125,1585.0,1325.449951171875,1543.949951171875,1350973,2021-08-09
2021-08-16,1330.6640625,1490.75,1528.0,1413.6500244140625,1528.0,885131,2021-08-16
2021-08-23,1320.8900146484375,1479.800048828125,1545.0,1450.0,1515.0,594824,2021-08-23
2021-08-30,1409.235595703125,1544.550048828125,1569.050048828125,1480.0,1489.949951171875,719453,2021-08-30
2021-09-06,1419.0894775390625,1555.3499755859375,1595.0,1532.0,1556.0,417950,2021-09-06
2021-09-13,1590.6649169921875,1743.4000244140625,1894.0,1555.3499755859375,1555.3499755859375,3110309,2021-09-13
2021-09-20,1555.6292724609375,1705.0,1794.0,1660.0,1728.0,841754,2021-09-20
2021-09-27,1629.0477294921875,1768.0999755859375,1770.0,1670.449951171875,1713.800048828125,651425,2021-09-27
2021-10-04,1691.1470947265625,1835.5,1868.0,1743.0,1770.0,649944,2021-10-04
2021-10-11,1690.6402587890625,1834.949951171875,1895.0,1821.3499755859375,1836.0,378939,2021-10-11
2021-10-18,1564.5067138671875,1698.050048828125,1963.6500244140625,1665.0,1845.0,1104951,2021-10-18
2021-10-25,1553.5888671875,1686.199951171875,1745.0,1638.0999755859375,1700.0,528295,2021-10-25
2021-11-01,1579.340576171875,1714.1500244140625,1740.0,1665.0,1700.0,352851,2021-11-01
2021-11-08,1576.8070068359375,1711.4000244140625,1758.949951171875,1699.5999755859375,1738.949951171875,366990,2021-11-08
2021-11-15,1559.900146484375,1693.050048828125,1737.949951171875,1651.0999755859375,1725.0,423529,2021-11-15
2021-11-22,1647.4288330078125,1788.050048828125,1838.800048828125,1662.25,1699.0,813449,2021-11-22
2021-11-29,1771.96923828125,1906.5999755859375,1977.0,1741.0,1800.0,2353475,2021-11-29
2021-12-06,1899.3883056640625,2043.699951171875,2085.0,1806.4000244140625,1921.800048828125,2946920,2021-12-06
2021-12-13,1780.93798828125,1916.25,2110.0,1908.949951171875,2067.0,1072275,2021-12-13
2021-12-20,1692.3209228515625,1820.9000244140625,1907.5,1782.699951171875,1828.800048828125,751604,2021-12-20
2021-12-27,1743.0653076171875,1875.5,1902.5999755859375,1805.0,1818.0,416125,2021-12-27
2022-01-03,1732.191650390625,1863.800048828125,1969.0,1851.3499755859375,1878.0,500804,2022-01-03
2022-01-10,1698.0830078125,1827.0999755859375,1894.5,1810.0,1874.9000244140625,599077,2022-01-10
2022-01-17,1692.87841796875,1821.5,1869.8499755859375,1800.050048828125,1832.0,432178,2022-01-17
2022-01-24,1687.3486328125,1815.550048828125,1844.9000244140625,1691.1500244140625,1812.0,568484,2022-01-24
2022-01-31,1756.1234130859375,1889.550048828125,1940.0,1816.0,1834.699951171875,636608,2022-01-31
2022-02-07,1951.1549072265625,2099.39990234375,2149.89990234375,1886.0,1896.800048828125,1724684,2022-02-07
2022-02-14,1845.1119384765625,1985.300048828125,2141.0,1910.0,2065.10009765625,935706,2022-02-14
2022-02-21,1670.759033203125,1797.699951171875,1975.550048828125,1750.699951171875,1958.0,650961,2022-02-21
2022-02-28,1730.6292724609375,1828.050048828125,1849.0,1731.9000244140625,1765.699951171875,475848,2022-02-28
2022-03-07,1814.2235107421875,1916.3499755859375,1935.949951171875,1747.4000244140625,1747.4000244140625,441590,2022-03-07
2022-03-14,2040.9129638671875,2155.800048828125,2189.0,1915.25,1930.0,1915942,2022-03-14
2022-03-21,2054.024658203125,2169.64990234375,2364.699951171875,2151.0,2175.0,1673996,2022-03-21
2022-03-28,2341.114013671875,2472.89990234375,2489.0,2170.14990234375,2175.0,1573240,2022-03-28
2022-04-04,2554.028564453125,2697.800048828125,2744.60009765625,2445.0,2499.0,1528689,2022-04-04
2022-04-11,2617.884033203125,2765.25,2870.199951171875,2674.89990234375,2739.89990234375,1360357,2022-04-11
2022-04-18,2470.38671875,2609.449951171875,2793.0,2565.0,2760.0,828686,2022-04-18
2022-04-25,2587.731201171875,2733.39990234375,2849.0,2549.0,2591.0,1328668,2022-04-25
2022-05-02,2366.48583984375,2499.699951171875,2755.0,2480.0,2732.0,624018,2022-05-02
2022-05-09,2204.598876953125,2328.699951171875,2530.0,2205.550048828125,2470.0,1716046,2022-05-09
2022-05-16,2243.981689453125,2370.300048828125,2483.0,2320.0,2360.0,1138414,2022-05-16
2022-05-23,2132.791015625,2252.85009765625,2396.699951171875,2091.85009765625,2395.949951171875,1670160,2022-05-23
2022-05-30,2449.701416015625,2587.60009765625,2670.0,2260.60009765625,2279.949951171875,1981315,2022-05-30
2022-06-06,2215.817138671875,2340.550048828125,2605.449951171875,2331.0,2595.0,655223,2022-06-06
2022-06-13,1976.394287109375,2087.64990234375,2299.0,1951.050048828125,2299.0,1649978,2022-06-13
2022-06-20,2114.330322265625,2233.35009765625,2249.949951171875,1922.0,2099.0,1474963,2022-06-20
2022-06-27,2109.833251953125,2228.60009765625,2372.949951171875,2167.949951171875,2257.10009765625,1028589,2022-06-27
2022-07-04,2106.75634765625,2225.35009765625,2262.0,2188.0,2248.0,491065,2022-07-04
2022-07-11,2037.1260986328125,2151.800048828125,2295.0,2135.10009765625,2229.949951171875,681306,2022-07-11
2022-07-18,2241.330810546875,2367.5,2379.0,2124.949951171875,2174.800048828125,994286,2022-07-18
2022-07-25,2208.148681640625,2332.449951171875,2411.0,2278.699951171875,2385.0,732197,2022-07-25
2022-08-01,2270.583984375,2398.39990234375,2525.0,2356.0,2365.89990234375,1131433,2022-08-01
2022-08-08,2096.01123046875,2214.0,2421.89990234375,2185.10009765625,2403.050048828125,911642,2022-08-08
2022-08-15,2053.456787109375,2169.050048828125,2348.800048828125,2145.0,2214.0,1530750,2022-08-15
2022-08-22,2042.7113037109375,2157.699951171875,2203.0,2110.0,2174.89990234375,839671,2022-08-22
2022-08-29,2046.9716796875,2162.199951171875,2176.949951171875,2093.550048828125,2120.0,550256,2022-08-29
2022-09-05,2078.023681640625,2195.0,2224.5,2166.0,2166.0,493531,2022-09-05
2022-09-12,1911.2611083984375,2018.8499755859375,2216.0,1985.9000244140625,2205.89990234375,1363070,2022-09-12
2022-09-19,1969.720458984375,2080.60009765625,2178.0,2007.0,2030.0,1594895,2022-09-19
2022-09-26,1894.414794921875,1980.949951171875,2140.0,1915.9000244140625,2070.0,1049303,2022-09-26
2022-10-03,1816.3795166015625,1899.3499755859375,1985.949951171875,1881.0,1980.949951171875,663924,2022-10-03
2022-10-10,1716.0618896484375,1794.449951171875,1901.0,1790.0,1888.0,625105,2022-10-10
2022-10-17,1643.8123779296875,1718.9000244140625,1812.0999755859375,1685.0,1794.449951171875,1311634,2022-10-17
2022-10-24,1630.9019775390625,1705.4000244140625,1779.0,1702.0,1730.0,365037,2022-10-24
2022-10-31,1715.440185546875,1793.800048828125,1811.199951171875,1665.5,1708.050048828125,867129,2022-10-31
2022-11-07,1684.4078369140625,1761.3499755859375,1820.0,1755.0,1810.8499755859375,403165,2022-11-07
2022-11-14,1765.3599853515625,1846.0,1864.0,1746.300048828125,1771.5999755859375,1007550,2022-11-14
2022-11-21,1704.6337890625,1782.5,1865.0,1776.5,1855.25,499933,2022-11-21
2022-11-28,1725.8939208984375,1785.0999755859375,1813.25,1755.8499755859375,1787.0,323286,2022-11-28
2022-12-05,1638.15380859375,1694.3499755859375,1806.949951171875,1680.0,1795.0,346805,2022-12-05
2022-12-12,1598.7069091796875,1653.550048828125,1710.0,1647.5,1698.9000244140625,374602,2022-12-12
2022-12-19,1425.740478515625,1474.6500244140625,1673.6500244140625,1462.0,1655.0,606250,2022-12-19
2022-12-26,1540.2618408203125,1593.0999755859375,1619.0,1472.0,1487.5999755859375,361681,2022-12-26
2023-01-02,1463.3985595703125,1513.5999755859375,1609.0,1499.0,1601.0999755859375,290239,2023-01-02
2023-01-09,1501.0084228515625,1552.5,1577.4000244140625,1516.699951171875,1534.949951171875,269048,2023-01-09
2023-01-16,1520.34521484375,1572.5,1697.0,1480.25,1559.800048828125,2981828,2023-01-16
2023-01-23,1486.74755859375,1537.75,1603.800048828125,1515.199951171875,1572.0,258611,2023-01-23
2023-01-30,1444.35205078125,1493.9000244140625,1558.4000244140625,1486.0,1544.949951171875,336770,2023-01-30
2023-02-06,1475.967529296875,1526.5999755859375,1546.800048828125,1474.75,1498.449951171875,282113,2023-02-06
2023-02-13,1429.8011474609375,1478.8499755859375,1550.0,1415.050048828125,1535.0,535599,2023-02-13
2023-02-20,1384.843505859375,1432.3499755859375,1502.0,1415.0,1486.25,309841,2023-02-20
2023-02-27,1365.0560302734375,1382.550048828125,1432.3499755859375,1345.050048828125,1432.3499755859375,383236,2023-02-27
2023-03-06,1370.190185546875,1387.75,1429.3499755859375,1373.6500244140625,1389.5,235862,2023-03-06
2023-03-13,1248.499755859375,1264.5,1406.949951171875,1260.050048828125,1393.5999755859375,395335,2023-03-13
2023-03-20,1204.0692138671875,1219.5,1428.9000244140625,1214.0,1264.4000244140625,499616,2023-03-20
2023-03-27,1128.0928955078125,1142.550048828125,1229.9000244140625,1101.0,1229.9000244140625,796853,2023-03-27
2023-04-03,1236.9478759765625,1252.800048828125,1263.699951171875,1148.300048828125,1154.3499755859375,372419,2023-04-03
2023-04-10,1244.698486328125,1260.6500244140625,1297.949951171875,1251.050048828125,1268.0,237494,2023-04-10
2023-04-17,1221.9400634765625,1237.5999755859375,1296.9000244140625,1231.300048828125,1260.0,418480,2023-04-17
2023-04-24,1341.3597412109375,1358.550048828125,1377.0,1233.0999755859375,1239.9000244140625,815552,2023-04-24
2023-05-01,1397.4903564453125,1415.4000244140625,1459.300048828125,1335.6500244140625,1358.550048828125,868008,2023-05-01
2023-05-08,1386.728271484375,1404.5,1449.75,1385.0,1426.4000244140625,454792,2023-05-08
2023-05-15,1549.4429931640625,1569.300048828125,1644.300048828125,1401.0,1408.800048828125,2174879,2023-05-15
2023-05-22,1349.06103515625,1366.3499755859375,1579.199951171875,1340.0,1577.6500244140625,2078529,2023-05-22
2023-05-29,1311.640380859375,1328.449951171875,1397.0,1325.3499755859375,1369.9000244140625,520797,2023-05-29
2023-06-05,1289.7215576171875,1306.25,1350.0,1304.0,1329.0,456529,2023-06-05
2023-06-12,1340.4710693359375,1357.6500244140625,1377.949951171875,1275.0999755859375,1310.6500244140625,1024464,2023-06-12
2023-06-19,1303.8900146484375,1320.5999755859375,1393.949951171875,1307.050048828125,1379.0,535023,2023-06-19
2023-06-26,1296.238037109375,1312.8499755859375,1332.6500244140625,1303.4000244140625,1320.0,203058,2023-06-26
2023-07-03,1312.0355224609375,1328.8499755859375,1367.949951171875,1315.0,1315.0,555411,2023-07-03
2023-07-10,1273.627685546875,1289.949951171875,1334.949951171875,1286.6500244140625,1327.949951171875,370249,2023-07-10
2023-07-17,1269.7276611328125,1286.0,1319.4000244140625,1282.5999755859375,1301.6500244140625,340009,2023-07-17
2023-07-24,1212.90576171875,1228.449951171875,1292.300048828125,1225.050048828125,1286.0,388221,2023-07-24
2023-07-31,1254.81884765625,1270.9000244140625,1323.0,1222.0,1233.0,1019980,2023-07-31
2023-08-07,1180.3233642578125,1195.449951171875,1290.449951171875,1190.050048828125,1281.9000244140625,608538,2023-08-07
2023-08-14,1100.8914794921875,1115.0,1203.949951171875,1110.1500244140625,1195.550048828125,641098,2023-08-14
2023-08-21,1099.60791015625,1113.699951171875,1139.800048828125,1111.0,1120.0,451057,2023-08-21
2023-08-28,1207.8704833984375,1223.3499755859375,1255.0,1101.0,1118.949951171875,2687016,2023-08-28
2023-09-04,1195.775390625,1211.0999755859375,1257.0,1200.0,1225.050048828125,674186,2023-09-04
2023-09-11,1158.377197265625,1170.300048828125,1230.0,1164.4000244140625,1218.300048828125,529300,2023-09-11
2023-09-18,1138.63037109375,1150.3499755859375,1183.0,1144.0999755859375,1175.0,318684,2023-09-18
2023-09-25,1145.6087646484375,1157.4000244140625,1204.4000244140625,1145.0,1155.0,463090,2023-09-25
2023-10-02,1144.0250244140625,1155.800048828125,1199.9000244140625,1135.5999755859375,1157.4000244140625,654964,2023-10-02
2023-10-09,1128.2869873046875,1139.9000244140625,1174.949951171875,1138.0,1148.0,320091,2023-10-09
2023-10-16,1112.746826171875,1124.199951171875,1165.0,1120.449951171875,1140.0,572790,2023-10-16
2023-10-23,1028.117919921875,1038.699951171875,1138.550048828125,1025.050048828125,1124.199951171875,422439,2023-10-23
2023-10-30,1030.889404296875,1041.5,1055.0,1010.0,1038.699951171875,382997,2023-10-30
2023-11-06,1029.0582275390625,1039.6500244140625,1087.0,1037.0,1052.0,374482,2023-11-06
2023-11-13,1026.039306640625,1036.5999755859375,1082.0,1034.0,1064.75,221545,2023-11-13
2023-11-20,1008.959716796875,1017.4000244140625,1044.949951171875,1010.0,1036.5999755859375,347746,2023-11-20
2023-11-27,1072.2303466796875,1081.199951171875,1098.0,1012.0,1017.4000244140625,828457,2023-11-27
2023-12-04,1026.314453125,1034.9000244140625,1104.9000244140625,1024.050048828125,1098.0,703263,2023-12-04
2023-12-11,1015.5545654296875,1024.050048828125,1044.0,1014.2999877929688,1034.8499755859375,511853,2023-12-11
2023-12-18,1008.959716796875,1017.4000244140625,1043.949951171875,991.2999877929688,1034.0,554454,2023-12-18
2023-12-25,1042.6279296875,1051.3499755859375,1095.0,1012.0999755859375,1017.4000244140625,1326548,2023-12-25
2024-01-01,1117.0057373046875,1126.3499755859375,1149.800048828125,1048.550048828125,1055.0,1587684,2024-01-01
2024-01-08,1109.7664794921875,1119.050048828125,1144.0,1075.050048828125,1129.949951171875,601174,2024-01-08
2024-01-15,1030.132568359375,1038.75,1129.050048828125,1030.550048828125,1125.0,519316,2024-01-15
2024-01-22,1007.8192138671875,1016.25,1048.300048828125,1012.0999755859375,1038.75,261863,2024-01-22
2024-01-29,998.6954956054688,1007.0499877929688,1049.4000244140625,969.0,1017.3499755859375,1014699,2024-01-29
2024-02-05,969.6881713867188,977.7999877929688,1010.0,970.5999755859375,1005.0,433303,2024-02-05
2024-02-12,898.8309326171875,906.3499755859375,995.0,905.0,985.0,1021462,2024-02-12
2024-02-19,879.2447509765625,886.5999755859375,922.4000244140625,883.0,907.0,584863,2024-02-19
2024-02-26,868.5839233398438,875.8499755859375,931.9000244140625,860.0499877929688,887.0,1476480,2024-02-26
2024-03-04,861.9891357421875,869.2000122070312,903.8499755859375,858.4500122070312,876.0,658054,2024-03-04
2024-03-11,771.2978515625,777.75,874.9000244140625,760.8499755859375,874.9000244140625,1089360,2024-03-11
2024-03-18,803.5281982421875,810.25,835.9000244140625,767.0499877929688,770.0499877929688,2059764,2024-03-18
2024-03-25,759.3477783203125,765.7000122070312,813.2000122070312,761.0,810.25,1206591,2024-03-25
2024-04-01,899.2276611328125,906.75,917.1500244140625,767.9000244140625,775.9500122070312,1439323,2024-04-01
2024-04-08,875.97216796875,883.2999877929688,920.7999877929688,881.0,910.0,280486,2024-04-08
2024-04-15,841.9567260742188,849.0,883.7000122070312,840.5999755859375,871.0,256885,2024-04-15
2024-04-22,930.0696411132812,937.8499755859375,966.3499755859375,849.0499877929688,866.0,1213081,2024-04-22
2024-04-29,897.5416870117188,905.0499877929688,947.5499877929688,891.6500244140625,945.0,355559,2024-04-29
2024-05-06,840.171630859375,847.2000122070312,909.5999755859375,837.7999877929688,909.0,271409,2024-05-06
2024-05-13,889.360107421875,896.7999877929688,901.4500122070312,827.7000122070312,848.0499877929688,363055,2024-05-13
2024-05-20,844.1384887695312,851.2000122070312,905.0499877929688,845.0,858.5499877929688,391272,2024-05-20
2024-05-27,779.3802490234375,785.9000244140625,854.0,780.2000122070312,851.2000122070312,1035395,2024-05-27
2024-06-03,802.0406494140625,808.75,822.0,751.6500244140625,817.0,875649,2024-06-03
2024-06-10,867.5426635742188,874.7999877929688,901.7999877929688,814.9500122070312,815.0,950823,2024-06-10
2024-06-17,987.6876220703125,995.9500122070312,1014.4000244140625,854.5,874.7999877929688,3489849,2024-06-17
2024-06-24,994.4312133789062,1002.75,1043.5,970.25,998.9500122070312,1949030,2024-06-24
2024-07-01,1070.99072265625,1079.949951171875,1132.4000244140625,1006.0499877929688,1010.6500244140625,2218485,2024-07-01
2024-07-08,1033.3555908203125,1042.0,1084.0,1016.4500122070312,1081.449951171875,1038729,2024-07-08
2024-07-15,1003.4061279296875,1011.7999877929688,1075.949951171875,1009.9500122070312,1050.0,642926,2024-07-15
2024-07-22,1043.2230224609375,1051.949951171875,1079.0,991.5999755859375,1007.0,801393,2024-07-22
2024-07-29,1139.3687744140625,1148.9000244140625,1217.4000244140625,1054.25,1058.0,2818531,2024-07-29
2024-08-05,1161.3350830078125,1171.050048828125,1209.699951171875,1085.050048828125,1100.0,1508336,2024-08-05
2024-08-12,1283.4632568359375,1294.199951171875,1311.0,1122.199951171875,1180.0,3622052,2024-08-12
2024-08-19,1340.7838134765625,1352.0,1375.0,1276.800048828125,1298.0,3151222,2024-08-19
2024-08-26,1232.985595703125,1243.300048828125,1373.0,1205.050048828125,1373.0,1763487,2024-08-26
2024-09-02,1206.6558837890625,1216.75,1264.0,1185.050048828125,1243.25,1260628,2024-09-02
2024-09-09,1227.233642578125,1237.5,1252.449951171875,1191.5999755859375,1215.0,649472,2024-09-09
2024-09-16,1153.5997314453125,1163.25,1241.699951171875,1142.699951171875,1237.5,694190,2024-09-16
2024-09-23,1142.425048828125,1151.0,1187.699951171875,1131.0999755859375,1170.0,556168,2024-09-23
2024-09-30,1115.328369140625,1123.699951171875,1179.9000244140625,1107.0,1140.0,348542,2024-09-30
2024-10-07,1160.93603515625,1169.6500244140625,1194.800048828125,1071.4000244140625,1131.5,555213,2024-10-07
2024-10-14,1148.429931640625,1157.050048828125,1186.0,1089.25,1180.0,580846,2024-10-14
2024-10-21,1062.276611328125,1070.25,1210.0,1053.25,1162.8499755859375,950694,2024-10-21
2024-10-28,1141.581298828125,1150.1500244140625,1152.0999755859375,1050.449951171875,1070.25,307727,2024-10-28
2024-11-04,1222.821533203125,1232.0,1268.5,1103.1500244140625,1150.0999755859375,926313,2024-11-04
2024-11-11,1185.650634765625,1194.550048828125,1269.0,1181.0,1235.0,1285232,2024-11-11
2024-11-18,1168.87646484375,1177.6500244140625,1243.9000244140625,1152.699951171875,1195.5,598364,2024-11-18
2024-11-25,1273.2431640625,1282.800048828125,1289.0,1175.75,1181.1500244140625,1112131,2024-11-25
2024-12-02,1366.050048828125,1366.050048828125,1368.699951171875,1268.9000244140625,1283.0,1362655,2024-12-02
2024-12-09,1406.300048828125,1406.300048828125,1478.699951171875,1363.0999755859375,1380.0,2567471,2024-12-09
2024-12-16,1298.9000244140625,1298.9000244140625,1445.0,1288.0,1412.5,1104130,2024-12-16
2024-12-23,1310.5,1310.5,1320.0,1263.5999755859375,1305.3499755859375,386263,2024-12-23
2024-12-30,1378.3499755859375,1378.3499755859375,1392.0,1255.5,1316.8499755859375,557762,2024-12-30
2025-01-06,1312.5999755859375,1312.5999755859375,1410.949951171875,1290.1500244140625,1378.3499755859375,952664,2025-01-06
2025-01-13,1247.449951171875,1247.449951171875,1311.0,1206.449951171875,1291.050048828125,528718,2025-01-13
2025-01-20,1178.1500244140625,1178.1500244140625,1287.9000244140625,1172.0,1265.5,322192,2025-01-20
2025-01-27,1122.5,1122.5,1166.050048828125,1020.0999755859375,1163.8499755859375,920115,2025-01-27
2025-02-03,1192.949951171875,1192.949951171875,1213.8499755859375,1097.8499755859375,1105.0,394699,2025-02-03
2025-02-10,1130.949951171875,1130.949951171875,1209.9000244140625,1100.800048828125,1194.800048828125,449946,2025-02-10
2025-02-17,1161.0999755859375,1161.0999755859375,1212.699951171875,1093.3499755859375,1157.0,685966,2025-02-17
2025-02-24,1084.6500244140625,1084.6500244140625,1171.0,1071.300048828125,1132.050048828125,250733,2025-02-24
2025-03-03,1196.0,1196.0,1205.0,1050.0,1083.550048828125,360029,2025-03-03
2025-03-10,1136.75,1136.75,1207.949951171875,1120.25,1198.3499755859375,214707,2025-03-10
2025-03-17,1214.1500244140625,1214.1500244140625,1229.949951171875,1117.550048828125,1137.6500244140625,279424,2025-03-17
2025-03-24,1194.75,1194.75,1264.0,1185.0999755859375,1231.0,463306,2025-03-24
2025-03-31,1201.5,1201.5,1255.0,1166.0,1194.75,220239,2025-03-31
2025-04-07,1174.8499755859375,1174.8499755859375,1192.0,1129.0,1130.0,571124,2025-04-07
2025-04-14,1264.9000244140625,1264.9000244140625,1274.5,1174.8499755859375,1174.8499755859375,207019,2025-04-14
2025-04-21,1232.5,1232.5,1302.300048828125,1203.300048828125,1300.0,304921,2025-04-21
2025-04-28,1207.199951171875,1207.199951171875,1275.0,1196.0,1220.0,161683,2025-04-28
2025-05-05,1174.4000244140625,1174.4000244140625,1246.800048828125,1148.5,1211.0,286195,2025-05-05
2025-05-12,1285.300048828125,1285.300048828125,1290.0,1196.0,1196.0,336302,2025-05-12
2025-05-19,1340.0999755859375,1340.0999755859375,1378.0,1263.0,1285.300048828125,1214846,2025-05-19
2025-05-26,1332.300048828125,1332.300048828125,1398.0,1255.0,1344.0,1533538,2025-05-26
2025-06-02,1309.9000244140625,1309.9000244140625,1380.0,1293.699951171875,1340.0,602354,2025-06-02
2025-06-09,1272.5,1272.5,1354.0,1246.0,1313.0,472179,2025-06-09
2025-06-16,1208.800048828125,1208.800048828125,1287.5,1198.0,1265.0,607895,2025-06-16
2025-06-23,1218.0,1218.0,1269.800048828125,1190.0,1190.0,512187,2025-06-23
2025-06-30,1205.699951171875,1205.699951171875,1231.699951171875,1193.0,1218.0,338289,2025-06-30
2025-07-07,1144.5999755859375,1144.5999755859375,1209.9000244140625,1133.800048828125,1195.0,509721,2025-07-07
2025-07-14,1138.300048828125,1138.300048828125,1158.0,1120.0,1144.5,116805,2025-07-14
