Date,Adj Close_PRINCEPIPE.NS,Close_PRINCEPIPE.NS,High_PRINCEPIPE.NS,Low_PRINCEPIPE.NS,Open_PRINCEPIPE.NS,Volume_PRINCEPIPE.NS,Date
2020-07-13,106.22756958007812,107.94999694824219,107.94999694824219,102.05000305175781,104.25,350018,2020-07-13
2020-07-20,105.04670715332031,106.75,112.19999694824219,105.0,108.05000305175781,523279,2020-07-20
2020-07-27,110.95097351074219,112.75,114.9000015258789,105.0,106.75,1448125,2020-07-27
2020-08-03,135.06005859375,137.25,141.89999389648438,107.1500015258789,109.5999984741211,2417096,2020-08-03
2020-08-10,141.35792541503906,143.64999389648438,165.0,138.39999389648438,138.39999389648438,3527484,2020-08-10
2020-08-17,160.54678344726562,163.14999389648438,167.39999389648438,140.0,144.0,1322997,2020-08-17
2020-08-24,193.75830078125,196.89999389648438,202.0,164.10000610351562,165.5,5513051,2020-08-24
2020-08-31,204.484375,207.8000030517578,227.8000030517578,177.0,197.0,6193476,2020-08-31
2020-09-07,200.99099731445312,204.25,214.0,190.0,208.0,3166628,2020-09-07
2020-09-14,222.689208984375,226.3000030517578,232.0,201.64999389648438,209.0,4407114,2020-09-14
2020-09-21,240.8448028564453,244.75,260.75,218.0,224.0,6581906,2020-09-21
2020-09-28,242.02565002441406,245.9499969482422,255.0,232.5,246.9499969482422,2097591,2020-09-28
2020-10-05,230.31553649902344,234.0500030517578,259.0,232.0,247.6999969482422,1362284,2020-10-05
2020-10-12,225.2476806640625,228.89999389648438,241.39999389648438,210.0,235.0,1420572,2020-10-12
2020-10-19,226.28094482421875,229.9499969482422,243.4499969482422,227.5500030517578,230.0,623233,2020-10-19
2020-10-26,226.52696228027344,230.1999969482422,235.0,225.0,229.4499969482422,402076,2020-10-26
2020-11-02,236.2198028564453,240.0500030517578,244.89999389648438,220.0,231.0,1074937,2020-11-02
2020-11-09,262.00177001953125,266.25,268.95001220703125,239.1999969482422,241.9499969482422,1129662,2020-11-09
2020-11-16,259.5390930175781,262.1000061035156,281.04998779296875,250.0,262.79998779296875,1265785,2020-11-16
2020-11-23,256.81591796875,259.3500061035156,268.75,251.64999389648438,266.5,746765,2020-11-23
2020-11-30,262.7077941894531,265.29998779296875,279.79998779296875,259.3500061035156,259.3500061035156,479800,2020-11-30
2020-12-07,266.5697021484375,269.20001220703125,283.5,265.04998779296875,265.5,1348332,2020-12-07
2020-12-14,259.6876220703125,262.25,275.8999938964844,257.0,271.8999938964844,502956,2020-12-14
2020-12-21,269.0452880859375,271.70001220703125,283.8500061035156,244.5500030517578,251.0500030517578,1206567,2020-12-21
2020-12-28,302.46551513671875,305.45001220703125,308.8999938964844,271.0,273.8500061035156,3202527,2020-12-28
2021-01-04,295.1377868652344,298.04998779296875,309.29998779296875,291.1000061035156,306.8999938964844,1735803,2021-01-04
2021-01-11,286.7703552246094,289.6000061035156,304.0,281.1000061035156,304.0,864961,2021-01-11
2021-01-18,299.247314453125,302.20001220703125,321.5,282.29998779296875,286.0,2040514,2021-01-18
2021-01-25,292.0680847167969,294.95001220703125,306.3999938964844,289.0,306.3999938964844,504137,2021-01-25
2021-02-01,397.47796630859375,401.3999938964844,425.0,293.8500061035156,304.3999938964844,5081335,2021-02-01
2021-02-08,405.5979309082031,409.6000061035156,434.75,382.0,402.75,1247858,2021-02-08
2021-02-15,416.0943298339844,420.20001220703125,434.0,402.75,413.3500061035156,855719,2021-02-15
2021-02-22,397.8245849609375,401.75,422.0,396.0,422.0,690575,2021-02-22
2021-03-01,420.15423583984375,424.29998779296875,474.3999938964844,398.54998779296875,405.6499938964844,2563608,2021-03-01
2021-03-08,439.3151550292969,443.6499938964844,480.0,430.0,430.0,2379735,2021-03-08
2021-03-15,417.6786804199219,421.79998779296875,448.0,385.0,448.0,1515984,2021-03-15
2021-03-22,406.6871643066406,410.70001220703125,437.0,399.0,426.70001220703125,2173662,2021-03-22
2021-03-29,423.3229675292969,427.5,434.8500061035156,409.0,410.70001220703125,802468,2021-03-29
2021-04-05,513.5328369140625,518.5999755859375,548.0,414.5,427.5,3222053,2021-04-05
2021-04-12,503.4325256347656,508.3999938964844,520.0,462.25,505.0,1765663,2021-04-12
2021-04-19,485.2618103027344,490.04998779296875,524.7999877929688,475.1499938964844,498.25,1335840,2021-04-19
2021-04-26,523.2866821289062,528.4500122070312,542.0,484.3500061035156,496.0,1956726,2021-04-26
2021-05-03,573.6892700195312,579.3499755859375,598.0499877929688,531.0499877929688,534.4000244140625,3144412,2021-05-03
2021-05-10,627.16162109375,633.3499755859375,659.7000122070312,555.5,583.4000244140625,4654915,2021-05-10
2021-05-17,712.8164672851562,719.8499755859375,742.7000122070312,612.6500244140625,645.0,7276504,2021-05-17
2021-05-24,722.768310546875,729.9000244140625,794.4000244140625,708.0,723.7999877929688,3961420,2021-05-24
2021-05-31,701.4287719726562,708.3499755859375,737.3499755859375,700.0,734.7999877929688,1635545,2021-05-31
2021-06-07,704.9441528320312,711.9000244140625,734.9500122070312,690.0999755859375,710.0,1576783,2021-06-07
2021-06-14,688.6549072265625,695.4500122070312,725.5,646.4000244140625,711.9000244140625,1765343,2021-06-14
2021-06-21,688.2587890625,695.0499877929688,707.5,671.2000122070312,685.0,1688960,2021-06-21
2021-06-28,732.8685913085938,740.0999755859375,750.0,695.0499877929688,697.0,2700203,2021-06-28
2021-07-05,722.5703125,729.7000122070312,758.0,709.2000122070312,748.0,1746551,2021-07-05
2021-07-12,704.3994750976562,711.3499755859375,740.0,704.1500244140625,731.0,2029299,2021-07-12
2021-07-19,688.4073486328125,695.2000122070312,714.5999755859375,685.0499877929688,706.2000122070312,1466369,2021-07-19
2021-07-26,678.0593872070312,684.75,696.2000122070312,642.5999755859375,690.0,2496403,2021-07-26
2021-08-02,658.700439453125,665.2000122070312,724.0,612.0,684.9000244140625,3313565,2021-08-02
2021-08-09,646.3720703125,652.75,681.8499755859375,622.0,680.5,1673326,2021-08-09
2021-08-16,632.5584106445312,638.7999877929688,655.0,631.9500122070312,654.0,667053,2021-08-16
2021-08-23,657.0665283203125,663.5499877929688,678.7999877929688,595.25,643.0499877929688,3005517,2021-08-23
2021-08-30,658.6509399414062,665.1500244140625,675.0,642.1500244140625,667.0,1925245,2021-08-30
2021-09-06,711.677734375,718.7000122070312,730.0,661.1500244140625,669.9500122070312,2364955,2021-09-06
2021-09-13,703.1320190429688,707.9500122070312,739.8499755859375,686.5499877929688,728.0,2325228,2021-09-13
2021-09-20,693.8456420898438,698.5999755859375,715.0,665.0,707.9500122070312,1321950,2021-09-20
2021-09-27,686.6448974609375,691.3499755859375,711.0,687.0,695.0,1197329,2021-09-27
2021-10-04,744.2999267578125,749.4000244140625,767.8499755859375,695.4000244140625,698.0,3414607,2021-10-04
2021-10-11,742.2638549804688,747.3499755859375,784.0,735.0,775.0,2212365,2021-10-11
2021-10-18,710.2332763671875,715.0999755859375,774.0,693.0999755859375,752.0,2567833,2021-10-18
2021-10-25,724.2373657226562,729.2000122070312,743.2000122070312,690.0,716.0,1748527,2021-10-25
2021-11-01,755.22509765625,760.4000244140625,777.9500122070312,723.0,729.9000244140625,1675405,2021-11-01
2021-11-08,845.6057739257812,851.4000244140625,897.0,763.3499755859375,768.0,8038459,2021-11-08
2021-11-15,834.0419921875,838.25,866.4500122070312,805.4000244140625,858.9000244140625,1200396,2021-11-15
2021-11-22,767.527587890625,771.4000244140625,859.0,737.5499877929688,852.0,1575137,2021-11-22
2021-11-29,735.7379150390625,739.4500122070312,775.0,709.9500122070312,750.0,1788249,2021-11-29
2021-12-06,722.106689453125,725.75,745.7000122070312,718.2000122070312,739.0,717164,2021-12-06
2021-12-13,705.988037109375,709.5499877929688,735.0,701.8499755859375,734.0,749176,2021-12-13
2021-12-20,692.2075805664062,695.7000122070312,710.7000122070312,672.0499877929688,698.0,530953,2021-12-20
2021-12-27,696.5855102539062,700.0999755859375,724.7999877929688,688.6500244140625,695.7000122070312,620708,2021-12-27
2022-01-03,686.5361938476562,690.0,707.9500122070312,688.0,707.0,1331227,2022-01-03
2022-01-10,728.176025390625,731.8499755859375,743.7999877929688,678.7000122070312,695.0499877929688,3863317,2022-01-10
2022-01-17,698.6749877929688,702.2000122070312,743.5499877929688,694.0,737.0,1472601,2022-01-17
2022-01-24,681.9593505859375,685.4000244140625,705.0,658.9500122070312,702.0,1451699,2022-01-24
2022-01-31,707.7789916992188,711.3499755859375,742.7000122070312,672.5999755859375,707.0,1863370,2022-01-31
2022-02-07,678.8748779296875,682.2999877929688,720.75,678.0999755859375,713.0,655026,2022-02-07
2022-02-14,665.7908935546875,669.1500244140625,682.9500122070312,645.0,670.0,774676,2022-02-14
2022-02-21,641.0158081054688,644.25,675.8499755859375,610.0,655.6500244140625,955869,2022-02-21
2022-02-28,618.8775634765625,622.0,659.1500244140625,615.25,638.0,708800,2022-02-28
2022-03-07,659.5224609375,662.8499755859375,669.7999877929688,602.0,611.7999877929688,888385,2022-03-07
2022-03-14,651.26416015625,654.5499877929688,675.0,646.5499877929688,668.0,621348,2022-03-14
2022-03-21,643.8515014648438,647.0999755859375,698.4000244140625,643.6500244140625,674.0,1287067,2022-03-21
2022-03-28,644.946044921875,648.2000122070312,664.0,621.0,647.2000122070312,1130307,2022-03-28
2022-04-04,707.729248046875,711.2999877929688,725.0,652.0999755859375,654.8499755859375,2017745,2022-04-04
2022-04-11,695.0432739257812,698.5499877929688,730.0,696.0,716.7000122070312,551562,2022-04-11
2022-04-18,684.5462646484375,688.0,710.0,660.6500244140625,697.0,1009055,2022-04-18
2022-04-25,661.1144409179688,664.4500122070312,687.9500122070312,651.7000122070312,680.0,583859,2022-04-25
2022-05-02,646.1898193359375,649.4500122070312,708.7000122070312,646.0,659.0,1146739,2022-05-02
2022-05-09,626.9866943359375,630.1500244140625,664.9500122070312,611.9500122070312,647.9500122070312,752659,2022-05-09
2022-05-16,631.7127685546875,634.9000244140625,672.0,620.0,643.0,745787,2022-05-16
2022-05-23,630.6182861328125,633.7999877929688,650.0,619.0,647.7000122070312,641861,2022-05-23
2022-05-30,632.8569946289062,636.0499877929688,651.5999755859375,624.5,643.25,619262,2022-05-30
2022-06-06,603.8035888671875,606.8499755859375,635.9500122070312,597.25,631.0,1159645,2022-06-06
2022-06-13,582.5607299804688,585.5,614.5,582.5999755859375,597.7999877929688,930994,2022-06-13
2022-06-20,572.5115356445312,575.4000244140625,589.75,549.2999877929688,589.75,559569,2022-06-20
2022-06-27,589.9734497070312,592.9500122070312,620.0,578.5999755859375,582.0999755859375,463375,2022-06-27
2022-07-04,591.9136352539062,594.9000244140625,606.5,590.0,593.0,237756,2022-07-04
2022-07-11,594.2020263671875,597.2000122070312,599.7000122070312,581.6500244140625,594.4000244140625,894494,2022-07-11
2022-07-18,592.0130615234375,595.0,620.0,594.0,605.0,621522,2022-07-18
2022-07-25,601.5648803710938,604.5999755859375,608.0,585.5,593.0499877929688,711014,2022-07-25
2022-08-01,630.2700805664062,633.4500122070312,643.5,598.5999755859375,610.0,1278615,2022-08-01
2022-08-08,596.8386840820312,599.8499755859375,649.5999755859375,592.0,638.7000122070312,1758471,2022-08-08
2022-08-15,587.2372436523438,590.2000122070312,602.4500122070312,590.0,599.8499755859375,798254,2022-08-15
2022-08-22,577.6853637695312,580.5999755859375,592.9000244140625,578.1500244140625,588.0,811404,2022-08-22
2022-08-29,590.0728759765625,593.0499877929688,602.0,560.0,563.0,526031,2022-08-29
2022-09-05,598.3311767578125,601.3499755859375,608.0,592.2000122070312,599.0,433361,2022-09-05
2022-09-12,592.5603637695312,595.5499877929688,614.5,591.0499877929688,602.0,838200,2022-09-12
2022-09-19,585.0971069335938,586.0999755859375,599.7000122070312,583.8499755859375,595.0,520942,2022-09-19
2022-09-26,577.2106323242188,578.2000122070312,591.9500122070312,571.5,581.5999755859375,396724,2022-09-26
2022-10-03,580.355224609375,581.3499755859375,593.6500244140625,574.0499877929688,577.5,355545,2022-10-03
2022-10-10,576.7614135742188,577.75,585.9000244140625,573.0,576.0999755859375,345828,2022-10-10
2022-10-17,564.5323486328125,565.5,579.8499755859375,559.0499877929688,577.0,527427,2022-10-17
2022-10-24,516.1153564453125,517.0,569.7999877929688,513.1500244140625,565.0999755859375,749333,2022-10-24
2022-10-31,554.5494384765625,555.5,560.0,517.8499755859375,519.0,972428,2022-10-31
2022-11-07,571.1210327148438,572.0999755859375,585.0,510.0,558.2999877929688,1047804,2022-11-07
2022-11-14,567.7268676757812,568.7000122070312,580.5999755859375,548.5999755859375,569.0,732406,2022-11-14
2022-11-21,547.8609008789062,548.7999877929688,565.6500244140625,543.3499755859375,563.0499877929688,343256,2022-11-21
2022-11-28,596.876953125,597.9000244140625,601.9500122070312,547.0999755859375,550.8499755859375,1123709,2022-11-28
2022-12-05,614.8960571289062,615.9500122070312,640.0,601.0999755859375,601.0999755859375,2535552,2022-12-05
2022-12-12,627.1749877929688,628.25,634.9000244140625,603.0,611.0,880446,2022-12-12
2022-12-19,551.255126953125,552.2000122070312,630.0,545.0,628.0999755859375,984670,2022-12-19
2022-12-26,595.229736328125,596.25,604.0,545.0,552.1500244140625,746839,2022-12-26
2023-01-02,592.1849975585938,593.2000122070312,601.5499877929688,582.2000122070312,592.0999755859375,440073,2023-01-02
2023-01-09,590.3380737304688,591.3499755859375,605.1500244140625,572.5999755859375,605.1500244140625,281601,2023-01-09
2023-01-16,589.4895629882812,590.5,598.0,580.0,592.75,221119,2023-01-16
2023-01-23,602.6669921875,603.7000122070312,609.5,589.1500244140625,589.1500244140625,506898,2023-01-23
2023-01-30,615.3452758789062,616.4000244140625,632.6500244140625,599.7999877929688,605.0,581251,2023-01-30
2023-02-06,573.2174682617188,574.2000122070312,622.25,570.0,610.8499755859375,660453,2023-02-06
2023-02-13,572.818115234375,573.7999877929688,605.0,560.6500244140625,584.7999877929688,1499271,2023-02-13
2023-02-20,557.59423828125,558.5499877929688,582.4500122070312,556.5499877929688,575.0,497843,2023-02-20
2023-02-27,575.4137573242188,576.4000244140625,598.2000122070312,545.0,558.5499877929688,650909,2023-02-27
2023-03-06,585.0471801757812,586.0499877929688,598.9000244140625,573.2000122070312,576.9500122070312,381574,2023-03-06
2023-03-13,573.7166137695312,574.7000122070312,587.0,564.0,581.0499877929688,277780,2023-03-13
2023-03-20,562.9351196289062,563.9000244140625,592.3499755859375,561.0,565.0,281148,2023-03-20
2023-03-27,541.5717163085938,542.5,566.9000244140625,533.0499877929688,565.2000122070312,269914,2023-03-27
2023-04-03,565.3309936523438,566.2999877929688,579.0,546.7000122070312,549.5,242485,2023-04-03
2023-04-10,590.4878540039062,591.5,625.0,557.0,566.25,2054147,2023-04-10
2023-04-17,589.58935546875,590.5999755859375,599.5999755859375,581.0,587.0,361413,2023-04-17
2023-04-24,590.5377807617188,591.5499877929688,607.2000122070312,583.75,595.2999877929688,398511,2023-04-24
2023-05-01,603.8150024414062,604.8499755859375,612.0,590.8499755859375,591.5499877929688,365520,2023-05-01
2023-05-08,598.9234008789062,599.9500122070312,617.0,596.9000244140625,604.9500122070312,378910,2023-05-08
2023-05-15,571.2708129882812,572.25,615.9000244140625,564.5999755859375,593.2999877929688,738845,2023-05-15
2023-05-22,609.2556762695312,610.2999877929688,624.9000244140625,571.0499877929688,572.0,2083286,2023-05-22
2023-05-29,637.407470703125,638.5,663.4000244140625,612.5,612.5,4861869,2023-05-29
2023-06-05,647.0908813476562,648.2000122070312,658.3499755859375,628.7999877929688,642.7000122070312,1043507,2023-06-05
2023-06-12,659.619384765625,660.75,675.2999877929688,643.0,650.0499877929688,1859877,2023-06-12
2023-06-19,639.204345703125,640.2999877929688,695.7000122070312,637.0999755859375,664.0,1561462,2023-06-19
2023-06-26,670.1013793945312,671.25,678.2999877929688,640.0,640.2999877929688,1371904,2023-06-26
2023-07-03,641.75,642.8499755859375,676.9500122070312,633.0,674.9500122070312,1120635,2023-07-03
2023-07-10,627.4744873046875,628.5499877929688,650.7999877929688,627.0,643.0,495659,2023-07-10
2023-07-17,630.5692138671875,631.6500244140625,644.7999877929688,621.0999755859375,632.9500122070312,1086864,2023-07-17
2023-07-24,659.0204467773438,660.1500244140625,661.9500122070312,627.7000122070312,631.0999755859375,1098760,2023-07-24
2023-07-31,660.3181762695312,661.4500122070312,670.0,648.0,667.75,1268147,2023-07-31
2023-08-07,688.7195434570312,689.9000244140625,723.6500244140625,652.0,662.0,3129500,2023-08-07
2023-08-14,681.4319458007812,682.5999755859375,690.0,661.0,680.0,688149,2023-08-14
2023-08-21,694.6593017578125,695.8499755859375,710.0,675.0499877929688,678.0,991986,2023-08-21
2023-08-28,726.1553344726562,727.4000244140625,730.8499755859375,686.2999877929688,697.0,1229925,2023-08-28
2023-09-04,731.5460815429688,732.7999877929688,740.0,710.0999755859375,740.0,924727,2023-09-04
2023-09-11,719.6664428710938,720.9000244140625,760.0,711.5499877929688,739.8499755859375,1345405,2023-09-11
2023-09-18,691.5147094726562,692.7000122070312,731.1500244140625,685.2999877929688,723.5499877929688,817340,2023-09-18
2023-09-25,697.5543212890625,698.75,724.4500122070312,688.25,692.75,488467,2023-09-25
2023-10-02,667.2063598632812,668.3499755859375,704.5499877929688,667.0499877929688,698.75,571856,2023-10-02
2023-10-09,667.1065673828125,668.25,679.9500122070312,650.4500122070312,666.9500122070312,389841,2023-10-09
2023-10-16,689.168701171875,690.3499755859375,738.4500122070312,669.25,671.75,1883744,2023-10-16
2023-10-23,635.4607543945312,636.5499877929688,694.4500122070312,613.2999877929688,690.3499755859375,544407,2023-10-23
2023-10-30,623.5311889648438,624.5999755859375,655.0,618.0,636.5499877929688,587692,2023-10-30
2023-11-06,711.2308959960938,712.4500122070312,750.2000122070312,614.0499877929688,619.9000244140625,14448906,2023-11-06
2023-11-13,693.611083984375,694.7999877929688,726.9000244140625,686.0999755859375,726.9000244140625,1010708,2023-11-13
2023-11-20,673.9447631835938,675.0999755859375,709.0,673.5499877929688,699.0,582816,2023-11-20
2023-11-27,686.4234008789062,687.5999755859375,697.4000244140625,675.0999755859375,675.0999755859375,955124,2023-11-27
2023-12-04,687.7711181640625,688.9500122070312,724.5,680.0,694.7000122070312,1728118,2023-12-04
2023-12-11,703.9434204101562,705.1500244140625,720.9000244140625,675.5499877929688,675.5499877929688,964435,2023-12-11
2023-12-18,733.3429565429688,734.5999755859375,770.0,688.0,707.9500122070312,3014672,2023-12-18
2023-12-25,741.4790649414062,742.75,751.2999877929688,728.2999877929688,734.5999755859375,632241,2023-12-25
2024-01-01,742.0780029296875,743.3499755859375,776.0,734.0499877929688,747.0,1393768,2024-01-01
2024-01-08,721.2138061523438,722.4500122070312,752.0,718.0499877929688,746.6500244140625,1062922,2024-01-08
2024-01-15,694.16015625,695.3499755859375,729.2000122070312,682.0,725.9500122070312,629313,2024-01-15
2024-01-22,688.0206909179688,689.2000122070312,703.0,670.0499877929688,695.3499755859375,326668,2024-01-22
2024-01-29,699.9502563476562,701.1500244140625,716.25,686.0499877929688,691.0,503184,2024-01-29
2024-02-05,634.312744140625,635.4000244140625,729.8499755859375,632.7000122070312,701.4000244140625,2522027,2024-02-05
2024-02-12,593.432861328125,594.4500122070312,652.0,583.5999755859375,647.0,1171952,2024-02-12
2024-02-19,586.4946899414062,587.5,600.4500122070312,584.4000244140625,600.4500122070312,646520,2024-02-19
2024-02-26,569.9231567382812,570.9000244140625,596.0,567.1500244140625,590.0,711525,2024-02-26
2024-03-04,567.1778564453125,568.1500244140625,582.0,562.0999755859375,579.9500122070312,384092,2024-03-04
2024-03-11,531.189453125,532.0999755859375,571.9000244140625,521.3499755859375,568.5,869340,2024-03-11
2024-03-18,561.8369750976562,562.7999877929688,565.5999755859375,522.0,535.0499877929688,1329415,2024-03-18
2024-03-25,548.3101806640625,549.25,573.0,544.6500244140625,562.7999877929688,678160,2024-03-25
2024-04-01,612.550048828125,613.5999755859375,634.0999755859375,551.0499877929688,557.9500122070312,1522485,2024-04-01
2024-04-08,610.8529663085938,611.9000244140625,626.7000122070312,605.0499877929688,618.0,727110,2024-04-08
2024-04-15,611.1524658203125,612.2000122070312,635.5999755859375,577.0,577.0,756705,2024-04-15
2024-04-22,633.6139526367188,634.7000122070312,651.0,612.75,615.0,866527,2024-04-22
2024-04-29,630.41943359375,631.5,651.0,625.7999877929688,639.75,462680,2024-04-29
2024-05-06,637.9564819335938,639.0499877929688,644.0,614.2999877929688,632.0,532017,2024-05-06
