Date,Adj Close_BCONCEPTS.NS,Close_BCONCEPTS.NS,High_BCONCEPTS.NS,Low_BCONCEPTS.NS,Open_BCONCEPTS.NS,Volume_BCONCEPTS.NS,Date
2021-06-21,30.100139617919922,30.200000762939453,30.200000762939453,24.950000762939453,24.950000762939453,186000,2021-06-21
2021-06-28,29.900800704956055,30.0,32.599998474121094,30.0,31.5,63000,2021-06-28
2021-07-05,28.90410804748535,29.0,30.5,28.100000381469727,30.5,81000,2021-07-05
2021-07-12,32.54204177856445,32.650001525878906,32.650001525878906,28.25,28.950000762939453,51000,2021-07-12
2021-07-19,31.894187927246094,32.0,32.650001525878906,32.0,32.650001525878906,12000,2021-07-19
2021-07-26,30.34931182861328,30.450000762939453,30.450000762939453,29.0,30.399999618530273,42000,2021-07-26
2021-08-02,29.850967407226562,29.950000762939453,31.0,27.899999618530273,30.450000762939453,162000,2021-08-02
2021-08-09,28.55526351928711,28.649999618530273,32.900001525878906,28.649999618530273,30.0,174000,2021-08-09
2021-08-16,29.25295066833496,29.350000381469727,30.850000381469727,27.5,27.5,171000,2021-08-16
2021-08-23,27.857580184936523,27.950000762939453,28.0,26.649999618530273,28.0,18000,2021-08-23
2021-08-30,32.99054718017578,33.099998474121094,33.25,27.0,28.049999237060547,261000,2021-08-30
2021-09-06,35.48228073120117,35.599998474121094,35.70000076293945,32.849998474121094,34.70000076293945,96000,2021-09-06
2021-09-13,35.0836067199707,35.20000076293945,38.0,33.70000076293945,35.0,195000,2021-09-13
2021-09-20,32.79121017456055,32.900001525878906,35.95000076293945,30.0,34.0,186000,2021-09-20
2021-09-27,32.64170837402344,32.75,34.45000076293945,32.599998474121094,32.900001525878906,126000,2021-09-27
2021-10-04,43.6053352355957,43.75,43.75,32.75,32.75,138000,2021-10-04
2021-10-11,41.661781311035156,41.79999923706055,48.0,41.79999923706055,48.0,51000,2021-10-11
2021-10-18,41.910953521728516,42.04999923706055,43.75,41.0,41.79999923706055,90000,2021-10-18
2021-10-25,36.13013458251953,36.25,42.04999923706055,34.849998474121094,42.04999923706055,108000,2021-10-25
2021-11-01,43.50566482543945,43.650001525878906,43.650001525878906,38.0,38.0,33000,2021-11-01
2021-11-08,44.502357482910156,44.650001525878906,46.0,43.0,43.650001525878906,129000,2021-11-08
2021-11-15,43.30632781982422,43.45000076293945,45.349998474121094,42.29999923706055,44.650001525878906,57000,2021-11-15
2021-11-22,37.87434768676758,38.0,42.75,37.54999923706055,42.75,69000,2021-11-22
2021-11-29,38.920875549316406,39.04999923706055,42.5,37.5,39.900001525878906,117000,2021-11-29
2021-12-06,43.156822204589844,43.29999923706055,43.400001525878906,37.150001525878906,39.04999923706055,105000,2021-12-06
2021-12-13,39.76806640625,39.900001525878906,47.0,39.150001525878906,45.45000076293945,150000,2021-12-13
2021-12-20,35.0836067199707,35.20000076293945,39.900001525878906,34.0,39.900001525878906,111000,2021-12-20
2021-12-27,37.9241828918457,38.04999923706055,38.04999923706055,36.099998474121094,36.099998474121094,21000,2021-12-27
2022-01-03,48.19012451171875,48.349998474121094,48.349998474121094,38.5,38.5,123000,2022-01-03
2022-01-10,61.19697570800781,61.400001525878906,61.400001525878906,50.75,50.75,198373,2022-01-10
2022-01-17,77.99124908447266,78.25,78.25,64.30000305175781,64.44999694824219,129485,2022-01-17
2022-01-24,70.26688385009766,70.5,82.1500015258789,63.79999923706055,82.1500015258789,296603,2022-01-24
2022-01-31,72.75861358642578,73.0,80.69999694824219,70.30000305175781,74.0,167104,2022-01-31
2022-02-07,63.4893684387207,63.70000076293945,73.5,63.650001525878906,70.55000305175781,60009,2022-02-07
2022-02-14,70.51605224609375,70.75,70.75,59.95000076293945,63.0,69243,2022-02-14
2022-02-21,67.1272964477539,67.3499984741211,75.0,63.54999923706055,74.25,157621,2022-02-21
2022-02-28,70.4163818359375,70.6500015258789,77.5,66.8499984741211,68.05000305175781,62848,2022-02-28
2022-03-07,69.61903381347656,69.8499984741211,73.69999694824219,64.6500015258789,70.44999694824219,73580,2022-03-07
2022-03-14,67.32664489746094,67.55000305175781,73.8499984741211,66.0,72.94999694824219,56869,2022-03-14
2022-03-21,67.32664489746094,67.55000305175781,71.0,65.55000305175781,70.0,22422,2022-03-21
2022-03-28,68.92134094238281,69.1500015258789,72.55000305175781,62.150001525878906,68.9000015258789,36901,2022-03-28
2022-04-04,82.92488098144531,83.19999694824219,83.19999694824219,63.599998474121094,71.0,128128,2022-04-04
2022-04-11,100.51652526855469,100.8499984741211,100.8499984741211,81.0,91.0,226890,2022-04-11
2022-04-18,101.06470489501953,101.4000015258789,110.4000015258789,95.05000305175781,105.0,138243,2022-04-18
2022-04-25,118.95535278320312,119.3499984741211,119.3499984741211,97.05000305175781,98.0999984741211,117740,2022-04-25
2022-05-02,120.00188446044922,120.4000015258789,131.5,115.0999984741211,124.9000015258789,61206,2022-05-02
2022-05-09,92.94165802001953,93.25,119.1500015258789,93.25,114.4000015258789,85407,2022-05-09
2022-05-16,102.7092514038086,103.05000305175781,104.0999984741211,89.0,93.25,18625,2022-05-16
2022-05-23,96.33041381835938,96.6500015258789,111.30000305175781,95.94999694824219,103.05000305175781,51048,2022-05-23
2022-05-30,96.13106536865234,96.44999694824219,101.1500015258789,86.9000015258789,94.6500015258789,25664,2022-05-30
2022-06-06,97.67594909667969,98.0,100.9000015258789,89.5999984741211,100.9000015258789,18126,2022-06-06
2022-06-13,98.67264556884766,99.0,107.3499984741211,93.80000305175781,98.0,61791,2022-06-13
2022-06-20,110.88213348388672,111.25,113.44999694824219,93.75,99.0,45546,2022-06-20
2022-06-27,122.34410858154297,122.75,122.75,105.44999694824219,112.0,39171,2022-06-27
2022-07-04,126.92890167236328,127.3499984741211,128.0,113.30000305175781,128.0,80663,2022-07-04
2022-07-11,123.58998107910156,124.0,140.35000610351562,117.0999984741211,133.6999969482422,130025,2022-07-11
2022-07-18,135.45062255859375,135.89999389648438,139.8000030517578,118.55000305175781,127.0,32433,2022-07-18
2022-07-25,144.42086791992188,144.89999389648438,147.14999389648438,126.5999984741211,132.14999389648438,52761,2022-07-25
2022-08-01,141.4307861328125,141.89999389648438,151.89999389648438,129.3000030517578,151.5,81816,2022-08-01
2022-08-08,125.8325424194336,126.25,144.0,125.9000015258789,139.10000610351562,18965,2022-08-08
2022-08-15,131.06517028808594,131.5,142.0,119.94999694824219,126.25,43719,2022-08-15
2022-08-22,132.26121520996094,132.6999969482422,133.0,123.5999984741211,132.9499969482422,38279,2022-08-22
2022-08-29,139.43739318847656,139.89999389648438,146.9499969482422,127.5,129.10000610351562,60453,2022-08-29
2022-09-05,177.76026916503906,178.35000610351562,178.35000610351562,138.0500030517578,138.0500030517578,293662,2022-09-05
2022-09-12,189.12255859375,189.75,200.4499969482422,171.3000030517578,184.0,443786,2022-09-12
2022-09-19,202.32875061035156,203.0,208.0,190.0,193.5500030517578,120341,2022-09-19
2022-09-26,198.34197998046875,199.0,213.14999389648438,182.0,203.0,90106,2022-09-26
2022-10-03,200.3353729248047,201.0,208.89999389648438,183.1999969482422,203.0,50327,2022-10-03
2022-10-10,186.38165283203125,187.0,203.0,175.64999389648438,200.0,30597,2022-10-10
2022-10-17,183.840087890625,184.4499969482422,195.0,175.0,189.89999389648438,45305,2022-10-17
2022-10-24,180.35166931152344,180.9499969482422,192.8000030517578,178.60000610351562,188.9499969482422,6202,2022-10-24
2022-10-31,183.39157104492188,184.0,186.89999389648438,165.75,175.0,23281,2022-10-31
2022-11-07,205.6178436279297,206.3000030517578,206.3000030517578,178.5,184.10000610351562,106439,2022-11-07
2022-11-14,233.5252685546875,234.3000030517578,256.5,208.0,216.0,448476,2022-11-14
2022-11-21,238.15988159179688,238.9499969482422,238.9499969482422,207.25,222.60000610351562,55204,2022-11-21
2022-11-28,268.55902099609375,269.45001220703125,279.79998779296875,231.0,239.9499969482422,107988,2022-11-28
2022-12-05,271.6986083984375,272.6000061035156,280.0,237.1999969482422,262.0,88708,2022-12-05
2022-12-12,261.9310302734375,262.79998779296875,281.95001220703125,253.0500030517578,281.95001220703125,32623,2022-12-12
2022-12-19,227.54510498046875,228.3000030517578,273.95001220703125,228.3000030517578,256.0,48451,2022-12-19
2022-12-26,289.4397277832031,290.3999938964844,290.3999938964844,227.0,228.3000030517578,94855,2022-12-26
2023-01-02,270.3530578613281,271.25,304.79998779296875,259.0,304.79998779296875,42194,2023-01-02
2023-01-09,267.0639953613281,267.95001220703125,281.75,260.0,271.25,44898,2023-01-09
2023-01-16,283.7586364746094,284.70001220703125,288.0,262.1499938964844,276.3999938964844,51447,2023-01-16
2023-01-23,264.3728942871094,265.25,294.54998779296875,262.75,294.54998779296875,63264,2023-01-23
2023-01-30,270.1038818359375,271.0,277.0,255.0,255.0,25136,2023-01-30
2023-02-06,232.4288787841797,233.1999969482422,269.0,233.1999969482422,269.0,140839,2023-02-06
2023-02-13,231.78103637695312,232.5500030517578,239.0,210.5,221.5500030517578,90255,2023-02-13
2023-02-20,212.49502563476562,213.1999969482422,234.89999389648438,206.0500030517578,234.85000610351562,62774,2023-02-20
2023-02-27,212.14617919921875,212.85000610351562,229.6999969482422,205.9499969482422,222.8000030517578,67124,2023-02-27
2023-03-06,221.31576538085938,222.0500030517578,237.89999389648438,211.0,215.0,55971,2023-03-06
2023-03-13,221.5150909423828,222.25,236.6999969482422,211.0,212.6999969482422,66544,2023-03-13
2023-03-20,213.54156494140625,214.25,226.0,208.35000610351562,220.10000610351562,57256,2023-03-20
2023-03-27,212.14617919921875,212.85000610351562,222.6999969482422,204.10000610351562,216.0500030517578,88419,2023-03-27
2023-04-03,218.0817108154297,218.3000030517578,220.39999389648438,208.0,210.0,38179,2023-04-03
2023-04-10,211.43833923339844,211.64999389648438,226.3000030517578,202.0,222.0,77618,2023-04-10
2023-04-17,199.89990234375,200.10000610351562,217.0,186.5500030517578,217.0,91192,2023-04-17
2023-04-24,230.91885375976562,231.14999389648438,238.0500030517578,195.0,195.0,165171,2023-04-24
2023-05-01,219.97979736328125,220.1999969482422,241.14999389648438,218.0,231.14999389648438,30985,2023-05-01
2023-05-08,225.22454833984375,225.4499969482422,238.89999389648438,221.89999389648438,225.9499969482422,77901,2023-05-08
2023-05-15,245.85391235351562,246.10000610351562,262.79998779296875,226.0,226.0,159267,2023-05-15
2023-05-22,257.9418029785156,258.20001220703125,260.0,224.0,260.0,260428,2023-05-22
2023-05-29,302.84686279296875,303.1499938964844,304.0,266.1000061035156,275.0,256129,2023-05-29
2023-06-05,315.6839904785156,316.0,345.0,304.0,309.0,259846,2023-06-05
2023-06-12,347.2524108886719,347.6000061035156,370.75,306.29998779296875,324.0,186924,2023-06-12
2023-06-19,314.53515625,314.8500061035156,349.95001220703125,306.0,349.95001220703125,450684,2023-06-19
2023-06-26,342.5570983886719,342.8999938964844,346.0,307.0,314.8500061035156,57783,2023-06-26
2023-07-03,349.8997497558594,350.25,358.3999938964844,332.5,354.8999938964844,69045,2023-07-03
2023-07-10,337.76190185546875,338.1000061035156,355.70001220703125,333.04998779296875,355.0,40069,2023-07-10
2023-07-17,345.5541076660156,345.8999938964844,346.54998779296875,327.25,346.54998779296875,62163,2023-07-17
2023-07-24,354.0955810546875,354.45001220703125,369.95001220703125,335.75,350.0,65239,2023-07-24
2023-07-31,349.2503967285156,349.6000061035156,359.95001220703125,335.0,354.45001220703125,40445,2023-07-31
2023-08-07,415.2843322753906,415.70001220703125,415.70001220703125,348.25,352.1000061035156,109803,2023-08-07
2023-08-14,442.5570068359375,443.0,460.6000061035156,424.0,429.70001220703125,80559,2023-08-14
2023-08-21,409.0405578613281,409.45001220703125,440.0,409.45001220703125,435.0,40551,2023-08-21
2023-08-28,438.5610046386719,439.0,439.1499938964844,410.0,410.0,28891,2023-08-28
2023-09-04,460.53900146484375,461.0,472.0,445.0,447.0,55526,2023-09-04
2023-09-11,437.2623291015625,437.70001220703125,460.0,420.6000061035156,455.8999938964844,28768,2023-09-11
2023-09-18,407.5920104980469,408.0,437.70001220703125,407.8999938964844,428.95001220703125,23092,2023-09-18
2023-09-25,480.5190124511719,481.0,489.5,404.0,408.0,58431,2023-09-25
2023-10-02,472.5270080566406,473.0,505.0,466.95001220703125,481.0,30059,2023-10-02
2023-10-09,487.7118225097656,488.20001220703125,488.20001220703125,460.1000061035156,463.54998779296875,69623,2023-10-09
2023-10-16,489.510009765625,490.0,510.0,489.54998779296875,497.95001220703125,15456,2023-10-16
2023-10-23,474.75,474.75,489.0,466.0,480.20001220703125,12106,2023-10-23
2023-10-30,491.0,491.0,495.0,465.3500061035156,466.0,9986,2023-10-30
2023-11-06,504.54998779296875,504.54998779296875,504.54998779296875,480.0,485.0,15010,2023-11-06
2023-11-13,603.1500244140625,603.1500244140625,607.9000244140625,540.0,556.2000122070312,138582,2023-11-13
2023-11-20,649.5,649.5,666.0,608.0,610.0,145843,2023-11-20
2023-11-27,657.5499877929688,657.5499877929688,659.3499755859375,632.0999755859375,649.5,229080,2023-11-27
2023-12-04,725.9000244140625,725.9000244140625,725.9000244140625,670.7000122070312,670.7000122070312,10241,2023-12-04
2023-12-11,801.4000244140625,801.4000244140625,801.4000244140625,740.4000244140625,740.4000244140625,50988,2023-12-11
2023-12-18,814.0,814.0,850.3499755859375,800.7000122070312,817.4000244140625,147526,2023-12-18
2023-12-25,763.7000122070312,763.7000122070312,814.0,763.7000122070312,814.0,34909,2023-12-25
2024-01-01,790.5,790.5,790.5,748.4500122070312,774.9500122070312,37876,2024-01-01
2024-01-08,776.2999877929688,776.2999877929688,788.9500122070312,754.5999755859375,774.7000122070312,61294,2024-01-08
2024-01-15,861.75,861.75,904.0,776.2999877929688,776.2999877929688,65601,2024-01-15
2024-01-22,878.2999877929688,878.2999877929688,893.9000244140625,840.0,861.75,29063,2024-01-22
2024-01-29,864.3499755859375,864.3499755859375,966.0999755859375,852.5,950.0,162484,2024-01-29
2024-02-05,813.75,813.75,941.0,813.75,899.9000244140625,35948,2024-02-05
2024-02-12,722.9500122070312,722.9500122070312,800.0,697.75,773.0999755859375,172639,2024-02-12
2024-02-19,773.9000244140625,773.9000244140625,836.8499755859375,705.0,738.0,42970,2024-02-19
2024-02-26,739.5999755859375,739.5999755859375,786.0,715.0,779.9000244140625,41936,2024-02-26
2024-03-04,730.5499877929688,730.5499877929688,765.0,726.0,740.0,37341,2024-03-04
2024-03-11,734.0,734.0,764.7000122070312,710.0,764.7000122070312,53503,2024-03-11
2024-03-18,757.3499755859375,757.3499755859375,775.0,721.0,734.0,26981,2024-03-18
2024-03-25,690.6500244140625,690.6500244140625,758.7000122070312,685.0499877929688,726.2000122070312,35460,2024-03-25
2024-04-01,745.0999755859375,745.0999755859375,760.0,669.0,704.0,36152,2024-04-01
2024-04-08,723.75,723.75,745.9500122070312,715.0,745.9500122070312,29165,2024-04-08
2024-04-15,774.7999877929688,774.7999877929688,814.0,718.0,725.0,55590,2024-04-15
2024-04-22,753.5999755859375,753.5999755859375,805.0999755859375,750.0,805.0,29452,2024-04-22
2024-04-29,719.0499877929688,719.0499877929688,757.0,715.0,757.0,33159,2024-04-29
2024-05-06,678.1500244140625,678.1500244140625,737.4000244140625,663.0499877929688,720.0,47692,2024-05-06
2024-05-13,722.7999877929688,722.7999877929688,729.6500244140625,638.0499877929688,708.4000244140625,93473,2024-05-13
2024-05-20,691.9500122070312,691.9500122070312,778.0,689.8499755859375,778.0,83520,2024-05-20
2024-05-27,636.8499755859375,636.8499755859375,718.5499877929688,590.2000122070312,695.0,131668,2024-05-27
2024-06-03,716.0499877929688,716.0499877929688,754.9500122070312,619.6500244140625,679.9500122070312,84914,2024-06-03
2024-06-10,662.75,662.75,720.4500122070312,650.3499755859375,715.0,70568,2024-06-10
2024-06-17,662.5499877929688,662.5499877929688,698.0,622.0499877929688,678.0,83310,2024-06-17
2024-06-24,673.6500244140625,673.6500244140625,697.0,651.0499877929688,674.0,77200,2024-06-24
2024-07-01,597.7999877929688,597.7999877929688,678.5,587.0,678.5,254667,2024-07-01
2024-07-08,593.2999877929688,593.2999877929688,638.7999877929688,575.0999755859375,601.0,142423,2024-07-08
2024-07-15,578.2000122070312,578.2000122070312,615.0,575.0999755859375,602.0,73240,2024-07-15
2024-07-22,603.9000244140625,603.9000244140625,635.5499877929688,540.2000122070312,571.0,187492,2024-07-22
2024-07-29,586.3499755859375,586.3499755859375,624.9000244140625,582.0999755859375,614.0,86366,2024-07-29
2024-08-05,594.1500244140625,594.1500244140625,604.5,548.3499755859375,580.0,86247,2024-08-05
2024-08-12,601.25,601.25,612.0,550.2000122070312,576.0,143246,2024-08-12
2024-08-19,690.2000122070312,690.2000122070312,698.4000244140625,595.0,610.25,286595,2024-08-19
2024-08-26,665.2000122070312,665.2000122070312,722.25,640.4500122070312,690.2000122070312,119917,2024-08-26
2024-09-02,686.0,686.0,738.9000244140625,630.0499877929688,675.0,293791,2024-09-02
2024-09-09,668.75,668.75,725.0,661.3499755859375,676.0,149306,2024-09-09
2024-09-16,659.6500244140625,659.6500244140625,695.0,644.1500244140625,674.7999877929688,72605,2024-09-16
2024-09-23,657.7999877929688,657.7999877929688,693.7999877929688,651.0499877929688,658.0999755859375,56449,2024-09-23
2024-09-30,624.0999755859375,624.0999755859375,687.0,618.0,657.7999877929688,60261,2024-09-30
2024-10-07,598.5999755859375,598.5999755859375,658.7999877929688,585.0,624.0999755859375,128038,2024-10-07
2024-10-14,598.0499877929688,598.0499877929688,618.0,564.4500122070312,618.0,69983,2024-10-14
2024-10-21,558.5999755859375,558.5999755859375,605.0,532.3499755859375,605.0,54394,2024-10-21
2024-10-28,538.9500122070312,538.9500122070312,579.9500122070312,521.0,579.9500122070312,61285,2024-10-28
2024-11-04,526.6500244140625,526.6500244140625,559.0,515.0,544.9500122070312,71605,2024-11-04
2024-11-11,451.75,451.75,500.0,417.70001220703125,498.0,184474,2024-11-11
2024-11-18,439.75,439.75,470.04998779296875,428.79998779296875,470.0,46969,2024-11-18
2024-11-25,505.29998779296875,505.29998779296875,511.0,439.0,439.0,54128,2024-11-25
2024-12-02,536.75,536.75,569.9500122070312,492.29998779296875,515.0,45864,2024-12-02
2024-12-09,503.45001220703125,503.45001220703125,548.9000244140625,490.0,548.7999877929688,45981,2024-12-09
2024-12-16,476.6499938964844,476.6499938964844,514.7000122070312,475.0,498.8999938964844,41247,2024-12-16
2024-12-23,486.1000061035156,486.1000061035156,492.25,460.0,476.0,25221,2024-12-23
2024-12-30,478.95001220703125,478.95001220703125,507.79998779296875,470.0,481.70001220703125,35725,2024-12-30
2025-01-06,443.0,443.0,482.6000061035156,440.0,478.95001220703125,89386,2025-01-06
2025-01-13,468.1000061035156,468.1000061035156,550.0,394.95001220703125,441.0,301101,2025-01-13
2025-01-20,450.8999938964844,450.8999938964844,505.8500061035156,449.5,470.0,66885,2025-01-20
2025-01-27,431.6499938964844,431.6499938964844,452.6499938964844,402.04998779296875,450.8999938964844,84616,2025-01-27
2025-02-03,408.8999938964844,408.8999938964844,444.95001220703125,392.1000061035156,444.95001220703125,60516,2025-02-03
2025-02-10,388.70001220703125,388.70001220703125,424.3500061035156,346.8999938964844,420.0,188292,2025-02-10
2025-02-17,366.0,366.0,389.70001220703125,322.6499938964844,389.70001220703125,107054,2025-02-17
2025-02-24,351.0,351.0,430.0,341.6000061035156,370.3999938964844,115658,2025-02-24
2025-03-03,403.25,403.25,407.3999938964844,351.20001220703125,358.0,71175,2025-03-03
2025-03-10,350.3500061035156,350.3500061035156,418.95001220703125,350.0,407.70001220703125,77756,2025-03-10
2025-03-17,336.1499938964844,336.1499938964844,355.25,327.1000061035156,350.0,152872,2025-03-17
2025-03-24,295.45001220703125,295.45001220703125,350.95001220703125,292.6000061035156,339.8999938964844,219333,2025-03-24
2025-03-31,327.45001220703125,327.45001220703125,345.0,293.04998779296875,295.45001220703125,133956,2025-03-31
2025-04-07,335.20001220703125,335.20001220703125,355.0,273.1499938964844,285.0,75853,2025-04-07
2025-04-14,339.8500061035156,339.8500061035156,356.45001220703125,333.8500061035156,336.04998779296875,32000,2025-04-14
2025-04-21,373.8500061035156,373.8500061035156,412.25,335.0,340.0,154482,2025-04-21
2025-04-28,342.8999938964844,342.8999938964844,377.6499938964844,337.20001220703125,371.3500061035156,41421,2025-04-28
2025-05-05,355.0,355.0,379.79998779296875,337.29998779296875,344.0,53668,2025-05-05
2025-05-12,358.3999938964844,358.3999938964844,387.8500061035156,345.20001220703125,369.70001220703125,65669,2025-05-12
2025-05-19,340.95001220703125,340.95001220703125,388.3999938964844,339.3999938964844,364.0,81841,2025-05-19
2025-05-26,337.45001220703125,337.45001220703125,349.8999938964844,328.29998779296875,342.0,48053,2025-05-26
2025-06-02,355.3999938964844,355.3999938964844,363.8999938964844,331.0,339.0,40600,2025-06-02
2025-06-09,349.8999938964844,349.8999938964844,373.95001220703125,339.5,350.1000061035156,73896,2025-06-09
2025-06-16,344.95001220703125,344.95001220703125,391.95001220703125,337.04998779296875,342.1000061035156,153019,2025-06-16
2025-06-23,346.45001220703125,346.45001220703125,359.95001220703125,340.5,345.1499938964844,38136,2025-06-23
2025-06-30,349.04998779296875,349.04998779296875,355.79998779296875,342.6000061035156,347.8999938964844,51122,2025-06-30
2025-07-07,341.29998779296875,341.29998779296875,351.29998779296875,335.54998779296875,350.8999938964844,31162,2025-07-07
2025-07-14,341.29998779296875,341.29998779296875,348.5,337.0,337.0,8182,2025-07-14
