Date,Adj Close_DELPHIFX.NS,Close_DELPHIFX.NS,High_DELPHIFX.NS,Low_DELPHIFX.NS,Open_DELPHIFX.NS,Volume_DELPHIFX.NS,Date
2020-07-13,439.29998779296875,439.29998779296875,449.95001220703125,404.0,407.6000061035156,18714,2020-07-13
2020-07-20,459.95001220703125,459.95001220703125,483.95001220703125,431.54998779296875,457.0,22094,2020-07-20
2020-07-27,459.6499938964844,459.6499938964844,484.29998779296875,440.5,465.0,15204,2020-07-27
2020-08-03,494.1000061035156,494.1000061035156,500.04998779296875,447.25,477.6499938964844,16963,2020-08-03
2020-08-10,512.7999877929688,512.7999877929688,521.7000122070312,482.3999938964844,504.95001220703125,16942,2020-08-10
2020-08-17,520.0,520.0,530.0,490.20001220703125,509.95001220703125,7657,2020-08-17
2020-08-24,507.70001220703125,507.70001220703125,534.9500122070312,484.0,530.0,8218,2020-08-24
2020-08-31,444.29998779296875,444.29998779296875,518.9500122070312,435.5,514.0,12525,2020-08-31
2020-09-07,467.70001220703125,467.70001220703125,482.0,431.3999938964844,465.0,6001,2020-09-07
2020-09-14,445.54998779296875,445.54998779296875,480.0,412.8999938964844,470.0,8599,2020-09-14
2020-09-21,432.79998779296875,432.79998779296875,470.0,421.5,454.95001220703125,12606,2020-09-21
2020-09-28,357.25,357.25,434.04998779296875,346.6000061035156,434.04998779296875,31627,2020-09-28
2020-10-05,333.1499938964844,333.1499938964844,360.0,328.0,359.95001220703125,12241,2020-10-05
2020-10-12,316.54998779296875,316.54998779296875,358.8500061035156,296.04998779296875,343.95001220703125,21842,2020-10-12
2020-10-19,309.3500061035156,309.3500061035156,324.75,300.1000061035156,317.04998779296875,14206,2020-10-19
2020-10-26,320.8500061035156,320.8500061035156,326.95001220703125,303.1499938964844,303.1499938964844,10565,2020-10-26
2020-11-02,310.3999938964844,310.3999938964844,324.79998779296875,300.0,315.04998779296875,17573,2020-11-02
2020-11-09,508.8500061035156,508.8500061035156,517.0999755859375,306.0,310.0,118652,2020-11-09
2020-11-16,499.29998779296875,499.29998779296875,559.0,430.95001220703125,430.95001220703125,106514,2020-11-16
2020-11-23,502.0,502.0,520.0,478.04998779296875,502.0,28233,2020-11-23
2020-11-30,521.0999755859375,521.0999755859375,550.0,495.0,502.0,21094,2020-11-30
2020-12-07,513.25,513.25,534.25,503.95001220703125,531.0999755859375,14762,2020-12-07
2020-12-14,509.25,509.25,535.0,507.8999938964844,513.0,13205,2020-12-14
2020-12-21,487.20001220703125,487.20001220703125,514.9500122070312,460.5,514.9500122070312,10785,2020-12-21
2020-12-28,509.6000061035156,509.6000061035156,518.2000122070312,475.1499938964844,486.95001220703125,12641,2020-12-28
2021-01-04,510.0,510.0,516.7000122070312,499.0,509.8500061035156,16152,2021-01-04
2021-01-11,493.0,493.0,520.0,491.0,520.0,8107,2021-01-11
2021-01-18,474.1499938964844,474.1499938964844,500.0,470.8999938964844,500.0,8180,2021-01-18
2021-01-25,424.54998779296875,424.54998779296875,475.0,416.79998779296875,470.5,6755,2021-01-25
2021-02-01,482.29998779296875,482.29998779296875,512.4500122070312,416.1000061035156,420.0,26231,2021-02-01
2021-02-08,528.5999755859375,528.5999755859375,545.25,480.0,480.0,40217,2021-02-08
2021-02-15,458.20001220703125,458.20001220703125,544.2999877929688,410.79998779296875,544.2999877929688,40718,2021-02-15
2021-02-22,435.6499938964844,435.6499938964844,466.3999938964844,415.95001220703125,452.29998779296875,20796,2021-02-22
2021-03-01,489.04998779296875,489.04998779296875,534.7999877929688,440.1499938964844,449.3999938964844,171022,2021-03-01
2021-03-08,484.0,484.0,519.0,453.6000061035156,503.8500061035156,26309,2021-03-08
2021-03-15,471.6000061035156,471.6000061035156,500.45001220703125,456.04998779296875,498.0,11113,2021-03-15
2021-03-22,484.95001220703125,484.95001220703125,498.8500061035156,466.0,473.0,18773,2021-03-22
2021-03-29,475.5,475.5,502.0,471.5,484.95001220703125,5677,2021-03-29
2021-04-05,468.95001220703125,468.95001220703125,486.6499938964844,456.0,486.6499938964844,14115,2021-04-05
2021-04-12,460.3999938964844,460.3999938964844,476.8999938964844,451.95001220703125,465.1000061035156,5188,2021-04-12
2021-04-19,438.75,438.75,466.45001220703125,429.0,460.0,8609,2021-04-19
2021-04-26,449.1499938964844,449.1499938964844,496.0,432.0,441.29998779296875,11225,2021-04-26
2021-05-03,471.29998779296875,471.29998779296875,480.04998779296875,450.1499938964844,453.79998779296875,16897,2021-05-03
2021-05-10,535.9000244140625,535.9000244140625,547.0499877929688,455.0,477.79998779296875,50301,2021-05-10
2021-05-17,728.75,728.75,739.0,544.9500122070312,547.0,382966,2021-05-17
2021-05-24,664.0499877929688,664.0499877929688,724.0,650.0,717.0999755859375,42251,2021-05-24
2021-05-31,668.1500244140625,668.1500244140625,686.0,652.2000122070312,665.0999755859375,15549,2021-05-31
2021-06-07,647.75,647.75,682.3499755859375,641.0,682.3499755859375,19386,2021-06-07
2021-06-14,613.6500244140625,613.6500244140625,668.9500122070312,596.9500122070312,646.0999755859375,19796,2021-06-14
2021-06-21,668.25,668.25,676.9500122070312,597.0499877929688,620.9000244140625,29250,2021-06-21
2021-06-28,646.5999755859375,646.5999755859375,735.0,636.6500244140625,679.0,46646,2021-06-28
2021-07-05,647.9500122070312,647.9500122070312,697.0,627.9500122070312,666.5999755859375,26804,2021-07-05
2021-07-12,648.4500122070312,648.4500122070312,672.5,643.1500244140625,665.0,20024,2021-07-12
2021-07-19,620.7000122070312,620.7000122070312,669.5499877929688,596.5999755859375,634.0,16339,2021-07-19
2021-07-26,616.25,616.25,655.0,610.4000244140625,620.0499877929688,14816,2021-07-26
2021-08-02,627.7000122070312,627.7000122070312,650.0,605.1500244140625,605.1500244140625,19242,2021-08-02
2021-08-09,610.6500244140625,610.6500244140625,668.7000122070312,573.5999755859375,639.9000244140625,42130,2021-08-09
2021-08-16,546.9000244140625,546.9000244140625,611.7000122070312,540.0,610.6500244140625,11430,2021-08-16
2021-08-23,553.0499877929688,553.0499877929688,620.0,505.0,579.9500122070312,24456,2021-08-23
2021-08-30,660.0499877929688,660.0499877929688,680.0,520.9000244140625,564.0,36554,2021-08-30
2021-09-06,700.0,700.0,818.0,668.0999755859375,674.0,208815,2021-09-06
2021-09-13,670.0499877929688,670.0499877929688,725.0,630.0,700.0,32882,2021-09-13
2021-09-20,681.2000122070312,681.2000122070312,744.7999877929688,644.5,644.5,41146,2021-09-20
2021-09-27,651.5999755859375,651.5999755859375,702.0,636.0999755859375,700.0,27770,2021-09-27
2021-10-04,692.9000244140625,692.9000244140625,707.0,655.0,655.0,34845,2021-10-04
2021-10-11,661.3499755859375,661.3499755859375,703.2999877929688,658.5,702.5999755859375,10167,2021-10-11
2021-10-18,619.9500122070312,619.9500122070312,678.9500122070312,615.0,670.0,13705,2021-10-18
2021-10-25,598.5499877929688,598.5499877929688,639.9000244140625,576.25,639.9000244140625,19710,2021-10-25
2021-11-01,616.0499877929688,616.0499877929688,648.5,572.25,587.2999877929688,10349,2021-11-01
2021-11-08,666.3499755859375,666.3499755859375,738.0,590.0,624.9000244140625,45140,2021-11-08
2021-11-15,598.8499755859375,598.8499755859375,650.0,590.0,625.0,22303,2021-11-15
2021-11-22,585.0999755859375,585.0999755859375,631.6500244140625,550.0,617.0,16673,2021-11-22
