Date,Adj Close_JASH.NS,Close_JASH.NS,High_JASH.NS,Low_JASH.NS,Open_JASH.NS,Volume_JASH.NS,Date
2020-07-13,29.937604904174805,30.31999969482422,31.100000381469727,28.450000762939453,30.399999618530273,111060,2020-07-13
2020-07-20,29.710506439208984,30.09000015258789,30.8700008392334,29.0,30.860000610351562,197245,2020-07-20
2020-07-27,27.982576370239258,28.34000015258789,30.790000915527344,27.209999084472656,30.790000915527344,146145,2020-07-27
2020-08-03,27.765352249145508,28.1200008392334,30.3799991607666,27.200000762939453,29.5,123075,2020-08-03
2020-08-10,32.978763580322266,33.400001525878906,36.20000076293945,27.799999237060547,28.700000762939453,903500,2020-08-10
2020-08-17,32.78128433227539,33.20000076293945,34.20000076293945,31.040000915527344,34.0,296265,2020-08-17
2020-08-24,32.08024215698242,32.4900016784668,34.400001525878906,32.0,33.75,346295,2020-08-24
2020-08-31,33.6798095703125,34.11000061035156,35.38999938964844,31.450000762939453,32.689998626708984,647255,2020-08-31
2020-09-07,35.773067474365234,36.22999954223633,36.900001525878906,32.79999923706055,33.08000183105469,364290,2020-09-07
2020-09-14,35.63483428955078,36.09000015258789,37.599998474121094,34.79999923706055,36.349998474121094,188580,2020-09-14
2020-09-21,35.6842041015625,36.13999938964844,37.369998931884766,33.22999954223633,36.75,223395,2020-09-21
2020-09-28,41.06547164916992,41.59000015258789,42.970001220703125,35.650001525878906,36.86000061035156,1212305,2020-09-28
2020-10-05,41.85538101196289,42.38999938964844,43.529998779296875,39.41999816894531,41.209999084472656,771025,2020-10-05
2020-10-12,39.890480041503906,40.400001525878906,42.08000183105469,39.0,42.06999969482422,427100,2020-10-12
2020-10-19,40.680389404296875,41.20000076293945,42.79999923706055,40.0,41.599998474121094,530485,2020-10-19
2020-10-26,40.226192474365234,40.7400016784668,41.970001220703125,40.0,41.959999084472656,129745,2020-10-26
2020-11-02,39.258548736572266,39.7599983215332,41.16999816894531,38.459999084472656,40.849998474121094,285110,2020-11-02
2020-11-09,41.12471389770508,41.650001525878906,42.939998626708984,39.40999984741211,39.540000915527344,1084180,2020-11-09
2020-11-16,43.22784423828125,43.779998779296875,45.599998474121094,40.52000045776367,41.939998626708984,1066495,2020-11-16
2020-11-23,42.329322814941406,42.869998931884766,46.380001068115234,40.599998474121094,46.380001068115234,635365,2020-11-23
2020-11-30,43.533939361572266,44.09000015258789,44.79999923706055,41.0,42.869998931884766,279235,2020-11-30
2020-12-07,43.99801254272461,44.560001373291016,46.70000076293945,42.400001525878906,44.119998931884766,298450,2020-12-07
2020-12-14,43.48456954956055,44.040000915527344,45.97999954223633,43.029998779296875,45.970001220703125,210240,2020-12-14
2020-12-21,43.385826110839844,43.939998626708984,46.79999923706055,34.029998779296875,43.619998931884766,268910,2020-12-21
2020-12-28,43.514190673828125,44.06999969482422,46.0,43.119998931884766,46.0,94095,2020-12-28
2021-01-04,44.274478912353516,44.84000015258789,48.400001525878906,44.11000061035156,44.2599983215332,213780,2021-01-04
2021-01-11,45.92341613769531,46.5099983215332,48.0,44.0099983215332,46.529998779296875,229540,2021-01-11
2021-01-18,46.23938751220703,46.83000183105469,48.41999816894531,45.060001373291016,47.79999923706055,357000,2021-01-18
2021-01-25,47.8883171081543,48.5,49.79999923706055,46.02000045776367,47.209999084472656,431025,2021-01-25
2021-02-01,55.05675506591797,55.7599983215332,59.599998474121094,47.61000061035156,48.630001068115234,640720,2021-02-01
2021-02-08,56.29098892211914,57.0099983215332,61.400001525878906,51.0,55.7599983215332,537850,2021-02-08
2021-02-15,52.371063232421875,53.040000915527344,59.79999923706055,52.2400016784668,59.79999923706055,1535525,2021-02-15
