Date,Adj Close_RHFL.NS,Close_RHFL.NS,High_RHFL.NS,Low_RHFL.NS,Open_RHFL.NS,Volume_RHFL.NS,Date
2020-07-13,2.4000000953674316,2.4000000953674316,2.5,2.200000047683716,2.299999952316284,8133465,2020-07-13
2020-07-20,2.4000000953674316,2.4000000953674316,2.700000047683716,2.299999952316284,2.4000000953674316,11884060,2020-07-20
2020-07-27,2.0999999046325684,2.0999999046325684,2.4000000953674316,2.0999999046325684,2.4000000953674316,7468655,2020-07-27
2020-08-03,2.049999952316284,2.049999952316284,2.25,1.899999976158142,2.0,9157678,2020-08-03
2020-08-10,2.200000047683716,2.200000047683716,2.4000000953674316,2.049999952316284,2.0999999046325684,8078201,2020-08-10
2020-08-17,2.200000047683716,2.200000047683716,2.25,2.0999999046325684,2.25,7565648,2020-08-17
2020-08-24,2.25,2.25,2.299999952316284,2.0999999046325684,2.25,10429669,2020-08-24
2020-08-31,2.0999999046325684,2.0999999046325684,2.299999952316284,2.0,2.25,8439337,2020-08-31
2020-09-07,2.049999952316284,2.049999952316284,2.0999999046325684,1.899999976158142,2.0999999046325684,6092839,2020-09-07
2020-09-14,1.9500000476837158,1.9500000476837158,2.0999999046325684,1.899999976158142,2.049999952316284,6509343,2020-09-14
2020-09-21,1.7000000476837158,1.7000000476837158,1.9500000476837158,1.7000000476837158,1.9500000476837158,3778748,2020-09-21
2020-09-28,1.850000023841858,1.850000023841858,1.850000023841858,1.7000000476837158,1.7000000476837158,3281413,2020-09-28
2020-10-05,1.649999976158142,1.649999976158142,1.899999976158142,1.600000023841858,1.850000023841858,4669202,2020-10-05
2020-10-12,1.649999976158142,1.649999976158142,1.7999999523162842,1.399999976158142,1.600000023841858,6406796,2020-10-12
2020-10-19,1.899999976158142,1.899999976158142,1.899999976158142,1.5499999523162842,1.75,3361227,2020-10-19
2020-10-26,1.9500000476837158,1.9500000476837158,2.1500000953674316,1.850000023841858,2.049999952316284,9618491,2020-10-26
2020-11-02,1.850000023841858,1.850000023841858,1.9500000476837158,1.75,1.899999976158142,3427081,2020-11-02
2020-11-09,1.850000023841858,1.850000023841858,1.899999976158142,1.75,1.899999976158142,4749987,2020-11-09
2020-11-16,1.850000023841858,1.850000023841858,1.899999976158142,1.7999999523162842,1.850000023841858,4278269,2020-11-16
2020-11-23,2.049999952316284,2.049999952316284,2.0999999046325684,1.7999999523162842,1.850000023841858,6853129,2020-11-23
2020-11-30,2.0999999046325684,2.0999999046325684,2.0999999046325684,1.899999976158142,2.049999952316284,5859963,2020-11-30
2020-12-07,2.75,2.75,2.799999952316284,2.25,2.299999952316284,20940436,2020-12-07
2020-12-14,2.450000047683716,2.450000047683716,2.950000047683716,2.450000047683716,2.799999952316284,6184635,2020-12-14
2020-12-21,2.8499999046325684,2.8499999046325684,2.8499999046325684,2.4000000953674316,2.549999952316284,8663084,2020-12-21
2020-12-28,2.5999999046325684,2.5999999046325684,2.950000047683716,2.549999952316284,2.950000047683716,9532138,2020-12-28
2021-01-04,2.6500000953674316,2.6500000953674316,2.9000000953674316,2.5999999046325684,2.5999999046325684,7566107,2021-01-04
2021-01-11,2.450000047683716,2.450000047683716,2.700000047683716,2.3499999046325684,2.549999952316284,4284725,2021-01-11
2021-01-18,2.3499999046325684,2.3499999046325684,2.5,2.3499999046325684,2.5,3553096,2021-01-18
2021-01-25,2.3499999046325684,2.3499999046325684,2.450000047683716,2.049999952316284,2.450000047683716,2161847,2021-01-25
2021-02-01,2.3499999046325684,2.3499999046325684,2.549999952316284,2.25,2.450000047683716,6939831,2021-02-01
2021-02-08,2.200000047683716,2.200000047683716,2.4000000953674316,2.1500000953674316,2.4000000953674316,6070602,2021-02-08
2021-02-15,2.1500000953674316,2.1500000953674316,2.3499999046325684,2.1500000953674316,2.3499999046325684,5782699,2021-02-15
2021-02-22,2.3499999046325684,2.3499999046325684,2.4000000953674316,2.0999999046325684,2.200000047683716,7985467,2021-02-22
2021-03-01,2.450000047683716,2.450000047683716,2.5999999046325684,2.25,2.4000000953674316,14047915,2021-03-01
2021-03-08,3.0,3.0,3.0,2.450000047683716,2.450000047683716,14646761,2021-03-08
2021-03-15,2.9000000953674316,2.9000000953674316,3.450000047683716,2.9000000953674316,3.299999952316284,17220037,2021-03-15
2021-03-22,2.4000000953674316,2.4000000953674316,2.9000000953674316,2.4000000953674316,2.799999952316284,15600897,2021-03-22
2021-03-29,2.5,2.5,2.5,2.25,2.4000000953674316,2515572,2021-03-29
2021-04-05,2.450000047683716,2.450000047683716,2.75,2.4000000953674316,2.5999999046325684,6743318,2021-04-05
2021-04-12,2.4000000953674316,2.4000000953674316,2.5,2.25,2.4000000953674316,2936771,2021-04-12
2021-04-19,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.25,2.3499999046325684,5421678,2021-04-19
2021-04-26,2.700000047683716,2.700000047683716,3.0,2.5999999046325684,2.700000047683716,11142880,2021-04-26
2021-05-03,2.799999952316284,2.799999952316284,2.9000000953674316,2.5999999046325684,2.6500000953674316,10804748,2021-05-03
2021-05-10,2.799999952316284,2.799999952316284,2.950000047683716,2.700000047683716,2.799999952316284,13805943,2021-05-10
2021-05-17,2.5999999046325684,2.5999999046325684,2.799999952316284,2.5,2.799999952316284,11484880,2021-05-17
2021-05-24,2.799999952316284,2.799999952316284,2.799999952316284,2.450000047683716,2.6500000953674316,32429468,2021-05-24
2021-05-31,3.450000047683716,3.450000047683716,3.450000047683716,2.8499999046325684,2.9000000953674316,12743583,2021-05-31
2021-06-07,4.25,4.25,4.25,3.5999999046325684,3.5999999046325684,2877192,2021-06-07
2021-06-14,5.300000190734863,5.300000190734863,5.300000190734863,4.449999809265137,4.449999809265137,13256906,2021-06-14
2021-06-21,6.050000190734863,6.050000190734863,6.650000095367432,5.449999809265137,5.550000190734863,12604851,2021-06-21
2021-06-28,6.099999904632568,6.099999904632568,6.300000190734863,5.5,5.75,18094061,2021-06-28
2021-07-05,5.599999904632568,5.599999904632568,6.400000095367432,5.050000190734863,6.300000190734863,13055902,2021-07-05
2021-07-12,4.550000190734863,4.550000190734863,5.599999904632568,4.550000190734863,5.599999904632568,9894398,2021-07-12
