Date,Adj Close_WALCHANNAG.NS,Close_WALCHANNAG.NS,High_WALCHANNAG.NS,Low_WALCHANNAG.NS,Open_WALCHANNAG.NS,Volume_WALCHANNAG.NS,Date
2020-07-13,54.5,54.5,60.0,53.5,60.0,438291,2020-07-13
2020-07-20,52.79999923706055,52.79999923706055,55.79999923706055,51.400001525878906,54.900001525878906,463260,2020-07-20
2020-07-27,51.099998474121094,51.099998474121094,55.099998474121094,50.75,52.0,479604,2020-07-27
2020-08-03,52.25,52.25,54.45000076293945,51.04999923706055,51.04999923706055,488357,2020-08-03
2020-08-10,58.45000076293945,58.45000076293945,61.79999923706055,54.849998474121094,54.849998474121094,1391326,2020-08-10
2020-08-17,60.849998474121094,60.849998474121094,62.900001525878906,57.150001525878906,60.29999923706055,795439,2020-08-17
2020-08-24,61.599998474121094,61.599998474121094,62.95000076293945,58.29999923706055,62.599998474121094,763701,2020-08-24
2020-08-31,54.650001525878906,54.650001525878906,61.849998474121094,53.54999923706055,61.599998474121094,318683,2020-08-31
2020-09-07,53.45000076293945,53.45000076293945,56.099998474121094,52.0,55.20000076293945,261394,2020-09-07
2020-09-14,53.45000076293945,53.45000076293945,55.0,52.5,53.150001525878906,188870,2020-09-14
2020-09-21,46.25,46.25,54.0,43.75,52.900001525878906,258150,2020-09-21
2020-09-28,48.849998474121094,48.849998474121094,50.95000076293945,46.54999923706055,46.54999923706055,139530,2020-09-28
2020-10-05,49.099998474121094,49.099998474121094,50.70000076293945,48.20000076293945,49.099998474121094,240337,2020-10-05
2020-10-12,46.099998474121094,46.099998474121094,49.45000076293945,45.25,48.5,161044,2020-10-12
2020-10-19,49.79999923706055,49.79999923706055,50.900001525878906,45.04999923706055,46.099998474121094,588091,2020-10-19
2020-10-26,46.45000076293945,46.45000076293945,50.95000076293945,46.0,50.95000076293945,236666,2020-10-26
2020-11-02,50.54999923706055,50.54999923706055,51.45000076293945,45.150001525878906,47.79999923706055,569297,2020-11-02
2020-11-09,55.25,55.25,56.349998474121094,48.0,51.0,938626,2020-11-09
2020-11-16,52.79999923706055,52.79999923706055,55.75,51.25,51.25,494216,2020-11-16
2020-11-23,58.650001525878906,58.650001525878906,60.79999923706055,52.849998474121094,53.25,2105330,2020-11-23
2020-11-30,57.75,57.75,60.0,57.0,58.650001525878906,816135,2020-11-30
2020-12-07,64.19999694824219,64.19999694824219,69.9000015258789,60.650001525878906,62.0,2479664,2020-12-07
2020-12-14,64.5999984741211,64.5999984741211,67.5,63.0,64.0,889513,2020-12-14
2020-12-21,59.849998474121094,59.849998474121094,66.9000015258789,53.04999923706055,66.9000015258789,651246,2020-12-21
2020-12-28,70.1500015258789,70.1500015258789,73.9000015258789,58.400001525878906,60.25,5311831,2020-12-28
2021-01-04,69.05000305175781,69.05000305175781,71.69999694824219,68.0,71.55000305175781,1056149,2021-01-04
2021-01-11,68.5999984741211,68.5999984741211,71.44999694824219,67.0,69.69999694824219,940518,2021-01-11
2021-01-18,64.9000015258789,64.9000015258789,69.5,64.5999984741211,68.5999984741211,430700,2021-01-18
2021-01-25,61.29999923706055,61.29999923706055,66.5999984741211,60.150001525878906,65.1500015258789,264166,2021-01-25
2021-02-01,62.400001525878906,62.400001525878906,65.44999694824219,61.599998474121094,62.5,427840,2021-02-01
2021-02-08,61.75,61.75,64.30000305175781,60.20000076293945,63.599998474121094,295765,2021-02-08
2021-02-15,63.79999923706055,63.79999923706055,67.19999694824219,59.20000076293945,62.5,1360787,2021-02-15
2021-02-22,63.95000076293945,63.95000076293945,67.4000015258789,61.599998474121094,63.79999923706055,891649,2021-02-22
2021-03-01,65.1500015258789,65.1500015258789,75.5999984741211,64.5,67.30000305175781,3556805,2021-03-01
2021-03-08,68.3499984741211,68.3499984741211,73.30000305175781,65.5,65.5,2403541,2021-03-08
2021-03-15,63.20000076293945,63.20000076293945,72.3499984741211,61.25,69.69999694824219,3601582,2021-03-15
2021-03-22,62.95000076293945,62.95000076293945,68.5999984741211,60.150001525878906,63.099998474121094,3761478,2021-03-22
2021-03-29,64.80000305175781,64.80000305175781,65.5999984741211,62.0,62.95000076293945,684549,2021-03-29
2021-04-05,62.849998474121094,62.849998474121094,65.1500015258789,60.79999923706055,64.94999694824219,1763738,2021-04-05
2021-04-12,58.650001525878906,58.650001525878906,64.19999694824219,58.45000076293945,62.599998474121094,1107793,2021-04-12
2021-04-19,55.79999923706055,55.79999923706055,58.0,51.099998474121094,58.0,1269329,2021-04-19
2021-04-26,62.70000076293945,62.70000076293945,66.5,55.849998474121094,56.04999923706055,1491011,2021-04-26
2021-05-03,63.95000076293945,63.95000076293945,65.4000015258789,61.599998474121094,62.70000076293945,854367,2021-05-03
2021-05-10,66.05000305175781,66.05000305175781,70.69999694824219,63.099998474121094,64.80000305175781,1726244,2021-05-10
2021-05-17,75.4000015258789,75.4000015258789,82.44999694824219,65.55000305175781,66.5999984741211,6987433,2021-05-17
2021-05-24,76.30000305175781,76.30000305175781,80.3499984741211,73.5,75.69999694824219,3438174,2021-05-24
2021-05-31,78.25,78.25,81.4000015258789,74.5,76.0999984741211,3157324,2021-05-31
2021-06-07,81.1500015258789,81.1500015258789,85.69999694824219,77.19999694824219,79.0,4345630,2021-06-07
2021-06-14,81.6500015258789,81.6500015258789,92.0,74.9000015258789,81.0,9191977,2021-06-14
2021-06-21,83.8499984741211,83.8499984741211,85.5,77.80000305175781,78.0,2333537,2021-06-21
2021-06-28,80.44999694824219,80.44999694824219,86.19999694824219,79.30000305175781,85.44999694824219,1650862,2021-06-28
2021-07-05,69.05000305175781,69.05000305175781,83.5999984741211,68.9000015258789,81.19999694824219,2584955,2021-07-05
2021-07-12,70.55000305175781,70.55000305175781,73.9000015258789,66.0,70.0,2985831,2021-07-12
2021-07-19,69.44999694824219,69.44999694824219,73.05000305175781,68.55000305175781,70.0,920031,2021-07-19
2021-07-26,68.69999694824219,68.69999694824219,70.80000305175781,67.0999984741211,69.0999984741211,655037,2021-07-26
2021-08-02,67.75,67.75,72.6500015258789,66.0,70.0,747145,2021-08-02
2021-08-09,65.5,65.5,68.94999694824219,60.79999923706055,68.30000305175781,693206,2021-08-09
2021-08-16,59.599998474121094,59.599998474121094,66.3499984741211,58.849998474121094,65.4000015258789,382973,2021-08-16
2021-08-23,68.1500015258789,68.1500015258789,71.0,57.0,59.900001525878906,989998,2021-08-23
2021-08-30,68.19999694824219,68.19999694824219,70.69999694824219,67.25,68.94999694824219,863830,2021-08-30
2021-09-06,64.8499984741211,64.8499984741211,73.69999694824219,64.69999694824219,68.19999694824219,1759610,2021-09-06
2021-09-13,54.45000076293945,54.45000076293945,65.19999694824219,54.20000076293945,64.8499984741211,3257204,2021-09-13
2021-09-20,57.04999923706055,57.04999923706055,60.25,53.29999923706055,53.75,1833070,2021-09-20
2021-09-27,59.900001525878906,59.900001525878906,61.45000076293945,56.25,57.400001525878906,1312619,2021-09-27
2021-10-04,54.099998474121094,54.099998474121094,61.599998474121094,53.79999923706055,60.79999923706055,2830335,2021-10-04
2021-10-11,54.04999923706055,54.04999923706055,58.75,53.04999923706055,54.45000076293945,4380531,2021-10-11
2021-10-18,52.95000076293945,52.95000076293945,56.900001525878906,52.54999923706055,54.70000076293945,1901597,2021-10-18
2021-10-25,52.349998474121094,52.349998474121094,54.5,51.150001525878906,53.04999923706055,929893,2021-10-25
2021-11-01,54.599998474121094,54.599998474121094,55.79999923706055,51.5,52.5,866741,2021-11-01
2021-11-08,50.75,50.75,55.79999923706055,50.400001525878906,55.0,1457122,2021-11-08
2021-11-15,47.599998474121094,47.599998474121094,52.20000076293945,46.29999923706055,51.5,2566571,2021-11-15
2021-11-22,48.04999923706055,48.04999923706055,51.79999923706055,45.20000076293945,48.099998474121094,2931242,2021-11-22
2021-11-29,47.400001525878906,47.400001525878906,48.849998474121094,39.45000076293945,48.400001525878906,7567061,2021-11-29
2021-12-06,52.54999923706055,52.54999923706055,54.150001525878906,46.0,48.0,9833255,2021-12-06
2021-12-13,46.5,46.5,54.0,46.0,53.20000076293945,1723074,2021-12-13
2021-12-20,49.849998474121094,49.849998474121094,51.5,45.25,45.25,2029684,2021-12-20
2021-12-27,53.5,53.5,55.400001525878906,49.650001525878906,50.29999923706055,3705628,2021-12-27
2022-01-03,53.04999923706055,53.04999923706055,54.29999923706055,51.349998474121094,53.599998474121094,2225200,2022-01-03
2022-01-10,57.25,57.25,58.400001525878906,53.150001525878906,53.45000076293945,5159853,2022-01-10
2022-01-17,59.95000076293945,59.95000076293945,64.30000305175781,56.29999923706055,57.5,7364603,2022-01-17
2022-01-24,57.599998474121094,57.599998474121094,60.70000076293945,53.75,59.70000076293945,1398602,2022-01-24
2022-01-31,58.099998474121094,58.099998474121094,60.0,56.650001525878906,58.5,1440101,2022-01-31
2022-02-07,56.900001525878906,56.900001525878906,60.29999923706055,54.150001525878906,58.099998474121094,1657487,2022-02-07
2022-02-14,56.150001525878906,56.150001525878906,58.599998474121094,50.400001525878906,56.099998474121094,1560957,2022-02-14
2022-02-21,48.349998474121094,48.349998474121094,57.349998474121094,44.0,56.20000076293945,1468548,2022-02-21
2022-02-28,51.650001525878906,51.650001525878906,53.349998474121094,47.349998474121094,48.349998474121094,1025010,2022-02-28
2022-03-07,55.45000076293945,55.45000076293945,57.5,49.150001525878906,51.20000076293945,1399995,2022-03-07
2022-03-14,54.70000076293945,54.70000076293945,55.900001525878906,52.54999923706055,55.45000076293945,668548,2022-03-14
2022-03-21,53.25,53.25,55.349998474121094,52.25,54.79999923706055,942020,2022-03-21
2022-03-28,52.29999923706055,52.29999923706055,57.95000076293945,49.099998474121094,53.5,2254923,2022-03-28
2022-04-04,64.1500015258789,64.1500015258789,67.19999694824219,52.20000076293945,52.599998474121094,5044275,2022-04-04
2022-04-11,73.75,73.75,75.44999694824219,64.19999694824219,64.5,5641137,2022-04-11
2022-04-18,64.55000305175781,64.55000305175781,75.69999694824219,63.79999923706055,73.0,4920940,2022-04-18
2022-04-25,61.400001525878906,61.400001525878906,67.0,61.0,64.0,773140,2022-04-25
2022-05-02,55.5,55.5,61.400001525878906,54.29999923706055,60.5,465504,2022-05-02
2022-05-09,48.650001525878906,48.650001525878906,55.70000076293945,46.25,55.0,547984,2022-05-09
2022-05-16,50.29999923706055,50.29999923706055,54.400001525878906,49.29999923706055,50.95000076293945,258749,2022-05-16
