Date,Adj Close_WALCHANNAG.NS,Close_WALCHANNAG.NS,High_WALCHANNAG.NS,Low_WALCHANNAG.NS,Open_WALCHANNAG.NS,Volume_WALCHANNAG.NS,Date
2022-05-23,49.70000076293945,49.70000076293945,51.400001525878906,46.5,50.5,262291,2022-05-23
2022-05-30,51.099998474121094,51.099998474121094,53.5,48.20000076293945,50.79999923706055,387157,2022-05-30
2022-06-06,58.5,58.5,60.0,49.0,51.150001525878906,600600,2022-06-06
2022-06-13,51.650001525878906,51.650001525878906,58.0,50.0,57.04999923706055,199330,2022-06-13
2022-06-20,51.45000076293945,51.45000076293945,52.95000076293945,49.099998474121094,52.95000076293945,207630,2022-06-20
2022-06-27,50.349998474121094,50.349998474121094,53.849998474121094,49.45000076293945,51.849998474121094,265102,2022-06-27
2022-07-04,51.150001525878906,51.150001525878906,51.79999923706055,49.099998474121094,51.400001525878906,206175,2022-07-04
2022-07-11,52.099998474121094,52.099998474121094,53.400001525878906,50.099998474121094,51.150001525878906,382468,2022-07-11
2022-07-18,54.29999923706055,54.29999923706055,57.29999923706055,52.0,53.45000076293945,533872,2022-07-18
2022-07-25,53.599998474121094,53.599998474121094,54.75,52.70000076293945,54.599998474121094,290798,2022-07-25
2022-08-01,53.25,53.25,56.849998474121094,52.20000076293945,54.400001525878906,561282,2022-08-01
2022-08-08,51.849998474121094,51.849998474121094,53.849998474121094,51.5,52.54999923706055,249975,2022-08-08
2022-08-15,50.650001525878906,50.650001525878906,54.0,49.849998474121094,51.849998474121094,1080856,2022-08-15
2022-08-22,60.650001525878906,60.650001525878906,61.29999923706055,49.099998474121094,50.099998474121094,2549423,2022-08-22
2022-08-29,68.0999984741211,68.0999984741211,70.0,59.79999923706055,59.900001525878906,7493057,2022-08-29
2022-09-05,61.04999923706055,61.04999923706055,70.80000305175781,60.75,70.80000305175781,2104176,2022-09-05
2022-09-12,61.900001525878906,61.900001525878906,65.80000305175781,60.79999923706055,61.04999923706055,917835,2022-09-12
2022-09-19,59.95000076293945,59.95000076293945,64.94999694824219,59.400001525878906,62.0,629790,2022-09-19
2022-09-26,56.650001525878906,56.650001525878906,59.900001525878906,53.20000076293945,59.25,377475,2022-09-26
2022-10-03,60.95000076293945,60.95000076293945,61.45000076293945,56.0,57.5,308209,2022-10-03
2022-10-10,57.150001525878906,57.150001525878906,62.95000076293945,55.79999923706055,61.04999923706055,288035,2022-10-10
2022-10-17,54.70000076293945,54.70000076293945,57.599998474121094,54.20000076293945,56.5,241721,2022-10-17
2022-10-24,55.75,55.75,57.75,55.0,56.0,305314,2022-10-24
2022-10-31,68.4000015258789,68.4000015258789,68.4000015258789,56.0,56.0,996885,2022-10-31
2022-11-07,61.349998474121094,61.349998474121094,71.80000305175781,61.349998474121094,71.80000305175781,887610,2022-11-07
2022-11-14,65.69999694824219,65.69999694824219,65.69999694824219,58.25,59.75,677225,2022-11-14
2022-11-21,65.55000305175781,65.55000305175781,68.94999694824219,63.20000076293945,68.94999694824219,706712,2022-11-21
2022-11-28,66.3499984741211,66.3499984741211,68.3499984741211,63.75,67.4000015258789,500359,2022-11-28
2022-12-05,69.5999984741211,69.5999984741211,75.75,66.5,67.0,2181602,2022-12-05
2022-12-12,73.6500015258789,73.6500015258789,80.5,69.25,70.0,2455134,2022-12-12
2022-12-19,64.19999694824219,64.19999694824219,74.55000305175781,64.19999694824219,72.75,1011613,2022-12-19
2022-12-26,67.8499984741211,67.8499984741211,70.0999984741211,62.04999923706055,64.19999694824219,608752,2022-12-26
2023-01-02,76.5,76.5,80.4000015258789,67.30000305175781,69.69999694824219,1536775,2023-01-02
2023-01-09,77.3499984741211,77.3499984741211,78.30000305175781,71.0999984741211,77.69999694824219,809573,2023-01-09
2023-01-16,73.69999694824219,73.69999694824219,78.9000015258789,72.5999984741211,78.44999694824219,604413,2023-01-16
2023-01-23,67.80000305175781,67.80000305175781,75.9000015258789,67.75,74.19999694824219,362314,2023-01-23
2023-01-30,68.19999694824219,68.19999694824219,70.69999694824219,65.5,67.75,619945,2023-01-30
2023-02-06,64.80000305175781,64.80000305175781,68.75,64.5,68.75,307571,2023-02-06
2023-02-13,61.75,61.75,66.30000305175781,60.20000076293945,66.30000305175781,424502,2023-02-13
2023-02-20,58.20000076293945,58.20000076293945,63.54999923706055,57.20000076293945,62.900001525878906,363949,2023-02-20
2023-02-27,59.70000076293945,59.70000076293945,62.29999923706055,56.54999923706055,58.150001525878906,385604,2023-02-27
2023-03-06,58.400001525878906,58.400001525878906,61.0,57.5,61.0,299925,2023-03-06
2023-03-13,55.599998474121094,55.599998474121094,58.900001525878906,53.04999923706055,58.900001525878906,689299,2023-03-13
2023-03-20,55.70000076293945,55.70000076293945,59.150001525878906,53.95000076293945,55.0,506781,2023-03-20
2023-03-27,52.70000076293945,52.70000076293945,56.849998474121094,49.75,56.849998474121094,712210,2023-03-27
2023-04-03,57.75,57.75,58.54999923706055,53.54999923706055,53.95000076293945,462342,2023-04-03
2023-04-10,64.75,64.75,64.75,58.0,59.75,2118007,2023-04-10
2023-04-17,62.650001525878906,62.650001525878906,68.94999694824219,62.400001525878906,64.69999694824219,1120164,2023-04-17
2023-04-24,66.3499984741211,66.3499984741211,72.19999694824219,60.45000076293945,62.70000076293945,1977274,2023-04-24
2023-05-01,65.69999694824219,65.69999694824219,69.69999694824219,63.150001525878906,66.3499984741211,1169897,2023-05-01
2023-05-08,65.0,65.0,69.80000305175781,63.599998474121094,65.25,1168575,2023-05-08
2023-05-15,77.1500015258789,77.1500015258789,80.6500015258789,64.8499984741211,65.69999694824219,6384578,2023-05-15
2023-05-22,72.1500015258789,72.1500015258789,78.30000305175781,71.30000305175781,77.19999694824219,3226368,2023-05-22
2023-05-29,87.19999694824219,87.19999694824219,87.3499984741211,70.9000015258789,74.75,6936061,2023-05-29
2023-06-05,85.0,85.0,98.0,84.0,88.0999984741211,5733175,2023-06-05
2023-06-12,87.5,87.5,92.6500015258789,83.19999694824219,85.5999984741211,1643673,2023-06-12
2023-06-19,80.0,80.0,89.0,79.0,89.0,772059,2023-06-19
2023-06-26,83.6500015258789,83.6500015258789,83.6500015258789,77.0,80.0,1058335,2023-06-26
2023-07-03,95.05000305175781,95.05000305175781,96.75,87.80000305175781,87.80000305175781,974380,2023-07-03
2023-07-10,93.1500015258789,93.1500015258789,93.1500015258789,93.1500015258789,93.1500015258789,13589,2023-07-10
2023-07-17,91.4000015258789,91.4000015258789,92.9000015258789,91.30000305175781,91.4000015258789,475693,2023-07-17
2023-07-24,100.80000305175781,100.80000305175781,100.80000305175781,93.19999694824219,93.19999694824219,704266,2023-07-24
2023-07-31,111.1500015258789,111.1500015258789,111.1500015258789,102.80000305175781,102.80000305175781,798169,2023-07-31
2023-08-07,113.25,113.25,117.9000015258789,113.25,113.3499984741211,1171033,2023-08-07
2023-08-14,104.75,104.75,111.0,104.75,111.0,528342,2023-08-14
2023-08-21,97.94999694824219,97.94999694824219,102.6500015258789,97.94999694824219,102.6500015258789,1022726,2023-08-21
2023-08-28,124.80000305175781,124.80000305175781,124.80000305175781,93.05000305175781,97.9000015258789,2597149,2023-08-28
2023-09-04,129.39999389648438,129.39999389648438,137.5500030517578,125.94999694824219,131.0,1566030,2023-09-04
2023-09-11,121.8499984741211,121.8499984741211,126.8499984741211,121.8499984741211,126.8499984741211,609032,2023-09-11
2023-09-18,112.69999694824219,112.69999694824219,119.44999694824219,112.44999694824219,119.44999694824219,642102,2023-09-18
2023-09-25,116.19999694824219,116.19999694824219,116.19999694824219,110.8499984741211,113.0999984741211,545308,2023-09-25
2023-10-02,125.69999694824219,125.69999694824219,125.69999694824219,116.19999694824219,116.19999694824219,160670,2023-10-02
2023-10-09,160.25,160.25,160.25,131.9499969482422,131.9499969482422,382583,2023-10-09
2023-10-16,168.3000030517578,168.3000030517578,180.14999389648438,161.5,168.25,3486636,2023-10-16
2023-10-23,161.60000610351562,161.60000610351562,164.9499969482422,158.4499969482422,164.9499969482422,317709,2023-10-23
2023-10-30,162.0,162.0,168.0500030517578,158.85000610351562,164.8000030517578,332941,2023-10-30
2023-11-06,169.60000610351562,169.60000610351562,175.25,165.1999969482422,165.1999969482422,404724,2023-11-06
2023-11-13,183.9499969482422,183.9499969482422,183.9499969482422,170.0,173.39999389648438,178959,2023-11-13
2023-11-20,190.0,190.0,198.9499969482422,187.4499969482422,187.60000610351562,533084,2023-11-20
2023-11-27,178.89999389648438,178.89999389648438,193.8000030517578,178.89999389648438,190.0,344386,2023-11-27
2023-12-04,172.0,172.0,186.0500030517578,170.0500030517578,182.4499969482422,296231,2023-12-04
2023-12-11,193.5500030517578,193.5500030517578,206.89999389648438,175.0,178.6999969482422,1043237,2023-12-11
2023-12-18,187.60000610351562,187.60000610351562,197.89999389648438,168.4499969482422,195.0,690745,2023-12-18
2023-12-25,188.5500030517578,188.5500030517578,206.75,181.5,187.60000610351562,1193371,2023-12-25
2024-01-01,189.5,189.5,199.89999389648438,185.0,188.0,1204477,2024-01-01
2024-01-08,192.4499969482422,192.4499969482422,206.0,188.0,195.5,1353239,2024-01-08
2024-01-15,187.10000610351562,187.10000610351562,196.5,179.85000610351562,194.60000610351562,928480,2024-01-15
2024-01-22,174.25,174.25,189.5500030517578,171.14999389648438,187.10000610351562,387513,2024-01-22
2024-01-29,193.64999389648438,193.64999389648438,200.0,178.5500030517578,178.64999389648438,2079812,2024-01-29
2024-02-05,217.0500030517578,217.0500030517578,235.3000030517578,194.3000030517578,198.75,2995897,2024-02-05
2024-02-12,192.14999389648438,192.14999389648438,216.6999969482422,188.5,209.0,673000,2024-02-12
2024-02-19,243.1999969482422,243.1999969482422,244.25,195.0,197.0,1813763,2024-02-19
2024-02-26,242.4499969482422,242.4499969482422,268.1000061035156,236.60000610351562,250.0,1173695,2024-02-26
2024-03-04,223.0,223.0,256.70001220703125,221.0,256.70001220703125,616183,2024-03-04
2024-03-11,198.5,198.5,223.0,181.64999389648438,223.0,728361,2024-03-11
2024-03-18,210.10000610351562,210.10000610351562,210.10000610351562,189.0,199.89999389648438,461384,2024-03-18
2024-03-25,202.3000030517578,202.3000030517578,216.0,197.14999389648438,210.10000610351562,398087,2024-03-25
2024-04-01,226.85000610351562,226.85000610351562,229.35000610351562,207.5,209.89999389648438,486766,2024-04-01
2024-04-08,213.5500030517578,213.5500030517578,235.0,211.1999969482422,226.5,664467,2024-04-08
2024-04-15,219.4499969482422,219.4499969482422,224.5,202.89999389648438,204.10000610351562,469578,2024-04-15
2024-04-22,234.0,234.0,252.6999969482422,219.0,221.0,825573,2024-04-22
2024-04-29,218.14999389648438,218.14999389648438,239.5,212.60000610351562,237.9499969482422,364386,2024-04-29
2024-05-06,185.1999969482422,185.1999969482422,223.5,182.0500030517578,218.0,1276005,2024-05-06
2024-05-13,219.0500030517578,219.0500030517578,219.0500030517578,182.64999389648438,190.0,985895,2024-05-13
2024-05-20,222.10000610351562,222.10000610351562,230.85000610351562,207.0500030517578,219.0500030517578,1023110,2024-05-20
2024-05-27,208.5500030517578,208.5500030517578,237.89999389648438,203.5,227.39999389648438,1472637,2024-05-27
2024-06-03,206.25,206.25,218.75,188.0500030517578,216.5,1585560,2024-06-03
2024-06-10,230.02000427246094,230.02000427246094,230.02999877929688,199.1699981689453,207.0,1604018,2024-06-10
2024-06-17,241.27000427246094,241.27000427246094,250.0,230.02000427246094,230.02000427246094,1790492,2024-06-17
2024-06-24,235.32000732421875,235.32000732421875,244.92999267578125,220.50999450683594,238.0,1087621,2024-06-24
2024-07-01,300.32000732421875,300.32000732421875,300.32000732421875,239.35000610351562,240.00999450683594,3494067,2024-07-01
2024-07-08,347.0899963378906,347.0899963378906,382.0299987792969,296.6000061035156,304.8500061035156,8000289,2024-07-08
2024-07-15,315.739990234375,315.739990234375,364.44000244140625,307.80999755859375,343.0,3144853,2024-07-15
2024-07-22,361.8699951171875,361.8699951171875,377.9100036621094,309.6000061035156,315.5,3281432,2024-07-22
2024-07-29,417.79998779296875,417.79998779296875,438.70001220703125,366.6499938964844,374.55999755859375,5734725,2024-07-29
2024-08-05,376.20001220703125,376.20001220703125,414.3999938964844,362.45001220703125,400.20001220703125,4849851,2024-08-05
2024-08-12,355.25,355.25,388.79998779296875,333.0,366.6499938964844,2541221,2024-08-12
2024-08-19,373.3500061035156,373.3500061035156,393.70001220703125,353.3500061035156,359.0,2874326,2024-08-19
2024-08-26,339.6000061035156,339.6000061035156,380.0,337.0,373.3500061035156,1485320,2024-08-26
2024-09-02,313.75,313.75,343.0,309.0,341.79998779296875,1932316,2024-09-02
2024-09-09,324.54998779296875,324.54998779296875,326.8999938964844,304.79998779296875,316.8500061035156,1141136,2024-09-09
2024-09-16,315.25,315.25,340.75,292.0,340.75,2261506,2024-09-16
2024-09-23,302.1499938964844,302.1499938964844,325.5,301.0,315.25,1303737,2024-09-23
2024-09-30,294.8500061035156,294.8500061035156,313.6499938964844,285.0,300.3500061035156,1098463,2024-09-30
2024-10-07,328.79998779296875,328.79998779296875,332.20001220703125,272.0,299.70001220703125,2169385,2024-10-07
2024-10-14,305.54998779296875,305.54998779296875,339.1499938964844,301.3500061035156,335.0,1324763,2024-10-14
2024-10-21,267.20001220703125,267.20001220703125,310.95001220703125,256.20001220703125,308.20001220703125,1583831,2024-10-21
2024-10-28,285.79998779296875,285.79998779296875,289.70001220703125,254.10000610351562,276.8999938964844,2358370,2024-10-28
2024-11-04,311.79998779296875,311.79998779296875,335.0,287.0,290.0,4871122,2024-11-04
2024-11-11,274.25,274.25,315.0,270.1000061035156,308.04998779296875,1445060,2024-11-11
2024-11-18,235.85000610351562,235.85000610351562,267.95001220703125,228.10000610351562,263.0,2482686,2024-11-18
2024-11-25,251.14999389648438,251.14999389648438,259.54998779296875,235.0,242.25,1833005,2024-11-25
2024-12-02,259.6000061035156,259.6000061035156,269.25,250.4499969482422,252.5,1727979,2024-12-02
2024-12-09,238.9499969482422,238.9499969482422,264.25,235.85000610351562,259.95001220703125,1455871,2024-12-09
2024-12-16,262.04998779296875,262.04998779296875,294.0,240.8000030517578,240.8000030517578,6068282,2024-12-16
2024-12-23,279.70001220703125,279.70001220703125,283.8500061035156,256.5,266.0,2095064,2024-12-23
2024-12-30,282.8999938964844,282.8999938964844,304.0,274.3500061035156,278.0,2424011,2024-12-30
2025-01-06,248.60000610351562,248.60000610351562,284.0,243.35000610351562,284.0,2183811,2025-01-06
2025-01-13,252.25,252.25,259.8500061035156,228.3000030517578,244.60000610351562,1771896,2025-01-13
2025-01-20,237.14999389648438,237.14999389648438,271.0,234.1999969482422,252.60000610351562,1353595,2025-01-20
2025-01-27,260.82000732421875,260.82000732421875,266.0299987792969,205.0,237.0,3398169,2025-01-27
2025-02-03,237.25,237.25,291.0,237.25,260.0,2761035,2025-02-03
2025-02-10,197.55999755859375,197.55999755859375,232.8000030517578,197.2100067138672,229.5,1712191,2025-02-10
2025-02-17,177.9499969482422,177.9499969482422,196.4600067138672,170.25,195.0,2009125,2025-02-17
2025-02-24,152.10000610351562,152.10000610351562,177.75,152.10000610351562,176.0,1361870,2025-02-24
2025-03-03,168.61000061035156,168.61000061035156,170.07000732421875,142.7899932861328,151.89999389648438,3770677,2025-03-03
2025-03-10,148.75,148.75,171.75,145.5500030517578,168.99000549316406,2087022,2025-03-10
2025-03-17,167.24000549316406,167.24000549316406,172.36000061035156,144.10000610351562,151.89999389648438,3253122,2025-03-17
2025-03-24,154.94000244140625,154.94000244140625,173.00999450683594,151.5,167.75999450683594,2734423,2025-03-24
2025-03-31,170.3800048828125,170.3800048828125,188.30999755859375,154.0,154.94000244140625,3396295,2025-03-31
2025-04-07,172.44000244140625,172.44000244140625,177.8000030517578,153.33999633789062,153.33999633789062,2655071,2025-04-07
2025-04-14,200.66000366210938,200.66000366210938,209.0,172.44000244140625,172.44000244140625,2994107,2025-04-14
2025-04-21,198.10000610351562,198.10000610351562,207.07000732421875,178.99000549316406,201.9499969482422,3131237,2025-04-21
2025-04-28,177.52000427246094,177.52000427246094,202.9499969482422,177.11000061035156,202.9499969482422,2032122,2025-04-28
2025-05-05,178.75999450683594,178.75999450683594,191.89999389648438,170.0,179.41000366210938,2000110,2025-05-05
2025-05-12,227.47000122070312,227.47000122070312,229.99000549316406,183.0,183.10000610351562,7282885,2025-05-12
2025-05-19,202.47999572753906,202.47999572753906,231.49000549316406,196.35000610351562,229.24000549316406,4028289,2025-05-19
2025-05-26,235.32000732421875,235.32000732421875,239.0,201.97000122070312,203.35000610351562,5602113,2025-05-26
2025-06-02,251.07000732421875,251.07000732421875,263.2300109863281,221.5,236.88999938964844,6482257,2025-06-02
2025-06-09,241.77000427246094,241.77000427246094,277.75,235.10000610351562,253.6999969482422,6993380,2025-06-09
2025-06-16,225.49000549316406,225.49000549316406,246.83999633789062,215.64999389648438,241.60000610351562,1810703,2025-06-16
2025-06-23,229.35000610351562,229.35000610351562,235.1699981689453,216.32000732421875,221.50999450683594,739144,2025-06-23
2025-06-30,223.61000061035156,223.61000061035156,232.0,220.0500030517578,229.9499969482422,428345,2025-06-30
2025-07-07,212.1300048828125,212.1300048828125,227.0,209.5500030517578,226.6999969482422,468163,2025-07-07
2025-07-14,215.05999755859375,215.05999755859375,215.05999755859375,203.0,210.10000610351562,355222,2025-07-14
