Date,Adj Close_IRIS.NS,Close_IRIS.NS,High_IRIS.NS,Low_IRIS.NS,Open_IRIS.NS,Volume_IRIS.NS,Date
2022-04-18,105.44999694824219,105.44999694824219,114.9000015258789,102.0,106.0999984741211,85847,2022-04-18
2022-04-25,98.44999694824219,98.44999694824219,121.0,97.05000305175781,106.94999694824219,96636,2022-04-25
2022-05-02,93.5,93.5,103.0,87.0999984741211,95.25,100609,2022-05-02
2022-05-09,78.30000305175781,78.30000305175781,94.0,71.0999984741211,94.0,184139,2022-05-09
2022-05-16,90.55000305175781,90.55000305175781,104.80000305175781,78.0999984741211,80.0999984741211,257838,2022-05-16
2022-05-23,82.25,82.25,92.5,81.0,89.0,63225,2022-05-23
2022-05-30,83.19999694824219,83.19999694824219,84.6500015258789,80.25,84.6500015258789,38929,2022-05-30
2022-06-06,82.6500015258789,82.6500015258789,84.4000015258789,79.55000305175781,83.4000015258789,32100,2022-06-06
2022-06-13,78.3499984741211,78.3499984741211,87.0,78.0,84.25,35581,2022-06-13
2022-06-20,82.1500015258789,82.1500015258789,93.5,78.0,79.94999694824219,204446,2022-06-20
2022-06-27,75.80000305175781,75.80000305175781,82.94999694824219,74.6500015258789,82.94999694824219,29129,2022-06-27
2022-07-04,84.5,84.5,90.44999694824219,75.05000305175781,77.25,157011,2022-07-04
2022-07-11,84.44999694824219,84.44999694824219,86.4000015258789,82.0,83.0,28397,2022-07-11
2022-07-18,80.80000305175781,80.80000305175781,85.9000015258789,78.25,85.9000015258789,32507,2022-07-18
2022-07-25,87.6500015258789,87.6500015258789,93.55000305175781,78.0,82.0,91043,2022-07-25
2022-08-01,81.94999694824219,81.94999694824219,88.8499984741211,80.0,88.69999694824219,42712,2022-08-01
2022-08-08,89.30000305175781,89.30000305175781,98.0,82.3499984741211,82.69999694824219,259208,2022-08-08
2022-08-15,81.55000305175781,81.55000305175781,94.0,71.05000305175781,89.30000305175781,148165,2022-08-15
2022-08-22,85.3499984741211,85.3499984741211,90.0,79.0999984741211,80.1500015258789,125059,2022-08-22
2022-08-29,84.0999984741211,84.0999984741211,91.19999694824219,80.80000305175781,82.19999694824219,107964,2022-08-29
2022-09-05,88.5999984741211,88.5999984741211,92.0999984741211,81.75,84.0999984741211,163064,2022-09-05
2022-09-12,83.25,83.25,96.0,82.0999984741211,88.5999984741211,225328,2022-09-12
2022-09-19,81.80000305175781,81.80000305175781,86.5,81.05000305175781,83.94999694824219,59401,2022-09-19
2022-09-26,81.44999694824219,81.44999694824219,82.9000015258789,75.5999984741211,82.6500015258789,58561,2022-09-26
2022-10-03,79.3499984741211,79.3499984741211,82.30000305175781,77.4000015258789,81.44999694824219,36336,2022-10-03
2022-10-10,76.05000305175781,76.05000305175781,79.69999694824219,75.05000305175781,79.0999984741211,29094,2022-10-10
2022-10-17,75.19999694824219,75.19999694824219,78.05000305175781,75.0,77.55000305175781,23062,2022-10-17
2022-10-24,76.80000305175781,76.80000305175781,80.0,74.6500015258789,75.30000305175781,30777,2022-10-24
2022-10-31,78.05000305175781,78.05000305175781,80.0999984741211,75.05000305175781,77.55000305175781,55261,2022-10-31
2022-11-07,75.6500015258789,75.6500015258789,79.3499984741211,75.0,78.30000305175781,36886,2022-11-07
2022-11-14,73.0999984741211,73.0999984741211,78.0,71.5,76.94999694824219,109750,2022-11-14
2022-11-21,87.4000015258789,87.4000015258789,97.4000015258789,66.69999694824219,73.0999984741211,2592038,2022-11-21
2022-11-28,82.05000305175781,82.05000305175781,93.0,78.80000305175781,88.69999694824219,828266,2022-11-28
2022-12-05,84.55000305175781,84.55000305175781,88.55000305175781,80.55000305175781,81.19999694824219,188280,2022-12-05
2022-12-12,80.44999694824219,80.44999694824219,85.0,80.0999984741211,85.0,104366,2022-12-12
2022-12-19,70.5999984741211,70.5999984741211,82.5,70.0,81.0,87946,2022-12-19
2022-12-26,76.6500015258789,76.6500015258789,78.55000305175781,68.5999984741211,71.55000305175781,59315,2022-12-26
2023-01-02,80.25,80.25,83.69999694824219,75.25,75.25,78276,2023-01-02
2023-01-09,77.44999694824219,77.44999694824219,85.0,74.4000015258789,80.80000305175781,47588,2023-01-09
2023-01-16,78.3499984741211,78.3499984741211,87.5999984741211,75.0,77.5999984741211,269236,2023-01-16
2023-01-23,76.69999694824219,76.69999694824219,84.0999984741211,75.0,78.3499984741211,84962,2023-01-23
2023-01-30,82.19999694824219,82.19999694824219,89.0,75.05000305175781,76.25,555812,2023-01-30
2023-02-06,81.69999694824219,81.69999694824219,85.0,77.55000305175781,81.69999694824219,106617,2023-02-06
2023-02-13,79.94999694824219,79.94999694824219,84.6500015258789,79.0999984741211,84.6500015258789,73510,2023-02-13
2023-02-20,81.55000305175781,81.55000305175781,83.9000015258789,76.4000015258789,80.0,140271,2023-02-20
2023-02-27,78.05000305175781,78.05000305175781,83.0,77.0,83.0,73015,2023-02-27
2023-03-06,79.19999694824219,79.19999694824219,85.9000015258789,77.19999694824219,78.05000305175781,220883,2023-03-06
2023-03-13,75.30000305175781,75.30000305175781,79.8499984741211,74.1500015258789,79.8499984741211,65327,2023-03-13
2023-03-20,70.8499984741211,70.8499984741211,75.55000305175781,69.0,74.8499984741211,79889,2023-03-20
2023-03-27,70.5999984741211,70.5999984741211,72.0,65.6500015258789,70.0999984741211,80571,2023-03-27
2023-04-03,74.5999984741211,74.5999984741211,78.0,69.30000305175781,72.5,43509,2023-04-03
2023-04-10,73.3499984741211,73.3499984741211,75.6500015258789,71.8499984741211,75.19999694824219,34943,2023-04-10
2023-04-17,73.19999694824219,73.19999694824219,75.6500015258789,71.5,73.9000015258789,29115,2023-04-17
2023-04-24,76.19999694824219,76.19999694824219,76.55000305175781,72.5999984741211,73.75,67621,2023-04-24
2023-05-01,77.8499984741211,77.8499984741211,80.0,73.8499984741211,76.19999694824219,143631,2023-05-01
2023-05-08,81.5,81.5,87.4000015258789,77.6500015258789,79.5,239140,2023-05-08
2023-05-15,80.0999984741211,80.0999984741211,84.0,78.0,81.9000015258789,84347,2023-05-15
2023-05-22,83.9000015258789,83.9000015258789,86.0,76.30000305175781,80.25,77327,2023-05-22
2023-05-29,78.19999694824219,78.19999694824219,87.6500015258789,77.30000305175781,85.69999694824219,137968,2023-05-29
2023-06-05,79.55000305175781,79.55000305175781,82.5,79.0999984741211,79.3499984741211,77039,2023-06-05
2023-06-12,78.5999984741211,78.5999984741211,80.94999694824219,77.4000015258789,79.69999694824219,88331,2023-06-12
2023-06-19,78.55000305175781,78.55000305175781,82.5,78.1500015258789,79.0,66424,2023-06-19
2023-06-26,76.19999694824219,76.19999694824219,79.94999694824219,75.8499984741211,79.5,67360,2023-06-26
2023-07-03,79.30000305175781,79.30000305175781,82.0,76.05000305175781,77.0999984741211,178336,2023-07-03
2023-07-10,78.4000015258789,78.4000015258789,80.19999694824219,76.4000015258789,79.94999694824219,90509,2023-07-10
2023-07-17,81.44999694824219,81.44999694824219,84.19999694824219,75.3499984741211,78.4000015258789,418952,2023-07-17
2023-07-24,100.94999694824219,100.94999694824219,110.0,82.0,82.05000305175781,1830127,2023-07-24
2023-07-31,94.5999984741211,94.5999984741211,102.5,94.0999984741211,102.0999984741211,361174,2023-07-31
2023-08-07,92.19999694824219,92.19999694824219,101.0,88.4000015258789,94.69999694824219,449288,2023-08-07
2023-08-14,125.69999694824219,125.69999694824219,127.0,89.05000305175781,93.80000305175781,2469780,2023-08-14
2023-08-21,103.44999694824219,103.44999694824219,126.4000015258789,103.4000015258789,126.4000015258789,587449,2023-08-21
2023-08-28,110.05000305175781,110.05000305175781,112.5,101.0,106.4000015258789,143555,2023-08-28
2023-09-04,102.75,102.75,112.0,100.0999984741211,112.0,117910,2023-09-04
2023-09-11,101.8499984741211,101.8499984741211,108.0,96.4000015258789,100.4000015258789,154093,2023-09-11
2023-09-18,99.25,99.25,103.80000305175781,97.8499984741211,102.19999694824219,55668,2023-09-18
2023-09-25,102.94999694824219,102.94999694824219,103.44999694824219,94.0,99.25,87534,2023-09-25
2023-10-02,105.0,105.0,108.05000305175781,101.80000305175781,102.94999694824219,204995,2023-10-02
2023-10-09,108.30000305175781,108.30000305175781,110.0,100.05000305175781,103.9000015258789,129799,2023-10-09
2023-10-16,100.5999984741211,100.5999984741211,108.80000305175781,99.0999984741211,108.30000305175781,67468,2023-10-16
2023-10-23,101.44999694824219,101.44999694824219,103.5,96.0,98.5,72898,2023-10-23
2023-10-30,114.55000305175781,114.55000305175781,114.55000305175781,99.0999984741211,103.5,125967,2023-10-30
2023-11-06,121.55000305175781,121.55000305175781,129.6999969482422,116.0999984741211,120.25,603849,2023-11-06
2023-11-13,129.0,129.0,129.0,121.44999694824219,124.5999984741211,331980,2023-11-13
2023-11-20,140.3000030517578,140.3000030517578,142.9499969482422,129.9499969482422,130.0,414356,2023-11-20
2023-11-27,140.39999389648438,140.39999389648438,153.60000610351562,138.60000610351562,140.3000030517578,219424,2023-11-27
2023-12-04,139.8000030517578,139.8000030517578,149.0,135.0,141.39999389648438,231482,2023-12-04
2023-12-11,138.10000610351562,138.10000610351562,146.85000610351562,134.10000610351562,139.8000030517578,309051,2023-12-11
2023-12-18,131.6999969482422,131.6999969482422,141.8000030517578,127.19999694824219,139.9499969482422,176459,2023-12-18
2023-12-25,130.1999969482422,130.1999969482422,135.8000030517578,126.05000305175781,131.6999969482422,109631,2023-12-25
2024-01-01,133.14999389648438,133.14999389648438,140.14999389648438,130.1999969482422,130.1999969482422,209900,2024-01-01
2024-01-08,135.8000030517578,135.8000030517578,138.75,130.1999969482422,132.0,222943,2024-01-08
2024-01-15,140.6999969482422,140.6999969482422,141.5,131.75,135.8000030517578,285216,2024-01-15
2024-01-22,133.60000610351562,133.60000610351562,142.39999389648438,130.60000610351562,140.6999969482422,120446,2024-01-22
2024-01-29,135.25,135.25,142.5,134.0,138.6999969482422,244901,2024-01-29
2024-02-05,154.0,154.0,155.85000610351562,134.39999389648438,135.3000030517578,457367,2024-02-05
2024-02-12,146.89999389648438,146.89999389648438,161.6999969482422,143.8000030517578,161.6999969482422,465658,2024-02-12
2024-02-19,134.85000610351562,134.85000610351562,151.39999389648438,133.25,148.35000610351562,175738,2024-02-19
2024-02-26,130.1999969482422,130.1999969482422,140.9499969482422,127.30000305175781,140.9499969482422,147070,2024-02-26
2024-03-04,124.80000305175781,124.80000305175781,133.8000030517578,121.44999694824219,133.8000030517578,151105,2024-03-04
2024-03-11,111.3499984741211,111.3499984741211,130.0,106.1500015258789,125.0,297502,2024-03-11
2024-03-18,127.69999694824219,127.69999694824219,135.10000610351562,115.0,116.1500015258789,199959,2024-03-18
2024-03-25,114.5999984741211,114.5999984741211,126.94999694824219,113.80000305175781,125.25,124799,2024-03-25
2024-04-01,133.9499969482422,133.9499969482422,134.3000030517578,114.5999984741211,114.5999984741211,315195,2024-04-01
2024-04-08,128.85000610351562,128.85000610351562,134.39999389648438,125.19999694824219,132.0500030517578,186301,2024-04-08
2024-04-15,130.39999389648438,130.39999389648438,135.5,122.69999694824219,124.5,137338,2024-04-15
2024-04-22,139.60000610351562,139.60000610351562,148.89999389648438,130.3000030517578,135.39999389648438,232233,2024-04-22
2024-04-29,153.64999389648438,153.64999389648438,164.89999389648438,137.14999389648438,143.85000610351562,506198,2024-04-29
2024-05-06,181.3000030517578,181.3000030517578,197.0,143.0500030517578,156.0,1242008,2024-05-06
2024-05-13,179.64999389648438,179.64999389648438,189.85000610351562,164.64999389648438,177.35000610351562,302097,2024-05-13
2024-05-20,218.5500030517578,218.5500030517578,218.5500030517578,188.85000610351562,188.85000610351562,225385,2024-05-20
2024-05-27,237.39999389648438,237.39999389648438,265.5,229.4499969482422,229.4499969482422,415188,2024-05-27
2024-06-03,214.64999389648438,214.64999389648438,232.64999389648438,214.64999389648438,232.64999389648438,43213,2024-06-03
2024-06-10,220.0,220.0,220.1999969482422,208.00999450683594,213.0500030517578,151737,2024-06-10
2024-06-17,211.08999633789062,211.08999633789062,220.07000732421875,211.08999633789062,220.00999450683594,55930,2024-06-17
2024-06-24,209.0,209.0,215.1999969482422,202.72000122070312,206.86000061035156,80772,2024-06-24
2024-07-01,230.72999572753906,230.72999572753906,230.72999572753906,209.5500030517578,213.17999267578125,89961,2024-07-01
2024-07-08,241.2899932861328,241.2899932861328,254.3699951171875,225.0,242.25999450683594,254823,2024-07-08
2024-07-15,280.54998779296875,280.54998779296875,285.0,242.10000610351562,246.0,236433,2024-07-15
2024-07-22,286.1099853515625,286.1099853515625,286.1099853515625,266.5,274.92999267578125,64847,2024-07-22
2024-07-29,270.0,270.0,286.1099853515625,269.0,285.9800109863281,47159,2024-07-29
2024-08-05,258.75,258.75,269.70001220703125,258.75,264.6000061035156,42276,2024-08-05
2024-08-12,252.89999389648438,252.89999389648438,261.04998779296875,243.60000610351562,253.60000610351562,109885,2024-08-12
2024-08-19,252.0,252.0,263.1000061035156,252.0,257.95001220703125,90371,2024-08-19
2024-08-26,245.85000610351562,245.85000610351562,261.20001220703125,240.0,256.8500061035156,135802,2024-08-26
2024-09-02,270.3599853515625,270.3599853515625,271.3800048828125,238.0,245.85000610351562,158859,2024-09-02
2024-09-09,292.0400085449219,292.0400085449219,300.0,265.0,265.0,169839,2024-09-09
2024-09-16,302.44000244140625,302.44000244140625,302.44000244140625,282.0,290.0,82792,2024-09-16
2024-09-23,333.8800048828125,333.8800048828125,333.8800048828125,308.4800109863281,308.4800109863281,62309,2024-09-23
2024-09-30,361.29998779296875,361.29998779296875,361.29998779296875,340.54998779296875,340.54998779296875,99512,2024-09-30
2024-10-07,380.0,380.0,382.45001220703125,354.1000061035156,364.0,242722,2024-10-07
2024-10-14,344.1499938964844,344.1499938964844,387.6000061035156,344.1499938964844,373.04998779296875,93896,2024-10-14
2024-10-21,313.6499938964844,313.6499938964844,337.29998779296875,313.6499938964844,337.29998779296875,52965,2024-10-21
2024-10-28,400.20001220703125,400.20001220703125,400.20001220703125,320.04998779296875,324.95001220703125,55157,2024-10-28
2024-11-04,426.29998779296875,426.29998779296875,441.20001220703125,390.0,420.20001220703125,264325,2024-11-04
2024-11-11,405.0,405.0,426.1499938964844,405.0,417.79998779296875,219104,2024-11-11
2024-11-18,389.25,389.25,400.0,389.0,396.8999938964844,29024,2024-11-18
2024-11-25,421.20001220703125,421.20001220703125,421.20001220703125,385.0,390.0,40715,2024-11-25
2024-12-02,450.79998779296875,450.79998779296875,450.79998779296875,425.0,429.6000061035156,49740,2024-12-02
2024-12-09,459.3999938964844,459.3999938964844,478.29998779296875,459.3999938964844,459.79998779296875,38982,2024-12-09
2024-12-16,436.0,436.0,450.25,432.45001220703125,450.25,37581,2024-12-16
2024-12-23,464.5,464.5,464.5,427.29998779296875,437.75,47696,2024-12-23
2024-12-30,463.0,463.0,473.75,452.1000061035156,460.0,43045,2024-12-30
2025-01-06,525.3499755859375,525.3499755859375,525.3499755859375,448.0,463.1000061035156,297283,2025-01-06
2025-01-13,541.2000122070312,541.2000122070312,577.0,525.3499755859375,545.0,186445,2025-01-13
2025-01-20,489.29998779296875,489.29998779296875,530.4000244140625,489.29998779296875,530.4000244140625,13030,2025-01-20
2025-01-27,441.0,441.0,479.54998779296875,441.0,479.54998779296875,36944,2025-01-27
2025-02-03,429.75,429.75,447.45001220703125,429.75,432.20001220703125,60806,2025-02-03
2025-02-10,388.54998779296875,388.54998779296875,421.1499938964844,388.54998779296875,421.1499938964844,14883,2025-02-10
2025-02-17,358.45001220703125,358.45001220703125,380.79998779296875,358.45001220703125,380.79998779296875,41888,2025-02-17
2025-02-24,373.45001220703125,373.45001220703125,395.0,333.3999938964844,358.45001220703125,100629,2025-02-24
2025-03-03,377.79998779296875,377.79998779296875,393.0,352.3999938964844,387.0,120753,2025-03-03
2025-03-10,437.5,437.5,438.8999938964844,377.79998779296875,377.79998779296875,93455,2025-03-10
2025-03-17,411.6499938964844,411.6499938964844,437.5,399.54998779296875,428.75,40521,2025-03-17
2025-03-24,376.54998779296875,376.54998779296875,411.3999938964844,376.54998779296875,403.45001220703125,31603,2025-03-24
2025-03-31,347.45001220703125,347.45001220703125,376.54998779296875,347.45001220703125,376.54998779296875,9717,2025-03-31
2025-04-07,320.5,320.5,340.5,320.5,340.5,8438,2025-04-07
2025-04-14,308.8999938964844,308.8999938964844,321.6000061035156,308.8999938964844,321.6000061035156,62570,2025-04-14
2025-04-21,310.0,310.0,321.20001220703125,298.04998779296875,302.75,106524,2025-04-21
2025-04-28,252.5500030517578,252.5500030517578,314.75,252.5500030517578,301.0,115785,2025-04-28
2025-05-05,259.8500061035156,259.8500061035156,298.95001220703125,254.25,278.8999938964844,171014,2025-05-05
2025-05-12,271.45001220703125,271.45001220703125,300.70001220703125,269.79998779296875,269.79998779296875,63587,2025-05-12
2025-05-19,248.60000610351562,248.60000610351562,270.75,228.0500030517578,257.8999938964844,406618,2025-05-19
2025-05-26,257.70001220703125,257.70001220703125,279.95001220703125,245.0,246.0,188782,2025-05-26
2025-06-02,258.6499938964844,258.6499938964844,264.0,246.0500030517578,259.75,105207,2025-06-02
2025-06-09,250.35000610351562,250.35000610351562,262.8999938964844,248.0500030517578,259.3999938964844,94775,2025-06-09
2025-06-16,246.8000030517578,246.8000030517578,250.0,233.39999389648438,250.0,137270,2025-06-16
2025-06-23,289.8500061035156,289.8500061035156,289.8500061035156,242.9499969482422,249.9499969482422,178249,2025-06-23
2025-06-30,369.79998779296875,369.79998779296875,369.79998779296875,294.1499938964844,300.0,344206,2025-06-30
2025-07-07,412.8500061035156,412.8500061035156,412.95001220703125,355.1499938964844,388.25,778052,2025-07-07
2025-07-14,392.95001220703125,392.95001220703125,426.95001220703125,388.0,426.95001220703125,68135,2025-07-14
