Date,Adj Close_LGHL.NS,Close_LGHL.NS,High_LGHL.NS,Low_LGHL.NS,Open_LGHL.NS,Volume_LGHL.NS,Date
2021-05-17,14.0,14.0,14.100000381469727,14.0,14.100000381469727,80000,2021-05-17
2021-05-24,14.0,14.0,14.0,14.0,14.0,0,2021-05-24
2021-05-31,14.649999618530273,14.649999618530273,14.649999618530273,14.0,14.0,16000,2021-05-31
2021-06-07,14.5,14.5,15.350000381469727,14.25,15.350000381469727,40000,2021-06-07
2021-06-14,14.5,14.5,14.5,14.5,14.5,0,2021-06-14
2021-06-21,14.5,14.5,14.5,14.5,14.5,0,2021-06-21
2021-06-28,14.5,14.5,14.5,14.5,14.5,0,2021-06-28
2021-07-05,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,48000,2021-07-05
2021-07-12,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,0,2021-07-12
2021-07-19,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,0,2021-07-19
2021-07-26,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,0,2021-07-26
2021-08-02,15.0,15.0,15.0,15.0,15.0,32000,2021-08-02
2021-08-09,15.0,15.0,15.0,15.0,15.0,0,2021-08-09
2021-08-16,15.0,15.0,15.0,15.0,15.0,0,2021-08-16
2021-08-23,15.050000190734863,15.050000190734863,15.050000190734863,14.25,14.25,32000,2021-08-23
2021-08-30,15.0,15.0,15.050000190734863,15.0,15.050000190734863,8000,2021-08-30
2021-09-06,15.0,15.0,15.0,15.0,15.0,0,2021-09-06
2021-09-13,15.0,15.0,15.0,15.0,15.0,0,2021-09-13
2021-09-20,15.0,15.0,15.0,15.0,15.0,0,2021-09-20
2021-09-27,15.0,15.0,15.0,15.0,15.0,0,2021-09-27
2021-10-04,15.0,15.0,15.0,15.0,15.0,0,2021-10-04
2021-10-11,14.25,14.25,15.0,14.25,15.0,8000,2021-10-11
2021-10-18,14.25,14.25,14.25,14.25,14.25,0,2021-10-18
2021-10-25,14.25,14.25,14.25,14.25,14.25,0,2021-10-25
2021-11-01,14.25,14.25,14.25,14.25,14.25,0,2021-11-01
2021-11-08,14.25,14.25,14.25,14.25,14.25,0,2021-11-08
2021-11-15,14.25,14.25,14.25,14.25,14.25,0,2021-11-15
2021-11-22,14.25,14.25,14.25,14.25,14.25,0,2021-11-22
2021-11-29,14.25,14.25,14.25,14.25,14.25,0,2021-11-29
2021-12-06,14.25,14.25,14.25,14.25,14.25,0,2021-12-06
2021-12-13,14.25,14.25,14.25,14.25,14.25,0,2021-12-13
2021-12-20,14.25,14.25,14.25,14.25,14.25,0,2021-12-20
2021-12-27,14.25,14.25,14.25,14.25,14.25,8000,2021-12-27
2022-01-03,14.899999618530273,14.899999618530273,14.899999618530273,14.25,14.25,8000,2022-01-03
2022-01-10,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,0,2022-01-10
2022-01-17,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,0,2022-01-17
2022-01-24,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,0,2022-01-24
2022-01-31,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,0,2022-01-31
2022-02-07,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,14.899999618530273,0,2022-02-07
2022-02-14,15.600000381469727,15.600000381469727,16.350000381469727,14.899999618530273,14.899999618530273,16000,2022-02-14
2022-02-21,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,0,2022-02-21
2022-02-28,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,0,2022-02-28
2022-03-07,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,0,2022-03-07
2022-03-14,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,0,2022-03-14
2022-03-21,14.199999809265137,14.199999809265137,15.600000381469727,14.199999809265137,15.600000381469727,24000,2022-03-21
2022-03-28,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-03-28
2022-04-04,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-04-04
2022-04-11,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-04-11
2022-04-18,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-04-18
2022-04-25,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-04-25
2022-05-02,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-05-02
2022-05-09,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-05-09
2022-05-16,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-05-16
2022-05-23,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-05-23
2022-05-30,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-05-30
2022-06-06,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,0,2022-06-06
2022-06-13,14.5,14.5,14.899999618530273,14.199999809265137,14.199999809265137,32000,2022-06-13
2022-06-20,15.949999809265137,15.949999809265137,15.949999809265137,14.949999809265137,14.949999809265137,112000,2022-06-20
2022-06-27,16.700000762939453,16.700000762939453,16.700000762939453,15.949999809265137,15.949999809265137,8000,2022-06-27
2022-07-04,16.700000762939453,16.700000762939453,17.5,16.649999618530273,16.700000762939453,24000,2022-07-04
2022-07-11,15.899999618530273,15.899999618530273,16.700000762939453,15.899999618530273,16.700000762939453,944000,2022-07-11
2022-07-18,15.199999809265137,15.199999809265137,15.899999618530273,15.199999809265137,15.899999618530273,424000,2022-07-18
2022-07-25,17.100000381469727,17.100000381469727,17.100000381469727,15.0,15.199999809265137,288000,2022-07-25
2022-08-01,19.100000381469727,19.100000381469727,19.100000381469727,17.600000381469727,17.600000381469727,24000,2022-08-01
2022-08-08,20.700000762939453,20.700000762939453,20.700000762939453,19.899999618530273,19.899999618530273,16000,2022-08-08
2022-08-15,23.450000762939453,23.450000762939453,23.450000762939453,20.700000762939453,20.700000762939453,24000,2022-08-15
2022-08-22,24.450000762939453,24.450000762939453,24.450000762939453,23.450000762939453,23.450000762939453,8000,2022-08-22
2022-08-29,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-08-29
2022-09-05,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-09-05
2022-09-12,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-09-12
2022-09-19,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-09-19
2022-09-26,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-09-26
2022-10-03,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-10-03
2022-10-10,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-10-10
2022-10-17,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-10-17
2022-10-24,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-10-24
2022-10-31,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-10-31
2022-11-07,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-11-07
2022-11-14,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-11-14
2022-11-21,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-11-21
2022-11-28,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-11-28
2022-12-05,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-12-05
2022-12-12,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-12-12
2022-12-19,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-12-19
2022-12-26,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2022-12-26
2023-01-02,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2023-01-02
2023-01-09,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,24.450000762939453,0,2023-01-09
2023-01-16,22.649999618530273,22.649999618530273,25.399999618530273,22.649999618530273,25.399999618530273,144000,2023-01-16
2023-01-23,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-01-23
2023-01-30,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-01-30
2023-02-06,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-02-06
2023-02-13,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-02-13
2023-02-20,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-02-20
2023-02-27,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,0,2023-02-27
2023-03-06,22.399999618530273,22.399999618530273,23.75,21.600000381469727,22.649999618530273,376000,2023-03-06
2023-03-13,25.25,25.25,25.25,23.5,23.5,152000,2023-03-13
2023-03-20,26.5,26.5,26.5,26.5,26.5,256000,2023-03-20
2023-03-27,26.5,26.5,26.5,26.5,26.5,0,2023-03-27
2023-04-03,26.5,26.5,26.5,26.5,26.5,0,2023-04-03
2023-04-10,25.5,25.5,27.799999237060547,25.5,26.5,328000,2023-04-10
2023-04-17,26.75,26.75,26.75,25.5,25.5,184000,2023-04-17
2023-04-24,26.75,26.75,26.75,26.75,26.75,0,2023-04-24
2023-05-01,26.75,26.75,26.75,26.75,26.75,0,2023-05-01
2023-05-08,26.75,26.75,26.75,26.75,26.75,0,2023-05-08
2023-05-15,26.75,26.75,26.75,26.75,26.75,0,2023-05-15
2023-05-22,26.75,26.75,26.75,26.75,26.75,0,2023-05-22
2023-05-29,29.450000762939453,29.450000762939453,29.450000762939453,26.75,26.75,280000,2023-05-29
2023-06-05,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-06-05
2023-06-12,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-06-12
2023-06-19,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-06-19
2023-06-26,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-06-26
2023-07-03,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-07-03
2023-07-10,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,29.450000762939453,0,2023-07-10
2023-07-17,30.899999618530273,30.899999618530273,30.899999618530273,30.899999618530273,30.899999618530273,8000,2023-07-17
2023-07-24,32.400001525878906,32.400001525878906,32.400001525878906,30.899999618530273,30.899999618530273,8000,2023-07-24
2023-07-31,34.0,34.0,34.0,32.400001525878906,32.400001525878906,8000,2023-07-31
2023-08-07,37.400001525878906,37.400001525878906,37.400001525878906,34.0,34.0,8000,2023-08-07
2023-08-14,34.0,34.0,37.400001525878906,34.0,37.400001525878906,264000,2023-08-14
2023-08-21,42.95000076293945,42.95000076293945,42.95000076293945,36.0,37.400001525878906,448000,2023-08-21
2023-08-28,49.599998474121094,49.599998474121094,49.599998474121094,41.5,41.5,152000,2023-08-28
2023-09-04,56.70000076293945,56.70000076293945,56.70000076293945,51.79999923706055,51.79999923706055,24000,2023-09-04
2023-09-11,67.94999694824219,67.94999694824219,67.94999694824219,58.70000076293945,58.70000076293945,72000,2023-09-11
2023-09-18,77.19999694824219,77.19999694824219,77.19999694824219,70.9000015258789,70.9000015258789,24000,2023-09-18
2023-09-25,95.55000305175781,95.55000305175781,95.55000305175781,80.69999694824219,80.69999694824219,40000,2023-09-25
2023-10-02,107.5,107.5,108.0999984741211,95.55000305175781,95.55000305175781,32000,2023-10-02
2023-10-09,123.0,123.0,123.0,107.5,107.5,32000,2023-10-09
2023-10-16,132.0,132.0,132.0,123.0,123.0,16000,2023-10-16
2023-10-23,132.0,132.0,132.0,132.0,132.0,0,2023-10-23
2023-10-30,132.0,132.0,132.0,132.0,132.0,0,2023-10-30
2023-11-06,148.75,148.75,149.5,135.0,135.0,15336,2023-11-06
2023-11-13,167.0500030517578,167.0500030517578,179.3000030517578,155.0,163.9499969482422,6582,2023-11-13
2023-11-20,155.14999389648438,155.14999389648438,170.39999389648438,142.5,170.39999389648438,1546,2023-11-20
2023-11-27,152.10000610351562,152.10000610351562,168.0,144.5,155.14999389648438,980,2023-11-27
2023-12-04,153.0500030517578,153.0500030517578,166.1999969482422,151.0,155.14999389648438,3459,2023-12-04
2023-12-11,147.0,147.0,170.35000610351562,147.0,152.0,4840,2023-12-11
2023-12-18,158.14999389648438,158.14999389648438,162.75,140.0,153.64999389648438,2074,2023-12-18
2023-12-25,151.6999969482422,151.6999969482422,165.0,151.0500030517578,158.14999389648438,1566,2023-12-25
2024-01-01,175.0500030517578,175.0500030517578,183.85000610351562,155.0,157.0,2029,2024-01-01
2024-01-08,188.5,188.5,205.25,178.5500030517578,182.9499969482422,2460,2024-01-08
2024-01-15,190.0,190.0,206.85000610351562,187.1999969482422,188.5,5770,2024-01-15
2024-01-22,189.0,189.0,202.5500030517578,189.0,190.0,695,2024-01-22
2024-01-29,195.89999389648438,195.89999389648438,201.0,179.60000610351562,192.8000030517578,4763,2024-01-29
2024-02-05,181.0,181.0,205.0,181.0,195.9499969482422,725,2024-02-05
2024-02-12,171.4499969482422,171.4499969482422,186.0,171.0,181.0,479,2024-02-12
2024-02-19,210.64999389648438,210.64999389648438,210.64999389648438,164.4499969482422,174.89999389648438,4086,2024-02-19
2024-02-26,252.6999969482422,252.6999969482422,252.6999969482422,210.0,221.14999389648438,15927,2024-02-26
2024-03-04,322.3999938964844,322.3999938964844,322.3999938964844,278.54998779296875,278.54998779296875,10158,2024-03-04
2024-03-11,298.75,298.75,355.3999938964844,298.75,338.5,20327,2024-03-11
2024-03-18,307.45001220703125,307.45001220703125,344.75,283.8500061035156,283.8500061035156,36167,2024-03-18
2024-03-25,289.3999938964844,289.3999938964844,305.8999938964844,264.6499938964844,299.0,10468,2024-03-25
2024-04-01,280.6000061035156,280.6000061035156,311.75,269.6499938964844,295.0,51777,2024-04-01
2024-04-08,280.3500061035156,280.3500061035156,292.0,269.5,271.0,19086,2024-04-08
2024-04-15,265.04998779296875,265.04998779296875,287.25,258.6000061035156,270.0,18457,2024-04-15
2024-04-22,265.0,265.0,271.8999938964844,249.0,265.0,4463,2024-04-22
2024-04-29,270.70001220703125,270.70001220703125,295.0,270.0,270.29998779296875,6803,2024-04-29
2024-05-06,283.70001220703125,283.70001220703125,293.0,260.0,269.0,3864,2024-05-06
2024-05-13,289.95001220703125,289.95001220703125,292.6000061035156,266.3999938964844,278.04998779296875,4133,2024-05-13
2024-05-20,352.5,352.5,354.8999938964844,300.0,303.0,14468,2024-05-20
2024-05-27,341.0,341.0,396.6499938964844,334.8999938964844,368.3999938964844,22235,2024-05-27
2024-06-03,331.75,331.75,372.6000061035156,314.29998779296875,325.1000061035156,14442,2024-06-03
2024-06-10,332.95001220703125,332.95001220703125,339.8999938964844,312.5,334.95001220703125,17912,2024-06-10
2024-06-17,338.1499938964844,338.1499938964844,372.0,332.95001220703125,347.95001220703125,15735,2024-06-17
2024-06-24,343.6499938964844,343.6499938964844,352.0,333.95001220703125,352.0,7505,2024-06-24
2024-07-01,344.95001220703125,344.95001220703125,355.0,327.0,350.0,6849,2024-07-01
2024-07-08,334.3500061035156,334.3500061035156,352.5,327.0,351.0,5659,2024-07-08
2024-07-15,295.04998779296875,295.04998779296875,341.0,295.04998779296875,335.3500061035156,5341,2024-07-15
2024-07-22,292.45001220703125,292.45001220703125,309.3999938964844,278.29998779296875,280.29998779296875,9078,2024-07-22
2024-07-29,298.04998779296875,298.04998779296875,306.20001220703125,290.0,306.20001220703125,7029,2024-07-29
2024-08-05,286.0,286.0,306.0,268.6000061035156,305.0,6587,2024-08-05
2024-08-12,260.0,260.0,288.3500061035156,250.0,286.0,3667,2024-08-12
2024-08-19,290.1000061035156,290.1000061035156,290.1000061035156,245.0,248.0500030517578,3281,2024-08-19
2024-08-26,287.29998779296875,287.29998779296875,309.6000061035156,281.0,295.8999938964844,5628,2024-08-26
2024-09-02,285.0,285.0,293.0,265.6000061035156,276.0,3087,2024-09-02
2024-09-09,280.5,280.5,290.0,266.04998779296875,290.0,2807,2024-09-09
2024-09-16,276.8500061035156,276.8500061035156,285.0,266.5,267.1499938964844,2473,2024-09-16
2024-09-23,320.1000061035156,320.1000061035156,330.0,282.3999938964844,282.3999938964844,11589,2024-09-23
2024-09-30,298.70001220703125,298.70001220703125,320.0,298.70001220703125,316.5,1401,2024-09-30
2024-10-07,280.0,280.0,298.0,280.0,292.75,3227,2024-10-07
2024-10-14,294.0,294.0,294.75,274.3999938964844,280.0,5657,2024-10-14
2024-10-21,278.1000061035156,278.1000061035156,294.0,274.0,290.0,1007,2024-10-21
2024-10-28,301.3500061035156,301.3500061035156,301.3500061035156,278.0,278.0,4446,2024-10-28
2024-11-04,323.1000061035156,323.1000061035156,339.6499938964844,300.0,316.3999938964844,8567,2024-11-04
2024-11-11,328.04998779296875,328.04998779296875,345.20001220703125,323.0,331.20001220703125,14134,2024-11-11
2024-11-18,353.25,353.25,381.8999938964844,301.0,350.3999938964844,29974,2024-11-18
2024-11-25,350.3999938964844,350.3999938964844,387.8999938964844,331.6000061035156,369.0,28571,2024-11-25
2024-12-02,350.54998779296875,350.54998779296875,363.95001220703125,287.3999938964844,357.45001220703125,24572,2024-12-02
2024-12-09,507.54998779296875,507.54998779296875,565.0,346.20001220703125,350.6000061035156,257990,2024-12-09
2024-12-16,487.95001220703125,487.95001220703125,519.9000244140625,461.1000061035156,510.5,37941,2024-12-16
2024-12-23,543.75,543.75,543.75,466.5,483.5,44620,2024-12-23
2024-12-30,529.4000244140625,529.4000244140625,598.0999755859375,525.5,591.0,46026,2024-12-30
2025-01-06,527.4000244140625,527.4000244140625,552.0,501.0,518.8499755859375,9661,2025-01-06
2025-01-13,533.0,533.0,545.0,501.04998779296875,520.0,5628,2025-01-13
2025-01-20,539.6500244140625,539.6500244140625,542.0,490.04998779296875,537.0,17400,2025-01-20
2025-01-27,562.75,562.75,584.0,504.0,542.2999877929688,8378,2025-01-27
2025-02-03,595.0,595.0,619.2999877929688,545.0,569.0,9884,2025-02-03
2025-02-10,555.0999755859375,555.0999755859375,621.0,525.1500244140625,621.0,10191,2025-02-10
2025-02-17,593.7000122070312,593.7000122070312,598.3499755859375,536.1500244140625,555.0999755859375,7363,2025-02-17
2025-02-24,604.2000122070312,604.2000122070312,640.0,569.6500244140625,581.8499755859375,10375,2025-02-24
2025-03-03,620.0999755859375,620.0999755859375,654.8499755859375,584.0999755859375,604.2000122070312,15731,2025-03-03
2025-03-10,599.4500122070312,599.4500122070312,635.0,589.0999755859375,616.0,6590,2025-03-10
2025-03-17,572.4500122070312,572.4500122070312,627.7000122070312,532.5499877929688,618.9000244140625,7907,2025-03-17
2025-03-24,538.5,538.5,590.7000122070312,516.6500244140625,546.25,25024,2025-03-24
2025-03-31,502.8999938964844,502.8999938964844,549.2000122070312,475.1499938964844,538.5,12848,2025-03-31
2025-04-07,495.70001220703125,495.70001220703125,500.0,462.6000061035156,482.0,6626,2025-04-07
2025-04-14,515.2000122070312,515.2000122070312,540.0,485.6000061035156,485.6000061035156,8662,2025-04-14
2025-04-21,502.70001220703125,502.70001220703125,529.9000244140625,485.1000061035156,500.0,87407,2025-04-21
2025-04-28,515.0999755859375,515.0999755859375,533.0,500.0,500.0,56963,2025-04-28
2025-05-05,525.1500244140625,525.1500244140625,532.4000244140625,501.5,517.0999755859375,79914,2025-05-05
2025-05-12,532.9000244140625,532.9000244140625,565.0,516.0999755859375,530.4000244140625,82316,2025-05-12
2025-05-19,554.7000122070312,554.7000122070312,559.9000244140625,525.0,532.9000244140625,75437,2025-05-19
2025-05-26,554.5999755859375,554.5999755859375,574.5,535.0999755859375,555.0,104317,2025-05-26
2025-06-02,571.0499877929688,571.0499877929688,579.0,557.2999877929688,574.5,202736,2025-06-02
2025-06-09,665.3499755859375,665.3499755859375,690.9500122070312,561.0,561.0,234930,2025-06-09
2025-06-16,707.3499755859375,707.3499755859375,764.5499877929688,659.8499755859375,694.0,242009,2025-06-16
2025-06-23,707.8499755859375,707.8499755859375,728.9000244140625,670.0999755859375,728.9000244140625,154161,2025-06-23
2025-06-30,754.9500122070312,754.9500122070312,768.5,693.1500244140625,693.1500244140625,261897,2025-06-30
2025-07-07,838.4000244140625,838.4000244140625,844.9000244140625,753.3499755859375,754.9500122070312,301844,2025-07-07
2025-07-14,803.8499755859375,803.8499755859375,846.0499877929688,795.9500122070312,818.0,112781,2025-07-14
