Date,Adj Close_INVENTURE.NS,Close_INVENTURE.NS,High_INVENTURE.NS,Low_INVENTURE.NS,Open_INVENTURE.NS,Volume_INVENTURE.NS,Date
2020-07-13,1.6050000190734863,1.6050000190734863,1.6050000190734863,1.3949999809265137,1.4500000476837158,1416110,2020-07-13
2020-07-20,1.6749999523162842,1.6749999523162842,1.7400000095367432,1.5750000476837158,1.690000057220459,1691160,2020-07-20
2020-07-27,1.7400000095367432,1.7400000095367432,1.7400000095367432,1.6749999523162842,1.7000000476837158,1332580,2020-07-27
2020-08-03,1.7699999809265137,1.7699999809265137,1.8049999475479126,1.7100000381469727,1.7400000095367432,903410,2020-08-03
2020-08-10,1.7450000047683716,1.7450000047683716,1.7999999523162842,1.7200000286102295,1.784999966621399,1300200,2020-08-10
2020-08-17,1.850000023841858,1.850000023841858,1.850000023841858,1.690000057220459,1.75,2023140,2020-08-17
2020-08-24,1.9850000143051147,1.9850000143051147,2.0199999809265137,1.8049999475479126,1.8700000047683716,2329620,2020-08-24
2020-08-31,1.899999976158142,1.899999976158142,2.0250000953674316,1.8949999809265137,2.0,1053860,2020-08-31
2020-09-07,1.8250000476837158,1.8250000476837158,1.9199999570846558,1.75,1.8700000047683716,538950,2020-09-07
2020-09-14,1.7200000286102295,1.7200000286102295,1.8899999856948853,1.6150000095367432,1.8899999856948853,607770,2020-09-14
2020-09-21,1.7000000476837158,1.7000000476837158,1.7999999523162842,1.6050000190734863,1.7400000095367432,1611550,2020-09-21
2020-09-28,1.7050000429153442,1.7050000429153442,1.7450000047683716,1.6950000524520874,1.7450000047683716,466660,2020-09-28
2020-10-05,1.715000033378601,1.715000033378601,1.75,1.6799999475479126,1.7400000095367432,724970,2020-10-05
2020-10-12,1.7400000095367432,1.7400000095367432,1.850000023841858,1.659999966621399,1.7450000047683716,1097270,2020-10-12
2020-10-19,1.684999942779541,1.684999942779541,1.7699999809265137,1.649999976158142,1.7649999856948853,793410,2020-10-19
2020-10-26,1.7000000476837158,1.7000000476837158,1.7549999952316284,1.6799999475479126,1.7400000095367432,1553860,2020-10-26
2020-11-02,1.7200000286102295,1.7200000286102295,1.75,1.6799999475479126,1.7000000476837158,1503700,2020-11-02
2020-11-09,2.015000104904175,2.015000104904175,2.0999999046325684,1.75,1.75,2998330,2020-11-09
2020-11-16,2.075000047683716,2.075000047683716,2.0999999046325684,1.9800000190734863,1.9950000047683716,1475970,2020-11-16
2020-11-23,2.184999942779541,2.184999942779541,2.2750000953674316,1.9450000524520874,2.1449999809265137,3249000,2020-11-23
2020-11-30,2.3499999046325684,2.3499999046325684,2.5,2.180000066757202,2.184999942779541,1404640,2020-11-30
2020-12-07,2.4000000953674316,2.4000000953674316,2.494999885559082,2.299999952316284,2.450000047683716,1417700,2020-12-07
2020-12-14,1.7450000047683716,1.7450000047683716,2.5450000762939453,1.7100000381469727,2.490000009536743,4950320,2020-12-14
2020-12-21,1.6950000524520874,1.6950000524520874,1.8300000429153442,1.600000023841858,1.8300000429153442,1423100,2020-12-21
2020-12-28,1.6799999475479126,1.6799999475479126,1.7400000095367432,1.6299999952316284,1.7300000190734863,1066390,2020-12-28
2021-01-04,1.7050000429153442,1.7050000429153442,1.7450000047683716,1.649999976158142,1.7450000047683716,1091860,2021-01-04
2021-01-11,1.6449999809265137,1.6449999809265137,1.7649999856948853,1.625,1.7649999856948853,576210,2021-01-11
2021-01-18,1.5750000476837158,1.5750000476837158,1.690000057220459,1.5499999523162842,1.649999976158142,1183540,2021-01-18
2021-01-25,1.6200000047683716,1.6200000047683716,1.659999966621399,1.4199999570846558,1.659999966621399,1110670,2021-01-25
2021-02-01,1.6549999713897705,1.6549999713897705,1.7799999713897705,1.5750000476837158,1.6649999618530273,2215800,2021-02-01
2021-02-08,1.9950000047683716,1.9950000047683716,2.3399999141693115,1.6200000047683716,1.6299999952316284,18951750,2021-02-08
2021-02-15,2.065000057220459,2.065000057220459,2.1700000762939453,1.9199999570846558,1.9950000047683716,7872860,2021-02-15
2021-02-22,2.0299999713897705,2.0299999713897705,2.1449999809265137,1.9800000190734863,2.0950000286102295,5238710,2021-02-22
2021-03-01,2.484999895095825,2.484999895095825,2.7699999809265137,1.9700000286102295,2.055000066757202,21866520,2021-03-01
2021-03-08,2.940000057220459,2.940000057220459,3.2799999713897705,2.494999885559082,2.5,24736600,2021-03-08
2021-03-15,3.065000057220459,3.065000057220459,3.1449999809265137,2.509999990463257,2.940000057220459,15695160,2021-03-15
2021-03-22,2.805000066757202,2.805000066757202,3.25,2.805000066757202,3.0999999046325684,15394900,2021-03-22
2021-03-29,3.125,3.125,3.299999952316284,2.805000066757202,2.805000066757202,5923470,2021-03-29
2021-04-05,3.009999990463257,3.009999990463257,3.130000114440918,2.825000047683716,3.0350000858306885,5536660,2021-04-05
2021-04-12,2.734999895095825,2.734999895095825,3.015000104904175,2.680000066757202,3.0,1632360,2021-04-12
2021-04-19,2.5250000953674316,2.5250000953674316,2.7750000953674316,2.4000000953674316,2.7750000953674316,2720470,2021-04-19
2021-04-26,2.4700000286102295,2.4700000286102295,2.5799999237060547,2.4000000953674316,2.5250000953674316,2102840,2021-04-26
2021-05-03,2.680000066757202,2.680000066757202,2.869999885559082,2.3550000190734863,2.494999885559082,8433180,2021-05-03
2021-05-10,2.6700000762939453,2.6700000762939453,2.9700000286102295,2.559999942779541,2.825000047683716,5323920,2021-05-10
2021-05-17,3.2799999713897705,3.2799999713897705,3.390000104904175,2.6500000953674316,2.674999952316284,20465720,2021-05-17
2021-05-24,3.509999990463257,3.509999990463257,3.700000047683716,3.25,3.3399999141693115,10621310,2021-05-24
2021-05-31,3.549999952316284,3.549999952316284,3.7899999618530273,3.4000000953674316,3.5850000381469727,34344500,2021-05-31
2021-06-07,3.505000114440918,3.505000114440918,4.199999809265137,3.494999885559082,3.700000047683716,109810770,2021-06-07
2021-06-14,3.805000066757202,3.805000066757202,3.9000000953674316,3.4600000381469727,3.549999952316284,28242750,2021-06-14
2021-06-21,4.050000190734863,4.050000190734863,4.699999809265137,3.700000047683716,3.8350000381469727,105052125,2021-06-21
2021-06-28,3.799999952316284,3.799999952316284,4.400000095367432,3.75,4.199999809265137,50652742,2021-06-28
2021-07-05,3.8499999046325684,3.8499999046325684,4.150000095367432,3.5999999046325684,3.799999952316284,46329745,2021-07-05
2021-07-12,3.799999952316284,3.799999952316284,3.950000047683716,3.450000047683716,3.950000047683716,40873641,2021-07-12
2021-07-19,3.5999999046325684,3.5999999046325684,3.799999952316284,3.5,3.799999952316284,53140056,2021-07-19
2021-07-26,3.549999952316284,3.549999952316284,3.9000000953674316,3.5,3.799999952316284,48597978,2021-07-26
2021-08-02,3.4000000953674316,3.4000000953674316,3.6500000953674316,3.200000047683716,3.549999952316284,22859569,2021-08-02
2021-08-09,3.1500000953674316,3.1500000953674316,3.4000000953674316,3.049999952316284,3.4000000953674316,14158148,2021-08-09
2021-08-16,2.9000000953674316,2.9000000953674316,3.200000047683716,2.9000000953674316,3.1500000953674316,6756477,2021-08-16
2021-08-23,2.950000047683716,2.950000047683716,3.0999999046325684,2.9000000953674316,3.0,9174810,2021-08-23
2021-08-30,2.9000000953674316,2.9000000953674316,3.049999952316284,2.9000000953674316,3.0,6276990,2021-08-30
2021-09-06,3.0,3.0,3.049999952316284,2.9000000953674316,2.950000047683716,5573698,2021-09-06
2021-09-13,3.0999999046325684,3.0999999046325684,3.75,2.9000000953674316,3.049999952316284,43724761,2021-09-13
2021-09-20,2.9000000953674316,2.9000000953674316,3.3499999046325684,2.8499999046325684,3.0999999046325684,40143848,2021-09-20
2021-09-27,2.799999952316284,2.799999952316284,2.950000047683716,2.6500000953674316,2.950000047683716,28060733,2021-09-27
2021-10-04,2.75,2.75,2.8499999046325684,2.549999952316284,2.799999952316284,29852630,2021-10-04
2021-10-11,2.549999952316284,2.549999952316284,2.9000000953674316,2.549999952316284,2.799999952316284,37588765,2021-10-11
2021-10-18,2.549999952316284,2.549999952316284,2.6500000953674316,2.5,2.5999999046325684,19598457,2021-10-18
2021-10-25,2.3499999046325684,2.3499999046325684,2.5999999046325684,2.3499999046325684,2.5999999046325684,10988394,2021-10-25
2021-11-01,2.450000047683716,2.450000047683716,2.450000047683716,2.3499999046325684,2.3499999046325684,5988214,2021-11-01
2021-11-08,2.9000000953674316,2.9000000953674316,3.0,2.4000000953674316,2.450000047683716,26685344,2021-11-08
2021-11-15,2.5,2.5,3.0,2.5,2.950000047683716,30716359,2021-11-15
2021-11-22,2.5,2.5,3.0999999046325684,2.4000000953674316,2.549999952316284,62456936,2021-11-22
