Date,Adj Close_ORIENTCER.NS,Close_ORIENTCER.NS,High_ORIENTCER.NS,Low_ORIENTCER.NS,Open_ORIENTCER.NS,Volume_ORIENTCER.NS,Date
2023-07-17,36.322959899902344,36.75,37.849998474121094,35.150001525878906,36.95000076293945,255364,2023-07-17
2023-07-24,33.85200881958008,34.25,37.45000076293945,34.0,37.45000076293945,207929,2023-07-24
2023-07-31,33.753173828125,34.150001525878906,35.099998474121094,33.099998474121094,34.0,90191,2023-07-31
2023-08-07,31.825830459594727,32.20000076293945,35.0,31.799999237060547,34.599998474121094,263479,2023-08-07
2023-08-14,31.97408676147461,32.349998474121094,33.0,30.600000381469727,32.20000076293945,144500,2023-08-14
2023-08-21,31.381059646606445,31.75,33.70000076293945,31.25,32.400001525878906,199761,2023-08-21
2023-08-28,33.802589416503906,34.20000076293945,34.29999923706055,31.0,31.950000762939453,230053,2023-08-28
2023-09-04,34.3956184387207,34.79999923706055,37.099998474121094,33.20000076293945,34.75,540148,2023-09-04
2023-09-11,34.889808654785156,35.29999923706055,35.70000076293945,32.150001525878906,35.349998474121094,486028,2023-09-11
2023-09-18,35.8781852722168,36.29999923706055,38.45000076293945,34.20000076293945,36.04999923706055,724491,2023-09-18
2023-09-25,37.826324462890625,38.0,39.95000076293945,36.900001525878906,36.900001525878906,563322,2023-09-25
2023-10-02,36.63180923461914,36.79999923706055,38.5,36.099998474121094,38.099998474121094,240655,2023-10-02
2023-10-09,41.90758514404297,42.099998474121094,42.099998474121094,35.099998474121094,35.54999923706055,718932,2023-10-09
2023-10-16,46.237709045410156,46.45000076293945,49.95000076293945,40.54999923706055,43.099998474121094,2682699,2023-10-16
2023-10-23,42.80347442626953,43.0,47.0,39.150001525878906,46.900001525878906,1033380,2023-10-23
2023-10-30,43.89844512939453,44.099998474121094,44.70000076293945,41.400001525878906,43.900001525878906,541190,2023-10-30
2023-11-06,54.59931564331055,54.849998474121094,55.099998474121094,45.5,45.5,2565097,2023-11-06
2023-11-13,59.22806167602539,59.5,64.0,54.849998474121094,54.849998474121094,2976330,2023-11-13
2023-11-20,56.63994598388672,56.900001525878906,60.0,55.0,57.599998474121094,910627,2023-11-20
2023-11-27,56.34131622314453,56.599998474121094,60.0,55.650001525878906,56.900001525878906,668512,2023-11-27
2023-12-04,53.106170654296875,53.349998474121094,59.400001525878906,52.79999923706055,59.400001525878906,650410,2023-12-04
2023-12-11,54.84817123413086,55.099998474121094,58.150001525878906,52.29999923706055,52.29999923706055,954532,2023-12-11
2023-12-18,53.106170654296875,53.349998474121094,56.0,49.70000076293945,55.95000076293945,655886,2023-12-18
2023-12-25,50.816680908203125,51.04999923706055,54.400001525878906,50.599998474121094,54.04999923706055,598423,2023-12-25
2024-01-01,52.80754089355469,53.04999923706055,56.25,51.0,51.04999923706055,1031720,2024-01-01
2024-01-08,56.689720153808594,56.95000076293945,59.400001525878906,52.650001525878906,54.0,1237010,2024-01-08
2024-01-15,53.90251541137695,54.150001525878906,57.95000076293945,53.349998474121094,57.95000076293945,553257,2024-01-15
2024-01-22,53.006629943847656,53.25,55.79999923706055,51.099998474121094,54.900001525878906,396531,2024-01-22
2024-01-29,55.34588623046875,55.599998474121094,58.29999923706055,52.79999923706055,53.45000076293945,1152426,2024-01-29
2024-02-05,58.87966537475586,59.150001525878906,64.9000015258789,55.04999923706055,55.54999923706055,3015203,2024-02-05
2024-02-12,57.237205505371094,57.5,63.0,52.150001525878906,59.150001525878906,1222355,2024-02-12
2024-02-19,62.46321105957031,62.75,66.5999984741211,57.29999923706055,57.95000076293945,3340841,2024-02-19
2024-02-26,63.8568115234375,64.1500015258789,72.3499984741211,62.29999923706055,63.650001525878906,5961692,2024-02-26
2024-03-04,55.6445198059082,55.900001525878906,65.3499984741211,54.54999923706055,64.80000305175781,1560716,2024-03-04
2024-03-11,47.332679748535156,47.54999923706055,55.5,43.150001525878906,55.150001525878906,1226465,2024-03-11
2024-03-18,52.90708541870117,53.150001525878906,53.150001525878906,48.79999923706055,48.900001525878906,597883,2024-03-18
2024-03-25,47.28290939331055,47.5,55.5,47.29999923706055,55.5,458832,2024-03-25
2024-04-01,53.80297088623047,54.04999923706055,54.75,48.0,48.0,349370,2024-04-01
2024-04-08,52.45914077758789,52.70000076293945,55.900001525878906,51.29999923706055,54.29999923706055,297778,2024-04-08
2024-04-15,48.726280212402344,48.95000076293945,51.599998474121094,47.75,51.54999923706055,267786,2024-04-15
2024-04-22,49.671939849853516,49.900001525878906,52.29999923706055,49.0,50.400001525878906,371720,2024-04-22
2024-04-29,48.02947998046875,48.25,51.400001525878906,48.0,49.75,318745,2024-04-29
2024-05-06,46.785194396972656,47.0,49.75,46.45000076293945,49.75,222322,2024-05-06
2024-05-13,48.676509857177734,48.900001525878906,52.400001525878906,46.0,47.79999923706055,1302833,2024-05-13
2024-05-20,46.387020111083984,46.599998474121094,49.5,46.099998474121094,49.04999923706055,905504,2024-05-20
2024-05-27,43.7491340637207,43.95000076293945,47.599998474121094,43.20000076293945,47.599998474121094,426853,2024-05-27
2024-06-03,47.382450103759766,47.599998474121094,49.5,40.099998474121094,43.95000076293945,628231,2024-06-03
2024-06-10,52.15055847167969,52.38999938964844,54.95000076293945,47.720001220703125,48.599998474121094,1252461,2024-06-10
2024-06-17,52.15055847167969,52.38999938964844,57.0,51.310001373291016,52.38999938964844,845415,2024-06-17
2024-06-24,49.26381301879883,49.4900016784668,52.75,49.0,52.38999938964844,960765,2024-06-24
2024-07-01,55.56488037109375,55.81999969482422,57.88999938964844,49.0099983215332,49.400001525878906,2152057,2024-07-01
2024-07-08,52.3098258972168,52.54999923706055,57.5,51.5,55.84000015258789,995027,2024-07-08
2024-07-15,50.58773422241211,50.81999969482422,54.70000076293945,49.470001220703125,53.349998474121094,1845575,2024-07-15
2024-07-22,52.9269905090332,53.16999816894531,54.0,48.72999954223633,50.9900016784668,1552696,2024-07-22
2024-07-29,49.32353591918945,49.54999923706055,54.529998779296875,47.900001525878906,54.0,683108,2024-07-29
2024-08-05,51.075496673583984,51.310001373291016,53.79999923706055,46.81999969482422,48.560001373291016,617525,2024-08-05
2024-08-12,47.75075912475586,47.970001220703125,52.0,47.0,51.310001373291016,458831,2024-08-12
2024-08-19,51.38407516479492,51.619998931884766,55.189998626708984,48.36000061035156,48.650001525878906,1132919,2024-08-19
2024-08-26,54.77849197387695,55.029998779296875,59.45000076293945,51.5,52.0,1912601,2024-08-26
