Date,Adj Close_ORIENTCER.NS,Close_ORIENTCER.NS,High_ORIENTCER.NS,Low_ORIENTCER.NS,Open_ORIENTCER.NS,Volume_ORIENTCER.NS,Date
2024-09-02,54.99748611450195,55.25,60.70000076293945,53.0,55.790000915527344,3276402,2024-09-02
2024-09-09,56.878849029541016,57.13999938964844,60.5,54.59000015258789,55.29999923706055,1555961,2024-09-09
2024-09-16,54.45000076293945,54.70000076293945,61.0,53.220001220703125,57.13999938964844,1728973,2024-09-16
2024-09-23,51.75238800048828,51.9900016784668,56.0,51.61000061035156,55.15999984741211,667717,2024-09-23
2024-09-30,51.09000015258789,51.09000015258789,54.79999923706055,49.849998474121094,52.20000076293945,634037,2024-09-30
2024-10-07,50.4900016784668,50.4900016784668,52.9900016784668,48.20000076293945,51.95000076293945,704103,2024-10-07
2024-10-14,48.09000015258789,48.09000015258789,51.689998626708984,47.619998931884766,51.439998626708984,472110,2024-10-14
2024-10-21,44.849998474121094,44.849998474121094,49.220001220703125,43.52000045776367,48.20000076293945,593472,2024-10-21
2024-10-28,47.220001220703125,47.220001220703125,49.79999923706055,43.29999923706055,45.97999954223633,231449,2024-10-28
2024-11-04,46.79999923706055,46.79999923706055,48.599998474121094,46.0099983215332,48.0,143517,2024-11-04
2024-11-11,42.45000076293945,42.45000076293945,49.9900016784668,41.869998931884766,46.5,331393,2024-11-11
2024-11-18,41.59000015258789,41.59000015258789,43.88999938964844,38.75,43.25,169233,2024-11-18
2024-11-25,43.779998779296875,43.779998779296875,44.97999954223633,39.9900016784668,42.400001525878906,325698,2024-11-25
2024-12-02,47.02000045776367,47.02000045776367,48.709999084472656,44.029998779296875,44.029998779296875,302207,2024-12-02
2024-12-09,44.88999938964844,44.88999938964844,48.0,44.0,47.45000076293945,383762,2024-12-09
2024-12-16,48.41999816894531,48.41999816894531,57.5,44.79999923706055,45.0,2938414,2024-12-16
2024-12-23,52.560001373291016,52.560001373291016,56.5,46.209999084472656,48.45000076293945,1895709,2024-12-23
2024-12-30,50.31999969482422,50.31999969482422,53.349998474121094,49.81999969482422,53.349998474121094,332599,2024-12-30
2025-01-06,47.630001068115234,47.630001068115234,50.63999938964844,46.0,50.31999969482422,262174,2025-01-06
2025-01-13,47.72999954223633,47.72999954223633,48.15999984741211,44.90999984741211,48.0,190542,2025-01-13
2025-01-20,45.779998779296875,45.779998779296875,49.88999938964844,45.27000045776367,48.630001068115234,111231,2025-01-20
2025-01-27,46.13999938964844,46.13999938964844,48.900001525878906,40.90999984741211,44.5,323975,2025-01-27
2025-02-03,44.52000045776367,44.52000045776367,47.4900016784668,43.599998474121094,46.56999969482422,152731,2025-02-03
2025-02-10,40.45000076293945,40.45000076293945,45.5,38.209999084472656,45.5,482027,2025-02-10
2025-02-17,37.54999923706055,37.54999923706055,39.959999084472656,35.04999923706055,38.619998931884766,416057,2025-02-17
2025-02-24,33.68000030517578,33.68000030517578,39.099998474121094,33.400001525878906,36.20000076293945,283520,2025-02-24
2025-03-03,35.75,35.75,36.560001373291016,30.1200008392334,34.0,350606,2025-03-03
2025-03-10,31.809999465942383,31.809999465942383,36.70000076293945,31.329999923706055,36.70000076293945,252137,2025-03-10
2025-03-17,33.79999923706055,33.79999923706055,35.43000030517578,31.020000457763672,32.79999923706055,433400,2025-03-17
2025-03-24,30.420000076293945,30.420000076293945,35.790000915527344,29.350000381469727,34.130001068115234,3808283,2025-03-24
2025-03-31,31.770000457763672,31.770000457763672,34.20000076293945,30.420000076293945,31.030000686645508,227700,2025-03-31
2025-04-07,32.20000076293945,32.20000076293945,32.779998779296875,28.670000076293945,30.5,246268,2025-04-07
2025-04-14,33.91999816894531,33.91999816894531,34.9900016784668,32.2599983215332,32.27000045776367,219536,2025-04-14
2025-04-21,35.83000183105469,35.83000183105469,39.5,33.20000076293945,33.91999816894531,423060,2025-04-21
2025-04-28,34.77000045776367,34.77000045776367,37.689998626708984,34.25,35.0,160155,2025-04-28
2025-05-05,33.900001525878906,33.900001525878906,37.0,33.0099983215332,35.779998779296875,296270,2025-05-05
2025-05-12,38.02000045776367,38.02000045776367,39.13999938964844,34.0099983215332,34.0099983215332,291372,2025-05-12
2025-05-19,34.70000076293945,34.70000076293945,38.970001220703125,33.849998474121094,38.0,283678,2025-05-19
2025-05-26,36.06999969482422,36.06999969482422,36.5,34.56999969482422,35.70000076293945,185901,2025-05-26
2025-06-02,36.61000061035156,36.61000061035156,37.599998474121094,34.939998626708984,37.599998474121094,250433,2025-06-02
2025-06-09,36.81999969482422,36.81999969482422,39.25,35.709999084472656,36.61000061035156,260749,2025-06-09
2025-06-16,35.68000030517578,35.68000030517578,37.0,34.119998931884766,36.81999969482422,134477,2025-06-16
2025-06-23,35.15999984741211,35.15999984741211,36.970001220703125,34.5099983215332,35.59000015258789,149830,2025-06-23
2025-06-30,41.47999954223633,41.47999954223633,42.75,35.0,35.7400016784668,1319658,2025-06-30
2025-07-07,40.2400016784668,40.2400016784668,44.45000076293945,40.0,41.40999984741211,614642,2025-07-07
2025-07-14,40.25,40.25,42.0,38.349998474121094,39.849998474121094,223228,2025-07-14
