Date,Adj Close_TNTELE.NS,Close_TNTELE.NS,High_TNTELE.NS,Low_TNTELE.NS,Open_TNTELE.NS,Volume_TNTELE.NS,Date
2020-07-13,1.75,1.75,1.850000023841858,1.7000000476837158,1.7999999523162842,12480,2020-07-13
2020-07-20,1.7000000476837158,1.7000000476837158,1.75,1.7000000476837158,1.75,261,2020-07-20
2020-07-27,1.7000000476837158,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7000000476837158,5625,2020-07-27
2020-08-03,1.75,1.75,1.75,1.649999976158142,1.7000000476837158,6808,2020-08-03
2020-08-10,1.7000000476837158,1.7000000476837158,1.899999976158142,1.7000000476837158,1.7999999523162842,17614,2020-08-10
2020-08-17,1.75,1.75,1.75,1.649999976158142,1.7000000476837158,12972,2020-08-17
2020-08-24,1.649999976158142,1.649999976158142,1.7999999523162842,1.600000023841858,1.75,50329,2020-08-24
2020-08-31,1.649999976158142,1.649999976158142,1.7000000476837158,1.5499999523162842,1.649999976158142,8984,2020-08-31
2020-09-07,1.600000023841858,1.600000023841858,1.7000000476837158,1.600000023841858,1.7000000476837158,9463,2020-09-07
2020-09-14,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.600000023841858,1.600000023841858,39200,2020-09-14
2020-09-21,1.5,1.5,1.7000000476837158,1.4500000476837158,1.7000000476837158,14171,2020-09-21
2020-09-28,1.5499999523162842,1.5499999523162842,1.649999976158142,1.5499999523162842,1.5499999523162842,2194,2020-09-28
2020-10-05,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5,1.5,31511,2020-10-05
2020-10-12,1.649999976158142,1.649999976158142,1.75,1.649999976158142,1.7000000476837158,6616,2020-10-12
2020-10-19,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.649999976158142,3294,2020-10-19
2020-10-26,1.649999976158142,1.649999976158142,1.7000000476837158,1.600000023841858,1.7000000476837158,1572,2020-10-26
2020-11-02,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.649999976158142,1.7000000476837158,1991,2020-11-02
2020-11-09,1.649999976158142,1.649999976158142,1.7000000476837158,1.600000023841858,1.7000000476837158,2407,2020-11-09
2020-11-16,1.600000023841858,1.600000023841858,1.649999976158142,1.5,1.600000023841858,809,2020-11-16
2020-11-23,1.5499999523162842,1.5499999523162842,1.649999976158142,1.5,1.600000023841858,24804,2020-11-23
2020-11-30,1.4500000476837158,1.4500000476837158,1.600000023841858,1.4500000476837158,1.5499999523162842,6900,2020-11-30
2020-12-07,1.600000023841858,1.600000023841858,1.600000023841858,1.4500000476837158,1.4500000476837158,11290,2020-12-07
2020-12-14,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.649999976158142,1.649999976158142,45783,2020-12-14
2020-12-21,1.7999999523162842,1.7999999523162842,1.850000023841858,1.75,1.7999999523162842,2539,2020-12-21
2020-12-28,2.0999999046325684,2.0999999046325684,2.0999999046325684,1.850000023841858,1.850000023841858,21898,2020-12-28
2021-01-04,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.200000047683716,2.200000047683716,63761,2021-01-04
2021-01-11,3.1500000953674316,3.1500000953674316,3.1500000953674316,2.700000047683716,2.700000047683716,13298,2021-01-11
2021-01-18,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.299999952316284,3.299999952316284,106267,2021-01-18
2021-01-25,4.650000095367432,4.650000095367432,4.650000095367432,4.0,4.0,9040,2021-01-25
2021-02-01,5.800000190734863,5.800000190734863,5.800000190734863,4.650000095367432,4.849999904632568,109940,2021-02-01
2021-02-08,7.25,7.25,7.25,6.050000190734863,6.050000190734863,52077,2021-02-08
2021-02-15,8.300000190734863,8.300000190734863,9.100000381469727,7.599999904632568,7.599999904632568,119164,2021-02-15
2021-02-22,6.550000190734863,6.550000190734863,8.5,6.550000190734863,8.5,81084,2021-02-22
2021-03-01,5.199999809265137,5.199999809265137,6.25,5.199999809265137,6.25,71704,2021-03-01
2021-03-08,4.75,4.75,4.949999809265137,4.349999904632568,4.949999809265137,90328,2021-03-08
2021-03-15,5.400000095367432,5.400000095367432,5.900000095367432,4.949999809265137,4.949999809265137,60466,2021-03-15
2021-03-22,4.650000095367432,4.650000095367432,5.400000095367432,4.650000095367432,5.199999809265137,34098,2021-03-22
2021-03-29,4.849999904632568,4.849999904632568,4.849999904632568,4.300000190734863,4.650000095367432,29039,2021-03-29
2021-04-05,4.800000190734863,4.800000190734863,5.25,4.449999809265137,4.949999809265137,96318,2021-04-05
2021-04-12,4.25,4.25,4.800000190734863,4.25,4.800000190734863,23458,2021-04-12
2021-04-19,4.25,4.25,4.599999904632568,4.0,4.349999904632568,45065,2021-04-19
2021-04-26,5.25,5.25,5.25,4.050000190734863,4.349999904632568,55528,2021-04-26
2021-05-03,5.300000190734863,5.300000190734863,5.650000095367432,5.0,5.400000095367432,50189,2021-05-03
2021-05-10,5.349999904632568,5.349999904632568,5.800000190734863,5.050000190734863,5.150000095367432,79718,2021-05-10
2021-05-17,5.099999904632568,5.099999904632568,5.599999904632568,5.0,5.5,169848,2021-05-17
2021-05-24,5.150000095367432,5.150000095367432,5.25,4.800000190734863,5.0,69392,2021-05-24
2021-05-31,5.449999809265137,5.449999809265137,5.550000190734863,4.900000095367432,5.050000190734863,84603,2021-05-31
2021-06-07,5.849999904632568,5.849999904632568,5.849999904632568,5.25,5.550000190734863,126305,2021-06-07
2021-06-14,7.349999904632568,7.349999904632568,7.349999904632568,5.849999904632568,6.099999904632568,70653,2021-06-14
2021-06-21,7.150000095367432,7.150000095367432,8.449999809265137,7.150000095367432,7.400000095367432,125697,2021-06-21
2021-06-28,7.800000190734863,7.800000190734863,7.949999809265137,6.800000190734863,7.25,130670,2021-06-28
2021-07-05,9.0,9.0,9.0,7.449999809265137,7.900000095367432,181704,2021-07-05
2021-07-12,11.350000381469727,11.350000381469727,11.350000381469727,9.199999809265137,9.449999809265137,169625,2021-07-12
2021-07-19,13.699999809265137,13.699999809265137,13.699999809265137,10.800000190734863,11.899999618530273,89460,2021-07-19
2021-07-26,17.350000381469727,17.350000381469727,17.350000381469727,14.350000381469727,14.350000381469727,112006,2021-07-26
2021-08-02,18.100000381469727,18.100000381469727,21.049999237060547,18.100000381469727,18.200000762939453,104483,2021-08-02
2021-08-09,14.100000381469727,14.100000381469727,17.200000762939453,14.100000381469727,17.200000762939453,24410,2021-08-09
2021-08-16,11.550000190734863,11.550000190734863,13.399999618530273,11.550000190734863,13.399999618530273,9610,2021-08-16
2021-08-23,9.949999809265137,9.949999809265137,11.0,9.050000190734863,11.0,62747,2021-08-23
2021-08-30,10.350000381469727,10.350000381469727,11.949999809265137,10.350000381469727,10.399999618530273,64278,2021-08-30
2021-09-06,11.300000190734863,11.300000190734863,11.300000190734863,9.399999618530273,9.850000381469727,78209,2021-09-06
2021-09-13,12.0,12.0,12.0,10.199999809265137,11.75,149822,2021-09-13
2021-09-20,12.449999809265137,12.449999809265137,14.149999618530273,12.0,12.600000381469727,309375,2021-09-20
2021-09-27,10.600000381469727,10.600000381469727,12.0,10.0,11.850000381469727,253428,2021-09-27
2021-10-04,9.899999618530273,9.899999618530273,11.350000381469727,9.5,11.050000190734863,261907,2021-10-04
