Date,Adj Close_TOUCHWOOD.NS,Close_TOUCHWOOD.NS,High_TOUCHWOOD.NS,Low_TOUCHWOOD.NS,Open_TOUCHWOOD.NS,Volume_TOUCHWOOD.NS,Date
2020-07-13,39.71126937866211,40.0,41.900001525878906,37.349998474121094,40.04999923706055,9605,2020-07-13
2020-07-20,39.51271438598633,39.79999923706055,41.95000076293945,38.150001525878906,39.0,6977,2020-07-20
2020-07-27,39.71126937866211,40.0,43.0,37.099998474121094,37.849998474121094,7896,2020-07-27
2020-08-03,43.58312225341797,43.900001525878906,44.0,38.0,42.0,16284,2020-08-03
2020-08-10,52.418880462646484,52.79999923706055,53.5,42.099998474121094,46.0,64461,2020-08-10
2020-08-17,51.128257751464844,51.5,55.20000076293945,48.599998474121094,52.849998474121094,38917,2020-08-17
2020-08-24,49.63908767700195,50.0,52.599998474121094,48.25,51.95000076293945,16732,2020-08-24
2020-08-31,49.44053268432617,49.79999923706055,51.45000076293945,47.54999923706055,50.0,15642,2020-08-31
2020-09-07,48.34846878051758,48.70000076293945,50.95000076293945,47.0,50.04999923706055,5307,2020-09-07
2020-09-14,48.14991760253906,48.5,51.95000076293945,46.849998474121094,49.95000076293945,11126,2020-09-14
2020-09-21,44.52626037597656,44.849998474121094,50.20000076293945,44.0,46.20000076293945,8197,2020-09-21
2020-09-28,40.95224380493164,41.25,46.79999923706055,40.75,46.5,6148,2020-09-28
2020-10-05,43.33492660522461,43.650001525878906,48.45000076293945,40.400001525878906,42.599998474121094,4593,2020-10-05
2020-10-12,43.434200286865234,43.75,45.95000076293945,39.599998474121094,39.70000076293945,12776,2020-10-12
2020-10-19,41.895389556884766,42.20000076293945,46.95000076293945,41.099998474121094,42.599998474121094,12761,2020-10-19
2020-10-26,41.895389556884766,42.20000076293945,45.04999923706055,38.20000076293945,43.900001525878906,13089,2020-10-26
2020-11-02,41.29972457885742,41.599998474121094,46.349998474121094,39.099998474121094,46.349998474121094,6258,2020-11-02
2020-11-09,42.639976501464844,42.95000076293945,46.29999923706055,38.54999923706055,43.29999923706055,6633,2020-11-09
2020-11-16,41.84575271606445,42.150001525878906,44.54999923706055,39.5,43.29999923706055,4815,2020-11-16
2020-11-23,47.25640869140625,47.599998474121094,47.599998474121094,40.349998474121094,40.599998474121094,18985,2020-11-23
2020-11-30,48.69594192504883,49.04999923706055,52.29999923706055,46.650001525878906,47.599998474121094,31554,2020-11-30
2020-12-07,51.575016021728516,51.95000076293945,54.5,48.29999923706055,51.849998474121094,29144,2020-12-07
2020-12-14,51.97212219238281,52.349998474121094,53.900001525878906,49.29999923706055,51.95000076293945,14181,2020-12-14
2020-12-21,49.39089584350586,49.75,53.099998474121094,48.29999923706055,52.29999923706055,7651,2020-12-21
2020-12-28,51.177894592285156,51.54999923706055,53.70000076293945,48.0,48.20000076293945,24077,2020-12-28
2021-01-04,81.50737762451172,82.0999984741211,82.5,49.20000076293945,53.29999923706055,305255,2021-01-04
2021-01-11,85.72669982910156,86.3499984741211,104.25,82.3499984741211,85.0,159040,2021-01-11
2021-01-18,93.12293243408203,93.80000305175781,96.30000305175781,85.4000015258789,86.4000015258789,34848,2021-01-18
2021-01-25,89.648193359375,90.30000305175781,94.0,85.0,94.0,9349,2021-01-25
2021-02-01,94.66173553466797,95.3499984741211,97.5,88.5,90.30000305175781,18722,2021-02-01
2021-02-08,91.68339538574219,92.3499984741211,97.0,89.80000305175781,95.3499984741211,6946,2021-02-08
2021-02-15,92.27906799316406,92.94999694824219,97.0,89.0999984741211,95.0,21591,2021-02-15
2021-02-22,91.3359146118164,92.0,97.55000305175781,86.69999694824219,97.0,15070,2021-02-22
2021-03-01,101.065185546875,101.80000305175781,104.3499984741211,88.0,88.0,31622,2021-03-01
2021-03-08,121.66539764404297,122.55000305175781,123.0,100.0,102.4000015258789,31752,2021-03-08
2021-03-15,123.3531265258789,124.25,135.0500030517578,116.44999694824219,127.0,21864,2021-03-15
2021-03-22,125.53724670410156,126.44999694824219,133.89999389648438,117.6500015258789,124.25,26216,2021-03-22
2021-03-29,118.93525695800781,119.80000305175781,126.44999694824219,108.75,126.44999694824219,9473,2021-03-29
2021-04-05,110.2484130859375,111.05000305175781,121.4000015258789,109.0,119.0,5444,2021-04-05
2021-04-12,97.19334411621094,97.9000015258789,115.94999694824219,93.0,108.80000305175781,11176,2021-04-12
2021-04-19,91.58412170410156,92.25,100.0,90.55000305175781,93.1500015258789,7925,2021-04-19
2021-04-26,88.45685577392578,89.0999984741211,101.25,87.75,93.0,17945,2021-04-26
2021-05-03,77.7844467163086,78.3499984741211,92.44999694824219,77.1500015258789,92.44999694824219,33752,2021-05-03
2021-05-10,75.99745178222656,76.55000305175781,84.5,71.5,79.5999984741211,65167,2021-05-10
2021-05-17,80.61387634277344,81.19999694824219,84.94999694824219,73.0,79.80000305175781,31400,2021-05-17
2021-05-24,84.08860778808594,84.69999694824219,88.5999984741211,79.9000015258789,82.5,24693,2021-05-24
2021-05-31,83.04619598388672,83.6500015258789,88.44999694824219,82.0999984741211,87.69999694824219,17244,2021-05-31
2021-06-07,85.42887115478516,86.05000305175781,89.19999694824219,77.55000305175781,89.0,67968,2021-06-07
2021-06-14,86.52092742919922,87.1500015258789,107.44999694824219,84.30000305175781,91.0,332797,2021-06-14
2021-06-21,85.92526245117188,86.55000305175781,95.8499984741211,85.25,89.75,129200,2021-06-21
2021-06-28,85.13103485107422,85.75,91.5999984741211,83.5,84.30000305175781,45383,2021-06-28
2021-07-05,99.1292495727539,99.8499984741211,102.94999694824219,82.0,86.94999694824219,310791,2021-07-05
2021-07-12,105.03631591796875,105.80000305175781,120.69999694824219,100.19999694824219,102.80000305175781,400411,2021-07-12
2021-07-19,107.0218734741211,107.80000305175781,114.5,105.0,107.0,93486,2021-07-19
2021-07-26,110.29804992675781,111.0999984741211,112.55000305175781,101.6500015258789,112.55000305175781,119977,2021-07-26
2021-08-02,140.47862243652344,141.5,141.64999389648438,116.6500015258789,116.6500015258789,367738,2021-08-02
2021-08-09,133.3306121826172,134.3000030517578,148.4499969482422,121.4000015258789,148.4499969482422,135390,2021-08-09
2021-08-16,129.16090393066406,130.10000610351562,144.39999389648438,124.44999694824219,140.89999389648438,146101,2021-08-16
2021-08-23,122.11215209960938,123.0,132.0,120.0,132.0,24113,2021-08-23
2021-08-30,122.11215209960938,123.0,128.89999389648438,117.30000305175781,125.0,48124,2021-08-30
2021-09-06,122.90638732910156,123.80000305175781,127.0,118.0999984741211,127.0,8266,2021-09-06
2021-09-13,115.16267395019531,116.0,129.0,112.05000305175781,127.19999694824219,31577,2021-09-13
2021-09-20,122.95601654052734,123.8499984741211,124.9000015258789,113.0,116.0,15869,2021-09-20
2021-09-27,121.31793212890625,122.19999694824219,123.9000015258789,116.44999694824219,123.9000015258789,14922,2021-09-27
2021-10-04,116.45330047607422,117.30000305175781,123.44999694824219,116.0,122.5,28487,2021-10-04
2021-10-11,124.99121856689453,125.9000015258789,135.75,116.0,116.0,48793,2021-10-11
2021-10-18,116.20510864257812,117.05000305175781,132.14999389648438,115.25,132.14999389648438,42446,2021-10-18
2021-10-25,108.11393737792969,108.9000015258789,117.0,95.4000015258789,117.0,79911,2021-10-25
2021-11-01,115.41088104248047,116.25,120.8499984741211,109.94999694824219,114.30000305175781,51535,2021-11-01
2021-11-08,120.5237045288086,121.4000015258789,121.4000015258789,108.55000305175781,119.5,134359,2021-11-08
2021-11-15,134.4630126953125,135.3000030517578,141.0,127.4000015258789,127.4000015258789,169330,2021-11-15
2021-11-22,126.51249694824219,127.30000305175781,135.85000610351562,121.19999694824219,135.0,28854,2021-11-22
2021-11-29,121.54344177246094,122.30000305175781,135.0,121.0,124.6500015258789,23501,2021-11-29
2021-12-06,121.14591217041016,121.9000015258789,128.1999969482422,116.19999694824219,126.80000305175781,53720,2021-12-06
2021-12-13,121.04652404785156,121.80000305175781,129.89999389648438,118.55000305175781,126.0,44225,2021-12-13
2021-12-20,118.26384735107422,119.0,130.0,114.0,130.0,12983,2021-12-20
2021-12-27,113.84137725830078,114.55000305175781,122.0,112.9000015258789,117.0,25980,2021-12-27
2022-01-03,112.49971771240234,113.19999694824219,120.0,111.5,114.0999984741211,29990,2022-01-03
2022-01-10,118.11477661132812,118.8499984741211,122.0,102.30000305175781,112.05000305175781,33372,2022-01-10
2022-01-17,113.6426010131836,114.3499984741211,124.94999694824219,110.9000015258789,124.94999694824219,18432,2022-01-17
