Date,Adj Close_JKIL.NS,Close_JKIL.NS,High_JKIL.NS,Low_JKIL.NS,Open_JKIL.NS,Volume_JKIL.NS,Date
2020-07-13,90.4907455444336,94.25,96.30000305175781,90.1500015258789,94.30000305175781,224593,2020-07-13
2020-07-20,85.78617858886719,89.3499984741211,94.30000305175781,88.9000015258789,94.30000305175781,444082,2020-07-20
2020-07-27,92.07493591308594,95.9000015258789,99.0,84.55000305175781,90.0,2127219,2020-07-27
2020-08-03,90.53874969482422,94.30000305175781,96.0,92.19999694824219,94.25,463198,2020-08-03
2020-08-10,97.30754089355469,101.3499984741211,104.19999694824219,94.0,95.80000305175781,1386282,2020-08-10
2020-08-17,109.50099182128906,114.05000305175781,118.9000015258789,100.0,102.19999694824219,2678886,2020-08-17
2020-08-24,115.06966400146484,119.8499984741211,124.9000015258789,114.44999694824219,115.4000015258789,1907825,2020-08-24
2020-08-31,107.19672393798828,111.6500015258789,121.5,108.30000305175781,121.5,564537,2020-08-31
2020-09-07,104.31639099121094,108.6500015258789,113.6500015258789,104.3499984741211,112.0999984741211,309621,2020-09-07
2020-09-14,105.90057373046875,110.30000305175781,117.30000305175781,109.0,109.0,325916,2020-09-14
2020-09-21,99.85186004638672,104.0,111.9000015258789,98.25,110.30000305175781,546203,2020-09-21
2020-09-28,104.39534759521484,107.5,108.4000015258789,102.6500015258789,105.0,279000,2020-09-28
2020-10-05,105.41500854492188,108.55000305175781,113.44999694824219,107.0,107.9000015258789,369543,2020-10-05
2020-10-12,104.83233642578125,107.94999694824219,111.30000305175781,104.5999984741211,107.69999694824219,254777,2020-10-12
2020-10-19,104.0554428100586,107.1500015258789,109.9000015258789,105.25,107.05000305175781,260501,2020-10-19
2020-10-26,99.879638671875,102.8499984741211,109.5,101.8499984741211,108.0999984741211,176588,2020-10-26
2020-11-02,102.93866729736328,106.0,108.0,101.6500015258789,102.8499984741211,337634,2020-11-02
2020-11-09,106.04624938964844,109.19999694824219,110.5,104.5,107.3499984741211,673031,2020-11-09
2020-11-16,115.3689956665039,118.80000305175781,122.0,107.5999984741211,107.5999984741211,864929,2020-11-16
2020-11-23,115.27188110351562,118.69999694824219,121.80000305175781,113.5999984741211,120.0,598916,2020-11-23
2020-11-30,134.985595703125,139.0,141.85000610351562,118.0,118.69999694824219,1770924,2020-11-30
2020-12-07,131.39247131347656,135.3000030517578,145.5,132.4499969482422,139.0,1111660,2020-12-07
2020-12-14,128.13919067382812,131.9499969482422,139.75,127.44999694824219,135.0,552312,2020-12-14
2020-12-21,125.17728424072266,128.89999389648438,133.5500030517578,117.5999984741211,132.8000030517578,704568,2020-12-21
2020-12-28,129.98434448242188,133.85000610351562,137.5,126.69999694824219,130.5,505166,2020-12-28
2021-01-04,140.52096557617188,144.6999969482422,147.35000610351562,128.25,134.5,1864858,2021-01-04
2021-01-11,142.65744018554688,146.89999389648438,153.0,144.75,145.1999969482422,2450724,2021-01-11
2021-01-18,141.39498901367188,145.60000610351562,154.5500030517578,139.5,142.3000030517578,850889,2021-01-18
2021-01-25,142.22042846679688,146.4499969482422,148.89999389648438,140.35000610351562,148.6999969482422,416046,2021-01-25
2021-02-01,164.16773986816406,169.0500030517578,175.0,145.4499969482422,148.5,2249162,2021-02-01
2021-02-08,183.68722534179688,189.14999389648438,196.75,170.10000610351562,170.5,3205080,2021-02-08
2021-02-15,198.05979919433594,203.9499969482422,215.9499969482422,185.0,190.60000610351562,2563713,2021-02-15
2021-02-22,184.60980224609375,190.10000610351562,207.25,180.14999389648438,204.0,781153,2021-02-22
2021-03-01,185.38670349121094,190.89999389648438,198.89999389648438,186.25,192.0,883875,2021-03-01
2021-03-08,191.06776428222656,196.75,203.10000610351562,190.89999389648438,192.6999969482422,906395,2021-03-08
2021-03-15,183.1045684814453,188.5500030517578,199.4499969482422,172.75,197.5,679736,2021-03-15
2021-03-22,199.8563995361328,205.8000030517578,211.6999969482422,185.5,187.25,1777027,2021-03-22
2021-03-29,188.83416748046875,194.4499969482422,209.0,192.5,205.8000030517578,476873,2021-03-29
2021-04-05,179.3171844482422,184.64999389648438,193.5500030517578,179.5,190.0,859209,2021-04-05
2021-04-12,173.34481811523438,178.5,180.10000610351562,166.4499969482422,180.0,670893,2021-04-12
2021-04-19,176.84085083007812,182.10000610351562,185.5,169.75,176.75,503033,2021-04-19
2021-04-26,177.71484375,183.0,187.5500030517578,180.5,186.0,424769,2021-04-26
2021-05-03,169.1204376220703,174.14999389648438,183.8000030517578,172.5,182.0500030517578,315425,2021-05-03
2021-05-10,172.7621612548828,177.89999389648438,185.89999389648438,171.3000030517578,174.14999389648438,422905,2021-05-10
2021-05-17,182.3276824951172,187.75,191.60000610351562,178.1999969482422,180.6999969482422,356947,2021-05-17
2021-05-24,171.7424774169922,176.85000610351562,196.8000030517578,175.0,191.0,1687180,2021-05-24
2021-05-31,175.48129272460938,180.6999969482422,186.5,176.0,176.5,901670,2021-05-31
2021-06-07,191.40765380859375,197.10000610351562,199.89999389648438,177.5500030517578,181.85000610351562,2559466,2021-06-07
2021-06-14,184.1728057861328,189.64999389648438,206.39999389648438,183.0,198.64999389648438,2151441,2021-06-14
2021-06-21,183.00746154785156,188.4499969482422,194.6999969482422,185.10000610351562,186.89999389648438,547188,2021-06-21
2021-06-28,181.06521606445312,186.4499969482422,192.75,183.10000610351562,190.89999389648438,499754,2021-06-28
2021-07-05,188.9312744140625,194.5500030517578,205.0,187.0,189.0,2870108,2021-07-05
2021-07-12,212.18960571289062,218.5,228.9499969482422,195.0,196.10000610351562,9577775,2021-07-12
2021-07-19,210.87857055664062,217.14999389648438,223.75,202.5500030517578,217.0,2440306,2021-07-19
2021-07-26,214.2289581298828,220.60000610351562,232.0,208.1999969482422,217.14999389648438,2828332,2021-07-26
2021-08-02,202.42984008789062,208.4499969482422,225.0,205.0,223.0,1664556,2021-08-02
2021-08-09,205.1004180908203,211.1999969482422,221.9499969482422,186.25,209.60000610351562,2905189,2021-08-09
2021-08-16,200.39048767089844,206.35000610351562,222.0,204.0,210.4499969482422,1120161,2021-08-16
2021-08-23,188.737060546875,194.35000610351562,209.6999969482422,183.3000030517578,209.0,1669205,2021-08-23
2021-08-30,200.43905639648438,206.39999389648438,215.5,194.25,196.5500030517578,1645479,2021-08-30
2021-09-06,191.21340942382812,196.89999389648438,209.10000610351562,194.75,206.5500030517578,597648,2021-09-06
2021-09-13,188.5913848876953,194.1999969482422,204.0,188.1999969482422,197.89999389648438,1173914,2021-09-13
2021-09-20,182.52633666992188,187.0,196.0,182.1999969482422,189.8000030517578,898307,2021-09-20
2021-09-27,180.33016967773438,184.75,194.0,184.14999389648438,188.6999969482422,682393,2021-09-27
2021-10-04,179.40289306640625,183.8000030517578,192.64999389648438,182.8000030517578,185.25,819463,2021-10-04
2021-10-11,172.03350830078125,176.25,187.4499969482422,173.0,184.0500030517578,1100092,2021-10-11
2021-10-18,159.1492919921875,163.0500030517578,179.6999969482422,161.10000610351562,177.8000030517578,1600273,2021-10-18
2021-10-25,147.1435546875,150.75,166.9499969482422,148.89999389648438,165.1999969482422,1058027,2021-10-25
2021-11-01,163.68804931640625,167.6999969482422,170.0,152.5,152.5,1307265,2021-11-01
2021-11-08,174.4248809814453,178.6999969482422,187.9499969482422,165.4499969482422,170.0,3427498,2021-11-08
2021-11-15,169.93496704101562,174.10000610351562,180.39999389648438,170.3000030517578,180.0,485899,2021-11-15
2021-11-22,166.22584533691406,170.3000030517578,177.0,164.25,176.8000030517578,542915,2021-11-22
2021-11-29,163.9808807373047,168.0,171.5,160.0500030517578,166.0,593708,2021-11-29
2021-12-06,167.49476623535156,171.60000610351562,175.8000030517578,167.14999389648438,169.60000610351562,603945,2021-12-06
2021-12-13,158.5148468017578,162.39999389648438,174.60000610351562,161.25,173.64999389648438,399908,2021-12-13
2021-12-20,159.97897338867188,163.89999389648438,166.8000030517578,153.0,161.8000030517578,447606,2021-12-20
2021-12-27,157.88040161132812,161.75,169.0500030517578,160.0,164.6999969482422,540832,2021-12-27
2022-01-03,160.6622314453125,164.60000610351562,169.0,160.9499969482422,162.6999969482422,575731,2022-01-03
2022-01-10,170.17897033691406,174.35000610351562,176.25,164.0,164.0,852453,2022-01-10
2022-01-17,169.7885284423828,173.9499969482422,181.35000610351562,167.5,175.60000610351562,996417,2022-01-17
2022-01-24,163.9808807373047,168.0,173.9499969482422,158.0500030517578,173.9499969482422,660226,2022-01-24
2022-01-31,173.83924865722656,178.10000610351562,180.5,166.14999389648438,171.25,892407,2022-01-31
2022-02-07,170.91104125976562,175.10000610351562,185.85000610351562,169.0,179.0,1536146,2022-02-07
2022-02-14,170.0325469970703,174.1999969482422,179.35000610351562,167.5,170.0,585999,2022-02-14
2022-02-21,157.3435516357422,161.1999969482422,174.1999969482422,152.0500030517578,174.1999969482422,715924,2022-02-21
2022-02-28,158.12442016601562,162.0,165.85000610351562,156.35000610351562,160.0500030517578,374883,2022-02-28
2022-03-07,165.73782348632812,169.8000030517578,175.0,154.0500030517578,158.10000610351562,1137936,2022-03-07
2022-03-14,164.0784912109375,168.10000610351562,174.0,166.25,171.6999969482422,532456,2022-03-14
2022-03-21,164.02967834472656,168.0500030517578,174.5,163.25,169.8000030517578,1393330,2022-03-21
2022-03-28,167.39715576171875,171.5,172.0,159.75,168.89999389648438,827704,2022-03-28
2022-04-04,184.5272979736328,189.0500030517578,193.0,172.0500030517578,172.0500030517578,1687699,2022-04-04
2022-04-11,194.5808868408203,199.35000610351562,200.0,182.9499969482422,190.0,1466705,2022-04-11
2022-04-18,203.70718383789062,208.6999969482422,226.60000610351562,201.10000610351562,202.0,4354912,2022-04-18
2022-04-25,209.7588653564453,214.89999389648438,225.89999389648438,202.39999389648438,206.0500030517578,3112400,2022-04-25
2022-05-02,221.61819458007812,227.0500030517578,251.39999389648438,212.0,212.9499969482422,10286450,2022-05-02
2022-05-09,213.6143798828125,218.85000610351562,246.25,208.8000030517578,229.6999969482422,6088817,2022-05-09
2022-05-16,224.79046630859375,230.3000030517578,237.6999969482422,216.39999389648438,222.89999389648438,2025865,2022-05-16
2022-05-23,227.3282470703125,232.89999389648438,242.0,212.10000610351562,230.0,2497136,2022-05-23
2022-05-30,249.24118041992188,255.35000610351562,264.6000061035156,233.4499969482422,235.0,5927460,2022-05-30
2022-06-06,285.0143737792969,292.0,307.5,246.25,254.8000030517578,7613476,2022-06-06
2022-06-13,268.66510009765625,275.25,303.29998779296875,260.04998779296875,287.70001220703125,4398329,2022-06-13
2022-06-20,283.6966857910156,290.6499938964844,299.0,245.10000610351562,276.6499938964844,3983453,2022-06-20
2022-06-27,282.7694091796875,289.70001220703125,304.0,281.29998779296875,292.79998779296875,2251642,2022-06-27
2022-07-04,298.9234924316406,306.25,312.20001220703125,285.0,291.3999938964844,6534580,2022-07-04
2022-07-11,300.1435852050781,307.5,310.5,290.20001220703125,304.0,3490205,2022-07-11
2022-07-18,325.1311340332031,333.1000061035156,335.0,305.6499938964844,308.6000061035156,2855494,2022-07-18
2022-07-25,327.6689453125,335.70001220703125,349.0,325.04998779296875,330.6499938964844,2440681,2022-07-25
2022-08-01,300.58282470703125,307.95001220703125,351.8999938964844,305.20001220703125,338.5,2530484,2022-08-01
2022-08-08,302.4861755371094,309.8999938964844,315.3999938964844,296.6000061035156,307.95001220703125,1306082,2022-08-08
2022-08-15,301.4612731933594,308.8500061035156,331.0,307.25,309.8999938964844,1134191,2022-08-15
2022-08-22,298.5330810546875,305.8500061035156,314.0,291.25,307.1000061035156,1095346,2022-08-22
2022-08-29,283.4038391113281,290.3500061035156,306.0,287.1000061035156,305.0,851073,2022-08-29
2022-09-05,293.9942932128906,301.20001220703125,313.70001220703125,284.95001220703125,291.20001220703125,1087256,2022-09-05
2022-09-12,287.7752685546875,291.8500061035156,308.79998779296875,288.6499938964844,302.20001220703125,1117000,2022-09-12
2022-09-19,279.5418395996094,283.5,294.8999938964844,274.79998779296875,291.8500061035156,804562,2022-09-19
2022-09-26,296.8468322753906,301.04998779296875,303.95001220703125,267.0,283.5,1122399,2022-09-26
2022-10-03,287.9231872558594,292.0,298.0,287.5,298.0,584102,2022-10-03
2022-10-10,252.2779083251953,255.85000610351562,293.0,253.89999389648438,291.0,902828,2022-10-10
2022-10-17,215.104248046875,218.14999389648438,250.0,216.5,243.25,2795296,2022-10-17
2022-10-24,253.75697326660156,257.3500061035156,261.8999938964844,218.0,220.0,2002361,2022-10-24
2022-10-31,266.5261535644531,270.29998779296875,274.75,252.35000610351562,261.0,1762504,2022-10-31
2022-11-07,268.94195556640625,272.75,282.70001220703125,265.1000061035156,270.95001220703125,780034,2022-11-07
2022-11-14,279.0488586425781,283.0,292.6000061035156,272.29998779296875,275.6000061035156,986538,2022-11-14
2022-11-21,272.29449462890625,276.1499938964844,289.70001220703125,271.6000061035156,283.0,478295,2022-11-21
2022-11-28,275.6963195800781,279.6000061035156,286.0,275.0,277.54998779296875,528118,2022-11-28
2022-12-05,269.9772644042969,273.79998779296875,285.6499938964844,270.5,276.79998779296875,550831,2022-12-05
2022-12-12,279.9362487792969,283.8999938964844,298.29998779296875,266.1000061035156,273.79998779296875,1643882,2022-12-12
2022-12-19,244.34030151367188,247.8000030517578,295.29998779296875,245.0,284.8999938964844,950735,2022-12-19
2022-12-26,268.4981994628906,272.29998779296875,276.0,244.5500030517578,248.0,566473,2022-12-26
2023-01-02,271.604248046875,275.45001220703125,288.8999938964844,266.79998779296875,274.45001220703125,1122115,2023-01-02
2023-01-09,268.94195556640625,272.75,283.20001220703125,269.1499938964844,277.6000061035156,473546,2023-01-09
2023-01-16,269.4842529296875,273.29998779296875,284.0,271.1000061035156,272.70001220703125,543951,2023-01-16
2023-01-23,264.1596374511719,267.8999938964844,276.45001220703125,252.8000030517578,274.0,483131,2023-01-23
2023-01-30,254.989501953125,258.6000061035156,279.95001220703125,256.45001220703125,267.8999938964844,574588,2023-01-30
2023-02-06,262.8778381347656,266.6000061035156,280.95001220703125,259.29998779296875,259.29998779296875,848471,2023-02-06
2023-02-13,252.32720947265625,255.89999389648438,267.6000061035156,255.0500030517578,266.8999938964844,339689,2023-02-13
