Date,Adj Close_TIINDIA.NS,Close_TIINDIA.NS,High_TIINDIA.NS,Low_TIINDIA.NS,Open_TIINDIA.NS,Volume_TIINDIA.NS,Date
2021-05-10,1163.479736328125,1170.550048828125,1232.0,1160.3499755859375,1220.0,235406,2021-05-10
2021-05-17,1168.0521240234375,1175.1500244140625,1210.0,1133.1500244140625,1171.5,337733,2021-05-17
2021-05-24,1144.8428955078125,1151.800048828125,1259.699951171875,1140.0,1189.0,401689,2021-05-24
2021-05-31,1190.6148681640625,1197.8499755859375,1200.0,1151.1500244140625,1152.0999755859375,233758,2021-05-31
2021-06-07,1330.9124755859375,1339.0,1349.0,1188.800048828125,1193.0,625268,2021-06-07
2021-06-14,1184.8499755859375,1192.050048828125,1450.0,1180.050048828125,1349.699951171875,837991,2021-06-14
2021-06-21,1169.4931640625,1176.5999755859375,1196.0,1133.949951171875,1170.5,615588,2021-06-21
2021-06-28,1168.5491943359375,1175.6500244140625,1198.1500244140625,1140.0,1187.0,323558,2021-06-28
2021-07-05,1084.1617431640625,1090.75,1185.0,1086.0,1170.25,723463,2021-07-05
2021-07-12,1121.8824462890625,1128.699951171875,1165.550048828125,1090.3499755859375,1097.9000244140625,367580,2021-07-12
2021-07-19,1099.170654296875,1105.8499755859375,1129.699951171875,1081.0999755859375,1127.0999755859375,1050402,2021-07-19
2021-07-26,1112.638671875,1119.4000244140625,1151.5,1081.050048828125,1113.949951171875,873204,2021-07-26
2021-08-02,1166.412109375,1173.5,1221.449951171875,1093.0,1118.1500244140625,543385,2021-08-02
2021-08-09,1227.990234375,1233.8499755859375,1252.699951171875,1120.0,1170.0,1339711,2021-08-09
2021-08-16,1261.679443359375,1267.699951171875,1302.0,1218.0,1259.0,548360,2021-08-16
2021-08-23,1285.217041015625,1291.3499755859375,1323.1500244140625,1247.0,1277.8499755859375,803556,2021-08-23
2021-08-30,1329.5555419921875,1335.9000244140625,1398.0,1281.0,1294.699951171875,736762,2021-08-30
2021-09-06,1357.8206787109375,1364.300048828125,1429.6500244140625,1310.0,1326.0999755859375,547290,2021-09-06
2021-09-13,1456.1513671875,1463.0999755859375,1526.4000244140625,1330.0,1360.0,967303,2021-09-13
2021-09-20,1471.1298828125,1478.1500244140625,1548.699951171875,1458.5,1470.0,513971,2021-09-20
2021-09-27,1380.064453125,1386.6500244140625,1489.0,1329.3499755859375,1489.0,406077,2021-09-27
2021-10-04,1361.7021484375,1368.199951171875,1418.949951171875,1281.0,1415.25,1064423,2021-10-04
2021-10-11,1356.4769287109375,1362.949951171875,1405.0,1350.0,1390.0,371083,2021-10-11
2021-10-18,1411.016845703125,1417.75,1453.0,1323.5999755859375,1351.0,739657,2021-10-18
2021-10-25,1389.86767578125,1396.5,1455.0,1356.050048828125,1419.9000244140625,470903,2021-10-25
2021-11-01,1654.8033447265625,1662.699951171875,1700.0,1392.449951171875,1415.0,1649324,2021-11-01
2021-11-08,1737.7576904296875,1746.050048828125,1798.0,1613.0999755859375,1665.0,701031,2021-11-08
2021-11-15,1733.8760986328125,1742.1500244140625,1793.699951171875,1672.25,1793.699951171875,285518,2021-11-15
2021-11-22,1580.7568359375,1588.300048828125,1754.25,1562.0,1742.1500244140625,750126,2021-11-22
2021-11-29,1620.865478515625,1628.5999755859375,1710.0,1523.550048828125,1580.0999755859375,1395303,2021-11-29
2021-12-06,1652.9622802734375,1660.8499755859375,1690.0,1618.0999755859375,1629.9000244140625,318577,2021-12-06
2021-12-13,1545.773681640625,1553.1500244140625,1731.25,1549.050048828125,1676.6500244140625,445196,2021-12-13
2021-12-20,1699.938232421875,1708.050048828125,1754.9000244140625,1500.4000244140625,1510.0999755859375,771621,2021-12-20
2021-12-27,1746.4661865234375,1754.800048828125,1780.0,1685.0,1701.0,435482,2021-12-27
2022-01-03,1768.8094482421875,1777.25,2025.0,1764.9000244140625,1778.0,1603766,2022-01-03
2022-01-10,1786.32568359375,1794.8499755859375,1859.300048828125,1748.4000244140625,1794.949951171875,782296,2022-01-10
2022-01-17,1774.5321044921875,1783.0,1817.3499755859375,1758.050048828125,1790.0999755859375,546809,2022-01-17
2022-01-24,1654.6044921875,1662.5,1793.4000244140625,1650.0,1793.4000244140625,846628,2022-01-24
2022-01-31,1787.9678955078125,1796.5,1819.0,1662.4000244140625,1684.699951171875,655040,2022-01-31
2022-02-07,1692.1251220703125,1700.199951171875,1866.0,1685.550048828125,1809.4000244140625,905952,2022-02-07
2022-02-14,1604.7423095703125,1612.4000244140625,1709.0,1561.75,1680.0,697886,2022-02-14
2022-02-21,1542.4007568359375,1547.9000244140625,1679.4000244140625,1478.5,1610.0,1433629,2022-02-21
2022-02-28,1487.7952880859375,1493.0999755859375,1575.0,1478.5,1531.0,1591849,2022-02-28
2022-03-07,1549.425537109375,1554.949951171875,1578.5,1441.949951171875,1488.0,944081,2022-03-07
2022-03-14,1534.92724609375,1540.4000244140625,1584.949951171875,1456.5,1550.25,2990621,2022-03-14
2022-03-21,1593.0699462890625,1598.75,1632.449951171875,1540.4000244140625,1540.4000244140625,1094264,2022-03-21
2022-03-28,1609.16259765625,1614.9000244140625,1689.9000244140625,1589.550048828125,1609.0,1414502,2022-03-28
2022-04-04,1663.8675537109375,1669.800048828125,1714.0,1602.050048828125,1623.4000244140625,730649,2022-04-04
2022-04-11,1737.953369140625,1744.1500244140625,1782.0,1669.800048828125,1669.800048828125,291802,2022-04-11
2022-04-18,1743.7825927734375,1750.0,1780.0,1634.949951171875,1748.550048828125,613926,2022-04-18
2022-04-25,1859.0218505859375,1865.6500244140625,1890.0,1736.5,1738.0,2031926,2022-04-25
2022-05-02,1815.97509765625,1822.449951171875,1906.699951171875,1802.199951171875,1865.6500244140625,663278,2022-05-02
2022-05-09,1718.8714599609375,1725.0,1849.0,1575.050048828125,1798.0,544627,2022-05-09
2022-05-16,1623.9100341796875,1629.699951171875,1780.1500244140625,1610.0,1729.9000244140625,1767696,2022-05-16
2022-05-23,1585.0484619140625,1590.699951171875,1659.75,1496.0999755859375,1631.0,387113,2022-05-23
2022-05-30,1561.0341796875,1566.5999755859375,1645.0,1550.0999755859375,1610.0,1219164,2022-05-30
2022-06-06,1515.6959228515625,1521.0999755859375,1590.6500244140625,1508.300048828125,1568.0999755859375,774062,2022-06-06
2022-06-13,1482.2152099609375,1487.5,1574.0,1465.0,1514.0,1388295,2022-06-13
2022-06-20,1583.005859375,1588.6500244140625,1596.0,1457.5999755859375,1484.699951171875,603173,2022-06-20
2022-06-27,1758.629638671875,1764.9000244140625,1858.9000244140625,1600.0,1620.0,1616545,2022-06-27
2022-07-04,2005.94775390625,2013.0999755859375,2057.800048828125,1729.25,1750.0,1877795,2022-07-04
2022-07-11,1992.1968994140625,1999.300048828125,2095.0,1960.0,2005.800048828125,931018,2022-07-11
2022-07-18,2142.959228515625,2150.60009765625,2360.0,1999.449951171875,2028.8499755859375,4799985,2022-07-18
2022-07-25,2075.978759765625,2082.0,2164.0,2072.0,2135.0,1545301,2022-07-25
2022-08-01,2300.078857421875,2306.75,2398.0,1981.0,2100.0,3122064,2022-08-01
2022-08-08,2232.923583984375,2239.39990234375,2364.949951171875,2206.050048828125,2272.14990234375,952257,2022-08-08
2022-08-15,2166.41650390625,2172.699951171875,2250.0,2150.0,2239.39990234375,578664,2022-08-15
2022-08-22,2144.131103515625,2150.35009765625,2174.0,2034.050048828125,2172.550048828125,1560118,2022-08-22
2022-08-29,2285.670654296875,2292.300048828125,2324.89990234375,2061.0,2061.0,1475963,2022-08-29
2022-09-05,2737.2607421875,2745.199951171875,2768.0,2295.050048828125,2313.199951171875,4424715,2022-09-05
2022-09-12,2560.423828125,2567.85009765625,2823.0,2510.0,2725.0,2436933,2022-09-12
2022-09-19,2764.332275390625,2772.35009765625,2855.0,2485.0,2572.800048828125,2192997,2022-09-19
2022-09-26,2736.413330078125,2744.35009765625,2794.39990234375,2476.0,2737.75,2472849,2022-09-26
2022-10-03,2737.609375,2745.550048828125,2784.949951171875,2678.050048828125,2709.0,1270256,2022-10-03
2022-10-10,2636.253662109375,2643.89990234375,2804.10009765625,2621.85009765625,2720.0,1013270,2022-10-10
2022-10-17,2699.22119140625,2707.050048828125,2881.89990234375,2595.0,2621.10009765625,2378800,2022-10-17
2022-10-24,2660.583251953125,2668.300048828125,2870.0,2634.199951171875,2737.0,1569563,2022-10-24
2022-10-31,2876.706298828125,2885.050048828125,2936.64990234375,2671.75,2675.0,2359552,2022-10-31
2022-11-07,2565.707763671875,2573.14990234375,2969.85009765625,2505.0,2900.0,2800315,2022-11-07
2022-11-14,2567.702392578125,2575.14990234375,2627.949951171875,2480.0,2583.449951171875,3033115,2022-11-14
2022-11-21,2580.814697265625,2588.300048828125,2725.0,2531.550048828125,2575.0,2724585,2022-11-21
2022-11-28,2924.816650390625,2933.300048828125,2973.5,2565.35009765625,2570.0,16622765,2022-11-28
2022-12-05,3001.494384765625,3010.199951171875,3039.89990234375,2855.0,2940.0,1568201,2022-12-05
2022-12-12,2913.400146484375,2921.85009765625,3025.449951171875,2735.10009765625,3020.0,1339826,2022-12-12
2022-12-19,2770.46435546875,2778.5,3046.199951171875,2750.0,2921.85009765625,1417573,2022-12-19
2022-12-26,2767.523193359375,2775.550048828125,2838.699951171875,2665.10009765625,2778.0,920087,2022-12-26
2023-01-02,2697.57568359375,2705.39990234375,2832.449951171875,2681.050048828125,2757.949951171875,705840,2023-01-02
2023-01-09,2645.127685546875,2652.800048828125,2761.199951171875,2595.0,2720.0,815324,2023-01-09
2023-01-16,2627.1298828125,2634.75,2664.0,2580.050048828125,2645.0,646522,2023-01-16
2023-01-23,2658.04052734375,2665.75,2685.800048828125,2533.550048828125,2640.949951171875,523449,2023-01-23
2023-01-30,2681.970947265625,2689.75,2740.0,2528.0,2660.0,1010138,2023-01-30
2023-02-06,2547.162353515625,2554.550048828125,2694.85009765625,2506.0,2674.0,660388,2023-02-06
2023-02-13,2414.646484375,2421.64990234375,2569.89990234375,2396.449951171875,2550.0,888653,2023-02-13
2023-02-20,2545.72412109375,2551.050048828125,2577.14990234375,2375.0,2400.0,973472,2023-02-20
2023-02-27,2701.398681640625,2707.050048828125,2861.949951171875,2521.300048828125,2566.0,1552695,2023-02-27
2023-03-06,2696.109375,2701.75,2814.0,2673.050048828125,2701.89990234375,485973,2023-03-06
2023-03-13,2544.925537109375,2550.25,2749.0,2526.5,2697.75,1047185,2023-03-13
2023-03-20,2546.0732421875,2551.39990234375,2660.0,2422.0,2650.0,651404,2023-03-20
2023-03-27,2541.28369140625,2546.60009765625,2585.0,2468.0,2567.85009765625,1183826,2023-03-27
2023-04-03,2592.476318359375,2597.89990234375,2628.949951171875,2532.14990234375,2560.0,1020646,2023-04-03
2023-04-10,2593.125,2598.550048828125,2655.5,2547.75,2598.0,1402698,2023-04-10
2023-04-17,2590.4306640625,2595.85009765625,2750.0,2570.10009765625,2598.449951171875,742641,2023-04-17
2023-04-24,2583.79443359375,2589.199951171875,2608.800048828125,2485.0,2600.050048828125,1953337,2023-04-24
2023-05-01,2634.3388671875,2639.85009765625,2649.0,2530.60009765625,2589.199951171875,654781,2023-05-01
2023-05-08,2743.809814453125,2749.550048828125,2789.0,2600.050048828125,2650.0,745816,2023-05-08
2023-05-15,2695.261474609375,2700.89990234375,2834.39990234375,2622.14990234375,2755.0,1238518,2023-05-15
2023-05-22,2775.79296875,2781.60009765625,2784.800048828125,2664.800048828125,2706.199951171875,677939,2023-05-22
2023-05-29,2878.1787109375,2884.199951171875,2988.0,2782.300048828125,2788.0,1297067,2023-05-29
2023-06-05,2842.50341796875,2848.449951171875,2928.35009765625,2836.5,2899.0,426375,2023-06-05
2023-06-12,2982.46044921875,2988.699951171875,3064.39990234375,2783.25,2871.60009765625,801461,2023-06-12
2023-06-19,3157.4443359375,3164.050048828125,3398.699951171875,2952.449951171875,2984.0,1569225,2023-06-19
2023-06-26,3168.271728515625,3174.89990234375,3253.0,3099.10009765625,3174.89990234375,762069,2023-06-26
2023-07-03,3179.19873046875,3185.85009765625,3242.0,3142.25,3198.800048828125,817951,2023-07-03
2023-07-10,3280.38720703125,3287.25,3385.89990234375,3125.0,3199.949951171875,664950,2023-07-10
2023-07-17,3212.62890625,3219.35009765625,3316.0,3150.0,3316.0,732907,2023-07-17
2023-07-24,3091.9814453125,3098.449951171875,3236.300048828125,3090.0,3220.0,466401,2023-07-24
2023-07-31,3097.456787109375,3102.449951171875,3174.949951171875,2982.10009765625,3098.050048828125,684085,2023-07-31
2023-08-07,2845.612548828125,2850.199951171875,3110.89990234375,2845.0,3110.89990234375,721599,2023-08-07
2023-08-14,2781.31640625,2785.800048828125,2930.0,2758.0,2849.0,643747,2023-08-14
2023-08-21,2878.110595703125,2882.75,2898.0,2763.10009765625,2802.5,776153,2023-08-21
2023-08-28,2983.340576171875,2988.14990234375,3012.25,2832.199951171875,2906.800048828125,2415805,2023-08-28
2023-09-04,3307.66796875,3313.0,3345.0,2962.0,3015.0,1433570,2023-09-04
2023-09-11,3313.75830078125,3319.10009765625,3736.39990234375,3134.14990234375,3329.0,2037283,2023-09-11
2023-09-18,3195.1494140625,3200.300048828125,3385.550048828125,3165.800048828125,3319.699951171875,603813,2023-09-18
2023-09-25,2983.490478515625,2988.300048828125,3228.699951171875,2905.0,3200.0,2082365,2023-09-25
2023-10-02,2970.11181640625,2974.89990234375,3045.0,2935.10009765625,2988.300048828125,609982,2023-10-02
2023-10-09,2961.92529296875,2966.699951171875,2995.0,2890.60009765625,2950.0,994679,2023-10-09
2023-10-16,3021.27978515625,3026.14990234375,3049.64990234375,2920.0,2985.0,988504,2023-10-16
2023-10-23,3058.469482421875,3063.39990234375,3075.550048828125,2879.25,3036.75,720377,2023-10-23
2023-10-30,3194.200927734375,3199.35009765625,3227.0,3003.0,3070.0,676866,2023-10-30
2023-11-06,3190.606689453125,3195.75,3261.14990234375,3109.800048828125,3210.0,470272,2023-11-06
2023-11-13,3159.756591796875,3164.85009765625,3223.949951171875,3129.85009765625,3199.699951171875,382345,2023-11-13
2023-11-20,3455.379638671875,3460.949951171875,3830.0,3131.0,3150.0,3846552,2023-11-20
2023-11-27,3286.40234375,3291.699951171875,3505.550048828125,3281.85009765625,3460.949951171875,825631,2023-11-27
2023-12-04,3568.447509765625,3574.199951171875,3615.0,3260.25,3304.75,3611484,2023-12-04
2023-12-11,3650.664794921875,3656.550048828125,4050.0,3570.0,3605.0,2196711,2023-12-11
2023-12-18,3582.3251953125,3588.10009765625,3711.699951171875,3399.75,3657.0,826681,2023-12-18
2023-12-25,3535.949951171875,3541.64990234375,3690.449951171875,3515.050048828125,3588.10009765625,463576,2023-12-25
2024-01-01,3745.0126953125,3751.050048828125,3824.0,3483.5,3575.0,1222826,2024-01-01
2024-01-08,3890.9775390625,3897.25,4069.449951171875,3711.5,3751.050048828125,1181438,2024-01-08
2024-01-15,3848.29638671875,3854.5,4043.14990234375,3670.050048828125,3897.949951171875,1404573,2024-01-15
2024-01-22,3981.481689453125,3987.89990234375,4119.9501953125,3776.0,3854.5,744508,2024-01-22
2024-01-29,3638.13525390625,3644.0,4105.0,3601.0,3915.0,1488610,2024-01-29
2024-02-05,3453.632568359375,3459.199951171875,3705.0,3441.14990234375,3645.0,1205211,2024-02-05
2024-02-12,3651.86328125,3657.75,3746.0,3430.25,3509.64990234375,625329,2024-02-12
2024-02-19,3618.88916015625,3622.64990234375,3747.800048828125,3567.0,3720.0,506146,2024-02-19
2024-02-26,3710.04443359375,3713.89990234375,3824.800048828125,3432.300048828125,3644.0,1218361,2024-02-26
2024-03-04,3495.06787109375,3498.699951171875,3763.800048828125,3472.60009765625,3741.050048828125,853773,2024-03-04
2024-03-11,3556.953369140625,3560.64990234375,3679.949951171875,3398.5,3524.949951171875,916378,2024-03-11
2024-03-18,3740.063232421875,3743.949951171875,3772.050048828125,3471.14990234375,3539.550048828125,810838,2024-03-18
2024-03-25,3732.720947265625,3736.60009765625,3845.0,3702.60009765625,3743.949951171875,718784,2024-03-25
2024-04-01,3609.748779296875,3613.5,3818.949951171875,3590.0,3817.949951171875,987116,2024-04-01
2024-04-08,3522.28955078125,3525.949951171875,3634.699951171875,3484.0,3620.0,421269,2024-04-08
2024-04-15,3492.820068359375,3496.449951171875,3563.449951171875,3457.199951171875,3500.0,897111,2024-04-15
2024-04-22,3620.23779296875,3624.0,3659.0,3473.5,3500.0,698677,2024-04-22
2024-04-29,3815.48486328125,3819.449951171875,3825.800048828125,3612.050048828125,3643.0,1100593,2024-04-29
2024-05-06,4065.724853515625,4069.949951171875,4162.5,3809.050048828125,3821.0,1547292,2024-05-06
2024-05-13,3795.75537109375,3799.699951171875,4090.0,3685.949951171875,4090.0,1633836,2024-05-13
2024-05-20,3821.22900390625,3825.199951171875,3874.449951171875,3620.0,3804.85009765625,1044961,2024-05-20
2024-05-27,3573.13671875,3576.85009765625,3868.0,3500.0,3825.199951171875,1417815,2024-05-27
2024-06-03,3926.669189453125,3930.75,3955.39990234375,3515.050048828125,3699.60009765625,1440827,2024-06-03
2024-06-10,4302.52880859375,4307.0,4320.0,3929.199951171875,3935.0,1496225,2024-06-10
2024-06-17,3979.11474609375,3983.25,4400.0,3925.14990234375,4307.0,2238438,2024-06-17
2024-06-24,4254.82861328125,4259.25,4358.35009765625,3955.0,3990.0,1657574,2024-06-24
2024-07-01,4227.40673828125,4231.7998046875,4424.89990234375,4087.14990234375,4250.0,1099766,2024-07-01
2024-07-08,4149.3876953125,4153.7001953125,4681.7001953125,4110.0,4254.0,3082058,2024-07-08
2024-07-15,3998.1953125,4002.35009765625,4160.75,3980.0,4160.0,1178196,2024-07-15
2024-07-22,4158.62890625,4162.9501953125,4191.85009765625,3911.14990234375,3990.0,938544,2024-07-22
2024-07-29,4047.468994140625,4050.199951171875,4238.25,4001.10009765625,4175.0,1592853,2024-07-29
2024-08-05,4004.447998046875,4007.14990234375,4129.89990234375,3859.5,3966.75,915169,2024-08-05
2024-08-12,4008.54541015625,4011.25,4045.5,3900.0,4007.5,600300,2024-08-12
2024-08-19,4061.659423828125,4064.39990234375,4160.0,3965.0,4011.25,620116,2024-08-19
2024-08-26,4028.082275390625,4030.800048828125,4197.0,3985.10009765625,4070.0,887310,2024-08-26
2024-09-02,3909.761962890625,3912.39990234375,4168.85009765625,3892.050048828125,4058.0,1150088,2024-09-02
2024-09-09,4095.087158203125,4097.85009765625,4141.9501953125,3871.60009765625,3932.699951171875,1706875,2024-09-09
2024-09-16,4289.05615234375,4291.9501953125,4450.64990234375,3939.60009765625,4099.7998046875,2770516,2024-09-16
2024-09-23,4144.154296875,4146.9501953125,4366.64990234375,4082.0,4186.0498046875,1262233,2024-09-23
2024-09-30,4075.650146484375,4078.39990234375,4406.0,4042.800048828125,4159.0,1115981,2024-09-30
2024-10-07,4222.80078125,4225.64990234375,4310.7001953125,3927.0,4127.64990234375,1092803,2024-10-07
2024-10-14,4485.7236328125,4488.75,4536.0,4161.5498046875,4239.9501953125,1044016,2024-10-14
2024-10-21,4624.6298828125,4627.75,4810.7998046875,4352.0,4489.0,1623392,2024-10-21
2024-10-28,4470.88330078125,4473.89990234375,4737.64990234375,4367.5,4616.0,648371,2024-10-28
2024-11-04,3887.9267578125,3890.550048828125,4515.0,3866.0,4449.7001953125,964984,2024-11-04
2024-11-11,3438.18017578125,3440.5,3888.050048828125,3361.60009765625,3888.050048828125,1786221,2024-11-11
2024-11-18,3472.057373046875,3474.39990234375,3670.0,3370.0,3460.0,1105361,2024-11-18
2024-11-25,3588.129150390625,3590.550048828125,3649.0,3334.300048828125,3504.25,2756324,2024-11-25
2024-12-02,3677.66845703125,3680.14990234375,3767.0,3500.0,3590.0,1558023,2024-12-02
2024-12-09,3651.1865234375,3653.64990234375,3798.0,3564.89990234375,3699.5,904010,2024-12-09
2024-12-16,3616.659912109375,3619.10009765625,3825.0,3592.85009765625,3650.0,1237484,2024-12-16
2024-12-23,3587.079833984375,3589.5,3670.5,3514.300048828125,3610.050048828125,447678,2024-12-23
2024-12-30,3607.216064453125,3609.64990234375,3693.60009765625,3489.25,3575.0,852738,2024-12-30
2025-01-06,3452.1708984375,3454.5,3673.64990234375,3425.0,3602.0,1014311,2025-01-06
2025-01-13,3406.501708984375,3408.800048828125,3448.300048828125,3219.449951171875,3406.10009765625,959927,2025-01-13
2025-01-20,3229.970703125,3232.14990234375,3485.0,3204.050048828125,3402.25,862211,2025-01-20
2025-01-27,3172.859375,3175.0,3354.0,3069.0,3224.050048828125,1742060,2025-01-27
2025-02-03,2907.88818359375,2909.85009765625,3203.050048828125,2890.0,3175.0,1732416,2025-02-03
2025-02-10,2580.5,2580.5,2950.85009765625,2555.0,2909.85009765625,1395740,2025-02-10
2025-02-17,2685.64990234375,2685.64990234375,2797.14990234375,2513.5,2540.050048828125,1486844,2025-02-17
2025-02-24,2462.14990234375,2462.14990234375,2686.699951171875,2407.10009765625,2660.0,1254172,2025-02-24
2025-03-03,2701.800048828125,2701.800048828125,2760.0,2419.35009765625,2462.14990234375,3467788,2025-03-03
2025-03-10,2926.550048828125,2926.550048828125,2964.550048828125,2684.949951171875,2706.0,3775908,2025-03-10
2025-03-17,2872.14990234375,2872.14990234375,2967.5,2815.0,2897.0,1725592,2025-03-17
2025-03-24,2769.35009765625,2769.35009765625,2899.699951171875,2676.5,2879.949951171875,2769385,2025-03-24
2025-03-31,2637.25,2637.25,2786.35009765625,2618.550048828125,2769.35009765625,720149,2025-03-31
2025-04-07,2509.699951171875,2509.699951171875,2626.35009765625,2486.75,2501.0,1454351,2025-04-07
2025-04-14,2495.800048828125,2495.800048828125,2593.0,2463.10009765625,2509.699951171875,2050851,2025-04-14
2025-04-21,2573.89990234375,2573.89990234375,2702.39990234375,2485.5,2510.0,3143293,2025-04-21
2025-04-28,2900.199951171875,2900.199951171875,2934.39990234375,2565.300048828125,2572.0,3402837,2025-04-28
2025-05-05,2860.300048828125,2860.300048828125,3007.0,2803.0,2913.0,1664915,2025-05-05
2025-05-12,3044.60009765625,3044.60009765625,3075.0,2892.0,2904.60009765625,1824219,2025-05-12
2025-05-19,3046.800048828125,3046.800048828125,3255.0,2966.39990234375,3077.0,2279062,2025-05-19
2025-05-26,3062.10009765625,3062.10009765625,3090.89990234375,3002.10009765625,3050.0,1074961,2025-05-26
2025-06-02,3067.0,3067.0,3119.0,3001.0,3020.0,905067,2025-06-02
2025-06-09,2936.199951171875,2936.199951171875,3119.89990234375,2895.0,3070.0,1165138,2025-06-09
2025-06-16,2926.300048828125,2926.300048828125,3020.0,2835.5,2936.5,1346334,2025-06-16
2025-06-23,3082.10009765625,3082.10009765625,3117.0,2826.60009765625,2901.199951171875,3192601,2025-06-23
2025-06-30,2988.0,2988.0,3140.0,2917.0,3084.0,1635441,2025-06-30
2025-07-07,2869.800048828125,2869.800048828125,3015.0,2836.60009765625,2969.0,982605,2025-07-07
2025-07-14,2930.300048828125,2930.300048828125,2946.89990234375,2855.800048828125,2868.89990234375,467020,2025-07-14
