Date,Adj Close_DJML.NS,Close_DJML.NS,High_DJML.NS,Low_DJML.NS,Open_DJML.NS,Volume_DJML.NS,Date
2022-12-05,55.03402328491211,55.11666488647461,65.0,55.11666488647461,63.266666412353516,389487,2022-12-05
2022-12-12,57.4803466796875,57.56666564941406,57.56666564941406,47.266666412353516,55.416664123535156,117357,2022-12-12
2022-12-19,51.322933197021484,51.400001525878906,60.33333206176758,51.400001525878906,60.33333206176758,115734,2022-12-19
2022-12-26,50.94017028808594,51.016666412353516,53.93333435058594,48.016666412353516,53.150001525878906,46878,2022-12-26
2023-01-02,50.72383117675781,50.79999923706055,52.33333206176758,47.33333206176758,51.266666412353516,100995,2023-01-02
2023-01-09,51.88874816894531,51.96666717529297,52.61666488647461,47.36666488647461,50.70000076293945,54234,2023-01-09
2023-01-16,51.689048767089844,51.766666412353516,53.666664123535156,50.516666412353516,52.08333206176758,50469,2023-01-16
2023-01-23,48.57705307006836,48.650001525878906,52.599998474121094,48.5,52.516666412353516,37362,2023-01-23
2023-01-30,47.2457160949707,47.31666564941406,50.86666488647461,46.21666717529297,48.916664123535156,78462,2023-01-30
2023-02-06,47.678401947021484,47.75,51.33333206176758,45.0,45.0,234762,2023-02-06
2023-02-13,47.37885665893555,47.45000076293945,49.883331298828125,45.400001525878906,48.349998474121094,38376,2023-02-13
2023-02-20,43.95066833496094,44.016666412353516,48.650001525878906,41.95000076293945,47.86666488647461,166575,2023-02-20
2023-02-27,46.79639434814453,46.86666488647461,49.883331298828125,40.03333282470703,44.0,231300,2023-02-27
2023-03-06,47.91138458251953,47.983333587646484,48.349998474121094,45.78333282470703,48.166664123535156,47133,2023-03-06
2023-03-13,44.28350067138672,44.349998474121094,48.96666717529297,43.0,47.383331298828125,46593,2023-03-13
2023-03-20,46.76311111450195,46.83333206176758,47.33333206176758,41.666664123535156,43.0,61449,2023-03-20
2023-03-27,45.13222885131836,45.20000076293945,46.633331298828125,42.78333282470703,45.36666488647461,53922,2023-03-27
2023-04-03,49.2760009765625,49.349998474121094,52.96666717529297,44.29999923706055,45.68333435058594,79104,2023-04-03
2023-04-10,48.44392013549805,48.516666412353516,50.68333435058594,47.33333206176758,49.18333435058594,33972,2023-04-10
2023-04-17,47.77825164794922,47.849998474121094,49.61666488647461,46.71666717529297,48.29999923706055,43746,2023-04-17
2023-04-24,47.82817840576172,47.900001525878906,49.5,45.43333435058594,47.68333435058594,37449,2023-04-24
2023-05-01,46.04751968383789,46.11666488647461,48.666664123535156,43.400001525878906,47.900001525878906,70932,2023-05-01
2023-05-08,48.959808349609375,49.03333282470703,51.166664123535156,44.666664123535156,46.25,207180,2023-05-08
2023-05-15,57.71333312988281,57.79999923706055,69.66666412353516,49.06666564941406,49.06666564941406,1058415,2023-05-15
2023-05-22,58.14601516723633,58.233333587646484,64.78333282470703,53.31666564941406,59.166664123535156,165609,2023-05-22
2023-05-29,56.049163818359375,56.133331298828125,59.133331298828125,55.03333282470703,59.133331298828125,123786,2023-05-29
2023-06-05,56.33207321166992,56.416664123535156,57.916664123535156,54.983333587646484,57.650001525878906,110490,2023-06-05
2023-06-12,54.135372161865234,54.21666717529297,57.733333587646484,54.016666412353516,57.133331298828125,74817,2023-06-12
2023-06-19,49.936885833740234,49.96666717529297,55.11666488647461,47.78333282470703,55.0,193524,2023-06-19
2023-06-26,51.51927185058594,51.54999923706055,57.54999923706055,47.53333282470703,49.68333435058594,465861,2023-06-26
2023-07-03,48.95413589477539,48.983333587646484,53.983333587646484,48.0,50.06666564941406,191946,2023-07-03
2023-07-10,48.770912170410156,48.79999923706055,50.20000076293945,48.416664123535156,49.633331298828125,50457,2023-07-10
2023-07-17,48.521060943603516,48.54999923706055,49.983333587646484,47.516666412353516,48.71666717529297,40845,2023-07-17
2023-07-24,52.0356330871582,52.06666564941406,52.79999923706055,47.75,47.766666412353516,103842,2023-07-24
2023-07-31,53.551395416259766,53.58333206176758,56.33333206176758,51.849998474121094,52.33333206176758,289437,2023-07-31
2023-08-07,53.36817169189453,53.400001525878906,55.31666564941406,51.70000076293945,54.58333206176758,204498,2023-08-07
2023-08-14,49.07073211669922,49.099998474121094,53.400001525878906,48.46666717529297,52.233333587646484,113442,2023-08-14
2023-08-21,50.93628692626953,50.96666717529297,55.666664123535156,49.53333282470703,50.900001525878906,181929,2023-08-21
2023-08-28,51.2694206237793,51.29999923706055,53.33333206176758,50.016666412353516,51.04999923706055,283263,2023-08-28
2023-09-04,51.23611068725586,51.266666412353516,52.666664123535156,49.33333206176758,52.666664123535156,84849,2023-09-04
2023-09-11,50.0867919921875,50.11666488647461,54.266666412353516,48.133331298828125,51.78333282470703,128931,2023-09-11
2023-09-18,49.120704650878906,49.150001525878906,50.916664123535156,48.45000076293945,49.900001525878906,20229,2023-09-18
2023-09-25,49.936885833740234,49.96666717529297,50.18333435058594,47.349998474121094,49.70000076293945,54609,2023-09-25
2023-10-02,50.969600677490234,51.0,51.33333206176758,48.86666488647461,49.96666717529297,42663,2023-10-02
2023-10-09,49.986854553222656,50.016666412353516,50.96666717529297,48.45000076293945,49.5,28704,2023-10-09
2023-10-16,50.65312576293945,50.68333435058594,52.83333206176758,49.33333206176758,51.016666412353516,86427,2023-10-16
2023-10-23,49.6037483215332,49.633331298828125,51.68333435058594,48.31666564941406,51.68333435058594,27705,2023-10-23
2023-10-30,50.2367057800293,50.266666412353516,52.29999923706055,49.36666488647461,49.86666488647461,40986,2023-10-30
2023-11-06,53.651336669921875,53.68333435058594,55.133331298828125,50.483333587646484,51.25,149775,2023-11-06
2023-11-13,51.885719299316406,51.916664123535156,54.166664123535156,51.70000076293945,53.599998474121094,40878,2023-11-13
2023-11-20,50.886314392089844,50.916664123535156,54.0,50.08333206176758,52.53333282470703,50430,2023-11-20
2023-11-27,50.103450775146484,50.133331298828125,52.70000076293945,48.349998474121094,50.916664123535156,703161,2023-11-27
2023-12-04,51.919036865234375,51.95000076293945,52.56666564941406,48.86666488647461,50.21666717529297,440934,2023-12-04
2023-12-11,51.819091796875,51.849998474121094,54.79999923706055,48.400001525878906,52.233333587646484,856377,2023-12-11
