Date,Adj Close_SONACOMS.NS,Close_SONACOMS.NS,High_SONACOMS.NS,Low_SONACOMS.NS,Open_SONACOMS.NS,Volume_SONACOMS.NS,Date
2022-04-04,642.927490234375,654.9500122070312,683.2999877929688,644.7000122070312,663.7000122070312,4179466,2022-04-04
2022-04-11,609.5025634765625,620.9000244140625,661.25,619.0499877929688,657.7999877929688,1964083,2022-04-11
2022-04-18,658.9282836914062,671.25,683.3499755859375,610.9000244140625,613.5,5119848,2022-04-18
2022-04-25,623.8836059570312,635.5499877929688,688.0,630.9500122070312,664.0999755859375,4072994,2022-04-25
2022-05-02,584.1761474609375,595.0999755859375,639.7999877929688,590.5,627.0,3295023,2022-05-02
2022-05-09,558.7515869140625,569.2000122070312,614.5,543.25,586.4500122070312,5838993,2022-05-09
2022-05-16,545.1067504882812,555.2999877929688,592.7000122070312,526.5,572.2000122070312,5253293,2022-05-16
2022-05-23,528.0751953125,537.9500122070312,570.7999877929688,519.0499877929688,555.0,3327849,2022-05-23
2022-05-30,562.4818115234375,573.0,589.0,541.5499877929688,544.75,3562346,2022-05-30
2022-06-06,590.5078125,601.5499877929688,609.0,568.0499877929688,572.0,4618486,2022-06-06
2022-06-13,556.3956909179688,566.7999877929688,608.2000122070312,551.25,586.0,3022321,2022-06-13
2022-06-20,569.40234375,580.0499877929688,584.4000244140625,536.5,565.0,4039009,2022-06-20
2022-06-27,557.279052734375,567.7000122070312,592.2000122070312,547.0,592.2000122070312,2383482,2022-06-27
2022-07-04,557.7896118164062,567.4500122070312,579.0,556.4500122070312,568.7000122070312,1960457,2022-07-04
2022-07-11,560.4927368164062,570.2000122070312,586.6500244140625,562.0,566.0999755859375,2554361,2022-07-11
2022-07-18,565.4075317382812,575.2000122070312,586.7999877929688,566.8499755859375,575.0,2255606,2022-07-18
2022-07-25,558.6741943359375,568.3499755859375,576.9500122070312,545.9000244140625,576.9000244140625,2994713,2022-07-25
2022-08-01,548.1564331054688,557.6500244140625,607.0,554.5,571.4000244140625,4847061,2022-08-01
2022-08-08,560.1486206054688,569.8499755859375,575.9000244140625,557.5499877929688,563.5,1975747,2022-08-08
2022-08-15,511.98291015625,520.8499755859375,576.0,507.20001220703125,569.8499755859375,72170963,2022-08-15
2022-08-22,521.7634887695312,530.7999877929688,537.7000122070312,516.0499877929688,521.1500244140625,23334314,2022-08-22
2022-08-29,515.0792846679688,524.0,528.5499877929688,516.0,516.6500244140625,7166432,2022-08-29
2022-09-05,518.0281372070312,527.0,533.3499755859375,517.0,523.0999755859375,5742732,2022-09-05
2022-09-12,506.6748046875,515.4500122070312,548.4000244140625,508.1000061035156,528.7999877929688,10433850,2022-09-12
2022-09-19,466.9134521484375,475.0,524.5,468.6499938964844,516.5,12861386,2022-09-19
2022-09-26,455.8549499511719,463.75,480.6000061035156,455.25,474.8999938964844,6287035,2022-09-26
2022-10-03,463.4730224609375,471.5,484.1499938964844,453.0,463.75,4602237,2022-10-03
2022-10-10,452.07049560546875,459.8999938964844,471.0,455.25,466.0,2308622,2022-10-10
2022-10-17,469.2725830078125,477.3999938964844,497.04998779296875,454.1499938964844,459.3999938964844,6082495,2022-10-17
2022-10-24,456.29730224609375,464.20001220703125,493.5,461.3500061035156,477.3999938964844,2027196,2022-10-24
2022-10-31,453.0534973144531,460.8999938964844,485.8999938964844,460.1000061035156,472.0,5258644,2022-10-31
2022-11-07,450.35028076171875,458.1499938964844,466.6499938964844,451.0,463.6499938964844,3173601,2022-11-07
2022-11-14,438.0630798339844,445.6499938964844,463.45001220703125,438.1499938964844,459.45001220703125,4419517,2022-11-14
2022-11-21,435.015869140625,442.54998779296875,456.0,426.29998779296875,443.0,4123149,2022-11-21
2022-11-28,454.18389892578125,462.04998779296875,467.8999938964844,439.70001220703125,441.79998779296875,5418780,2022-11-28
2022-12-05,430.6907958984375,438.1499938964844,463.79998779296875,437.0,463.79998779296875,3074310,2022-12-05
2022-12-12,444.7964782714844,452.5,483.54998779296875,430.04998779296875,440.0,5704655,2022-12-12
2022-12-19,393.7308654785156,400.54998779296875,466.0,399.3500061035156,453.0,4668847,2022-12-19
2022-12-26,412.3582763671875,419.5,429.70001220703125,398.04998779296875,403.0,3833899,2022-12-26
2023-01-02,410.392333984375,417.5,429.25,407.3500061035156,422.70001220703125,3642148,2023-01-02
2023-01-09,418.4035949707031,425.6499938964844,458.79998779296875,416.5,420.0,16811204,2023-01-09
2023-01-16,401.0049133300781,407.95001220703125,430.95001220703125,407.1000061035156,428.5,3416984,2023-01-16
2023-01-23,443.91180419921875,451.6000061035156,464.8500061035156,409.04998779296875,409.8999938964844,9323095,2023-01-23
2023-01-30,437.2275390625,444.79998779296875,469.6000061035156,438.45001220703125,453.0,6650048,2023-01-30
2023-02-06,454.9211120605469,462.79998779296875,477.8999938964844,441.0,441.0,7047079,2023-02-06
2023-02-13,456.13543701171875,462.70001220703125,471.0,444.6000061035156,463.5,3590477,2023-02-13
2023-02-20,454.3609924316406,460.8999938964844,477.79998779296875,455.3500061035156,463.0,3557390,2023-02-20
2023-02-27,449.3825988769531,455.8500061035156,466.54998779296875,438.0,460.5,2744010,2023-02-27
2023-03-06,430.1100158691406,436.29998779296875,463.70001220703125,434.04998779296875,455.8500061035156,3094504,2023-03-06
2023-03-13,412.56256103515625,418.5,441.8999938964844,403.29998779296875,414.25,37867139,2023-03-13
2023-03-20,404.9225158691406,410.75,424.3999938964844,401.25,418.0,8057456,2023-03-20
2023-03-27,407.6334533691406,413.5,424.5,401.1000061035156,411.8999938964844,6483160,2023-03-27
2023-04-03,417.29443359375,423.29998779296875,426.70001220703125,414.79998779296875,415.70001220703125,2758774,2023-04-03
2023-04-10,438.0458068847656,444.3500061035156,445.8999938964844,417.8999938964844,426.0,6357717,2023-04-10
2023-04-17,459.7336730957031,466.3500061035156,479.8500061035156,437.6000061035156,443.8999938964844,12061245,2023-04-17
2023-04-24,473.19000244140625,480.0,490.0,453.3500061035156,466.75,5836407,2023-04-24
2023-05-01,493.2020263671875,500.29998779296875,511.6000061035156,480.0,480.0,10169852,2023-05-01
2023-05-08,526.423828125,534.0,574.0,502.79998779296875,504.75,31700621,2023-05-08
2023-05-15,528.1983642578125,535.7999877929688,554.5,518.0,536.0,17124323,2023-05-15
2023-05-22,531.5008544921875,539.1500244140625,547.7999877929688,525.75,535.0,12969466,2023-05-22
2023-05-29,524.205810546875,531.75,573.4500122070312,503.0,540.4500122070312,97217047,2023-05-29
2023-06-05,527.7546997070312,535.3499755859375,544.0,523.9500122070312,534.6500244140625,11360402,2023-06-05
2023-06-12,512.62255859375,520.0,537.4500122070312,508.0,535.7000122070312,6599554,2023-06-12
2023-06-19,499.7083435058594,506.8999938964844,530.0,505.29998779296875,521.75,5075389,2023-06-19
2023-06-26,508.5313720703125,515.8499755859375,529.8499755859375,508.1000061035156,508.5,5224165,2023-06-26
2023-07-03,529.2781982421875,535.2999877929688,540.0,508.5,516.0499877929688,7434255,2023-07-03
2023-07-10,541.0938110351562,547.25,552.0,532.0,537.2000122070312,8932564,2023-07-10
2023-07-17,565.6641845703125,572.0999755859375,581.0,537.0999755859375,549.2000122070312,8540412,2023-07-17
2023-07-24,558.742919921875,565.0999755859375,605.25,561.25,573.9000244140625,12025318,2023-07-24
2023-07-31,551.4757080078125,557.75,575.2999877929688,547.0,555.7999877929688,6108135,2023-07-31
2023-08-07,549.3993530273438,555.6500244140625,562.4500122070312,552.5,557.75,3986580,2023-08-07
2023-08-14,560.4732666015625,566.8499755859375,576.5,535.1500244140625,554.9500122070312,6164282,2023-08-14
2023-08-21,579.3583984375,585.9500122070312,625.9500122070312,570.0499877929688,570.0499877929688,11250595,2023-08-21
2023-08-28,585.5875244140625,592.25,605.75,573.5999755859375,589.4000244140625,7783254,2023-08-28
2023-09-04,585.2415161132812,591.9000244140625,597.7999877929688,573.0499877929688,596.0,4588899,2023-09-04
2023-09-11,592.5087890625,599.25,610.0,566.0499877929688,594.5499877929688,7619046,2023-09-11
2023-09-18,573.5247802734375,580.0499877929688,618.0,579.0499877929688,598.0,5292598,2023-09-18
2023-09-25,576.8370971679688,583.4000244140625,595.75,567.5,582.6500244140625,3613988,2023-09-25
2023-10-02,562.6978759765625,569.0999755859375,586.9500122070312,568.0,583.4000244140625,2642844,2023-10-02
2023-10-09,553.7991333007812,560.0999755859375,568.5999755859375,550.2999877929688,565.4000244140625,4011083,2023-10-09
2023-10-16,534.4197387695312,540.5,563.6500244140625,535.9000244140625,560.0499877929688,3271297,2023-10-16
2023-10-23,544.9993896484375,551.2000122070312,563.4000244140625,488.1000061035156,544.5,13221827,2023-10-23
2023-10-30,542.2802124023438,548.4500122070312,557.0499877929688,539.75,554.4000244140625,4328023,2023-10-30
2023-11-06,558.8912353515625,565.25,568.4500122070312,547.1500244140625,551.6500244140625,3557998,2023-11-06
2023-11-13,579.2100219726562,585.7999877929688,603.9000244140625,558.0,570.0,5951440,2023-11-13
2023-11-20,561.7586669921875,568.1500244140625,598.4000244140625,566.9500122070312,586.4000244140625,4469920,2023-11-20
2023-11-27,555.826171875,562.1500244140625,573.4000244140625,551.25,568.1500244140625,8394586,2023-11-27
2023-12-04,565.3675537109375,571.7999877929688,585.5,559.0,565.0,5732561,2023-12-04
2023-12-11,546.581298828125,552.7999877929688,573.0,548.5,571.7999877929688,3871135,2023-12-11
2023-12-18,570.5091552734375,577.0,580.9000244140625,531.5999755859375,556.5,10416970,2023-12-18
2023-12-25,637.249755859375,644.5,651.6500244140625,576.0,577.0,22909598,2023-12-25
2024-01-01,639.8204345703125,647.0999755859375,669.9500122070312,630.0,646.0,9806815,2024-01-01
2024-01-08,598.5401611328125,605.3499755859375,649.25,602.6500244140625,648.0,8103660,2024-01-08
2024-01-15,578.3696899414062,584.9500122070312,605.3499755859375,562.0999755859375,605.3499755859375,5643883,2024-01-15
2024-01-22,578.8146362304688,585.4000244140625,599.0,571.25,584.9500122070312,5172017,2024-01-22
2024-01-29,623.2588500976562,630.3499755859375,641.0,587.0,590.0,9296101,2024-01-29
2024-02-05,612.3826293945312,619.3499755859375,646.9000244140625,590.7000122070312,630.3499755859375,4351103,2024-02-05
2024-02-12,608.470947265625,613.9000244140625,627.9000244140625,580.0,627.0,3708489,2024-02-12
2024-02-19,643.5081787109375,649.25,656.5,605.7000122070312,618.0,13399614,2024-02-19
2024-02-26,665.4127197265625,671.3499755859375,718.8499755859375,643.0499877929688,650.0,18965809,2024-02-26
2024-03-04,678.2977905273438,684.3499755859375,695.25,663.1500244140625,694.2000122070312,6142728,2024-03-04
2024-03-11,635.9258422851562,641.5999755859375,715.2000122070312,603.6500244140625,690.0,15271548,2024-03-11
2024-03-18,685.3350830078125,691.4500122070312,698.7000122070312,631.0999755859375,645.0,10190503,2024-03-18
2024-03-25,699.7068481445312,705.9500122070312,716.0,671.9500122070312,691.4500122070312,6330573,2024-03-25
2024-04-01,656.7401733398438,662.5999755859375,714.0,659.2000122070312,709.9500122070312,6776613,2024-04-01
2024-04-08,673.986328125,680.0,706.0999755859375,642.5,667.0,14857849,2024-04-08
2024-04-15,675.2252807617188,681.25,691.0,652.0,662.0499877929688,5958366,2024-04-15
2024-04-22,641.9719848632812,647.7000122070312,681.0,646.5,671.0,6618254,2024-04-22
2024-04-29,604.8531494140625,610.25,654.2000122070312,604.6500244140625,650.0,10034886,2024-04-29
2024-05-06,584.98046875,590.2000122070312,623.0,588.0,615.0,6800654,2024-05-06
2024-05-13,607.6778564453125,613.0999755859375,616.5999755859375,565.0,590.9500122070312,11464749,2024-05-13
2024-05-20,624.824951171875,630.4000244140625,647.9000244140625,608.5999755859375,612.75,6861216,2024-05-20
2024-05-27,645.3418579101562,651.0999755859375,657.0,610.5499877929688,633.75,11402893,2024-05-27
2024-06-03,658.5738525390625,664.4500122070312,676.0,605.0,675.0,7061562,2024-06-03
2024-06-10,642.566650390625,648.2999877929688,672.0999755859375,640.1500244140625,670.0,5399450,2024-06-10
2024-06-17,624.95361328125,629.0499877929688,664.2999877929688,626.5,648.2999877929688,6310995,2024-06-17
2024-06-24,636.8258056640625,641.0,651.9000244140625,625.0999755859375,629.0499877929688,3845157,2024-06-24
2024-07-01,652.622314453125,656.9000244140625,684.2999877929688,641.8499755859375,644.75,6547132,2024-07-01
2024-07-08,719.6828002929688,724.4000244140625,744.2999877929688,656.0,656.4500122070312,18678909,2024-07-08
2024-07-15,688.9839477539062,693.5,764.5,682.0,731.5999755859375,6689659,2024-07-15
2024-07-22,685.755126953125,690.25,718.0,678.0,686.9500122070312,7304453,2024-07-22
2024-07-29,684.7119140625,689.2000122070312,703.0,663.4000244140625,695.8499755859375,6684399,2024-07-29
2024-08-05,674.379638671875,678.7999877929688,689.0,647.5999755859375,671.0,7571683,2024-08-05
2024-08-12,682.228271484375,686.7000122070312,691.2999877929688,643.75,670.0999755859375,5697925,2024-08-12
2024-08-19,690.8218994140625,695.3499755859375,702.2000122070312,679.0,693.9000244140625,3724130,2024-08-19
2024-08-26,678.9000244140625,683.3499755859375,736.9000244140625,678.0,695.6500244140625,9544212,2024-08-26
2024-09-02,714.2185668945312,718.9000244140625,752.4000244140625,682.5,685.0,18009138,2024-09-02
2024-09-09,719.5337524414062,724.25,746.0,685.5999755859375,714.9000244140625,9225481,2024-09-09
2024-09-16,743.4767456054688,748.3499755859375,759.4500122070312,698.0,730.0,13152146,2024-09-16
2024-09-23,730.6607666015625,735.4500122070312,768.6500244140625,714.0499877929688,763.3499755859375,10282659,2024-09-23
2024-09-30,692.262451171875,696.7999877929688,746.2999877929688,686.5499877929688,734.0,5574139,2024-09-30
2024-10-07,660.7688598632812,665.0999755859375,694.5,661.5,694.0,9556189,2024-10-07
2024-10-14,633.1499633789062,637.2999877929688,669.9500122070312,635.0,666.6500244140625,8205672,2024-10-14
2024-10-21,694.696533203125,699.25,744.9000244140625,626.8499755859375,637.2999877929688,37991666,2024-10-21
2024-10-28,692.6598510742188,697.2000122070312,720.0,669.7999877929688,699.25,9236895,2024-10-28
2024-11-04,699.4155883789062,704.0,720.9000244140625,675.25,700.8499755859375,6292453,2024-11-04
2024-11-11,664.2958374023438,668.6500244140625,714.5999755859375,660.5499877929688,701.0,3359539,2024-11-11
2024-11-18,681.2347412109375,685.7000122070312,696.5999755859375,658.6500244140625,679.0,4362257,2024-11-18
2024-11-25,667.2265625,671.5999755859375,701.0,658.1500244140625,694.0,6850566,2024-11-25
2024-12-02,664.6434936523438,669.0,697.4500122070312,667.0999755859375,671.0,5649577,2024-12-02
2024-12-09,627.6856689453125,631.7999877929688,675.9500122070312,626.0999755859375,669.0,6269658,2024-12-09
2024-12-16,584.6180419921875,588.4500122070312,640.0999755859375,586.5499877929688,631.9000244140625,12525792,2024-12-16
2024-12-23,596.4405517578125,600.3499755859375,601.9000244140625,580.8499755859375,590.5499877929688,5042293,2024-12-23
2024-12-30,587.250732421875,591.0999755859375,607.2999877929688,584.7000122070312,600.5,7315316,2024-12-30
2025-01-06,565.8411254882812,569.5499877929688,595.1500244140625,558.5499877929688,590.0,7090232,2025-01-06
2025-01-13,571.0072021484375,574.75,588.9500122070312,556.25,557.0,8055631,2025-01-13
2025-01-20,521.6309204101562,525.0499877929688,579.9500122070312,510.0,578.5499877929688,16838318,2025-01-20
2025-01-27,500.17156982421875,503.45001220703125,522.1500244140625,493.3500061035156,521.0499877929688,14205980,2025-01-27
2025-02-03,526.1512451171875,529.5999755859375,535.8499755859375,477.6000061035156,500.0,21232360,2025-02-03
2025-02-10,487.616943359375,489.25,534.5,485.0,529.5,8608137,2025-02-10
2025-02-17,505.7562255859375,507.45001220703125,524.6500244140625,475.04998779296875,483.8999938964844,10618899,2025-02-17
2025-02-24,492.2514343261719,493.8999938964844,513.5499877929688,476.70001220703125,504.8500061035156,7047343,2025-02-24
2025-03-03,515.872314453125,517.5999755859375,532.4500122070312,464.04998779296875,503.95001220703125,7468992,2025-03-03
2025-03-10,484.178466796875,485.79998779296875,522.9000244140625,484.45001220703125,518.0,6021677,2025-03-10
2025-03-17,507.6498718261719,509.3500061035156,518.0,481.0,485.1000061035156,4194958,2025-03-17
2025-03-24,459.66058349609375,461.20001220703125,520.5,458.0,512.1500244140625,17071306,2025-03-24
2025-03-31,420.4419250488281,421.8500061035156,468.5,414.1499938964844,461.20001220703125,11124517,2025-03-31
2025-04-07,428.6643981933594,430.1000061035156,431.25,380.0,380.0,8640545,2025-04-07
2025-04-14,450.1922912597656,451.70001220703125,466.0,430.1000061035156,430.1000061035156,11053061,2025-04-14
2025-04-21,452.1357727050781,453.6499938964844,488.0,449.29998779296875,451.70001220703125,14211898,2025-04-21
2025-04-28,496.68658447265625,498.3500061035156,499.29998779296875,452.1000061035156,453.0,18036373,2025-04-28
2025-05-05,498.82940673828125,500.5,515.7999877929688,490.0,497.0,11085075,2025-05-05
2025-05-12,541.0380249023438,542.8499755859375,545.3499755859375,506.5,512.9500122070312,6347599,2025-05-12
2025-05-19,535.5065307617188,537.2999877929688,548.5499877929688,521.6500244140625,544.7999877929688,4500733,2025-05-19
2025-05-26,542.1343994140625,543.9500122070312,559.5,532.0,537.2999877929688,13635294,2025-05-26
2025-06-02,508.4471740722656,510.1499938964844,548.0,508.25,539.9500122070312,9031020,2025-06-02
2025-06-09,500.1748962402344,501.8500061035156,534.6500244140625,467.95001220703125,512.0,8504518,2025-06-09
2025-06-16,485.32464599609375,486.95001220703125,504.5,473.8999938964844,499.3500061035156,15328991,2025-06-16
2025-06-23,477.65032958984375,479.25,488.8999938964844,475.04998779296875,479.8999938964844,12412162,2025-06-23
2025-06-30,476.80316162109375,478.3999938964844,489.0,471.1499938964844,481.5,7073489,2025-06-30
2025-07-07,447.1499938964844,447.1499938964844,480.5,446.1499938964844,478.3999938964844,14893710,2025-07-07
2025-07-14,455.3500061035156,455.3500061035156,470.0,445.5,470.0,8014429,2025-07-14
