Date,Adj Close_ONMOBILE.NS,Close_ONMOBILE.NS,High_ONMOBILE.NS,Low_ONMOBILE.NS,Open_ONMOBILE.NS,Volume_ONMOBILE.NS,Date
2020-07-13,26.652708053588867,28.200000762939453,29.0,27.950000762939453,28.450000762939453,237856,2020-07-13
2020-07-20,27.267044067382812,28.850000381469727,29.950000762939453,27.75,28.25,595283,2020-07-20
2020-07-27,27.645095825195312,29.25,31.700000762939453,28.549999237060547,29.149999618530273,1536251,2020-07-27
2020-08-03,35.489688873291016,37.54999923706055,38.70000076293945,28.850000381469727,29.850000381469727,2751586,2020-08-03
2020-08-10,34.49729919433594,36.5,40.45000076293945,35.70000076293945,37.900001525878906,1490464,2020-08-10
2020-08-17,37.8997688293457,40.099998474121094,41.150001525878906,36.900001525878906,38.04999923706055,1023440,2020-08-17
2020-08-24,37.1436653137207,39.29999923706055,41.45000076293945,38.79999923706055,41.29999923706055,655486,2020-08-24
2020-08-31,36.48207473754883,38.599998474121094,39.849998474121094,35.099998474121094,39.5,890470,2020-08-31
2020-09-07,44.988258361816406,47.599998474121094,47.599998474121094,39.900001525878906,39.95000076293945,1983631,2020-09-07
2020-09-14,44.51569366455078,47.099998474121094,52.400001525878906,45.29999923706055,49.95000076293945,2512706,2020-09-14
2020-09-21,43.64878845214844,44.75,49.45000076293945,39.900001525878906,48.099998474121094,1275912,2020-09-21
2020-09-28,42.28323745727539,43.349998474121094,46.79999923706055,43.25,44.70000076293945,588252,2020-09-28
2020-10-05,39.698448181152344,40.70000076293945,44.849998474121094,40.29999923706055,44.0,432076,2020-10-05
2020-10-12,40.28368377685547,41.29999923706055,45.0,41.0,41.25,725559,2020-10-12
2020-10-19,40.08860397338867,41.099998474121094,42.79999923706055,40.5,42.79999923706055,278958,2020-10-19
2020-10-26,46.331111907958984,47.5,48.20000076293945,41.0,42.0,1619990,2020-10-26
2020-11-02,41.502925872802734,42.54999923706055,50.099998474121094,42.099998474121094,49.70000076293945,2181115,2020-11-02
2020-11-09,40.1861457824707,41.20000076293945,43.79999923706055,40.5,43.0,777441,2020-11-09
2020-11-16,41.063995361328125,42.099998474121094,43.400001525878906,40.849998474121094,41.20000076293945,981677,2020-11-16
2020-11-23,57.840736389160156,59.29999923706055,59.29999923706055,41.95000076293945,42.95000076293945,4710578,2020-11-23
2020-11-30,56.328880310058594,57.75,63.0,55.79999923706055,59.29999923706055,4025201,2020-11-30
2020-12-07,58.23089599609375,59.70000076293945,60.599998474121094,54.25,54.900001525878906,4099823,2020-12-07
2020-12-14,56.8653450012207,58.29999923706055,61.79999923706055,55.20000076293945,61.400001525878906,1296206,2020-12-14
2020-12-21,54.719482421875,56.099998474121094,60.45000076293945,52.650001525878906,59.400001525878906,1574878,2020-12-21
2020-12-28,65.25371551513672,66.9000015258789,71.44999694824219,56.0,56.0,4222468,2020-12-28
2021-01-04,59.498905181884766,61.0,70.19999694824219,60.54999923706055,68.4000015258789,3126027,2021-01-04
2021-01-11,56.81657409667969,58.25,64.05000305175781,56.70000076293945,62.0,2414685,2021-01-11
2021-01-18,52.67116165161133,54.0,58.29999923706055,53.45000076293945,57.20000076293945,952309,2021-01-18
