Date,Adj Close_KFINTECH.NS,Close_KFINTECH.NS,High_KFINTECH.NS,Low_KFINTECH.NS,Open_KFINTECH.NS,Volume_KFINTECH.NS,Date
2023-05-29,326.4915466308594,328.3500061035156,340.0,322.04998779296875,334.70001220703125,1185548,2023-05-29
2023-06-05,339.51739501953125,341.45001220703125,345.0,327.25,328.3999938964844,1167022,2023-06-05
2023-06-12,362.0392150878906,364.1000061035156,366.20001220703125,339.04998779296875,344.0,1707273,2023-06-12
2023-06-19,340.21343994140625,342.1499938964844,367.0,335.1000061035156,365.1000061035156,1051702,2023-06-19
2023-06-26,368.65155029296875,370.75,382.0,340.0,341.0,2031700,2023-06-26
2023-07-03,354.68109130859375,356.70001220703125,386.0,355.04998779296875,374.0,1726196,2023-07-03
2023-07-10,372.8277893066406,374.95001220703125,389.6499938964844,350.54998779296875,360.0,2979054,2023-07-10
2023-07-17,377.45147705078125,379.6000061035156,394.0,371.3500061035156,379.70001220703125,1564914,2023-07-17
2023-07-24,386.9474182128906,389.1499938964844,404.0,370.1000061035156,385.0,1270880,2023-07-24
2023-07-31,386.9474182128906,389.1499938964844,396.25,368.1499938964844,389.1499938964844,2097319,2023-07-31
2023-08-07,380.384765625,382.54998779296875,392.6000061035156,376.3500061035156,391.5,844781,2023-08-07
2023-08-14,377.8988952636719,380.04998779296875,387.29998779296875,375.0,382.54998779296875,845453,2023-08-14
2023-08-21,425.4283752441406,427.8500061035156,439.70001220703125,375.04998779296875,380.75,12118021,2023-08-21
2023-08-28,441.1389465332031,443.6499938964844,453.20001220703125,412.3500061035156,430.79998779296875,4214840,2023-08-28
2023-09-04,458.68902587890625,461.29998779296875,463.8999938964844,437.04998779296875,443.6499938964844,1355206,2023-09-04
2023-09-11,462.3183898925781,464.95001220703125,484.70001220703125,425.54998779296875,463.6499938964844,1647902,2023-09-11
2023-09-18,448.8948059082031,451.45001220703125,470.5,444.3999938964844,463.8999938964844,716840,2023-09-18
2023-09-25,466.7929382324219,469.45001220703125,478.20001220703125,451.79998779296875,455.0,634854,2023-09-25
2023-10-02,461.3737487792969,464.0,493.25,462.0,469.45001220703125,679259,2023-10-02
2023-10-09,465.8482971191406,468.5,483.79998779296875,449.0,455.0,1010514,2023-10-09
2023-10-16,458.73876953125,461.3500061035156,482.8999938964844,444.45001220703125,467.95001220703125,1949654,2023-10-16
2023-10-23,449.1930847167969,451.75,485.0,425.54998779296875,485.0,1474874,2023-10-23
2023-10-30,467.04150390625,469.70001220703125,474.5,446.29998779296875,455.0,1151689,2023-10-30
2023-11-06,508.1574401855469,511.04998779296875,534.4000244140625,467.45001220703125,472.0,4134502,2023-11-06
2023-11-13,528.6906127929688,531.7000122070312,563.7000122070312,512.1500244140625,529.7999877929688,1566996,2023-11-13
2023-11-20,522.2273559570312,525.2000122070312,538.6500244140625,510.0,536.0999755859375,1413162,2023-11-20
2023-11-27,532.12109375,535.1500244140625,544.4000244140625,521.7999877929688,525.2000122070312,1023066,2023-11-27
2023-12-04,516.6093139648438,519.5499877929688,552.25,515.0499877929688,546.7999877929688,841816,2023-12-04
2023-12-11,511.8365173339844,514.75,547.0,482.8500061035156,522.2999877929688,35670472,2023-12-11
2023-12-18,489.0661315917969,491.8500061035156,522.0,456.25,510.79998779296875,7903895,2023-12-18
2023-12-25,479.9679260253906,482.70001220703125,510.79998779296875,480.3500061035156,491.8500061035156,2816926,2023-12-25
2024-01-01,504.0806884765625,506.95001220703125,508.3999938964844,479.20001220703125,485.0,3536269,2024-01-01
2024-01-08,526.6522216796875,529.6500244140625,535.7999877929688,508.04998779296875,508.3999938964844,3570284,2024-01-08
2024-01-15,539.7774658203125,542.8499755859375,546.0,512.4000244140625,529.6500244140625,1881613,2024-01-15
2024-01-22,537.2916259765625,540.3499755859375,555.25,538.9000244140625,542.8499755859375,1306115,2024-01-22
2024-01-29,632.6488037109375,636.25,654.7000122070312,543.0,543.0,8718260,2024-01-29
2024-02-05,675.4551391601562,679.2999877929688,694.5,625.0,634.4000244140625,3516982,2024-02-05
2024-02-12,648.3096923828125,652.0,701.0,603.9500122070312,679.0,2188043,2024-02-12
2024-02-19,699.0707397460938,703.0499877929688,711.0,630.0,652.0,4165825,2024-02-19
2024-02-26,663.02587890625,666.7999877929688,731.6500244140625,664.4000244140625,715.0,4267049,2024-02-26
2024-03-04,647.5639038085938,651.25,697.0,633.0,697.0,1282609,2024-03-04
2024-03-11,609.6298217773438,613.0999755859375,650.4500122070312,548.7000122070312,648.7999877929688,4693182,2024-03-11
2024-03-18,603.912353515625,607.3499755859375,619.0,572.0,613.25,1331059,2024-03-18
2024-03-25,610.1767578125,613.6500244140625,624.4000244140625,591.4500122070312,606.4500122070312,1165807,2024-03-25
2024-04-01,644.2825927734375,647.9500122070312,673.75,613.9500122070312,614.0,2956301,2024-04-01
2024-04-08,621.8104858398438,625.3499755859375,658.0,622.5,657.0,1248734,2024-04-08
2024-04-15,612.3145751953125,615.7999877929688,639.7999877929688,592.0,615.0,1690734,2024-04-15
2024-04-22,689.5250854492188,693.4500122070312,702.0,617.5,625.0,2831555,2024-04-22
2024-04-29,781.7998046875,786.25,822.0,685.7000122070312,711.0,8770768,2024-04-29
2024-05-06,745.953857421875,750.2000122070312,793.7999877929688,741.2999877929688,792.8499755859375,1702026,2024-05-06
2024-05-13,753.4611206054688,757.75,779.4000244140625,736.2999877929688,757.0,865862,2024-05-13
2024-05-20,741.4793701171875,745.7000122070312,774.0,717.3499755859375,755.2000122070312,906836,2024-05-20
2024-05-27,692.5081176757812,696.4500122070312,775.0,673.2000122070312,746.9000244140625,16443390,2024-05-27
2024-06-03,710.7542114257812,714.7999877929688,722.7999877929688,621.75,702.0,3874761,2024-06-03
2024-06-10,711.5,715.5499877929688,746.8499755859375,708.3499755859375,725.0,1286213,2024-06-10
2024-06-17,696.6345825195312,700.5999755859375,727.9500122070312,678.4000244140625,715.5499877929688,2019701,2024-06-17
2024-06-24,696.2368774414062,700.2000122070312,707.0,682.25,704.6500244140625,1161728,2024-06-24
2024-07-01,746.8487548828125,751.0999755859375,771.9500122070312,705.2000122070312,710.0,3377448,2024-07-01
2024-07-08,745.5064086914062,749.75,791.4000244140625,740.0,754.9500122070312,2701745,2024-07-08
2024-07-15,724.2275390625,728.3499755859375,783.0,725.0,750.0,2014386,2024-07-15
2024-07-22,770.3649291992188,774.75,793.7000122070312,699.0,728.4000244140625,2397771,2024-07-22
2024-07-29,853.1934204101562,858.0499877929688,898.0,785.5499877929688,797.0,10980082,2024-07-29
2024-08-05,1069.2635498046875,1075.3499755859375,1090.800048828125,810.5999755859375,840.8499755859375,17676740,2024-08-05
2024-08-12,999.7591552734375,1005.4500122070312,1059.8499755859375,980.0499877929688,1052.25,5981366,2024-08-12
2024-08-19,987.52880859375,993.1500244140625,1063.3499755859375,984.0999755859375,1020.9000244140625,3722939,2024-08-19
2024-08-26,1038.5999755859375,1038.5999755859375,1189.0,976.0499877929688,980.0,16859217,2024-08-26
2024-09-02,989.5999755859375,989.5999755859375,1057.25,980.0499877929688,1044.949951171875,3801333,2024-09-02
2024-09-09,1021.1500244140625,1021.1500244140625,1034.0,974.0999755859375,989.7000122070312,2899877,2024-09-09
2024-09-16,1054.449951171875,1054.449951171875,1085.949951171875,992.75,1035.25,5520240,2024-09-16
2024-09-23,1044.5,1044.5,1122.0,1027.6500244140625,1079.800048828125,4990133,2024-09-23
2024-09-30,1015.6500244140625,1015.6500244140625,1164.1500244140625,1009.0,1037.800048828125,13215149,2024-09-30
2024-10-07,1044.0999755859375,1044.0999755859375,1063.8499755859375,981.8499755859375,1022.8499755859375,3302351,2024-10-07
2024-10-14,1065.75,1065.75,1129.9000244140625,1027.0,1051.199951171875,4800127,2024-10-14
2024-10-21,943.0499877929688,943.0499877929688,1076.949951171875,930.0499877929688,1076.949951171875,3691922,2024-10-21
2024-10-28,1013.0,1013.0,1020.0,934.7999877929688,951.5499877929688,3996326,2024-10-28
2024-11-04,1019.8499755859375,1019.8499755859375,1060.0,990.8499755859375,1015.0,2119113,2024-11-04
2024-11-11,977.5,977.5,1045.949951171875,956.5999755859375,1009.9500122070312,1894561,2024-11-11
2024-11-18,1066.699951171875,1066.699951171875,1084.5,969.4000244140625,987.9500122070312,2662681,2024-11-18
2024-11-25,1163.75,1163.75,1196.9000244140625,1077.3499755859375,1081.0,5449315,2024-11-25
2024-12-02,1271.4000244140625,1271.4000244140625,1313.699951171875,1133.699951171875,1169.800048828125,7836870,2024-12-02
2024-12-09,1252.699951171875,1252.699951171875,1295.1500244140625,1225.3499755859375,1271.4000244140625,2593327,2024-12-09
2024-12-16,1444.5,1444.5,1478.4000244140625,1220.1500244140625,1231.050048828125,16170384,2024-12-16
2024-12-23,1511.449951171875,1511.449951171875,1619.949951171875,1329.949951171875,1435.0,15676951,2024-12-23
2024-12-30,1472.199951171875,1472.199951171875,1641.3499755859375,1423.050048828125,1511.449951171875,5537177,2024-12-30
2025-01-06,1377.699951171875,1377.699951171875,1505.0,1369.5999755859375,1472.199951171875,3669679,2025-01-06
2025-01-13,1206.9000244140625,1206.9000244140625,1357.550048828125,1141.050048828125,1353.9000244140625,6761688,2025-01-13
2025-01-20,1164.9000244140625,1164.9000244140625,1245.949951171875,1053.550048828125,1200.0,9812110,2025-01-20
2025-01-27,1101.800048828125,1101.800048828125,1180.0,1035.699951171875,1148.8499755859375,6502849,2025-01-27
2025-02-03,1224.25,1224.25,1235.0,1040.0999755859375,1087.5999755859375,5959178,2025-02-03
2025-02-10,924.8499755859375,924.8499755859375,1236.75,901.6500244140625,1234.550048828125,8576663,2025-02-10
2025-02-17,911.2000122070312,911.2000122070312,918.4500122070312,784.1500244140625,878.7000122070312,11884595,2025-02-17
2025-02-24,870.6500244140625,870.6500244140625,942.4000244140625,823.0,866.0499877929688,5823862,2025-02-24
2025-03-03,929.5499877929688,929.5499877929688,934.0,845.0,880.9500122070312,6383278,2025-03-03
2025-03-10,915.5499877929688,915.5499877929688,952.5499877929688,872.0999755859375,937.0,2936792,2025-03-10
2025-03-17,1100.5,1100.5,1120.0,906.7000122070312,906.7000122070312,7570360,2025-03-17
2025-03-24,1029.5999755859375,1029.5999755859375,1170.4000244140625,1016.7000122070312,1110.9000244140625,4963817,2025-03-24
2025-03-31,1036.0,1036.0,1083.9000244140625,980.6500244140625,1029.5999755859375,2707628,2025-03-31
2025-04-07,998.3499755859375,998.3499755859375,1068.9000244140625,828.7999877929688,828.7999877929688,4157454,2025-04-07
2025-04-14,1105.800048828125,1105.800048828125,1146.4000244140625,998.3499755859375,998.3499755859375,9427066,2025-04-14
2025-04-21,1219.5999755859375,1219.5999755859375,1319.9000244140625,1113.300048828125,1121.0999755859375,17117369,2025-04-21
2025-04-28,1133.300048828125,1133.300048828125,1304.0999755859375,1130.5,1220.0,7844568,2025-04-28
2025-05-05,1065.4000244140625,1065.4000244140625,1160.0,1006.2999877929688,1131.0,11479967,2025-05-05
2025-05-12,1065.800048828125,1065.800048828125,1122.800048828125,1027.4000244140625,1116.9000244140625,34872832,2025-05-12
2025-05-19,1072.199951171875,1072.199951171875,1097.0,1040.300048828125,1066.0,6495307,2025-05-19
2025-05-26,1078.699951171875,1078.699951171875,1110.800048828125,1056.0,1075.0,5443415,2025-05-26
2025-06-02,1248.300048828125,1248.300048828125,1265.0,1065.800048828125,1078.699951171875,17339806,2025-06-02
2025-06-09,1208.0,1208.0,1283.9000244140625,1166.5,1265.0,8052865,2025-06-09
2025-06-16,1272.5,1272.5,1290.0,1167.4000244140625,1208.0,8064001,2025-06-16
2025-06-23,1346.4000244140625,1346.4000244140625,1388.5,1255.300048828125,1270.0,13953949,2025-06-23
2025-06-30,1294.9000244140625,1294.9000244140625,1371.0,1273.199951171875,1365.0,4765121,2025-06-30
2025-07-07,1273.0999755859375,1273.0999755859375,1321.9000244140625,1246.5999755859375,1294.0,4127407,2025-07-07
2025-07-14,1299.300048828125,1299.300048828125,1304.5,1267.0,1272.0,1140016,2025-07-14
