Date,Adj Close_CRISIL.NS,Close_CRISIL.NS,High_CRISIL.NS,Low_CRISIL.NS,Open_CRISIL.NS,Volume_CRISIL.NS,Date
2020-07-13,1626.2540283203125,1735.449951171875,1767.0,1708.0,1743.800048828125,45197,2020-07-13
2020-07-20,1621.990478515625,1730.9000244140625,1799.0,1689.199951171875,1722.0,223829,2020-07-20
2020-07-27,1568.48291015625,1673.800048828125,1753.6500244140625,1650.0,1731.1500244140625,139866,2020-07-27
2020-08-03,1621.33447265625,1730.199951171875,1850.0,1564.0,1698.949951171875,211188,2020-08-03
2020-08-10,1619.841552734375,1722.5999755859375,1778.0,1706.0,1748.5,119745,2020-08-10
2020-08-17,1681.5283203125,1788.199951171875,1839.0999755859375,1710.0,1723.300048828125,246692,2020-08-17
2020-08-24,1756.285888671875,1867.699951171875,1911.0,1802.75,1810.0,234107,2020-08-24
2020-08-31,1655.1513671875,1760.1500244140625,1875.0,1705.6500244140625,1867.800048828125,191143,2020-08-31
2020-09-07,1683.7381591796875,1790.550048828125,1833.949951171875,1739.0,1760.25,284634,2020-09-07
2020-09-14,1622.427490234375,1725.3499755859375,1860.0,1705.0,1793.0,482405,2020-09-14
2020-09-21,1607.4759521484375,1709.449951171875,1790.0,1700.0,1739.0,78213,2020-09-21
2020-09-28,1692.201171875,1799.550048828125,1824.949951171875,1712.300048828125,1730.0,84336,2020-09-28
2020-10-05,1653.835205078125,1758.75,1810.0,1709.0,1799.550048828125,52188,2020-10-05
2020-10-12,1681.0113525390625,1787.6500244140625,1790.0,1690.0,1760.0,161936,2020-10-12
2020-10-19,1830.6202392578125,1946.75,1975.0,1787.800048828125,1790.0,276196,2020-10-19
2020-10-26,1941.628173828125,2064.800048828125,2123.89990234375,1910.0,1946.75,351885,2020-10-26
2020-11-02,1877.68505859375,1996.800048828125,2124.0,1920.0999755859375,2075.0,216720,2020-11-02
2020-11-09,1865.62548828125,1977.25,2019.0,1907.050048828125,2006.6500244140625,122807,2020-11-09
2020-11-16,1887.704833984375,2000.6500244140625,2065.0,1964.0999755859375,1964.0999755859375,232603,2020-11-16
2020-11-23,1863.69140625,1975.199951171875,2041.0,1966.0,2001.0,247942,2020-11-23
2020-11-30,1830.1484375,1939.6500244140625,2014.9000244140625,1936.0,1975.199951171875,100263,2020-11-30
2020-12-07,1820.2410888671875,1929.1500244140625,2000.0,1920.050048828125,1950.0,118412,2020-12-07
2020-12-14,1790.89697265625,1898.050048828125,1946.8499755859375,1889.199951171875,1946.8499755859375,82926,2020-12-14
2020-12-21,1789.953369140625,1897.050048828125,1930.5,1870.0,1907.550048828125,85113,2020-12-21
2020-12-28,1807.3619384765625,1915.5,1960.0,1892.5,1920.0,94891,2020-12-28
2021-01-04,1845.9056396484375,1956.3499755859375,1972.0,1900.0,1928.800048828125,127928,2021-01-04
2021-01-11,1809.3905029296875,1917.6500244140625,1984.9000244140625,1910.0,1961.0,126974,2021-01-11
2021-01-18,1812.173828125,1920.5999755859375,1970.0,1890.0,1920.0,96375,2021-01-18
2021-01-25,1794.152099609375,1901.5,1935.0,1869.5,1922.449951171875,65809,2021-01-25
2021-02-01,1812.5986328125,1921.050048828125,1968.449951171875,1881.050048828125,1881.050048828125,146754,2021-02-01
2021-02-08,1835.715576171875,1945.550048828125,1989.9000244140625,1884.050048828125,1930.699951171875,266451,2021-02-08
2021-02-15,1846.896484375,1957.4000244140625,2049.0,1911.25,1994.0,200034,2021-02-15
2021-02-22,1836.89501953125,1946.800048828125,1980.0,1901.0999755859375,1956.0,77681,2021-02-22
2021-03-01,1778.8194580078125,1885.25,1958.0,1869.949951171875,1950.0,173783,2021-03-01
2021-03-08,1804.9554443359375,1912.949951171875,1953.300048828125,1842.3499755859375,1885.25,321698,2021-03-08
2021-03-15,1833.922607421875,1943.6500244140625,1967.800048828125,1869.050048828125,1920.0,187637,2021-03-15
2021-03-22,1776.88525390625,1883.199951171875,2039.0,1872.0,1960.0,150420,2021-03-22
2021-03-29,1687.955810546875,1788.949951171875,1901.0,1781.300048828125,1883.199951171875,111115,2021-03-29
2021-04-05,1751.4560546875,1842.449951171875,1880.0,1741.0,1810.0,261547,2021-04-05
2021-04-12,1772.417236328125,1864.5,1917.0,1759.25,1847.0,107680,2021-04-12
2021-04-19,1797.4185791015625,1890.800048828125,1923.699951171875,1811.0,1884.0,145106,2021-04-19
2021-04-26,1767.2366943359375,1859.050048828125,1900.0,1824.0,1891.0,87639,2021-04-26
2021-05-03,1761.6754150390625,1853.199951171875,1924.699951171875,1838.0,1838.0,79110,2021-05-03
2021-05-10,1813.4046630859375,1900.5999755859375,1955.0,1853.1500244140625,1853.199951171875,81541,2021-05-10
2021-05-17,1815.4561767578125,1902.75,1950.0,1895.0,1901.0999755859375,67018,2021-05-17
2021-05-24,1834.443359375,1922.6500244140625,1972.050048828125,1894.050048828125,1906.0,165507,2021-05-24
2021-05-31,1925.9437255859375,2018.550048828125,2169.0,1930.0,1940.0,569364,2021-05-31
2021-06-07,2291.42041015625,2401.60009765625,2485.0,1976.3499755859375,2030.0,887881,2021-06-07
2021-06-14,2447.1806640625,2564.85009765625,2598.0,2236.0,2366.199951171875,603779,2021-06-14
2021-06-21,2526.6591796875,2648.14990234375,2969.949951171875,2575.0,2592.0,790472,2021-06-21
2021-06-28,2552.03857421875,2674.75,2695.60009765625,2513.60009765625,2654.60009765625,163950,2021-06-28
2021-07-05,2517.355712890625,2638.39990234375,2760.0,2572.39990234375,2698.0,84285,2021-07-05
2021-07-12,2624.3134765625,2750.5,2859.949951171875,2625.0,2670.0,257938,2021-07-12
