Date,Adj Close_SULA.NS,Close_SULA.NS,High_SULA.NS,Low_SULA.NS,Open_SULA.NS,Volume_SULA.NS,Date
2022-12-19,298.6749572753906,310.75,363.29998779296875,307.0,361.0,11422951,2022-12-19
2022-12-26,318.7628173828125,331.6499938964844,344.8999938964844,305.3500061035156,314.95001220703125,4123118,2022-12-26
2023-01-02,309.535888671875,322.04998779296875,336.79998779296875,316.6000061035156,335.70001220703125,974835,2023-01-02
2023-01-09,312.75567626953125,325.3999938964844,335.8999938964844,320.5,323.95001220703125,1041591,2023-01-09
2023-01-16,406.89959716796875,423.3500061035156,431.8999938964844,336.1000061035156,340.0,39469933,2023-01-16
2023-01-23,364.4170837402344,379.1499938964844,432.3999938964844,372.0,424.0,4372000,2023-01-23
2023-01-30,349.9518737792969,364.1000061035156,389.79998779296875,351.20001220703125,379.1000061035156,1636136,2023-01-30
2023-02-06,394.0683288574219,410.0,428.3999938964844,356.20001220703125,365.0,6509289,2023-02-06
2023-02-13,371.4814758300781,386.5,412.95001220703125,381.5,412.95001220703125,2551758,2023-02-13
2023-02-20,339.7637939453125,353.5,392.0,352.0,385.04998779296875,1624788,2023-02-20
2023-02-27,347.1645812988281,361.20001220703125,363.20001220703125,340.5,353.5,1039899,2023-02-27
2023-03-06,339.9560241699219,353.70001220703125,379.79998779296875,345.0,363.5,1190508,2023-03-06
2023-03-13,336.2556457519531,349.8500061035156,352.8500061035156,334.0,349.0,871009,2023-03-13
2023-03-20,345.29034423828125,359.25,371.1499938964844,326.3500061035156,353.95001220703125,5803300,2023-03-20
2023-03-27,352.40283203125,366.6499938964844,368.29998779296875,346.04998779296875,362.79998779296875,1604852,2023-03-27
2023-04-03,344.6656188964844,358.6000061035156,376.25,358.0,367.0,961088,2023-04-03
2023-04-10,374.6051940917969,389.75,396.75,350.6499938964844,359.3999938964844,10100564,2023-04-10
2023-04-17,367.49273681640625,382.3500061035156,409.0,371.5,385.0,4475153,2023-04-17
2023-04-24,369.99169921875,384.95001220703125,389.8999938964844,376.1000061035156,382.8999938964844,1694106,2023-04-24
2023-05-01,378.0172424316406,393.29998779296875,414.8999938964844,384.95001220703125,384.95001220703125,6164329,2023-05-01
2023-05-08,425.0651550292969,442.25,449.0,395.20001220703125,396.45001220703125,8843793,2023-05-08
2023-05-15,396.182861328125,412.20001220703125,456.79998779296875,410.29998779296875,437.75,3755317,2023-05-15
2023-05-22,397.4407653808594,408.6000061035156,417.1499938964844,395.1000061035156,413.79998779296875,2317053,2023-05-22
2023-05-29,419.9585266113281,431.75,448.3999938964844,402.04998779296875,409.8999938964844,4048169,2023-05-29
2023-06-05,445.8807067871094,458.3999938964844,474.8999938964844,421.20001220703125,434.0,6506771,2023-06-05
2023-06-12,451.6195373535156,464.29998779296875,481.79998779296875,444.0,460.0,5029710,2023-06-12
2023-06-19,453.5649108886719,466.29998779296875,490.0,453.29998779296875,463.0,3763881,2023-06-19
2023-06-26,445.0052795410156,457.5,470.6000061035156,450.1000061035156,469.0,953619,2023-06-26
2023-07-03,432.8466491699219,445.0,468.25,435.54998779296875,461.95001220703125,2975841,2023-07-03
2023-07-10,466.55035400390625,479.6499938964844,498.25,452.0,463.0,4643214,2023-07-10
2023-07-17,468.7388610839844,481.8999938964844,492.70001220703125,470.6499938964844,480.0,1726360,2023-07-17
2023-07-24,478.31988525390625,491.75,508.79998779296875,474.04998779296875,485.0,1854011,2023-07-24
2023-07-31,466.45306396484375,479.54998779296875,535.0,464.1000061035156,493.95001220703125,5994791,2023-07-31
2023-08-07,486.2959289550781,499.95001220703125,508.8999938964844,482.04998779296875,484.95001220703125,2860160,2023-08-07
2023-08-14,481.4324951171875,494.95001220703125,509.8999938964844,486.95001220703125,499.6499938964844,1520118,2023-08-14
2023-08-21,493.8342590332031,507.70001220703125,521.6500244140625,489.0,497.95001220703125,2968886,2023-08-21
2023-08-28,478.4171447753906,491.8500061035156,514.4000244140625,484.0,509.45001220703125,16689306,2023-08-28
2023-09-04,456.0453186035156,468.8500061035156,493.0,466.25,490.0,5201504,2023-09-04
2023-09-11,471.6083068847656,484.8500061035156,485.95001220703125,465.6499938964844,469.0,2265321,2023-09-11
2023-09-18,460.9573974609375,473.8999938964844,486.8999938964844,471.04998779296875,485.0,938248,2023-09-18
2023-09-25,451.7654724121094,464.45001220703125,478.6499938964844,460.0,474.1499938964844,936845,2023-09-25
2023-10-02,455.0726013183594,467.8500061035156,483.70001220703125,463.6000061035156,464.45001220703125,1375758,2023-10-02
2023-10-09,464.7508544921875,477.79998779296875,485.0,459.0,465.3500061035156,2381707,2023-10-09
2023-10-16,466.8421630859375,479.95001220703125,492.29998779296875,472.1499938964844,477.79998779296875,1476220,2023-10-16
2023-10-23,456.3371276855469,469.1499938964844,481.1000061035156,447.0,480.0,992303,2023-10-23
2023-10-30,461.49237060546875,474.45001220703125,478.04998779296875,463.25,471.0,558029,2023-10-30
2023-11-06,470.7815246582031,484.0,494.0,472.04998779296875,477.95001220703125,1076648,2023-11-06
2023-11-13,471.36517333984375,484.6000061035156,493.95001220703125,475.1000061035156,488.0,761330,2023-11-13
2023-11-20,467.0853271484375,480.20001220703125,492.0,477.79998779296875,486.95001220703125,830181,2023-11-20
2023-11-27,457.6502380371094,470.5,483.5,454.6499938964844,480.20001220703125,2404709,2023-11-27
2023-12-04,451.7654724121094,464.45001220703125,477.3999938964844,464.0,475.0,1281973,2023-12-04
2023-12-11,461.541015625,474.5,480.0,461.3500061035156,466.0,1392640,2023-12-11
2023-12-18,457.74749755859375,470.6000061035156,480.0,452.54998779296875,479.8999938964844,1206846,2023-12-18
2023-12-25,484.885498046875,498.5,512.9000244140625,469.0,470.6000061035156,5990710,2023-12-25
2024-01-01,539.2589111328125,554.4000244140625,567.9500122070312,485.25,500.3999938964844,10636152,2024-01-01
2024-01-08,615.3231201171875,632.5999755859375,699.0,583.2000122070312,585.0,30418486,2024-01-08
2024-01-15,616.0040283203125,633.2999877929688,649.0,602.0,632.5999755859375,2990658,2024-01-15
2024-01-22,638.9595336914062,656.9000244140625,676.2999877929688,626.75,633.2999877929688,3477898,2024-01-22
2024-01-29,622.9100952148438,640.4000244140625,692.0,638.0,660.2000122070312,3707550,2024-01-29
2024-02-05,595.6748046875,612.4000244140625,659.0,611.25,643.4000244140625,2471729,2024-02-05
2024-02-12,600.6841430664062,617.5499877929688,639.9500122070312,555.5499877929688,616.0,3693934,2024-02-12
2024-02-19,544.5113525390625,559.7999877929688,590.0499877929688,552.25,586.0,32125000,2024-02-19
2024-02-26,545.7093505859375,557.1500244140625,566.7999877929688,520.5,560.75,3959339,2024-02-26
2024-03-04,535.1310424804688,546.3499755859375,572.5999755859375,533.5999755859375,558.9500122070312,3012250,2024-03-04
2024-03-11,512.3584594726562,523.0999755859375,554.0,499.29998779296875,547.9500122070312,4288898,2024-03-11
2024-03-18,537.6287231445312,548.9000244140625,555.0,517.2000122070312,528.0,2906564,2024-03-18
2024-03-25,540.077392578125,551.4000244140625,554.0,535.5,548.9000244140625,1853792,2024-03-25
2024-04-01,548.7946166992188,560.2999877929688,569.5,552.0,554.4000244140625,1737275,2024-04-01
2024-04-08,558.9810791015625,570.7000122070312,584.0,550.0999755859375,564.7000122070312,4832603,2024-04-08
2024-04-15,542.47705078125,553.8499755859375,579.0499877929688,545.2999877929688,562.9500122070312,2134609,2024-04-15
2024-04-22,535.1800537109375,546.4000244140625,566.0,544.0,555.9500122070312,1464642,2024-04-22
2024-04-29,536.8450927734375,548.0999755859375,555.5,545.0,550.0,1085944,2024-04-29
2024-05-06,466.71539306640625,476.5,554.5,473.1499938964844,550.0999755859375,4792729,2024-05-06
2024-05-13,497.421630859375,507.8500061035156,509.6499938964844,476.70001220703125,477.1499938964844,2252153,2024-05-13
2024-05-20,489.73284912109375,500.0,511.0,498.0,504.6499938964844,820193,2024-05-20
2024-05-27,515.95263671875,522.0999755859375,532.0,481.04998779296875,504.0,2296024,2024-05-27
2024-06-03,516.3973388671875,522.5499877929688,547.9500122070312,468.0,547.9500122070312,3676167,2024-06-03
2024-06-10,507.1080322265625,513.1500244140625,528.0999755859375,511.3999938964844,526.6500244140625,1195623,2024-06-10
2024-06-17,496.5340270996094,502.45001220703125,518.7999877929688,501.04998779296875,513.1500244140625,1298404,2024-06-17
2024-06-24,492.3834533691406,498.25,507.5,485.6499938964844,507.45001220703125,1673544,2024-06-24
2024-07-01,492.0375671386719,497.8999938964844,512.0,496.25,498.25,1404154,2024-07-01
2024-07-08,493.86578369140625,499.75,514.0,491.0,499.8999938964844,2659065,2024-07-08
2024-07-15,482.5011901855469,488.25,504.70001220703125,487.0,500.0,879919,2024-07-15
2024-07-22,489.9622802734375,495.79998779296875,500.0,481.0,488.95001220703125,1180602,2024-07-22
2024-07-29,486.0093994140625,491.79998779296875,500.95001220703125,489.5,500.95001220703125,974811,2024-07-29
2024-08-05,481.8094177246094,487.54998779296875,495.0,477.1000061035156,487.95001220703125,1569957,2024-08-05
2024-08-12,473.4095153808594,479.04998779296875,489.29998779296875,465.29998779296875,482.0,813881,2024-08-12
2024-08-19,478.2024230957031,483.8999938964844,491.29998779296875,480.79998779296875,489.70001220703125,1080189,2024-08-19
2024-08-26,493.47052001953125,499.3500061035156,510.8999938964844,480.6000061035156,483.8999938964844,2915702,2024-08-26
2024-09-02,478.7459411621094,484.45001220703125,506.5,479.1000061035156,506.1499938964844,1728403,2024-09-02
2024-09-09,488.0352783203125,493.8500061035156,496.0,478.04998779296875,484.45001220703125,1505026,2024-09-09
2024-09-16,478.449462890625,484.1499938964844,498.0,480.1000061035156,495.0,1327504,2024-09-16
2024-09-23,475.5342102050781,481.20001220703125,490.0,477.5,486.0,2160469,2024-09-23
2024-09-30,450.976806640625,456.3500061035156,484.54998779296875,447.6499938964844,479.8999938964844,2489239,2024-09-30
2024-10-07,436.6969299316406,441.8999938964844,460.8500061035156,436.6000061035156,457.95001220703125,1899239,2024-10-07
2024-10-14,429.23583984375,434.3500061035156,452.0,432.0,446.25,1981727,2024-10-14
2024-10-21,405.5184326171875,410.3500061035156,438.20001220703125,405.1000061035156,435.0,2288030,2024-10-21
2024-10-28,416.7841796875,421.75,423.3999938964844,404.75,414.95001220703125,1384574,2024-10-28
