Date,Adj Close_GOLDIAM.NS,Close_GOLDIAM.NS,High_GOLDIAM.NS,Low_GOLDIAM.NS,Open_GOLDIAM.NS,Volume_GOLDIAM.NS,Date
2020-07-13,20.278043746948242,21.8700008392334,23.200000762939453,21.299999237060547,21.8799991607666,1173675,2020-07-13
2020-07-20,20.788009643554688,22.420000076293945,23.739999771118164,21.540000915527344,22.260000228881836,2341195,2020-07-20
2020-07-27,20.76946258544922,22.399999618530273,24.690000534057617,22.040000915527344,22.899999618530273,3842805,2020-07-27
2020-08-03,21.047626495361328,22.700000762939453,23.5,21.600000381469727,22.270000457763672,1562480,2020-08-03
2020-08-10,21.49268913269043,23.18000030517578,25.850000381469727,22.3799991607666,22.399999618530273,3630030,2020-08-10
2020-08-17,21.82648277282715,23.540000915527344,24.200000762939453,22.799999237060547,23.360000610351562,1256945,2020-08-17
2020-08-24,21.409236907958984,23.09000015258789,24.610000610351562,22.780000686645508,23.65999984741211,1465635,2020-08-24
2020-08-31,21.57613182067871,23.270000457763672,23.959999084472656,21.010000228881836,23.399999618530273,1395860,2020-08-31
2020-09-07,23.106029510498047,24.920000076293945,25.299999237060547,22.299999237060547,23.31999969482422,1205940,2020-09-07
2020-09-14,24.812095642089844,26.760000228881836,28.149999618530273,24.709999084472656,25.170000076293945,2172905,2020-09-14
2020-09-21,23.98518180847168,25.579999923706055,26.940000534057617,22.809999465942383,26.010000228881836,956035,2020-09-21
2020-09-28,23.591367721557617,25.15999984741211,26.799999237060547,24.709999084472656,26.200000762939453,425480,2020-09-28
2020-10-05,24.463380813598633,26.09000015258789,27.579999923706055,25.209999084472656,25.219999313354492,1227990,2020-10-05
2020-10-12,23.497602462768555,25.059999465942383,26.889999389648438,24.0,26.790000915527344,481105,2020-10-12
2020-10-19,28.814096450805664,30.729999542236328,32.20000076293945,24.649999618530273,25.239999771118164,2173620,2020-10-19
2020-10-26,28.6171932220459,30.520000457763672,33.540000915527344,29.200000762939453,31.0,2862065,2020-10-26
2020-11-02,29.376689910888672,31.329999923706055,31.780000686645508,29.450000762939453,30.520000457763672,624680,2020-11-02
2020-11-09,29.95803451538086,31.950000762939453,32.59000015258789,30.399999618530273,32.0,1405770,2020-11-09
2020-11-16,28.860980987548828,30.780000686645508,32.20000076293945,30.06999969482422,31.799999237060547,478250,2020-11-16
2020-11-23,29.832040786743164,31.209999084472656,32.599998474121094,30.399999618530273,30.799999237060547,923545,2020-11-23
2020-11-30,30.921703338623047,32.349998474121094,33.720001220703125,30.65999984741211,31.209999084472656,964580,2020-11-30
2020-12-07,32.30768585205078,33.79999923706055,35.18000030517578,31.600000381469727,32.900001525878906,1724960,2020-12-07
2020-12-14,38.654518127441406,40.439998626708984,42.38999938964844,33.619998931884766,34.36000061035156,5815280,2020-12-14
2020-12-21,41.54118347167969,43.459999084472656,46.900001525878906,38.0,45.0,9166420,2020-12-21
2020-12-28,43.78742980957031,45.810001373291016,50.0,43.0,43.400001525878906,5969595,2020-12-28
2021-01-04,43.88302230834961,45.90999984741211,50.560001373291016,45.189998626708984,46.27000045776367,7345985,2021-01-04
2021-01-11,39.84933090209961,41.689998626708984,47.13999938964844,41.099998474121094,46.56999969482422,2381595,2021-01-11
2021-01-18,39.438316345214844,41.2599983215332,43.77000045776367,39.310001373291016,41.400001525878906,1912635,2021-01-18
2021-01-25,41.13016891479492,43.029998779296875,45.040000915527344,41.599998474121094,41.599998474121094,2064260,2021-01-25
2021-02-01,41.818382263183594,43.75,47.040000915527344,41.0,43.380001068115234,2972370,2021-02-01
2021-02-08,48.42329406738281,50.65999984741211,52.54999923706055,44.0,44.29999923706055,5376305,2021-02-08
2021-02-15,59.406002044677734,62.150001525878906,70.9800033569336,52.189998626708984,52.20000076293945,11227280,2021-02-15
2021-02-22,64.66316223144531,67.6500015258789,74.0,62.0,62.939998626708984,3304315,2021-02-22
2021-03-01,64.42784881591797,66.97000122070312,72.19000244140625,66.51000213623047,69.0,1385190,2021-03-01
2021-03-08,65.06278991699219,67.62999725341797,72.58999633789062,64.4000015258789,68.76000213623047,1496385,2021-03-08
2021-03-15,67.95854187011719,70.63999938964844,70.63999938964844,59.650001525878906,68.37999725341797,3288780,2021-03-15
2021-03-22,64.12000274658203,66.6500015258789,72.4000015258789,62.38999938964844,71.5999984741211,1510585,2021-03-22
2021-03-29,65.52456665039062,68.11000061035156,70.37999725341797,66.6500015258789,66.6500015258789,627220,2021-03-29
2021-04-05,72.4320297241211,75.29000091552734,78.80000305175781,65.12000274658203,67.19999694824219,4954550,2021-04-05
2021-04-12,67.49677276611328,70.16000366210938,74.48999786376953,61.599998474121094,74.48999786376953,2629690,2021-04-12
2021-04-19,65.40913391113281,67.98999786376953,71.19999694824219,65.23999786376953,67.9800033569336,1496365,2021-04-19
2021-04-26,69.17070770263672,71.9000015258789,75.9800033569336,67.87000274658203,68.80000305175781,3240620,2021-04-26
2021-05-03,77.06907653808594,80.11000061035156,84.36000061035156,72.36000061035156,72.4000015258789,5166490,2021-05-03
2021-05-10,76.64575958251953,79.66999816894531,83.02999877929688,75.05000305175781,80.95999908447266,2792550,2021-05-10
2021-05-17,81.43672943115234,84.6500015258789,86.38999938964844,80.01000213623047,80.30999755859375,4150970,2021-05-17
2021-05-24,81.4271011352539,84.63999938964844,93.58999633789062,78.0199966430664,85.33000183105469,9101920,2021-05-24
2021-05-31,80.75367736816406,83.94000244140625,85.5999984741211,79.19999694824219,85.18000030517578,1660515,2021-05-31
2021-06-07,79.9070816040039,83.05999755859375,87.5,81.3499984741211,84.55000305175781,2157005,2021-06-07
2021-06-14,87.43023681640625,90.87999725341797,92.62999725341797,79.4000015258789,83.6500015258789,3783110,2021-06-14
2021-06-21,88.28644561767578,91.7699966430664,97.80000305175781,88.41999816894531,88.41999816894531,1965660,2021-06-21
2021-06-28,88.54621124267578,92.04000091552734,94.80000305175781,88.19999694824219,93.4000015258789,1692800,2021-06-28
