Date,Adj Close_NEOGEN.NS,Close_NEOGEN.NS,High_NEOGEN.NS,Low_NEOGEN.NS,Open_NEOGEN.NS,Volume_NEOGEN.NS,Date
2021-06-28,857.2237548828125,863.0499877929688,893.2000122070312,827.5999755859375,833.0999755859375,363001,2021-06-28
2021-07-05,876.8900756835938,882.8499755859375,904.9500122070312,863.0,873.0,298465,2021-07-05
2021-07-12,884.2898559570312,890.2999877929688,932.2999877929688,876.0,894.4000244140625,369477,2021-07-12
2021-07-19,886.07763671875,892.0999755859375,914.0,875.0,892.0,192354,2021-07-19
2021-07-26,909.7666625976562,915.9500122070312,941.8499755859375,886.25,914.0,348058,2021-07-26
2021-08-02,925.906982421875,932.2000122070312,940.2000122070312,897.0499877929688,926.9500122070312,239747,2021-08-02
2021-08-09,944.0337524414062,950.4500122070312,994.0,880.2000122070312,928.0,788336,2021-08-09
2021-08-16,945.9208984375,952.3499755859375,966.7000122070312,935.0,936.0,168941,2021-08-16
2021-08-23,918.9541625976562,925.2000122070312,962.0,886.25,960.0,168265,2021-08-23
2021-08-30,966.1831665039062,972.75,1011.0999755859375,922.0499877929688,922.0499877929688,451695,2021-08-30
2021-09-06,1149.9840087890625,1157.800048828125,1239.9000244140625,956.0,982.5999755859375,2853286,2021-09-06
2021-09-13,1122.6199951171875,1130.25,1188.9000244140625,1090.050048828125,1165.0,467509,2021-09-13
2021-09-20,1246.0350341796875,1252.050048828125,1379.9000244140625,1101.0,1128.699951171875,2606764,2021-09-20
2021-09-27,1243.5966796875,1249.5999755859375,1298.0,1212.4000244140625,1255.0,564755,2021-09-27
2021-10-04,1239.4168701171875,1245.4000244140625,1285.0,1201.0,1255.0999755859375,334515,2021-10-04
2021-10-11,1244.09423828125,1250.0999755859375,1284.0,1225.0,1250.0,203845,2021-10-11
2021-10-18,1202.644287109375,1208.449951171875,1449.0,1200.0,1272.0,1293822,2021-10-18
2021-10-25,1181.6456298828125,1187.3499755859375,1288.0,1131.0,1218.949951171875,304237,2021-10-25
2021-11-01,1251.8568115234375,1257.9000244140625,1309.300048828125,1210.0,1309.300048828125,441724,2021-11-01
2021-11-08,1323.311767578125,1329.699951171875,1350.0,1220.8499755859375,1287.9000244140625,318895,2021-11-08
2021-11-15,1342.5191650390625,1349.0,1367.0,1275.0,1336.0,191148,2021-11-15
2021-11-22,1426.7127685546875,1433.5999755859375,1524.9000244140625,1271.699951171875,1349.0,766552,2021-11-22
2021-11-29,1755.127197265625,1763.5999755859375,1806.0,1368.0,1405.0,1701173,2021-11-29
2021-12-06,1717.807373046875,1726.0999755859375,1844.0,1622.5,1753.0,1067390,2021-12-06
2021-12-13,1579.0771484375,1586.699951171875,1766.0,1574.0,1753.949951171875,259891,2021-12-13
2021-12-20,1588.38232421875,1596.050048828125,1703.949951171875,1504.4000244140625,1523.0,406819,2021-12-20
2021-12-27,1636.7489013671875,1644.6500244140625,1739.5999755859375,1571.550048828125,1599.9000244140625,272366,2021-12-27
2022-01-03,1857.333984375,1866.300048828125,1930.0,1638.4000244140625,1657.25,1485718,2022-01-03
2022-01-10,1794.8853759765625,1803.550048828125,1910.0,1770.0,1887.0,304402,2022-01-10
2022-01-17,1667.1519775390625,1675.199951171875,1815.699951171875,1659.9000244140625,1810.0,255896,2022-01-17
2022-01-24,1683.52294921875,1691.6500244140625,1718.0999755859375,1507.0,1670.0,220303,2022-01-24
2022-01-31,1710.691650390625,1718.949951171875,1800.0,1651.050048828125,1685.0,289137,2022-01-31
2022-02-07,1540.413818359375,1547.8499755859375,1719.0,1541.0,1717.800048828125,183127,2022-02-07
2022-02-14,1542.9515380859375,1550.4000244140625,1569.8499755859375,1333.699951171875,1333.699951171875,283829,2022-02-14
2022-02-21,1532.750732421875,1540.1500244140625,1597.0,1470.0,1543.25,224927,2022-02-21
2022-02-28,1594.353515625,1602.050048828125,1645.050048828125,1501.1500244140625,1540.1500244140625,145186,2022-02-28
2022-03-07,1703.277587890625,1711.5,1737.0,1540.0,1580.0,196268,2022-03-07
2022-03-14,1597.637451171875,1605.3499755859375,1725.0,1557.1500244140625,1701.5999755859375,147943,2022-03-14
2022-03-21,1591.56689453125,1599.25,1702.0,1593.050048828125,1606.25,148683,2022-03-21
2022-03-28,1728.6053466796875,1736.949951171875,1795.0,1587.050048828125,1615.0,292581,2022-03-28
2022-04-04,1655.806884765625,1663.800048828125,1769.0,1608.1500244140625,1740.050048828125,277390,2022-04-04
2022-04-11,1586.989013671875,1594.6500244140625,1669.75,1587.949951171875,1660.0,105160,2022-04-11
2022-04-18,1574.748046875,1582.3499755859375,1625.0,1500.0,1590.0,233072,2022-04-18
2022-04-25,1541.1104736328125,1548.550048828125,1608.0,1527.9000244140625,1577.199951171875,157408,2022-04-25
2022-05-02,1526.232177734375,1533.5999755859375,1645.0,1528.4000244140625,1540.0,276646,2022-05-02
2022-05-09,1397.2548828125,1404.0,1563.550048828125,1366.1500244140625,1523.0,349078,2022-05-09
2022-05-16,1414.521484375,1421.3499755859375,1493.0999755859375,1347.0,1450.0,264847,2022-05-16
2022-05-23,1345.2061767578125,1351.699951171875,1480.0,1329.9000244140625,1421.3499755859375,132489,2022-05-23
2022-05-30,1442.6358642578125,1449.5999755859375,1557.949951171875,1342.0,1365.0,169728,2022-05-30
2022-06-06,1419.596923828125,1426.449951171875,1496.699951171875,1407.199951171875,1454.5999755859375,78882,2022-06-06
2022-06-13,1343.9620361328125,1350.449951171875,1405.0,1309.0999755859375,1397.949951171875,74759,2022-06-13
2022-06-20,1311.568603515625,1317.9000244140625,1363.699951171875,1270.0,1331.0,78543,2022-06-20
2022-06-27,1300.7208251953125,1307.0,1354.9000244140625,1282.0,1327.9000244140625,50608,2022-06-27
2022-07-04,1354.262451171875,1360.800048828125,1396.800048828125,1295.0,1319.9000244140625,209071,2022-07-04
2022-07-11,1279.0255126953125,1285.199951171875,1382.800048828125,1280.0,1360.0,292585,2022-07-11
2022-07-18,1321.819091796875,1328.199951171875,1350.0,1288.050048828125,1299.949951171875,120917,2022-07-18
2022-07-25,1362.572265625,1369.1500244140625,1435.449951171875,1317.5999755859375,1327.699951171875,190894,2022-07-25
2022-08-01,1470.35205078125,1477.449951171875,1500.0,1377.0,1380.0,129462,2022-08-01
2022-08-08,1440.4959716796875,1447.449951171875,1473.0,1392.449951171875,1455.0,88221,2022-08-08
2022-08-15,1431.041748046875,1437.949951171875,1509.949951171875,1424.4000244140625,1447.449951171875,71307,2022-08-15
2022-08-22,1441.391845703125,1448.3499755859375,1484.0,1200.0,1437.949951171875,100458,2022-08-22
2022-08-29,1524.0926513671875,1531.449951171875,1550.0,1390.0,1418.0,88155,2022-08-29
2022-09-05,1494.435791015625,1501.6500244140625,1547.0,1491.0999755859375,1547.0,80305,2022-09-05
2022-09-12,1494.8338623046875,1502.050048828125,1619.0,1491.0,1502.6500244140625,163498,2022-09-12
2022-09-19,1478.3134765625,1485.449951171875,1542.75,1451.75,1500.0,109641,2022-09-19
2022-09-26,1475.3919677734375,1479.800048828125,1510.0,1415.5999755859375,1480.0,89716,2022-09-26
2022-10-03,1488.502685546875,1492.949951171875,1546.050048828125,1450.8499755859375,1470.9000244140625,65438,2022-10-03
2022-10-10,1481.124755859375,1485.550048828125,1529.949951171875,1462.0,1471.0,76404,2022-10-10
2022-10-17,1477.5355224609375,1481.949951171875,1580.0,1472.050048828125,1507.0,286193,2022-10-17
2022-10-24,1493.48779296875,1497.949951171875,1533.5999755859375,1479.25,1493.0,52243,2022-10-24
2022-10-31,1499.2706298828125,1503.75,1534.0,1470.0,1484.050048828125,88707,2022-10-31
2022-11-07,1395.480712890625,1399.6500244140625,1496.8499755859375,1390.0,1487.0,161173,2022-11-07
2022-11-14,1383.6658935546875,1387.800048828125,1408.0,1349.0,1399.6500244140625,136033,2022-11-14
2022-11-21,1335.6094970703125,1339.5999755859375,1389.0,1280.0,1389.0,185263,2022-11-21
2022-11-28,1287.55322265625,1291.4000244140625,1361.0,1262.0,1350.0,288949,2022-11-28
2022-12-05,1259.23779296875,1263.0,1304.050048828125,1260.0,1291.4000244140625,114972,2022-12-05
2022-12-12,1224.840576171875,1228.5,1267.8499755859375,1215.300048828125,1265.0,129833,2022-12-12
2022-12-19,1218.609130859375,1222.25,1249.949951171875,1202.300048828125,1228.5,166489,2022-12-19
2022-12-26,1246.924560546875,1250.6500244140625,1257.5,1213.4000244140625,1222.25,53235,2022-12-26
2023-01-02,1245.0301513671875,1248.75,1260.0,1227.0,1232.0999755859375,99468,2023-01-02
2023-01-09,1236.7548828125,1240.449951171875,1265.0,1221.25,1248.75,62006,2023-01-09
2023-01-16,1219.805419921875,1223.449951171875,1255.0,1221.0,1254.0,80425,2023-01-16
2023-01-23,1201.709716796875,1205.300048828125,1265.949951171875,1190.0,1241.800048828125,188455,2023-01-23
2023-01-30,1192.0384521484375,1195.5999755859375,1250.3499755859375,1190.0,1200.0,153475,2023-01-30
2023-02-06,1258.1409912109375,1261.9000244140625,1280.0,1140.0,1206.0,87812,2023-02-06
2023-02-13,1268.9586181640625,1272.75,1359.949951171875,1269.0999755859375,1300.0,132003,2023-02-13
2023-02-20,1276.436279296875,1280.25,1300.0,1251.0,1298.949951171875,77695,2023-02-20
2023-02-27,1286.2569580078125,1290.0999755859375,1341.949951171875,1233.050048828125,1280.25,107874,2023-02-27
2023-03-06,1414.822998046875,1419.050048828125,1464.0,1321.0,1321.0,220359,2023-03-06
2023-03-13,1325.2904052734375,1329.25,1430.75,1267.5999755859375,1422.949951171875,145231,2023-03-13
2023-03-20,1282.8172607421875,1286.6500244140625,1345.199951171875,1258.0,1340.0,115227,2023-03-20
2023-03-27,1282.36865234375,1286.199951171875,1303.949951171875,1252.800048828125,1280.6500244140625,61163,2023-03-27
2023-04-03,1347.47412109375,1351.5,1360.050048828125,1275.5,1305.0,80548,2023-04-03
2023-04-10,1601.166015625,1605.949951171875,1729.949951171875,1377.300048828125,1381.949951171875,3811991,2023-04-10
2023-04-17,1607.148193359375,1611.949951171875,1660.0,1550.0,1624.949951171875,557110,2023-04-17
2023-04-24,1567.96533203125,1572.6500244140625,1646.0,1560.0,1619.0,242999,2023-04-24
2023-05-01,1591.2457275390625,1596.0,1639.0,1514.949951171875,1572.6500244140625,186461,2023-05-01
2023-05-08,1518.4132080078125,1522.949951171875,1608.0,1501.0,1595.0,284051,2023-05-08
2023-05-15,1566.0211181640625,1570.699951171875,1575.9000244140625,1451.1500244140625,1497.949951171875,294042,2023-05-15
2023-05-22,1507.396240234375,1511.9000244140625,1598.5,1490.0,1574.0,242312,2023-05-22
2023-05-29,1556.200439453125,1560.8499755859375,1620.0,1513.800048828125,1532.9000244140625,276382,2023-05-29
2023-06-05,1606.4503173828125,1611.25,1654.5999755859375,1551.1500244140625,1569.0,241225,2023-06-05
2023-06-12,1602.3126220703125,1607.0999755859375,1638.0,1575.050048828125,1620.0,120152,2023-06-12
2023-06-19,1634.11767578125,1639.0,1670.0,1579.0,1611.0,252112,2023-06-19
2023-06-26,1608.9927978515625,1613.800048828125,1705.6500244140625,1569.5999755859375,1645.0,291590,2023-06-26
2023-07-03,1613.3795166015625,1618.199951171875,1665.0,1591.050048828125,1613.800048828125,168847,2023-07-03
2023-07-10,1583.3692626953125,1588.0999755859375,1654.5,1584.0,1620.0,144042,2023-07-10
2023-07-17,1568.812744140625,1573.5,1611.949951171875,1560.0,1602.949951171875,126245,2023-07-17
2023-07-24,1562.581298828125,1567.25,1616.449951171875,1556.050048828125,1580.0,124442,2023-07-24
2023-07-31,1568.7130126953125,1573.4000244140625,1614.800048828125,1567.0,1570.800048828125,159905,2023-07-31
2023-08-07,1555.3529052734375,1560.0,1624.699951171875,1530.0,1570.0,229966,2023-08-07
2023-08-14,1564.1268310546875,1568.800048828125,1580.0,1530.0999755859375,1568.949951171875,74747,2023-08-14
2023-08-21,1549.968994140625,1554.5999755859375,1592.0,1545.0,1568.050048828125,65704,2023-08-21
2023-08-28,1733.71435546875,1735.550048828125,1780.0,1552.5999755859375,1554.4000244140625,625751,2023-08-28
2023-09-04,1763.782470703125,1765.6500244140625,1800.0,1705.0,1740.699951171875,288940,2023-09-04
2023-09-11,1737.66015625,1739.5,1791.9000244140625,1655.050048828125,1779.0,244721,2023-09-11
2023-09-18,1706.5430908203125,1708.3499755859375,1835.0,1683.300048828125,1750.0,263573,2023-09-18
2023-09-25,1756.4403076171875,1758.300048828125,1781.9000244140625,1694.3499755859375,1695.0,133700,2023-09-25
2023-10-02,1761.78466796875,1763.6500244140625,1859.300048828125,1736.0999755859375,1758.300048828125,233393,2023-10-02
2023-10-09,1710.2890625,1712.0999755859375,1770.0,1705.0,1741.550048828125,104439,2023-10-09
2023-10-16,1676.1751708984375,1677.949951171875,1744.0,1651.1500244140625,1720.0,117518,2023-10-16
2023-10-23,1612.392822265625,1614.0999755859375,1689.949951171875,1510.050048828125,1689.949951171875,239414,2023-10-23
2023-10-30,1550.85791015625,1552.5,1608.199951171875,1533.75,1600.0,130197,2023-10-30
2023-11-06,1542.1171875,1543.75,1607.9000244140625,1526.75,1552.449951171875,117468,2023-11-06
2023-11-13,1562.5455322265625,1564.199951171875,1603.050048828125,1532.800048828125,1559.949951171875,67661,2023-11-13
2023-11-20,1535.4742431640625,1537.0999755859375,1583.699951171875,1520.75,1569.949951171875,72614,2023-11-20
2023-11-27,1513.34765625,1514.949951171875,1550.0,1502.6500244140625,1537.0999755859375,114113,2023-11-27
2023-12-04,1486.376220703125,1487.949951171875,1560.0,1481.0,1521.0,160439,2023-12-04
2023-12-11,1498.8629150390625,1500.449951171875,1525.0,1484.550048828125,1503.25,143715,2023-12-11
2023-12-18,1473.040283203125,1474.5999755859375,1522.550048828125,1463.050048828125,1522.550048828125,185182,2023-12-18
2023-12-25,1478.484619140625,1480.050048828125,1558.0,1465.550048828125,1474.5999755859375,274384,2023-12-25
2024-01-01,1465.4984130859375,1467.050048828125,1492.449951171875,1455.0,1488.0,263834,2024-01-01
2024-01-08,1510.5506591796875,1512.1500244140625,1524.800048828125,1453.4000244140625,1479.949951171875,276532,2024-01-08
2024-01-15,1461.302734375,1462.8499755859375,1520.0,1395.050048828125,1520.0,188636,2024-01-15
2024-01-22,1403.4140625,1404.9000244140625,1462.8499755859375,1397.300048828125,1462.8499755859375,83718,2024-01-22
2024-01-29,1400.616943359375,1402.0999755859375,1492.0,1386.800048828125,1404.949951171875,156515,2024-01-29
2024-02-05,1374.045166015625,1375.5,1412.050048828125,1362.0,1402.050048828125,134686,2024-02-05
2024-02-12,1368.900634765625,1370.3499755859375,1390.0,1243.25,1330.0,172179,2024-02-12
2024-02-19,1345.3255615234375,1346.75,1390.0,1294.0,1390.0,123676,2024-02-19
2024-02-26,1326.3956298828125,1327.800048828125,1393.5999755859375,1311.300048828125,1342.5,230884,2024-02-26
2024-03-04,1322.0501708984375,1323.449951171875,1365.0,1302.199951171875,1322.800048828125,117555,2024-03-04
2024-03-11,1250.076416015625,1251.4000244140625,1324.0,1229.300048828125,1320.0,140291,2024-03-11
2024-03-18,1252.3240966796875,1253.6500244140625,1279.300048828125,1225.0,1251.4000244140625,117388,2024-03-18
2024-03-25,1194.9346923828125,1196.199951171875,1253.6500244140625,1176.0,1253.6500244140625,171016,2024-03-25
2024-04-01,1314.2584228515625,1315.6500244140625,1369.800048828125,1197.050048828125,1201.199951171875,331793,2024-04-01
2024-04-08,1377.0919189453125,1378.550048828125,1399.9000244140625,1324.3499755859375,1351.050048828125,176821,2024-04-08
2024-04-15,1357.1131591796875,1358.550048828125,1398.949951171875,1316.199951171875,1340.0,120617,2024-04-15
2024-04-22,1505.905517578125,1507.5,1575.0,1341.6500244140625,1375.0,803463,2024-04-22
2024-04-29,1537.9715576171875,1539.5999755859375,1628.5,1487.699951171875,1507.5,382083,2024-04-29
2024-05-06,1444.2708740234375,1445.800048828125,1550.949951171875,1430.1500244140625,1544.9000244140625,135282,2024-05-06
2024-05-13,1449.81494140625,1451.3499755859375,1488.0999755859375,1409.0999755859375,1421.5999755859375,105955,2024-05-13
2024-05-20,1449.015869140625,1450.550048828125,1490.949951171875,1417.5,1452.0,88731,2024-05-20
2024-05-27,1480.382568359375,1481.949951171875,1523.949951171875,1426.050048828125,1460.0,172900,2024-05-27
2024-06-03,1512.598388671875,1514.199951171875,1541.8499755859375,1378.050048828125,1541.8499755859375,189865,2024-06-03
2024-06-10,1606.9486083984375,1608.6500244140625,1623.25,1513.5999755859375,1514.0,199629,2024-06-10
2024-06-17,1660.6417236328125,1662.4000244140625,1684.800048828125,1551.050048828125,1606.0,258283,2024-06-17
2024-06-24,1586.6201171875,1588.300048828125,1745.050048828125,1557.699951171875,1675.0,2468038,2024-06-24
2024-07-01,1648.5045166015625,1650.25,1653.949951171875,1534.199951171875,1595.0,375440,2024-07-01
2024-07-08,1646.806396484375,1648.550048828125,1685.0,1610.25,1662.6500244140625,207043,2024-07-08
2024-07-15,1555.6529541015625,1557.300048828125,1666.75,1545.0,1648.550048828125,91517,2024-07-15
2024-07-22,1624.3302001953125,1626.050048828125,1634.949951171875,1488.300048828125,1557.300048828125,109629,2024-07-22
2024-07-29,1629.57470703125,1631.300048828125,1718.199951171875,1624.449951171875,1625.050048828125,143489,2024-07-29
2024-08-05,1676.4749755859375,1678.25,1699.949951171875,1517.0999755859375,1627.6500244140625,169340,2024-08-05
2024-08-12,1588.0185546875,1589.699951171875,1823.550048828125,1586.0,1697.75,455882,2024-08-12
2024-08-19,1529.880126953125,1531.5,1621.9000244140625,1524.0,1589.699951171875,311175,2024-08-19
2024-08-26,1486.4261474609375,1488.0,1549.949951171875,1480.0,1549.550048828125,219084,2024-08-26
2024-09-02,1465.5982666015625,1467.1500244140625,1510.300048828125,1461.25,1503.75,215895,2024-09-02
2024-09-09,1552.056640625,1553.699951171875,1580.0,1445.8499755859375,1479.0,201136,2024-09-09
2024-09-16,2334.827880859375,2337.300048828125,2390.0,1520.0,1540.050048828125,4575651,2024-09-16
2024-09-23,2160.10009765625,2160.10009765625,2379.800048828125,2075.0,2305.0,741840,2024-09-23
2024-09-30,2056.60009765625,2056.60009765625,2273.25,2029.800048828125,2145.0,442075,2024-09-30
2024-10-07,2158.449951171875,2158.449951171875,2215.800048828125,1976.300048828125,2070.14990234375,355080,2024-10-07
2024-10-14,2042.9000244140625,2042.9000244140625,2210.0,1979.6500244140625,2191.0,197987,2024-10-14
2024-10-21,1866.3499755859375,1866.3499755859375,2060.0,1849.949951171875,2040.0,218987,2024-10-21
2024-10-28,2221.699951171875,2221.699951171875,2300.0,1846.5,1870.300048828125,275354,2024-10-28
2024-11-04,2121.25,2121.25,2360.0,2102.85009765625,2220.0,352966,2024-11-04
2024-11-11,1984.4000244140625,1984.4000244140625,2119.949951171875,1929.0999755859375,2119.949951171875,221926,2024-11-11
2024-11-18,1940.949951171875,1940.949951171875,2011.6500244140625,1868.0,1990.25,129773,2024-11-18
2024-11-25,2096.199951171875,2096.199951171875,2219.89990234375,1906.550048828125,1952.0,266310,2024-11-25
2024-12-02,2185.14990234375,2185.14990234375,2305.14990234375,2049.199951171875,2149.0,308810,2024-12-02
2024-12-09,2183.39990234375,2183.39990234375,2420.0,2133.0,2185.14990234375,382494,2024-12-09
2024-12-16,2067.949951171875,2067.949951171875,2250.0,2040.0,2197.89990234375,330183,2024-12-16
2024-12-23,2008.9000244140625,2008.9000244140625,2096.449951171875,1983.550048828125,2069.949951171875,125139,2024-12-23
2024-12-30,2202.300048828125,2202.300048828125,2275.0,1991.1500244140625,2011.0,347907,2024-12-30
2025-01-06,2108.14990234375,2108.14990234375,2200.0,2052.10009765625,2195.0,204061,2025-01-06
2025-01-13,1963.050048828125,1963.050048828125,2150.89990234375,1930.0,2150.89990234375,135441,2025-01-13
2025-01-20,1823.25,1823.25,2122.39990234375,1805.1500244140625,1965.0,156611,2025-01-20
2025-01-27,1997.0,1997.0,2020.6500244140625,1649.6500244140625,1797.0999755859375,319146,2025-01-27
2025-02-03,2084.35009765625,2084.35009765625,2191.0,1975.0,2000.1500244140625,509919,2025-02-03
2025-02-10,1815.6500244140625,1815.6500244140625,2089.39990234375,1801.550048828125,2072.10009765625,140372,2025-02-10
2025-02-17,1714.1500244140625,1714.1500244140625,1833.949951171875,1692.050048828125,1752.449951171875,183017,2025-02-17
2025-02-24,1669.0999755859375,1669.0999755859375,1780.25,1626.550048828125,1695.0,174604,2025-02-24
2025-03-03,1803.550048828125,1803.550048828125,1926.0,1552.0,1660.0999755859375,345483,2025-03-03
2025-03-10,1645.800048828125,1645.800048828125,1749.0,1539.050048828125,1681.050048828125,358452,2025-03-10
2025-03-17,1776.5,1776.5,1805.699951171875,1631.1500244140625,1631.1500244140625,207484,2025-03-17
2025-03-24,1543.3499755859375,1543.3499755859375,1797.9000244140625,1528.050048828125,1776.050048828125,314423,2025-03-24
2025-03-31,1564.800048828125,1564.800048828125,1728.9000244140625,1543.3499755859375,1543.3499755859375,323541,2025-03-31
2025-04-07,1558.550048828125,1558.550048828125,1629.300048828125,1392.75,1410.0,351656,2025-04-07
2025-04-14,1609.5999755859375,1609.5999755859375,1675.0,1575.5999755859375,1599.5999755859375,106404,2025-04-14
2025-04-21,1557.5999755859375,1557.5999755859375,1674.199951171875,1552.0,1601.300048828125,181757,2025-04-21
2025-04-28,1507.800048828125,1507.800048828125,1608.0,1498.199951171875,1551.0,83072,2025-04-28
2025-05-05,1490.9000244140625,1490.9000244140625,1573.800048828125,1458.0,1498.800048828125,157878,2025-05-05
2025-05-12,1544.699951171875,1544.699951171875,1572.9000244140625,1500.0,1506.5,99575,2025-05-12
2025-05-19,1639.5999755859375,1639.5999755859375,1655.0,1508.0,1533.0999755859375,304569,2025-05-19
2025-05-26,1680.199951171875,1680.199951171875,1760.0,1622.5,1630.0,323732,2025-05-26
2025-06-02,1651.699951171875,1651.699951171875,1797.0,1643.0999755859375,1680.0,235789,2025-06-02
2025-06-09,1659.800048828125,1659.800048828125,1743.0,1621.5,1669.0,218743,2025-06-09
2025-06-16,1595.4000244140625,1595.4000244140625,1678.4000244140625,1562.0999755859375,1669.0,142151,2025-06-16
2025-06-23,1622.0999755859375,1622.0999755859375,1706.0,1569.699951171875,1586.5,194191,2025-06-23
2025-06-30,1616.4000244140625,1616.4000244140625,1670.0,1600.0,1625.0999755859375,99256,2025-06-30
2025-07-07,1587.9000244140625,1587.9000244140625,1659.0,1579.9000244140625,1606.0,93973,2025-07-07
2025-07-14,1609.0,1609.0,1623.0,1567.0,1592.800048828125,47351,2025-07-14
