Date,Adj Close_SUNDRMBRAK.NS,Close_SUNDRMBRAK.NS,High_SUNDRMBRAK.NS,Low_SUNDRMBRAK.NS,Open_SUNDRMBRAK.NS,Volume_SUNDRMBRAK.NS,Date
2021-05-03,330.5686340332031,331.45001220703125,339.3999938964844,318.45001220703125,334.79998779296875,13493,2021-05-03
2021-05-10,340.8412170410156,341.75,343.1499938964844,321.95001220703125,325.20001220703125,13682,2021-05-10
2021-05-17,368.1683349609375,369.1499938964844,374.3999938964844,334.8999938964844,340.1499938964844,44153,2021-05-17
2021-05-24,351.6623840332031,352.6000061035156,383.8500061035156,342.6000061035156,350.20001220703125,94944,2021-05-24
2021-05-31,351.7621154785156,352.70001220703125,364.0,344.45001220703125,364.0,24607,2021-05-31
2021-06-07,427.06134033203125,428.20001220703125,452.0,348.20001220703125,359.0,448714,2021-06-07
2021-06-14,416.3897705078125,417.5,444.0,399.5,428.0,69704,2021-06-14
2021-06-21,424.5679931640625,425.70001220703125,449.0,412.95001220703125,423.8999938964844,67025,2021-06-21
2021-06-28,426.9117126464844,428.04998779296875,443.6000061035156,421.0,425.04998779296875,43548,2021-06-28
2021-07-05,436.53607177734375,437.70001220703125,460.3500061035156,420.3500061035156,428.54998779296875,87384,2021-07-05
2021-07-12,438.58062744140625,439.75,479.6499938964844,431.29998779296875,435.54998779296875,119233,2021-07-12
2021-07-19,450.1996154785156,451.3999938964844,461.6499938964844,433.5,433.5,47806,2021-07-19
2021-07-26,461.4197082519531,462.6499938964844,481.3999938964844,434.0,446.79998779296875,116743,2021-07-26
2021-08-02,438.2315368652344,439.3999938964844,470.0,436.8999938964844,470.0,43325,2021-08-02
2021-08-09,420.778076171875,421.8999938964844,447.0,387.6499938964844,447.0,56080,2021-08-09
2021-08-16,396.39312744140625,397.45001220703125,445.0,394.54998779296875,445.0,12908,2021-08-16
2021-08-23,411.20361328125,412.29998779296875,439.5,379.20001220703125,390.0,38531,2021-08-23
2021-08-30,403.4742126464844,404.54998779296875,420.0,400.1000061035156,419.3999938964844,12591,2021-08-30
2021-09-06,407.2641296386719,408.3500061035156,434.0,402.29998779296875,402.29998779296875,20992,2021-09-06
2021-09-13,406.51611328125,407.6000061035156,428.79998779296875,397.20001220703125,407.0,33534,2021-09-13
2021-09-20,396.89178466796875,397.95001220703125,421.8999938964844,386.29998779296875,401.75,29066,2021-09-20
2021-09-27,398.6869812011719,399.75,415.0,391.6000061035156,407.3999938964844,12074,2021-09-27
2021-10-04,402.825927734375,403.8999938964844,412.3999938964844,396.54998779296875,412.3999938964844,9903,2021-10-04
2021-10-11,416.0906066894531,417.20001220703125,444.0,398.6499938964844,404.8500061035156,65927,2021-10-11
2021-10-18,395.8944396972656,396.95001220703125,428.0,392.20001220703125,428.0,20366,2021-10-18
2021-10-25,396.6424560546875,397.70001220703125,427.75,386.0,427.75,11684,2021-10-25
2021-11-01,395.7947082519531,396.8500061035156,405.0,388.0,405.0,5148,2021-11-01
2021-11-08,401.3299255371094,402.3999938964844,420.0,390.6499938964844,396.8500061035156,13253,2021-11-08
2021-11-15,383.52740478515625,384.54998779296875,406.70001220703125,380.0,402.3999938964844,15011,2021-11-15
2021-11-22,360.638427734375,361.6000061035156,387.79998779296875,357.0,381.29998779296875,21640,2021-11-22
2021-11-29,354.1058349609375,355.04998779296875,367.8500061035156,347.25,367.8500061035156,7481,2021-11-29
2021-12-06,368.7667541503906,369.75,395.0,350.0,363.0,20240,2021-12-06
2021-12-13,363.33123779296875,364.29998779296875,382.1000061035156,363.04998779296875,370.0,8090,2021-12-13
2021-12-20,364.1291198730469,365.1000061035156,373.95001220703125,350.04998779296875,364.0,6768,2021-12-20
2021-12-27,371.1105041503906,372.1000061035156,374.79998779296875,352.0,352.0,4826,2021-12-27
2022-01-03,364.6776428222656,365.6499938964844,381.45001220703125,357.1499938964844,376.0,11581,2022-01-03
2022-01-10,459.27545166015625,460.5,489.8999938964844,366.79998779296875,372.0,274852,2022-01-10
2022-01-17,417.1377868652344,418.25,479.6499938964844,401.6499938964844,460.0,95736,2022-01-17
2022-01-24,422.87249755859375,424.0,436.95001220703125,397.0,418.25,23021,2022-01-24
2022-01-31,418.08526611328125,419.20001220703125,433.95001220703125,403.79998779296875,424.6499938964844,33799,2022-01-31
2022-02-07,399.4848327636719,400.54998779296875,420.5,393.0,413.0,23369,2022-02-07
2022-02-14,386.9682312011719,388.0,409.8999938964844,382.70001220703125,395.0,20132,2022-02-14
2022-02-21,362.0346984863281,363.0,412.20001220703125,342.0,380.0,22514,2022-02-21
2022-02-28,350.6151428222656,351.54998779296875,374.1000061035156,344.20001220703125,362.8500061035156,18691,2022-02-28
2022-03-07,356.0008239746094,356.95001220703125,375.0,336.0,343.1499938964844,19861,2022-03-07
2022-03-14,359.89044189453125,360.8500061035156,366.04998779296875,333.04998779296875,352.1499938964844,24229,2022-03-14
2022-03-21,345.9775085449219,346.8999938964844,364.95001220703125,336.6000061035156,361.0,36819,2022-03-21
2022-03-28,353.5074462890625,354.45001220703125,360.0,335.0,346.54998779296875,31503,2022-03-28
2022-04-04,369.215576171875,370.20001220703125,377.75,356.20001220703125,364.70001220703125,15606,2022-04-04
2022-04-11,373.1051940917969,374.1000061035156,378.0,364.20001220703125,372.8500061035156,17665,2022-04-11
2022-04-18,364.6278076171875,365.6000061035156,374.70001220703125,353.0,365.1499938964844,13470,2022-04-18
2022-04-25,362.63311767578125,363.6000061035156,374.95001220703125,350.95001220703125,365.6000061035156,8478,2022-04-25
2022-05-02,352.4602355957031,353.3999938964844,364.0,347.1499938964844,360.04998779296875,4978,2022-05-02
2022-05-09,331.6656799316406,332.54998779296875,358.8999938964844,325.70001220703125,346.6499938964844,9713,2022-05-09
2022-05-16,338.1982727050781,339.1000061035156,350.8500061035156,330.3500061035156,334.6499938964844,5385,2022-05-16
2022-05-23,335.10650634765625,336.0,359.8999938964844,332.1499938964844,340.0,7974,2022-05-23
2022-05-30,341.6390686035156,342.54998779296875,351.70001220703125,333.04998779296875,351.70001220703125,5724,2022-05-30
2022-06-06,334.5080871582031,335.3999938964844,343.8500061035156,328.79998779296875,336.0,3417,2022-06-06
2022-06-13,318.650390625,319.5,339.6000061035156,316.04998779296875,334.20001220703125,6987,2022-06-13
2022-06-20,308.87646484375,309.70001220703125,330.5,295.0,320.95001220703125,6108,2022-06-20
2022-06-27,318.0519714355469,318.8999938964844,326.0,304.1000061035156,314.8500061035156,6249,2022-06-27
2022-07-04,356.9482727050781,357.8999938964844,379.0,315.6499938964844,324.75,27531,2022-07-04
2022-07-11,343.98284912109375,344.8999938964844,359.8999938964844,342.04998779296875,355.0,8517,2022-07-11
2022-07-18,353.9064025878906,354.8500061035156,361.5,345.54998779296875,345.54998779296875,4089,2022-07-18
2022-07-25,342.3870849609375,343.29998779296875,380.0,340.20001220703125,351.04998779296875,7989,2022-07-25
2022-08-01,358.7933654785156,359.75,367.29998779296875,349.0,350.1499938964844,8777,2022-08-01
2022-08-08,343.5838928222656,344.5,368.1000061035156,332.0,352.3999938964844,18458,2022-08-08
2022-08-15,353.7069091796875,354.6499938964844,368.5,344.29998779296875,344.5,6989,2022-08-15
2022-08-22,365.6251525878906,366.6000061035156,370.95001220703125,352.0,354.3999938964844,9667,2022-08-22
2022-08-29,363.4808654785156,364.45001220703125,415.0,359.0,369.79998779296875,22518,2022-08-29
2022-09-05,357.6962585449219,358.6499938964844,371.6499938964844,354.3999938964844,371.6499938964844,10543,2022-09-05
2022-09-12,362.8824462890625,363.8500061035156,388.0,352.3500061035156,364.8999938964844,29109,2022-09-12
2022-09-19,351.61248779296875,352.54998779296875,374.3500061035156,351.3999938964844,369.8999938964844,15204,2022-09-19
2022-09-26,343.78338623046875,344.70001220703125,358.8999938964844,335.70001220703125,358.8999938964844,11570,2022-09-26
2022-10-03,348.8199462890625,349.75,355.0,335.5,342.04998779296875,8096,2022-10-03
2022-10-10,341.2900390625,342.20001220703125,354.8999938964844,338.0,349.8500061035156,5555,2022-10-10
2022-10-17,344.08258056640625,345.0,351.95001220703125,336.95001220703125,340.04998779296875,4532,2022-10-17
2022-10-24,344.1324157714844,345.04998779296875,350.8999938964844,340.0,345.0,2449,2022-10-24
2022-10-31,352.2109069824219,353.1499938964844,378.79998779296875,342.1000061035156,343.20001220703125,9009,2022-10-31
2022-11-07,350.81463623046875,351.75,356.29998779296875,345.5,350.20001220703125,7012,2022-11-07
2022-11-14,325.7813720703125,326.6499938964844,351.0,321.0,351.0,15011,2022-11-14
2022-11-21,315.7082214355469,316.54998779296875,326.6499938964844,312.70001220703125,326.6499938964844,7867,2022-11-21
2022-11-28,315.6085205078125,316.45001220703125,325.95001220703125,315.25,322.54998779296875,7684,2022-11-28
2022-12-05,322.6896057128906,323.54998779296875,337.45001220703125,313.3500061035156,316.95001220703125,13364,2022-12-05
2022-12-12,323.38775634765625,324.25,329.8999938964844,315.25,323.04998779296875,6537,2022-12-12
2022-12-19,303.7900085449219,304.6000061035156,324.95001220703125,301.20001220703125,324.04998779296875,11415,2022-12-19
2022-12-26,324.4848327636719,325.3500061035156,349.79998779296875,304.6000061035156,304.6000061035156,11696,2022-12-26
2023-01-02,322.8890686035156,323.75,337.0,322.1499938964844,327.45001220703125,9510,2023-01-02
2023-01-09,322.19091796875,323.04998779296875,329.6499938964844,321.5,326.20001220703125,1730,2023-01-09
2023-01-16,322.7893371582031,323.6499938964844,330.0,320.1499938964844,320.29998779296875,5573,2023-01-16
2023-01-23,317.8525390625,318.70001220703125,327.95001220703125,314.0,322.6000061035156,3195,2023-01-23
2023-01-30,306.4828186035156,307.29998779296875,324.79998779296875,304.25,319.95001220703125,2537,2023-01-30
2023-02-06,315.6085205078125,316.45001220703125,319.95001220703125,302.6000061035156,309.95001220703125,3035,2023-02-06
2023-02-13,300.74810791015625,301.54998779296875,321.5,297.0,312.6499938964844,6397,2023-02-13
2023-02-20,300.7980041503906,301.6000061035156,307.20001220703125,295.1499938964844,301.54998779296875,5409,2023-02-20
2023-02-27,301.6955871582031,302.5,305.8999938964844,292.1000061035156,299.8999938964844,5273,2023-02-27
2023-03-06,307.8292236328125,308.6499938964844,314.95001220703125,296.0,302.95001220703125,5251,2023-03-06
2023-03-13,295.212890625,296.0,308.0,291.0,307.8999938964844,8950,2023-03-13
2023-03-20,281.2999572753906,282.04998779296875,298.29998779296875,280.79998779296875,296.75,4239,2023-03-20
2023-03-27,282.4469299316406,283.20001220703125,285.04998779296875,270.95001220703125,282.0,19871,2023-03-27
2023-04-03,299.5513000488281,300.3500061035156,304.8999938964844,282.04998779296875,283.79998779296875,7142,2023-04-03
2023-04-10,337.74945068359375,338.6499938964844,377.70001220703125,302.0,306.3500061035156,69801,2023-04-10
2023-04-17,332.6131591796875,333.5,345.95001220703125,332.25,344.95001220703125,12766,2023-04-17
2023-04-24,327.5267028808594,328.3999938964844,336.5,316.25,332.8500061035156,6187,2023-04-24
2023-05-01,351.41302490234375,352.3500061035156,357.79998779296875,328.0,328.3999938964844,14610,2023-05-01
2023-05-08,348.4210205078125,349.3500061035156,358.0,339.0,352.75,11503,2023-05-08
2023-05-15,341.2900390625,342.20001220703125,354.5,337.0,351.75,9925,2023-05-15
2023-05-22,324.9834899902344,325.8500061035156,357.79998779296875,306.70001220703125,342.3500061035156,40693,2023-05-22
2023-05-29,320.1962585449219,321.04998779296875,334.1499938964844,315.25,325.8500061035156,15232,2023-05-29
2023-06-05,347.4735412597656,348.3999938964844,381.0,321.0,325.8500061035156,52999,2023-06-05
2023-06-12,348.77008056640625,349.70001220703125,379.0,343.29998779296875,355.25,51534,2023-06-12
2023-06-19,351.21356201171875,352.1499938964844,380.0,347.0,349.3999938964844,15656,2023-06-19
2023-06-26,360.48883056640625,361.45001220703125,370.1499938964844,352.75,359.1499938964844,14014,2023-06-26
2023-07-03,359.6909484863281,360.6499938964844,370.8999938964844,351.25,362.95001220703125,15146,2023-07-03
2023-07-10,407.6131896972656,408.70001220703125,438.0,359.8500061035156,360.95001220703125,127528,2023-07-10
2023-07-17,390.5087890625,391.54998779296875,410.54998779296875,390.0,401.0,23852,2023-07-17
2023-07-24,429.50482177734375,430.6499938964844,447.29998779296875,390.5,393.0,46051,2023-07-24
2023-07-31,492.7861022949219,494.1000061035156,504.29998779296875,440.5,445.3999938964844,151039,2023-07-31
2023-08-07,539.8107299804688,541.25,569.9500122070312,487.70001220703125,499.0,126318,2023-08-07
2023-08-14,493.9828796386719,495.29998779296875,570.0999755859375,468.29998779296875,570.0,39717,2023-08-14
2023-08-21,513.0819702148438,514.4500122070312,519.0,482.0,498.45001220703125,18578,2023-08-21
2023-08-28,511.6358337402344,513.0,527.0499877929688,503.3500061035156,514.4500122070312,8026,2023-08-28
2023-09-04,509.3918151855469,510.75,529.8499755859375,502.0,505.0,16631,2023-09-04
2023-09-11,502.2109375,503.54998779296875,521.1500244140625,491.0,510.75,9759,2023-09-11
2023-09-18,499.0693359375,500.3999938964844,508.8999938964844,492.04998779296875,503.54998779296875,8841,2023-09-18
2023-09-25,498.0719909667969,499.3999938964844,504.0,495.0,501.0,11196,2023-09-25
2023-10-02,532.9789428710938,534.4000244140625,544.0,490.0,499.3999938964844,23138,2023-10-02
2023-10-09,610.37255859375,612.0,630.9500122070312,530.0,530.0,60163,2023-10-09
2023-10-16,618.351318359375,620.0,620.0,599.0,599.7999877929688,8117,2023-10-16
2023-10-23,579.4550170898438,581.0,619.9000244140625,581.0,616.8499755859375,3134,2023-10-23
2023-10-30,601.7954711914062,603.4000244140625,603.4000244140625,574.0,579.9000244140625,8632,2023-10-30
2023-11-06,606.3831787109375,608.0,615.4500122070312,598.1500244140625,613.5,6457,2023-11-06
2023-11-13,597.4071655273438,599.0,620.0,598.1500244140625,610.0499877929688,1995,2023-11-13
2023-11-20,611.2702026367188,612.9000244140625,645.0,585.0,585.0,20028,2023-11-20
2023-11-27,640.990966796875,642.7000122070312,649.0,586.1500244140625,612.9000244140625,22420,2023-11-27
2023-12-04,663.2316284179688,665.0,698.0,615.0,649.9500122070312,35621,2023-12-04
2023-12-11,675.0501098632812,676.8499755859375,706.8499755859375,637.0499877929688,665.2000122070312,22018,2023-12-11
2023-12-18,634.1092529296875,635.7999877929688,690.5499877929688,610.2999877929688,690.5499877929688,13371,2023-12-18
2023-12-25,666.4729614257812,668.25,682.8499755859375,622.5499877929688,635.7999877929688,7462,2023-12-25
2024-01-01,651.961669921875,653.7000122070312,686.7999877929688,630.0,630.0,11855,2024-01-01
2024-01-08,633.0620727539062,634.75,683.0,632.6500244140625,659.8499755859375,6549,2024-01-08
2024-01-15,627.9257202148438,629.5999755859375,655.5499877929688,592.5499877929688,653.2999877929688,14877,2024-01-15
2024-01-22,642.0381469726562,643.75,657.9500122070312,604.9500122070312,629.5999755859375,5997,2024-01-22
2024-01-29,630.1697387695312,631.8499755859375,666.5999755859375,620.5,620.5,7538,2024-01-29
2024-02-05,698.8367309570312,700.7000122070312,768.0,630.5499877929688,630.5499877929688,81402,2024-02-05
2024-02-12,673.8533325195312,675.6500244140625,717.0,627.1500244140625,717.0,20733,2024-02-12
2024-02-19,734.1924438476562,736.1500244140625,780.0,660.4000244140625,675.6500244140625,49319,2024-02-19
2024-02-26,697.3406982421875,699.2000122070312,761.0,651.4500122070312,749.7999877929688,19569,2024-02-26
2024-03-04,674.80078125,676.5999755859375,747.9500122070312,675.5,693.2000122070312,14582,2024-03-04
2024-03-11,647.3739013671875,649.0999755859375,676.7000122070312,615.25,676.7000122070312,12673,2024-03-11
2024-03-18,656.44970703125,658.2000122070312,681.4000244140625,635.0,668.25,7296,2024-03-18
2024-03-25,677.6930541992188,679.5,684.2999877929688,626.0,658.2000122070312,4938,2024-03-25
2024-04-01,706.46630859375,708.3499755859375,737.8499755859375,681.4000244140625,681.5999755859375,7779,2024-04-01
2024-04-08,704.1724853515625,706.0499877929688,730.0,695.2000122070312,714.2000122070312,6778,2024-04-08
2024-04-15,707.2642211914062,709.1500244140625,720.1500244140625,682.7000122070312,705.0499877929688,5360,2024-04-15
2024-04-22,746.060791015625,748.0499877929688,756.0,705.0999755859375,726.0,11426,2024-04-22
2024-04-29,760.4224853515625,762.4500122070312,777.0,715.25,743.7999877929688,13455,2024-04-29
2024-05-06,721.7257080078125,723.6500244140625,792.0,718.0,768.7999877929688,15850,2024-05-06
2024-05-13,779.4716796875,781.5499877929688,793.0,707.7000122070312,733.4000244140625,12974,2024-05-13
2024-05-20,894.066162109375,896.4500122070312,939.25,777.6500244140625,777.6500244140625,69833,2024-05-20
2024-05-27,730.4025268554688,732.3499755859375,920.0,717.7000122070312,872.0,98618,2024-05-27
2024-06-03,734.6412353515625,736.5999755859375,767.25,651.5499877929688,767.25,14979,2024-06-03
2024-06-10,760.4224853515625,762.4500122070312,790.0,732.0,746.2000122070312,21505,2024-06-10
2024-06-17,764.1625366210938,766.2000122070312,800.0,755.75,762.4500122070312,11781,2024-06-17
2024-06-24,770.645263671875,772.7000122070312,793.7000122070312,764.9500122070312,765.9500122070312,13380,2024-06-24
2024-07-01,777.52685546875,779.5999755859375,799.9000244140625,760.0,777.0,15057,2024-07-01
2024-07-08,755.4856567382812,757.5,781.4500122070312,733.5499877929688,773.2000122070312,9462,2024-07-08
2024-07-15,719.33203125,721.25,778.0,718.0499877929688,764.9500122070312,6619,2024-07-15
2024-07-22,783.3499755859375,783.3499755859375,850.0,710.4500122070312,735.7999877929688,62192,2024-07-22
2024-07-29,800.5499877929688,800.5499877929688,858.25,792.0,816.1500244140625,33906,2024-07-29
2024-08-05,805.0499877929688,805.0499877929688,895.0,752.9000244140625,800.2000122070312,42528,2024-08-05
2024-08-12,881.25,881.25,898.0,800.0,800.0,39546,2024-08-12
2024-08-19,1073.8499755859375,1073.8499755859375,1073.8499755859375,865.5499877929688,895.0,135735,2024-08-19
2024-08-26,1130.800048828125,1130.800048828125,1165.949951171875,1033.199951171875,1100.0,137488,2024-08-26
2024-09-02,1162.050048828125,1162.050048828125,1187.300048828125,1074.300048828125,1143.0,29671,2024-09-02
2024-09-09,1118.050048828125,1118.050048828125,1260.0,1071.0,1175.0,30948,2024-09-09
2024-09-16,1023.5499877929688,1023.5499877929688,1127.0,1007.2999877929688,1118.800048828125,12817,2024-09-16
2024-09-23,989.4500122070312,989.4500122070312,1070.0,959.0,1070.0,9143,2024-09-23
2024-09-30,960.0499877929688,960.0499877929688,1018.0,936.25,1017.9000244140625,1696,2024-09-30
2024-10-07,923.0999755859375,923.0999755859375,985.0,918.3499755859375,966.0999755859375,6347,2024-10-07
2024-10-14,900.2000122070312,900.2000122070312,954.0,860.0,954.0,9778,2024-10-14
2024-10-21,800.6500244140625,800.6500244140625,917.0,799.0,898.25,7926,2024-10-21
2024-10-28,820.7999877929688,820.7999877929688,837.0,777.0,800.6500244140625,6557,2024-10-28
2024-11-04,829.7999877929688,829.7999877929688,867.25,810.0,849.9000244140625,2353,2024-11-04
2024-11-11,780.4000244140625,780.4000244140625,851.0,777.0,830.0999755859375,5768,2024-11-11
2024-11-18,799.5499877929688,799.5499877929688,818.0,748.0999755859375,818.0,3315,2024-11-18
2024-11-25,827.6500244140625,827.6500244140625,843.0,788.0,802.0,3449,2024-11-25
2024-12-02,838.7999877929688,838.7999877929688,899.8499755859375,823.0,851.0,20032,2024-12-02
2024-12-09,1149.3499755859375,1149.3499755859375,1207.8499755859375,833.2999877929688,833.2999877929688,178403,2024-12-09
2024-12-16,1055.449951171875,1055.449951171875,1184.9000244140625,1023.0,1184.9000244140625,28316,2024-12-16
2024-12-23,1218.949951171875,1218.949951171875,1416.4000244140625,1085.0,1085.0,203008,2024-12-23
2024-12-30,1290.9000244140625,1290.9000244140625,1440.0,1233.800048828125,1258.949951171875,61845,2024-12-30
2025-01-06,1107.75,1107.75,1315.0,1100.0,1315.0,9730,2025-01-06
2025-01-13,1006.0999755859375,1006.0999755859375,1105.0,975.0,1100.0,6079,2025-01-13
2025-01-20,1170.1500244140625,1170.1500244140625,1174.1500244140625,999.0,1011.0,13230,2025-01-20
2025-01-27,1092.4000244140625,1092.4000244140625,1161.9000244140625,1024.0,1155.0,8542,2025-01-27
2025-02-03,1070.3499755859375,1070.3499755859375,1119.0,1008.0,1119.0,3398,2025-02-03
2025-02-10,899.3499755859375,899.3499755859375,1094.9000244140625,880.0,1075.0,10301,2025-02-10
2025-02-17,896.2999877929688,896.2999877929688,915.0,801.0,899.3499755859375,7645,2025-02-17
2025-02-24,811.7999877929688,811.7999877929688,922.5499877929688,811.7999877929688,870.0,3198,2025-02-24
2025-03-03,808.9500122070312,808.9500122070312,839.0,732.7000122070312,839.0,8753,2025-03-03
2025-03-10,750.5999755859375,750.5999755859375,832.4000244140625,740.0499877929688,832.4000244140625,5195,2025-03-10
2025-03-17,786.2000122070312,786.2000122070312,808.0,726.0,752.0,7598,2025-03-17
2025-03-24,734.5,734.5,829.8499755859375,730.0,789.7999877929688,11791,2025-03-24
2025-03-31,790.5,790.5,825.0,728.5,734.5,4734,2025-03-31
2025-04-07,733.4000244140625,733.4000244140625,780.0,696.5499877929688,760.0,7119,2025-04-07
2025-04-14,806.7000122070312,806.7000122070312,815.0,727.2999877929688,738.5,4998,2025-04-14
2025-04-21,787.5999755859375,787.5999755859375,840.0,774.75,806.7000122070312,13093,2025-04-21
2025-04-28,758.0,758.0,805.8499755859375,730.0499877929688,780.0,8268,2025-04-28
2025-05-05,722.9000244140625,722.9000244140625,745.2999877929688,669.3499755859375,745.2999877929688,12779,2025-05-05
2025-05-12,721.0999755859375,721.0999755859375,748.4500122070312,700.5,730.2000122070312,17853,2025-05-12
2025-05-19,783.2999877929688,783.2999877929688,805.0499877929688,730.0,730.0,16395,2025-05-19
2025-05-26,849.0999755859375,849.0999755859375,934.0,809.9000244140625,859.0,46020,2025-05-26
2025-06-02,859.9500122070312,859.9500122070312,883.0,825.0,866.0999755859375,7372,2025-06-02
2025-06-09,836.7999877929688,836.7999877929688,895.9500122070312,810.8499755859375,877.1500244140625,18306,2025-06-09
2025-06-16,786.1500244140625,786.1500244140625,854.7000122070312,776.0999755859375,830.7000122070312,15224,2025-06-16
2025-06-23,798.25,798.25,818.9500122070312,765.0499877929688,773.0,11101,2025-06-23
2025-06-30,795.1500244140625,795.1500244140625,840.2000122070312,786.0,813.5,9851,2025-06-30
2025-07-07,765.4500122070312,765.4500122070312,817.9500122070312,752.4000244140625,795.5999755859375,6942,2025-07-07
2025-07-14,786.5999755859375,786.5999755859375,794.0,760.0999755859375,765.4500122070312,2133,2025-07-14
