Date,Adj Close_LUPIN.NS,Close_LUPIN.NS,High_LUPIN.NS,Low_LUPIN.NS,Open_LUPIN.NS,Volume_LUPIN.NS,Date
2020-07-13,873.5447387695312,897.4000244140625,903.75,855.0999755859375,875.0999755859375,7050864,2020-07-13
2020-07-20,831.1036987304688,853.7999877929688,900.7000122070312,846.0,897.4000244140625,10323410,2020-07-20
2020-07-27,901.9197387695312,926.5499877929688,931.0,828.4000244140625,851.0,14521251,2020-07-27
2020-08-03,856.461181640625,879.8499755859375,954.5999755859375,874.0999755859375,915.0,25931894,2020-08-03
2020-08-10,997.593505859375,1018.2000122070312,1023.5499877929688,886.0499877929688,886.9000244140625,52711698,2020-08-10
2020-08-17,961.538330078125,981.4000244140625,1035.0,975.2000122070312,1028.4000244140625,28990552,2020-08-17
2020-08-24,956.3455200195312,976.0999755859375,1017.1500244140625,960.5,987.0,21952255,2020-08-24
2020-08-31,925.875,945.0,990.0,918.0999755859375,982.0,18000228,2020-08-31
2020-09-07,948.066650390625,967.6500244140625,973.0,911.7999877929688,949.0,13714978,2020-09-07
2020-09-14,1063.9234619140625,1085.9000244140625,1122.300048828125,958.0,972.9500122070312,31547813,2020-09-14
2020-09-21,978.68408203125,998.9000244140625,1097.8499755859375,971.25,1085.8499755859375,19253395,2020-09-21
2020-09-28,1007.0481567382812,1027.8499755859375,1032.0,981.0,1008.5999755859375,16852289,2020-09-28
2020-10-05,1008.3707885742188,1029.199951171875,1055.8499755859375,1012.6500244140625,1028.3499755859375,12695710,2020-10-05
2020-10-12,1019.34423828125,1040.4000244140625,1087.800048828125,996.1500244140625,1030.0,22477771,2020-10-12
2020-10-19,971.3848876953125,991.4500122070312,1046.0,977.5999755859375,1044.9000244140625,14203275,2020-10-19
2020-10-26,890.8484497070312,909.25,997.6500244140625,905.4000244140625,992.9500122070312,14309787,2020-10-26
2020-11-02,898.3436279296875,916.9000244140625,962.7000122070312,900.0499877929688,912.0,21812891,2020-11-02
2020-11-09,887.9091796875,906.25,937.2000122070312,855.3499755859375,924.7999877929688,30819139,2020-11-09
2020-11-16,860.9168090820312,878.7000122070312,915.2999877929688,872.0,901.3499755859375,10003664,2020-11-16
2020-11-23,873.7516479492188,891.7999877929688,914.2999877929688,877.5,886.0,18981138,2020-11-23
2020-11-30,914.4117431640625,933.2999877929688,936.5499877929688,891.7999877929688,891.7999877929688,11828442,2020-11-30
2020-12-07,920.3883056640625,939.4000244140625,975.4500122070312,928.5499877929688,939.0,16199559,2020-12-07
2020-12-14,952.4264526367188,972.0999755859375,984.5,937.0999755859375,945.0,17937329,2020-12-14
2020-12-21,956.4435424804688,976.2000122070312,991.7999877929688,875.0,983.0,16940002,2020-12-21
2020-12-28,980.6436767578125,1000.9000244140625,1009.9500122070312,964.5,990.0,14708137,2020-12-28
2021-01-04,1017.7766723632812,1038.800048828125,1047.5,991.0,1009.7999877929688,21719026,2021-01-04
2021-01-11,1071.0264892578125,1093.1500244140625,1113.300048828125,1040.0,1040.0,17100838,2021-01-11
2021-01-18,1057.407958984375,1079.25,1102.050048828125,1030.0,1090.0,12883959,2021-01-18
