Date,Adj Close_ETHOSLTD.NS,Close_ETHOSLTD.NS,High_ETHOSLTD.NS,Low_ETHOSLTD.NS,Open_ETHOSLTD.NS,Volume_ETHOSLTD.NS,Date
2022-05-30,746.5,746.5,839.9500122070312,742.0499877929688,825.0,3239871,2022-05-30
2022-06-06,784.5999755859375,784.5999755859375,807.75,707.4500122070312,733.0,392375,2022-06-06
2022-06-13,782.25,782.25,808.75,759.0,761.0,157188,2022-06-13
2022-06-20,799.3499755859375,799.3499755859375,804.0,750.0499877929688,771.0999755859375,103917,2022-06-20
2022-06-27,785.0499877929688,785.0499877929688,821.0,766.4000244140625,793.0,54967,2022-06-27
2022-07-04,777.75,777.75,798.1500244140625,770.0499877929688,773.0999755859375,53173,2022-07-04
2022-07-11,842.5999755859375,842.5999755859375,874.25,770.75,777.75,170270,2022-07-11
2022-07-18,978.1500244140625,978.1500244140625,992.7000122070312,845.0,845.0,480688,2022-07-18
2022-07-25,989.7999877929688,989.7999877929688,1075.0,940.2999877929688,965.25,1073351,2022-07-25
2022-08-01,974.8499755859375,974.8499755859375,1031.949951171875,965.9000244140625,999.0,336726,2022-08-01
2022-08-08,1107.550048828125,1107.550048828125,1125.0,974.0999755859375,974.0999755859375,852725,2022-08-08
2022-08-15,1069.3499755859375,1069.3499755859375,1147.0,1050.0,1107.550048828125,353947,2022-08-15
2022-08-22,1060.25,1060.25,1089.0,1008.5499877929688,1074.949951171875,459366,2022-08-22
2022-08-29,1036.699951171875,1036.699951171875,1079.0,1005.0499877929688,1021.0,347697,2022-08-29
2022-09-05,1009.5999755859375,1009.5999755859375,1086.800048828125,977.0,1049.800048828125,389379,2022-09-05
2022-09-12,987.7000122070312,987.7000122070312,1068.0,976.0499877929688,1022.9000244140625,614653,2022-09-12
2022-09-19,978.2000122070312,978.2000122070312,1073.4000244140625,972.2000122070312,1010.0,307945,2022-09-19
2022-09-26,974.0,974.0,1013.0,940.0,974.9000244140625,228283,2022-09-26
2022-10-03,994.4000244140625,994.4000244140625,1030.0,961.0499877929688,986.0,140031,2022-10-03
2022-10-10,993.8499755859375,993.8499755859375,1025.8499755859375,962.0,991.4000244140625,161459,2022-10-10
2022-10-17,973.9500122070312,973.9500122070312,998.4000244140625,945.0499877929688,998.4000244140625,117833,2022-10-17
2022-10-24,978.25,978.25,1008.0,966.0,1008.0,49063,2022-10-24
2022-10-31,1042.199951171875,1042.199951171875,1059.800048828125,973.5499877929688,976.0,240272,2022-10-31
2022-11-07,910.5499877929688,910.5499877929688,1068.3499755859375,901.0,1064.0,225327,2022-11-07
2022-11-14,884.0999755859375,884.0999755859375,914.0,844.5499877929688,910.0,182580,2022-11-14
2022-11-21,918.4000244140625,918.4000244140625,935.0,869.3499755859375,871.0999755859375,105280,2022-11-21
2022-11-28,917.0,917.0,948.4500122070312,881.0,918.4000244140625,186077,2022-11-28
2022-12-05,1024.5,1024.5,1046.0,917.0,923.4000244140625,479498,2022-12-05
2022-12-12,1023.4000244140625,1023.4000244140625,1054.0,957.4000244140625,1024.5,362662,2022-12-12
2022-12-19,977.3499755859375,977.3499755859375,1048.449951171875,941.0,1006.0,165269,2022-12-19
2022-12-26,1018.25,1018.25,1045.800048828125,957.5,987.0,203056,2022-12-26
2023-01-02,1012.9500122070312,1012.9500122070312,1043.3499755859375,984.7999877929688,1020.0,111034,2023-01-02
2023-01-09,1013.5,1013.5,1075.0,1004.0,1012.9500122070312,179215,2023-01-09
2023-01-16,997.4500122070312,997.4500122070312,1030.949951171875,970.0,1009.0,60106,2023-01-16
2023-01-23,978.5499877929688,978.5499877929688,1010.0,947.0,1010.0,32536,2023-01-23
2023-01-30,1002.9000244140625,1002.9000244140625,1030.0,955.8499755859375,978.5499877929688,163860,2023-01-30
2023-02-06,1009.6500244140625,1009.6500244140625,1060.0,947.7999877929688,1040.0,249436,2023-02-06
2023-02-13,1018.1500244140625,1018.1500244140625,1059.0,980.0999755859375,1020.0,125093,2023-02-13
2023-02-20,994.7999877929688,994.7999877929688,1038.050048828125,965.0,1030.0,83519,2023-02-20
2023-02-27,996.7999877929688,996.7999877929688,1010.0,974.5999755859375,1010.0,98270,2023-02-27
2023-03-06,981.2000122070312,981.2000122070312,1007.5,971.0499877929688,998.0,27112,2023-03-06
2023-03-13,990.8499755859375,990.8499755859375,1000.0,915.0499877929688,981.2000122070312,67341,2023-03-13
2023-03-20,980.6500244140625,980.6500244140625,1023.0,957.0,983.4000244140625,82112,2023-03-20
2023-03-27,959.9000244140625,959.9000244140625,989.0,936.0999755859375,989.0,46072,2023-03-27
2023-04-03,984.1500244140625,984.1500244140625,1015.0,955.0,980.0,33855,2023-04-03
2023-04-10,1038.75,1038.75,1045.0,972.6500244140625,980.0,154355,2023-04-10
2023-04-17,1222.0,1222.0,1292.800048828125,1039.4000244140625,1050.0,1216437,2023-04-17
2023-04-24,1299.0,1299.0,1339.550048828125,1197.0999755859375,1235.699951171875,611193,2023-04-24
2023-05-01,1289.0999755859375,1289.0999755859375,1373.3499755859375,1280.550048828125,1299.0,209586,2023-05-01
2023-05-08,1405.199951171875,1405.199951171875,1477.949951171875,1261.550048828125,1298.4000244140625,386903,2023-05-08
2023-05-15,1222.5999755859375,1222.5999755859375,1330.0,1200.0,1330.0,1147390,2023-05-15
2023-05-22,1252.300048828125,1252.300048828125,1298.4000244140625,1220.199951171875,1235.0,171797,2023-05-22
2023-05-29,1276.0,1276.0,1332.0,1201.0,1270.0,246083,2023-05-29
2023-06-05,1306.199951171875,1306.199951171875,1379.050048828125,1263.0,1288.0,496709,2023-06-05
2023-06-12,1321.25,1321.25,1350.0,1229.3499755859375,1319.0,270166,2023-06-12
2023-06-19,1298.800048828125,1298.800048828125,1382.4000244140625,1292.5999755859375,1329.949951171875,152960,2023-06-19
2023-06-26,1444.949951171875,1444.949951171875,1456.050048828125,1277.050048828125,1304.949951171875,399084,2023-06-26
2023-07-03,1511.0,1511.0,1549.0,1432.4000244140625,1473.6500244140625,356848,2023-07-03
2023-07-10,1479.25,1479.25,1540.0,1450.0,1500.0,217612,2023-07-10
2023-07-17,1483.800048828125,1483.800048828125,1515.0,1444.0999755859375,1499.949951171875,114210,2023-07-17
2023-07-24,1421.5,1421.5,1530.0,1385.0999755859375,1491.800048828125,352150,2023-07-24
2023-07-31,1448.800048828125,1448.800048828125,1465.9000244140625,1385.550048828125,1427.800048828125,165421,2023-07-31
2023-08-07,1637.6500244140625,1637.6500244140625,1700.0,1516.050048828125,1585.0,812786,2023-08-07
2023-08-14,1648.4000244140625,1648.4000244140625,1672.0,1587.4000244140625,1649.0,191402,2023-08-14
2023-08-21,1619.6500244140625,1619.6500244140625,1676.8499755859375,1593.800048828125,1650.0,127212,2023-08-21
2023-08-28,1654.8499755859375,1654.8499755859375,1675.25,1576.050048828125,1625.4000244140625,180832,2023-08-28
2023-09-04,1638.9000244140625,1638.9000244140625,1676.8499755859375,1615.0,1676.8499755859375,110992,2023-09-04
2023-09-11,1728.800048828125,1728.800048828125,1819.199951171875,1562.0999755859375,1671.0,517548,2023-09-11
2023-09-18,1759.699951171875,1759.699951171875,1799.0,1697.4000244140625,1721.0,207802,2023-09-18
2023-09-25,1758.949951171875,1758.949951171875,1810.050048828125,1700.050048828125,1770.0,254630,2023-09-25
2023-10-02,1718.0,1718.0,1765.0,1702.0,1758.949951171875,85216,2023-10-02
2023-10-09,1719.5,1719.5,1759.8499755859375,1685.550048828125,1706.0,94075,2023-10-09
