Date,Adj Close_HERITGFOOD.NS,Close_HERITGFOOD.NS,High_HERITGFOOD.NS,Low_HERITGFOOD.NS,Open_HERITGFOOD.NS,Volume_HERITGFOOD.NS,Date
2025-04-21,403.1499938964844,403.1499938964844,429.1499938964844,400.5,422.5,1241627,2025-04-21
2025-04-28,391.0,391.0,412.79998779296875,385.3999938964844,403.04998779296875,983779,2025-04-28
2025-05-05,379.25,379.25,398.8999938964844,371.3500061035156,390.6499938964844,911466,2025-05-05
2025-05-12,430.45001220703125,430.45001220703125,434.8999938964844,388.0,399.54998779296875,2190297,2025-05-12
2025-05-19,404.1000061035156,404.1000061035156,427.0,400.0,427.0,2725799,2025-05-19
2025-05-26,404.8999938964844,404.8999938964844,412.1000061035156,399.20001220703125,408.0,1129832,2025-05-26
2025-06-02,468.95001220703125,468.95001220703125,475.70001220703125,405.0,406.0,4763860,2025-06-02
2025-06-09,463.54998779296875,463.54998779296875,490.0,441.6000061035156,472.1000061035156,2859104,2025-06-09
2025-06-16,443.0,443.0,463.1499938964844,435.0,462.25,1439382,2025-06-16
2025-06-23,482.3999938964844,482.3999938964844,494.45001220703125,436.04998779296875,439.8500061035156,3480586,2025-06-23
2025-06-30,492.1000061035156,492.1000061035156,507.6000061035156,485.0,486.0,2205461,2025-06-30
2025-07-07,476.45001220703125,476.45001220703125,505.8999938964844,475.1499938964844,492.75,1582713,2025-07-07
2025-07-14,468.8500061035156,468.8500061035156,480.8999938964844,466.0,472.0,732982,2025-07-14
