Date,Adj Close_SSWL.NS,Close_SSWL.NS,High_SSWL.NS,Low_SSWL.NS,Open_SSWL.NS,Volume_SSWL.NS,Date
2023-01-23,138.79515075683594,140.0500030517578,153.0,137.0,153.0,576009,2023-01-23
2023-01-30,142.5115509033203,143.8000030517578,150.0,128.25,141.6999969482422,1818090,2023-01-30
2023-02-06,154.60223388671875,156.0,158.8000030517578,141.0500030517578,143.8000030517578,1026676,2023-02-06
2023-02-13,153.1652374267578,154.5500030517578,160.0,149.5,156.0,466612,2023-02-13
2023-02-20,151.13360595703125,152.5,157.60000610351562,150.60000610351562,152.8000030517578,376595,2023-02-20
2023-02-27,149.993896484375,151.35000610351562,154.8000030517578,146.5500030517578,152.5,389186,2023-02-27
2023-03-06,150.53897094726562,151.89999389648438,156.89999389648438,150.0,152.89999389648438,251232,2023-03-06
2023-03-13,144.84048461914062,146.14999389648438,151.89999389648438,141.3000030517578,151.1999969482422,290294,2023-03-13
2023-03-20,153.2643280029297,154.64999389648438,162.14999389648438,140.39999389648438,145.9499969482422,932032,2023-03-20
2023-03-27,146.62435913085938,147.9499969482422,156.0,139.5500030517578,156.0,656658,2023-03-27
2023-04-03,152.91748046875,154.3000030517578,155.0,147.64999389648438,148.89999389648438,342048,2023-04-03
2023-04-10,157.7239990234375,159.14999389648438,160.0500030517578,153.85000610351562,156.0,416706,2023-04-10
2023-04-17,158.36819458007812,159.8000030517578,164.14999389648438,155.0500030517578,160.89999389648438,529546,2023-04-17
2023-04-24,160.2016143798828,161.64999389648438,163.25,157.0,160.0,439595,2023-04-24
2023-05-01,149.84524536132812,151.1999969482422,163.5,149.6999969482422,161.64999389648438,552140,2023-05-01
2023-05-08,154.5031280517578,155.89999389648438,160.4499969482422,149.0500030517578,151.6999969482422,667123,2023-05-08
2023-05-15,151.1831512451172,152.5500030517578,158.6999969482422,150.5500030517578,158.6999969482422,547702,2023-05-15
2023-05-22,146.67391967773438,148.0,154.89999389648438,146.3000030517578,154.89999389648438,670617,2023-05-22
2023-05-29,151.77777099609375,153.14999389648438,154.85000610351562,145.9499969482422,147.89999389648438,1024229,2023-05-29
2023-06-05,157.62490844726562,159.0500030517578,162.0,153.5,155.0,1246331,2023-06-05
2023-06-12,188.64447021484375,190.35000610351562,197.89999389648438,157.3000030517578,160.0,9876359,2023-06-12
2023-06-19,190.3292236328125,192.0500030517578,200.0,183.60000610351562,191.4499969482422,4555118,2023-06-19
2023-06-26,203.11363220214844,204.9499969482422,214.8000030517578,193.0,193.0,6142958,2023-06-26
2023-07-03,203.5596160888672,205.39999389648438,217.0,203.0500030517578,205.9499969482422,3027777,2023-07-03
2023-07-10,198.65396118164062,200.4499969482422,227.64999389648438,190.75,208.39999389648438,7194902,2023-07-10
2023-07-17,226.70040893554688,228.75,235.0,200.9499969482422,202.0,6409060,2023-07-17
2023-07-24,251.1295166015625,253.39999389648438,258.5,226.35000610351562,228.89999389648438,5042265,2023-07-24
2023-07-31,241.36778259277344,243.5500030517578,254.60000610351562,238.0,254.5500030517578,3034064,2023-07-31
2023-08-07,234.43052673339844,236.5500030517578,245.0500030517578,232.5,245.0,1348823,2023-08-07
2023-08-14,217.83059692382812,219.8000030517578,238.8000030517578,213.39999389648438,237.60000610351562,1370981,2023-08-14
2023-08-21,230.94715881347656,232.0500030517578,234.75,220.0,220.0,1760684,2023-08-21
2023-08-28,248.2644500732422,249.4499969482422,262.8999938964844,235.10000610351562,235.10000610351562,7182859,2023-08-28
2023-09-04,259.16241455078125,260.3999938964844,275.8500061035156,253.5500030517578,253.9499969482422,3511902,2023-09-04
2023-09-11,269.76177978515625,271.04998779296875,289.5,245.0,260.1000061035156,3914711,2023-09-11
2023-09-18,263.88983154296875,265.1499938964844,272.3999938964844,254.4499969482422,272.3999938964844,1296987,2023-09-18
2023-09-25,276.6290283203125,277.95001220703125,287.3999938964844,269.1000061035156,270.54998779296875,2264540,2023-09-25
2023-10-02,287.5269470214844,288.8999938964844,294.25,274.95001220703125,277.95001220703125,1649944,2023-10-02
2023-10-09,283.7947692871094,285.1499938964844,298.45001220703125,278.54998779296875,281.04998779296875,1655089,2023-10-09
2023-10-16,282.40142822265625,283.75,299.0,282.1000061035156,290.0,1156377,2023-10-16
2023-10-23,262.59600830078125,263.8500061035156,284.79998779296875,256.6499938964844,283.70001220703125,1634553,2023-10-23
2023-10-30,272.150390625,273.45001220703125,281.79998779296875,259.95001220703125,266.6000061035156,1423125,2023-10-30
2023-11-06,283.69525146484375,285.04998779296875,289.6000061035156,275.5,275.79998779296875,749537,2023-11-06
2023-11-13,276.0318603515625,277.3500061035156,297.8999938964844,273.3500061035156,287.6000061035156,945005,2023-11-13
2023-11-20,278.7190246582031,280.04998779296875,291.45001220703125,278.1000061035156,279.0,832257,2023-11-20
2023-11-27,280.0625915527344,281.3999938964844,286.5,272.29998779296875,280.04998779296875,1171239,2023-11-27
2023-12-04,274.9868469238281,276.29998779296875,286.0,272.6000061035156,283.5,800625,2023-12-04
2023-12-11,268.716796875,270.0,279.70001220703125,266.20001220703125,277.70001220703125,1516181,2023-12-11
2023-12-18,260.60552978515625,261.8500061035156,272.0,250.0,270.0,1181457,2023-12-18
2023-12-25,257.9681396484375,259.20001220703125,267.8500061035156,252.0,261.8500061035156,744003,2023-12-25
2024-01-01,253.8378448486328,255.0500030517578,268.95001220703125,253.1999969482422,258.0,1369023,2024-01-01
2024-01-08,278.768798828125,280.1000061035156,282.0,244.14999389648438,255.8000030517578,3287505,2024-01-08
2024-01-15,274.53900146484375,275.8500061035156,282.5,253.25,281.79998779296875,4772167,2024-01-15
2024-01-22,275.8327941894531,277.1499938964844,289.5,272.1000061035156,275.8500061035156,2656872,2024-01-22
2024-01-29,274.439453125,275.75,285.5,273.3999938964844,283.8999938964844,1502108,2024-01-29
2024-02-05,260.5060119628906,261.75,279.25,250.25,278.0,3584362,2024-02-05
2024-02-12,254.5842742919922,255.8000030517578,264.3999938964844,243.10000610351562,263.79998779296875,1162381,2024-02-12
2024-02-19,255.52975463867188,256.75,259.95001220703125,245.0500030517578,255.0,1356817,2024-02-19
2024-02-26,253.5392608642578,254.75,261.45001220703125,249.39999389648438,256.20001220703125,698847,2024-02-26
2024-03-04,242.84036254882812,244.0,256.0,243.0,256.0,675518,2024-03-04
2024-03-11,240.35223388671875,241.5,244.0,211.0500030517578,244.0,1552450,2024-03-11
2024-03-18,230.30023193359375,231.39999389648438,247.0,229.0,238.8000030517578,886495,2024-03-18
2024-03-25,219.8501434326172,220.89999389648438,232.8000030517578,217.60000610351562,231.39999389648438,1078130,2024-03-25
2024-04-01,236.96839904785156,238.10000610351562,243.60000610351562,223.25,224.1999969482422,1518397,2024-04-01
2024-04-08,226.81686401367188,227.89999389648438,241.4499969482422,227.5,239.0,1683304,2024-04-08
2024-04-15,222.98516845703125,224.0500030517578,238.5,220.3000030517578,227.0,2173240,2024-04-15
2024-04-22,225.82162475585938,226.89999389648438,229.0,218.6999969482422,227.0,2398611,2024-04-22
2024-04-29,225.82162475585938,226.89999389648438,237.0,226.35000610351562,231.25,1438089,2024-04-29
2024-05-06,208.60385131835938,209.60000610351562,228.0,207.89999389648438,228.0,1135165,2024-05-06
2024-05-13,215.9686737060547,217.0,220.0,206.5500030517578,210.0,1108013,2024-05-13
2024-05-20,226.2197265625,227.3000030517578,233.0,214.0500030517578,214.0500030517578,2924101,2024-05-20
2024-05-27,213.77914428710938,214.8000030517578,231.0,209.85000610351562,231.0,1552008,2024-05-27
2024-06-03,216.3170166015625,217.35000610351562,227.0,190.5500030517578,227.0,1573064,2024-06-03
2024-06-10,221.0742950439453,222.1300048828125,225.3699951171875,212.52999877929688,219.6999969482422,2843467,2024-06-10
2024-06-17,218.8748016357422,219.9199981689453,226.8300018310547,218.0,222.1300048828125,1799882,2024-06-17
2024-06-24,215.6302947998047,216.66000366210938,220.3000030517578,212.8000030517578,219.9199981689453,1472525,2024-06-24
2024-07-01,241.56643676757812,242.72000122070312,247.0,216.5,217.0,5395940,2024-07-01
2024-07-08,223.59226989746094,224.66000366210938,244.44000244140625,224.0,243.60000610351562,1618314,2024-07-08
2024-07-15,233.83335876464844,234.9499969482422,248.0,220.1999969482422,224.66000366210938,3375549,2024-07-15
2024-07-22,234.7987518310547,235.9199981689453,240.0,222.25999450683594,231.10000610351562,2427016,2024-07-22
2024-07-29,230.64857482910156,231.75,241.08999633789062,228.9199981689453,239.00999450683594,1205961,2024-07-29
2024-08-05,217.08334350585938,218.1199951171875,228.74000549316406,206.0,206.0,1338569,2024-08-05
2024-08-12,221.77096557617188,222.8300018310547,224.8800048828125,211.02000427246094,219.39999389648438,682582,2024-08-12
2024-08-19,224.2491455078125,225.32000732421875,232.99000549316406,219.00999450683594,223.0500030517578,932096,2024-08-19
2024-08-26,226.13015747070312,227.2100067138672,236.47000122070312,222.14999389648438,227.99000549316406,1312124,2024-08-26
2024-09-02,226.0704345703125,227.14999389648438,233.5,224.60000610351562,229.35000610351562,1083990,2024-09-02
2024-09-09,219.41224670410156,220.4600067138672,228.88999938964844,210.5500030517578,224.5,1184873,2024-09-09
2024-09-16,209.41000366210938,210.41000366210938,222.47000122070312,207.1999969482422,221.60000610351562,1319926,2024-09-16
2024-09-23,210.49481201171875,211.5,225.0,209.39999389648438,212.50999450683594,2288999,2024-09-23
2024-09-30,212.5800018310547,212.5800018310547,217.99000549316406,210.3800048828125,214.64999389648438,935541,2024-09-30
2024-10-07,214.0800018310547,214.0800018310547,216.6999969482422,202.75,212.5800018310547,837830,2024-10-07
2024-10-14,213.4600067138672,213.4600067138672,215.47000122070312,208.14999389648438,215.0,709579,2024-10-14
2024-10-21,194.91000366210938,194.91000366210938,214.1999969482422,193.60000610351562,213.0,686725,2024-10-21
2024-10-28,206.8699951171875,206.8699951171875,208.69000244140625,188.85000610351562,194.97999572753906,799580,2024-10-28
2024-11-04,206.72999572753906,206.72999572753906,216.99000549316406,198.80999755859375,208.49000549316406,898782,2024-11-04
2024-11-11,201.9199981689453,201.9199981689453,210.0,195.0,206.6999969482422,465808,2024-11-11
2024-11-18,204.1199951171875,204.1199951171875,210.44000244140625,195.0,201.9199981689453,410387,2024-11-18
2024-11-25,202.77000427246094,202.77000427246094,209.7899932861328,202.02000427246094,206.3000030517578,604320,2024-11-25
2024-12-02,208.8300018310547,208.8300018310547,214.47999572753906,201.1699981689453,202.8000030517578,622149,2024-12-02
2024-12-09,209.82000732421875,209.82000732421875,225.0,206.5,207.5,2584056,2024-12-09
2024-12-16,201.07000732421875,201.07000732421875,210.8800048828125,197.0500030517578,209.83999633789062,1424218,2024-12-16
2024-12-23,199.4499969482422,199.4499969482422,204.6199951171875,196.0,204.47999572753906,520693,2024-12-23
2024-12-30,208.22999572753906,208.22999572753906,213.1999969482422,195.0,199.61000061035156,1296227,2024-12-30
2025-01-06,197.13999938964844,197.13999938964844,213.9499969482422,194.02999877929688,211.35000610351562,916884,2025-01-06
2025-01-13,197.17999267578125,197.17999267578125,211.0,190.0,196.10000610351562,951091,2025-01-13
2025-01-20,183.11000061035156,183.11000061035156,201.8000030517578,181.72000122070312,196.14999389648438,731668,2025-01-20
2025-01-27,194.2100067138672,194.2100067138672,200.02999877929688,171.02000427246094,184.02999877929688,1008435,2025-01-27
2025-02-03,189.97999572753906,189.97999572753906,196.1999969482422,183.1999969482422,190.16000366210938,880780,2025-02-03
2025-02-10,180.17999267578125,180.17999267578125,190.89999389648438,172.25,189.5,949514,2025-02-10
2025-02-17,179.27999877929688,179.27999877929688,180.3000030517578,172.11000061035156,178.89999389648438,479471,2025-02-17
2025-02-24,177.0399932861328,177.0399932861328,181.1300048828125,172.00999450683594,176.0,664537,2025-02-24
2025-03-03,175.41000366210938,175.41000366210938,178.86000061035156,170.44000244140625,177.25,753496,2025-03-03
2025-03-10,171.86000061035156,171.86000061035156,177.55999755859375,170.5500030517578,176.77999877929688,1015909,2025-03-10
2025-03-17,187.72000122070312,187.72000122070312,191.0,167.41000366210938,172.0,849492,2025-03-17
2025-03-24,178.41000366210938,178.41000366210938,195.97999572753906,176.60000610351562,187.72000122070312,1485834,2025-03-24
2025-03-31,194.55999755859375,194.55999755859375,199.9499969482422,177.0,178.41000366210938,834416,2025-03-31
2025-04-07,190.30999755859375,190.30999755859375,194.6999969482422,175.5500030517578,180.0,675203,2025-04-07
2025-04-14,195.19000244140625,195.19000244140625,200.5,190.10000610351562,190.30999755859375,426737,2025-04-14
2025-04-21,205.0399932861328,205.0399932861328,206.9499969482422,194.35000610351562,195.19000244140625,1223525,2025-04-21
2025-04-28,211.85000610351562,211.85000610351562,213.0,201.0,204.89999389648438,770470,2025-04-28
2025-05-05,219.38999938964844,219.38999938964844,232.9499969482422,213.0,217.74000549316406,2400495,2025-05-05
2025-05-12,231.24000549316406,231.24000549316406,244.89999389648438,221.35000610351562,223.19000244140625,2487611,2025-05-12
2025-05-19,244.52999877929688,244.52999877929688,252.5,232.0,232.5,2074225,2025-05-19
2025-05-26,233.13999938964844,233.13999938964844,245.97000122070312,230.2899932861328,245.0,889865,2025-05-26
2025-06-02,243.4600067138672,243.4600067138672,248.89999389648438,231.1999969482422,233.0,1391328,2025-06-02
2025-06-09,248.35000610351562,248.35000610351562,256.989990234375,228.0,245.89999389648438,1976459,2025-06-09
2025-06-16,257.82000732421875,257.82000732421875,276.0,240.1999969482422,248.0,5593975,2025-06-16
