Date,Adj Close_SSWL.NS,Close_SSWL.NS,High_SSWL.NS,Low_SSWL.NS,Open_SSWL.NS,Volume_SSWL.NS,Date
2020-07-13,43.009864807128906,43.64500045776367,45.2400016784668,43.11000061035156,44.20000076293945,1277380,2020-07-13
2020-07-20,42.38410568237305,43.0099983215332,45.900001525878906,42.70000076293945,43.654998779296875,2846390,2020-07-20
2020-07-27,40.60044860839844,41.20000076293945,43.5,40.59000015258789,42.29999923706055,1367930,2020-07-27
2020-08-03,41.41344451904297,42.025001525878906,43.5,39.47999954223633,40.20000076293945,1404540,2020-08-03
2020-08-10,42.56148910522461,43.189998626708984,44.900001525878906,42.025001525878906,42.025001525878906,2369660,2020-08-10
2020-08-17,46.843257904052734,47.53499984741211,49.47999954223633,41.900001525878906,43.400001525878906,5505470,2020-08-17
2020-08-24,47.0748405456543,47.77000045776367,51.0,47.0,48.099998474121094,5265370,2020-08-24
2020-08-31,44.87236404418945,45.53499984741211,48.20000076293945,43.290000915527344,48.17499923706055,2559950,2020-08-31
2020-09-07,43.059139251708984,43.69499969482422,46.48500061035156,43.22999954223633,45.5,1281320,2020-09-07
2020-09-14,44.41905975341797,45.07500076293945,46.04999923706055,43.20000076293945,44.099998474121094,1513430,2020-09-14
2020-09-21,41.32967758178711,41.939998626708984,46.744998931884766,41.29999923706055,45.79999923706055,1580780,2020-09-21
2020-09-28,44.19733428955078,44.849998474121094,45.70500183105469,42.404998779296875,42.494998931884766,1749670,2020-09-28
2020-10-05,47.57249450683594,48.275001525878906,51.7599983215332,44.5,45.380001068115234,6666820,2020-10-05
2020-10-12,45.4882698059082,46.15999984741211,49.599998474121094,45.375,48.650001525878906,2312090,2020-10-12
2020-10-19,51.105323791503906,51.86000061035156,52.5,46.189998626708984,46.70000076293945,5789190,2020-10-19
2020-10-26,46.69051742553711,47.380001068115234,52.47999954223633,46.20000076293945,51.79999923706055,2129860,2020-10-26
2020-11-02,48.00608825683594,48.71500015258789,50.0,45.400001525878906,47.54499816894531,1267260,2020-11-02
2020-11-09,47.10440444946289,47.79999923706055,49.70000076293945,47.5,49.70000076293945,1055770,2020-11-09
2020-11-16,48.07014083862305,48.779998779296875,51.79999923706055,46.810001373291016,48.099998474121094,1936100,2020-11-16
2020-11-23,48.8486442565918,49.56999969482422,52.599998474121094,48.404998779296875,49.369998931884766,1506820,2020-11-23
2020-11-30,52.327274322509766,53.099998474121094,54.98500061035156,49.56999969482422,49.56999969482422,4004030,2020-11-30
2020-12-07,50.711143493652344,51.459999084472656,54.20000076293945,51.20000076293945,53.599998474121094,1808000,2020-12-07
2020-12-14,50.356380462646484,51.099998474121094,52.974998474121094,50.400001525878906,51.720001220703125,2085540,2020-12-14
2020-12-21,48.030723571777344,48.7400016784668,51.47999954223633,46.279998779296875,50.5,1618700,2020-12-21
2020-12-28,51.34675598144531,52.10499954223633,52.5,48.974998474121094,49.38999938964844,2209960,2020-12-28
2021-01-04,59.99406051635742,60.880001068115234,61.79999923706055,52.70500183105469,53.0,6512190,2021-01-04
2021-01-11,62.93562698364258,63.8650016784668,68.94999694824219,60.2599983215332,61.0,11227300,2021-01-11
2021-01-18,57.92462158203125,58.779998779296875,63.654998779296875,58.20000076293945,63.0,2400700,2021-01-18
2021-01-25,56.79627990722656,57.6349983215332,59.54999923706055,56.275001525878906,59.2400016784668,1198120,2021-01-25
2021-02-01,61.6151237487793,62.525001525878906,62.95500183105469,57.564998626708984,57.85499954223633,1560710,2021-02-01
2021-02-08,63.073585510253906,64.00499725341797,65.9000015258789,61.400001525878906,62.79999923706055,1495690,2021-02-08
2021-02-15,63.773250579833984,64.71499633789062,67.69999694824219,63.189998626708984,64.00499725341797,2324410,2021-02-15
2021-02-22,62.354209899902344,63.275001525878906,66.0,62.5,64.53500366210938,1091410,2021-02-22
2021-03-01,68.78917694091797,69.80500030517578,72.83000183105469,63.400001525878906,63.400001525878906,3249610,2021-03-01
2021-03-08,74.6624526977539,75.76499938964844,77.52999877929688,69.61000061035156,70.67500305175781,2644830,2021-03-08
2021-03-15,66.91190338134766,67.9000015258789,77.30000305175781,64.12000274658203,77.30000305175781,1750230,2021-03-15
2021-03-22,65.12332153320312,66.08499908447266,70.8949966430664,62.5,68.0,1318760,2021-03-22
2021-03-29,70.96702575683594,72.01499938964844,72.88500213623047,66.08499908447266,66.08499908447266,881330,2021-03-29
2021-04-05,72.20868682861328,73.2750015258789,75.3499984741211,67.83000183105469,72.37999725341797,1901880,2021-04-05
2021-04-12,67.52781677246094,68.5250015258789,73.09500122070312,66.5,73.09500122070312,1552760,2021-04-12
2021-04-19,65.09375,66.05500030517578,68.0,64.80000305175781,65.50499725341797,860510,2021-04-19
2021-04-26,70.33634185791016,71.375,72.3550033569336,64.5,66.38999938964844,2327320,2021-04-26
2021-05-03,74.82012939453125,75.92500305175781,83.0,69.48500061035156,70.0,9637860,2021-05-03
2021-05-10,71.5484390258789,72.6050033569336,78.0199966430664,71.54000091552734,76.80000305175781,2800190,2021-05-10
2021-05-17,76.3327865600586,77.45999908447266,80.66500091552734,72.0,72.6050033569336,2732160,2021-05-17
2021-05-24,75.76122283935547,76.87999725341797,79.55000305175781,74.19999694824219,78.0,1674170,2021-05-24
2021-05-31,76.52001953125,77.6500015258789,78.54000091552734,73.52999877929688,77.0,1890360,2021-05-31
2021-06-07,73.90365600585938,74.99500274658203,78.55000305175781,74.80000305175781,78.55000305175781,944620,2021-06-07
2021-06-14,73.28775024414062,74.37000274658203,75.93000030517578,72.5,75.80000305175781,1359230,2021-06-14
2021-06-21,75.90904998779297,77.02999877929688,79.0,72.91500091552734,74.0,1601580,2021-06-21
2021-06-28,92.15907287597656,93.5199966430664,94.9000015258789,77.1500015258789,77.41999816894531,11215300,2021-06-28
2021-07-05,101.87066650390625,103.375,104.0,93.25,94.73999786376953,5382290,2021-07-05
2021-07-12,119.49046325683594,121.25499725341797,135.5,106.125,112.0,16836750,2021-07-12
2021-07-19,122.99373626708984,124.80999755859375,132.38999938964844,120.0999984741211,121.68499755859375,2687220,2021-07-19
2021-07-26,134.10958862304688,136.08999633789062,137.52000427246094,124.00499725341797,125.22000122070312,3430130,2021-07-26
2021-08-02,162.0322723388672,164.4250030517578,172.88999938964844,137.0,137.10000610351562,4993880,2021-08-02
2021-08-09,159.1103973388672,161.4600067138672,166.02999877929688,145.0050048828125,164.4250030517578,2340240,2021-08-09
2021-08-16,167.78233337402344,170.25999450683594,174.99000549316406,153.61000061035156,161.99000549316406,2179380,2021-08-16
2021-08-23,184.6581268310547,187.38499450683594,195.83999633789062,162.6999969482422,171.10000610351562,4527930,2021-08-23
2021-08-30,183.39181518554688,186.10000610351562,194.89999389648438,180.65499877929688,192.10000610351562,3636850,2021-08-30
2021-09-06,170.34449768066406,172.86000061035156,188.2949981689453,170.0,186.48500061035156,829310,2021-09-06
2021-09-13,170.935791015625,173.4600067138672,183.89999389648438,168.0,176.5,652360,2021-09-13
2021-09-20,169.44773864746094,171.9499969482422,178.5,167.0,170.5,616360,2021-09-20
2021-09-27,176.77316284179688,179.17999267578125,179.27499389648438,170.0,170.5,1142620,2021-09-27
2021-10-04,172.25469970703125,174.60000610351562,188.13499450683594,170.0,183.8000030517578,1002100,2021-10-04
2021-10-11,179.85618591308594,182.30499267578125,188.89999389648438,170.5,175.5,794610,2021-10-11
2021-10-18,181.20285034179688,183.6699981689453,192.8000030517578,177.3000030517578,189.6999969482422,1291960,2021-10-18
2021-10-25,172.03765869140625,174.3800048828125,189.39999389648438,172.5,189.0,737410,2021-10-25
2021-11-01,174.53858947753906,176.9149932861328,179.6999969482422,171.89999389648438,172.5,213010,2021-11-01
2021-11-08,181.21270751953125,183.67999267578125,187.5,175.0,181.0,813120,2021-11-08
2021-11-15,178.32208251953125,180.75,190.89999389648438,174.0,185.0,636920,2021-11-15
2021-11-22,160.61318969726562,162.8000030517578,183.0,157.8000030517578,183.0,501810,2021-11-22
2021-11-29,168.6142578125,170.91000366210938,171.16000366210938,140.8000030517578,159.0,748065,2021-11-29
2021-12-06,170.17303466796875,172.49000549316406,183.47000122070312,165.0,172.0,870370,2021-12-06
2021-12-13,158.0382537841797,160.19000244140625,177.94000244140625,159.02999877929688,172.0,587580,2021-12-13
2021-12-20,161.9154510498047,164.1199951171875,166.97999572753906,151.97000122070312,160.19000244140625,585370,2021-12-20
2021-12-27,169.8770751953125,172.19000244140625,173.8000030517578,161.0,164.8000030517578,483575,2021-12-27
2022-01-03,157.5449676513672,159.69000244140625,179.0,159.66000366210938,173.0,1523325,2022-01-03
2022-01-10,159.27146911621094,161.44000244140625,166.97000122070312,150.1999969482422,157.6199951171875,1138895,2022-01-10
2022-01-17,154.91082763671875,157.02000427246094,165.5800018310547,156.1999969482422,164.47000122070312,560485,2022-01-17
2022-01-24,140.41815185546875,142.3300018310547,157.8300018310547,135.33999633789062,157.02000427246094,1427265,2022-01-24
2022-01-31,158.45260620117188,160.61000061035156,164.75,143.0,143.0,773275,2022-01-31
2022-02-07,158.74859619140625,160.91000366210938,162.0,153.4499969482422,160.60000610351562,804225,2022-02-07
2022-02-14,154.0130615234375,156.11000061035156,160.69000244140625,146.8000030517578,153.02999877929688,562355,2022-02-14
2022-02-21,142.02627563476562,143.9600067138672,157.2100067138672,140.47000122070312,155.0,651490,2022-02-21
2022-02-28,148.1923065185547,150.2100067138672,158.77999877929688,141.0500030517578,145.60000610351562,590765,2022-02-28
2022-03-07,155.927001953125,158.0500030517578,159.64999389648438,143.22000122070312,143.22000122070312,1099475,2022-03-07
2022-03-14,158.96563720703125,161.1300048828125,165.8000030517578,151.9499969482422,157.99000549316406,860855,2022-03-14
2022-03-21,155.94674682617188,158.07000732421875,169.39999389648438,152.8000030517578,161.1300048828125,1665555,2022-03-21
2022-03-28,167.86447143554688,170.14999389648438,170.14999389648438,150.52999877929688,159.60000610351562,1535815,2022-03-28
2022-04-04,176.5955810546875,179.0,189.60000610351562,174.47999572753906,176.0,2614600,2022-04-04
2022-04-11,173.49777221679688,175.86000061035156,182.1999969482422,173.00999450683594,177.2100067138672,538725,2022-04-11
2022-04-18,170.3900909423828,172.7100067138672,179.0,167.91000366210938,176.39999389648438,644180,2022-04-18
2022-04-25,179.85125732421875,182.3000030517578,190.0,167.0,170.1199951171875,2266910,2022-04-25
2022-05-02,165.16127014160156,167.41000366210938,187.44000244140625,159.22000122070312,187.44000244140625,2031545,2022-05-02
2022-05-09,146.17970275878906,148.1699981689453,165.60000610351562,145.82000732421875,160.1999969482422,1981600,2022-05-09
2022-05-16,148.9026336669922,150.92999267578125,157.1999969482422,146.0,149.60000610351562,871545,2022-05-16
2022-05-23,143.71328735351562,145.6699981689453,163.8000030517578,136.22999572753906,155.39999389648438,1237420,2022-05-23
2022-05-30,153.37179565429688,155.4600067138672,161.9499969482422,145.60000610351562,149.99000549316406,1213535,2022-05-30
2022-06-06,148.46856689453125,150.49000549316406,158.0,149.3800048828125,155.8000030517578,525970,2022-06-06
2022-06-13,141.5625762939453,143.49000549316406,151.60000610351562,140.47999572753906,148.27000427246094,487135,2022-06-13
2022-06-20,155.62115478515625,157.74000549316406,162.8800048828125,140.24000549316406,145.49000549316406,1247015,2022-06-20
2022-06-27,162.3988800048828,164.61000061035156,170.6999969482422,155.75999450683594,158.60000610351562,1205590,2022-06-27
2022-07-04,166.95681762695312,169.22999572753906,172.8000030517578,162.3300018310547,165.94000244140625,1389365,2022-07-04
2022-07-11,160.55401611328125,162.74000549316406,177.97999572753906,160.8000030517578,167.25999450683594,1060385,2022-07-11
2022-07-18,160.1100311279297,162.2899932861328,175.60000610351562,159.0500030517578,165.17999267578125,2387270,2022-07-18
2022-07-25,157.01220703125,159.14999389648438,165.25,157.0399932861328,165.25,434460,2022-07-25
2022-08-01,162.58633422851562,164.8000030517578,173.8000030517578,159.3699951171875,160.97999572753906,1230160,2022-08-01
2022-08-08,159.202392578125,161.3699951171875,167.0500030517578,159.4199981689453,165.0,307520,2022-08-08
2022-08-15,161.9055938720703,164.11000061035156,169.25,160.39999389648438,161.3699951171875,447590,2022-08-15
2022-08-22,166.05905151367188,168.32000732421875,171.0,159.39999389648438,165.1999969482422,907015,2022-08-22
2022-08-29,171.79100036621094,174.1300048828125,183.1999969482422,163.02000427246094,166.39999389648438,2775805,2022-08-29
2022-09-05,172.2843017578125,174.6300048828125,184.8000030517578,174.16000366210938,175.1999969482422,1402675,2022-09-05
2022-09-12,166.3352813720703,168.60000610351562,176.8000030517578,164.8000030517578,175.0,855170,2022-09-12
2022-09-19,161.22486877441406,163.4199981689453,171.0,162.74000549316406,169.8000030517578,698985,2022-09-19
2022-09-26,158.1204376220703,159.5500030517578,168.55999755859375,150.1999969482422,163.97999572753906,966595,2022-09-26
2022-10-03,160.63766479492188,162.08999633789062,163.58999633789062,156.60000610351562,159.4199981689453,662810,2022-10-03
2022-10-10,151.46063232421875,152.8300018310547,162.38999938964844,152.0399932861328,161.75999450683594,486465,2022-10-10
2022-10-17,150.3804168701172,151.74000549316406,158.69000244140625,145.3699951171875,154.36000061035156,1176870,2022-10-17
2022-10-24,159.11146545410156,160.5500030517578,161.1999969482422,151.10000610351562,153.82000732421875,505320,2022-10-24
2022-10-31,158.9628143310547,160.39999389648438,163.00999450683594,152.60000610351562,162.0,837600,2022-10-31
2022-11-07,167.78306579589844,169.3000030517578,171.85000610351562,158.00999450683594,160.50999450683594,1990984,2022-11-07
2022-11-14,156.6834259033203,158.10000610351562,169.0,155.0500030517578,166.5,682386,2022-11-14
2022-11-21,163.37294006347656,164.85000610351562,169.39999389648438,156.0,159.9499969482422,1007260,2022-11-21
2022-11-28,163.96755981445312,165.4499969482422,169.0,162.4499969482422,166.60000610351562,588683,2022-11-28
2022-12-05,162.13414001464844,163.60000610351562,174.0,157.39999389648438,165.9499969482422,817706,2022-12-05
2022-12-12,162.48101806640625,163.9499969482422,167.6999969482422,161.0,165.0,428908,2022-12-12
2022-12-19,145.43511962890625,146.75,167.39999389648438,142.0,164.0,639000,2022-12-19
2022-12-26,157.92222595214844,159.35000610351562,163.6999969482422,147.9499969482422,147.9499969482422,397967,2022-12-26
2023-01-02,160.74667358398438,162.1999969482422,165.0,159.0,160.0,818754,2023-01-02
2023-01-09,156.1879119873047,157.60000610351562,165.0,156.0,165.0,339565,2023-01-09
2023-01-16,149.00286865234375,150.35000610351562,158.8000030517578,148.1999969482422,158.5,357637,2023-01-16
