Date,Adj Close_IOLCP.NS,Close_IOLCP.NS,High_IOLCP.NS,Low_IOLCP.NS,Open_IOLCP.NS,Volume_IOLCP.NS,Date
2020-07-13,128.57691955566406,130.8699951171875,143.60000610351562,115.52999877929688,135.39999389648438,68353515,2020-07-13
2020-07-20,145.3281707763672,147.9199981689453,157.39999389648438,134.0,134.8000030517578,78622525,2020-07-20
2020-07-27,153.36485290527344,156.10000610351562,161.55999755859375,143.25999450683594,149.8000030517578,50475200,2020-07-27
2020-08-03,145.7506561279297,148.35000610351562,157.1999969482422,145.2100067138672,157.1999969482422,30698575,2020-08-03
2020-08-10,155.0841827392578,157.85000610351562,170.5,148.39999389648438,149.3000030517578,59601020,2020-08-10
2020-08-17,160.5860595703125,163.4499969482422,171.5,157.32000732421875,159.39999389648438,35551295,2020-08-17
2020-08-24,165.52792358398438,168.47999572753906,179.77999877929688,163.1999969482422,164.88999938964844,39342660,2020-08-24
2020-08-31,147.85316467285156,150.49000549316406,169.77000427246094,148.02999877929688,169.0,21988220,2020-08-31
2020-09-07,146.67416381835938,149.2899932861328,155.4199981689453,140.5399932861328,150.1699981689453,18032095,2020-09-07
2020-09-14,163.08155822753906,165.99000549316406,172.0,150.1999969482422,150.86000061035156,30334650,2020-09-14
2020-09-21,146.76260375976562,149.3800048828125,169.57000732421875,142.1199951171875,167.0,22984520,2020-09-21
2020-09-28,142.87197875976562,145.4199981689453,153.38999938964844,144.6999969482422,151.0,7297585,2020-09-28
2020-10-05,143.8053436279297,146.3699951171875,157.7899932861328,123.31999969482422,146.39999389648438,12160105,2020-10-05
2020-10-12,137.6746826171875,140.1300048828125,151.1999969482422,131.3300018310547,147.5,7285030,2020-10-12
2020-10-19,132.4871826171875,134.85000610351562,142.39999389648438,130.42999267578125,142.0,9493390,2020-10-19
2020-10-26,130.43380737304688,132.75999450683594,138.69000244140625,129.27999877929688,136.39999389648438,7044480,2020-10-26
2020-11-02,135.8865509033203,138.30999755859375,144.1999969482422,129.0,133.75999450683594,10480920,2020-11-02
2020-11-09,133.843017578125,136.22999572753906,142.39999389648438,129.0,140.0,9068325,2020-11-09
2020-11-16,137.06553649902344,139.50999450683594,140.97999572753906,131.17999267578125,134.32000732421875,6452870,2020-11-16
2020-11-23,154.47833251953125,156.30999755859375,157.0,141.4199981689453,142.1999969482422,15824435,2020-11-23
2020-11-30,154.48822021484375,156.32000732421875,161.39999389648438,152.80999755859375,156.30999755859375,5864440,2020-11-30
2020-12-07,151.8000946044922,153.60000610351562,161.33999633789062,152.16000366210938,157.47999572753906,6219225,2020-12-07
2020-12-14,148.0050811767578,149.75999450683594,155.8000030517578,147.39999389648438,154.02000427246094,5152960,2020-12-14
2020-12-21,141.2254638671875,142.89999389648438,149.39999389648438,134.0500030517578,149.39999389648438,5525860,2020-12-21
2020-12-28,148.5881805419922,150.35000610351562,156.75999450683594,143.0,143.0,10897595,2020-12-28
2021-01-04,145.57391357421875,147.3000030517578,152.75999450683594,146.1699981689453,151.2899932861328,6099540,2021-01-04
2021-01-11,142.01609802246094,143.6999969482422,152.8000030517578,143.1999969482422,147.60000610351562,7252250,2021-01-11
2021-01-18,138.59664916992188,140.24000549316406,144.7899932861328,139.39999389648438,144.1999969482422,3920775,2021-01-18
2021-01-25,133.79359436035156,135.3800048828125,143.60000610351562,134.80999755859375,141.4499969482422,3668460,2021-01-25
2021-02-01,137.1339874267578,138.75999450683594,144.1999969482422,134.36000061035156,136.0,6074275,2021-02-01
2021-02-08,132.61753845214844,134.19000244140625,147.5399932861328,131.0,139.39999389648438,13457765,2021-02-08
2021-02-15,118.9397201538086,120.3499984741211,136.97999572753906,120.0,135.0,11856285,2021-02-15
2021-02-22,109.53128051757812,110.83000183105469,122.86000061035156,104.4000015258789,120.69999694824219,23462445,2021-02-22
2021-03-01,130.71014404296875,132.25999450683594,142.8000030517578,109.19999694824219,112.73999786376953,48362155,2021-03-01
2021-03-08,120.98545837402344,122.41999816894531,134.7899932861328,120.41000366210938,133.60000610351562,8926100,2021-03-08
2021-03-15,114.69010925292969,116.05000305175781,125.94000244140625,111.19999694824219,123.4000015258789,17667785,2021-03-15
2021-03-22,112.555419921875,113.88999938964844,122.37999725341797,113.0,116.4000015258789,21238050,2021-03-22
2021-03-29,109.18537902832031,110.4800033569336,115.80000305175781,109.62000274658203,113.88999938964844,9890290,2021-03-29
2021-04-05,125.3635482788086,126.8499984741211,127.9800033569336,110.91000366210938,111.58000183105469,30167050,2021-04-05
2021-04-12,114.30467987060547,115.66000366210938,125.19999694824219,113.04000091552734,125.18000030517578,16216725,2021-04-12
2021-04-19,119.90824127197266,121.33000183105469,126.77999877929688,111.05999755859375,113.0,26306455,2021-04-19
2021-04-26,116.94338989257812,118.33000183105469,126.5999984741211,118.0,121.9800033569336,14632440,2021-04-26
2021-05-03,127.40929412841797,128.9199981689453,132.3000030517578,117.04000091552734,118.0,37218280,2021-05-03
