Date,Adj Close_KAMOPAINTS.NS,Close_KAMOPAINTS.NS,High_KAMOPAINTS.NS,Low_KAMOPAINTS.NS,Open_KAMOPAINTS.NS,Volume_KAMOPAINTS.NS,Date
2023-09-04,36.7599983215332,36.7599983215332,38.689998626708984,35.79999923706055,37.900001525878906,1679450,2023-09-04
2023-09-11,33.5099983215332,33.5099983215332,37.380001068115234,32.869998931884766,36.79999923706055,1159420,2023-09-11
2023-09-18,31.3700008392334,31.3700008392334,34.0,31.040000915527344,33.939998626708984,379115,2023-09-18
2023-09-25,32.209999084472656,32.209999084472656,34.20000076293945,30.610000610351562,31.420000076293945,1364505,2023-09-25
2023-10-02,30.93000030517578,30.93000030517578,32.560001373291016,29.979999542236328,32.209999084472656,3229925,2023-10-02
2023-10-09,34.27000045776367,34.27000045776367,34.900001525878906,29.459999084472656,29.8700008392334,3893550,2023-10-09
2023-10-16,33.0,33.0,34.91999816894531,32.52000045776367,34.5,1613445,2023-10-16
2023-10-23,27.559999465942383,27.559999465942383,33.849998474121094,27.399999618530273,33.0,4188645,2023-10-23
2023-10-30,29.969999313354492,29.969999313354492,29.969999313354492,27.0,27.559999465942383,4242755,2023-10-30
2023-11-06,34.15999984741211,34.15999984741211,35.2599983215332,30.25,31.200000762939453,9348805,2023-11-06
2023-11-13,32.16999816894531,32.16999816894531,34.869998931884766,31.959999084472656,34.40999984741211,4024385,2023-11-13
2023-11-20,32.0,32.0,35.0,31.200000762939453,32.18000030517578,14936745,2023-11-20
2023-11-27,32.2400016784668,32.2400016784668,33.279998779296875,31.399999618530273,32.0,11524550,2023-11-27
2023-12-04,33.83000183105469,33.83000183105469,34.79999923706055,30.40999984741211,32.790000915527344,22013285,2023-12-04
2023-12-11,31.799999237060547,31.799999237060547,34.880001068115234,31.0,33.619998931884766,8369430,2023-12-11
2023-12-18,35.40999984741211,35.40999984741211,35.529998779296875,30.600000381469727,31.959999084472656,19515555,2023-12-18
2023-12-25,34.310001373291016,34.310001373291016,37.880001068115234,34.0,35.40999984741211,20446395,2023-12-25
2024-01-01,33.560001373291016,33.560001373291016,34.9900016784668,32.11000061035156,34.68000030517578,12689850,2024-01-01
2024-01-08,37.90999984741211,37.90999984741211,38.959999084472656,32.52000045776367,33.560001373291016,49338905,2024-01-08
2024-01-15,43.540000915527344,43.540000915527344,43.599998474121094,36.619998931884766,37.90999984741211,21847615,2024-01-15
2024-01-22,45.20000076293945,45.20000076293945,49.0,43.20000076293945,43.540000915527344,19406285,2024-01-22
2024-01-29,42.11000061035156,42.11000061035156,46.20000076293945,42.02000045776367,44.599998474121094,16567315,2024-01-29
2024-02-05,46.33000183105469,46.33000183105469,46.349998474121094,42.79999923706055,43.0,101406850,2024-02-05
2024-02-12,38.77000045776367,38.77000045776367,46.75,37.25,46.45000076293945,64162355,2024-02-12
2024-02-19,39.970001220703125,39.970001220703125,40.66999816894531,38.0099983215332,39.060001373291016,34824740,2024-02-19
2024-02-26,38.560001373291016,38.560001373291016,41.540000915527344,37.290000915527344,40.560001373291016,18711655,2024-02-26
2024-03-04,38.02000045776367,38.02000045776367,40.20000076293945,36.18000030517578,39.099998474121094,16511310,2024-03-04
2024-03-11,35.040000915527344,35.040000915527344,39.029998779296875,32.0,38.02000045776367,32087730,2024-03-11
2024-03-18,34.529998779296875,34.529998779296875,35.66999816894531,31.110000610351562,34.959999084472656,14037905,2024-03-18
2024-03-25,33.439998626708984,33.439998626708984,35.790000915527344,33.0,34.529998779296875,10661560,2024-03-25
2024-04-01,38.52000045776367,38.52000045776367,39.689998626708984,34.0,34.0,41122430,2024-04-01
2024-04-08,36.22999954223633,36.22999954223633,39.0,36.02000045776367,38.5,15834695,2024-04-08
2024-04-15,34.04999923706055,34.04999923706055,35.79999923706055,33.220001220703125,35.59000015258789,4480275,2024-04-15
2024-04-22,37.790000915527344,37.790000915527344,37.9900016784668,34.11000061035156,34.790000915527344,17530745,2024-04-22
2024-04-29,36.650001525878906,36.650001525878906,39.20000076293945,36.20000076293945,37.79999923706055,17647165,2024-04-29
2024-05-06,33.709999084472656,33.709999084472656,37.18000030517578,33.43000030517578,37.15999984741211,14909595,2024-05-06
2024-05-13,34.209999084472656,34.209999084472656,35.790000915527344,32.90999984741211,33.880001068115234,17842920,2024-05-13
2024-05-20,33.9900016784668,33.9900016784668,34.97999954223633,33.66999816894531,34.0099983215332,9717145,2024-05-20
2024-05-27,33.02000045776367,33.02000045776367,35.18000030517578,32.84000015258789,34.63999938964844,14495305,2024-05-27
2024-06-03,34.75,34.75,35.5,30.610000610351562,34.2400016784668,10965665,2024-06-03
2024-06-10,42.9900016784668,42.9900016784668,44.75,35.0,35.35200119018555,69482721,2024-06-10
2024-06-17,39.34000015258789,39.34000015258789,42.9900016784668,35.90999984741211,42.9900016784668,46703046,2024-06-17
2024-06-24,40.0,40.0,43.099998474121094,37.790000915527344,39.0,59253416,2024-06-24
2024-07-01,40.41999816894531,40.41999816894531,43.0,39.40999984741211,40.599998474121094,57541667,2024-07-01
2024-07-08,40.369998931884766,40.369998931884766,41.040000915527344,37.150001525878906,40.5,44829300,2024-07-08
2024-07-15,37.88999938964844,37.88999938964844,41.0,37.0099983215332,40.97999954223633,41155266,2024-07-15
2024-07-22,39.310001373291016,39.310001373291016,42.349998474121094,37.099998474121094,38.15999984741211,48982237,2024-07-22
2024-07-29,40.040000915527344,40.040000915527344,41.099998474121094,38.41999816894531,39.25,16718884,2024-07-29
2024-08-05,37.900001525878906,37.900001525878906,39.5,36.790000915527344,38.0,15789879,2024-08-05
2024-08-12,36.040000915527344,36.040000915527344,38.0,34.400001525878906,37.0099983215332,26050759,2024-08-12
2024-08-19,38.779998779296875,38.779998779296875,40.130001068115234,37.06999969482422,37.06999969482422,40731604,2024-08-19
2024-08-26,43.400001525878906,43.400001525878906,43.630001068115234,39.09000015258789,39.09000015258789,90032085,2024-08-26
2024-09-02,47.5,47.5,47.68000030517578,43.790000915527344,44.0,88088185,2024-09-02
2024-09-09,51.34000015258789,51.34000015258789,51.529998779296875,45.0,47.599998474121094,165069014,2024-09-09
2024-09-16,55.709999084472656,55.709999084472656,55.7400016784668,51.61000061035156,51.61000061035156,186802336,2024-09-16
2024-09-23,46.68000030517578,46.68000030517578,58.599998474121094,46.68000030517578,55.900001525878906,144030692,2024-09-23
2024-09-30,27.209999084472656,27.209999084472656,37.34000015258789,27.209999084472656,37.34000015258789,4926165,2024-09-30
2024-10-07,27.3799991607666,27.3799991607666,29.8799991607666,24.540000915527344,26.510000228881836,67569233,2024-10-07
2024-10-14,23.549999237060547,23.549999237060547,27.3799991607666,22.399999618530273,27.3799991607666,12322368,2024-10-14
2024-10-21,19.709999084472656,19.709999084472656,23.3799991607666,19.170000076293945,23.3799991607666,5124076,2024-10-21
2024-10-28,22.399999618530273,22.399999618530273,22.40999984741211,17.899999618530273,18.809999465942383,6727438,2024-10-28
2024-11-04,20.6200008392334,20.6200008392334,23.520000457763672,20.6200008392334,23.389999389648438,4260909,2024-11-04
2024-11-11,19.25,19.25,20.200000762939453,19.0,20.200000762939453,587724,2024-11-11
2024-11-18,17.739999771118164,17.739999771118164,18.860000610351562,17.739999771118164,18.860000610351562,367209,2024-11-18
2024-11-25,16.40999984741211,16.40999984741211,17.3799991607666,16.40999984741211,17.3799991607666,1251692,2024-11-25
2024-12-02,17.389999389648438,17.389999389648438,17.389999389648438,16.049999237060547,16.079999923706055,2364515,2024-12-02
2024-12-09,17.700000762939453,17.700000762939453,17.729999542236328,17.020000457763672,17.729999542236328,1935044,2024-12-09
2024-12-16,20.280000686645508,20.280000686645508,21.489999771118164,17.700000762939453,18.25,4136099,2024-12-16
2024-12-23,18.299999237060547,18.299999237060547,20.850000381469727,18.049999237060547,20.280000686645508,2132230,2024-12-23
2024-12-30,18.170000076293945,18.170000076293945,18.8799991607666,17.0,18.200000762939453,1604877,2024-12-30
2025-01-06,17.780000686645508,17.780000686645508,19.270000457763672,17.260000228881836,18.170000076293945,2206036,2025-01-06
2025-01-13,17.0,17.0,17.799999237060547,16.25,17.450000762939453,5276051,2025-01-13
2025-01-20,16.1299991607666,16.1299991607666,17.5,16.0,17.350000381469727,1076904,2025-01-20
2025-01-27,15.359999656677246,15.359999656677246,16.1299991607666,14.510000228881836,16.1299991607666,1760941,2025-01-27
2025-02-03,14.979999542236328,14.979999542236328,15.75,14.550000190734863,15.359999656677246,842374,2025-02-03
2025-02-10,13.300000190734863,13.300000190734863,15.720000267028809,13.0,14.819999694824219,2011443,2025-02-10
2025-02-17,12.5600004196167,12.5600004196167,13.359999656677246,11.390000343322754,13.300000190734863,2100894,2025-02-17
2025-02-24,10.890000343322754,10.890000343322754,12.5600004196167,10.869999885559082,12.5,1464524,2025-02-24
2025-03-03,11.729999542236328,11.729999542236328,11.739999771118164,9.8100004196167,11.279999732971191,8557712,2025-03-03
2025-03-10,11.1899995803833,11.1899995803833,12.3100004196167,11.1899995803833,12.25,1306831,2025-03-10
2025-03-17,10.09000015258789,10.09000015258789,10.960000038146973,10.09000015258789,10.960000038146973,1687978,2025-03-17
2025-03-24,9.100000381469727,9.100000381469727,9.920000076293945,9.100000381469727,9.880000114440918,5809760,2025-03-24
2025-03-31,9.829999923706055,9.829999923706055,9.829999923706055,9.100000381469727,9.100000381469727,113721,2025-03-31
2025-04-07,9.949999809265137,9.949999809265137,9.960000038146973,9.720000267028809,9.720000267028809,443378,2025-04-07
2025-04-14,10.130000114440918,10.130000114440918,10.130000114440918,9.550000190734863,9.75,4136336,2025-04-14
2025-04-21,11.420000076293945,11.420000076293945,12.489999771118164,9.899999618530273,10.130000114440918,3354039,2025-04-21
2025-04-28,10.869999885559082,10.869999885559082,11.300000190734863,10.420000076293945,11.010000228881836,1090401,2025-04-28
2025-05-05,10.420000076293945,10.420000076293945,11.5,10.1899995803833,10.779999732971191,5662749,2025-05-05
2025-05-12,11.329999923706055,11.329999923706055,11.649999618530273,10.529999732971191,10.75,3908444,2025-05-12
2025-05-19,11.90999984741211,11.90999984741211,12.460000038146973,11.109999656677246,11.489999771118164,1284537,2025-05-19
2025-05-26,11.6899995803833,11.6899995803833,12.220000267028809,11.260000228881836,11.880000114440918,7804270,2025-05-26
2025-06-02,11.920000076293945,11.920000076293945,11.930000305175781,11.109999656677246,11.739999771118164,3197858,2025-06-02
2025-06-09,11.449999809265137,11.449999809265137,12.09000015258789,11.25,12.050000190734863,1763797,2025-06-09
2025-06-16,10.630000114440918,10.630000114440918,11.449999809265137,10.550000190734863,11.399999618530273,920733,2025-06-16
2025-06-23,10.270000457763672,10.270000457763672,11.180000305175781,10.199999809265137,10.489999771118164,2020628,2025-06-23
2025-06-30,9.970000267028809,9.970000267028809,10.779999732971191,9.800000190734863,10.199999809265137,1865893,2025-06-30
2025-07-07,10.020000457763672,10.020000457763672,10.390000343322754,9.75,9.970000267028809,1415467,2025-07-07
2025-07-14,10.0600004196167,10.0600004196167,10.369999885559082,9.520000457763672,10.1899995803833,726444,2025-07-14
