Date,Adj Close_KAMOPAINTS.NS,Close_KAMOPAINTS.NS,High_KAMOPAINTS.NS,Low_KAMOPAINTS.NS,Open_KAMOPAINTS.NS,Volume_KAMOPAINTS.NS,Date
2023-01-23,18.864999771118164,18.864999771118164,20.844999313354492,17.110000610351562,18.010000228881836,15880000,2023-01-23
2023-01-30,14.720000267028809,14.720000267028809,18.860000610351562,14.720000267028809,17.924999237060547,5141470,2023-01-30
2023-02-06,16.915000915527344,16.915000915527344,17.799999237060547,13.984999656677246,13.984999656677246,12982310,2023-02-06
2023-02-13,14.6850004196167,14.6850004196167,17.139999389648438,14.135000228881836,17.1299991607666,11772460,2023-02-13
2023-02-20,14.34000015258789,14.34000015258789,15.255000114440918,13.819999694824219,14.699999809265137,4110530,2023-02-20
2023-02-27,15.0,15.0,15.414999961853027,13.100000381469727,14.34000015258789,5874650,2023-02-27
2023-03-06,21.084999084472656,21.084999084472656,21.670000076293945,15.25,15.399999618530273,72576900,2023-03-06
2023-03-13,19.934999465942383,19.934999465942383,20.915000915527344,18.5,20.889999389648438,26479360,2023-03-13
2023-03-20,19.264999389648438,19.264999389648438,21.049999237060547,19.010000228881836,19.954999923706055,21373040,2023-03-20
2023-03-27,20.5,20.5,20.5,18.40999984741211,19.145000457763672,20623180,2023-03-27
2023-04-03,22.799999237060547,22.799999237060547,24.489999771118164,19.540000915527344,20.59000015258789,32762340,2023-04-03
2023-04-10,23.274999618530273,23.274999618530273,24.969999313354492,22.114999771118164,22.889999389648438,22166740,2023-04-10
2023-04-17,22.03499984741211,22.03499984741211,23.469999313354492,20.989999771118164,23.469999313354492,17112290,2023-04-17
2023-04-24,22.71500015258789,22.71500015258789,24.645000457763672,21.309999465942383,22.209999084472656,33828230,2023-04-24
2023-05-01,23.729999542236328,23.729999542236328,25.600000381469727,21.8700008392334,22.71500015258789,42935980,2023-05-01
2023-05-08,23.915000915527344,23.915000915527344,25.21500015258789,23.0,23.5,20305480,2023-05-08
2023-05-15,23.68000030517578,23.68000030517578,25.200000762939453,23.065000534057617,23.80500030517578,13154700,2023-05-15
2023-05-22,21.704999923706055,21.704999923706055,23.895000457763672,21.209999084472656,23.594999313354492,12863210,2023-05-22
2023-05-29,21.405000686645508,21.405000686645508,22.19499969482422,21.065000534057617,21.799999237060547,14010870,2023-05-29
2023-06-05,21.424999237060547,21.424999237060547,22.719999313354492,21.049999237060547,21.5,12494180,2023-06-05
2023-06-12,25.219999313354492,25.219999313354492,25.40999984741211,21.03499984741211,21.399999618530273,43503250,2023-06-12
2023-06-19,24.454999923706055,24.454999923706055,25.329999923706055,23.954999923706055,24.43000030517578,21874610,2023-06-19
2023-06-26,26.850000381469727,26.850000381469727,28.764999389648438,24.985000610351562,25.0,48846390,2023-06-26
2023-07-03,29.584999084472656,29.584999084472656,30.770000457763672,26.299999237060547,26.940000534057617,50069250,2023-07-03
2023-07-10,30.415000915527344,30.415000915527344,31.719999313354492,29.315000534057617,29.700000762939453,25418440,2023-07-10
2023-07-17,29.915000915527344,29.915000915527344,31.0,29.024999618530273,30.690000534057617,13474250,2023-07-17
2023-07-24,32.57500076293945,32.57500076293945,33.97999954223633,29.774999618530273,30.200000762939453,31703700,2023-07-24
2023-07-31,39.33000183105469,39.33000183105469,40.599998474121094,33.5099983215332,33.599998474121094,61396770,2023-07-31
2023-08-07,32.4900016784668,32.4900016784668,40.41999816894531,32.20000076293945,39.65999984741211,4717605,2023-08-07
2023-08-14,33.970001220703125,33.970001220703125,35.650001525878906,32.220001220703125,33.0,2191695,2023-08-14
2023-08-21,37.27000045776367,37.27000045776367,39.310001373291016,33.31999969482422,33.33000183105469,5726990,2023-08-21
2023-08-28,37.310001373291016,37.310001373291016,39.0,36.20000076293945,37.27000045776367,2962175,2023-08-28
