Date,Adj Close_RKFORGE.NS,Close_RKFORGE.NS,High_RKFORGE.NS,Low_RKFORGE.NS,Open_RKFORGE.NS,Volume_RKFORGE.NS,Date
2020-07-13,31.124744415283203,31.649999618530273,33.900001525878906,30.93000030517578,32.880001068115234,2656365,2020-07-13
2020-07-20,29.374284744262695,29.8700008392334,31.93000030517578,29.3700008392334,31.93000030517578,3497260,2020-07-20
2020-07-27,28.508886337280273,28.989999771118164,31.899999618530273,28.100000381469727,30.600000381469727,4069125,2020-07-27
2020-08-03,35.7565803527832,36.36000061035156,37.72999954223633,28.600000381469727,28.600000381469727,12971550,2020-08-03
2020-08-10,39.18865966796875,39.849998474121094,42.15999984741211,35.2400016784668,36.09000015258789,5715000,2020-08-10
2020-08-17,45.974143981933594,46.75,47.400001525878906,39.209999084472656,39.41999816894531,4400285,2020-08-17
2020-08-24,48.80635070800781,49.630001068115234,51.79999923706055,48.0,48.0,2425625,2020-08-24
2020-08-31,46.88870620727539,47.68000030517578,50.599998474121094,43.04999923706055,50.400001525878906,1371840,2020-08-31
2020-09-07,44.7055549621582,45.459999084472656,49.79999923706055,44.84000015258789,47.400001525878906,2055620,2020-09-07
2020-09-14,57.352134704589844,58.31999969482422,59.93000030517578,46.0,46.06999969482422,4895525,2020-09-14
2020-09-21,58.74856948852539,59.7400016784668,61.0,52.209999084472656,58.91999816894531,2064045,2020-09-21
2020-09-28,66.31094360351562,67.43000030517578,68.77999877929688,59.0,59.400001525878906,2087015,2020-09-28
2020-10-05,69.25131225585938,70.41999816894531,72.5999984741211,67.81999969482422,70.54000091552734,1082650,2020-10-05
2020-10-12,66.98949432373047,68.12000274658203,70.93000030517578,62.52000045776367,70.41999816894531,766135,2020-10-12
2020-10-19,68.1695785522461,69.31999969482422,71.0,67.0,67.20999908447266,1072655,2020-10-19
2020-10-26,73.67664337158203,74.91999816894531,78.0,69.04000091552734,70.19999694824219,1766925,2020-10-26
2020-11-02,72.19171142578125,73.41000366210938,77.0,72.11000061035156,77.0,950870,2020-11-02
2020-11-09,71.3459701538086,72.55000305175781,74.0,67.12999725341797,73.98999786376953,1509945,2020-11-09
2020-11-16,73.61763763427734,74.86000061035156,76.0,71.04000091552734,71.43000030517578,973905,2020-11-16
2020-11-23,89.02758026123047,90.52999877929688,97.19999694824219,71.05999755859375,75.87000274658203,2244990,2020-11-23
2020-11-30,92.2039794921875,93.76000213623047,95.87999725341797,90.04000091552734,90.52999877929688,1324895,2020-11-30
2020-12-07,95.44921112060547,97.05999755859375,101.9800033569336,90.23999786376953,94.38999938964844,1268000,2020-12-07
2020-12-14,97.6815414428711,99.33000183105469,103.98999786376953,95.5999984741211,99.08999633789062,579625,2020-12-14
2020-12-21,92.17448425292969,93.7300033569336,100.29000091552734,86.33000183105469,98.80000305175781,471575,2020-12-21
2020-12-28,93.11854553222656,94.69000244140625,99.0,93.81999969482422,96.9800033569336,396700,2020-12-28
2021-01-04,103.32627868652344,105.06999969482422,115.4000015258789,95.2300033569336,97.54000091552734,2089260,2021-01-04
2021-01-11,116.24820709228516,118.20999908447266,122.0,101.16000366210938,106.13999938964844,1837755,2021-01-11
2021-01-18,113.85852813720703,115.77999877929688,122.0,114.63999938964844,118.93000030517578,1164690,2021-01-18
2021-01-25,99.64834594726562,101.33000183105469,119.68000030517578,96.22000122070312,118.80000305175781,1095715,2021-01-25
2021-02-01,106.24697875976562,108.04000091552734,114.77999877929688,99.0999984741211,99.23999786376953,1066760,2021-02-01
2021-02-08,104.6833724975586,106.44999694824219,122.0,104.01000213623047,109.4000015258789,403460,2021-02-08
2021-02-15,100.17938232421875,101.87000274658203,112.80000305175781,99.01000213623047,107.37000274658203,1232640,2021-02-15
2021-02-22,108.96117401123047,110.80000305175781,113.19999694824219,99.45999908447266,102.4000015258789,3789090,2021-02-22
2021-03-01,113.64218139648438,115.55999755859375,121.19999694824219,109.45999908447266,111.87999725341797,2305230,2021-03-01
2021-03-08,108.48915100097656,110.31999969482422,119.0,108.98999786376953,117.0,703420,2021-03-08
2021-03-15,100.69075012207031,102.38999938964844,116.0,96.19000244140625,116.0,2841205,2021-03-15
2021-03-22,97.3963623046875,99.04000091552734,112.94000244140625,98.0,101.98999786376953,1044315,2021-03-22
2021-03-29,104.59485626220703,106.36000061035156,107.0,97.30999755859375,99.04000091552734,466665,2021-03-29
2021-04-05,109.07919311523438,110.91999816894531,115.11000061035156,100.0199966430664,107.98999786376953,896450,2021-04-05
2021-04-12,100.86776733398438,102.56999969482422,110.45999908447266,100.22000122070312,109.0,496110,2021-04-12
2021-04-19,99.9728775024414,101.66000366210938,104.77999877929688,99.0,100.0,404750,2021-04-19
2021-04-26,114.66492462158203,116.5999984741211,123.01000213623047,100.87999725341797,105.94999694824219,2544035,2021-04-26
2021-05-03,112.69811248779297,114.5999984741211,118.0,113.0,115.0,779095,2021-05-03
2021-05-10,127.38037109375,129.52999877929688,132.3300018310547,114.98999786376953,116.5999984741211,10770570,2021-05-10
2021-05-17,123.50572967529297,125.58999633789062,134.0,124.68000030517578,134.0,6861880,2021-05-17
2021-05-24,130.2715606689453,132.47000122070312,134.97000122070312,123.66999816894531,126.54000091552734,8653410,2021-05-24
2021-05-31,131.5794677734375,133.8000030517578,137.5399932861328,120.80000305175781,132.60000610351562,4037710,2021-05-31
2021-06-07,127.55738067626953,129.7100067138672,134.0,127.6500015258789,133.39999389648438,2612710,2021-06-07
2021-06-14,121.7847671508789,123.83999633789062,130.25,121.08999633789062,129.97000122070312,925145,2021-06-14
2021-06-21,122.03062438964844,124.08999633789062,129.8000030517578,120.5999984741211,122.19999694824219,741325,2021-06-21
2021-06-28,136.4571533203125,138.75999450683594,140.3800048828125,124.20999908447266,124.4000015258789,3639235,2021-06-28
2021-07-05,141.96421813964844,144.36000061035156,146.13999938964844,140.16000366210938,141.0,3213310,2021-07-05
2021-07-12,146.8517608642578,149.3300018310547,152.97999572753906,144.2100067138672,145.75999450683594,2530185,2021-07-12
2021-07-19,156.67596435546875,159.32000732421875,162.60000610351562,148.86000061035156,150.39999389648438,3340580,2021-07-19
2021-07-26,163.353271484375,166.11000061035156,169.6999969482422,160.2100067138672,161.0,5702075,2021-07-26
2021-08-02,182.79515075683594,185.8800048828125,190.39999389648438,166.60000610351562,166.9600067138672,5315820,2021-08-02
2021-08-09,184.08645629882812,187.08999633789062,199.0,178.2899932861328,184.02000427246094,4221245,2021-08-09
2021-08-16,171.32467651367188,174.1199951171875,192.9499969482422,172.4199981689453,184.77000427246094,2787350,2021-08-16
2021-08-23,183.6043243408203,186.60000610351562,187.77999877929688,168.07000732421875,176.0,2202180,2021-08-23
2021-08-30,192.78453063964844,195.92999267578125,208.66000366210938,190.52999877929688,193.22000122070312,5889785,2021-08-30
2021-09-06,195.10665893554688,198.2899932861328,204.74000549316406,193.1300048828125,195.92999267578125,2414500,2021-09-06
2021-09-13,205.93991088867188,209.3000030517578,215.39999389648438,197.4199981689453,197.4199981689453,2711700,2021-09-13
2021-09-20,203.97201538085938,207.3000030517578,213.58999633789062,194.0,205.5399932861328,2661080,2021-09-20
2021-09-27,214.2247314453125,217.72000122070312,219.75,204.80999755859375,208.0,4766570,2021-09-27
2021-10-04,234.6809539794922,238.50999450683594,241.97999572753906,218.5,218.5,5914560,2021-10-04
2021-10-11,228.9346923828125,232.6699981689453,252.0,231.0,239.19000244140625,6451060,2021-10-11
2021-10-18,236.65869140625,240.52000427246094,245.3800048828125,231.0,237.8000030517578,4457500,2021-10-18
2021-10-25,214.8548126220703,218.27000427246094,242.5800018310547,216.99000549316406,240.33999633789062,3274285,2021-10-25
2021-11-01,206.72401428222656,210.00999450683594,227.39999389648438,208.60000610351562,227.39999389648438,1206195,2021-11-01
2021-11-08,200.68997192382812,203.8800048828125,215.0,200.0,214.8000030517578,2752525,2021-11-08
2021-11-15,188.67098999023438,191.6699981689453,205.94000244140625,190.0,203.8800048828125,2183515,2021-11-15
2021-11-22,184.78280639648438,187.72000122070312,198.0,181.3699951171875,192.0,1610715,2021-11-22
2021-11-29,190.03924560546875,193.05999755859375,195.64999389648438,177.8000030517578,186.50999450683594,1700245,2021-11-29
2021-12-06,186.6432342529297,189.61000061035156,196.8000030517578,187.0,195.0,1710770,2021-12-06
2021-12-13,173.77774047851562,176.5399932861328,192.67999267578125,174.30999755859375,192.67999267578125,1309650,2021-12-13
2021-12-20,186.5644989013672,189.52999877929688,193.6199951171875,170.1999969482422,177.39999389648438,3236700,2021-12-20
2021-12-27,186.96807861328125,189.94000244140625,191.47000122070312,185.0,189.5800018310547,2025150,2021-12-27
2022-01-03,195.85675048828125,198.97000122070312,202.5500030517578,188.44000244140625,193.39999389648438,4966755,2022-01-03
2022-01-10,203.50521850585938,206.74000549316406,209.0,194.1300048828125,201.60000610351562,4421880,2022-01-10
2022-01-17,196.85098266601562,199.97999572753906,212.80999755859375,195.60000610351562,209.97999572753906,6360020,2022-01-17
2022-01-24,184.9796905517578,187.9199981689453,197.8000030517578,180.8000030517578,196.39999389648438,1811925,2022-01-24
2022-01-31,185.0194549560547,187.86000061035156,194.39999389648438,186.8000030517578,193.88999938964844,1882085,2022-01-31
2022-02-07,183.9951934814453,186.82000732421875,190.3300018310547,181.25,187.86000061035156,2019900,2022-02-07
2022-02-14,176.76617431640625,179.47999572753906,184.8000030517578,170.1999969482422,181.0,1721045,2022-02-14
2022-02-21,156.09353637695312,158.49000549316406,178.02999877929688,151.38999938964844,177.60000610351562,2491990,2022-02-21
2022-02-28,163.33242797851562,165.83999633789062,170.9199981689453,155.25,157.0399932861328,1922810,2022-02-28
2022-03-07,166.4446258544922,169.0,171.0,154.55999755859375,164.0,5383595,2022-03-07
