Date,Adj Close_LIBERTSHOE.NS,Close_LIBERTSHOE.NS,High_LIBERTSHOE.NS,Low_LIBERTSHOE.NS,Open_LIBERTSHOE.NS,Volume_LIBERTSHOE.NS,Date
2020-07-13,137.0548553466797,138.64999389648438,146.8000030517578,137.6999969482422,139.39999389648438,1712026,2020-07-13
2020-07-20,133.79283142089844,135.35000610351562,145.3000030517578,135.0,139.6999969482422,1852236,2020-07-20
2020-07-27,132.1123809814453,133.64999389648438,141.0,127.19999694824219,134.0,1778074,2020-07-27
2020-08-03,135.07786560058594,136.64999389648438,142.6999969482422,134.10000610351562,136.60000610351562,901540,2020-08-03
2020-08-10,134.08937072753906,135.64999389648438,140.39999389648438,135.0,136.64999389648438,579125,2020-08-10
2020-08-17,145.1605224609375,146.85000610351562,152.8000030517578,135.3000030517578,136.10000610351562,2623188,2020-08-17
2020-08-24,159.0488739013672,160.89999389648438,181.8000030517578,142.0500030517578,147.0,5551976,2020-08-24
2020-08-31,147.9282989501953,149.64999389648438,159.8000030517578,143.0500030517578,158.60000610351562,1008195,2020-08-31
2020-09-07,145.555908203125,147.25,151.3000030517578,138.0,150.9499969482422,652898,2020-09-07
2020-09-14,148.71910095214844,150.4499969482422,153.3000030517578,143.35000610351562,148.8000030517578,866288,2020-09-14
2020-09-21,135.1767120361328,136.75,150.89999389648438,133.5,150.89999389648438,456413,2020-09-21
2020-09-28,147.73060607910156,149.4499969482422,159.0,138.14999389648438,139.0,1980019,2020-09-28
2020-10-05,146.54440307617188,148.25,155.39999389648438,147.25,150.89999389648438,585046,2020-10-05
2020-10-12,139.1801300048828,140.8000030517578,149.8000030517578,140.0,148.25,250666,2020-10-12
2020-10-19,143.43064880371094,145.10000610351562,148.8000030517578,140.5500030517578,141.5,334061,2020-10-19
2020-10-26,138.88357543945312,140.5,145.9499969482422,136.3000030517578,144.64999389648438,448039,2020-10-26
2020-11-02,143.77662658691406,145.4499969482422,150.0,136.6999969482422,141.0,891811,2020-11-02
2020-11-09,143.33180236816406,145.0,149.8000030517578,140.0,146.5,817818,2020-11-09
2020-11-16,143.92489624023438,145.60000610351562,151.4499969482422,143.3000030517578,144.64999389648438,680972,2020-11-16
2020-11-23,151.23976135253906,153.0,158.0,144.5,145.85000610351562,2100018,2020-11-23
2020-11-30,147.3846435546875,149.10000610351562,153.89999389648438,147.6999969482422,153.0,467250,2020-11-30
2020-12-07,153.5133056640625,155.3000030517578,159.0,147.60000610351562,149.89999389648438,1678480,2020-12-07
2020-12-14,148.224853515625,149.9499969482422,158.6999969482422,148.0,153.0,899693,2020-12-14
2020-12-21,143.8260498046875,145.5,150.5500030517578,133.9499969482422,149.89999389648438,435658,2020-12-21
2020-12-28,147.4834747314453,149.1999969482422,154.5500030517578,145.75,145.75,736341,2020-12-28
2021-01-04,151.19033813476562,152.9499969482422,157.0,147.0500030517578,150.39999389648438,1315308,2021-01-04
2021-01-11,144.76512145996094,146.4499969482422,153.89999389648438,145.5,153.60000610351562,510195,2021-01-11
2021-01-18,140.4651641845703,142.10000610351562,148.25,141.10000610351562,147.39999389648438,280795,2021-01-18
2021-01-25,135.9180908203125,137.5,143.60000610351562,135.10000610351562,142.3000030517578,157869,2021-01-25
2021-02-01,143.5294952392578,145.1999969482422,147.8000030517578,137.8000030517578,138.0,403741,2021-02-01
2021-02-08,140.06976318359375,141.6999969482422,148.0,139.25,146.1999969482422,434077,2021-02-08
2021-02-15,140.36631774902344,142.0,146.6999969482422,140.4499969482422,145.75,488567,2021-02-15
2021-02-22,138.7847137451172,140.39999389648438,144.4499969482422,138.0,142.0500030517578,296435,2021-02-22
2021-03-01,141.4536590576172,143.10000610351562,148.0,140.35000610351562,141.0,803944,2021-03-01
2021-03-08,137.45025634765625,139.0500030517578,144.8000030517578,138.0,144.0,147483,2021-03-08
2021-03-15,132.40892028808594,133.9499969482422,141.6999969482422,129.5,140.0,264557,2021-03-15
2021-03-22,127.31818389892578,128.8000030517578,136.25,128.0,136.25,189129,2021-03-22
2021-03-29,129.39401245117188,130.89999389648438,134.0,126.75,128.8000030517578,135086,2021-03-29
2021-04-05,128.20782470703125,129.6999969482422,131.89999389648438,126.6500015258789,131.5,182900,2021-04-05
2021-04-12,120.052734375,121.44999694824219,128.0,120.0999984741211,128.0,118868,2021-04-12
2021-04-19,119.90446472167969,121.30000305175781,124.80000305175781,115.9000015258789,120.5,151141,2021-04-19
2021-04-26,125.39060974121094,126.8499984741211,132.6999969482422,120.94999694824219,120.94999694824219,242913,2021-04-26
2021-05-03,130.4813690185547,132.0,145.0,121.0,125.0,704809,2021-05-03
2021-05-10,130.38250732421875,131.89999389648438,138.5500030517578,131.10000610351562,132.0,212455,2021-05-10
2021-05-17,136.11578369140625,137.6999969482422,142.9499969482422,132.10000610351562,133.0,863847,2021-05-17
2021-05-24,143.77662658691406,145.4499969482422,149.4499969482422,137.35000610351562,137.5,1652588,2021-05-24
2021-05-31,142.09617614746094,143.75,152.1999969482422,142.0,145.89999389648438,1381118,2021-05-31
2021-06-07,149.36163330078125,151.10000610351562,158.60000610351562,144.64999389648438,145.0,3247873,2021-06-07
2021-06-14,148.4719696044922,150.1999969482422,155.89999389648438,143.35000610351562,151.10000610351562,1114368,2021-06-14
2021-06-21,159.7902374267578,161.64999389648438,171.0,146.0500030517578,146.0500030517578,5973168,2021-06-21
2021-06-28,165.91891479492188,167.85000610351562,177.9499969482422,157.0,162.5,5716096,2021-06-28
2021-07-05,167.5499267578125,169.5,176.4499969482422,163.5,167.85000610351562,2629056,2021-07-05
2021-07-12,180.10382080078125,182.1999969482422,186.3000030517578,166.0,172.3000030517578,3968219,2021-07-12
2021-07-19,183.46470642089844,185.60000610351562,189.5,176.0,180.0,3728823,2021-07-19
2021-07-26,177.18775939941406,179.25,188.35000610351562,177.8000030517578,186.4499969482422,2215159,2021-07-26
2021-08-02,175.55674743652344,177.60000610351562,184.8000030517578,175.35000610351562,180.0,1599511,2021-08-02
2021-08-09,166.75912475585938,168.6999969482422,179.89999389648438,158.35000610351562,177.8000030517578,969470,2021-08-09
2021-08-16,159.14772033691406,161.0,173.60000610351562,159.60000610351562,169.3000030517578,596562,2021-08-16
2021-08-23,158.20864868164062,160.0500030517578,163.39999389648438,152.25,163.39999389648438,483540,2021-08-23
2021-08-30,176.39695739746094,178.4499969482422,185.0,165.10000610351562,166.5,1767653,2021-08-30
2021-09-06,191.42208862304688,193.64999389648438,215.89999389648438,179.0,179.4499969482422,6557152,2021-09-06
2021-09-13,165.7706298828125,167.6999969482422,197.60000610351562,166.60000610351562,196.5,2789472,2021-09-13
2021-09-20,167.50050354003906,169.4499969482422,177.6999969482422,165.0,165.75,2080042,2021-09-20
2021-09-27,167.94532775878906,169.89999389648438,174.39999389648438,166.64999389648438,170.6999969482422,825475,2021-09-27
2021-10-04,178.7199249267578,180.8000030517578,184.60000610351562,171.10000610351562,171.25,2915630,2021-10-04
2021-10-11,177.8302764892578,179.89999389648438,183.75,177.4499969482422,181.89999389648438,931061,2021-10-11
2021-10-18,166.31431579589844,168.25,183.0,166.9499969482422,181.5,1143649,2021-10-18
2021-10-25,157.96153259277344,159.8000030517578,169.5500030517578,159.3000030517578,169.5500030517578,494088,2021-10-25
2021-11-01,169.7740478515625,171.75,174.39999389648438,160.75,160.9499969482422,644213,2021-11-01
2021-11-08,170.3671417236328,172.35000610351562,185.0,171.5,173.64999389648438,2227327,2021-11-08
2021-11-15,160.03736877441406,161.89999389648438,177.0500030517578,159.8000030517578,173.0,601459,2021-11-15
2021-11-22,152.27767944335938,154.0500030517578,162.8000030517578,153.0,161.0500030517578,554356,2021-11-22
2021-11-29,155.04547119140625,156.85000610351562,167.0,141.25,154.3000030517578,1215163,2021-11-29
2021-12-06,166.61087036132812,168.5500030517578,174.9499969482422,153.85000610351562,157.89999389648438,1620146,2021-12-06
2021-12-13,152.8707733154297,154.64999389648438,170.89999389648438,154.25,169.89999389648438,758964,2021-12-13
2021-12-20,149.8064422607422,151.5500030517578,156.75,145.14999389648438,153.89999389648438,371838,2021-12-20
2021-12-27,153.0684814453125,154.85000610351562,157.5,149.25,152.0,460916,2021-12-27
2022-01-03,158.0603790283203,159.89999389648438,163.39999389648438,154.0500030517578,155.4499969482422,939783,2022-01-03
2022-01-10,168.48899841308594,170.4499969482422,173.60000610351562,159.1999969482422,161.14999389648438,1450141,2022-01-10
2022-01-17,165.91891479492188,167.85000610351562,181.8000030517578,165.14999389648438,170.4499969482422,1901465,2022-01-17
2022-01-24,158.90060424804688,160.75,169.0,151.0500030517578,167.85000610351562,502270,2022-01-24
2022-01-31,159.24658203125,161.10000610351562,169.8000030517578,158.10000610351562,163.5,718269,2022-01-31
2022-02-07,152.8707733154297,154.64999389648438,162.85000610351562,154.0500030517578,161.9499969482422,254449,2022-02-07
2022-02-14,148.224853515625,149.9499969482422,156.9499969482422,143.5500030517578,153.14999389648438,437115,2022-02-14
2022-02-21,131.8158416748047,133.35000610351562,147.85000610351562,124.05000305175781,145.14999389648438,327369,2022-02-21
2022-02-28,135.6215362548828,137.1999969482422,142.5,131.0,132.6999969482422,171465,2022-02-28
2022-03-07,145.01223754882812,146.6999969482422,150.89999389648438,130.0,130.0,322954,2022-03-07
