Date,Adj Close_BLUESTARCO.NS,Close_BLUESTARCO.NS,High_BLUESTARCO.NS,Low_BLUESTARCO.NS,Open_BLUESTARCO.NS,Volume_BLUESTARCO.NS,Date
2020-07-13,237.8648223876953,244.27499389648438,246.25,235.0500030517578,235.0500030517578,244512,2020-07-13
2020-07-20,239.9584197998047,246.4250030517578,249.9499969482422,241.25,244.75,481968,2020-07-20
2020-07-27,236.8180389404297,243.1999969482422,247.875,237.25,246.5,409806,2020-07-27
2020-08-03,242.563232421875,249.10000610351562,255.5,238.4499969482422,243.1999969482422,1711670,2020-08-03
2020-08-10,263.52337646484375,270.625,281.0,250.0,250.0,1976542,2020-08-10
2020-08-17,270.1692810058594,277.45001220703125,287.42498779296875,270.0,272.95001220703125,2928704,2020-08-17
2020-08-24,335.9223327636719,344.9750061035156,361.8500061035156,276.95001220703125,282.0,5050710,2020-08-24
2020-08-31,303.15533447265625,311.32501220703125,354.875,300.04998779296875,347.92498779296875,1416604,2020-08-31
2020-09-07,295.1705322265625,303.125,312.82501220703125,295.0,310.0,751240,2020-09-07
2020-09-14,307.999755859375,316.29998779296875,355.5,306.45001220703125,306.45001220703125,4439532,2020-09-14
2020-09-21,310.8479919433594,319.2250061035156,331.9750061035156,301.0,317.8999938964844,1145298,2020-09-21
2020-09-28,311.3349304199219,319.7250061035156,331.4750061035156,318.0,326.9750061035156,383834,2020-09-28
2020-10-05,308.09716796875,316.3999938964844,326.7250061035156,306.6499938964844,321.5249938964844,842398,2020-10-05
2020-10-12,310.6532897949219,319.0249938964844,322.5,301.7749938964844,316.0,1021152,2020-10-12
2020-10-19,314.2318420410156,322.70001220703125,327.8999938964844,304.0,325.0,837588,2020-10-19
2020-10-26,305.5897521972656,313.82501220703125,332.5,303.29998779296875,320.04998779296875,913816,2020-10-26
2020-11-02,320.4395751953125,329.07501220703125,330.0,306.875,315.3999938964844,665452,2020-11-02
2020-11-09,332.1246643066406,341.07501220703125,345.3500061035156,321.0,330.8500061035156,1125078,2020-11-09
2020-11-16,362.8467102050781,372.625,377.75,339.3500061035156,339.3500061035156,999374,2020-11-16
2020-11-23,395.27288818359375,405.92498779296875,411.0,370.9750061035156,370.9750061035156,2052354,2020-11-23
2020-11-30,401.7240295410156,412.54998779296875,429.5,380.0,405.92498779296875,2581618,2020-11-30
2020-12-07,384.8536682128906,395.2250061035156,418.67498779296875,387.5,417.5,1234168,2020-12-07
2020-12-14,378.134765625,388.32501220703125,399.3500061035156,385.0,390.07501220703125,789048,2020-12-14
2020-12-21,384.12335205078125,394.4750061035156,407.5,379.07501220703125,389.45001220703125,807522,2020-12-21
2020-12-28,392.7411193847656,403.32501220703125,404.75,387.5,394.42498779296875,754996,2020-12-28
2021-01-04,395.3702392578125,406.0249938964844,414.3999938964844,395.0,404.6000061035156,1270400,2021-01-04
2021-01-11,380.9586181640625,391.2250061035156,409.4750061035156,386.17498779296875,409.4750061035156,582924,2021-01-11
2021-01-18,368.8596496582031,378.79998779296875,397.3500061035156,374.0,391.2250061035156,725650,2021-01-18
2021-01-25,357.4423828125,367.07501220703125,389.0,351.0,379.5,1178016,2021-01-25
2021-02-01,396.8065490722656,407.5,410.70001220703125,364.32501220703125,365.2749938964844,895676,2021-02-01
2021-02-08,396.7822265625,407.4750061035156,417.5,397.79998779296875,409.5,1953682,2021-02-08
2021-02-15,396.5631103515625,407.25,434.3999938964844,399.0249938964844,406.5,1831132,2021-02-15
2021-02-22,423.7066345214844,435.125,437.5,394.07501220703125,404.54998779296875,1755030,2021-02-22
2021-03-01,456.546630859375,468.8500061035156,476.8999938964844,425.79998779296875,447.5,4498302,2021-03-01
2021-03-08,460.1008605957031,472.5,487.0,450.0,474.0,1190632,2021-03-08
2021-03-15,437.5096435546875,449.29998779296875,479.82501220703125,404.9750061035156,475.0,1071112,2021-03-15
2021-03-22,433.0303649902344,444.70001220703125,488.29998779296875,430.0,454.5,1043406,2021-03-22
2021-03-29,449.3164367675781,461.42498779296875,479.5,444.70001220703125,444.70001220703125,1436882,2021-03-29
2021-04-05,444.1068420410156,456.07501220703125,475.0,454.0,464.95001220703125,1594172,2021-04-05
2021-04-12,417.57196044921875,428.82501220703125,456.07501220703125,423.5249938964844,456.07501220703125,1045544,2021-04-12
2021-04-19,406.9579772949219,417.92498779296875,427.375,405.67498779296875,425.0,943408,2021-04-19
2021-04-26,411.6563415527344,422.75,442.5,413.5,420.0,733760,2021-04-26
