Date,Adj Close_REDTAPE.NS,Close_REDTAPE.NS,High_REDTAPE.NS,Low_REDTAPE.NS,Open_REDTAPE.NS,Volume_REDTAPE.NS,Date
2023-08-07,122.33755493164062,123.4625015258789,126.0,114.0,120.0,12023784,2023-08-07
2023-08-14,115.38894653320312,116.44999694824219,127.25,109.0625,127.25,10035576,2023-08-14
2023-08-21,114.96782684326172,116.0250015258789,122.25,111.25,116.25,3641052,2023-08-21
2023-08-28,114.17510986328125,115.2249984741211,120.625,113.0,117.7249984741211,3695864,2023-08-28
2023-09-04,110.73177337646484,111.75,115.5,102.76249694824219,115.5,7231928,2023-09-04
2023-09-11,110.69461822509766,111.7125015258789,113.7249984741211,103.8125,112.5,4309840,2023-09-11
2023-09-18,110.6822280883789,111.69999694824219,115.7125015258789,108.75,112.5,2838368,2023-09-18
2023-09-25,111.59880065917969,112.625,113.48750305175781,107.25,111.75,1844064,2023-09-25
2023-10-02,120.59111022949219,121.69999694824219,124.55000305175781,111.5250015258789,112.5,4461536,2023-10-02
2023-10-09,127.06904602050781,128.2375030517578,135.22500610351562,116.0625,119.9749984741211,7490144,2023-10-09
2023-10-16,136.03659057617188,137.28750610351562,143.75,127.4375,128.25,7159824,2023-10-16
2023-10-23,126.2887191772461,127.44999694824219,136.7375030517578,120.0,132.5,6004084,2023-10-23
2023-10-30,133.32403564453125,134.5500030517578,136.5,125.0,127.0,2932256,2023-10-30
2023-11-06,116.25597381591797,117.32499694824219,141.9250030517578,115.2750015258789,135.0,15839688,2023-11-06
2023-11-13,117.76708221435547,118.8499984741211,120.86250305175781,111.0374984741211,117.98750305175781,5229736,2023-11-13
2023-11-20,122.28800964355469,123.4124984741211,125.36250305175781,117.5999984741211,118.75,3545660,2023-11-20
2023-11-27,121.82971954345703,122.94999694824219,127.0,118.7249984741211,122.5,6457492,2023-11-27
2023-12-04,120.77690124511719,121.88749694824219,124.9749984741211,115.51249694824219,124.9749984741211,3296728,2023-12-04
2023-12-11,115.63666534423828,116.69999694824219,122.625,114.9375,122.625,3091072,2023-12-11
2023-12-18,115.1907730102539,116.25,117.6500015258789,109.26249694824219,115.875,4386744,2023-12-18
2023-12-25,116.42938232421875,117.5,119.0,114.42500305175781,117.07499694824219,1978608,2023-12-25
2024-01-01,130.21511840820312,131.41250610351562,134.375,116.2750015258789,118.0,8230004,2024-01-01
2024-01-08,136.5072479248047,137.7624969482422,138.9499969482422,129.08749389648438,132.5,4708788,2024-01-08
2024-01-15,139.8019561767578,141.08749389648438,141.8625030517578,130.1875,138.75,4518964,2024-01-15
2024-01-22,151.33343505859375,152.72500610351562,153.9875030517578,142.8874969482422,143.02499389648438,6069880,2024-01-22
2024-01-29,161.03173828125,162.5124969482422,168.1125030517578,146.7624969482422,155.0,5986608,2024-01-29
2024-02-05,161.06890869140625,162.5500030517578,165.6125030517578,156.625,162.5,3348032,2024-02-05
2024-02-12,155.7428741455078,157.1750030517578,165.0749969482422,149.0124969482422,161.9875030517578,2303672,2024-02-12
2024-02-19,153.62486267089844,155.03750610351562,159.78750610351562,148.3000030517578,159.53750610351562,3947620,2024-02-19
2024-02-26,149.6365203857422,151.0124969482422,163.25,146.75,156.64999389648438,2093236,2024-02-26
2024-03-04,148.10064697265625,149.46249389648438,153.5,146.0625,151.2375030517578,1336588,2024-03-04
2024-03-11,145.9826202392578,147.3249969482422,149.5,134.02499389648438,149.46249389648438,2949184,2024-03-11
2024-03-18,154.82630920410156,156.25,157.5,144.9375,149.25,1335864,2024-03-18
2024-03-25,162.98875427246094,164.4875030517578,171.8625030517578,154.3000030517578,156.2375030517578,2115332,2024-03-25
2024-04-01,176.52674865722656,178.14999389648438,178.625,161.5124969482422,162.5,2983336,2024-04-01
2024-04-08,172.327880859375,173.91250610351562,184.1374969482422,172.02499389648438,178.75,1801420,2024-04-08
2024-04-15,174.557373046875,176.16250610351562,180.4250030517578,166.3000030517578,172.0,1148248,2024-04-15
2024-04-22,181.8775634765625,183.5500030517578,184.9499969482422,173.8625030517578,179.75,1379464,2024-04-22
2024-04-29,182.76934814453125,184.4499969482422,186.16250610351562,179.2624969482422,181.5,1136584,2024-04-29
2024-05-06,175.2633819580078,176.875,186.25,171.10000610351562,186.25,1546008,2024-05-06
2024-05-13,180.5894012451172,182.25,185.5124969482422,170.9250030517578,175.0,1066708,2024-05-13
2024-05-20,176.98504638671875,178.6125030517578,184.21249389648438,162.14999389648438,183.72500610351562,957644,2024-05-20
2024-05-27,180.47792053222656,182.1374969482422,193.7375030517578,174.27499389648438,181.1125030517578,4855520,2024-05-27
2024-06-03,193.3470916748047,195.125,201.21249389648438,163.0,191.2375030517578,4692744,2024-06-03
2024-06-10,184.3300018310547,186.02499389648438,198.39999389648438,180.0,194.22500610351562,1526172,2024-06-10
2024-06-17,195.9481658935547,197.75,202.5124969482422,181.5,188.47500610351562,3085752,2024-06-17
2024-06-24,189.9780731201172,191.72500610351562,200.2375030517578,190.0625,197.7375030517578,3565752,2024-06-24
2024-07-01,183.1161651611328,184.8000030517578,198.7375030517578,183.25,192.75,2019216,2024-07-01
2024-07-08,178.33514404296875,179.97500610351562,187.5124969482422,173.8874969482422,185.02499389648438,3713224,2024-07-08
2024-07-15,177.3813934326172,179.0124969482422,183.25,174.5,178.75,1260160,2024-07-15
2024-07-22,178.74386596679688,180.3874969482422,184.2624969482422,175.25,178.25,1143988,2024-07-22
2024-07-29,175.38723754882812,177.0,186.25,175.60000610351562,181.25,3602304,2024-07-29
2024-08-05,173.14535522460938,174.7375030517578,178.7375030517578,169.3000030517578,175.5,2100300,2024-08-05
2024-08-12,161.06890869140625,162.5500030517578,177.8249969482422,151.5124969482422,173.83749389648438,4233740,2024-08-12
2024-08-19,176.13040161132812,177.75,178.75,160.0,163.3249969482422,3505948,2024-08-19
2024-08-26,168.02989196777344,169.5749969482422,178.58749389648438,164.5,176.25,1773664,2024-08-26
2024-09-02,169.6153106689453,171.1750030517578,177.6125030517578,167.2375030517578,169.0124969482422,1632448,2024-09-02
2024-09-09,185.87826538085938,187.58749389648438,188.7375030517578,168.5,170.9875030517578,2717216,2024-09-09
2024-09-16,184.73875427246094,186.4375,189.8625030517578,178.5500030517578,186.25,2733980,2024-09-16
2024-09-23,183.3019561767578,184.9875030517578,189.2375030517578,177.78750610351562,188.75,1483436,2024-09-23
2024-09-30,199.0818634033203,200.91250610351562,210.0,182.7624969482422,183.0,4158652,2024-09-30
2024-10-07,206.51351928710938,208.41250610351562,211.25,190.7624969482422,201.8874969482422,2145924,2024-10-07
2024-10-14,234.4070281982422,236.5625,237.97500610351562,214.16250610351562,216.16250610351562,5563628,2024-10-14
2024-10-21,213.8584747314453,215.8249969482422,243.75,211.2624969482422,236.9375,2905692,2024-10-21
2024-10-28,238.4449005126953,240.6374969482422,245.0,212.52499389648438,215.8249969482422,2495968,2024-10-28
2024-11-04,231.54583740234375,233.6750030517578,240.78750610351562,227.5625,234.91250610351562,1666976,2024-11-04
2024-11-11,204.70513916015625,206.58749389648438,236.89999389648438,206.0,230.85000610351562,2121312,2024-11-11
2024-11-18,198.67311096191406,200.5,211.125,197.97500610351562,206.58749389648438,984368,2024-11-18
2024-11-25,202.00497436523438,203.8625030517578,210.3874969482422,201.0,204.72500610351562,1499420,2024-11-25
2024-12-02,203.67710876464844,205.5500030517578,213.1750030517578,201.6374969482422,201.6374969482422,793912,2024-12-02
2024-12-09,203.83811950683594,205.71249389648438,209.5,202.58749389648438,205.5500030517578,610708,2024-12-09
2024-12-16,212.012939453125,213.96249389648438,227.4875030517578,206.89999389648438,208.77499389648438,2714888,2024-12-16
2024-12-23,220.01437377929688,222.03750610351562,228.60000610351562,212.16250610351562,226.8000030517578,2966480,2024-12-23
2024-12-30,214.08143615722656,216.0500030517578,226.9250030517578,215.0,225.3625030517578,1190592,2024-12-30
2025-01-06,188.21249389648438,188.21249389648438,218.7375030517578,187.5,218.22500610351562,1646080,2025-01-06
2025-01-13,187.77499389648438,187.77499389648438,188.97500610351562,175.9250030517578,182.5,992016,2025-01-13
2025-01-20,185.6374969482422,185.6374969482422,195.4250030517578,182.78750610351562,190.0,667436,2025-01-20
2025-01-27,181.5625,181.5625,187.9375,165.2375030517578,185.5124969482422,2607132,2025-01-27
2025-02-03,169.10000610351562,169.10000610351562,199.5,168.1999969482422,185.5,4060774,2025-02-03
2025-02-10,158.35000610351562,158.35000610351562,179.9499969482422,154.9499969482422,169.0,2948504,2025-02-10
2025-02-17,160.14999389648438,160.14999389648438,164.6999969482422,150.5500030517578,157.0,944597,2025-02-17
2025-02-24,144.85000610351562,144.85000610351562,163.75,143.4499969482422,160.14999389648438,713097,2025-02-24
2025-03-03,144.72999572753906,144.72999572753906,150.0,131.5500030517578,144.88999938964844,1975918,2025-03-03
2025-03-10,153.22000122070312,153.22000122070312,160.0,133.72000122070312,146.1699981689453,3870561,2025-03-10
2025-03-17,161.2899932861328,161.2899932861328,166.10000610351562,150.75999450683594,156.99000549316406,1708707,2025-03-17
2025-03-24,145.9600067138672,145.9600067138672,167.97000122070312,145.10000610351562,163.89999389648438,1573507,2025-03-24
2025-03-31,140.2899932861328,140.2899932861328,150.75999450683594,139.35000610351562,147.99000549316406,1212244,2025-03-31
2025-04-07,143.9600067138672,143.9600067138672,144.7899932861328,125.55000305175781,130.0,781491,2025-04-07
2025-04-14,144.08999633789062,144.08999633789062,151.0,143.5,147.0,838878,2025-04-14
2025-04-21,138.36000061035156,138.36000061035156,147.47999572753906,137.57000732421875,144.5800018310547,2187725,2025-04-21
2025-04-28,130.6199951171875,130.6199951171875,141.80999755859375,129.9199981689453,137.0,812822,2025-04-28
2025-05-05,133.35000610351562,133.35000610351562,137.0,128.4199981689453,132.0,885496,2025-05-05
2025-05-12,140.0399932861328,140.0399932861328,141.6199951171875,136.25,136.25,1095784,2025-05-12
2025-05-19,146.3000030517578,146.3000030517578,148.2899932861328,138.00999450683594,140.0399932861328,1289247,2025-05-19
2025-05-26,134.14999389648438,134.14999389648438,153.66000366210938,133.0,146.3000030517578,3405429,2025-05-26
2025-06-02,133.41000366210938,133.41000366210938,137.8000030517578,130.22999572753906,134.0,1461697,2025-06-02
2025-06-09,129.88999938964844,129.88999938964844,135.58999633789062,128.22999572753906,133.10000610351562,1691388,2025-06-09
2025-06-16,127.0999984741211,127.0999984741211,130.94000244140625,123.7300033569336,129.00999450683594,1216526,2025-06-16
2025-06-23,129.35000610351562,129.35000610351562,130.85000610351562,125.11000061035156,125.6500015258789,1380392,2025-06-23
2025-06-30,131.38999938964844,131.38999938964844,132.39999389648438,125.88999938964844,130.92999267578125,2624256,2025-06-30
2025-07-07,137.47000122070312,137.47000122070312,142.3000030517578,130.13999938964844,131.6999969482422,4333809,2025-07-07
2025-07-14,138.42999267578125,138.42999267578125,140.5,133.8800048828125,137.49000549316406,930573,2025-07-14
