Date,Adj Close_MONARCH.NS,Close_MONARCH.NS,High_MONARCH.NS,Low_MONARCH.NS,Open_MONARCH.NS,Volume_MONARCH.NS,Date
2022-01-03,86.20711517333984,86.42500305175781,86.6500015258789,68.125,73.92500305175781,912824,2022-01-03
2022-01-10,85.98268127441406,86.19999694824219,90.44999694824219,83.125,89.1500015258789,833520,2022-01-10
2022-01-17,80.42173767089844,80.625,87.44999694824219,80.2750015258789,87.44999694824219,212980,2022-01-17
2022-01-24,77.3544921875,77.55000305175781,81.75,72.9749984741211,81.75,173828,2022-01-24
2022-01-31,75.90814208984375,76.0999984741211,79.75,75.5250015258789,79.5,74066,2022-01-31
2022-02-07,73.663818359375,73.8499984741211,77.5,70.1500015258789,75.0,111016,2022-02-07
2022-02-14,89.9975357055664,90.2249984741211,94.7750015258789,71.0,72.5,1447520,2022-02-14
2022-02-21,85.83306121826172,86.05000305175781,90.5,76.30000305175781,90.25,706210,2022-02-21
2022-02-28,83.863037109375,84.07499694824219,89.8499984741211,82.5999984741211,82.5999984741211,162038,2022-02-28
2022-03-07,95.5335464477539,95.7750015258789,96.8499984741211,80.32499694824219,82.0250015258789,775940,2022-03-07
2022-03-14,101.84259796142578,102.0999984741211,106.0,95.5,103.8499984741211,1402492,2022-03-14
2022-03-21,95.25923156738281,95.5,104.0,89.94999694824219,104.0,229048,2022-03-21
2022-03-28,104.78516387939453,105.05000305175781,105.875,90.5,96.2249984741211,798126,2022-03-28
2022-04-04,124.31080627441406,124.625,129.9499969482422,107.75,108.0,2276660,2022-04-04
2022-04-11,154.28504943847656,154.6750030517578,160.0,123.3499984741211,123.5250015258789,2560454,2022-04-11
2022-04-18,153.28756713867188,153.6750030517578,169.5,149.5,153.89999389648438,1297918,2022-04-18
2022-04-25,162.73867797851562,163.14999389648438,179.5,152.5,152.5,1716394,2022-04-25
2022-05-02,163.43692016601562,163.85000610351562,182.72500610351562,158.77499389648438,163.0,1016628,2022-05-02
2022-05-09,141.86643981933594,142.22500610351562,175.0,131.8249969482422,162.4250030517578,923880,2022-05-09
2022-05-16,162.2150115966797,162.625,164.64999389648438,138.3000030517578,144.35000610351562,652110,2022-05-16
2022-05-23,149.1230926513672,149.5,166.97500610351562,139.5,162.1999969482422,319828,2022-05-23
2022-05-30,151.44223022460938,151.8249969482422,165.5,147.5500030517578,155.0,436954,2022-05-30
2022-06-06,145.93116760253906,146.3000030517578,152.5,144.5,147.75,113780,2022-06-06
2022-06-13,132.34051513671875,132.6750030517578,144.0,130.6999969482422,141.3000030517578,274208,2022-06-13
2022-06-20,124.8095474243164,125.125,136.10000610351562,111.0,130.0,253794,2022-06-20
2022-06-27,123.56269836425781,123.875,132.6750030517578,122.0,125.75,87842,2022-06-27
2022-07-04,124.18612670898438,124.5,130.0,119.125,122.55000305175781,181346,2022-07-04
2022-07-11,122.06648254394531,122.375,131.1750030517578,120.0250015258789,127.9749984741211,143762,2022-07-11
2022-07-18,127.10375213623047,127.42500305175781,133.0,123.5,123.55000305175781,167332,2022-07-18
2022-07-25,128.2009735107422,128.52499389648438,131.0,123.07499694824219,126.80000305175781,133898,2022-07-25
2022-08-01,128.10122680664062,128.4250030517578,136.0,126.2750015258789,131.10000610351562,155546,2022-08-01
2022-08-08,137.02867126464844,137.375,147.52499389648438,125.7750015258789,129.35000610351562,328834,2022-08-08
2022-08-15,155.43214416503906,155.8249969482422,165.0,133.89999389648438,137.375,993498,2022-08-15
2022-08-22,178.19960021972656,178.64999389648438,186.0,150.75,154.9499969482422,1311190,2022-08-22
2022-08-29,186.42880249023438,186.89999389648438,201.85000610351562,168.5,176.0,728898,2022-08-29
2022-09-05,193.560791015625,194.0500030517578,204.0,180.5500030517578,191.0,386466,2022-09-05
2022-09-12,188.299072265625,188.77499389648438,208.89999389648438,187.625,197.0,474124,2022-09-12
2022-09-19,175.5500030517578,175.5500030517578,195.89999389648438,172.85000610351562,188.77499389648438,249246,2022-09-19
2022-09-26,177.0,177.0,182.6999969482422,160.75,174.14999389648438,157772,2022-09-26
2022-10-03,182.89999389648438,182.89999389648438,193.5749969482422,163.0,177.0,229848,2022-10-03
2022-10-10,174.875,174.875,182.22500610351562,168.35000610351562,181.64999389648438,112062,2022-10-10
2022-10-17,192.22500610351562,192.22500610351562,195.0,169.625,173.125,342152,2022-10-17
2022-10-24,175.5749969482422,175.5749969482422,197.35000610351562,172.52499389648438,195.89999389648438,146926,2022-10-24
2022-10-31,177.14999389648438,177.14999389648438,180.9499969482422,172.5500030517578,176.64999389648438,146118,2022-10-31
2022-11-07,183.375,183.375,189.9499969482422,178.0,178.0,455566,2022-11-07
2022-11-14,182.6999969482422,182.6999969482422,193.0,178.52499389648438,184.9499969482422,200528,2022-11-14
2022-11-21,181.125,181.125,186.97500610351562,175.0,184.9499969482422,146820,2022-11-21
2022-11-28,192.8249969482422,192.8249969482422,203.9250030517578,180.97500610351562,183.02499389648438,588010,2022-11-28
2022-12-05,191.4250030517578,191.4250030517578,209.72500610351562,186.0,194.0,527594,2022-12-05
2022-12-12,178.1999969482422,178.1999969482422,193.35000610351562,176.64999389648438,193.35000610351562,116274,2022-12-12
2022-12-19,155.52499389648438,155.52499389648438,182.47500610351562,154.3249969482422,179.1999969482422,234310,2022-12-19
2022-12-26,172.6999969482422,172.6999969482422,173.97500610351562,154.4499969482422,155.5500030517578,131504,2022-12-26
2023-01-02,167.1999969482422,167.1999969482422,176.47500610351562,166.6750030517578,174.9499969482422,51562,2023-01-02
2023-01-09,166.27499389648438,166.27499389648438,172.5,161.5500030517578,168.85000610351562,287138,2023-01-09
2023-01-16,178.10000610351562,178.10000610351562,197.8000030517578,163.60000610351562,169.0,478968,2023-01-16
2023-01-23,146.4250030517578,146.4250030517578,181.6750030517578,136.5749969482422,181.6750030517578,302756,2023-01-23
2023-01-30,112.25,112.25,158.0,95.5,147.52499389648438,2009974,2023-01-30
2023-02-06,120.625,120.625,130.10000610351562,103.125,112.25,986952,2023-02-06
2023-02-13,115.9000015258789,115.9000015258789,124.375,113.5250015258789,124.0,240356,2023-02-13
2023-02-20,98.5,98.5,117.7249984741211,97.5,116.8499984741211,324862,2023-02-20
2023-02-27,124.875,124.875,125.5,95.0,99.05000305175781,507756,2023-02-27
2023-03-06,116.19999694824219,116.19999694824219,129.5,115.05000305175781,127.3499984741211,649764,2023-03-06
2023-03-13,106.1500015258789,106.1500015258789,118.125,103.57499694824219,116.19999694824219,219452,2023-03-13
2023-03-20,102.57499694824219,102.57499694824219,111.0,100.44999694824219,105.0,169496,2023-03-20
2023-03-27,96.2750015258789,96.2750015258789,107.69999694824219,95.0,101.5250015258789,555810,2023-03-27
2023-04-03,101.7249984741211,101.7249984741211,102.5,95.80000305175781,100.7249984741211,207338,2023-04-03
2023-04-10,111.05000305175781,111.05000305175781,118.125,102.625,105.75,790890,2023-04-10
2023-04-17,97.9000015258789,97.9000015258789,112.375,97.05000305175781,109.07499694824219,608670,2023-04-17
2023-04-24,105.67500305175781,105.67500305175781,110.0,97.69999694824219,98.4000015258789,300100,2023-04-24
2023-05-01,102.625,102.625,108.32499694824219,102.5,105.67500305175781,253232,2023-05-01
2023-05-08,106.3499984741211,106.3499984741211,109.8499984741211,101.67500305175781,101.80000305175781,383188,2023-05-08
2023-05-15,104.42500305175781,104.42500305175781,106.44999694824219,99.92500305175781,105.7750015258789,356904,2023-05-15
2023-05-22,102.3499984741211,102.3499984741211,118.75,99.5,107.5,735428,2023-05-22
2023-05-29,101.30000305175781,101.30000305175781,104.0,100.5250015258789,104.0,322868,2023-05-29
2023-06-05,113.375,113.375,122.5,101.2750015258789,102.25,833690,2023-06-05
2023-06-12,123.2249984741211,123.2249984741211,126.5250015258789,112.5250015258789,113.32499694824219,1229672,2023-06-12
2023-06-19,116.80000305175781,116.80000305175781,124.67500305175781,115.125,124.4749984741211,903344,2023-06-19
2023-06-26,121.55000305175781,121.55000305175781,125.0,115.05000305175781,115.05000305175781,477960,2023-06-26
2023-07-03,140.875,140.875,144.9499969482422,121.0,121.0,3622240,2023-07-03
2023-07-10,144.0500030517578,144.0500030517578,147.47500610351562,139.5500030517578,141.6999969482422,2003994,2023-07-10
2023-07-17,147.9499969482422,147.9499969482422,152.6750030517578,141.0749969482422,144.5,3317340,2023-07-17
2023-07-24,162.75,162.75,164.5,147.35000610351562,148.9250030517578,6077790,2023-07-24
2023-07-31,163.35000610351562,163.35000610351562,174.5,158.77499389648438,164.1999969482422,5018484,2023-07-31
2023-08-07,163.5,163.5,168.47500610351562,157.6999969482422,163.5,7531868,2023-08-07
2023-08-14,164.0500030517578,164.0500030517578,166.39999389648438,157.77499389648438,161.22500610351562,2591650,2023-08-14
2023-08-21,169.4250030517578,169.4250030517578,172.10000610351562,162.8249969482422,165.4250030517578,2971836,2023-08-21
2023-08-28,174.8249969482422,174.8249969482422,181.0,164.39999389648438,171.75,2786554,2023-08-28
2023-09-04,177.5749969482422,177.5749969482422,183.75,167.4250030517578,175.97500610351562,2024638,2023-09-04
2023-09-11,169.8000030517578,169.8000030517578,184.3000030517578,154.47500610351562,178.4499969482422,1710694,2023-09-11
2023-09-18,165.25,165.25,172.5,164.0,167.25,1390296,2023-09-18
2023-09-25,166.85000610351562,166.85000610351562,172.9499969482422,164.0,165.85000610351562,3111258,2023-09-25
2023-10-02,194.52499389648438,194.52499389648438,204.39999389648438,162.02499389648438,166.85000610351562,7933032,2023-10-02
2023-10-09,190.75,190.75,199.97500610351562,186.25,193.0,1790110,2023-10-09
2023-10-16,201.125,201.125,203.5,188.02499389648438,193.0,8066136,2023-10-16
2023-10-23,207.10000610351562,207.10000610351562,227.0,182.5500030517578,202.9250030517578,6672454,2023-10-23
2023-10-30,205.875,205.875,216.89999389648438,199.5,212.5500030517578,12366126,2023-10-30
2023-11-06,234.35000610351562,234.35000610351562,237.1999969482422,204.52499389648438,206.9499969482422,17471522,2023-11-06
2023-11-13,240.75,240.75,247.4499969482422,225.5,235.5,6672228,2023-11-13
2023-11-20,239.4250030517578,239.4250030517578,245.85000610351562,233.25,241.89999389648438,5566472,2023-11-20
2023-11-27,243.625,243.625,250.35000610351562,236.75,239.4250030517578,4172804,2023-11-27
2023-12-04,233.8000030517578,233.8000030517578,255.875,231.0,245.5500030517578,8259946,2023-12-04
2023-12-11,229.375,229.375,240.02499389648438,216.5,234.72500610351562,5628830,2023-12-11
2023-12-18,222.02499389648438,222.02499389648438,238.5,213.0,229.9499969482422,2705268,2023-12-18
2023-12-25,218.0500030517578,218.0500030517578,227.625,215.125,222.02499389648438,2203816,2023-12-25
2024-01-01,229.1750030517578,229.1750030517578,233.39999389648438,211.47500610351562,218.47500610351562,2364812,2024-01-01
2024-01-08,239.47500610351562,239.47500610351562,254.5,227.9250030517578,229.27499389648438,4028862,2024-01-08
2024-01-15,260.8500061035156,260.8500061035156,263.0,239.47500610351562,239.47500610351562,2821726,2024-01-15
2024-01-22,283.70001220703125,283.70001220703125,289.25,260.8500061035156,260.8500061035156,3048788,2024-01-22
2024-01-29,305.4750061035156,305.4750061035156,312.5,279.0,284.8999938964844,3415634,2024-01-29
2024-02-05,324.92498779296875,324.92498779296875,336.0,294.6000061035156,304.3500061035156,4024758,2024-02-05
2024-02-12,331.32501220703125,331.32501220703125,344.9750061035156,312.5,329.67498779296875,1627850,2024-02-12
2024-02-19,309.45001220703125,309.45001220703125,335.4750061035156,301.875,335.4750061035156,933860,2024-02-19
2024-02-26,312.4750061035156,312.4750061035156,320.4750061035156,296.5,311.92498779296875,298578,2024-02-26
2024-03-04,298.0249938964844,298.0249938964844,320.5,290.45001220703125,320.5,251796,2024-03-04
2024-03-11,267.8500061035156,267.8500061035156,307.2250061035156,245.0,291.07501220703125,511014,2024-03-11
2024-03-18,272.57501220703125,272.57501220703125,283.3500061035156,255.3249969482422,265.0,287960,2024-03-18
2024-03-25,264.82501220703125,264.82501220703125,277.1000061035156,260.5,272.57501220703125,207554,2024-03-25
2024-04-01,308.79998779296875,308.79998779296875,312.5,267.5,267.5,415418,2024-04-01
2024-04-08,298.5,298.5,324.9750061035156,296.04998779296875,324.9750061035156,322388,2024-04-08
2024-04-15,298.8999938964844,298.8999938964844,310.0,282.7749938964844,287.5249938964844,322792,2024-04-15
2024-04-22,295.17498779296875,295.17498779296875,317.0,294.0,305.9750061035156,315138,2024-04-22
2024-04-29,285.07501220703125,285.07501220703125,299.70001220703125,282.75,295.17498779296875,158290,2024-04-29
2024-05-06,262.29998779296875,262.29998779296875,284.5,257.5,284.0,183694,2024-05-06
2024-05-13,282.67498779296875,282.67498779296875,287.07501220703125,259.0249938964844,265.5,261982,2024-05-13
2024-05-20,290.7749938964844,290.7749938964844,302.0,280.29998779296875,280.29998779296875,476864,2024-05-20
2024-05-27,258.0,258.0,285.5,255.5,283.5,478474,2024-05-27
2024-06-03,261.42498779296875,261.42498779296875,277.0,226.64999389648438,270.0,765702,2024-06-03
2024-06-10,263.7749938964844,263.7749938964844,281.1499938964844,261.5249938964844,265.95001220703125,436918,2024-06-10
2024-06-17,260.9750061035156,260.9750061035156,270.3500061035156,257.25,263.7749938964844,187480,2024-06-17
2024-06-24,260.6499938964844,260.6499938964844,272.5,259.0,260.375,465178,2024-06-24
2024-07-01,261.45001220703125,261.45001220703125,266.1000061035156,254.8000030517578,261.9750061035156,257412,2024-07-01
2024-07-08,268.125,268.125,275.5,256.5,264.5,465234,2024-07-08
2024-07-15,260.0,260.0,299.5,258.125,272.3999938964844,2443952,2024-07-15
2024-07-22,306.9750061035156,306.9750061035156,312.0,257.5,257.5,2946358,2024-07-22
2024-07-29,359.2250061035156,359.2250061035156,369.0,315.0,329.92498779296875,3570598,2024-07-29
2024-08-05,348.42498779296875,348.42498779296875,355.9750061035156,327.6000061035156,349.0249938964844,1773518,2024-08-05
2024-08-12,358.375,358.375,362.0,332.0,346.5,1183742,2024-08-12
2024-08-19,414.32501220703125,414.32501220703125,416.0,364.0249938964844,365.0,3439472,2024-08-19
2024-08-26,394.1000061035156,394.1000061035156,419.20001220703125,385.57501220703125,416.5,1182270,2024-08-26
2024-09-02,438.4750061035156,438.4750061035156,442.5,387.54998779296875,398.6000061035156,3779168,2024-09-02
2024-09-09,440.25,440.25,499.0,428.0,442.5,4220445,2024-09-09
2024-09-16,436.70001220703125,436.70001220703125,453.04998779296875,410.3500061035156,445.8999938964844,2033847,2024-09-16
2024-09-23,407.6000061035156,407.6000061035156,448.75,404.29998779296875,445.20001220703125,936636,2024-09-23
2024-09-30,378.70001220703125,378.70001220703125,413.8999938964844,368.29998779296875,400.0,803390,2024-09-30
2024-10-07,412.29998779296875,412.29998779296875,433.0,338.8999938964844,380.70001220703125,1482107,2024-10-07
2024-10-14,435.5,435.5,460.0,401.04998779296875,413.79998779296875,1704342,2024-10-14
