Date,Adj Close_APOLLOPIPE.NS,Close_APOLLOPIPE.NS,High_APOLLOPIPE.NS,Low_APOLLOPIPE.NS,Open_APOLLOPIPE.NS,Volume_APOLLOPIPE.NS,Date
2020-07-13,102.70348358154297,103.1500015258789,108.16666412353516,102.19999694824219,106.68333435058594,282195,2020-07-13
2020-07-20,104.03105163574219,104.48332977294922,106.81666564941406,102.81666564941406,104.11666870117188,182997,2020-07-20
2020-07-27,111.34923553466797,111.83333587646484,119.93333435058594,104.33333587646484,105.30000305175781,1807299,2020-07-27
2020-08-03,116.49353790283203,117.0,119.83333587646484,108.16666412353516,112.66666412353516,520068,2020-08-03
2020-08-10,136.50653076171875,137.10000610351562,156.21665954589844,116.33333587646484,117.0,1332108,2020-08-10
2020-08-17,143.59237670898438,144.21665954589844,147.85000610351562,135.0,139.64999389648438,362211,2020-08-17
2020-08-24,135.75978088378906,136.35000610351562,146.0,130.43333435058594,146.0,555384,2020-08-24
2020-08-31,128.59092712402344,129.14999389648438,138.6666717529297,125.41666412353516,135.3333282470703,296109,2020-08-31
2020-09-07,124.06063079833984,124.5999984741211,132.3333282470703,123.33333587646484,132.3000030517578,247218,2020-09-07
2020-09-14,128.50796508789062,129.06666564941406,133.8333282470703,125.38333129882812,125.38333129882812,250692,2020-09-14
2020-09-21,127.96033477783203,128.51666259765625,139.75,124.06666564941406,131.6666717529297,528843,2020-09-21
2020-09-28,131.3456268310547,131.9166717529297,136.18333435058594,128.31666564941406,131.0,220581,2020-09-28
2020-10-05,132.25831604003906,132.8333282470703,142.31666564941406,129.85000610351562,135.6666717529297,425055,2020-10-05
2020-10-12,132.05918884277344,132.63333129882812,134.3333282470703,125.55000305175781,134.0,415404,2020-10-12
2020-10-19,136.70567321777344,137.3000030517578,140.0,131.64999389648438,135.3333282470703,342507,2020-10-19
2020-10-26,152.08877563476562,152.75,158.3333282470703,137.35000610351562,138.8333282470703,1086975,2020-10-26
2020-11-02,194.43800354003906,195.28334045410156,201.6666717529297,152.11666870117188,158.0,3145173,2020-11-02
2020-11-09,224.04261779785156,225.01666259765625,226.63333129882812,191.75,199.96665954589844,2337024,2020-11-09
2020-11-16,217.80307006835938,218.75,231.0,204.5500030517578,217.75,457770,2020-11-16
2020-11-23,217.9026641845703,218.85000610351562,221.6666717529297,212.26666259765625,221.6666717529297,430761,2020-11-23
2020-11-30,227.47767639160156,228.46665954589844,233.9166717529297,218.3333282470703,218.85000610351562,770271,2020-11-30
2020-12-07,215.9279022216797,216.86666870117188,233.6666717529297,216.6666717529297,233.6666717529297,266319,2020-12-07
2020-12-14,223.6111602783203,224.5833282470703,226.6666717529297,214.0,221.23333740234375,297426,2020-12-14
2020-12-21,220.47479248046875,221.43333435058594,225.06666564941406,203.3333282470703,224.8000030517578,303924,2020-12-21
2020-12-28,237.94883728027344,238.98333740234375,242.3333282470703,220.0500030517578,223.31666564941406,1007625,2020-12-28
2021-01-04,235.04478454589844,236.06666564941406,246.6666717529297,230.6666717529297,246.3333282470703,556332,2021-01-04
2021-01-11,244.12197875976562,245.18333435058594,256.6333312988281,228.6666717529297,234.10000610351562,1303284,2021-01-11
2021-01-18,231.5931396484375,232.60000610351562,254.63333129882812,228.3333282470703,250.36666870117188,1216632,2021-01-18
2021-01-25,235.4762420654297,236.5,238.5833282470703,216.8333282470703,233.3333282470703,488976,2021-01-25
2021-02-01,234.06570434570312,235.0833282470703,241.6666717529297,228.01666259765625,239.3333282470703,345171,2021-02-01
2021-02-08,229.93368530273438,230.93333435058594,238.1999969482422,229.01666259765625,238.1999969482422,748728,2021-02-08
2021-02-15,228.07508850097656,229.06666564941406,234.3333282470703,224.60000610351562,233.21665954589844,305316,2021-02-15
2021-02-22,233.58448791503906,234.60000610351562,242.6666717529297,223.3333282470703,229.06666564941406,468429,2021-02-22
2021-03-01,242.56210327148438,243.61666870117188,250.6666717529297,235.6666717529297,239.9499969482422,506778,2021-03-01
2021-03-08,293.8060302734375,295.0833435058594,295.3500061035156,235.4499969482422,246.0,2106735,2021-03-08
2021-03-15,282.1400451660156,283.3666687011719,323.98333740234375,266.70001220703125,303.3333435058594,3046707,2021-03-15
2021-03-22,301.8708801269531,303.1833190917969,312.6666564941406,270.6333312988281,283.3666687011719,1131435,2021-03-22
2021-03-29,338.3788757324219,339.8500061035156,345.3166809082031,302.0666809082031,303.1833190917969,1361190,2021-03-29
2021-04-05,346.941650390625,348.45001220703125,354.6333312988281,325.0333251953125,346.0,2324931,2021-04-05
2021-04-12,333.9813232421875,335.4333190917969,351.0,324.3666687011719,351.0,742794,2021-04-12
2021-04-19,333.6494140625,335.1000061035156,402.45001220703125,318.3333435058594,330.0,926586,2021-04-19
2021-04-26,387.00079345703125,388.6833190917969,395.0,340.0,340.0,1337016,2021-04-26
2021-05-03,348.63427734375,350.1499938964844,403.1000061035156,346.6666564941406,386.6666564941406,1184850,2021-05-03
2021-05-10,348.20281982421875,349.7166748046875,362.6666564941406,338.29998779296875,354.3166809082031,545730,2021-05-10
2021-05-17,370.07440185546875,371.6833190917969,383.29998779296875,343.3333435058594,353.0,454167,2021-05-17
2021-05-24,354.9568176269531,356.5,376.0,354.5833435058594,366.6666564941406,437610,2021-05-24
2021-05-31,344.651611328125,346.1499938964844,364.0,344.6499938964844,356.5,336726,2021-05-31
2021-06-07,346.4272155761719,347.9333190917969,363.3333435058594,345.3500061035156,351.3333435058594,390057,2021-06-07
2021-06-14,332.5873718261719,334.0333251953125,354.6499938964844,325.0,347.9333190917969,575046,2021-06-14
2021-06-21,335.8398742675781,337.29998779296875,341.3999938964844,312.3500061035156,326.70001220703125,1003722,2021-06-21
2021-06-28,341.5152282714844,343.0,358.3333435058594,336.6666564941406,340.3333435058594,579078,2021-06-28
2021-07-05,344.8673400878906,346.3666687011719,360.0,343.6666564941406,349.0,418959,2021-07-05
2021-07-12,331.6083068847656,333.04998779296875,355.6666564941406,327.3166809082031,355.6666564941406,747924,2021-07-12
2021-07-19,385.1919860839844,386.8666687011719,387.9333190917969,320.4166564941406,334.70001220703125,2781087,2021-07-19
2021-07-26,395.8457336425781,397.5666809082031,407.0,380.70001220703125,390.0,2875320,2021-07-26
2021-08-02,439.7215881347656,441.6333312988281,470.0,405.1000061035156,406.0,2600550,2021-08-02
2021-08-09,438.0953369140625,440.0,473.0,425.4333190917969,443.23333740234375,1636074,2021-08-09
2021-08-16,442.7418212890625,444.6666564941406,463.3333435058594,428.9333190917969,440.6666564941406,812043,2021-08-16
2021-08-23,492.1436767578125,494.2833251953125,507.0,424.1166687011719,453.3333435058594,2421897,2021-08-23
2021-08-30,505.6018371582031,507.79998779296875,520.3333129882812,480.0,508.3333435058594,1088997,2021-08-30
2021-09-06,532.7836303710938,535.0999755859375,538.6666870117188,499.3333435058594,521.6666870117188,834567,2021-09-06
2021-09-13,510.24835205078125,512.4666748046875,539.933349609375,497.3333435058594,539.933349609375,784131,2021-09-13
2021-09-20,548.7808227539062,551.1666870117188,569.9833374023438,500.7833251953125,500.7833251953125,1571331,2021-09-20
2021-09-27,590.0015258789062,592.566650390625,594.9666748046875,544.6500244140625,558.2833251953125,1094109,2021-09-27
2021-10-04,630.9403076171875,633.683349609375,647.9833374023438,585.6666870117188,599.3333129882812,906720,2021-10-04
2021-10-11,646.8710327148438,649.683349609375,661.6666870117188,630.8666381835938,653.183349609375,924585,2021-10-11
2021-10-18,617.183349609375,619.8666381835938,666.6666870117188,606.5999755859375,666.0,1142043,2021-10-18
2021-10-25,574.8507690429688,577.3499755859375,631.6666870117188,547.7999877929688,631.6666870117188,1222455,2021-10-25
2021-11-01,587.1307373046875,589.683349609375,596.3333129882812,561.683349609375,583.3333129882812,269931,2021-11-01
2021-11-08,591.1134033203125,593.683349609375,608.3333129882812,570.3333129882812,593.816650390625,310830,2021-11-08
2021-11-15,573.8385009765625,576.3333129882812,601.6666870117188,573.3333129882812,596.6666870117188,375573,2021-11-15
