Date,Adj Close_PETRONET.NS,Close_PETRONET.NS,High_PETRONET.NS,Low_PETRONET.NS,Open_PETRONET.NS,Volume_PETRONET.NS,Date
2021-02-15,222.7200164794922,252.25,256.25,239.10000610351562,244.5,42751987,2021-02-15
2021-02-22,225.28054809570312,255.14999389648438,260.95001220703125,250.0,258.0,34036026,2021-02-22
2021-03-01,222.58761596679688,252.10000610351562,260.5,250.4499969482422,259.1000061035156,18810578,2021-03-01
2021-03-08,213.71414184570312,242.0500030517578,256.8999938964844,240.25,253.39999389648438,12701541,2021-03-08
2021-03-15,197.86544799804688,224.10000610351562,243.89999389648438,221.25,243.89999389648438,26949410,2021-03-15
2021-03-22,197.82131958007812,224.0500030517578,236.0,220.0,226.60000610351562,18661578,2021-03-22
2021-03-29,201.08815002441406,227.75,230.89999389648438,224.0,224.0500030517578,8838771,2021-03-29
2021-04-05,201.4413299560547,228.14999389648438,232.5,222.64999389648438,228.5,12696273,2021-04-05
2021-04-12,194.73104858398438,220.5500030517578,227.60000610351562,218.14999389648438,223.14999389648438,18680347,2021-04-12
2021-04-19,207.66600036621094,235.1999969482422,235.75,214.5,218.0,20444532,2021-04-19
2021-04-26,211.8599395751953,239.9499969482422,243.64999389648438,233.3000030517578,236.0,15890007,2021-04-26
2021-05-03,214.46458435058594,242.89999389648438,245.89999389648438,235.14999389648438,236.0,11054302,2021-05-03
2021-05-10,214.02313232421875,242.39999389648438,249.6999969482422,240.5,243.0,10491367,2021-05-10
2021-05-17,208.85797119140625,236.5500030517578,245.25,235.60000610351562,243.10000610351562,11918316,2021-05-17
2021-05-24,212.61045837402344,240.8000030517578,243.6999969482422,234.0,238.39999389648438,28393549,2021-05-24
2021-05-31,216.2746124267578,244.9499969482422,248.0,238.39999389648438,241.0500030517578,23599176,2021-05-31
2021-06-07,204.61988830566406,231.75,252.1999969482422,226.75,246.0,61485314,2021-06-07
2021-06-14,199.41058349609375,225.85000610351562,235.14999389648438,224.64999389648438,233.75,22483955,2021-06-14
2021-06-21,201.52963256835938,228.25,232.35000610351562,223.10000610351562,225.0,17733748,2021-06-21
2021-06-28,197.2473907470703,223.39999389648438,229.25,223.0500030517578,229.0,13323367,2021-06-28
2021-07-05,200.89105224609375,224.0,226.4499969482422,223.5,224.85000610351562,13267076,2021-07-05
2021-07-12,198.7834930419922,221.64999389648438,225.85000610351562,220.10000610351562,225.0,12377160,2021-07-12
2021-07-19,196.9898223876953,219.64999389648438,225.35000610351562,218.5,221.5500030517578,9393905,2021-07-19
2021-07-26,195.73426818847656,218.25,220.6999969482422,214.5,219.39999389648438,12853103,2021-07-26
2021-08-02,193.80604553222656,216.10000610351562,223.1999969482422,212.75,220.85000610351562,16601132,2021-08-02
2021-08-09,193.53701782226562,215.8000030517578,216.89999389648438,211.39999389648438,216.10000610351562,18027762,2021-08-09
2021-08-16,203.4918670654297,226.89999389648438,227.64999389648438,213.5,217.64999389648438,37563027,2021-08-16
2021-08-23,204.3438720703125,227.85000610351562,231.0,223.0,228.0,23234165,2021-08-23
2021-08-30,206.09271240234375,229.8000030517578,231.0,226.35000610351562,229.3000030517578,14891482,2021-08-30
2021-09-06,207.70700073242188,231.60000610351562,235.75,227.6999969482422,231.85000610351562,10241088,2021-09-06
2021-09-13,208.2451171875,232.1999969482422,233.85000610351562,228.9499969482422,231.60000610351562,11900790,2021-09-13
2021-09-20,211.11495971679688,235.39999389648438,238.0,226.8000030517578,229.5,13469632,2021-09-20
2021-09-27,211.29434204101562,235.60000610351562,242.89999389648438,233.8000030517578,236.0,30495318,2021-09-27
2021-10-04,204.29904174804688,227.8000030517578,236.4499969482422,227.5,235.5,23284942,2021-10-04
2021-10-11,206.72048950195312,230.5,238.5,228.39999389648438,228.89999389648438,15672585,2021-10-11
2021-10-18,206.04786682128906,229.75,243.5500030517578,227.8000030517578,243.1999969482422,20437926,2021-10-18
2021-10-25,205.86846923828125,229.5500030517578,234.60000610351562,227.0,229.6999969482422,12673996,2021-10-25
2021-11-01,207.84152221679688,231.75,232.85000610351562,227.0500030517578,229.89999389648438,6363698,2021-11-01
2021-11-08,212.46022033691406,236.89999389648438,239.35000610351562,229.60000610351562,231.75,12249204,2021-11-08
2021-11-15,202.10177612304688,225.35000610351562,239.3000030517578,224.6999969482422,238.4499969482422,12198441,2021-11-15
2021-11-22,198.1557159423828,220.9499969482422,227.4499969482422,219.1999969482422,225.1999969482422,13357134,2021-11-22
2021-11-29,199.59063720703125,222.5500030517578,225.6999969482422,215.1999969482422,221.0,11582257,2021-11-29
2021-12-06,205.01649475097656,228.60000610351562,229.4499969482422,221.0,222.3000030517578,7056895,2021-12-06
2021-12-13,193.44732666015625,215.6999969482422,230.3000030517578,214.75,229.8000030517578,8966132,2021-12-13
2021-12-20,193.76123046875,216.0500030517578,220.0,209.64999389648438,213.6999969482422,6003773,2021-12-20
2021-12-27,194.07508850097656,216.39999389648438,220.3000030517578,213.5500030517578,215.1999969482422,3859680,2021-12-27
2022-01-03,199.366455078125,222.3000030517578,223.0,216.4499969482422,216.4499969482422,7182058,2022-01-03
2022-01-10,202.81924438476562,226.14999389648438,227.89999389648438,222.5,223.0,9688936,2022-01-10
2022-01-17,190.891357421875,212.85000610351562,226.75,211.5500030517578,226.14999389648438,7574627,2022-01-17
2022-01-24,192.4159698486328,214.5500030517578,218.1999969482422,206.5,213.6999969482422,17447472,2022-01-24
2022-01-31,190.8016815185547,212.75,217.4499969482422,212.10000610351562,215.4499969482422,11229816,2022-01-31
2022-02-07,200.48748779296875,223.5500030517578,224.3000030517578,211.1999969482422,213.89999389648438,22625680,2022-02-07
2022-02-14,191.1155548095703,213.10000610351562,224.89999389648438,212.10000610351562,220.39999389648438,10877074,2022-02-14
2022-02-21,183.44761657714844,204.5500030517578,212.35000610351562,190.25,211.3000030517578,11025399,2022-02-21
2022-02-28,192.4159698486328,214.5500030517578,218.5,202.14999389648438,203.10000610351562,14184030,2022-02-28
2022-03-07,187.9766387939453,209.60000610351562,222.5500030517578,206.0500030517578,220.0,17698602,2022-03-07
2022-03-14,185.15158081054688,206.4499969482422,209.5,200.0,207.6999969482422,15186028,2022-03-14
2022-03-21,175.37608337402344,195.5500030517578,203.5,192.75,203.0,19557705,2022-03-21
2022-03-28,178.02175903320312,198.5,198.89999389648438,191.3000030517578,195.5500030517578,11172461,2022-03-28
2022-04-04,180.30868530273438,201.0500030517578,202.85000610351562,197.1999969482422,198.5,9892793,2022-04-04
2022-04-11,183.17855834960938,204.25,204.85000610351562,199.6999969482422,202.0,6764844,2022-04-11
2022-04-18,185.3309783935547,206.64999389648438,211.1999969482422,201.0,202.0,16317581,2022-04-18
2022-04-25,182.8646697998047,203.89999389648438,209.10000610351562,200.10000610351562,205.0,15733967,2022-04-25
2022-05-02,193.40249633789062,215.64999389648438,219.0,201.89999389648438,203.0,13807732,2022-05-02
2022-05-09,184.4789581298828,205.6999969482422,220.8000030517578,203.14999389648438,214.0,15824755,2022-05-09
2022-05-16,204.4335479736328,227.9499969482422,228.60000610351562,205.89999389648438,207.14999389648438,14457784,2022-05-16
2022-05-23,193.76123046875,216.0500030517578,231.0,215.0,228.5,10341629,2022-05-23
2022-05-30,203.13316345214844,226.5,232.0,217.0500030517578,217.9499969482422,13438284,2022-05-30
2022-06-06,198.3799285888672,221.1999969482422,232.0,217.5,227.0,8196336,2022-06-06
2022-06-13,182.28172302246094,203.25,220.89999389648438,200.8000030517578,218.0500030517578,14272042,2022-06-13
2022-06-20,185.19644165039062,206.5,210.60000610351562,195.39999389648438,203.4499969482422,7247955,2022-06-20
2022-06-27,198.6041259765625,221.4499969482422,222.39999389648438,205.0500030517578,207.10000610351562,9750905,2022-06-27
2022-07-04,202.10177612304688,225.35000610351562,230.0,214.64999389648438,216.6999969482422,8475138,2022-07-04
2022-07-11,209.0401153564453,228.35000610351562,228.9499969482422,213.5500030517578,224.0,11589980,2022-07-11
2022-07-18,208.62814331054688,227.89999389648438,230.0,223.14999389648438,230.0,7482834,2022-07-18
2022-07-25,201.35043334960938,219.9499969482422,228.3000030517578,218.6999969482422,227.5,6473253,2022-07-25
2022-08-01,197.59715270996094,215.85000610351562,227.89999389648438,212.10000610351562,221.75,10409434,2022-08-01
2022-08-08,195.90359497070312,214.0,216.6999969482422,208.25,216.6999969482422,6573426,2022-08-08
2022-08-15,194.9423828125,212.9499969482422,218.5,212.0,214.0,5671126,2022-08-15
2022-08-22,200.6180877685547,219.14999389648438,221.10000610351562,210.5,212.0,7688354,2022-08-22
2022-08-29,198.19216918945312,216.5,223.5,213.60000610351562,215.5500030517578,6947404,2022-08-29
2022-09-05,199.4280242919922,217.85000610351562,220.5500030517578,213.6999969482422,216.60000610351562,4802812,2022-09-05
2022-09-12,192.28761291503906,210.0500030517578,219.9499969482422,209.10000610351562,218.0,7091226,2022-09-12
2022-09-19,188.1223602294922,205.5,212.3000030517578,205.0,210.10000610351562,5827364,2022-09-19
2022-09-26,182.99591064453125,199.89999389648438,205.35000610351562,197.0500030517578,204.0500030517578,7602014,2022-09-26
2022-10-03,188.35122680664062,205.75,207.75,198.0,200.89999389648438,8412232,2022-10-03
2022-10-10,184.00289916992188,201.0,204.6999969482422,195.6999969482422,201.64999389648438,6667794,2022-10-10
2022-10-17,185.3760528564453,202.5,205.0,199.3000030517578,200.75,5057931,2022-10-17
2022-10-24,191.2806396484375,208.9499969482422,210.5500030517578,199.5500030517578,204.14999389648438,11324793,2022-10-24
2022-10-31,192.8826446533203,210.6999969482422,212.0,203.8000030517578,208.9499969482422,8118113,2022-10-31
2022-11-07,194.25579833984375,212.1999969482422,218.8000030517578,207.0,210.6999969482422,10094421,2022-11-07
2022-11-14,194.3015594482422,212.25,215.75,211.0,212.60000610351562,5397163,2022-11-14
2022-11-21,191.32640075683594,209.0,209.6999969482422,205.0500030517578,206.5500030517578,5153703,2022-11-21
2022-11-28,194.07272338867188,212.0,214.35000610351562,210.0,210.0,10522592,2022-11-28
2022-12-05,195.6747283935547,213.75,220.0,211.5500030517578,213.3000030517578,12698413,2022-12-05
2022-12-12,193.2488250732422,211.10000610351562,217.85000610351562,210.5500030517578,214.5,8017160,2022-12-12
2022-12-19,190.36517333984375,207.9499969482422,214.4499969482422,207.3000030517578,211.4499969482422,6578937,2022-12-19
2022-12-26,197.23095703125,215.4499969482422,218.64999389648438,206.14999389648438,207.0,9207707,2022-12-26
2023-01-02,199.47378540039062,217.89999389648438,221.75,212.75,214.9499969482422,11139813,2023-01-02
2023-01-09,202.35740661621094,221.0500030517578,223.5,216.85000610351562,219.75,6913806,2023-01-09
2023-01-16,204.0967559814453,222.9499969482422,225.0,217.5500030517578,222.0,6492285,2023-01-16
2023-01-23,206.4768829345703,225.5500030517578,230.9499969482422,219.75,223.9499969482422,9987996,2023-01-23
2023-01-30,191.37216186523438,209.0500030517578,226.9499969482422,207.0,226.9499969482422,9577989,2023-01-30
2023-02-06,203.501708984375,222.3000030517578,226.1999969482422,207.39999389648438,209.0500030517578,13057296,2023-02-06
2023-02-13,200.11459350585938,218.60000610351562,224.25,217.10000610351562,222.3000030517578,7545583,2023-02-13
2023-02-20,202.9524383544922,221.6999969482422,222.0,211.64999389648438,219.0,8226700,2023-02-20
2023-02-27,204.0967559814453,222.9499969482422,224.60000610351562,219.14999389648438,221.89999389648438,12622161,2023-02-27
2023-03-06,212.28990173339844,231.89999389648438,235.0500030517578,221.4499969482422,223.0,14405875,2023-03-06
2023-03-13,212.88494873046875,232.5500030517578,239.8000030517578,225.0500030517578,231.89999389648438,21801090,2023-03-13
2023-03-20,204.96641540527344,223.89999389648438,236.39999389648438,222.5,230.39999389648438,11706772,2023-03-20
2023-03-27,209.49783325195312,228.85000610351562,230.6999969482422,220.0500030517578,224.0,8313987,2023-03-27
2023-04-03,215.86012268066406,235.8000030517578,236.9499969482422,229.10000610351562,229.9499969482422,9419230,2023-04-03
2023-04-10,208.35354614257812,227.60000610351562,237.0,227.0500030517578,237.0,15058676,2023-04-10
2023-04-17,213.9376983642578,233.6999969482422,235.5,226.5,227.5,8441063,2023-04-17
2023-04-24,216.86709594726562,236.89999389648438,238.8000030517578,232.89999389648438,235.25,11437489,2023-04-24
2023-05-01,207.07191467285156,226.1999969482422,242.39999389648438,224.1999969482422,236.89999389648438,18459214,2023-05-01
2023-05-08,209.864013671875,229.25,233.0,221.60000610351562,226.0,12103937,2023-05-08
2023-05-15,205.46990966796875,224.4499969482422,232.3000030517578,224.0,229.25,5512726,2023-05-15
2023-05-22,205.8818359375,224.89999389648438,226.9499969482422,223.6999969482422,224.10000610351562,5705855,2023-05-22
2023-05-29,203.86788940429688,222.6999969482422,228.6999969482422,222.14999389648438,225.5,10415489,2023-05-29
2023-06-05,203.95945739746094,222.8000030517578,225.60000610351562,221.0500030517578,223.0,8371619,2023-06-05
2023-06-12,206.98037719726562,226.10000610351562,231.0,221.8000030517578,223.5,12001343,2023-06-12
2023-06-19,200.2976837158203,218.8000030517578,227.35000610351562,218.5,227.35000610351562,6710798,2023-06-19
2023-06-26,203.86788940429688,222.6999969482422,223.0500030517578,216.64999389648438,218.8000030517578,4791280,2023-06-26
2023-07-03,210.36749267578125,229.8000030517578,231.4499969482422,222.5500030517578,223.5,6537480,2023-07-03
2023-07-10,210.1386260986328,229.5500030517578,233.1999969482422,223.89999389648438,230.4499969482422,8133869,2023-07-10
2023-07-17,204.64602661132812,223.5500030517578,230.75,222.85000610351562,230.75,5838149,2023-07-17
2023-07-24,209.81822204589844,229.1999969482422,230.10000610351562,222.60000610351562,224.60000610351562,17140476,2023-07-24
2023-07-31,205.14950561523438,224.10000610351562,237.0,223.75,230.0,14121758,2023-07-31
2023-08-07,206.4311065673828,225.5,233.75,224.14999389648438,224.25,13678924,2023-08-07
2023-08-14,200.70962524414062,219.25,225.5,218.5500030517578,225.5,6151086,2023-08-14
2023-08-21,203.205322265625,219.0,222.75,218.5,219.1999969482422,3729178,2023-08-21
2023-08-28,203.71563720703125,219.5500030517578,220.60000610351562,214.6999969482422,219.0500030517578,10745128,2023-08-28
2023-09-04,232.1551055908203,250.1999969482422,253.9499969482422,218.0500030517578,220.10000610351562,42646287,2023-09-04
2023-09-11,223.61862182617188,241.0,254.39999389648438,233.10000610351562,251.9499969482422,15618001,2023-09-11
2023-09-18,222.92269897460938,240.25,242.85000610351562,233.64999389648438,241.0,10706935,2023-09-18
2023-09-25,222.6443634033203,239.9499969482422,242.35000610351562,234.1999969482422,240.25,7778060,2023-09-25
2023-10-02,213.7831268310547,230.39999389648438,241.75,229.10000610351562,239.9499969482422,8088368,2023-10-02
2023-10-09,214.38624572753906,231.0500030517578,234.1999969482422,222.1999969482422,229.9499969482422,15460623,2023-10-09
2023-10-16,209.74685668945312,226.0500030517578,235.1999969482422,224.75,231.0500030517578,8924060,2023-10-16
2023-10-23,204.3651580810547,220.25,226.8000030517578,216.5,226.10000610351562,6309464,2023-10-23
2023-10-30,181.91053771972656,196.0500030517578,223.5500030517578,193.35000610351562,220.3000030517578,62149894,2023-10-30
2023-11-06,180.6578826904297,194.6999969482422,203.85000610351562,191.6999969482422,197.5,45292636,2023-11-06
2023-11-13,188.50660705566406,196.0500030517578,199.5,195.1999969482422,196.0,18159916,2023-11-13
2023-11-20,187.78546142578125,195.3000030517578,197.9499969482422,194.39999389648438,196.0,20377060,2023-11-20
2023-11-27,194.17958068847656,201.9499969482422,205.0,195.3000030517578,195.3000030517578,44955916,2023-11-27
2023-12-04,201.9198455810547,210.0,215.0,203.3000030517578,204.9499969482422,41299466,2023-12-04
2023-12-11,205.8140106201172,214.0500030517578,216.1999969482422,207.64999389648438,211.14999389648438,25202435,2023-12-11
2023-12-18,205.95823669433594,214.1999969482422,218.4499969482422,206.39999389648438,215.5,24170500,2023-12-18
2023-12-25,214.08309936523438,222.64999389648438,225.39999389648438,214.1999969482422,214.1999969482422,20707728,2023-12-25
2024-01-01,219.85223388671875,228.64999389648438,233.9499969482422,222.5,223.0,20604345,2024-01-01
2024-01-08,220.71763610839844,229.5500030517578,236.0,225.0500030517578,228.6999969482422,23322613,2024-01-08
2024-01-15,234.27508544921875,243.64999389648438,245.0,228.0500030517578,230.0,28165154,2024-01-15
2024-01-22,246.72682189941406,256.6000061035156,266.29998779296875,243.64999389648438,243.64999389648438,48950862,2024-01-22
2024-01-29,259.0823974609375,269.45001220703125,284.54998779296875,257.6000061035156,259.0,76224799,2024-01-29
2024-02-05,259.75543212890625,270.1499938964844,296.45001220703125,264.75,271.79998779296875,69429728,2024-02-05
2024-02-12,267.2553405761719,277.95001220703125,284.0,255.60000610351562,272.3999938964844,35464148,2024-02-12
2024-02-19,273.7456359863281,284.70001220703125,287.70001220703125,276.1000061035156,279.04998779296875,24723313,2024-02-19
2024-02-26,271.82257080078125,282.70001220703125,289.0,270.6499938964844,284.6499938964844,29471570,2024-02-26
2024-03-04,270.8129577636719,281.6499938964844,294.0,280.29998779296875,282.0,21369205,2024-03-04
2024-03-11,254.1786346435547,264.3500061035156,283.29998779296875,258.04998779296875,281.29998779296875,24469297,2024-03-11
2024-03-18,249.37100219726562,259.3500061035156,266.29998779296875,256.29998779296875,264.79998779296875,17942724,2024-03-18
2024-03-25,253.07286071777344,263.20001220703125,269.8999938964844,257.75,259.3500061035156,15978545,2024-03-25
2024-04-01,266.96685791015625,277.6499938964844,287.6499938964844,262.20001220703125,263.54998779296875,28770506,2024-04-01
2024-04-08,293.6972351074219,305.45001220703125,315.20001220703125,277.20001220703125,278.0,61597908,2024-04-08
2024-04-15,288.6011047363281,300.1499938964844,318.75,294.3500061035156,300.29998779296875,43529031,2024-04-15
2024-04-22,296.7740783691406,308.6499938964844,312.0,291.20001220703125,303.04998779296875,38241125,2024-04-22
2024-04-29,301.7259521484375,313.79998779296875,323.1499938964844,303.6499938964844,312.0,40820595,2024-04-29
2024-05-06,288.120361328125,299.6499938964844,316.1000061035156,293.1499938964844,316.0,22964989,2024-05-06
2024-05-13,301.4374694824219,313.5,320.20001220703125,291.3999938964844,299.3999938964844,25370983,2024-05-13
2024-05-20,293.6491394042969,305.3999938964844,316.20001220703125,302.6000061035156,312.20001220703125,30899314,2024-05-20
2024-05-27,285.90887451171875,297.3500061035156,306.1000061035156,291.6000061035156,305.3999938964844,28504513,2024-05-27
2024-06-03,289.6588134765625,301.25,317.70001220703125,253.39999389648438,309.29998779296875,36791985,2024-06-03
2024-06-10,311.4373474121094,323.8999938964844,327.8500061035156,301.1499938964844,302.0,30424772,2024-06-10
2024-06-17,307.927734375,320.25,324.6000061035156,307.6499938964844,323.8999938964844,19952029,2024-06-17
2024-06-24,317.54296875,330.25,334.04998779296875,314.0,320.04998779296875,32003586,2024-06-24
2024-07-01,324.4178771972656,337.3999938964844,341.0,330.25,333.0,18454292,2024-07-01
2024-07-08,326.0043640136719,339.04998779296875,343.0,321.20001220703125,337.04998779296875,19977100,2024-07-08
2024-07-15,332.62701416015625,342.8999938964844,355.75,338.25,341.45001220703125,18606630,2024-07-15
2024-07-22,361.24322509765625,372.3999938964844,377.95001220703125,329.8999938964844,342.29998779296875,47792130,2024-07-22
2024-07-29,351.5428161621094,362.3999938964844,376.45001220703125,360.25,370.95001220703125,22435071,2024-07-29
2024-08-05,355.7139892578125,366.70001220703125,370.75,350.5,354.0,20923063,2024-08-05
2024-08-12,359.78814697265625,370.8999938964844,375.6000061035156,361.8500061035156,364.3500061035156,11338898,2024-08-12
2024-08-19,359.691162109375,370.79998779296875,384.20001220703125,370.0,370.0,15726586,2024-08-19
2024-08-26,356.2959899902344,367.29998779296875,372.79998779296875,361.04998779296875,372.79998779296875,13438876,2024-08-26
2024-09-02,343.39447021484375,354.0,372.25,352.0,369.0,11326345,2024-09-02
2024-09-09,324.81817626953125,334.8500061035156,352.3999938964844,334.1000061035156,348.20001220703125,14646069,2024-09-09
2024-09-16,315.2633056640625,325.0,338.29998779296875,319.79998779296875,335.0,20467126,2024-09-16
2024-09-23,329.1833801269531,339.3500061035156,342.3999938964844,325.54998779296875,327.0,21591580,2024-09-23
2024-09-30,347.1291198730469,357.8500061035156,368.6499938964844,336.1000061035156,340.0,34003896,2024-09-30
2024-10-07,344.510009765625,355.1499938964844,361.79998779296875,343.8500061035156,361.3999938964844,12839087,2024-10-07
2024-10-14,338.9808044433594,349.45001220703125,361.3999938964844,342.8500061035156,356.0,13111828,2024-10-14
2024-10-21,327.4372863769531,337.54998779296875,356.79998779296875,333.29998779296875,348.0,13880563,2024-10-21
2024-10-28,325.8367004394531,335.8999938964844,338.75,324.3999938964844,335.1000061035156,9133439,2024-10-28
2024-11-04,319.04644775390625,328.8999938964844,349.8999938964844,326.5,337.6000061035156,14373955,2024-11-04
2024-11-11,310.72088623046875,313.8500061035156,330.45001220703125,312.75,327.0,8770828,2024-11-11
2024-11-18,320.3736877441406,323.6000061035156,324.95001220703125,308.8500061035156,313.8500061035156,8262244,2024-11-18
2024-11-25,329.7789611816406,333.1000061035156,337.25,324.1000061035156,326.1499938964844,13830798,2024-11-25
2024-12-02,332.5015563964844,335.8500061035156,345.0,334.6499938964844,340.6000061035156,12124773,2024-12-02
2024-12-09,337.1051940917969,340.5,346.79998779296875,331.6000061035156,333.6000061035156,10956848,2024-12-09
2024-12-16,333.0955810546875,336.45001220703125,343.6499938964844,327.75,340.5,15815501,2024-12-16
2024-12-23,337.2536926269531,340.6499938964844,346.3999938964844,336.3999938964844,338.0,8222362,2024-12-23
2024-12-30,326.1653747558594,329.45001220703125,349.5,317.79998779296875,340.0,33714190,2024-12-30
2025-01-06,317.1560974121094,320.3500061035156,337.29998779296875,319.29998779296875,330.8500061035156,16330792,2025-01-06
2025-01-13,321.56170654296875,324.79998779296875,332.3999938964844,313.20001220703125,318.8500061035156,8997592,2025-01-13
2025-01-20,319.482666015625,322.70001220703125,331.8500061035156,317.79998779296875,324.79998779296875,7627328,2025-01-20
2025-01-27,305.7212219238281,308.79998779296875,320.70001220703125,288.3500061035156,319.0,16318927,2025-01-27
2025-02-03,312.3049621582031,315.45001220703125,319.3999938964844,301.70001220703125,308.75,9601186,2025-02-03
2025-02-10,283.7920837402344,286.6499938964844,318.8999938964844,282.54998779296875,315.45001220703125,8864522,2025-02-10
2025-02-17,298.54351806640625,301.54998779296875,308.5,278.04998779296875,286.6499938964844,9035566,2025-02-17
2025-02-24,280.4754638671875,283.29998779296875,306.0,280.1000061035156,300.0,15446434,2025-02-24
2025-03-03,283.049560546875,285.8999938964844,292.3500061035156,269.79998779296875,281.20001220703125,10664446,2025-03-03
2025-03-10,278.19842529296875,281.0,289.8999938964844,274.04998779296875,284.0,7555284,2025-03-10
2025-03-17,298.24652099609375,301.25,305.45001220703125,279.3999938964844,281.0,10899263,2025-03-17
2025-03-24,290.67279052734375,293.6000061035156,308.3500061035156,288.5,302.0,10772753,2025-03-24
2025-03-31,281.0694885253906,283.8999938964844,300.0,281.1000061035156,293.6000061035156,5901507,2025-03-31
2025-04-07,282.05950927734375,284.8999938964844,289.20001220703125,269.6000061035156,273.3500061035156,6473665,2025-04-07
2025-04-14,300.91961669921875,303.95001220703125,305.45001220703125,284.8999938964844,284.8999938964844,7171254,2025-04-14
2025-04-21,306.31524658203125,309.3999938964844,319.0,302.25,304.25,10657694,2025-04-21
2025-04-28,308.83984375,311.95001220703125,320.25,306.5,309.0,10221385,2025-04-28
2025-05-05,304.8797302246094,307.95001220703125,318.8999938964844,298.04998779296875,315.0,12593118,2025-05-05
2025-05-12,317.4035949707031,320.6000061035156,326.5,308.8500061035156,312.0,10701541,2025-05-12
2025-05-19,316.7105712890625,319.8999938964844,324.1000061035156,310.54998779296875,321.1000061035156,11644933,2025-05-19
2025-05-26,304.2361755371094,307.29998779296875,325.0,306.0,320.0,15047471,2025-05-26
2025-06-02,302.899658203125,305.95001220703125,309.95001220703125,301.79998779296875,307.0,6592474,2025-06-02
2025-06-09,297.9990234375,301.0,313.54998779296875,290.1000061035156,308.3999938964844,11583285,2025-06-09
2025-06-16,292.454833984375,295.3999938964844,303.0,290.1000061035156,301.0,7116523,2025-06-16
2025-06-23,299.3850402832031,302.3999938964844,310.0,291.29998779296875,294.3999938964844,13782087,2025-06-23
2025-06-30,296.761474609375,299.75,305.1499938964844,294.79998779296875,304.0,15664651,2025-06-30
