Date,Adj Close_NYKAA.NS,Close_NYKAA.NS,High_NYKAA.NS,Low_NYKAA.NS,Open_NYKAA.NS,Volume_NYKAA.NS,Date
2022-10-17,189.21665954589844,189.21665954589844,201.28334045410156,188.1666717529297,201.1999969482422,18455514,2022-10-17
2022-10-24,163.9250030517578,163.9250030517578,192.0,162.5,191.8333282470703,36591786,2022-10-24
2022-10-31,184.10833740234375,184.10833740234375,205.5500030517578,163.7083282470703,163.9250030517578,163814082,2022-10-31
2022-11-07,207.85000610351562,207.85000610351562,224.4499969482422,165.64999389648438,187.7916717529297,125793637,2022-11-07
2022-11-14,192.39999389648438,192.39999389648438,216.5500030517578,171.0500030517578,209.3000030517578,162979106,2022-11-14
2022-11-21,176.0500030517578,176.0500030517578,191.89999389648438,169.0,191.89999389648438,96487934,2022-11-21
2022-11-28,178.35000610351562,178.35000610351562,180.6999969482422,170.8000030517578,177.10000610351562,49937956,2022-11-28
2022-12-05,174.60000610351562,174.60000610351562,179.6999969482422,171.75,179.0,28765797,2022-12-05
2022-12-12,168.0500030517578,168.0500030517578,175.5,166.60000610351562,174.85000610351562,30679052,2022-12-12
2022-12-19,144.85000610351562,144.85000610351562,169.1999969482422,139.39999389648438,168.89999389648438,59253410,2022-12-19
2022-12-26,154.85000610351562,154.85000610351562,161.1999969482422,140.6999969482422,143.5,41098403,2022-12-26
2023-01-02,153.25,153.25,156.89999389648438,152.14999389648438,155.89999389648438,20720297,2023-01-02
2023-01-09,147.60000610351562,147.60000610351562,156.64999389648438,146.25,154.0,42140028,2023-01-09
2023-01-16,127.19999694824219,127.19999694824219,148.3000030517578,123.3499984741211,148.3000030517578,124126347,2023-01-16
2023-01-23,125.9000015258789,125.9000015258789,138.39999389648438,120.69999694824219,128.39999389648438,152508616,2023-01-23
2023-01-30,141.75,141.75,143.8000030517578,124.30000305175781,126.0,63768617,2023-01-30
2023-02-06,154.6999969482422,154.6999969482422,156.89999389648438,134.1999969482422,141.0,60701258,2023-02-06
2023-02-13,139.39999389648438,139.39999389648438,156.39999389648438,138.0,155.0,48747297,2023-02-13
2023-02-20,142.14999389648438,142.14999389648438,149.60000610351562,140.0500030517578,141.0,69445654,2023-02-20
2023-02-27,149.75,149.75,151.0,138.14999389648438,142.0,45239181,2023-02-27
2023-03-06,142.1999969482422,142.1999969482422,151.0,138.5500030517578,147.39999389648438,32862306,2023-03-06
2023-03-13,140.75,140.75,144.75,131.6999969482422,142.64999389648438,76836951,2023-03-13
2023-03-20,137.64999389648438,137.64999389648438,142.35000610351562,134.60000610351562,138.75,18021663,2023-03-20
2023-03-27,124.25,124.25,136.39999389648438,123.0,134.75,59834222,2023-03-27
2023-04-03,131.25,131.25,138.8000030517578,121.5999984741211,124.55000305175781,62873821,2023-04-03
2023-04-10,126.1500015258789,126.1500015258789,134.35000610351562,126.0,132.39999389648438,32321026,2023-04-10
2023-04-17,120.5999984741211,120.5999984741211,126.6500015258789,120.1500015258789,126.5,37088673,2023-04-17
2023-04-24,122.5999984741211,122.5999984741211,124.19999694824219,114.25,122.9000015258789,104171572,2023-04-24
2023-05-01,129.85000610351562,129.85000610351562,131.6999969482422,122.1500015258789,122.5999984741211,61914230,2023-05-01
2023-05-08,124.19999694824219,124.19999694824219,132.35000610351562,122.44999694824219,130.0,27722633,2023-05-08
2023-05-15,128.3000030517578,128.3000030517578,129.35000610351562,123.80000305175781,123.80000305175781,19452159,2023-05-15
2023-05-22,126.30000305175781,126.30000305175781,129.25,122.1500015258789,128.0500030517578,50250283,2023-05-22
2023-05-29,135.75,135.75,136.8000030517578,124.30000305175781,126.55000305175781,60794059,2023-05-29
2023-06-05,138.75,138.75,139.64999389648438,132.5,136.85000610351562,60768801,2023-06-05
2023-06-12,144.35000610351562,144.35000610351562,145.5,137.0500030517578,139.25,60606089,2023-06-12
2023-06-19,148.89999389648438,148.89999389648438,153.3000030517578,144.64999389648438,145.3000030517578,66326167,2023-06-19
2023-06-26,148.60000610351562,148.60000610351562,150.5,145.0,149.6999969482422,17380918,2023-06-26
2023-07-03,141.0,141.0,149.3000030517578,139.0,149.14999389648438,44178090,2023-07-03
2023-07-10,145.39999389648438,145.39999389648438,149.89999389648438,138.64999389648438,142.0,30852383,2023-07-10
2023-07-17,144.89999389648438,144.89999389648438,147.0,142.39999389648438,146.10000610351562,17311878,2023-07-17
2023-07-24,144.25,144.25,149.89999389648438,143.35000610351562,145.0,17144193,2023-07-24
2023-07-31,147.5500030517578,147.5500030517578,150.0,142.5500030517578,144.9499969482422,24864906,2023-07-31
2023-08-07,146.1999969482422,146.1999969482422,153.35000610351562,145.10000610351562,148.39999389648438,21413338,2023-08-07
2023-08-14,132.0,132.0,143.3000030517578,130.10000610351562,143.3000030517578,38515438,2023-08-14
2023-08-21,135.6999969482422,135.6999969482422,137.39999389648438,131.0,133.5500030517578,24330142,2023-08-21
2023-08-28,135.4499969482422,135.4499969482422,136.9499969482422,131.3000030517578,136.0,31752118,2023-08-28
2023-09-04,146.0500030517578,146.0500030517578,147.89999389648438,134.35000610351562,136.0,44114551,2023-09-04
2023-09-11,153.5500030517578,153.5500030517578,154.8000030517578,143.5500030517578,147.0,40461902,2023-09-11
2023-09-18,143.5,143.5,154.39999389648438,140.8000030517578,153.85000610351562,23979356,2023-09-18
2023-09-25,153.1999969482422,153.1999969482422,158.0,140.6999969482422,143.5,46034598,2023-09-25
2023-10-02,149.4499969482422,149.4499969482422,153.1999969482422,144.8000030517578,153.1999969482422,17617588,2023-10-02
2023-10-09,147.0,147.0,153.60000610351562,145.0,149.1999969482422,13966404,2023-10-09
2023-10-16,143.9499969482422,143.9499969482422,148.1999969482422,142.64999389648438,148.0,15002987,2023-10-16
2023-10-23,140.0,140.0,145.0,136.5,144.14999389648438,21132960,2023-10-23
2023-10-30,140.35000610351562,140.35000610351562,142.1999969482422,138.10000610351562,139.89999389648438,6063299,2023-10-30
2023-11-06,149.89999389648438,149.89999389648438,154.8000030517578,141.64999389648438,142.10000610351562,39436852,2023-11-06
2023-11-13,167.64999389648438,167.64999389648438,170.0,148.5500030517578,148.60000610351562,60458119,2023-11-13
2023-11-20,171.64999389648438,171.64999389648438,177.0,167.6999969482422,168.0,75368057,2023-11-20
2023-11-27,176.64999389648438,176.64999389648438,178.35000610351562,165.4499969482422,171.64999389648438,35167258,2023-11-27
2023-12-04,170.60000610351562,170.60000610351562,180.39999389648438,168.1999969482422,179.0,23082137,2023-12-04
2023-12-11,176.85000610351562,176.85000610351562,181.75,162.60000610351562,170.0,34448944,2023-12-11
2023-12-18,172.6999969482422,172.6999969482422,183.39999389648438,157.0,176.0,25522672,2023-12-18
2023-12-25,173.9499969482422,173.9499969482422,175.5500030517578,169.1999969482422,172.6999969482422,15663302,2023-12-25
2024-01-01,173.39999389648438,173.39999389648438,177.0,167.1999969482422,173.6999969482422,23902341,2024-01-01
2024-01-08,187.60000610351562,187.60000610351562,195.5,175.14999389648438,176.0,109901848,2024-01-08
2024-01-15,172.35000610351562,172.35000610351562,187.60000610351562,163.6999969482422,187.60000610351562,50202691,2024-01-15
2024-01-22,161.10000610351562,161.10000610351562,172.60000610351562,159.1999969482422,172.35000610351562,19395517,2024-01-22
2024-01-29,163.1999969482422,163.1999969482422,168.8000030517578,159.64999389648438,161.35000610351562,25038691,2024-01-29
2024-02-05,150.14999389648438,150.14999389648438,170.0,146.75,162.9499969482422,66655857,2024-02-05
2024-02-12,151.25,151.25,155.3000030517578,139.8000030517578,151.4499969482422,40362890,2024-02-12
2024-02-19,152.0500030517578,152.0500030517578,155.5500030517578,147.5,151.5500030517578,16781723,2024-02-19
2024-02-26,157.25,157.25,160.4499969482422,151.0,152.64999389648438,25895722,2024-02-26
2024-03-04,156.60000610351562,156.60000610351562,163.0,154.14999389648438,159.85000610351562,16180703,2024-03-04
2024-03-11,149.9499969482422,149.9499969482422,161.6999969482422,145.3000030517578,158.8000030517578,33432828,2024-03-11
2024-03-18,163.5500030517578,163.5500030517578,164.0,148.60000610351562,150.0,17853773,2024-03-18
2024-03-25,161.9499969482422,161.9499969482422,165.1999969482422,160.10000610351562,163.5500030517578,9824754,2024-03-25
2024-04-01,168.4499969482422,168.4499969482422,170.5,160.89999389648438,162.10000610351562,24170947,2024-04-01
2024-04-08,178.10000610351562,178.10000610351562,185.8000030517578,171.35000610351562,174.14999389648438,53387484,2024-04-08
2024-04-15,168.1999969482422,168.1999969482422,181.5,160.85000610351562,174.0,23240056,2024-04-15
2024-04-22,177.10000610351562,177.10000610351562,181.5,165.5,170.0,16628704,2024-04-22
2024-04-29,173.6999969482422,173.6999969482422,180.5,171.5,178.14999389648438,19005413,2024-04-29
2024-05-06,169.89999389648438,169.89999389648438,177.1999969482422,165.0,173.89999389648438,18971193,2024-05-06
2024-05-13,176.89999389648438,176.89999389648438,178.39999389648438,165.5,170.0,15964395,2024-05-13
2024-05-20,168.10000610351562,168.10000610351562,187.35000610351562,167.1999969482422,177.6999969482422,27412746,2024-05-20
2024-05-27,164.1999969482422,164.1999969482422,170.4499969482422,159.0,169.0,28632834,2024-05-27
2024-06-03,169.89999389648438,169.89999389648438,172.0,149.75,167.5,26160196,2024-06-03
2024-06-10,171.05999755859375,171.05999755859375,175.4499969482422,163.60000610351562,170.0500030517578,38263253,2024-06-10
2024-06-17,174.63999938964844,174.63999938964844,178.27999877929688,171.05999755859375,171.05999755859375,25903004,2024-06-17
2024-06-24,176.44000244140625,176.44000244140625,179.0399932861328,171.75,173.5,27829337,2024-06-24
2024-07-01,177.1999969482422,177.1999969482422,178.0,170.5,177.17999267578125,29957289,2024-07-01
2024-07-08,180.2899932861328,180.2899932861328,182.69000244140625,173.1999969482422,177.89999389648438,34279737,2024-07-08
2024-07-15,177.4499969482422,177.4499969482422,184.8000030517578,175.0,181.35000610351562,27402037,2024-07-15
2024-07-22,182.97999572753906,182.97999572753906,186.49000549316406,172.0,174.97999572753906,19900340,2024-07-22
2024-07-29,200.1199951171875,200.1199951171875,204.44000244140625,182.2899932861328,183.50999450683594,117124747,2024-07-29
2024-08-05,192.0399932861328,192.0399932861328,196.0,183.6300048828125,195.11000061035156,40884379,2024-08-05
2024-08-12,193.89999389648438,193.89999389648438,197.4499969482422,182.77000427246094,192.0,51235717,2024-08-12
2024-08-19,226.77000427246094,226.77000427246094,229.8000030517578,190.6199951171875,194.97000122070312,276490604,2024-08-19
2024-08-26,207.6999969482422,207.6999969482422,227.8000030517578,206.32000732421875,227.5,87904070,2024-08-26
2024-09-02,216.49000549316406,216.49000549316406,220.8000030517578,204.24000549316406,207.97999572753906,58571544,2024-09-02
2024-09-09,206.13999938964844,206.13999938964844,219.9499969482422,205.1300048828125,217.14999389648438,35782365,2024-09-09
2024-09-16,199.3300018310547,199.3300018310547,209.33999633789062,194.33999633789062,206.5,48265376,2024-09-16
2024-09-23,200.02000427246094,200.02000427246094,205.38999938964844,195.22000122070312,201.0,32745821,2024-09-23
2024-09-30,192.27000427246094,192.27000427246094,199.7899932861328,190.10000610351562,199.7899932861328,16846725,2024-09-30
2024-10-07,192.00999450683594,192.00999450683594,200.14999389648438,188.60000610351562,193.0,43654538,2024-10-07
2024-10-14,184.7899932861328,184.7899932861328,195.77000427246094,180.5,193.0,29392813,2024-10-14
2024-10-21,177.08999633789062,177.08999633789062,186.0,172.25,185.0,30289862,2024-10-21
2024-10-28,184.17999267578125,184.17999267578125,184.86000061035156,173.0500030517578,177.08999633789062,18500100,2024-10-28
2024-11-04,184.74000549316406,184.74000549316406,194.0,179.5500030517578,185.49000549316406,25991926,2024-11-04
2024-11-11,171.0500030517578,171.0500030517578,189.25,167.88999938964844,184.74000549316406,49423710,2024-11-11
2024-11-18,169.39999389648438,169.39999389648438,173.75,166.22000122070312,171.0500030517578,21512057,2024-11-18
2024-11-25,172.05999755859375,172.05999755859375,176.0,165.6300048828125,171.49000549316406,32312710,2024-11-25
2024-12-02,166.41000366210938,166.41000366210938,175.6300048828125,163.8000030517578,172.0,45206381,2024-12-02
2024-12-09,168.17999267578125,168.17999267578125,174.50999450683594,164.75999450683594,166.60000610351562,51159036,2024-12-09
2024-12-16,167.3300018310547,167.3300018310547,180.35000610351562,166.1199951171875,169.0,60594389,2024-12-16
2024-12-23,159.66000366210938,159.66000366210938,169.6699981689453,158.10000610351562,167.4499969482422,26119618,2024-12-23
2024-12-30,167.83999633789062,167.83999633789062,169.7899932861328,158.30999755859375,159.66000366210938,24731081,2024-12-30
2025-01-06,169.6999969482422,169.6999969482422,176.60000610351562,168.3000030517578,175.08999633789062,60213663,2025-01-06
2025-01-13,172.8800048828125,172.8800048828125,176.85000610351562,161.66000366210938,167.99000549316406,45290480,2025-01-13
2025-01-20,167.3699951171875,167.3699951171875,174.22000122070312,162.47999572753906,173.44000244140625,19852206,2025-01-20
2025-01-27,175.52999877929688,175.52999877929688,180.2100067138672,162.1999969482422,165.89999389648438,45080007,2025-01-27
2025-02-03,173.4600067138672,173.4600067138672,184.36000061035156,170.0,176.0,48838841,2025-02-03
2025-02-10,168.66000366210938,168.66000366210938,175.10000610351562,164.39999389648438,174.6999969482422,63388099,2025-02-10
2025-02-17,164.22000122070312,164.22000122070312,174.55999755859375,162.0500030517578,167.89999389648438,34918157,2025-02-17
2025-02-24,158.8000030517578,158.8000030517578,166.39999389648438,156.10000610351562,164.0,18587042,2025-02-24
2025-03-03,164.7899932861328,164.7899932861328,172.0,154.89999389648438,160.38999938964844,40318878,2025-03-03
2025-03-10,164.55999755859375,164.55999755859375,167.33999633789062,159.75999450683594,164.7899932861328,21469997,2025-03-10
2025-03-17,172.52000427246094,172.52000427246094,174.60000610351562,163.50999450683594,164.97000122070312,33593160,2025-03-17
2025-03-24,179.0800018310547,179.0800018310547,179.5,168.75999450683594,173.0,30100442,2025-03-24
2025-03-31,176.77999877929688,176.77999877929688,181.25,175.42999267578125,179.0800018310547,12273488,2025-03-31
2025-04-07,179.89999389648438,179.89999389648438,182.49000549316406,165.97000122070312,165.97999572753906,24866599,2025-04-07
2025-04-14,189.4499969482422,189.4499969482422,191.97000122070312,177.8000030517578,179.89999389648438,29960460,2025-04-14
2025-04-21,191.57000732421875,191.57000732421875,196.97999572753906,186.83999633789062,190.0,36842272,2025-04-21
2025-04-28,194.64999389648438,194.64999389648438,199.74000549316406,190.75,190.99000549316406,29047168,2025-04-28
2025-05-05,193.02999877929688,193.02999877929688,200.6999969482422,188.5,193.49000549316406,29847721,2025-05-05
2025-05-12,201.8000030517578,201.8000030517578,204.4499969482422,195.11000061035156,195.80999755859375,49752407,2025-05-12
2025-05-19,203.2899932861328,203.2899932861328,205.0800018310547,195.55999755859375,203.0,53341152,2025-05-19
2025-05-26,203.25999450683594,203.25999450683594,208.60000610351562,199.22999572753906,204.49000549316406,227110273,2025-05-26
2025-06-02,197.1999969482422,197.1999969482422,204.39999389648438,192.47999572753906,199.0,46392208,2025-06-02
2025-06-09,194.72999572753906,194.72999572753906,203.9600067138672,191.16000366210938,197.1999969482422,21258408,2025-06-09
2025-06-16,197.07000732421875,197.07000732421875,198.57000732421875,192.1999969482422,194.72999572753906,33725127,2025-06-16
2025-06-23,209.86000061035156,209.86000061035156,210.94000244140625,194.60000610351562,196.00999450683594,52706890,2025-06-23
2025-06-30,198.22999572753906,198.22999572753906,212.25,197.6199951171875,210.0,83450764,2025-06-30
2025-07-07,217.22999572753906,217.22999572753906,218.6999969482422,199.30999755859375,200.0,65143176,2025-07-07
2025-07-14,216.05999755859375,216.05999755859375,220.89999389648438,215.4499969482422,220.07000732421875,9743984,2025-07-14
