Date,Adj Close_NKIND.NS,Close_NKIND.NS,High_NKIND.NS,Low_NKIND.NS,Open_NKIND.NS,Volume_NKIND.NS,Date
2020-07-13,24.0,24.0,25.25,24.0,25.25,265,2020-07-13
2020-07-20,24.100000381469727,24.100000381469727,25.5,23.950000762939453,23.950000762939453,10168,2020-07-20
2020-07-27,22.899999618530273,22.899999618530273,24.100000381469727,22.899999618530273,24.100000381469727,8419,2020-07-27
2020-08-03,21.799999237060547,21.799999237060547,22.899999618530273,21.799999237060547,22.899999618530273,5,2020-08-03
2020-08-10,23.899999618530273,23.899999618530273,23.899999618530273,20.75,21.799999237060547,421,2020-08-10
2020-08-17,22.5,22.5,25.049999237060547,21.049999237060547,23.899999618530273,5409,2020-08-17
2020-08-24,21.350000381469727,21.350000381469727,23.75,21.25,23.600000381469727,7288,2020-08-24
2020-08-31,20.200000762939453,20.200000762939453,22.399999618530273,19.25,21.350000381469727,2293,2020-08-31
2020-09-07,19.25,19.25,21.950000762939453,19.100000381469727,20.200000762939453,3225,2020-09-07
2020-09-14,19.75,19.75,21.5,19.25,19.5,2517,2020-09-14
2020-09-21,21.450000762939453,21.450000762939453,21.450000762939453,17.950000762939453,20.600000381469727,1383,2020-09-21
2020-09-28,23.0,23.0,23.0,19.399999618530273,22.450000762939453,7925,2020-09-28
2020-10-05,22.0,22.0,24.149999618530273,20.899999618530273,24.149999618530273,3652,2020-10-05
2020-10-12,18.0,18.0,23.100000381469727,17.450000762939453,21.0,9056,2020-10-12
2020-10-19,19.0,19.0,20.100000381469727,17.350000381469727,18.899999618530273,6748,2020-10-19
2020-10-26,18.5,18.5,19.950000762939453,17.299999237060547,19.25,4729,2020-10-26
2020-11-02,18.200000762939453,18.200000762939453,19.799999237060547,17.600000381469727,18.799999237060547,7550,2020-11-02
2020-11-09,18.149999618530273,18.149999618530273,18.200000762939453,17.100000381469727,18.200000762939453,3957,2020-11-09
2020-11-16,18.149999618530273,18.149999618530273,18.700000762939453,16.5,17.299999237060547,4790,2020-11-16
2020-11-23,17.5,17.5,18.200000762939453,17.049999237060547,18.149999618530273,2871,2020-11-23
2020-11-30,17.600000381469727,17.600000381469727,18.399999618530273,17.5,17.5,4089,2020-11-30
2020-12-07,18.100000381469727,18.100000381469727,20.100000381469727,16.549999237060547,17.600000381469727,18045,2020-12-07
2020-12-14,19.0,19.0,19.850000381469727,17.299999237060547,19.5,17292,2020-12-14
2020-12-21,22.25,22.25,24.200000762939453,18.299999237060547,18.5,32481,2020-12-21
2020-12-28,21.450000762939453,21.450000762939453,22.25,19.149999618530273,20.700000762939453,5624,2020-12-28
2021-01-04,21.0,21.0,22.049999237060547,19.950000762939453,21.0,6101,2021-01-04
2021-01-11,19.5,19.5,21.200000762939453,19.0,20.0,3166,2021-01-11
2021-01-18,17.799999237060547,17.799999237060547,19.049999237060547,17.649999618530273,19.0,3715,2021-01-18
2021-01-25,17.100000381469727,17.100000381469727,17.950000762939453,16.25,17.100000381469727,2721,2021-01-25
2021-02-01,17.799999237060547,17.799999237060547,18.899999618530273,16.200000762939453,17.25,2983,2021-02-01
2021-02-08,17.850000381469727,17.850000381469727,20.100000381469727,16.799999237060547,18.75,5508,2021-02-08
2021-02-15,19.600000381469727,19.600000381469727,20.200000762939453,17.5,17.799999237060547,8687,2021-02-15
2021-02-22,22.75,22.75,22.75,17.5,20.0,14332,2021-02-22
2021-03-01,21.549999237060547,21.549999237060547,26.149999618530273,20.799999237060547,24.950000762939453,24839,2021-03-01
2021-03-08,21.5,21.5,22.149999618530273,20.100000381469727,22.0,10258,2021-03-08
2021-03-15,21.950000762939453,21.950000762939453,22.350000381469727,20.100000381469727,21.549999237060547,8623,2021-03-15
2021-03-22,23.950000762939453,23.950000762939453,25.75,20.299999237060547,23.0,20066,2021-03-22
2021-03-29,21.75,21.75,25.100000381469727,21.700000762939453,23.950000762939453,3275,2021-03-29
2021-04-05,22.25,22.25,23.100000381469727,20.549999237060547,22.399999618530273,12048,2021-04-05
2021-04-12,21.25,21.25,24.399999618530273,20.149999618530273,22.200000762939453,3045,2021-04-12
2021-04-19,20.0,20.0,22.950000762939453,19.799999237060547,22.350000381469727,5883,2021-04-19
2021-04-26,28.950000762939453,28.950000762939453,29.25,21.0,21.850000381469727,23084,2021-04-26
2021-05-03,25.450000762939453,25.450000762939453,28.950000762939453,24.950000762939453,27.950000762939453,7039,2021-05-03
2021-05-10,25.600000381469727,25.600000381469727,26.899999618530273,23.350000381469727,24.200000762939453,4244,2021-05-10
2021-05-17,24.350000381469727,24.350000381469727,25.600000381469727,23.25,25.600000381469727,446,2021-05-17
2021-05-24,23.399999618530273,23.399999618530273,25.549999237060547,23.149999618530273,24.350000381469727,1202,2021-05-24
2021-05-31,22.5,22.5,23.5,21.350000381469727,22.549999237060547,2808,2021-05-31
2021-06-07,27.149999618530273,27.149999618530273,27.149999618530273,23.0,23.549999237060547,1437,2021-06-07
2021-06-14,28.049999237060547,28.049999237060547,30.850000381469727,27.0,27.149999618530273,7626,2021-06-14
2021-06-21,26.200000762939453,26.200000762939453,29.649999618530273,26.200000762939453,28.0,1684,2021-06-21
2021-06-28,26.0,26.0,26.299999237060547,23.75,24.899999618530273,4856,2021-06-28
2021-07-05,29.799999237060547,29.799999237060547,30.649999618530273,26.0,27.200000762939453,7509,2021-07-05
2021-07-12,27.149999618530273,27.149999618530273,31.899999618530273,26.149999618530273,29.799999237060547,4257,2021-07-12
2021-07-19,25.100000381469727,25.100000381469727,28.450000762939453,25.0,25.850000381469727,3485,2021-07-19
2021-07-26,27.350000381469727,27.350000381469727,27.399999618530273,24.75,24.75,7124,2021-07-26
2021-08-02,29.25,29.25,30.0,25.5,26.149999618530273,8541,2021-08-02
2021-08-09,37.20000076293945,37.20000076293945,37.20000076293945,27.5,32.0,24368,2021-08-09
