Date,Adj Close_MANORAMA.NS,Close_MANORAMA.NS,High_MANORAMA.NS,Low_MANORAMA.NS,Open_MANORAMA.NS,Volume_MANORAMA.NS,Date
2023-06-26,306.2515563964844,306.7300109863281,308.79998779296875,292.3999938964844,300.0,349705,2023-06-26
2023-07-03,326.5198669433594,327.0299987792969,338.0,302.0,302.0,212745,2023-07-03
2023-07-10,353.2281494140625,353.7799987792969,354.1499938964844,318.20001220703125,328.0,201790,2023-07-10
2023-07-17,337.4228515625,337.95001220703125,362.7799987792969,325.20001220703125,353.3999938964844,113895,2023-07-17
2023-07-24,330.6034851074219,331.1199951171875,340.989990234375,319.79998779296875,340.989990234375,59315,2023-07-24
2023-07-31,340.0986633300781,340.6300048828125,348.0,320.0,331.1199951171875,217355,2023-07-31
2023-08-07,352.4093933105469,352.9599914550781,362.0,337.0,350.79998779296875,239905,2023-08-07
2023-08-14,369.9520263671875,370.5299987792969,387.5199890136719,340.0,357.79998779296875,340600,2023-08-14
2023-08-21,368.743896484375,369.32000732421875,381.5799865722656,362.0,373.79998779296875,228370,2023-08-21
2023-08-28,388.83251953125,389.44000244140625,397.79998779296875,368.0,368.0,205175,2023-08-28
2023-09-04,365.88836669921875,366.4599914550781,399.79998779296875,362.0,393.79998779296875,216440,2023-09-04
2023-09-11,364.7001953125,365.2699890136719,373.0,346.3999938964844,366.4599914550781,343560,2023-09-11
2023-09-18,359.9111633300781,360.0799865722656,369.79998779296875,356.0,369.79998779296875,122375,2023-09-18
2023-09-25,416.46466064453125,416.6600036621094,434.9599914550781,360.0,362.6499938964844,402655,2023-09-25
2023-10-02,450.0389099121094,450.25,450.29998779296875,406.3999938964844,416.6600036621094,309250,2023-10-02
2023-10-09,446.25067138671875,446.4599914550781,476.989990234375,435.6000061035156,450.0,276575,2023-10-09
2023-10-16,443.99176025390625,444.20001220703125,460.20001220703125,438.3999938964844,449.79998779296875,181025,2023-10-16
2023-10-23,422.7817077636719,422.9800109863281,461.989990234375,393.6700134277344,461.989990234375,140155,2023-10-23
2023-10-30,441.14306640625,441.3500061035156,452.010009765625,412.0,431.42999267578125,387195,2023-10-30
2023-11-06,415.0653076171875,415.260009765625,442.1700134277344,411.04998779296875,435.0,145880,2023-11-06
2023-11-13,418.8335266113281,419.0299987792969,434.1300048828125,416.0,431.6000061035156,130665,2023-11-13
2023-11-20,415.61505126953125,415.80999755859375,437.79998779296875,407.1099853515625,423.79998779296875,225630,2023-11-20
2023-11-27,407.5188293457031,407.7099914550781,420.0,394.0199890136719,415.80999755859375,156820,2023-11-27
2023-12-04,393.7253112792969,393.9100036621094,414.79998779296875,384.79998779296875,414.79998779296875,246050,2023-12-04
2023-12-11,380.31158447265625,380.489990234375,399.79998779296875,366.20001220703125,399.79998779296875,188565,2023-12-11
2023-12-18,369.8065490722656,369.9800109863281,388.1199951171875,368.0199890136719,378.0,122275,2023-12-18
2023-12-25,379.3320617675781,379.510009765625,410.0,369.9800109863281,369.9800109863281,448465,2023-12-25
2024-01-01,427.5794372558594,427.7799987792969,439.6000061035156,387.8800048828125,393.3900146484375,977115,2024-01-01
2024-01-08,433.2467956542969,433.45001220703125,440.0,420.6000061035156,433.0,338590,2024-01-08
2024-01-15,394.0251770019531,394.2099914550781,433.45001220703125,386.4100036621094,433.45001220703125,303345,2024-01-15
2024-01-22,390.6067810058594,390.7900085449219,399.7900085449219,387.32000732421875,394.2099914550781,92055,2024-01-22
2024-01-29,390.6967468261719,390.8800048828125,405.0,372.79998779296875,391.0,631780,2024-01-29
2024-02-05,375.94366455078125,376.1199951171875,397.3999938964844,373.57000732421875,397.3999938964844,257550,2024-02-05
2024-02-12,403.3407897949219,403.5299987792969,407.79998779296875,351.20001220703125,368.6300048828125,436910,2024-02-12
2024-02-19,404.6501770019531,404.8399963378906,417.7699890136719,394.80999755859375,412.0,424660,2024-02-19
2024-02-26,412.3365783691406,412.5299987792969,414.79998779296875,393.04998779296875,406.0,371420,2024-02-26
2024-03-04,396.913818359375,397.1000061035156,427.79998779296875,388.95001220703125,419.79998779296875,587268,2024-03-04
2024-03-11,326.7467346191406,326.8999938964844,393.95001220703125,301.54998779296875,391.1499938964844,1151848,2024-03-11
2024-03-18,347.38702392578125,347.54998779296875,354.1000061035156,321.3500061035156,330.0,378567,2024-03-18
2024-03-25,398.1632385253906,398.3500061035156,424.0,340.0,347.54998779296875,797012,2024-03-25
2024-04-01,444.99127197265625,445.20001220703125,486.20001220703125,405.6000061035156,415.0,1433562,2024-04-01
2024-04-08,466.3812255859375,466.6000061035156,484.70001220703125,431.54998779296875,447.5,749983,2024-04-08
2024-04-15,569.4828491210938,569.75,578.5,432.0,432.0,1428090,2024-04-15
2024-04-22,638.1506958007812,638.4500122070312,658.0,578.3499755859375,584.9000244140625,693825,2024-04-22
2024-04-29,633.7027587890625,634.0,670.3499755859375,619.0,655.0,371607,2024-04-29
2024-05-06,581.12744140625,581.4000244140625,649.5,550.2000122070312,635.0999755859375,203948,2024-05-06
2024-05-13,569.7327270507812,570.0,610.4500122070312,545.0,610.4500122070312,258835,2024-05-13
2024-05-20,567.1839599609375,567.4500122070312,582.9500122070312,550.0,569.5999755859375,118976,2024-05-20
2024-05-27,608.0147705078125,608.2999877929688,646.0,567.4500122070312,567.4500122070312,284017,2024-05-27
2024-06-03,623.857421875,624.1500244140625,627.0,569.3499755859375,624.0,166187,2024-06-03
2024-06-10,691.87548828125,692.2000122070312,692.6500244140625,634.0,640.0,217865,2024-06-10
2024-06-17,690.3262329101562,690.6500244140625,729.5,675.0999755859375,692.2000122070312,141978,2024-06-17
2024-06-24,633.452880859375,633.75,696.0,621.0,694.8499755859375,118750,2024-06-24
2024-07-01,669.0361328125,669.3499755859375,687.0,636.0,636.0,158612,2024-07-01
2024-07-08,647.146484375,647.4500122070312,669.0,635.0,669.0,129085,2024-07-08
2024-07-15,640.19970703125,640.5,670.0,635.0,660.0,126201,2024-07-15
2024-07-22,705.2691650390625,705.5999755859375,715.0,604.0499877929688,634.7000122070312,260535,2024-07-22
2024-07-29,700.9212036132812,701.25,748.0999755859375,670.3499755859375,714.0,693316,2024-07-29
2024-08-05,716.4139404296875,716.75,729.7000122070312,669.6500244140625,682.2000122070312,272583,2024-08-05
2024-08-12,814.1181030273438,814.5,820.0,708.0,723.9500122070312,380652,2024-08-12
2024-08-19,863.045166015625,863.4500122070312,910.75,801.7000122070312,816.2000122070312,456011,2024-08-19
2024-08-26,828.4613647460938,828.8499755859375,883.8499755859375,818.0,876.0,177646,2024-08-26
2024-09-02,831.5,831.5,873.0,810.0,830.0,200000,2024-09-02
2024-09-09,829.5999755859375,829.5999755859375,861.0,792.0,823.9000244140625,203042,2024-09-09
2024-09-16,784.2000122070312,784.2000122070312,839.9000244140625,751.5499877929688,833.2000122070312,272115,2024-09-16
2024-09-23,842.8499755859375,842.8499755859375,855.9500122070312,772.0,784.2000122070312,364518,2024-09-23
2024-09-30,827.2000122070312,827.2000122070312,857.75,811.0,848.0,210756,2024-09-30
2024-10-07,891.7999877929688,891.7999877929688,914.7999877929688,780.0,827.2000122070312,440053,2024-10-07
2024-10-14,934.0999755859375,934.0999755859375,961.0,873.5999755859375,893.0,373276,2024-10-14
2024-10-21,901.4500122070312,901.4500122070312,1022.7999877929688,892.9500122070312,944.0,1168625,2024-10-21
2024-10-28,981.1500244140625,981.1500244140625,1000.0,902.25,931.9000244140625,206249,2024-10-28
2024-11-04,1041.8499755859375,1041.8499755859375,1133.0,958.2000122070312,999.9000244140625,546893,2024-11-04
2024-11-11,1025.199951171875,1025.199951171875,1059.949951171875,976.0,1041.8499755859375,145869,2024-11-11
2024-11-18,1100.1500244140625,1100.1500244140625,1105.949951171875,997.0,1078.0,147693,2024-11-18
2024-11-25,1177.449951171875,1177.449951171875,1250.0,1120.0,1150.0,399997,2024-11-25
2024-12-02,1183.4000244140625,1183.4000244140625,1216.0,1169.0,1193.75,107034,2024-12-02
2024-12-09,1135.3499755859375,1135.3499755859375,1256.0,1110.0,1200.0,173232,2024-12-09
2024-12-16,1139.1500244140625,1139.1500244140625,1200.0,1118.0,1178.9000244140625,132648,2024-12-16
2024-12-23,1075.4000244140625,1075.4000244140625,1219.9000244140625,1052.050048828125,1139.1500244140625,494694,2024-12-23
2024-12-30,1065.550048828125,1065.550048828125,1115.0,1045.0,1079.9000244140625,190616,2024-12-30
2025-01-06,1005.75,1005.75,1093.949951171875,980.2000122070312,1093.949951171875,278175,2025-01-06
2025-01-13,1092.4000244140625,1092.4000244140625,1097.0,960.0499877929688,985.0,211952,2025-01-13
2025-01-20,1047.3499755859375,1047.3499755859375,1129.0,992.6500244140625,1118.0,498080,2025-01-20
2025-01-27,1053.5999755859375,1053.5999755859375,1080.0,958.0499877929688,1036.9000244140625,233750,2025-01-27
2025-02-03,1038.0999755859375,1038.0999755859375,1094.0,994.5499877929688,1068.949951171875,138314,2025-02-03
2025-02-10,1042.5,1042.5,1103.0999755859375,998.0499877929688,1055.949951171875,356407,2025-02-10
2025-02-17,1069.9000244140625,1069.9000244140625,1101.5999755859375,1005.5999755859375,1042.5,287747,2025-02-17
2025-02-24,952.9500122070312,952.9500122070312,1109.0,910.1500244140625,1065.0,515057,2025-02-24
2025-03-03,989.9000244140625,989.9000244140625,1018.0,740.5,914.0999755859375,1048924,2025-03-03
2025-03-10,1028.699951171875,1028.699951171875,1045.0,918.5,970.25,332104,2025-03-10
2025-03-17,1037.0,1037.0,1046.949951171875,984.0499877929688,1046.949951171875,107831,2025-03-17
2025-03-24,1060.9000244140625,1060.9000244140625,1120.0,1024.300048828125,1057.0,428608,2025-03-24
2025-03-31,996.7000122070312,996.7000122070312,1069.25,977.0,1060.9000244140625,261165,2025-03-31
2025-04-07,984.8499755859375,984.8499755859375,1006.75,849.9500122070312,850.0,246518,2025-04-07
2025-04-14,1018.2000122070312,1018.2000122070312,1051.0,990.0,1020.0,139052,2025-04-14
2025-04-21,1210.699951171875,1210.699951171875,1239.4000244140625,1011.0,1025.0999755859375,886583,2025-04-21
2025-04-28,1292.699951171875,1292.699951171875,1388.0999755859375,1233.0999755859375,1280.0,3040499,2025-04-28
2025-05-05,1297.4000244140625,1297.4000244140625,1369.800048828125,1170.0,1365.0,664257,2025-05-05
2025-05-12,1384.199951171875,1384.199951171875,1513.300048828125,1328.0,1392.0,1683551,2025-05-12
2025-05-19,1377.699951171875,1377.699951171875,1439.9000244140625,1351.199951171875,1386.699951171875,444261,2025-05-19
2025-05-26,1460.699951171875,1460.699951171875,1470.0,1361.0999755859375,1394.699951171875,606308,2025-05-26
2025-06-02,1384.4000244140625,1384.4000244140625,1486.699951171875,1361.699951171875,1470.0,751859,2025-06-02
2025-06-09,1420.0,1420.0,1438.0,1363.0999755859375,1385.0999755859375,384455,2025-06-09
2025-06-16,1352.199951171875,1352.199951171875,1467.0,1297.199951171875,1420.0,697477,2025-06-16
2025-06-23,1452.0,1452.0,1464.0,1315.300048828125,1331.9000244140625,763838,2025-06-23
2025-06-30,1473.9000244140625,1473.9000244140625,1515.0,1400.5999755859375,1460.0,451986,2025-06-30
2025-07-07,1467.0,1467.0,1554.9000244140625,1450.4000244140625,1481.0,707396,2025-07-07
2025-07-14,1607.300048828125,1607.300048828125,1618.0,1425.0,1467.0,651672,2025-07-14
