Date,Adj Close_JYOTHYLAB.NS,Close_JYOTHYLAB.NS,High_JYOTHYLAB.NS,Low_JYOTHYLAB.NS,Open_JYOTHYLAB.NS,Volume_JYOTHYLAB.NS,Date
2020-07-13,113.64461517333984,120.8499984741211,124.19999694824219,112.19999694824219,114.75,1782380,2020-07-13
2020-07-20,116.0425796508789,123.4000015258789,128.5,120.0999984741211,120.69999694824219,3211379,2020-07-20
2020-07-27,115.85449981689453,123.19999694824219,130.85000610351562,119.3499984741211,124.44999694824219,4423806,2020-07-27
2020-08-03,133.43955993652344,141.89999389648438,144.6999969482422,120.55000305175781,123.44999694824219,15330727,2020-08-03
2020-08-10,132.96937561035156,141.39999389648438,144.8000030517578,137.39999389648438,143.10000610351562,6406816,2020-08-10
2020-08-17,142.79632568359375,151.85000610351562,153.1999969482422,140.25,142.64999389648438,3951295,2020-08-17
2020-08-24,138.32952880859375,147.10000610351562,152.89999389648438,143.5,152.0,2070994,2020-08-24
2020-08-31,131.18264770507812,139.5,147.89999389648438,135.89999389648438,146.3000030517578,1851531,2020-08-31
2020-09-07,135.08522033691406,143.64999389648438,146.35000610351562,133.64999389648438,140.6999969482422,1670348,2020-09-07
2020-09-14,144.34796142578125,153.5,158.5,144.25,144.5,2901939,2020-09-14
2020-09-21,134.56802368164062,143.10000610351562,154.89999389648438,137.8000030517578,154.85000610351562,2231713,2020-09-21
2020-09-28,138.9407958984375,147.75,148.64999389648438,143.0500030517578,148.0,842186,2020-09-28
2020-10-05,136.16665649414062,144.8000030517578,149.89999389648438,142.0,149.0,994908,2020-10-05
2020-10-12,133.06341552734375,141.5,145.89999389648438,139.5500030517578,145.8000030517578,428091,2020-10-12
2020-10-19,134.14483642578125,142.64999389648438,147.6999969482422,139.5,142.4499969482422,869117,2020-10-19
2020-10-26,127.70325469970703,135.8000030517578,143.8000030517578,132.64999389648438,143.8000030517578,1476230,2020-10-26
2020-11-02,126.24567413330078,134.25,138.0,128.0,136.14999389648438,4860181,2020-11-02
2020-11-09,128.0323944091797,136.14999389648438,137.8000030517578,132.3000030517578,137.8000030517578,1224932,2020-11-09
2020-11-16,131.04161071777344,139.35000610351562,141.89999389648438,133.0,134.75,2054822,2020-11-16
2020-11-23,132.4991912841797,140.89999389648438,143.8000030517578,139.5,140.5,2467396,2020-11-23
2020-11-30,137.01300048828125,145.6999969482422,148.39999389648438,140.60000610351562,140.89999389648438,2951908,2020-11-30
2020-12-07,132.87535095214844,141.3000030517578,148.14999389648438,138.75,146.6999969482422,3389389,2020-12-07
2020-12-14,134.47398376464844,143.0,149.0,141.1999969482422,142.0,5621006,2020-12-14
2020-12-21,139.4579620361328,148.3000030517578,150.85000610351562,133.60000610351562,142.3000030517578,3421791,2020-12-21
2020-12-28,138.2825164794922,147.0500030517578,152.5,142.64999389648438,149.0,3456417,2020-12-28
2021-01-04,140.3983612060547,149.3000030517578,151.5,145.0,147.10000610351562,2590564,2021-01-04
2021-01-11,150.4133758544922,159.9499969482422,162.89999389648438,149.3000030517578,151.0,6171162,2021-01-11
2021-01-18,151.40077209472656,161.0,162.0,155.10000610351562,160.0,2137421,2021-01-18
2021-01-25,152.43521118164062,162.10000610351562,166.0,150.1999969482422,162.4499969482422,4684886,2021-01-25
2021-02-01,146.32275390625,155.60000610351562,166.0,153.35000610351562,162.9499969482422,3376491,2021-02-01
2021-02-08,142.93739318847656,152.0,157.89999389648438,151.3000030517578,156.5500030517578,1368645,2021-02-08
2021-02-15,140.63345336914062,149.5500030517578,153.6999969482422,148.5,152.8000030517578,3094871,2021-02-15
2021-02-22,139.97518920898438,148.85000610351562,153.10000610351562,144.0,149.5,1713663,2021-02-22
2021-03-01,139.22288513183594,148.0500030517578,154.5,147.10000610351562,148.14999389648438,2236399,2021-03-01
2021-03-08,139.9281768798828,148.8000030517578,150.85000610351562,146.6999969482422,148.75,1734684,2021-03-08
2021-03-15,135.08522033691406,143.64999389648438,150.5,141.0,148.8000030517578,1278852,2021-03-15
2021-03-22,129.44296264648438,137.64999389648438,145.75,137.5,144.64999389648438,1211242,2021-03-22
2021-03-29,135.60243225097656,144.1999969482422,145.0,136.0,137.64999389648438,923455,2021-03-29
2021-04-05,138.00039672851562,146.75,149.35000610351562,141.0,145.64999389648438,1404592,2021-04-05
2021-04-12,130.99456787109375,139.3000030517578,145.0,138.25,142.0,833947,2021-04-12
2021-04-19,140.58644104003906,149.5,150.89999389648438,136.4499969482422,139.3000030517578,2667173,2021-04-19
2021-04-26,137.5302276611328,146.25,156.8000030517578,145.5,153.39999389648438,9257574,2021-04-26
2021-05-03,138.2825164794922,147.0500030517578,148.9499969482422,141.25,144.9499969482422,1659870,2021-05-03
2021-05-10,139.17587280273438,148.0,149.75,143.5,148.64999389648438,2105118,2021-05-10
2021-05-17,138.2825164794922,147.0500030517578,154.0,143.0500030517578,149.39999389648438,9417227,2021-05-17
2021-05-24,148.86175537109375,158.3000030517578,160.5500030517578,146.1999969482422,147.0,8476343,2021-05-24
2021-05-31,149.755126953125,159.25,163.89999389648438,153.9499969482422,158.5,4659421,2021-05-31
2021-06-07,145.28831481933594,154.5,161.64999389648438,152.8000030517578,160.4499969482422,2757258,2021-06-07
2021-06-14,144.72410583496094,153.89999389648438,161.85000610351562,151.0,155.35000610351562,3310462,2021-06-14
2021-06-21,145.4763946533203,154.6999969482422,156.4499969482422,151.64999389648438,152.0,1937920,2021-06-21
2021-06-28,157.98341369628906,168.0,171.0,151.75,155.0,9162899,2021-06-28
2021-07-05,164.51904296875,174.9499969482422,187.3000030517578,170.5,170.89999389648438,17339952,2021-07-05
2021-07-12,165.60049438476562,176.10000610351562,177.5,170.0,176.39999389648438,2804615,2021-07-12
2021-07-19,163.6256866455078,174.0,177.3000030517578,168.0,176.5,2105070,2021-07-19
2021-07-26,163.86851501464844,170.25,178.35000610351562,169.4499969482422,171.5,4051239,2021-07-26
2021-08-02,165.7454376220703,172.1999969482422,178.89999389648438,170.64999389648438,171.89999389648438,3083166,2021-08-02
2021-08-09,164.68667602539062,171.10000610351562,173.60000610351562,160.8000030517578,172.1999969482422,2212250,2021-08-09
2021-08-16,155.3021240234375,161.35000610351562,172.8000030517578,153.5,172.75,1794592,2021-08-16
2021-08-23,152.94395446777344,158.89999389648438,163.9499969482422,155.64999389648438,160.8000030517578,1569386,2021-08-23
2021-08-30,162.0397491455078,168.35000610351562,173.39999389648438,158.3000030517578,161.89999389648438,3831474,2021-08-30
2021-09-06,170.26925659179688,176.89999389648438,182.9499969482422,169.0,169.1999969482422,6581241,2021-09-06
2021-09-13,165.45668029785156,171.89999389648438,180.0,171.5,176.89999389648438,3386947,2021-09-13
2021-09-20,159.34471130371094,165.5500030517578,172.0,163.0,171.0,1921214,2021-09-20
2021-09-27,161.12535095214844,167.39999389648438,171.8000030517578,165.10000610351562,166.39999389648438,1562520,2021-09-27
2021-10-04,158.7671661376953,164.9499969482422,170.60000610351562,164.75,169.89999389648438,1206449,2021-10-04
2021-10-11,156.2646484375,162.35000610351562,167.0,161.75,165.0,1467767,2021-10-11
2021-10-18,149.9120330810547,155.75,163.6999969482422,153.3000030517578,163.60000610351562,3203752,2021-10-18
2021-10-25,150.6820526123047,156.5500030517578,157.85000610351562,151.5,157.0,1850655,2021-10-25
2021-11-01,152.22206115722656,158.14999389648438,159.89999389648438,153.10000610351562,157.39999389648438,2847581,2021-11-01
2021-11-08,152.75144958496094,158.6999969482422,163.60000610351562,157.0500030517578,159.89999389648438,2198258,2021-11-08
2021-11-15,146.15821838378906,151.85000610351562,159.6999969482422,151.1999969482422,159.5,1038493,2021-11-15
2021-11-22,145.72506713867188,151.39999389648438,153.35000610351562,148.0,153.1999969482422,2153532,2021-11-22
2021-11-29,145.2919464111328,150.9499969482422,156.0500030517578,144.5500030517578,150.0,2198252,2021-11-29
2021-12-06,143.8962860107422,149.5,151.0,148.5,150.25,3794298,2021-12-06
2021-12-13,138.16932678222656,143.5500030517578,156.60000610351562,143.0,151.0,3257731,2021-12-13
2021-12-20,132.7792205810547,137.9499969482422,145.5,137.75,143.0,1800444,2021-12-20
2021-12-27,133.01986694335938,138.1999969482422,142.0,135.0,138.64999389648438,2664749,2021-12-27
2022-01-03,132.10545349121094,137.25,141.4499969482422,136.9499969482422,138.89999389648438,1952342,2022-01-03
2022-01-10,137.1105499267578,142.4499969482422,143.89999389648438,137.39999389648438,138.0,2617621,2022-01-10
2022-01-17,134.55987548828125,139.8000030517578,145.25,138.14999389648438,143.3000030517578,1919232,2022-01-17
2022-01-24,133.9823760986328,139.1999969482422,140.0,133.6999969482422,139.75,1246199,2022-01-24
2022-01-31,134.55987548828125,139.8000030517578,144.0,139.0,140.25,1199332,2022-01-31
2022-02-07,132.9717254638672,138.14999389648438,141.60000610351562,137.60000610351562,140.0500030517578,823757,2022-02-07
2022-02-14,133.01986694335938,138.1999969482422,141.8000030517578,134.10000610351562,137.5,1308246,2022-02-14
2022-02-21,128.44789123535156,133.4499969482422,138.0,130.14999389648438,138.0,1781531,2022-02-21
