Date,Adj Close_DICIND.NS,Close_DICIND.NS,High_DICIND.NS,Low_DICIND.NS,Open_DICIND.NS,Volume_DICIND.NS,Date
2022-04-18,382.8972473144531,387.29998779296875,405.0,354.0,378.79998779296875,33885,2022-04-18
2022-04-25,362.5808410644531,366.75,387.29998779296875,362.0,387.29998779296875,14981,2022-04-25
2022-05-02,360.0598449707031,364.20001220703125,371.75,355.1499938964844,371.0,4558,2022-05-02
2022-05-09,332.7241516113281,336.54998779296875,371.45001220703125,321.1499938964844,371.45001220703125,10677,2022-05-09
2022-05-16,337.6178894042969,341.5,346.8999938964844,322.0,338.3999938964844,8684,2022-05-16
2022-05-23,334.20709228515625,338.04998779296875,369.79998779296875,327.6499938964844,346.45001220703125,14726,2022-05-23
2022-05-30,352.6451110839844,356.70001220703125,399.8999938964844,331.6000061035156,336.0,11332,2022-05-30
2022-06-06,366.4365234375,370.6499938964844,380.0,350.0,357.04998779296875,16343,2022-06-06
2022-06-13,361.6416320800781,365.79998779296875,374.79998779296875,361.5,374.0,8593,2022-06-13
2022-06-20,365.6455993652344,369.8500061035156,370.75,353.5,366.0,8738,2022-06-20
2022-06-27,397.3312683105469,401.8999938964844,407.95001220703125,354.0,370.75,19605,2022-06-27
2022-07-04,378.9427185058594,383.29998779296875,427.0,379.0,409.20001220703125,9545,2022-07-04
2022-07-11,370.0450134277344,374.29998779296875,394.95001220703125,371.3999938964844,387.0,6501,2022-07-11
2022-07-18,357.98370361328125,362.1000061035156,401.0,359.0,381.70001220703125,39567,2022-07-18
2022-07-25,377.8552551269531,382.20001220703125,384.75,352.29998779296875,366.95001220703125,16240,2022-07-25
2022-08-01,380.07965087890625,384.45001220703125,391.0,365.0,382.0,12700,2022-08-01
2022-08-08,395.79888916015625,400.3500061035156,403.0,371.6499938964844,389.5,11803,2022-08-08
2022-08-15,392.2398376464844,396.75,407.0,382.0,400.3500061035156,11223,2022-08-15
2022-08-22,379.7830505371094,384.1499938964844,397.70001220703125,325.29998779296875,396.75,19117,2022-08-22
2022-08-29,388.1864318847656,392.6499938964844,399.0,375.0,380.8500061035156,12774,2022-08-29
2022-09-05,379.14044189453125,383.5,396.75,376.29998779296875,395.0,7558,2022-09-05
2022-09-12,379.2392883300781,383.6000061035156,400.1000061035156,380.0,380.1499938964844,22110,2022-09-12
2022-09-19,385.0722351074219,389.5,399.0,381.0,389.04998779296875,6775,2022-09-19
2022-09-26,377.7563781738281,382.1000061035156,393.20001220703125,369.75,384.0,4396,2022-09-26
2022-10-03,409.0959777832031,413.79998779296875,419.79998779296875,379.1499938964844,379.1499938964844,12435,2022-10-03
2022-10-10,408.4039611816406,413.1000061035156,443.0,401.0,420.0,34370,2022-10-10
2022-10-17,403.6584777832031,408.29998779296875,428.8999938964844,401.79998779296875,421.3500061035156,5679,2022-10-17
2022-10-24,402.9170227050781,407.54998779296875,421.04998779296875,404.0,411.0,2951,2022-10-24
2022-10-31,404.1033935546875,408.75,431.0,400.0,410.04998779296875,15251,2022-10-31
2022-11-07,386.11029052734375,390.54998779296875,419.0,386.1499938964844,414.95001220703125,12095,2022-11-07
2022-11-14,390.8062744140625,395.29998779296875,403.20001220703125,384.1000061035156,398.3500061035156,10285,2022-11-14
2022-11-21,387.88983154296875,392.3500061035156,402.45001220703125,369.0,395.1499938964844,23821,2022-11-21
2022-11-28,381.9085998535156,386.29998779296875,397.95001220703125,380.1000061035156,395.0,14587,2022-11-28
2022-12-05,384.7756652832031,389.20001220703125,396.79998779296875,380.0,386.29998779296875,14701,2022-12-05
2022-12-12,386.4068908691406,390.8500061035156,400.04998779296875,383.54998779296875,386.8500061035156,6235,2022-12-12
2022-12-19,367.1285705566406,371.3500061035156,394.6000061035156,365.1499938964844,386.0,13294,2022-12-19
2022-12-26,382.2052001953125,386.6000061035156,391.8999938964844,366.0,378.70001220703125,7377,2022-12-26
2023-01-02,376.8171691894531,381.1499938964844,394.95001220703125,375.70001220703125,387.70001220703125,7412,2023-01-02
2023-01-09,381.1671142578125,385.54998779296875,389.79998779296875,376.0,380.95001220703125,3248,2023-01-09
2023-01-16,374.0489807128906,378.3500061035156,390.0,372.5,383.95001220703125,6974,2023-01-16
2023-01-23,369.2046813964844,373.45001220703125,389.04998779296875,371.0,381.0,5969,2023-01-23
2023-01-30,376.2734069824219,380.6000061035156,385.8999938964844,363.0,376.0,6900,2023-01-30
2023-02-06,396.9852294921875,401.54998779296875,405.95001220703125,375.0,380.0,19454,2023-02-06
2023-02-13,384.6767883300781,389.1000061035156,405.04998779296875,382.1499938964844,404.79998779296875,12636,2023-02-13
2023-02-20,373.9501037597656,378.25,394.79998779296875,372.1000061035156,389.1000061035156,10207,2023-02-20
2023-02-27,390.3614196777344,394.8500061035156,410.0,376.1499938964844,380.04998779296875,9238,2023-02-27
2023-03-06,377.21258544921875,381.54998779296875,399.6000061035156,380.0,399.6000061035156,9350,2023-03-06
2023-03-13,375.7296447753906,380.04998779296875,389.1499938964844,371.25,385.0,7760,2023-03-13
2023-03-20,379.9430236816406,382.29998779296875,389.8500061035156,366.04998779296875,382.0,10993,2023-03-20
2023-03-27,373.9303283691406,376.25,389.8500061035156,370.54998779296875,389.8500061035156,7883,2023-03-27
2023-04-03,384.76312255859375,387.1499938964844,400.0,373.54998779296875,376.70001220703125,13315,2023-04-03
2023-04-10,391.32244873046875,393.75,404.79998779296875,384.5,391.6499938964844,11992,2023-04-10
2023-04-17,412.54083251953125,415.1000061035156,429.0,385.6499938964844,394.0,19088,2023-04-17
2023-04-24,418.55352783203125,421.1499938964844,443.04998779296875,410.0,416.0,32998,2023-04-24
2023-05-01,430.7777099609375,433.45001220703125,443.3999938964844,420.0,421.1499938964844,28860,2023-05-01
2023-05-08,388.8378601074219,391.25,441.95001220703125,388.0,433.45001220703125,30178,2023-05-08
2023-05-15,385.1606750488281,387.54998779296875,401.79998779296875,381.5,392.0,18603,2023-05-15
2023-05-22,406.8759460449219,409.3999938964844,418.79998779296875,385.54998779296875,385.6499938964844,13415,2023-05-22
2023-05-29,395.3971862792969,397.8500061035156,411.0,391.04998779296875,392.0,9688,2023-05-29
2023-06-05,428.2931213378906,430.95001220703125,454.0,390.1000061035156,398.0,95772,2023-06-05
2023-06-12,427.6470947265625,430.29998779296875,446.8500061035156,419.0,432.8999938964844,44515,2023-06-12
2023-06-19,419.5970764160156,422.20001220703125,440.1000061035156,420.0,430.29998779296875,22248,2023-06-19
2023-06-26,433.6598205566406,436.3500061035156,445.0,418.0,418.0,17689,2023-06-26
2023-07-03,453.13897705078125,455.95001220703125,465.0,432.25,439.20001220703125,40949,2023-07-03
2023-07-10,452.39361572265625,455.20001220703125,475.0,450.0,450.0,46876,2023-07-10
2023-07-17,464.51837158203125,467.3999938964844,480.0,445.0,462.8999938964844,33302,2023-07-17
2023-07-24,445.83428955078125,448.6000061035156,469.54998779296875,434.8500061035156,465.04998779296875,20023,2023-07-24
2023-07-31,482.2086486816406,485.20001220703125,499.3500061035156,442.29998779296875,445.0,68598,2023-07-31
2023-08-07,445.436767578125,448.20001220703125,475.0,443.0,474.6000061035156,63588,2023-08-07
2023-08-14,442.2068176269531,444.95001220703125,470.95001220703125,432.5,455.3500061035156,20784,2023-08-14
2023-08-21,443.2006530761719,445.95001220703125,470.0,442.1499938964844,445.29998779296875,20973,2023-08-21
2023-08-28,470.2329406738281,473.1499938964844,485.04998779296875,446.04998779296875,446.20001220703125,24038,2023-08-28
2023-09-04,461.18902587890625,464.04998779296875,489.0,454.29998779296875,456.0,19776,2023-09-04
2023-09-11,436.8897705078125,439.6000061035156,476.0,423.0,476.0,31693,2023-09-11
2023-09-18,440.7657165527344,443.5,454.95001220703125,437.1000061035156,437.1000061035156,5601,2023-09-18
2023-09-25,445.436767578125,448.20001220703125,452.5,429.70001220703125,444.1499938964844,17806,2023-09-25
2023-10-02,429.3863220214844,432.04998779296875,454.29998779296875,427.25,448.20001220703125,11327,2023-10-02
2023-10-09,428.98876953125,431.6499938964844,448.0,420.3500061035156,432.1499938964844,11285,2023-10-09
2023-10-16,447.5238037109375,450.29998779296875,459.3999938964844,425.04998779296875,432.04998779296875,22571,2023-10-16
2023-10-23,420.49151611328125,423.1000061035156,460.0,412.1000061035156,460.0,10427,2023-10-23
2023-10-30,417.0627746582031,419.6499938964844,447.79998779296875,410.5,420.95001220703125,18499,2023-10-30
2023-11-06,432.21875,434.8999938964844,450.54998779296875,417.25,429.70001220703125,26500,2023-11-06
2023-11-13,421.23687744140625,423.8500061035156,442.0,422.1000061035156,429.8999938964844,18644,2023-11-13
2023-11-20,424.7153015136719,427.3500061035156,437.79998779296875,419.8999938964844,423.6000061035156,14571,2023-11-20
2023-11-27,427.89556884765625,430.54998779296875,439.95001220703125,424.1000061035156,427.3500061035156,7673,2023-11-27
2023-12-04,493.73712158203125,496.79998779296875,545.0,428.1000061035156,430.8500061035156,166964,2023-12-04
2023-12-11,505.364990234375,508.5,524.6500244140625,492.1000061035156,505.0,59805,2023-12-11
2023-12-18,502.582275390625,505.70001220703125,514.9500122070312,473.75,511.0,25823,2023-12-18
2023-12-25,492.1470031738281,495.20001220703125,525.0,488.54998779296875,505.70001220703125,19643,2023-12-25
2024-01-01,509.9366149902344,513.0999755859375,524.0,495.0,495.79998779296875,23854,2024-01-01
2024-01-08,499.65045166015625,502.75,524.0,500.5,515.7000122070312,17862,2024-01-08
2024-01-15,514.4586181640625,517.6500244140625,555.0,501.25,502.75,94495,2024-01-15
2024-01-22,489.8114929199219,492.8500061035156,530.0,481.6499938964844,517.6500244140625,15005,2024-01-22
2024-01-29,497.1658630371094,500.25,514.4000244140625,485.0,495.20001220703125,16337,2024-01-29
2024-02-05,480.5688171386719,483.54998779296875,505.45001220703125,480.1000061035156,500.20001220703125,20395,2024-02-05
2024-02-12,468.2949523925781,471.20001220703125,485.95001220703125,461.20001220703125,480.29998779296875,14618,2024-02-12
2024-02-19,460.8908996582031,463.75,503.0,461.75,473.6000061035156,24130,2024-02-19
2024-02-26,477.18975830078125,480.1499938964844,505.0,451.29998779296875,459.1499938964844,43436,2024-02-26
2024-03-04,468.3446350097656,471.25,479.0,450.0,478.04998779296875,11327,2024-03-04
2024-03-11,426.0569763183594,428.70001220703125,473.6000061035156,424.0,473.6000061035156,20980,2024-03-11
2024-03-18,429.18756103515625,431.8500061035156,450.0,425.1000061035156,430.70001220703125,8803,2024-03-18
2024-03-25,417.7584533691406,420.3500061035156,449.8500061035156,417.0,431.8500061035156,24614,2024-03-25
2024-04-01,432.86474609375,435.54998779296875,455.8999938964844,418.20001220703125,422.29998779296875,20618,2024-04-01
2024-04-08,420.0442810058594,422.6499938964844,447.6000061035156,417.54998779296875,436.79998779296875,15582,2024-04-08
2024-04-15,447.12628173828125,449.8999938964844,454.54998779296875,418.54998779296875,418.70001220703125,11162,2024-04-15
2024-04-22,466.903564453125,469.79998779296875,478.70001220703125,427.1499938964844,448.0,28701,2024-04-22
2024-04-29,440.0700378417969,442.79998779296875,496.0,440.20001220703125,479.79998779296875,28285,2024-04-29
2024-05-06,463.12701416015625,466.0,487.29998779296875,432.5,445.04998779296875,64626,2024-05-06
2024-05-13,486.8796691894531,489.8999938964844,499.0,460.54998779296875,469.70001220703125,41482,2024-05-13
2024-05-20,473.5622863769531,476.5,492.29998779296875,467.0,483.45001220703125,17622,2024-05-20
2024-05-27,457.21368408203125,460.04998779296875,479.5,459.54998779296875,463.20001220703125,13741,2024-05-27
2024-06-03,464.6177673339844,467.5,475.0,435.79998779296875,465.0,14416,2024-06-03
2024-06-10,494.5321960449219,497.6000061035156,512.4000244140625,454.04998779296875,475.0,52202,2024-06-10
2024-06-17,558.087890625,561.5499877929688,579.0,497.6000061035156,497.6000061035156,150639,2024-06-17
2024-06-24,529.0679321289062,532.3499755859375,564.5,527.0999755859375,562.4500122070312,73000,2024-06-24
2024-07-01,515.8499145507812,519.0499877929688,552.7999877929688,514.0499877929688,528.5,66623,2024-07-01
2024-07-08,504.8680725097656,508.0,540.9000244140625,503.6499938964844,524.0,32671,2024-07-08
2024-07-15,523.4031372070312,526.6500244140625,563.0,503.79998779296875,517.0,93383,2024-07-15
2024-07-22,549.4912719726562,552.9000244140625,571.0,505.1000061035156,521.9000244140625,89410,2024-07-22
2024-07-29,593.3193969726562,597.0,615.5499877929688,536.5,555.7999877929688,309613,2024-07-29
2024-08-05,670.0931396484375,674.25,718.0,581.0,581.0,596328,2024-08-05
2024-08-12,714.368408203125,718.7999877929688,718.7999877929688,632.75,674.5999755859375,31774,2024-08-12
2024-08-19,742.7921752929688,747.4000244140625,774.0999755859375,685.0,754.0,44289,2024-08-19
2024-08-26,706.864990234375,711.25,735.0,703.4500122070312,732.4500122070312,7607,2024-08-26
2024-09-02,727.487060546875,732.0,732.0,695.0999755859375,705.0,17308,2024-09-02
2024-09-09,730.4685668945312,735.0,738.0,721.25,732.0,7432,2024-09-09
2024-09-16,717.0021362304688,721.4500122070312,742.0,720.0,725.0999755859375,16799,2024-09-16
2024-09-23,725.4993896484375,730.0,736.4000244140625,705.0,707.1500244140625,8104,2024-09-23
2024-09-30,718.5425415039062,723.0,765.0,694.0,765.0,11287,2024-09-30
2024-10-07,725.44970703125,729.9500122070312,739.9000244140625,673.1500244140625,723.0,21557,2024-10-07
2024-10-14,795.0181274414062,799.9500122070312,801.9000244140625,729.9500122070312,729.9500122070312,18210,2024-10-14
2024-10-21,735.437744140625,740.0,839.9000244140625,717.3499755859375,810.0,17762,2024-10-21
2024-10-28,742.4939575195312,747.0999755859375,753.75,691.0,717.3499755859375,5013,2024-10-28
2024-11-04,759.6375732421875,764.3499755859375,780.0,730.0,750.0,4365,2024-11-04
2024-11-11,710.8900146484375,715.2999877929688,770.0,711.0,770.0,6511,2024-11-11
2024-11-18,680.1307983398438,684.3499755859375,750.0,678.0,700.0499877929688,7502,2024-11-18
2024-11-25,685.6466674804688,689.9000244140625,722.4500122070312,670.0999755859375,700.0,6088,2024-11-25
2024-12-02,685.9447631835938,690.2000122070312,710.0,679.0,696.5999755859375,5082,2024-12-02
2024-12-09,741.9473266601562,746.5499877929688,824.0999755859375,680.0,699.5999755859375,135997,2024-12-09
2024-12-16,674.0684204101562,678.25,746.5999755859375,664.0,746.5499877929688,20204,2024-12-16
2024-12-23,689.37353515625,693.6500244140625,718.0,680.5999755859375,685.0499877929688,4084,2024-12-23
2024-12-30,659.4590454101562,663.5499877929688,697.2999877929688,645.0,697.2999877929688,23337,2024-12-30
2025-01-06,660.1051025390625,664.2000122070312,719.0,627.0,667.0,45314,2025-01-06
2025-01-13,627.2588500976562,631.1500244140625,664.2000122070312,600.0,664.2000122070312,12796,2025-01-13
2025-01-20,630.7373046875,634.6500244140625,662.0,594.5,594.5499877929688,4478,2025-01-20
2025-01-27,639.1351318359375,643.0999755859375,701.0,620.0499877929688,630.0999755859375,8638,2025-01-27
2025-02-03,647.384033203125,651.4000244140625,664.9500122070312,627.5499877929688,656.75,7863,2025-02-03
2025-02-10,617.270751953125,621.0999755859375,670.0499877929688,606.0,651.3499755859375,16157,2025-02-10
2025-02-17,638.7376098632812,642.7000122070312,689.4000244140625,621.0499877929688,639.4000244140625,4312,2025-02-17
2025-02-24,638.6879272460938,642.6500244140625,734.9000244140625,631.0999755859375,652.0,114263,2025-02-24
2025-03-03,661.9933471679688,666.0999755859375,700.0499877929688,620.0,659.7000122070312,12142,2025-03-03
2025-03-10,666.7637939453125,670.9000244140625,748.0,659.9500122070312,680.0,58351,2025-03-10
2025-03-17,651.9556274414062,656.0,697.0,640.0,670.9500122070312,14428,2025-03-17
2025-03-24,646.6500244140625,646.6500244140625,708.5,594.0,659.75,24567,2025-03-24
2025-03-31,636.25,636.25,666.5,615.0,646.6500244140625,10799,2025-03-31
2025-04-07,627.7000122070312,627.7000122070312,642.7999877929688,606.0999755859375,617.25,15518,2025-04-07
2025-04-14,701.7000122070312,701.7000122070312,722.0,627.3499755859375,633.4500122070312,28203,2025-04-14
2025-04-21,701.9500122070312,701.9500122070312,719.0,678.0999755859375,715.0,21679,2025-04-21
2025-04-28,689.2999877929688,689.2999877929688,742.5999755859375,688.4500122070312,690.0,34931,2025-04-28
2025-05-05,652.4000244140625,652.4000244140625,718.0,641.1500244140625,718.0,15319,2025-05-05
2025-05-12,659.75,659.75,672.9500122070312,623.0499877929688,665.0,31303,2025-05-12
2025-05-19,643.2000122070312,643.2000122070312,676.0499877929688,640.0499877929688,663.0999755859375,9196,2025-05-19
2025-05-26,650.4000244140625,650.4000244140625,672.0,643.25,650.3499755859375,6738,2025-05-26
2025-06-02,655.2000122070312,655.2000122070312,669.6500244140625,631.0499877929688,664.0,11866,2025-06-02
2025-06-09,651.7999877929688,651.7999877929688,673.9500122070312,634.0499877929688,673.9500122070312,4992,2025-06-09
2025-06-16,649.9500122070312,649.9500122070312,671.5499877929688,568.5999755859375,671.5499877929688,25171,2025-06-16
2025-06-23,651.25,651.25,666.75,615.0,625.4000244140625,23890,2025-06-23
2025-06-30,626.75,626.75,663.6500244140625,620.7999877929688,635.75,13067,2025-06-30
2025-07-07,615.9500122070312,615.9500122070312,641.5999755859375,610.0,641.5999755859375,9470,2025-07-07
2025-07-14,614.7999877929688,614.7999877929688,628.1500244140625,605.0,615.0,2125,2025-07-14
