Date,Adj Close_SILLYMONKS.NS,Close_SILLYMONKS.NS,High_SILLYMONKS.NS,Low_SILLYMONKS.NS,Open_SILLYMONKS.NS,Volume_SILLYMONKS.NS,Date
2021-03-01,22.0,22.0,24.0,21.399999618530273,23.5,19916,2021-03-01
2021-03-08,21.149999618530273,21.149999618530273,22.950000762939453,20.399999618530273,22.0,16467,2021-03-08
2021-03-15,19.350000381469727,19.350000381469727,22.0,19.0,21.149999618530273,24588,2021-03-15
2021-03-22,19.799999237060547,19.799999237060547,20.649999618530273,18.399999618530273,19.950000762939453,43903,2021-03-22
2021-03-29,19.600000381469727,19.600000381469727,20.75,18.0,19.799999237060547,7786,2021-03-29
2021-04-05,23.399999618530273,23.399999618530273,23.450000762939453,18.649999618530273,19.600000381469727,30620,2021-04-05
2021-04-12,23.450000762939453,23.450000762939453,24.399999618530273,21.25,24.399999618530273,2080,2021-04-12
2021-04-19,22.5,22.5,23.950000762939453,20.5,23.950000762939453,3532,2021-04-19
2021-04-26,21.0,21.0,22.450000762939453,21.0,21.399999618530273,3729,2021-04-26
2021-05-03,19.950000762939453,19.950000762939453,21.950000762939453,19.350000381469727,21.950000762939453,8567,2021-05-03
2021-05-10,20.0,20.0,21.75,19.5,20.899999618530273,3384,2021-05-10
2021-05-17,21.75,21.75,21.850000381469727,19.5,21.0,15420,2021-05-17
2021-05-24,25.200000762939453,25.200000762939453,25.899999618530273,20.75,22.799999237060547,36151,2021-05-24
2021-05-31,24.700000762939453,24.700000762939453,25.75,22.799999237060547,25.0,23093,2021-05-31
2021-06-07,23.399999618530273,23.399999618530273,25.899999618530273,21.799999237060547,25.899999618530273,49171,2021-06-07
2021-06-14,22.0,22.0,24.200000762939453,21.299999237060547,24.200000762939453,34978,2021-06-14
2021-06-21,22.0,22.0,23.0,21.799999237060547,23.0,16526,2021-06-21
2021-06-28,21.649999618530273,21.649999618530273,23.100000381469727,20.049999237060547,22.0,7375,2021-06-28
2021-07-05,22.850000381469727,22.850000381469727,23.450000762939453,20.5,21.649999618530273,11875,2021-07-05
2021-07-12,21.700000762939453,21.700000762939453,22.799999237060547,20.700000762939453,21.799999237060547,9897,2021-07-12
2021-07-19,21.950000762939453,21.950000762939453,22.700000762939453,20.299999237060547,22.350000381469727,10804,2021-07-19
2021-07-26,22.399999618530273,22.399999618530273,22.899999618530273,20.450000762939453,22.899999618530273,12178,2021-07-26
2021-08-02,19.850000381469727,19.850000381469727,22.399999618530273,18.049999237060547,22.399999618530273,61968,2021-08-02
2021-08-09,19.799999237060547,19.799999237060547,21.450000762939453,18.299999237060547,20.600000381469727,38098,2021-08-09
2021-08-16,19.549999237060547,19.549999237060547,21.350000381469727,18.049999237060547,20.5,54181,2021-08-16
2021-08-23,18.399999618530273,18.399999618530273,21.0,17.450000762939453,20.049999237060547,36260,2021-08-23
2021-08-30,22.100000381469727,22.100000381469727,24.25,17.799999237060547,19.0,150646,2021-08-30
2021-09-06,20.5,20.5,23.0,20.100000381469727,22.100000381469727,15618,2021-09-06
2021-09-13,19.799999237060547,19.799999237060547,21.799999237060547,19.350000381469727,21.5,40935,2021-09-13
2021-09-20,20.5,20.5,20.850000381469727,18.5,20.5,26668,2021-09-20
2021-09-27,21.899999618530273,21.899999618530273,23.0,19.549999237060547,21.5,34220,2021-09-27
2021-10-04,20.950000762939453,20.950000762939453,22.0,19.850000381469727,21.450000762939453,27597,2021-10-04
2021-10-11,21.850000381469727,21.850000381469727,22.799999237060547,20.549999237060547,21.5,55521,2021-10-11
2021-10-18,21.299999237060547,21.299999237060547,23.0,20.200000762939453,22.200000762939453,52800,2021-10-18
2021-10-25,21.450000762939453,21.450000762939453,22.0,19.899999618530273,21.0,20376,2021-10-25
2021-11-01,20.5,20.5,22.0,17.149999618530273,21.0,16570,2021-11-01
2021-11-08,30.75,30.75,32.79999923706055,19.25,20.649999618530273,1134102,2021-11-08
2021-11-15,28.399999618530273,28.399999618530273,32.400001525878906,27.350000381469727,29.5,146491,2021-11-15
2021-11-22,27.450000762939453,27.450000762939453,29.5,26.0,29.5,44985,2021-11-22
2021-11-29,22.600000381469727,22.600000381469727,26.899999618530273,22.549999237060547,26.899999618530273,43323,2021-11-29
2021-12-06,25.299999237060547,25.299999237060547,25.299999237060547,21.5,23.0,31326,2021-12-06
2021-12-13,24.700000762939453,24.700000762939453,27.450000762939453,24.100000381469727,26.549999237060547,28028,2021-12-13
2021-12-20,23.549999237060547,23.549999237060547,24.700000762939453,22.149999618530273,24.700000762939453,15969,2021-12-20
2021-12-27,24.0,24.0,24.75,22.299999237060547,22.549999237060547,31471,2021-12-27
2022-01-03,24.399999618530273,24.399999618530273,25.399999618530273,22.700000762939453,25.200000762939453,39306,2022-01-03
2022-01-10,23.899999618530273,23.899999618530273,24.899999618530273,22.700000762939453,24.399999618530273,104479,2022-01-10
2022-01-17,23.549999237060547,23.549999237060547,24.5,22.0,23.100000381469727,62093,2022-01-17
2022-01-24,23.200000762939453,23.200000762939453,24.0,21.100000381469727,24.0,29709,2022-01-24
2022-01-31,23.25,23.25,24.049999237060547,21.899999618530273,22.950000762939453,49143,2022-01-31
2022-02-07,22.75,22.75,24.799999237060547,21.850000381469727,23.25,61500,2022-02-07
2022-02-14,23.0,23.0,23.549999237060547,21.149999618530273,21.149999618530273,67386,2022-02-14
2022-02-21,23.200000762939453,23.200000762939453,25.399999618530273,21.700000762939453,23.0,136143,2022-02-21
2022-02-28,23.0,23.0,24.799999237060547,21.25,24.600000381469727,28022,2022-02-28
2022-03-07,24.450000762939453,24.450000762939453,26.700000762939453,21.700000762939453,22.5,150786,2022-03-07
2022-03-14,23.149999618530273,23.149999618530273,26.75,22.700000762939453,24.450000762939453,29190,2022-03-14
2022-03-21,21.549999237060547,21.549999237060547,24.950000762939453,19.25,23.950000762939453,193066,2022-03-21
2022-03-28,22.600000381469727,22.600000381469727,26.049999237060547,21.0,23.700000762939453,417129,2022-03-28
2022-04-04,24.200000762939453,24.200000762939453,27.75,22.5,23.200000762939453,199840,2022-04-04
2022-04-11,23.700000762939453,23.700000762939453,25.0,23.200000762939453,24.200000762939453,121421,2022-04-11
2022-04-18,22.350000381469727,22.350000381469727,24.399999618530273,21.350000381469727,23.049999237060547,75746,2022-04-18
2022-04-25,21.649999618530273,21.649999618530273,23.75,19.149999618530273,22.799999237060547,52041,2022-04-25
2022-05-02,21.700000762939453,21.700000762939453,22.149999618530273,20.049999237060547,20.25,17555,2022-05-02
2022-05-09,20.5,20.5,21.950000762939453,19.899999618530273,21.299999237060547,12908,2022-05-09
2022-05-16,19.799999237060547,19.799999237060547,21.149999618530273,19.0,21.149999618530273,12996,2022-05-16
2022-05-23,18.399999618530273,18.399999618530273,21.549999237060547,16.649999618530273,20.100000381469727,43516,2022-05-23
2022-05-30,18.100000381469727,18.100000381469727,18.950000762939453,17.549999237060547,18.799999237060547,10090,2022-05-30
2022-06-06,18.0,18.0,18.899999618530273,16.600000381469727,18.450000762939453,26747,2022-06-06
2022-06-13,21.0,21.0,25.399999618530273,16.399999618530273,17.950000762939453,832351,2022-06-13
2022-06-20,20.350000381469727,20.350000381469727,21.850000381469727,17.200000762939453,21.200000762939453,52357,2022-06-20
2022-06-27,18.0,18.0,20.299999237060547,16.75,19.700000762939453,54982,2022-06-27
2022-07-04,20.049999237060547,20.049999237060547,22.850000381469727,17.700000762939453,17.799999237060547,76703,2022-07-04
2022-07-11,19.25,19.25,20.100000381469727,18.5,20.100000381469727,26827,2022-07-11
2022-07-18,19.0,19.0,19.5,18.549999237060547,19.049999237060547,9630,2022-07-18
2022-07-25,19.850000381469727,19.850000381469727,22.799999237060547,18.600000381469727,19.350000381469727,339619,2022-07-25
2022-08-01,22.549999237060547,22.549999237060547,23.75,19.5,19.5,154876,2022-08-01
2022-08-08,21.700000762939453,21.700000762939453,23.049999237060547,21.049999237060547,22.950000762939453,37723,2022-08-08
2022-08-15,22.200000762939453,22.200000762939453,25.450000762939453,21.149999618530273,21.700000762939453,300253,2022-08-15
2022-08-22,22.75,22.75,23.75,21.799999237060547,22.549999237060547,35702,2022-08-22
2022-08-29,24.549999237060547,24.549999237060547,26.75,20.049999237060547,22.100000381469727,127836,2022-08-29
2022-09-05,23.149999618530273,23.149999618530273,24.950000762939453,23.0,24.950000762939453,29771,2022-09-05
2022-09-12,27.700000762939453,27.700000762939453,30.0,22.899999618530273,23.549999237060547,561436,2022-09-12
2022-09-19,25.950000762939453,25.950000762939453,32.900001525878906,25.549999237060547,27.950000762939453,435860,2022-09-19
2022-09-26,29.049999237060547,29.049999237060547,33.70000076293945,24.5,26.0,2900440,2022-09-26
2022-10-03,30.299999237060547,30.299999237060547,31.0,27.899999618530273,30.049999237060547,508155,2022-10-03
2022-10-10,28.950000762939453,28.950000762939453,31.25,27.25,29.149999618530273,122265,2022-10-10
2022-10-17,26.399999618530273,26.399999618530273,29.799999237060547,26.25,29.799999237060547,76685,2022-10-17
2022-10-24,28.649999618530273,28.649999618530273,29.799999237060547,25.149999618530273,26.799999237060547,131563,2022-10-24
2022-10-31,35.79999923706055,35.79999923706055,37.79999923706055,28.0,28.5,818488,2022-10-31
2022-11-07,36.70000076293945,36.70000076293945,37.79999923706055,34.25,36.0,209613,2022-11-07
2022-11-14,30.899999618530273,30.899999618530273,36.29999923706055,29.950000762939453,36.29999923706055,196609,2022-11-14
2022-11-21,30.100000381469727,30.100000381469727,31.850000381469727,27.950000762939453,31.850000381469727,48009,2022-11-21
2022-11-28,30.549999237060547,30.549999237060547,32.849998474121094,28.700000762939453,28.700000762939453,56250,2022-11-28
2022-12-05,32.20000076293945,32.20000076293945,33.599998474121094,29.75,29.75,152018,2022-12-05
2022-12-12,30.549999237060547,30.549999237060547,33.099998474121094,30.0,31.5,70737,2022-12-12
2022-12-19,27.950000762939453,27.950000762939453,31.799999237060547,27.950000762939453,31.450000762939453,47626,2022-12-19
2022-12-26,30.25,30.25,31.549999237060547,26.600000381469727,28.399999618530273,27203,2022-12-26
2023-01-02,28.450000762939453,28.450000762939453,30.799999237060547,28.100000381469727,30.25,32023,2023-01-02
2023-01-09,28.950000762939453,28.950000762939453,29.899999618530273,28.049999237060547,28.450000762939453,11635,2023-01-09
2023-01-16,28.549999237060547,28.549999237060547,30.399999618530273,27.799999237060547,28.149999618530273,27130,2023-01-16
2023-01-23,26.649999618530273,26.649999618530273,29.950000762939453,26.649999618530273,28.549999237060547,82185,2023-01-23
2023-01-30,24.5,24.5,27.299999237060547,23.75,25.399999618530273,41739,2023-01-30
2023-02-06,25.5,25.5,25.549999237060547,23.299999237060547,24.5,35380,2023-02-06
2023-02-13,21.700000762939453,21.700000762939453,26.100000381469727,21.700000762939453,24.350000381469727,42785,2023-02-13
2023-02-20,19.0,19.0,22.049999237060547,19.0,21.700000762939453,24348,2023-02-20
2023-02-27,19.700000762939453,19.700000762939453,20.549999237060547,18.100000381469727,18.100000381469727,24773,2023-02-27
2023-03-06,21.450000762939453,21.450000762939453,22.25,19.549999237060547,20.5,26040,2023-03-06
2023-03-13,17.950000762939453,17.950000762939453,21.600000381469727,17.299999237060547,21.299999237060547,42879,2023-03-13
2023-03-20,18.399999618530273,18.399999618530273,18.399999618530273,16.200000762939453,17.200000762939453,72781,2023-03-20
2023-03-27,16.0,16.0,19.299999237060547,15.800000190734863,19.25,43460,2023-03-27
2023-04-03,17.149999618530273,17.149999618530273,17.700000762939453,15.850000381469727,15.850000381469727,19489,2023-04-03
2023-04-10,17.649999618530273,17.649999618530273,18.399999618530273,17.0,17.600000381469727,21908,2023-04-10
2023-04-17,20.149999618530273,20.149999618530273,20.149999618530273,17.5,18.350000381469727,50910,2023-04-17
2023-04-24,20.950000762939453,20.950000762939453,24.350000381469727,20.299999237060547,21.799999237060547,265408,2023-04-24
2023-05-01,20.75,20.75,22.850000381469727,20.549999237060547,20.950000762939453,85852,2023-05-01
2023-05-08,19.0,19.0,20.899999618530273,18.149999618530273,19.799999237060547,129410,2023-05-08
2023-05-15,17.549999237060547,17.549999237060547,19.549999237060547,16.299999237060547,19.100000381469727,120189,2023-05-15
2023-05-22,16.25,16.25,18.399999618530273,15.699999809265137,18.399999618530273,117781,2023-05-22
2023-05-29,16.350000381469727,16.350000381469727,16.899999618530273,15.600000381469727,16.0,50381,2023-05-29
2023-06-05,15.800000190734863,15.800000190734863,16.549999237060547,15.350000381469727,16.0,121466,2023-06-05
2023-06-12,16.149999618530273,16.149999618530273,16.5,15.600000381469727,16.5,49688,2023-06-12
2023-06-19,15.5,15.5,16.149999618530273,15.0,16.149999618530273,81985,2023-06-19
2023-06-26,15.149999618530273,15.149999618530273,16.200000762939453,14.800000190734863,15.300000190734863,24959,2023-06-26
2023-07-03,14.800000190734863,14.800000190734863,15.699999809265137,14.5,15.699999809265137,31412,2023-07-03
2023-07-10,15.149999618530273,15.149999618530273,15.850000381469727,14.100000381469727,14.949999809265137,59221,2023-07-10
2023-07-17,17.200000762939453,17.200000762939453,17.299999237060547,14.649999618530273,15.0,105117,2023-07-17
2023-07-24,18.850000381469727,18.850000381469727,20.350000381469727,16.549999237060547,17.5,145324,2023-07-24
2023-07-31,18.450000762939453,18.450000762939453,19.0,17.399999618530273,18.850000381469727,53589,2023-07-31
2023-08-07,18.100000381469727,18.100000381469727,19.350000381469727,17.450000762939453,17.75,37039,2023-08-07
2023-08-14,17.549999237060547,17.549999237060547,18.950000762939453,17.100000381469727,18.950000762939453,11198,2023-08-14
2023-08-21,17.299999237060547,17.299999237060547,18.0,16.0,17.149999618530273,91490,2023-08-21
2023-08-28,19.700000762939453,19.700000762939453,21.200000762939453,16.850000381469727,17.299999237060547,135954,2023-08-28
2023-09-04,20.600000381469727,20.600000381469727,22.299999237060547,18.950000762939453,20.600000381469727,245872,2023-09-04
2023-09-11,17.649999618530273,17.649999618530273,19.600000381469727,16.899999618530273,19.600000381469727,23495,2023-09-11
2023-09-18,17.350000381469727,17.350000381469727,18.350000381469727,16.0,16.850000381469727,19581,2023-09-18
2023-09-25,17.549999237060547,17.549999237060547,18.799999237060547,16.549999237060547,16.549999237060547,2044,2023-09-25
2023-10-02,15.050000190734863,15.050000190734863,18.0,15.050000190734863,17.549999237060547,30375,2023-10-02
2023-10-09,16.350000381469727,16.350000381469727,16.799999237060547,14.649999618530273,15.0,61550,2023-10-09
2023-10-16,16.649999618530273,16.649999618530273,17.649999618530273,15.899999618530273,16.350000381469727,52868,2023-10-16
2023-10-23,16.350000381469727,16.350000381469727,17.299999237060547,15.350000381469727,16.450000762939453,12233,2023-10-23
2023-10-30,16.100000381469727,16.100000381469727,16.899999618530273,15.399999618530273,16.600000381469727,32011,2023-10-30
2023-11-06,15.600000381469727,15.600000381469727,16.5,15.050000190734863,16.5,68234,2023-11-06
2023-11-13,15.949999809265137,15.949999809265137,16.5,15.149999618530273,15.800000190734863,51022,2023-11-13
2023-11-20,15.600000381469727,15.600000381469727,16.600000381469727,15.5,16.600000381469727,31800,2023-11-20
2023-11-27,16.899999618530273,16.899999618530273,17.100000381469727,15.399999618530273,15.600000381469727,65543,2023-11-27
2023-12-04,20.850000381469727,20.850000381469727,23.0,17.0,17.399999618530273,349346,2023-12-04
2023-12-11,18.399999618530273,18.399999618530273,21.850000381469727,18.299999237060547,21.850000381469727,124187,2023-12-11
2023-12-18,18.200000762939453,18.200000762939453,18.899999618530273,17.0,18.399999618530273,40055,2023-12-18
2023-12-25,16.850000381469727,16.850000381469727,18.600000381469727,16.799999237060547,18.200000762939453,80806,2023-12-25
2024-01-01,18.0,18.0,18.75,16.350000381469727,17.200000762939453,133209,2024-01-01
2024-01-08,19.5,19.5,19.649999618530273,17.100000381469727,18.399999618530273,110031,2024-01-08
2024-01-15,19.049999237060547,19.049999237060547,20.25,18.0,19.5,96606,2024-01-15
2024-01-22,18.799999237060547,18.799999237060547,19.950000762939453,18.049999237060547,19.049999237060547,52840,2024-01-22
2024-01-29,21.899999618530273,21.899999618530273,21.899999618530273,18.049999237060547,18.799999237060547,241378,2024-01-29
2024-02-05,19.299999237060547,19.299999237060547,22.700000762939453,19.0,22.700000762939453,478575,2024-02-05
2024-02-12,17.600000381469727,17.600000381469727,19.5,17.0,18.549999237060547,447231,2024-02-12
2024-02-19,17.950000762939453,17.950000762939453,19.25,17.399999618530273,18.399999618530273,84551,2024-02-19
2024-02-26,17.200000762939453,17.200000762939453,18.450000762939453,16.5,18.450000762939453,102368,2024-02-26
2024-03-04,16.399999618530273,16.399999618530273,17.299999237060547,15.949999809265137,17.200000762939453,72528,2024-03-04
2024-03-11,15.25,15.25,16.75,14.25,16.75,79557,2024-03-11
2024-03-18,15.199999809265137,15.199999809265137,16.799999237060547,14.699999809265137,14.699999809265137,84322,2024-03-18
2024-03-25,13.25,13.25,15.300000190734863,13.25,15.199999809265137,115425,2024-03-25
2024-04-01,16.600000381469727,16.600000381469727,17.399999618530273,13.550000190734863,13.550000190734863,74871,2024-04-01
2024-04-08,16.100000381469727,16.100000381469727,17.450000762939453,15.149999618530273,16.899999618530273,69705,2024-04-08
2024-04-15,16.149999618530273,16.149999618530273,16.700000762939453,15.149999618530273,15.199999809265137,29119,2024-04-15
2024-04-22,16.450000762939453,16.450000762939453,17.899999618530273,15.649999618530273,16.549999237060547,54610,2024-04-22
2024-04-29,17.5,17.5,19.0,15.899999618530273,16.450000762939453,158657,2024-04-29
2024-05-06,16.149999618530273,16.149999618530273,17.75,16.0,17.5,34776,2024-05-06
2024-05-13,19.700000762939453,19.700000762939453,19.75,15.75,16.100000381469727,277290,2024-05-13
2024-05-20,19.5,19.5,21.799999237060547,18.75,18.850000381469727,331950,2024-05-20
2024-05-27,18.399999618530273,18.399999618530273,20.100000381469727,18.0,19.100000381469727,124920,2024-05-27
2024-06-03,19.049999237060547,19.049999237060547,20.0,16.799999237060547,18.0,135664,2024-06-03
2024-06-10,17.809999465942383,17.809999465942383,19.479999542236328,17.25,18.709999084472656,39053,2024-06-10
2024-06-17,18.43000030517578,18.43000030517578,19.469999313354492,16.549999237060547,17.809999465942383,215415,2024-06-17
2024-06-24,18.65999984741211,18.65999984741211,19.100000381469727,17.0,19.0,145541,2024-06-24
2024-07-01,17.389999389648438,17.389999389648438,19.100000381469727,16.25,18.670000076293945,109733,2024-07-01
2024-07-08,18.700000762939453,18.700000762939453,20.799999237060547,17.049999237060547,17.8799991607666,488002,2024-07-08
2024-07-15,18.190000534057617,18.190000534057617,19.969999313354492,17.510000228881836,18.989999771118164,37152,2024-07-15
2024-07-22,21.469999313354492,21.469999313354492,23.110000610351562,18.0,18.0,1310775,2024-07-22
2024-07-29,23.540000915527344,23.540000915527344,24.3700008392334,20.5,21.549999237060547,834027,2024-07-29
2024-08-05,21.6200008392334,21.6200008392334,23.540000915527344,21.200000762939453,23.540000915527344,151822,2024-08-05
2024-08-12,21.59000015258789,21.59000015258789,23.0,20.149999618530273,21.6200008392334,87181,2024-08-12
2024-08-19,25.020000457763672,25.020000457763672,25.020000457763672,20.510000228881836,21.989999771118164,384419,2024-08-19
2024-08-26,25.110000610351562,25.110000610351562,26.899999618530273,23.770000457763672,26.0,347086,2024-08-26
2024-09-02,24.290000915527344,24.290000915527344,25.75,23.75,25.610000610351562,73942,2024-09-02
2024-09-09,23.8700008392334,23.8700008392334,25.5,23.06999969482422,25.5,91404,2024-09-09
2024-09-16,23.719999313354492,23.719999313354492,24.969999313354492,21.920000076293945,23.649999618530273,55238,2024-09-16
2024-09-23,23.09000015258789,23.09000015258789,24.899999618530273,22.549999237060547,23.5,76341,2024-09-23
2024-09-30,22.75,22.75,23.600000381469727,21.0,22.6299991607666,39625,2024-09-30
2024-10-07,23.299999237060547,23.299999237060547,24.649999618530273,21.5,22.829999923706055,138796,2024-10-07
2024-10-14,23.290000915527344,23.290000915527344,24.780000686645508,22.90999984741211,24.399999618530273,175988,2024-10-14
2024-10-21,21.389999389648438,21.389999389648438,23.979999542236328,20.559999465942383,22.350000381469727,85344,2024-10-21
2024-10-28,23.329999923706055,23.329999923706055,24.219999313354492,20.75,20.75,28945,2024-10-28
2024-11-04,22.81999969482422,22.81999969482422,24.15999984741211,22.299999237060547,23.950000762939453,38322,2024-11-04
2024-11-11,21.25,21.25,23.940000534057617,21.25,23.5,32076,2024-11-11
2024-11-18,21.670000076293945,21.670000076293945,21.969999313354492,20.1200008392334,20.75,49294,2024-11-18
2024-11-25,21.770000457763672,21.770000457763672,22.75,21.1299991607666,22.75,48835,2024-11-25
2024-12-02,21.860000610351562,21.860000610351562,22.799999237060547,21.149999618530273,22.65999984741211,107011,2024-12-02
2024-12-09,21.360000610351562,21.360000610351562,23.0,20.709999084472656,21.860000610351562,113245,2024-12-09
2024-12-16,24.360000610351562,24.360000610351562,28.100000381469727,20.510000228881836,22.209999084472656,699892,2024-12-16
2024-12-23,24.600000381469727,24.600000381469727,26.75,23.40999984741211,24.850000381469727,207066,2024-12-23
2024-12-30,25.84000015258789,25.84000015258789,26.0,23.200000762939453,24.5,90957,2024-12-30
2025-01-06,23.520000457763672,23.520000457763672,27.100000381469727,23.3799991607666,27.100000381469727,52687,2025-01-06
2025-01-13,23.100000381469727,23.100000381469727,24.850000381469727,22.5,23.059999465942383,34227,2025-01-13
2025-01-20,22.8799991607666,22.8799991607666,24.3799991607666,22.579999923706055,23.149999618530273,34767,2025-01-20
2025-01-27,21.829999923706055,21.829999923706055,23.0,20.709999084472656,22.100000381469727,32796,2025-01-27
2025-02-03,21.479999542236328,21.479999542236328,21.969999313354492,20.309999465942383,21.799999237060547,32108,2025-02-03
2025-02-10,19.469999313354492,19.469999313354492,22.31999969482422,19.469999313354492,20.649999618530273,27617,2025-02-10
2025-02-17,18.170000076293945,18.170000076293945,19.100000381469727,17.0,18.610000610351562,36299,2025-02-17
2025-02-24,17.700000762939453,17.700000762939453,18.84000015258789,17.299999237060547,18.170000076293945,17584,2025-02-24
2025-03-03,18.079999923706055,18.079999923706055,18.43000030517578,16.65999984741211,16.899999618530273,30535,2025-03-03
2025-03-10,17.25,17.25,18.5,16.110000610351562,18.440000534057617,25625,2025-03-10
2025-03-17,16.729999542236328,16.729999542236328,18.889999389648438,15.819999694824219,18.8799991607666,30432,2025-03-17
2025-03-24,13.6899995803833,13.6899995803833,17.459999084472656,13.449999809265137,16.75,86764,2025-03-24
2025-03-31,14.970000267028809,14.970000267028809,16.579999923706055,13.6899995803833,13.6899995803833,33039,2025-03-31
2025-04-07,16.6200008392334,16.6200008392334,20.920000076293945,14.890000343322754,14.920000076293945,1249721,2025-04-07
2025-04-14,16.93000030517578,16.93000030517578,17.799999237060547,16.299999237060547,16.360000610351562,72142,2025-04-14
2025-04-21,15.34000015258789,15.34000015258789,17.450000762939453,14.050000190734863,17.450000762939453,107363,2025-04-21
2025-04-28,18.299999237060547,18.299999237060547,19.489999771118164,15.630000114440918,16.25,632255,2025-04-28
2025-05-05,16.110000610351562,16.110000610351562,18.469999313354492,15.199999809265137,17.450000762939453,225411,2025-05-05
2025-05-12,16.940000534057617,16.940000534057617,17.489999771118164,16.549999237060547,16.989999771118164,37994,2025-05-12
2025-05-19,16.479999542236328,16.479999542236328,17.25,16.010000228881836,17.0,32560,2025-05-19
2025-05-26,16.459999084472656,16.459999084472656,17.0,15.0,16.209999084472656,44267,2025-05-26
2025-06-02,15.729999542236328,15.729999542236328,16.670000076293945,15.25,16.670000076293945,35276,2025-06-02
2025-06-09,15.40999984741211,15.40999984741211,16.780000686645508,15.029999732971191,15.100000381469727,48541,2025-06-09
2025-06-16,16.799999237060547,16.799999237060547,19.0,15.199999809265137,15.300000190734863,820482,2025-06-16
2025-06-23,15.880000114440918,15.880000114440918,17.6200008392334,15.010000228881836,17.6200008392334,206905,2025-06-23
2025-06-30,16.329999923706055,16.329999923706055,18.399999618530273,15.520000457763672,16.18000030517578,361193,2025-06-30
2025-07-07,18.209999084472656,18.209999084472656,19.100000381469727,15.8100004196167,16.989999771118164,665853,2025-07-07
2025-07-14,17.899999618530273,17.899999618530273,19.420000076293945,17.799999237060547,18.84000015258789,217740,2025-07-14
