Date,Adj Close_CAMPUS.NS,Close_CAMPUS.NS,High_CAMPUS.NS,Low_CAMPUS.NS,Open_CAMPUS.NS,Volume_CAMPUS.NS,Date
2022-05-09,331.73321533203125,332.6000061035156,418.0,323.29998779296875,360.0,101778309,2022-05-09
2022-05-16,342.0562438964844,342.95001220703125,347.8999938964844,314.5,325.04998779296875,10814842,2022-05-16
2022-05-23,354.9226379394531,355.8500061035156,358.8999938964844,318.5,345.0,4932763,2022-05-23
2022-05-30,339.7123718261719,340.6000061035156,374.3999938964844,336.29998779296875,356.0,5849856,2022-05-30
2022-06-06,324.202880859375,325.04998779296875,339.79998779296875,318.5,335.1000061035156,3074586,2022-06-06
2022-06-13,308.8929138183594,309.70001220703125,327.95001220703125,305.8999938964844,320.0,1831265,2022-06-13
2022-06-20,327.3446960449219,328.20001220703125,335.95001220703125,297.1000061035156,308.8999938964844,1759204,2022-06-20
2022-06-27,336.1217346191406,337.0,342.29998779296875,319.6000061035156,331.1000061035156,1310052,2022-06-27
2022-07-04,355.0223693847656,355.95001220703125,368.1000061035156,331.95001220703125,336.0,2232010,2022-07-04
2022-07-11,367.1407165527344,368.1000061035156,390.0,351.3500061035156,351.6000061035156,2911781,2022-07-11
2022-07-18,378.7603454589844,379.75,387.0,369.0,370.0,1606210,2022-07-18
2022-07-25,439.15252685546875,440.29998779296875,459.95001220703125,381.54998779296875,382.45001220703125,11885175,2022-07-25
2022-08-01,412.7215881347656,413.79998779296875,450.0,408.5,439.95001220703125,4014966,2022-08-01
2022-08-08,434.2154541015625,435.3500061035156,438.8999938964844,404.29998779296875,411.25,4062802,2022-08-08
2022-08-15,489.3713073730469,490.6499938964844,501.5,414.1499938964844,435.3500061035156,11255313,2022-08-15
2022-08-22,485.78070068359375,487.04998779296875,517.9000244140625,475.0,489.75,7174369,2022-08-22
2022-08-29,493.46063232421875,494.75,510.25,462.25,480.1000061035156,3750702,2022-08-29
2022-09-05,493.1115417480469,494.3999938964844,504.1499938964844,473.1000061035156,496.95001220703125,2911105,2022-09-05
2022-09-12,552.3567504882812,553.7999877929688,568.5999755859375,493.6499938964844,497.0,9751434,2022-09-12
2022-09-19,595.9927368164062,597.5499877929688,617.0,550.0,558.0,9358475,2022-09-19
2022-09-26,570.0106201171875,571.5,600.0,500.0,595.1500244140625,4503040,2022-09-26
2022-10-03,596.9402465820312,598.5,608.7000122070312,562.5,575.4500122070312,2687620,2022-10-03
2022-10-10,588.312744140625,589.8499755859375,624.0,571.5999755859375,592.5499877929688,5402801,2022-10-10
2022-10-17,588.46240234375,590.0,639.2999877929688,575.5999755859375,588.6500244140625,6465544,2022-10-17
2022-10-24,557.74267578125,559.2000122070312,599.4500122070312,546.2999877929688,595.0,3347599,2022-10-24
2022-10-31,556.3961791992188,557.8499755859375,585.3499755859375,552.2000122070312,560.75,2737044,2022-10-31
2022-11-07,467.6780090332031,468.8999938964844,561.5,465.0,555.0,5313600,2022-11-07
2022-11-14,425.5879821777344,426.70001220703125,466.54998779296875,406.1499938964844,445.3500061035156,14482347,2022-11-14
2022-11-21,438.5541076660156,439.70001220703125,448.79998779296875,413.5,420.5,3760258,2022-11-21
2022-11-28,454.31292724609375,455.5,458.0,432.0,438.0,2438493,2022-11-28
2022-12-05,463.9876708984375,465.20001220703125,472.0,449.45001220703125,457.79998779296875,2765227,2022-12-05
2022-12-12,424.8898010253906,426.0,467.20001220703125,424.3999938964844,462.04998779296875,2572035,2022-12-12
2022-12-19,382.94940185546875,383.95001220703125,430.3999938964844,378.29998779296875,428.1499938964844,2851151,2022-12-19
2022-12-26,412.27276611328125,413.3500061035156,424.75,384.04998779296875,385.8999938964844,1596798,2022-12-26
2023-01-02,385.94158935546875,386.95001220703125,418.8999938964844,385.0,416.0,1514364,2023-01-02
2023-01-09,386.390380859375,387.3999938964844,393.5,374.54998779296875,388.8999938964844,1193835,2023-01-09
2023-01-16,401.9996032714844,403.04998779296875,416.45001220703125,383.8500061035156,387.3999938964844,2135894,2023-01-16
2023-01-23,394.41943359375,395.45001220703125,404.3500061035156,379.6000061035156,402.0,1063408,2023-01-23
2023-01-30,378.1120300292969,379.1000061035156,399.75,375.0,395.45001220703125,952655,2023-01-30
2023-02-06,419.0550537109375,420.1499938964844,424.70001220703125,363.29998779296875,376.79998779296875,3816674,2023-02-06
2023-02-13,373.6237487792969,374.6000061035156,420.0,352.20001220703125,420.0,4685734,2023-02-13
2023-02-20,405.14141845703125,406.20001220703125,410.0,360.1000061035156,376.5,4492998,2023-02-20
2023-02-27,404.0941467285156,405.1499938964844,417.8999938964844,394.0,400.0,6046965,2023-02-27
2023-03-06,401.2016906738281,402.25,413.8999938964844,391.54998779296875,409.0,1274003,2023-03-06
2023-03-13,372.8258361816406,373.79998779296875,402.25,367.20001220703125,402.25,2995931,2023-03-13
2023-03-20,337.6676940917969,338.54998779296875,388.5,335.1000061035156,374.0,38659197,2023-03-20
2023-03-27,332.4313659667969,333.29998779296875,341.45001220703125,310.95001220703125,341.45001220703125,5995944,2023-03-27
2023-04-03,334.3763122558594,335.25,337.1000061035156,328.1000061035156,333.0,1043619,2023-04-03
2023-04-10,337.81732177734375,338.70001220703125,346.6000061035156,328.95001220703125,338.3999938964844,3779646,2023-04-10
2023-04-17,351.3320007324219,352.25,368.70001220703125,337.29998779296875,337.8999938964844,6373828,2023-04-17
2023-04-24,355.52105712890625,356.45001220703125,359.3500061035156,349.8500061035156,351.8999938964844,1183189,2023-04-24
2023-05-01,359.7101135253906,360.6499938964844,368.0,355.0,356.45001220703125,1033940,2023-05-01
2023-05-08,365.8939514160156,366.8500061035156,379.8500061035156,359.79998779296875,362.0,2805391,2023-05-08
2023-05-15,353.6758728027344,354.6000061035156,368.25,347.3500061035156,368.25,1780050,2023-05-15
2023-05-22,359.011962890625,359.95001220703125,366.8999938964844,353.04998779296875,358.8500061035156,2060767,2023-05-22
2023-05-29,314.6279296875,315.45001220703125,364.75,300.5,364.75,9253795,2023-05-29
2023-06-05,318.3681335449219,319.20001220703125,321.8500061035156,314.3999938964844,318.5,3248914,2023-06-05
2023-06-12,321.2605895996094,322.1000061035156,325.5,317.04998779296875,320.95001220703125,1903617,2023-06-12
2023-06-19,313.8798828125,314.70001220703125,329.75,310.0,324.79998779296875,2721907,2023-06-19
2023-06-26,309.1921081542969,310.0,319.0,309.20001220703125,315.04998779296875,1947392,2023-06-26
