Date,Adj Close_CAMPUS.NS,Close_CAMPUS.NS,High_CAMPUS.NS,Low_CAMPUS.NS,Open_CAMPUS.NS,Volume_CAMPUS.NS,Date
2023-07-03,318.5675964355469,319.3999938964844,322.79998779296875,307.5,311.70001220703125,3222839,2023-07-03
2023-07-10,315.8746643066406,316.70001220703125,338.8999938964844,313.04998779296875,322.6000061035156,3536139,2023-07-10
2023-07-17,308.1947021484375,309.0,322.6000061035156,308.0,316.75,2802269,2023-07-17
2023-07-24,300.0160827636719,300.79998779296875,310.8500061035156,298.0,310.8500061035156,3917985,2023-07-24
2023-07-31,291.0395202636719,291.79998779296875,304.3500061035156,282.75,302.95001220703125,15043067,2023-07-31
2023-08-07,288.4961853027344,289.25,299.5,284.1499938964844,293.8500061035156,6720817,2023-08-07
2023-08-14,305.4518737792969,306.25,310.95001220703125,290.5,292.3999938964844,10367618,2023-08-14
2023-08-21,304.2550048828125,305.04998779296875,323.5,290.0,309.79998779296875,13842158,2023-08-21
2023-08-28,302.9584045410156,303.75,309.1499938964844,300.1000061035156,307.3999938964844,3806805,2023-08-28
2023-09-04,312.3837890625,313.20001220703125,315.5,294.70001220703125,303.0,10668070,2023-09-04
2023-09-11,300.8638610839844,301.6499938964844,317.75,296.04998779296875,316.5,7166953,2023-09-11
2023-09-18,292.9346008300781,293.70001220703125,302.70001220703125,292.20001220703125,302.0,2738290,2023-09-18
2023-09-25,287.9476318359375,288.70001220703125,295.8999938964844,287.79998779296875,295.79998779296875,2417483,2023-09-25
2023-10-02,287.1995849609375,287.95001220703125,298.8999938964844,286.6000061035156,288.70001220703125,3214960,2023-10-02
2023-10-09,285.2546691894531,286.0,292.5,282.0,286.29998779296875,3362597,2023-10-09
2023-10-16,292.4857482910156,293.25,305.25,286.29998779296875,288.0,8178697,2023-10-16
2023-10-23,268.0994567871094,268.79998779296875,292.75,263.8999938964844,292.54998779296875,5331278,2023-10-23
2023-10-30,269.3960876464844,270.1000061035156,273.70001220703125,264.1499938964844,269.79998779296875,2644293,2023-10-30
2023-11-06,258.1754150390625,258.8500061035156,272.25,237.8000030517578,271.70001220703125,13939671,2023-11-06
2023-11-13,260.1701965332031,260.8500061035156,269.04998779296875,255.5,263.0,3805926,2023-11-13
2023-11-20,272.83709716796875,273.54998779296875,282.45001220703125,260.6000061035156,261.0,6521227,2023-11-20
2023-11-27,275.2807312011719,276.0,285.5,270.04998779296875,273.54998779296875,4329402,2023-11-27
2023-12-04,272.83709716796875,273.54998779296875,287.8500061035156,271.95001220703125,279.8999938964844,4500988,2023-12-04
2023-12-11,273.0365905761719,273.75,278.54998779296875,269.0,275.0,2365549,2023-12-11
2023-12-18,279.81884765625,280.54998779296875,292.29998779296875,272.8500061035156,273.75,9486630,2023-12-18
2023-12-25,279.2204284667969,279.95001220703125,285.45001220703125,277.25,280.54998779296875,2059197,2023-12-25
2024-01-01,289.1445007324219,289.8999938964844,296.5,279.8999938964844,280.0,6673674,2024-01-01
2024-01-08,285.6535949707031,286.3999938964844,294.70001220703125,284.5,290.54998779296875,2893736,2024-01-08
2024-01-15,276.67706298828125,277.3999938964844,288.0,274.75,286.3999938964844,2211575,2024-01-15
2024-01-22,267.0522155761719,267.75,277.75,266.04998779296875,277.3999938964844,1096620,2024-01-22
2024-01-29,263.66107177734375,264.3500061035156,277.6499938964844,263.6000061035156,269.20001220703125,2321510,2024-01-29
2024-02-05,256.08087158203125,256.75,265.45001220703125,254.1999969482422,264.6000061035156,3366952,2024-02-05
2024-02-12,239.52413940429688,240.14999389648438,260.54998779296875,239.0,256.0,4309227,2024-02-12
2024-02-19,247.403564453125,248.0500030517578,275.79998779296875,241.60000610351562,243.39999389648438,38411299,2024-02-19
2024-02-26,244.21189880371094,244.85000610351562,253.4499969482422,242.0,249.9499969482422,3982727,2024-02-26
2024-03-04,246.1568145751953,246.8000030517578,259.20001220703125,244.10000610351562,248.3000030517578,4374785,2024-03-04
2024-03-11,231.6447296142578,232.25,248.25,219.14999389648438,247.0,17986427,2024-03-11
2024-03-18,224.26402282714844,224.85000610351562,234.35000610351562,219.85000610351562,231.75,4348138,2024-03-18
2024-03-25,213.9409942626953,214.5,226.35000610351562,213.0,224.85000610351562,3378572,2024-03-25
2024-04-01,236.1330108642578,236.75,239.14999389648438,215.60000610351562,215.60000610351562,4210475,2024-04-01
2024-04-08,236.53195190429688,237.14999389648438,241.8000030517578,230.64999389648438,238.5,2162332,2024-04-08
2024-04-15,234.68678283691406,235.3000030517578,246.85000610351562,226.89999389648438,229.0500030517578,5027174,2024-04-15
2024-04-22,250.79469299316406,251.4499969482422,257.0,232.3000030517578,236.89999389648438,5387916,2024-04-22
2024-04-29,247.5032958984375,248.14999389648438,255.8000030517578,245.25,253.3000030517578,2159959,2024-04-29
2024-05-06,249.1490020751953,249.8000030517578,263.95001220703125,239.0,250.0,9288451,2024-05-06
2024-05-13,255.78167724609375,256.45001220703125,260.8500061035156,241.0500030517578,249.89999389648438,3681129,2024-05-13
2024-05-20,255.18324279785156,255.85000610351562,266.79998779296875,253.14999389648438,257.95001220703125,3218493,2024-05-20
2024-05-27,276.627197265625,277.3500061035156,302.3500061035156,249.0,257.5,56130080,2024-05-27
2024-06-03,287.6484069824219,288.3999938964844,296.3999938964844,261.1000061035156,286.0,14589565,2024-06-03
2024-06-10,279.81884765625,280.54998779296875,295.75,279.95001220703125,289.0,3623230,2024-06-10
2024-06-17,285.10504150390625,285.8500061035156,294.25,277.0,280.54998779296875,4227410,2024-06-17
2024-06-24,290.8899230957031,291.6499938964844,306.3999938964844,280.79998779296875,286.8999938964844,10020643,2024-06-24
2024-07-01,293.2337951660156,294.0,305.6000061035156,288.20001220703125,293.25,6001399,2024-07-01
2024-07-08,293.483154296875,294.25,296.70001220703125,282.79998779296875,294.04998779296875,4740738,2024-07-08
2024-07-15,288.1969909667969,288.95001220703125,305.6000061035156,287.20001220703125,300.0,4389259,2024-07-15
2024-07-22,310.1396484375,310.95001220703125,313.8500061035156,275.70001220703125,283.3500061035156,9377607,2024-07-22
2024-07-29,309.54119873046875,310.3500061035156,320.3999938964844,306.95001220703125,313.70001220703125,6157080,2024-07-29
2024-08-05,293.0841979980469,293.8500061035156,305.5,291.6499938964844,302.0,3340355,2024-08-05
2024-08-12,277.8240661621094,278.54998779296875,297.8500061035156,274.95001220703125,291.8500061035156,3102395,2024-08-12
2024-08-19,283.50921630859375,284.25,290.95001220703125,276.3500061035156,279.0,2571550,2024-08-19
2024-08-26,277.6744689941406,278.3999938964844,286.1499938964844,276.29998779296875,284.8999938964844,2015969,2024-08-26
2024-09-02,277.87396240234375,278.6000061035156,295.79998779296875,273.04998779296875,279.20001220703125,3055666,2024-09-02
2024-09-09,322.9561462402344,323.79998779296875,345.1499938964844,272.0,279.0,25222688,2024-09-09
2024-09-16,356.5184631347656,357.45001220703125,360.0,317.8500061035156,326.3999938964844,17279636,2024-09-16
2024-09-23,350.4343566894531,351.3500061035156,371.8999938964844,344.1000061035156,358.20001220703125,8481074,2024-09-23
2024-09-30,320.86163330078125,321.70001220703125,351.75,318.45001220703125,346.29998779296875,3765831,2024-09-30
2024-10-07,314.6777648925781,315.5,332.95001220703125,307.20001220703125,332.0,6839395,2024-10-07
2024-10-14,301.0633544921875,301.8500061035156,319.75,295.04998779296875,317.70001220703125,3065091,2024-10-14
2024-10-21,283.80841064453125,284.54998779296875,304.79998779296875,277.0,302.8500061035156,2710922,2024-10-21
2024-10-28,302.70904541015625,303.5,304.3999938964844,278.29998779296875,286.0,2451133,2024-10-28
2024-11-04,303.2077331542969,304.0,320.95001220703125,286.20001220703125,307.3500061035156,4241973,2024-11-04
2024-11-11,273.8843688964844,274.6000061035156,323.0,273.5,306.0,3975173,2024-11-11
2024-11-18,260.7686462402344,261.45001220703125,277.95001220703125,255.25,274.0,2358302,2024-11-18
2024-11-25,284.0577697753906,284.79998779296875,288.3500061035156,263.75,265.5,2661225,2024-11-25
2024-12-02,301.21295166015625,302.0,309.0,282.0,287.8999938964844,2276670,2024-12-02
2024-12-09,290.98968505859375,291.75,310.6000061035156,287.6000061035156,302.95001220703125,3359554,2024-12-09
2024-12-16,286.0027160644531,286.75,305.8500061035156,280.20001220703125,290.04998779296875,2135582,2024-12-16
2024-12-23,314.97698974609375,315.79998779296875,318.3999938964844,279.0,289.20001220703125,4414881,2024-12-23
2024-12-30,307.0477294921875,307.8500061035156,337.6000061035156,305.20001220703125,319.5,12298668,2024-12-30
2025-01-06,284.15753173828125,284.8999938964844,318.0,277.54998779296875,308.0,3399362,2025-01-06
2025-01-13,279.5196533203125,280.25,287.6000061035156,263.45001220703125,281.20001220703125,3082625,2025-01-13
2025-01-20,269.94464111328125,270.6499938964844,282.75,266.54998779296875,281.45001220703125,2013018,2025-01-20
2025-01-27,291.18914794921875,291.95001220703125,313.8999938964844,257.0,267.5,11776002,2025-01-27
2025-02-03,274.383056640625,275.1000061035156,290.6499938964844,269.75,288.95001220703125,4278987,2025-02-03
2025-02-10,267.9000244140625,268.6000061035156,294.5,258.25,275.3999938964844,12324368,2025-02-10
2025-02-17,273.83447265625,274.54998779296875,294.0,236.85000610351562,236.85000610351562,5738973,2025-02-17
2025-02-24,260.6499938964844,260.6499938964844,284.5,254.39999389648438,271.3999938964844,2289546,2025-02-24
2025-03-03,264.25,264.25,270.8999938964844,246.1999969482422,260.70001220703125,3724001,2025-03-03
2025-03-10,248.0500030517578,248.0500030517578,265.5,246.5,265.0,2080236,2025-03-10
2025-03-17,241.89999389648438,241.89999389648438,255.64999389648438,240.6999969482422,248.85000610351562,3502004,2025-03-17
2025-03-24,230.5500030517578,230.5500030517578,250.0,224.75,242.5,5636918,2025-03-24
2025-03-31,239.74000549316406,239.74000549316406,244.85000610351562,228.5,230.5500030517578,2220871,2025-03-31
2025-04-07,238.30999755859375,238.30999755859375,243.9600067138672,210.0,211.47000122070312,1489597,2025-04-07
2025-04-14,243.0399932861328,243.0399932861328,245.86000061035156,233.25,238.30999755859375,2334556,2025-04-14
2025-04-21,242.60000610351562,242.60000610351562,252.1300048828125,239.5,243.89999389648438,1983433,2025-04-21
2025-04-28,239.92999267578125,239.92999267578125,247.16000366210938,238.0,241.25,1005697,2025-04-28
2025-05-05,240.42999267578125,240.42999267578125,247.35000610351562,236.0,240.33999633789062,1095273,2025-05-05
2025-05-12,258.3500061035156,258.3500061035156,260.0,245.0,245.0,1290703,2025-05-12
2025-05-19,273.70001220703125,273.70001220703125,279.739990234375,254.30999755859375,258.989990234375,3344643,2025-05-19
2025-05-26,291.67999267578125,291.67999267578125,296.95001220703125,269.510009765625,272.9599914550781,4331754,2025-05-26
2025-06-02,298.8500061035156,298.8500061035156,302.0,288.04998779296875,291.95001220703125,1888199,2025-06-02
2025-06-09,282.45001220703125,282.45001220703125,298.8999938964844,279.04998779296875,298.0,2186515,2025-06-09
2025-06-16,283.75,283.75,285.6000061035156,274.20001220703125,281.1499938964844,1142986,2025-06-16
2025-06-23,281.3500061035156,281.3500061035156,288.5,275.1000061035156,278.04998779296875,1572900,2025-06-23
2025-06-30,269.5,269.5,282.70001220703125,268.5,281.75,1073068,2025-06-30
2025-07-07,283.3999938964844,283.3999938964844,291.45001220703125,266.1000061035156,269.1000061035156,15070066,2025-07-07
2025-07-14,286.3500061035156,286.3500061035156,292.70001220703125,276.54998779296875,282.0,915882,2025-07-14
