Date,Adj Close_GENUSPOWER.NS,Close_GENUSPOWER.NS,High_GENUSPOWER.NS,Low_GENUSPOWER.NS,Open_GENUSPOWER.NS,Volume_GENUSPOWER.NS,Date
2020-07-13,24.489126205444336,24.950000762939453,26.450000762939453,24.649999618530273,26.0,505346,2020-07-13
2020-07-20,23.2131404876709,23.649999618530273,25.5,23.299999237060547,24.75,1331244,2020-07-20
2020-07-27,21.495464324951172,21.899999618530273,24.299999237060547,21.700000762939453,24.299999237060547,1007387,2020-07-27
2020-08-03,25.470657348632812,25.950000762939453,26.149999618530273,21.100000381469727,21.899999618530273,1953577,2020-08-03
2020-08-10,24.538204193115234,25.0,27.399999618530273,24.850000381469727,26.899999618530273,1011801,2020-08-10
2020-08-17,25.56880760192871,26.049999237060547,26.549999237060547,24.049999237060547,25.950000762939453,1236362,2020-08-17
2020-08-24,25.666961669921875,26.149999618530273,26.950000762939453,25.299999237060547,26.5,1355453,2020-08-24
2020-08-31,25.9614200592041,26.450000762939453,27.0,24.149999618530273,26.0,1446747,2020-08-31
2020-09-07,27.335559844970703,27.850000381469727,29.799999237060547,24.600000381469727,26.200000762939453,3389540,2020-09-07
2020-09-14,28.562471389770508,29.100000381469727,30.299999237060547,27.600000381469727,28.700000762939453,2540055,2020-09-14
2020-09-21,25.802331924438477,26.200000762939453,29.100000381469727,24.5,29.100000381469727,803689,2020-09-21
2020-09-28,28.60907554626465,29.049999237060547,29.600000381469727,26.299999237060547,26.899999618530273,740306,2020-09-28
2020-10-05,29.003005981445312,29.450000762939453,30.399999618530273,28.350000381469727,29.700000762939453,839858,2020-10-05
2020-10-12,28.0181827545166,28.450000762939453,29.75,28.0,28.899999618530273,947838,2020-10-12
2020-10-19,27.91969871520996,28.350000381469727,30.100000381469727,27.200000762939453,28.549999237060547,867237,2020-10-19
2020-10-26,26.688671112060547,27.100000381469727,27.899999618530273,26.299999237060547,27.5,774087,2020-10-26
2020-11-02,25.851573944091797,26.25,27.450000762939453,25.299999237060547,27.100000381469727,558083,2020-11-02
2020-11-09,26.097780227661133,26.5,26.899999618530273,25.450000762939453,26.5,378083,2020-11-09
2020-11-16,27.27956771850586,27.700000762939453,28.5,25.850000381469727,25.850000381469727,708960,2020-11-16
2020-11-23,28.80603790283203,29.25,29.950000762939453,27.25,27.700000762939453,1251861,2020-11-23
2020-11-30,32.44988250732422,32.95000076293945,34.0,29.100000381469727,29.25,2778537,2020-11-30
2020-12-07,33.73014831542969,34.25,35.70000076293945,31.5,34.0,2372209,2020-12-07
2020-12-14,34.27179718017578,34.79999923706055,38.45000076293945,33.5,34.25,2208503,2020-12-14
2020-12-21,38.16184997558594,38.75,39.70000076293945,29.049999237060547,35.349998474121094,2757750,2020-12-21
2020-12-28,38.99894714355469,39.599998474121094,42.5,38.5,38.849998474121094,2633582,2020-12-28
2021-01-04,37.472469329833984,38.04999923706055,41.04999923706055,37.849998474121094,39.54999923706055,1338738,2021-01-04
2021-01-11,35.74903106689453,36.29999923706055,39.5,35.400001525878906,37.29999923706055,1435999,2021-01-11
2021-01-18,33.533180236816406,34.04999923706055,37.70000076293945,33.349998474121094,36.0,1855072,2021-01-18
2021-01-25,34.12407684326172,34.650001525878906,36.04999923706055,32.29999923706055,34.5,2794821,2021-01-25
2021-02-01,37.27550506591797,37.849998474121094,39.0,33.79999923706055,35.400001525878906,3320845,2021-02-01
2021-02-08,39.245147705078125,39.849998474121094,40.0,35.70000076293945,37.900001525878906,2620614,2021-02-08
2021-02-15,37.57095718383789,38.150001525878906,40.349998474121094,37.79999923706055,40.349998474121094,1554779,2021-02-15
2021-02-22,37.373992919921875,37.95000076293945,39.5,36.79999923706055,38.20000076293945,1549183,2021-02-22
2021-03-01,43.72609329223633,44.400001525878906,46.70000076293945,37.20000076293945,38.70000076293945,5711029,2021-03-01
2021-03-08,51.75238800048828,52.54999923706055,55.349998474121094,44.70000076293945,45.79999923706055,9509839,2021-03-08
2021-03-15,51.161495208740234,51.95000076293945,58.95000076293945,47.45000076293945,53.0,4614517,2021-03-15
2021-03-22,48.4532356262207,49.20000076293945,53.70000076293945,46.0,51.79999923706055,1145222,2021-03-22
2021-03-29,49.881229400634766,50.650001525878906,51.150001525878906,47.400001525878906,49.20000076293945,777604,2021-03-29
2021-04-05,48.79792022705078,49.54999923706055,51.70000076293945,47.5,51.70000076293945,1372902,2021-04-05
2021-04-12,45.74497604370117,46.45000076293945,49.95000076293945,45.400001525878906,49.54999923706055,1087263,2021-04-12
2021-04-19,46.631309509277344,47.349998474121094,48.849998474121094,42.849998474121094,46.0,746001,2021-04-19
2021-04-26,45.449527740478516,46.150001525878906,49.150001525878906,46.0,47.599998474121094,652782,2021-04-26
2021-05-03,51.063011169433594,51.849998474121094,56.599998474121094,45.20000076293945,46.0,3146913,2021-05-03
2021-05-10,52.294036865234375,53.099998474121094,53.95000076293945,50.5,52.400001525878906,1396528,2021-05-10
2021-05-17,51.456939697265625,52.25,55.70000076293945,51.95000076293945,53.099998474121094,1413519,2021-05-17
2021-05-24,57.51359939575195,58.400001525878906,61.849998474121094,52.04999923706055,52.70000076293945,6487285,2021-05-24
2021-05-31,51.35845947265625,52.150001525878906,58.70000076293945,49.400001525878906,58.70000076293945,4793274,2021-05-31
2021-06-07,56.28257369995117,57.150001525878906,59.400001525878906,52.20000076293945,52.75,4413080,2021-06-07
2021-06-14,53.18037796020508,54.0,58.650001525878906,53.0,57.599998474121094,2025182,2021-06-14
2021-06-21,52.491004943847656,53.29999923706055,57.95000076293945,52.45000076293945,53.0,1953175,2021-06-21
2021-06-28,65.19520568847656,66.19999694824219,70.44999694824219,52.599998474121094,53.599998474121094,24432771,2021-06-28
2021-07-05,73.31997680664062,74.44999694824219,76.3499984741211,65.8499984741211,66.5999984741211,12364022,2021-07-05
2021-07-12,70.26703643798828,71.3499984741211,76.94999694824219,70.19999694824219,75.69999694824219,5201010,2021-07-12
2021-07-19,66.86940002441406,67.9000015258789,72.5,66.3499984741211,70.4000015258789,2791962,2021-07-19
2021-07-26,70.02082061767578,71.0999984741211,82.0,66.19999694824219,66.19999694824219,10698201,2021-07-26
2021-08-02,63.32405090332031,64.30000305175781,73.19999694824219,61.5,71.0999984741211,4647750,2021-08-02
2021-08-09,61.551368713378906,62.5,66.30000305175781,53.5,64.44999694824219,6401006,2021-08-09
2021-08-16,61.00971984863281,61.95000076293945,68.0,58.75,62.400001525878906,5949813,2021-08-16
2021-08-23,57.168907165527344,58.04999923706055,63.70000076293945,55.45000076293945,62.650001525878906,3834084,2021-08-23
2021-08-30,65.24444580078125,66.25,67.1500015258789,58.400001525878906,59.349998474121094,5246424,2021-08-30
2021-09-06,63.17632293701172,64.1500015258789,68.44999694824219,62.099998474121094,67.69999694824219,2127084,2021-09-06
2021-09-13,61.83903503417969,62.29999923706055,69.4000015258789,61.70000076293945,64.5,3911597,2021-09-13
2021-09-20,67.29833984375,67.80000305175781,70.69999694824219,59.29999923706055,61.25,5521006,2021-09-20
2021-09-27,72.8072738647461,73.3499984741211,74.0,66.0,69.4000015258789,5912599,2021-09-27
2021-10-04,75.9339599609375,76.5,81.9000015258789,74.05000305175781,74.5999984741211,7430300,2021-10-04
2021-10-11,82.78291320800781,83.4000015258789,85.44999694824219,76.19999694824219,77.19999694824219,8012065,2021-10-11
2021-10-18,71.4672622680664,72.0,94.1500015258789,71.5,84.19999694824219,12570415,2021-10-18
2021-10-25,66.75241088867188,67.25,73.4000015258789,63.29999923706055,72.9000015258789,6494376,2021-10-25
2021-11-01,64.46942138671875,64.94999694824219,67.0999984741211,61.75,64.0,3040159,2021-11-01
2021-11-08,66.25611114501953,66.75,68.0,63.25,65.44999694824219,3456189,2021-11-08
2021-11-15,65.11460876464844,65.5999984741211,67.19999694824219,62.599998474121094,66.80000305175781,1410692,2021-11-15
2021-11-22,69.63095092773438,70.1500015258789,78.19999694824219,62.599998474121094,65.5,6954399,2021-11-22
2021-11-29,65.95832061767578,66.44999694824219,70.9000015258789,65.19999694824219,70.9000015258789,2592372,2021-11-29
2021-12-06,72.31097412109375,72.8499984741211,75.30000305175781,65.9000015258789,66.69999694824219,3289516,2021-12-06
2021-12-13,67.645751953125,68.1500015258789,75.94999694824219,67.80000305175781,72.8499984741211,3639958,2021-12-13
2021-12-20,66.30574035644531,66.80000305175781,68.69999694824219,63.29999923706055,67.0,2871766,2021-12-20
2021-12-27,68.63835144042969,69.1500015258789,70.6500015258789,65.5,67.5,1724813,2021-12-27
2022-01-03,69.43242645263672,69.94999694824219,73.0999984741211,68.69999694824219,68.69999694824219,2904413,2022-01-03
2022-01-10,71.2191162109375,71.75,73.80000305175781,69.69999694824219,70.6500015258789,3111734,2022-01-10
2022-01-17,71.71541595458984,72.25,76.6500015258789,70.5,72.0,4542669,2022-01-17
2022-01-24,67.94352722167969,68.44999694824219,72.25,66.0,72.0999984741211,2743581,2022-01-24
2022-01-31,84.0236587524414,84.6500015258789,88.4000015258789,67.8499984741211,68.44999694824219,21533015,2022-01-31
2022-02-07,76.33100891113281,76.9000015258789,87.55000305175781,76.44999694824219,85.4000015258789,5393547,2022-02-07
2022-02-14,70.8717041015625,71.4000015258789,77.30000305175781,70.05000305175781,74.55000305175781,3059078,2022-02-14
2022-02-21,63.62571716308594,64.0999984741211,71.94999694824219,58.099998474121094,70.0,3769296,2022-02-21
2022-02-28,62.93090057373047,63.400001525878906,66.5,61.5,63.0,1559549,2022-02-28
2022-03-07,63.3775634765625,63.849998474121094,65.9000015258789,58.0,62.70000076293945,2455139,2022-03-07
2022-03-14,64.3205337524414,64.80000305175781,66.30000305175781,62.5,64.4000015258789,1468375,2022-03-14
2022-03-21,64.3205337524414,64.80000305175781,70.94999694824219,62.0,65.80000305175781,3330207,2022-03-21
2022-03-28,72.16207885742188,72.69999694824219,74.30000305175781,63.79999923706055,66.25,4767990,2022-03-28
2022-04-04,76.43026733398438,77.0,82.0,73.44999694824219,73.9000015258789,7398495,2022-04-04
2022-04-11,86.55479431152344,87.19999694824219,92.5999984741211,76.55000305175781,77.5999984741211,16431896,2022-04-11
2022-04-18,101.04676818847656,101.80000305175781,112.5,85.3499984741211,87.19999694824219,40398070,2022-04-18
2022-04-25,102.68455505371094,103.44999694824219,109.30000305175781,97.5999984741211,101.80000305175781,8352800,2022-04-25
2022-05-02,91.12076568603516,91.80000305175781,107.0,89.3499984741211,103.0,3601392,2022-05-02
2022-05-09,80.74807739257812,81.3499984741211,93.0999984741211,80.0,91.0,4094830,2022-05-09
2022-05-16,88.9866714477539,89.6500015258789,95.9000015258789,77.0999984741211,81.0,4765087,2022-05-16
2022-05-23,84.37107849121094,85.0,95.0,78.1500015258789,90.80000305175781,3486519,2022-05-23
2022-05-30,86.35627746582031,87.0,95.0,85.0999984741211,85.80000305175781,5356161,2022-05-30
2022-06-06,84.07329559326172,84.69999694824219,88.6500015258789,81.6500015258789,86.69999694824219,3085339,2022-06-06
