Date,Adj Close_BHEL.NS,Close_BHEL.NS,High_BHEL.NS,Low_BHEL.NS,Open_BHEL.NS,Volume_BHEL.NS,Date
2020-07-13,37.92237854003906,38.349998474121094,39.900001525878906,36.150001525878906,39.5,216508345,2020-07-13
2020-07-20,36.48855209350586,36.900001525878906,39.04999923706055,36.599998474121094,38.75,126726095,2020-07-20
2020-07-27,35.54914474487305,35.95000076293945,40.099998474121094,35.75,36.900001525878906,247435951,2020-07-27
2020-08-03,34.85694885253906,35.25,37.45000076293945,34.75,36.150001525878906,160154622,2020-08-03
2020-08-10,36.933528900146484,37.349998474121094,39.54999923706055,35.599998474121094,36.0,330385247,2020-08-10
2020-08-17,40.19673538208008,40.650001525878906,41.95000076293945,36.70000076293945,37.900001525878906,299000748,2020-08-17
2020-08-24,41.18558120727539,41.650001525878906,42.400001525878906,39.04999923706055,41.5,308743174,2020-08-24
2020-08-31,38.26848220825195,38.70000076293945,42.45000076293945,37.349998474121094,42.04999923706055,297430070,2020-08-31
2020-09-07,36.68631362915039,37.099998474121094,39.150001525878906,35.599998474121094,38.95000076293945,114514919,2020-09-07
2020-09-14,34.263641357421875,34.650001525878906,37.45000076293945,34.5,36.20000076293945,138530560,2020-09-14
2020-09-21,29.813814163208008,30.149999618530273,35.54999923706055,28.850000381469727,34.5,225921192,2020-09-21
2020-09-28,29.269947052001953,29.600000381469727,32.349998474121094,29.200000762939453,30.850000381469727,180300528,2020-09-28
2020-10-05,28.77552032470703,29.100000381469727,30.0,28.25,29.700000762939453,100539093,2020-10-05
2020-10-12,26.896709442138672,27.200000762939453,29.399999618530273,26.75,29.399999618530273,69268004,2020-10-12
2020-10-19,28.77552032470703,29.100000381469727,29.399999618530273,27.149999618530273,27.399999618530273,73267295,2020-10-19
2020-10-26,27.687786102294922,28.0,30.399999618530273,27.350000381469727,29.299999237060547,138484214,2020-10-26
2020-11-02,27.638343811035156,27.950000762939453,29.149999618530273,26.950000762939453,28.25,138421582,2020-11-02
