Date,Adj Close_SHREYANIND.NS,Close_SHREYANIND.NS,High_SHREYANIND.NS,Low_SHREYANIND.NS,Open_SHREYANIND.NS,Volume_SHREYANIND.NS,Date
2020-07-13,71.2966537475586,74.30000305175781,78.9000015258789,72.25,78.9000015258789,45207,2020-07-13
2020-07-20,70.28909301757812,73.25,77.0,70.6500015258789,75.0,63488,2020-07-20
2020-07-27,68.22599792480469,71.0999984741211,80.94999694824219,68.25,71.0,303470,2020-07-27
2020-08-03,74.94304656982422,78.0999984741211,80.19999694824219,70.3499984741211,70.9000015258789,91423,2020-08-03
2020-08-10,76.86219787597656,80.0999984741211,84.3499984741211,77.0,81.9000015258789,142986,2020-08-10
2020-08-17,87.70543670654297,91.4000015258789,99.44999694824219,79.0,80.0,676496,2020-08-17
2020-08-24,84.77871704101562,88.3499984741211,95.0,86.30000305175781,93.25,173862,2020-08-24
2020-08-31,77.15007781982422,80.4000015258789,91.9000015258789,79.0,88.3499984741211,77725,2020-08-31
2020-09-07,74.3193130493164,77.44999694824219,82.9000015258789,76.0,82.9000015258789,72338,2020-09-07
2020-09-14,76.23847198486328,79.44999694824219,82.5,76.19999694824219,78.1500015258789,80763,2020-09-14
2020-09-21,70.9128189086914,73.9000015258789,81.80000305175781,72.0,81.80000305175781,62476,2020-09-21
2020-09-28,72.30420684814453,75.3499984741211,79.0,73.1500015258789,74.1500015258789,27765,2020-09-28
2020-10-05,75.13496398925781,78.30000305175781,81.5,75.55000305175781,78.25,61124,2020-10-05
2020-10-12,69.32951354980469,72.25,79.0999984741211,71.0999984741211,77.8499984741211,39561,2020-10-12
2020-10-19,72.0163345336914,75.05000305175781,76.0,72.0999984741211,74.75,24652,2020-10-19
2020-10-26,69.71334838867188,72.6500015258789,76.8499984741211,72.0,75.4000015258789,31694,2020-10-26
2020-11-02,70.48100280761719,73.44999694824219,74.25,70.55000305175781,72.94999694824219,24948,2020-11-02
2020-11-09,67.17046356201172,70.0,74.19999694824219,68.19999694824219,73.9000015258789,80182,2020-11-09
2020-11-16,70.72090148925781,73.69999694824219,74.69999694824219,69.0,70.1500015258789,106293,2020-11-16
2020-11-23,75.13496398925781,78.30000305175781,79.5,71.5999984741211,73.0,225888,2020-11-23
2020-11-30,80.12477111816406,83.5,87.9000015258789,78.30000305175781,78.30000305175781,364467,2020-11-30
2020-12-07,82.09190368652344,85.55000305175781,93.3499984741211,82.0,82.0,448206,2020-12-07
2020-12-14,93.03108978271484,96.94999694824219,98.4000015258789,85.5,85.5999984741211,630977,2020-12-14
2020-12-21,84.49085235595703,88.05000305175781,99.69999694824219,78.8499984741211,97.44999694824219,516384,2020-12-21
2020-12-28,87.65745544433594,91.3499984741211,93.5,85.5999984741211,91.0,321391,2020-12-28
2021-01-04,84.2509536743164,87.80000305175781,94.0,87.0,92.0,191691,2021-01-04
2021-01-11,80.65254211425781,84.05000305175781,91.9000015258789,83.5,88.0999984741211,147124,2021-01-11
2021-01-18,78.39752197265625,81.69999694824219,87.6500015258789,80.25,84.1500015258789,81316,2021-01-18
2021-01-25,76.47836303710938,79.69999694824219,82.9000015258789,77.25,80.5999984741211,56804,2021-01-25
2021-02-01,78.30157470703125,81.5999984741211,87.0,79.0,79.0999984741211,131882,2021-02-01
2021-02-08,70.1931381225586,73.1500015258789,83.9000015258789,73.0,81.80000305175781,207692,2021-02-08
2021-02-15,76.52635192871094,79.75,82.9000015258789,72.05000305175781,73.19999694824219,293098,2021-02-15
2021-02-22,75.08698272705078,78.25,83.4000015258789,77.0,81.9000015258789,138421,2021-02-22
2021-03-01,84.34691619873047,87.9000015258789,95.44999694824219,78.05000305175781,78.05000305175781,436622,2021-03-01
2021-03-08,85.7862777709961,89.4000015258789,92.0,86.3499984741211,90.44999694824219,101920,2021-03-08
2021-03-15,99.65217590332031,103.8499984741211,117.5999984741211,88.5,89.0,2281281,2021-03-15
2021-03-22,100.65974426269531,104.9000015258789,115.94999694824219,100.0,104.69999694824219,401501,2021-03-22
2021-03-29,100.17994689941406,104.4000015258789,107.69999694824219,99.0999984741211,104.9000015258789,110089,2021-03-29
2021-04-05,95.28610229492188,99.30000305175781,104.0999984741211,96.6500015258789,104.05000305175781,96108,2021-04-05
2021-04-12,83.29137420654297,86.80000305175781,99.8499984741211,85.5,99.0,77698,2021-04-12
2021-04-19,78.73338317871094,82.05000305175781,85.8499984741211,79.0,83.0,68724,2021-04-19
2021-04-26,80.26870727539062,83.6500015258789,91.80000305175781,81.5,82.05000305175781,108493,2021-04-26
2021-05-03,88.0412826538086,91.75,98.0,82.25,84.44999694824219,552841,2021-05-03
2021-05-10,90.2003402709961,94.0,103.75,88.0,91.80000305175781,552948,2021-05-10
2021-05-17,90.0084228515625,93.80000305175781,97.30000305175781,88.94999694824219,95.69999694824219,354977,2021-05-17
2021-05-24,96.96536254882812,101.05000305175781,103.8499984741211,91.5,92.0,702746,2021-05-24
2021-05-31,100.37185668945312,104.5999984741211,107.75,95.4000015258789,101.5999984741211,692120,2021-05-31
2021-06-07,99.17239379882812,103.3499984741211,106.55000305175781,96.05000305175781,106.0,357519,2021-06-07
2021-06-14,97.58908081054688,101.69999694824219,114.0,98.30000305175781,103.3499984741211,807990,2021-06-14
2021-06-21,99.1244125366211,103.30000305175781,111.69999694824219,98.94999694824219,101.69999694824219,639566,2021-06-21
