Date,Adj Close_MAYURUNIQ.NS,Close_MAYURUNIQ.NS,High_MAYURUNIQ.NS,Low_MAYURUNIQ.NS,Open_MAYURUNIQ.NS,Volume_MAYURUNIQ.NS,Date
2020-07-13,223.86524963378906,227.85000610351562,231.4499969482422,217.0,229.0,163010,2020-07-13
2020-07-20,219.34567260742188,223.25,231.14999389648438,211.1999969482422,230.0,273405,2020-07-20
2020-07-27,214.6787567138672,218.5,225.0,210.14999389648438,223.0,173800,2020-07-27
2020-08-03,241.30482482910156,245.60000610351562,258.54998779296875,217.1999969482422,223.0,906496,2020-08-03
2020-08-10,247.1999053955078,251.60000610351562,255.14999389648438,217.64999389648438,247.9499969482422,625094,2020-08-10
2020-08-17,273.0890808105469,277.95001220703125,290.6000061035156,244.0,254.0,2192543,2020-08-17
2020-08-24,283.4545593261719,288.5,309.3999938964844,280.20001220703125,281.70001220703125,1501549,2020-08-24
2020-08-31,278.59112548828125,283.54998779296875,299.8999938964844,255.0,289.95001220703125,497611,2020-08-31
2020-09-07,270.6327819824219,275.45001220703125,285.6499938964844,262.0,281.75,187258,2020-09-07
2020-09-14,271.0257873535156,275.8500061035156,295.0,272.70001220703125,282.0,486382,2020-09-14
2020-09-21,248.67364501953125,253.10000610351562,278.79998779296875,242.0,278.0,295796,2020-09-21
2020-09-28,254.91259765625,259.45001220703125,272.8999938964844,250.0500030517578,257.29998779296875,170320,2020-09-28
2020-10-05,243.02423095703125,247.35000610351562,273.0,243.10000610351562,266.79998779296875,212346,2020-10-05
2020-10-12,239.48716735839844,243.75,252.0,231.0,247.0500030517578,271770,2020-10-12
2020-10-19,233.73947143554688,237.89999389648438,248.8000030517578,235.10000610351562,244.0,252596,2020-10-19
2020-10-26,237.96426391601562,242.1999969482422,247.0,227.64999389648438,244.6999969482422,785906,2020-10-26
2020-11-02,250.29478454589844,254.75,258.04998779296875,238.0,245.9499969482422,369931,2020-11-02
2020-11-09,260.26727294921875,264.8999938964844,278.5,232.89999389648438,251.1999969482422,1015479,2020-11-09
2020-11-16,267.1940002441406,271.95001220703125,278.1499938964844,260.5,263.1499938964844,834648,2020-11-16
2020-11-23,268.8642578125,273.6499938964844,279.8999938964844,261.1000061035156,276.6499938964844,410503,2020-11-23
2020-11-30,285.6160888671875,290.70001220703125,292.3999938964844,267.0,273.6499938964844,376400,2020-11-30
2020-12-07,277.5103759765625,282.45001220703125,298.5,267.0,290.70001220703125,613504,2020-12-07
2020-12-14,291.1181640625,296.29998779296875,312.0,282.6000061035156,283.8999938964844,560482,2020-12-14
2020-12-21,282.1772766113281,287.20001220703125,296.25,251.10000610351562,296.25,277634,2020-12-21
2020-12-28,299.3221130371094,304.6499938964844,326.6000061035156,287.3999938964844,290.0,1148164,2020-12-28
2021-01-04,303.35040283203125,308.75,317.6000061035156,299.0,306.6499938964844,461702,2021-01-04
2021-01-11,291.3146667480469,296.5,319.0,291.5,310.29998779296875,359510,2021-01-11
2021-01-18,286.5986328125,291.70001220703125,312.25,271.79998779296875,296.0,359386,2021-01-18
2021-01-25,274.5137023925781,279.3999938964844,295.45001220703125,273.5,293.20001220703125,386693,2021-01-25
2021-02-01,313.421142578125,319.0,331.0,278.0,280.0,690513,2021-02-01
2021-02-08,376.1053771972656,382.79998779296875,390.0,310.29998779296875,317.3999938964844,1226957,2021-02-08
2021-02-15,431.8628845214844,439.54998779296875,478.79998779296875,392.1499938964844,430.0,3930481,2021-02-15
2021-02-22,408.6756591796875,415.95001220703125,453.8500061035156,410.0,445.0,383236,2021-02-22
2021-03-01,406.5141296386719,413.75,428.8999938964844,410.6499938964844,424.6499938964844,289838,2021-03-01
2021-03-08,422.33258056640625,429.8500061035156,470.0,405.0,421.70001220703125,2141769,2021-03-08
2021-03-15,408.47918701171875,415.75,433.8999938964844,392.1000061035156,430.0,596886,2021-03-15
2021-03-22,400.1278076171875,407.25,439.0,391.1499938964844,415.0,399411,2021-03-22
2021-03-29,408.822998046875,416.1000061035156,428.1499938964844,407.25,407.25,113462,2021-03-29
2021-04-05,407.98785400390625,415.25,434.45001220703125,376.70001220703125,412.0,413855,2021-04-05
2021-04-12,414.57073974609375,421.95001220703125,425.0,383.0,410.0,356804,2021-04-12
2021-04-19,407.5948791503906,414.8500061035156,416.75,393.1000061035156,407.3999938964844,221472,2021-04-19
2021-04-26,429.2592468261719,436.8999938964844,510.0,415.5,415.5,2292055,2021-04-26
2021-05-03,444.3899230957031,452.29998779296875,481.0,424.75,424.75,686833,2021-05-03
2021-05-10,418.7955017089844,426.25,456.6000061035156,417.6499938964844,453.3999938964844,191695,2021-05-10
2021-05-17,424.7397155761719,432.29998779296875,442.75,428.45001220703125,428.5,168350,2021-05-17
2021-05-24,429.11187744140625,436.75,450.0,427.0,436.0,207187,2021-05-24
2021-05-31,478.1883544921875,486.70001220703125,490.0,434.04998779296875,437.0,683370,2021-05-31
2021-06-07,498.62457275390625,507.5,531.7000122070312,472.0,490.0,1875101,2021-06-07
2021-06-14,480.6937561035156,489.25,520.0,470.75,520.0,529221,2021-06-14
2021-06-21,505.993408203125,515.0,530.0,475.95001220703125,480.5,539821,2021-06-21
2021-06-28,501.965087890625,510.8999938964844,529.2000122070312,505.54998779296875,519.0,453143,2021-06-28
2021-07-05,502.3089904785156,511.25,546.0,501.54998779296875,511.3999938964844,663552,2021-07-05
2021-07-12,484.7256774902344,491.3999938964844,526.0,488.0,512.0499877929688,392676,2021-07-12
2021-07-19,481.86505126953125,488.5,509.1499938964844,485.0,495.0,225075,2021-07-19
2021-07-26,500.1631164550781,507.04998779296875,533.2999877929688,484.25,488.5,667598,2021-07-26
2021-08-02,504.3553771972656,511.29998779296875,543.7000122070312,497.0,518.9500122070312,987352,2021-08-02
2021-08-09,490.00299072265625,496.75,524.0,466.0,496.0,474455,2021-08-09
2021-08-16,484.97222900390625,491.6499938964844,507.20001220703125,472.04998779296875,501.0,206057,2021-08-16
2021-08-23,461.79144287109375,468.1499938964844,493.3999938964844,446.75,492.0,345040,2021-08-23
2021-08-30,471.5569763183594,478.04998779296875,488.3500061035156,461.54998779296875,468.0,216676,2021-08-30
2021-09-06,474.7135009765625,481.25,494.0,466.04998779296875,478.04998779296875,187012,2021-09-06
2021-09-13,471.16241455078125,477.6499938964844,492.75,475.5,483.70001220703125,189112,2021-09-13
2021-09-20,461.2489318847656,467.6000061035156,509.0,463.6000061035156,477.0,914147,2021-09-20
2021-09-27,455.7742919921875,462.04998779296875,477.0,428.79998779296875,465.1499938964844,595507,2021-09-27
2021-10-04,465.98370361328125,472.3999938964844,478.29998779296875,461.0,464.3999938964844,279414,2021-10-04
2021-10-11,471.6556396484375,478.1499938964844,484.79998779296875,471.5,473.0,310610,2021-10-11
2021-10-18,436.29254150390625,442.29998779296875,485.95001220703125,435.0,485.3999938964844,255468,2021-10-18
2021-10-25,427.6613464355469,433.54998779296875,453.25,420.1000061035156,446.70001220703125,180200,2021-10-25
2021-11-01,425.9351806640625,431.79998779296875,446.5,424.04998779296875,446.5,81899,2021-11-01
2021-11-08,476.9822692871094,483.54998779296875,509.0,430.54998779296875,432.04998779296875,635567,2021-11-08
2021-11-15,467.3647155761719,473.79998779296875,493.3999938964844,447.29998779296875,490.0,260590,2021-11-15
2021-11-22,464.947998046875,471.3500061035156,496.0,449.5,481.70001220703125,387925,2021-11-22
2021-11-29,506.1308898925781,513.0999755859375,528.7000122070312,454.0,470.3500061035156,632711,2021-11-29
2021-12-06,606.2523193359375,614.5999755859375,622.0,500.54998779296875,515.0,2903936,2021-12-06
