Date,Adj Close_MAHASTEEL.NS,Close_MAHASTEEL.NS,High_MAHASTEEL.NS,Low_MAHASTEEL.NS,Open_MAHASTEEL.NS,Volume_MAHASTEEL.NS,Date
2020-11-30,93.8499984741211,93.8499984741211,100.9000015258789,92.1500015258789,98.30000305175781,89925,2020-11-30
2020-12-07,100.4000015258789,100.4000015258789,106.30000305175781,94.0,95.5,315651,2020-12-07
2020-12-14,96.0,96.0,103.9000015258789,94.5,103.9000015258789,87433,2020-12-14
2020-12-21,97.19999694824219,97.19999694824219,99.80000305175781,88.19999694824219,96.0,75564,2020-12-21
2020-12-28,97.3499984741211,97.3499984741211,99.19999694824219,95.4000015258789,99.19999694824219,40410,2020-12-28
2021-01-04,104.4000015258789,104.4000015258789,109.4000015258789,93.19999694824219,96.25,397994,2021-01-04
2021-01-11,124.55000305175781,124.55000305175781,130.3000030517578,104.4000015258789,104.4000015258789,519008,2021-01-11
2021-01-18,112.75,112.75,128.5500030517578,110.0,125.5,239070,2021-01-18
2021-01-25,104.8499984741211,104.8499984741211,117.0,99.19999694824219,113.5,61386,2021-01-25
2021-02-01,112.05000305175781,112.05000305175781,115.4000015258789,100.19999694824219,105.9000015258789,105842,2021-02-01
2021-02-08,105.1500015258789,105.1500015258789,114.69999694824219,100.55000305175781,114.69999694824219,53677,2021-02-08
2021-02-15,98.80000305175781,98.80000305175781,105.1500015258789,98.0,105.1500015258789,57965,2021-02-15
2021-02-22,98.05000305175781,98.05000305175781,100.94999694824219,88.25,99.8499984741211,74852,2021-02-22
2021-03-01,93.0999984741211,93.0999984741211,99.5999984741211,92.0,99.5999984741211,75203,2021-03-01
2021-03-08,88.05000305175781,88.05000305175781,94.80000305175781,85.19999694824219,93.0999984741211,84296,2021-03-08
2021-03-15,76.0,76.0,87.55000305175781,73.0,87.55000305175781,69623,2021-03-15
2021-03-22,72.80000305175781,72.80000305175781,81.69999694824219,72.30000305175781,79.0,42190,2021-03-22
2021-03-29,86.1500015258789,86.1500015258789,90.5,72.80000305175781,72.80000305175781,403444,2021-03-29
2021-04-05,86.6500015258789,86.6500015258789,89.0,80.5,84.05000305175781,240360,2021-04-05
2021-04-12,78.0999984741211,78.0999984741211,86.0,75.19999694824219,86.0,116030,2021-04-12
2021-04-19,79.8499984741211,79.8499984741211,81.0,72.6500015258789,78.0999984741211,45937,2021-04-19
2021-04-26,92.69999694824219,92.69999694824219,104.75,78.5999984741211,79.8499984741211,912659,2021-04-26
2021-05-03,91.9000015258789,91.9000015258789,106.0,87.5,89.19999694824219,164117,2021-05-03
2021-05-10,92.0,92.0,99.0,90.19999694824219,93.80000305175781,374212,2021-05-10
2021-05-17,87.75,87.75,93.80000305175781,87.0,93.80000305175781,101321,2021-05-17
2021-05-24,88.44999694824219,88.44999694824219,92.94999694824219,85.30000305175781,88.8499984741211,128596,2021-05-24
2021-05-31,92.3499984741211,92.3499984741211,94.44999694824219,84.94999694824219,90.0,195963,2021-05-31
2021-06-07,95.80000305175781,95.80000305175781,98.19999694824219,87.5,93.8499984741211,348518,2021-06-07
2021-06-14,92.30000305175781,92.30000305175781,104.69999694824219,89.0,96.0,566454,2021-06-14
2021-06-21,96.25,96.25,97.44999694824219,88.6500015258789,90.0,257586,2021-06-21
2021-06-28,94.4000015258789,94.4000015258789,102.0,92.25,97.3499984741211,256204,2021-06-28
2021-07-05,91.75,91.75,95.69999694824219,87.5,95.69999694824219,255574,2021-07-05
2021-07-12,89.44999694824219,89.44999694824219,93.5,88.0,93.0,154323,2021-07-12
2021-07-19,108.30000305175781,108.30000305175781,115.0,86.5,89.44999694824219,2241894,2021-07-19
2021-07-26,111.55000305175781,111.55000305175781,119.3499984741211,104.25,108.9000015258789,1302413,2021-07-26
2021-08-02,105.75,105.75,116.80000305175781,103.30000305175781,112.80000305175781,508607,2021-08-02
2021-08-09,103.1500015258789,103.1500015258789,108.4000015258789,95.1500015258789,106.8499984741211,370997,2021-08-09
2021-08-16,90.5999984741211,90.5999984741211,103.5,90.25,102.1500015258789,150325,2021-08-16
2021-08-23,89.5,89.5,94.0,86.6500015258789,92.44999694824219,144528,2021-08-23
2021-08-30,97.80000305175781,97.80000305175781,98.5,89.55000305175781,89.55000305175781,291544,2021-08-30
2021-09-06,93.30000305175781,93.30000305175781,98.4000015258789,92.19999694824219,98.4000015258789,218016,2021-09-06
2021-09-13,92.5,92.5,97.9000015258789,91.25,93.30000305175781,332859,2021-09-13
2021-09-20,91.1500015258789,91.1500015258789,94.19999694824219,89.5999984741211,93.5,110389,2021-09-20
2021-09-27,93.8499984741211,93.8499984741211,96.9000015258789,89.1500015258789,91.9000015258789,371347,2021-09-27
2021-10-04,91.9000015258789,91.9000015258789,95.8499984741211,91.5,94.75,147654,2021-10-04
2021-10-11,91.94999694824219,91.94999694824219,93.0,90.0,92.94999694824219,144328,2021-10-11
2021-10-18,88.3499984741211,88.3499984741211,93.5,88.0,93.4000015258789,118178,2021-10-18
2021-10-25,87.44999694824219,87.44999694824219,93.4000015258789,84.0,88.6500015258789,200763,2021-10-25
2021-11-01,88.3499984741211,88.3499984741211,91.0,87.25,89.44999694824219,34015,2021-11-01
2021-11-08,90.30000305175781,90.30000305175781,91.9000015258789,87.05000305175781,91.8499984741211,129745,2021-11-08
2021-11-15,86.25,86.25,91.55000305175781,85.5999984741211,91.55000305175781,51840,2021-11-15
2021-11-22,82.4000015258789,82.4000015258789,86.30000305175781,80.3499984741211,86.25,80520,2021-11-22
2021-11-29,79.30000305175781,79.30000305175781,82.80000305175781,77.0,82.4000015258789,61420,2021-11-29
2021-12-06,83.6500015258789,83.6500015258789,86.1500015258789,79.0,83.9000015258789,74100,2021-12-06
2021-12-13,79.55000305175781,79.55000305175781,85.5,79.30000305175781,85.5,54486,2021-12-13
2021-12-20,80.8499984741211,80.8499984741211,82.0,77.0999984741211,81.1500015258789,55017,2021-12-20
2021-12-27,84.25,84.25,85.0,76.0,81.69999694824219,165256,2021-12-27
2022-01-03,83.0,83.0,87.80000305175781,82.05000305175781,86.30000305175781,147827,2022-01-03
2022-01-10,82.8499984741211,82.8499984741211,84.69999694824219,80.0,84.69999694824219,128477,2022-01-10
2022-01-17,85.80000305175781,85.80000305175781,93.0,81.69999694824219,81.69999694824219,317349,2022-01-17
2022-01-24,83.3499984741211,83.3499984741211,85.9000015258789,77.6500015258789,85.80000305175781,59446,2022-01-24
2022-01-31,83.1500015258789,83.1500015258789,86.0999984741211,80.19999694824219,85.0,70462,2022-01-31
2022-02-07,80.0,80.0,90.0,72.19999694824219,90.0,194394,2022-02-07
2022-02-14,77.4000015258789,77.4000015258789,83.4000015258789,76.55000305175781,77.19999694824219,84921,2022-02-14
2022-02-21,71.5,71.5,79.69999694824219,65.80000305175781,78.0,102472,2022-02-21
2022-02-28,69.80000305175781,69.80000305175781,75.0,69.0,72.25,64528,2022-02-28
2022-03-07,76.1500015258789,76.1500015258789,77.94999694824219,68.19999694824219,69.5999984741211,69318,2022-03-07
2022-03-14,72.75,72.75,77.5,70.3499984741211,75.0,67475,2022-03-14
2022-03-21,71.4000015258789,71.4000015258789,74.9000015258789,70.19999694824219,74.5,98694,2022-03-21
2022-03-28,71.44999694824219,71.44999694824219,73.80000305175781,69.25,72.5999984741211,118577,2022-03-28
2022-04-04,84.30000305175781,84.30000305175781,88.69999694824219,71.5,72.9000015258789,225489,2022-04-04
2022-04-11,89.19999694824219,89.19999694824219,91.5,82.05000305175781,84.94999694824219,303042,2022-04-11
2022-04-18,87.55000305175781,87.55000305175781,93.9000015258789,83.0999984741211,90.94999694824219,170048,2022-04-18
2022-04-25,80.75,80.75,89.44999694824219,80.30000305175781,89.25,92868,2022-04-25
2022-05-02,75.0,75.0,83.0,74.4000015258789,80.55000305175781,57873,2022-05-02
2022-05-09,66.75,66.75,79.9000015258789,65.0,75.4000015258789,150350,2022-05-09
2022-05-16,69.19999694824219,69.19999694824219,74.19999694824219,61.29999923706055,66.75,141184,2022-05-16
2022-05-23,66.0999984741211,66.0999984741211,70.55000305175781,65.05000305175781,70.55000305175781,49916,2022-05-23
2022-05-30,66.5,66.5,72.0,65.05000305175781,67.05000305175781,69783,2022-05-30
2022-06-06,66.25,66.25,68.6500015258789,65.05000305175781,67.69999694824219,31869,2022-06-06
2022-06-13,70.6500015258789,70.6500015258789,73.69999694824219,60.5,66.0,280959,2022-06-13
2022-06-20,61.099998474121094,61.099998474121094,73.0,59.650001525878906,69.55000305175781,144081,2022-06-20
2022-06-27,61.29999923706055,61.29999923706055,63.150001525878906,60.0,61.0,63387,2022-06-27
2022-07-04,63.349998474121094,63.349998474121094,64.9000015258789,60.45000076293945,62.45000076293945,76044,2022-07-04
2022-07-11,63.900001525878906,63.900001525878906,69.8499984741211,61.79999923706055,63.400001525878906,61991,2022-07-11
2022-07-18,67.9000015258789,67.9000015258789,71.94999694824219,64.05000305175781,65.1500015258789,96815,2022-07-18
2022-07-25,64.75,64.75,69.19999694824219,64.0,69.19999694824219,50643,2022-07-25
2022-08-01,64.55000305175781,64.55000305175781,67.25,64.19999694824219,65.80000305175781,50845,2022-08-01
2022-08-08,70.5999984741211,70.5999984741211,71.44999694824219,64.1500015258789,64.1500015258789,176166,2022-08-08
2022-08-15,66.75,66.75,71.44999694824219,65.19999694824219,70.5999984741211,72852,2022-08-15
2022-08-22,64.8499984741211,64.8499984741211,68.05000305175781,64.5,66.75,72831,2022-08-22
2022-08-29,67.3499984741211,67.3499984741211,70.44999694824219,63.45000076293945,64.0,95254,2022-08-29
2022-09-05,71.5999984741211,71.5999984741211,72.55000305175781,66.94999694824219,68.5999984741211,139760,2022-09-05
2022-09-12,75.0,75.0,79.0,68.0,71.8499984741211,386125,2022-09-12
2022-09-19,70.8499984741211,70.8499984741211,77.5999984741211,68.30000305175781,77.5999984741211,73395,2022-09-19
2022-09-26,71.69999694824219,71.69999694824219,72.0,66.0,68.5,44847,2022-09-26
2022-10-03,70.9000015258789,70.9000015258789,75.0,68.8499984741211,73.05000305175781,40131,2022-10-03
2022-10-10,69.5,69.5,72.9000015258789,68.3499984741211,70.0,37109,2022-10-10
2022-10-17,65.75,65.75,71.4000015258789,65.0,69.25,62778,2022-10-17
2022-10-24,68.55000305175781,68.55000305175781,69.9000015258789,66.0,67.94999694824219,31072,2022-10-24
2022-10-31,69.44999694824219,69.44999694824219,70.55000305175781,66.44999694824219,68.6500015258789,46639,2022-10-31
2022-11-07,68.9000015258789,68.9000015258789,71.0,67.5999984741211,70.5,56023,2022-11-07
2022-11-14,68.6500015258789,68.6500015258789,70.30000305175781,66.44999694824219,68.8499984741211,63343,2022-11-14
2022-11-21,68.94999694824219,68.94999694824219,69.9000015258789,66.5,69.9000015258789,71015,2022-11-21
2022-11-28,69.0,69.0,72.80000305175781,67.0999984741211,70.0,133892,2022-11-28
2022-12-05,70.5999984741211,70.5999984741211,73.5999984741211,67.6500015258789,68.75,131614,2022-12-05
2022-12-12,68.4000015258789,68.4000015258789,71.6500015258789,66.5999984741211,71.6500015258789,104338,2022-12-12
2022-12-19,60.599998474121094,60.599998474121094,70.05000305175781,59.5,69.30000305175781,133028,2022-12-19
2022-12-26,70.94999694824219,70.94999694824219,77.44999694824219,61.650001525878906,61.75,769180,2022-12-26
2023-01-02,69.69999694824219,69.69999694824219,74.69999694824219,69.0,71.9000015258789,117664,2023-01-02
2023-01-09,70.94999694824219,70.94999694824219,73.25,70.0,70.0999984741211,94766,2023-01-09
2023-01-16,71.75,71.75,74.8499984741211,69.19999694824219,71.5,117026,2023-01-16
2023-01-23,67.69999694824219,67.69999694824219,73.0,67.1500015258789,73.0,55514,2023-01-23
2023-01-30,60.150001525878906,60.150001525878906,69.5,59.0,67.6500015258789,183066,2023-01-30
2023-02-06,63.25,63.25,64.19999694824219,60.25,60.54999923706055,87374,2023-02-06
2023-02-13,62.5,62.5,65.0,59.95000076293945,63.29999923706055,51014,2023-02-13
2023-02-20,61.0,61.0,64.4000015258789,60.099998474121094,63.70000076293945,64661,2023-02-20
2023-02-27,60.849998474121094,60.849998474121094,62.5,58.599998474121094,61.0,60557,2023-02-27
2023-03-06,58.75,58.75,61.849998474121094,58.0,61.849998474121094,57847,2023-03-06
2023-03-13,56.150001525878906,56.150001525878906,59.849998474121094,52.900001525878906,59.849998474121094,83944,2023-03-13
2023-03-20,53.70000076293945,53.70000076293945,59.95000076293945,53.099998474121094,59.95000076293945,44621,2023-03-20
2023-03-27,50.849998474121094,50.849998474121094,54.5,48.95000076293945,54.0,86258,2023-03-27
2023-04-03,61.79999923706055,61.79999923706055,64.9000015258789,50.04999923706055,50.04999923706055,288079,2023-04-03
2023-04-10,59.599998474121094,59.599998474121094,62.0,57.0,61.79999923706055,87636,2023-04-10
2023-04-17,57.5,57.5,60.150001525878906,57.04999923706055,59.599998474121094,34124,2023-04-17
2023-04-24,70.5999984741211,70.5999984741211,74.44999694824219,54.95000076293945,58.599998474121094,544138,2023-04-24
2023-05-01,69.94999694824219,69.94999694824219,75.5,68.6500015258789,70.5999984741211,248840,2023-05-01
2023-05-08,62.95000076293945,62.95000076293945,70.0,59.70000076293945,69.8499984741211,167318,2023-05-08
2023-05-15,63.150001525878906,63.150001525878906,67.4000015258789,62.0,62.099998474121094,75879,2023-05-15
2023-05-22,64.0,64.0,65.80000305175781,61.04999923706055,65.80000305175781,45649,2023-05-22
2023-05-29,63.95000076293945,63.95000076293945,73.0,63.150001525878906,63.900001525878906,340810,2023-05-29
2023-06-05,71.4000015258789,71.4000015258789,73.0,63.0,64.6500015258789,241913,2023-06-05
2023-06-12,83.30000305175781,83.30000305175781,84.0,70.4000015258789,72.5,571606,2023-06-12
2023-06-19,74.3499984741211,74.3499984741211,85.9000015258789,74.0,84.8499984741211,306496,2023-06-19
2023-06-26,72.1500015258789,72.1500015258789,77.0,71.1500015258789,74.1500015258789,43765,2023-06-26
2023-07-03,72.44999694824219,72.44999694824219,74.0,68.55000305175781,72.1500015258789,58793,2023-07-03
2023-07-10,70.19999694824219,70.19999694824219,72.8499984741211,69.0,72.4000015258789,26825,2023-07-10
2023-07-17,70.8499984741211,70.8499984741211,71.94999694824219,69.0,69.0,26738,2023-07-17
2023-07-24,69.5,69.5,71.75,69.0,71.55000305175781,16211,2023-07-24
2023-07-31,69.75,69.75,71.5999984741211,68.0,70.94999694824219,19723,2023-07-31
2023-08-07,66.30000305175781,66.30000305175781,71.44999694824219,65.9000015258789,69.75,63861,2023-08-07
2023-08-14,65.05000305175781,65.05000305175781,67.69999694824219,63.900001525878906,66.30000305175781,23065,2023-08-14
2023-08-21,65.80000305175781,65.80000305175781,66.94999694824219,64.44999694824219,66.94999694824219,46923,2023-08-21
2023-08-28,68.8499984741211,68.8499984741211,70.5,65.0,65.94999694824219,65990,2023-08-28
2023-09-04,68.5999984741211,68.5999984741211,70.8499984741211,68.0,69.5,50828,2023-09-04
2023-09-11,68.30000305175781,68.30000305175781,69.94999694824219,66.0999984741211,68.5999984741211,54343,2023-09-11
2023-09-18,69.0,69.0,70.0,67.0,70.0,28971,2023-09-18
2023-09-25,81.1500015258789,81.1500015258789,84.94999694824219,71.5999984741211,71.5999984741211,644111,2023-09-25
2023-10-02,79.30000305175781,79.30000305175781,82.25,76.5999984741211,81.1500015258789,573883,2023-10-02
2023-10-09,76.8499984741211,76.8499984741211,82.30000305175781,75.0999984741211,75.0999984741211,438494,2023-10-09
2023-10-16,78.80000305175781,78.80000305175781,80.05000305175781,72.0,78.0,169279,2023-10-16
2023-10-23,82.4000015258789,82.4000015258789,84.5999984741211,70.4000015258789,77.5999984741211,210107,2023-10-23
2023-10-30,83.25,83.25,91.9000015258789,81.3499984741211,90.0,686904,2023-10-30
2023-11-06,76.5,76.5,87.5,75.5999984741211,84.30000305175781,317542,2023-11-06
2023-11-13,78.3499984741211,78.3499984741211,81.75,77.25,79.94999694824219,123743,2023-11-13
2023-11-20,76.75,76.75,80.19999694824219,76.0,79.80000305175781,132181,2023-11-20
2023-11-27,77.55000305175781,77.55000305175781,82.5,76.05000305175781,76.75,171244,2023-11-27
2023-12-04,78.0999984741211,78.0999984741211,80.19999694824219,76.19999694824219,79.05000305175781,118716,2023-12-04
2023-12-11,83.30000305175781,83.30000305175781,89.4000015258789,77.44999694824219,78.0999984741211,471977,2023-12-11
2023-12-18,83.55000305175781,83.55000305175781,88.9000015258789,78.25,84.0,293286,2023-12-18
2023-12-25,84.30000305175781,84.30000305175781,85.30000305175781,82.05000305175781,83.55000305175781,97961,2023-12-25
2024-01-01,110.75,110.75,123.0,82.5999984741211,82.5999984741211,3650997,2024-01-01
2024-01-08,108.19999694824219,108.19999694824219,114.5,102.94999694824219,111.0,510991,2024-01-08
2024-01-15,106.69999694824219,106.69999694824219,115.0,103.30000305175781,109.75,493404,2024-01-15
2024-01-22,108.5,108.5,113.69999694824219,98.75,106.69999694824219,254712,2024-01-22
2024-01-29,132.5,132.5,144.0,107.0999984741211,109.94999694824219,3496532,2024-01-29
2024-02-05,133.14999389648438,133.14999389648438,144.4499969482422,127.0,132.60000610351562,1183717,2024-02-05
2024-02-12,116.44999694824219,116.44999694824219,135.8000030517578,112.5,135.8000030517578,127310,2024-02-12
2024-02-19,112.05000305175781,112.05000305175781,122.0,106.19999694824219,119.0,108648,2024-02-19
2024-02-26,104.3499984741211,104.3499984741211,115.0,103.0,109.0999984741211,107860,2024-02-26
2024-03-04,106.25,106.25,107.6500015258789,100.0,101.25,67829,2024-03-04
2024-03-11,101.5,101.5,111.3499984741211,97.25,106.9000015258789,92930,2024-03-11
2024-03-18,99.44999694824219,99.44999694824219,105.94999694824219,97.05000305175781,97.05000305175781,46558,2024-03-18
2024-03-25,100.6500015258789,100.6500015258789,103.44999694824219,96.0,103.44999694824219,56456,2024-03-25
2024-04-01,109.5999984741211,109.5999984741211,109.9000015258789,99.19999694824219,101.75,89461,2024-04-01
2024-04-08,113.44999694824219,113.44999694824219,116.0,109.25,110.0,110668,2024-04-08
2024-04-15,105.80000305175781,105.80000305175781,111.19999694824219,102.5,108.05000305175781,43740,2024-04-15
2024-04-22,111.75,111.75,112.44999694824219,104.0999984741211,104.0999984741211,59706,2024-04-22
2024-04-29,108.1500015258789,108.1500015258789,114.94999694824219,107.0,114.94999694824219,43347,2024-04-29
2024-05-06,119.8499984741211,119.8499984741211,121.0,108.55000305175781,108.55000305175781,158646,2024-05-06
2024-05-13,113.19999694824219,113.19999694824219,130.0,111.0,125.94999694824219,175849,2024-05-13
2024-05-20,114.3499984741211,114.3499984741211,118.94999694824219,108.5,115.30000305175781,167770,2024-05-20
2024-05-27,102.5999984741211,102.5999984741211,116.30000305175781,99.75,114.5,156481,2024-05-27
2024-06-03,100.44999694824219,100.44999694824219,110.0,93.19999694824219,110.0,151293,2024-06-03
2024-06-10,104.27999877929688,104.27999877929688,106.87000274658203,99.5,102.9000015258789,215066,2024-06-10
2024-06-17,106.58000183105469,106.58000183105469,109.0999984741211,102.41999816894531,104.27999877929688,119542,2024-06-17
2024-06-24,105.4000015258789,105.4000015258789,107.66000366210938,101.01000213623047,106.94000244140625,138202,2024-06-24
2024-07-01,104.08000183105469,104.08000183105469,107.30000305175781,102.76000213623047,106.5,125650,2024-07-01
2024-07-08,100.97000122070312,100.97000122070312,104.94999694824219,96.1500015258789,104.94999694824219,168936,2024-07-08
2024-07-15,99.97000122070312,99.97000122070312,104.6500015258789,98.98999786376953,100.97000122070312,81299,2024-07-15
2024-07-22,104.69000244140625,104.69000244140625,106.19999694824219,97.05000305175781,100.05000305175781,189447,2024-07-22
2024-07-29,106.0199966430664,106.0199966430664,112.20999908447266,100.0,105.98999786376953,338458,2024-07-29
2024-08-05,117.0199966430664,117.0199966430664,117.9000015258789,101.0,104.0,455703,2024-08-05
2024-08-12,119.38999938964844,119.38999938964844,123.5,111.0,111.0999984741211,444766,2024-08-12
2024-08-19,162.05999755859375,162.05999755859375,163.0,119.22000122070312,121.19999694824219,2715888,2024-08-19
2024-08-26,173.22999572753906,173.22999572753906,186.0,163.0,163.0,1068184,2024-08-26
2024-09-02,189.97000122070312,189.97000122070312,192.0,161.8800048828125,169.8000030517578,168992,2024-09-02
2024-09-09,204.5,204.5,205.3000030517578,182.10000610351562,185.5,159224,2024-09-09
2024-09-16,195.0,195.0,202.0,192.10000610351562,202.0,55139,2024-09-16
2024-09-23,198.89999389648438,198.89999389648438,198.89999389648438,187.6699981689453,191.5,69904,2024-09-23
2024-09-30,207.5,207.5,213.0,199.0,202.5,82954,2024-09-30
2024-10-07,219.5,219.5,219.52000427246094,199.9499969482422,203.35000610351562,57356,2024-10-07
2024-10-14,220.0500030517578,220.0500030517578,220.0500030517578,213.3000030517578,217.60000610351562,29557,2024-10-14
2024-10-21,201.75,201.75,220.0,201.07000732421875,218.0,18553,2024-10-21
2024-10-28,224.5800018310547,224.5800018310547,225.44000244140625,191.66000366210938,202.0,32645,2024-10-28
2024-11-04,222.6999969482422,222.6999969482422,229.0,210.0,229.0,44639,2024-11-04
2024-11-11,223.6199951171875,223.6199951171875,224.0,208.02000427246094,222.6999969482422,21168,2024-11-11
2024-11-18,222.30999755859375,222.30999755859375,225.0,206.14999389648438,223.6199951171875,43923,2024-11-18
2024-11-25,221.32000732421875,221.32000732421875,223.60000610351562,208.0,222.3000030517578,19435,2024-11-25
2024-12-02,209.7899932861328,209.7899932861328,220.0500030517578,199.5,212.0500030517578,47722,2024-12-02
2024-12-09,208.0800018310547,208.0800018310547,216.89999389648438,196.0,211.0,50821,2024-12-09
2024-12-16,199.16000366210938,199.16000366210938,215.0,192.11000061035156,215.0,19582,2024-12-16
2024-12-23,192.57000732421875,192.57000732421875,204.0,183.5500030517578,199.16000366210938,23212,2024-12-23
2024-12-30,211.8800048828125,211.8800048828125,215.9499969482422,186.8000030517578,186.8000030517578,47333,2024-12-30
2025-01-06,196.7100067138672,196.7100067138672,217.0,192.97999572753906,213.5,49404,2025-01-06
2025-01-13,193.50999450683594,193.50999450683594,202.99000549316406,179.52999877929688,190.0,18583,2025-01-13
2025-01-20,196.5800018310547,196.5800018310547,201.5,181.0500030517578,184.00999450683594,18384,2025-01-20
2025-01-27,193.9499969482422,193.9499969482422,202.0,180.7100067138672,194.5,16822,2025-01-27
2025-02-03,202.2100067138672,202.2100067138672,203.82000732421875,185.0,192.99000549316406,42767,2025-02-03
2025-02-10,230.0,230.0,233.8000030517578,202.5,206.3000030517578,175171,2025-02-10
2025-02-17,241.0,241.0,241.0,229.0,233.0,41590,2025-02-17
2025-02-24,239.0,239.0,245.5,236.0,245.4499969482422,7341,2025-02-24
2025-03-03,241.0,241.0,241.0,234.1699981689453,239.0,5933,2025-03-03
2025-03-10,241.0,241.0,241.0,232.0,236.5,8447,2025-03-10
2025-03-17,245.0,245.0,245.10000610351562,239.8000030517578,240.0,10696,2025-03-17
2025-03-24,265.0199890136719,265.0199890136719,280.989990234375,245.0,250.0,33125,2025-03-24
2025-03-31,248.3000030517578,248.3000030517578,278.25,238.1999969482422,265.0199890136719,15690,2025-03-31
2025-04-07,245.64999389648438,245.64999389648438,251.0,232.9499969482422,235.89999389648438,22170,2025-04-07
2025-04-14,249.64999389648438,249.64999389648438,250.0,221.89999389648438,245.64999389648438,33219,2025-04-14
2025-04-21,253.25,253.25,261.0,236.0,261.0,20858,2025-04-21
2025-04-28,257.8500061035156,257.8500061035156,264.0,247.0500030517578,260.0,26427,2025-04-28
2025-05-05,265.70001220703125,265.70001220703125,286.0,251.25,263.75,65470,2025-05-05
2025-05-12,262.54998779296875,262.54998779296875,275.95001220703125,234.0,265.70001220703125,64516,2025-05-12
2025-05-19,298.6499938964844,298.6499938964844,299.1499938964844,256.5,261.1000061035156,86100,2025-05-19
2025-05-26,315.8500061035156,315.8500061035156,328.8500061035156,293.0,299.1499938964844,87276,2025-05-26
2025-06-02,302.0,302.0,309.54998779296875,298.0,309.54998779296875,175501,2025-06-02
2025-06-09,309.8999938964844,309.8999938964844,315.0,301.79998779296875,307.95001220703125,40795,2025-06-09
2025-06-16,334.95001220703125,334.95001220703125,334.95001220703125,303.70001220703125,309.8999938964844,41280,2025-06-16
2025-06-23,348.25,348.25,352.0,341.0,341.6000061035156,22793,2025-06-23
2025-06-30,339.8999938964844,339.8999938964844,350.8500061035156,339.8999938964844,349.0,6043,2025-06-30
2025-07-07,360.45001220703125,360.45001220703125,360.45001220703125,327.04998779296875,333.1000061035156,33442,2025-07-07
2025-07-14,367.5,367.5,367.5,353.25,367.0,31039,2025-07-14
