Date,Adj Close_WEL.NS,Close_WEL.NS,High_WEL.NS,Low_WEL.NS,Open_WEL.NS,Volume_WEL.NS,Date
2025-05-12,167.47000122070312,167.47000122070312,168.89999389648438,152.17999267578125,153.32000732421875,749128,2025-05-12
2025-05-19,180.44000244140625,180.44000244140625,181.99000549316406,167.44000244140625,169.5,856514,2025-05-19
2025-05-26,180.5,180.5,190.5,175.5,183.89999389648438,968772,2025-05-26
2025-06-02,177.24000549316406,177.24000549316406,180.5,174.07000732421875,180.5,392504,2025-06-02
2025-06-09,175.27000427246094,175.27000427246094,177.8800048828125,169.66000366210938,177.1999969482422,260770,2025-06-09
2025-06-16,174.33999633789062,174.33999633789062,183.47999572753906,170.0500030517578,173.60000610351562,647065,2025-06-16
2025-06-23,161.72999572753906,161.72999572753906,175.38999938964844,158.5,172.52000427246094,1008018,2025-06-23
2025-06-30,160.02000427246094,160.02000427246094,165.77000427246094,157.25,162.3000030517578,1209363,2025-06-30
2025-07-07,178.42999267578125,178.42999267578125,184.0,157.5,158.8699951171875,4722111,2025-07-07
2025-07-14,157.35000610351562,157.35000610351562,179.77000427246094,151.14999389648438,177.50999450683594,2538425,2025-07-14
