Date,Adj Close_PRAKASHSTL.NS,Close_PRAKASHSTL.NS,High_PRAKASHSTL.NS,Low_PRAKASHSTL.NS,Open_PRAKASHSTL.NS,Volume_PRAKASHSTL.NS,Date
2020-07-13,1.350000023841858,1.350000023841858,1.4500000476837158,1.350000023841858,1.4500000476837158,249892,2020-07-13
2020-07-20,1.100000023841858,1.100000023841858,1.2999999523162842,1.100000023841858,1.2999999523162842,452427,2020-07-20
2020-07-27,0.8500000238418579,0.8500000238418579,1.0499999523162842,0.8500000238418579,1.0499999523162842,334297,2020-07-27
2020-08-03,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.699999988079071,0.800000011920929,3153317,2020-08-03
2020-08-10,1.0499999523162842,1.0499999523162842,1.149999976158142,0.8999999761581421,0.949999988079071,2301492,2020-08-10
2020-08-17,0.8999999761581421,0.8999999761581421,1.0,0.8999999761581421,1.0,4049910,2020-08-17
2020-08-24,0.800000011920929,0.800000011920929,0.8999999761581421,0.800000011920929,0.8500000238418579,2699686,2020-08-24
2020-08-31,0.699999988079071,0.699999988079071,0.800000011920929,0.6499999761581421,0.800000011920929,1933485,2020-08-31
2020-09-07,0.699999988079071,0.699999988079071,0.800000011920929,0.6499999761581421,0.699999988079071,1777176,2020-09-07
2020-09-14,0.75,0.75,0.800000011920929,0.6499999761581421,0.699999988079071,1491148,2020-09-14
2020-09-21,0.699999988079071,0.699999988079071,0.800000011920929,0.6000000238418579,0.75,1044241,2020-09-21
2020-09-28,0.6499999761581421,0.6499999761581421,0.699999988079071,0.6499999761581421,0.6499999761581421,452830,2020-09-28
2020-10-05,0.6499999761581421,0.6499999761581421,0.699999988079071,0.6000000238418579,0.699999988079071,529907,2020-10-05
2020-10-12,0.550000011920929,0.550000011920929,0.699999988079071,0.550000011920929,0.6499999761581421,526016,2020-10-12
2020-10-19,0.6499999761581421,0.6499999761581421,0.699999988079071,0.550000011920929,0.550000011920929,633172,2020-10-19
2020-10-26,0.6499999761581421,0.6499999761581421,0.699999988079071,0.6499999761581421,0.6499999761581421,652961,2020-10-26
2020-11-02,0.6000000238418579,0.6000000238418579,0.699999988079071,0.6000000238418579,0.6499999761581421,487590,2020-11-02
2020-11-09,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.6000000238418579,500243,2020-11-09
2020-11-16,0.699999988079071,0.699999988079071,0.75,0.550000011920929,0.6000000238418579,1819638,2020-11-16
2020-11-23,0.699999988079071,0.699999988079071,0.75,0.6499999761581421,0.6499999761581421,935223,2020-11-23
2020-11-30,0.75,0.75,0.75,0.6499999761581421,0.699999988079071,1083423,2020-11-30
2020-12-07,1.149999976158142,1.149999976158142,1.350000023841858,0.800000011920929,0.8500000238418579,5035039,2020-12-07
2020-12-14,0.8999999761581421,0.8999999761581421,1.100000023841858,0.8999999761581421,1.100000023841858,744489,2020-12-14
2020-12-21,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.75,0.8999999761581421,691249,2020-12-21
2020-12-28,0.949999988079071,0.949999988079071,1.0,0.8500000238418579,0.949999988079071,941838,2020-12-28
2021-01-04,1.0,1.0,1.0499999523162842,0.8999999761581421,0.949999988079071,3117019,2021-01-04
2021-01-11,1.0,1.0,1.0499999523162842,0.949999988079071,0.949999988079071,1851905,2021-01-11
2021-01-18,0.8999999761581421,0.8999999761581421,1.0,0.8500000238418579,1.0,1075741,2021-01-18
2021-01-25,0.8999999761581421,0.8999999761581421,0.949999988079071,0.8500000238418579,0.8999999761581421,486402,2021-01-25
2021-02-01,0.8500000238418579,0.8500000238418579,0.949999988079071,0.8500000238418579,0.949999988079071,554515,2021-02-01
2021-02-08,0.8500000238418579,0.8500000238418579,0.8999999761581421,0.800000011920929,0.8999999761581421,843371,2021-02-08
2021-02-15,0.800000011920929,0.800000011920929,0.8500000238418579,0.75,0.800000011920929,1118550,2021-02-15
2021-02-22,0.800000011920929,0.800000011920929,0.8500000238418579,0.75,0.800000011920929,610534,2021-02-22
