Date,Adj Close_ASTERDM.NS,Close_ASTERDM.NS,High_ASTERDM.NS,Low_ASTERDM.NS,Open_ASTERDM.NS,Volume_ASTERDM.NS,Date
2020-07-13,125.44662475585938,127.1500015258789,135.0,121.19999694824219,122.3499984741211,2823786,2020-07-13
2020-07-20,127.51848602294922,129.25,134.8000030517578,125.0999984741211,127.8499984741211,3722689,2020-07-20
2020-07-27,130.42897033691406,132.1999969482422,138.6999969482422,127.1500015258789,130.0,2015082,2020-07-27
2020-08-03,126.58122253417969,128.3000030517578,133.0,126.5,132.89999389648438,586570,2020-08-03
2020-08-10,129.44236755371094,131.1999969482422,142.0,126.5,129.5,2072650,2020-08-10
2020-08-17,137.9764862060547,139.85000610351562,143.10000610351562,129.0500030517578,131.5,1741323,2020-08-17
2020-08-24,139.65371704101562,141.5500030517578,152.39999389648438,138.5,142.0,1998846,2020-08-24
2020-08-31,126.5318832397461,128.25,143.9499969482422,125.0,141.5500030517578,960539,2020-08-31
2020-09-07,119.9709701538086,121.5999984741211,129.39999389648438,118.3499984741211,127.5,441455,2020-09-07
2020-09-14,143.6987762451172,145.64999389648438,147.5,122.30000305175781,124.25,2186167,2020-09-14
2020-09-21,132.3035125732422,134.10000610351562,146.5,125.44999694824219,146.5,983319,2020-09-21
2020-09-28,131.9582061767578,133.75,144.64999389648438,130.8000030517578,135.8000030517578,1251360,2020-09-28
2020-10-05,136.05259704589844,137.89999389648438,141.4499969482422,130.6999969482422,134.4499969482422,1165753,2020-10-05
2020-10-12,131.46490478515625,133.25,139.64999389648438,129.10000610351562,137.89999389648438,498748,2020-10-12
2020-10-19,138.51910400390625,140.39999389648438,141.25,133.9499969482422,133.9499969482422,722118,2020-10-19
2020-10-26,132.50082397460938,134.3000030517578,144.0500030517578,132.3000030517578,140.39999389648438,1052989,2020-10-26
2020-11-02,133.7340850830078,135.5500030517578,138.14999389648438,131.5500030517578,134.5500030517578,776373,2020-11-02
2020-11-09,156.96861267089844,159.10000610351562,163.1999969482422,134.25,136.0,3660822,2020-11-09
2020-11-16,168.06788635253906,170.35000610351562,180.0,154.0,161.64999389648438,2370549,2020-11-16
2020-11-23,165.2067413330078,167.4499969482422,174.25,159.5,168.8000030517578,2674239,2020-11-23
2020-11-30,164.12147521972656,166.35000610351562,174.0,165.60000610351562,167.4499969482422,931296,2020-11-30
2020-12-07,159.82974243164062,162.0,171.0,160.0,164.0,942155,2020-12-07
2020-12-14,166.19334411621094,168.4499969482422,174.5500030517578,159.89999389648438,162.85000610351562,2243293,2020-12-14
2020-12-21,163.28285217285156,165.5,171.5,156.25,168.4499969482422,1277491,2020-12-21
2020-12-28,165.05874633789062,167.3000030517578,168.89999389648438,162.60000610351562,166.60000610351562,358680,2020-12-28
2021-01-04,164.22012329101562,166.4499969482422,174.4499969482422,165.0,167.5,745430,2021-01-04
2021-01-11,160.37237548828125,162.5500030517578,168.5500030517578,160.89999389648438,168.5500030517578,711657,2021-01-11
2021-01-18,158.49783325195312,160.64999389648438,165.60000610351562,158.0,162.0,682149,2021-01-18
2021-01-25,156.32730102539062,158.4499969482422,165.0,151.75,161.0,587262,2021-01-25
2021-02-01,149.71705627441406,151.75,159.75,151.3000030517578,159.25,769333,2021-02-01
2021-02-08,147.00390625,149.0,160.1999969482422,147.60000610351562,153.5,2124799,2021-02-08
2021-02-15,148.43447875976562,150.4499969482422,153.9499969482422,148.0500030517578,150.10000610351562,2315576,2021-02-15
2021-02-22,141.3309326171875,143.25,154.0,141.3000030517578,151.25,1768644,2021-02-22
2021-03-01,140.64031982421875,142.5500030517578,148.6999969482422,142.10000610351562,148.6999969482422,1074205,2021-03-01
2021-03-08,140.09768676757812,142.0,144.4499969482422,140.60000610351562,143.3000030517578,880614,2021-03-08
2021-03-15,138.32179260253906,140.1999969482422,143.9499969482422,135.85000610351562,143.0,594320,2021-03-15
2021-03-22,131.4155731201172,133.1999969482422,144.8000030517578,132.5500030517578,140.1999969482422,1070214,2021-03-22
2021-03-29,136.69390869140625,138.5500030517578,139.60000610351562,133.1999969482422,133.1999969482422,380881,2021-03-29
2021-04-05,146.41192626953125,148.39999389648438,149.89999389648438,134.64999389648438,139.89999389648438,4351140,2021-04-05
2021-04-12,143.55079650878906,145.5,151.89999389648438,136.25,147.39999389648438,7112842,2021-04-12
2021-04-19,145.9186248779297,147.89999389648438,157.9499969482422,139.5,144.0,5909445,2021-04-19
2021-04-26,141.1336212158203,143.0500030517578,151.8000030517578,142.35000610351562,149.5,3124125,2021-04-26
2021-05-03,145.9679718017578,147.9499969482422,156.0,142.39999389648438,146.0,6631564,2021-05-03
2021-05-10,151.5915985107422,153.64999389648438,163.6999969482422,149.0500030517578,149.25,5906730,2021-05-10
2021-05-17,146.8065948486328,148.8000030517578,156.5,147.3000030517578,154.89999389648438,2184040,2021-05-17
2021-05-24,145.57333374023438,147.5500030517578,153.39999389648438,146.5,150.0,3873015,2021-05-24
2021-05-31,148.2864990234375,150.3000030517578,152.5,142.39999389648438,148.85000610351562,3430045,2021-05-31
2021-06-07,160.125732421875,162.3000030517578,164.6999969482422,147.0,151.8000030517578,7922755,2021-06-07
2021-06-14,158.34983825683594,160.5,164.4499969482422,148.0,160.5,6125246,2021-06-14
2021-06-21,155.0940399169922,157.1999969482422,162.5,151.0500030517578,156.8000030517578,5140738,2021-06-21
2021-06-28,152.62753295898438,154.6999969482422,159.9499969482422,152.8000030517578,158.39999389648438,3425009,2021-06-28
2021-07-05,151.69027709960938,153.75,156.35000610351562,150.9499969482422,156.35000610351562,2382461,2021-07-05
2021-07-12,157.31390380859375,159.4499969482422,173.3000030517578,153.0,154.89999389648438,15700275,2021-07-12
2021-07-19,157.6592254638672,159.8000030517578,165.89999389648438,155.8000030517578,159.0,2598574,2021-07-19
2021-07-26,161.21099853515625,163.39999389648438,166.0,156.10000610351562,161.60000610351562,3273059,2021-07-26
2021-08-02,163.2335205078125,165.4499969482422,168.39999389648438,159.0,165.0500030517578,3033822,2021-08-02
2021-08-09,160.3230438232422,162.5,167.0,148.39999389648438,166.85000610351562,4123557,2021-08-09
2021-08-16,185.58009338378906,188.10000610351562,198.6999969482422,160.5,161.1999969482422,51813751,2021-08-16
2021-08-23,192.63430786132812,195.25,203.89999389648438,185.10000610351562,197.0,26850755,2021-08-23
2021-08-30,225.24154663085938,228.3000030517578,236.9499969482422,197.0,198.0,34655705,2021-08-30
2021-09-06,224.2056121826172,227.25,234.0,216.25,229.0,10205375,2021-09-06
2021-09-13,213.45164489746094,216.35000610351562,237.0,213.60000610351562,226.9499969482422,18709928,2021-09-13
2021-09-20,210.59048461914062,213.4499969482422,226.89999389648438,206.39999389648438,218.0,5729739,2021-09-20
2021-09-27,209.01193237304688,211.85000610351562,217.25,206.0,215.0,3050764,2021-09-27
2021-10-04,209.94920349121094,212.8000030517578,218.0,206.10000610351562,211.3000030517578,3219161,2021-10-04
2021-10-11,205.16416931152344,207.9499969482422,216.75,207.14999389648438,214.3000030517578,1559710,2021-10-11
2021-10-18,190.80908203125,193.39999389648438,208.1999969482422,187.64999389648438,207.5,2897932,2021-10-18
2021-10-25,185.28411865234375,187.8000030517578,195.8000030517578,176.0,178.0,3340134,2021-10-25
2021-11-01,191.15440368652344,193.75,199.0,179.0,179.0,2126417,2021-11-01
2021-11-08,205.11483764648438,207.89999389648438,214.0,191.10000610351562,195.89999389648438,3986185,2021-11-08
2021-11-15,193.76889038085938,196.39999389648438,211.25,195.25,211.0,2249180,2021-11-15
2021-11-22,202.6483154296875,205.39999389648438,212.75,186.75,198.35000610351562,5322958,2021-11-22
2021-11-29,191.4997100830078,194.10000610351562,209.5,188.10000610351562,209.39999389648438,2406319,2021-11-29
2021-12-06,191.69705200195312,194.3000030517578,198.5,188.10000610351562,192.64999389648438,2215923,2021-12-06
2021-12-13,183.0149383544922,185.5,196.1999969482422,185.10000610351562,193.0,1626078,2021-12-13
2021-12-20,169.99176025390625,172.3000030517578,184.0,167.5,180.10000610351562,2784621,2021-12-20
2021-12-27,171.47166442871094,173.8000030517578,182.3000030517578,169.25,173.0,2430138,2021-12-27
2022-01-03,185.13612365722656,187.64999389648438,194.85000610351562,175.0500030517578,175.4499969482422,4997954,2022-01-03
2022-01-10,181.4363555908203,183.89999389648438,189.4499969482422,179.0500030517578,188.85000610351562,1546801,2022-01-10
2022-01-17,187.1093292236328,189.64999389648438,200.4499969482422,183.6999969482422,186.0,4570333,2022-01-17
2022-01-24,181.97898864746094,184.4499969482422,190.0,176.1999969482422,187.89999389648438,1446240,2022-01-24
2022-01-31,183.21224975585938,185.6999969482422,198.89999389648438,183.3000030517578,188.10000610351562,1761850,2022-01-31
2022-02-07,183.11358642578125,185.60000610351562,196.8000030517578,176.10000610351562,186.5,2756720,2022-02-07
2022-02-14,187.30665588378906,189.85000610351562,191.4499969482422,179.0,182.0,2606000,2022-02-14
2022-02-21,171.7676544189453,174.10000610351562,187.5500030517578,166.1999969482422,186.3000030517578,2104185,2022-02-21
2022-02-28,164.0721435546875,166.3000030517578,181.4499969482422,163.5,172.5,4424737,2022-02-28
2022-03-07,171.47166442871094,173.8000030517578,175.9499969482422,158.10000610351562,163.10000610351562,1895072,2022-03-07
2022-03-14,172.1129608154297,174.4499969482422,177.1999969482422,171.0,172.4499969482422,788325,2022-03-14
2022-03-21,178.52587890625,180.9499969482422,183.89999389648438,170.0500030517578,175.89999389648438,1835149,2022-03-21
2022-03-28,191.4997100830078,194.10000610351562,202.0500030517578,181.9499969482422,181.9499969482422,7553893,2022-03-28
2022-04-04,193.96621704101562,196.60000610351562,204.35000610351562,188.1999969482422,195.8000030517578,15647066,2022-04-04
2022-04-11,187.45465087890625,190.0,197.3000030517578,188.5500030517578,197.3000030517578,1392263,2022-04-11
2022-04-18,193.02894592285156,195.64999389648438,199.0,179.1999969482422,188.5,3352199,2022-04-18
2022-04-25,189.82247924804688,192.39999389648438,212.0,189.0,195.10000610351562,4082662,2022-04-25
2022-05-02,181.7323455810547,184.1999969482422,192.0,182.10000610351562,191.0,1092156,2022-05-02
2022-05-09,169.10382080078125,171.39999389648438,183.0500030517578,162.60000610351562,182.0,1832366,2022-05-09
2022-05-16,172.75425720214844,175.10000610351562,177.6999969482422,168.0,174.35000610351562,742791,2022-05-16
2022-05-23,195.74209594726562,198.39999389648438,199.8000030517578,170.3000030517578,174.10000610351562,14278349,2022-05-23
2022-05-30,187.8986053466797,190.4499969482422,202.8000030517578,189.0,200.5500030517578,3154119,2022-05-30
2022-06-06,190.11846923828125,192.6999969482422,197.75,184.35000610351562,191.4499969482422,1428674,2022-06-06
2022-06-13,172.5076141357422,174.85000610351562,194.5,173.0,193.3000030517578,1395036,2022-06-13
2022-06-20,175.56607055664062,177.9499969482422,178.5,168.25,175.0500030517578,993321,2022-06-20
2022-06-27,173.296875,175.64999389648438,179.6999969482422,173.0,178.85000610351562,755123,2022-06-27
2022-07-04,183.1629180908203,185.64999389648438,188.6999969482422,175.0500030517578,176.0,633425,2022-07-04
2022-07-11,210.59048461914062,213.4499969482422,216.0,185.75,185.8000030517578,4670869,2022-07-11
2022-07-18,218.28599548339844,221.25,232.9499969482422,215.3000030517578,217.0,5984128,2022-07-18
2022-07-25,226.2281494140625,229.3000030517578,237.4499969482422,218.0500030517578,220.89999389648438,4359741,2022-07-25
2022-08-01,234.9595947265625,238.14999389648438,244.3000030517578,228.0500030517578,230.0,2983978,2022-08-01
2022-08-08,213.2543182373047,216.14999389648438,242.39999389648438,212.1999969482422,241.8000030517578,3807629,2022-08-08
2022-08-15,205.90411376953125,208.6999969482422,218.14999389648438,200.60000610351562,216.14999389648438,3730888,2022-08-15
2022-08-22,212.66236877441406,215.5500030517578,218.8000030517578,204.25,209.39999389648438,2335918,2022-08-22
2022-08-29,227.9547119140625,231.0500030517578,233.39999389648438,209.64999389648438,213.85000610351562,4071472,2022-08-29
2022-09-05,242.30978393554688,245.60000610351562,265.79998779296875,232.25,232.89999389648438,10845405,2022-09-05
2022-09-12,244.38165283203125,247.6999969482422,255.5,242.10000610351562,247.3000030517578,2786576,2022-09-12
2022-09-19,236.0941925048828,239.3000030517578,263.1499938964844,237.0,247.6999969482422,4209164,2022-09-19
2022-09-26,249.0186767578125,252.39999389648438,262.3999938964844,227.25,238.3000030517578,7042517,2022-09-26
2022-10-03,246.20687866210938,249.5500030517578,255.0,240.0500030517578,252.3000030517578,1746614,2022-10-03
2022-10-10,238.6100311279297,241.85000610351562,265.70001220703125,232.0,247.0,5182778,2022-10-10
2022-10-17,241.91514587402344,245.1999969482422,253.89999389648438,239.10000610351562,241.14999389648438,2772570,2022-10-17
2022-10-24,240.681884765625,243.9499969482422,252.3000030517578,241.10000610351562,248.39999389648438,1081537,2022-10-24
2022-10-31,264.6563415527344,268.25,275.6000061035156,244.0,245.25,5045414,2022-10-31
2022-11-07,242.06314086914062,245.35000610351562,270.0,243.9499969482422,269.5,2701034,2022-11-07
2022-11-14,218.72998046875,221.6999969482422,244.0,213.35000610351562,243.10000610351562,6178642,2022-11-14
2022-11-21,228.94131469726562,232.0500030517578,234.89999389648438,219.89999389648438,221.64999389648438,1666208,2022-11-21
2022-11-28,230.3719024658203,233.5,238.0500030517578,228.64999389648438,232.0500030517578,1352017,2022-11-28
2022-12-05,223.7616424560547,226.8000030517578,235.35000610351562,224.10000610351562,233.4499969482422,1609783,2022-12-05
2022-12-12,219.17393493652344,222.14999389648438,231.0,219.0500030517578,227.35000610351562,960679,2022-12-12
2022-12-19,222.38040161132812,225.39999389648438,249.5,220.0,223.3000030517578,3634116,2022-12-19
2022-12-26,228.00404357910156,231.10000610351562,237.0,226.1999969482422,234.8000030517578,1076458,2022-12-26
2023-01-02,224.55093383789062,227.60000610351562,236.25,225.0,232.3000030517578,808302,2023-01-02
2023-01-09,218.97662353515625,221.9499969482422,230.0,220.75,228.5500030517578,704686,2023-01-09
2023-01-16,217.052734375,220.0,227.35000610351562,218.39999389648438,222.0,664748,2023-01-16
2023-01-23,209.5545654296875,212.39999389648438,221.6999969482422,209.35000610351562,221.10000610351562,387520,2023-01-23
2023-01-30,207.03872680664062,209.85000610351562,218.89999389648438,201.3000030517578,213.0,1324622,2023-01-30
2023-02-06,204.96685791015625,207.75,215.89999389648438,205.8000030517578,208.6999969482422,713623,2023-02-06
2023-02-13,225.38954162597656,228.4499969482422,233.75,207.25,207.6999969482422,1493381,2023-02-13
2023-02-20,229.9772491455078,233.10000610351562,235.0,222.14999389648438,228.3000030517578,1044160,2023-02-20
2023-02-27,224.94557189941406,228.0,236.9499969482422,216.60000610351562,234.0,941054,2023-02-27
2023-03-06,228.1027069091797,231.1999969482422,235.0,227.3000030517578,231.60000610351562,788138,2023-03-06
2023-03-13,231.06251525878906,234.1999969482422,239.39999389648438,225.85000610351562,232.14999389648438,1146167,2023-03-13
2023-03-20,234.86094665527344,238.0500030517578,244.8000030517578,233.0,239.75,1976281,2023-03-20
2023-03-27,237.47543334960938,240.6999969482422,245.8000030517578,231.5500030517578,238.89999389648438,1564276,2023-03-27
2023-04-03,236.8834686279297,240.10000610351562,247.39999389648438,237.0500030517578,244.5500030517578,1245823,2023-04-03
2023-04-10,245.7135772705078,249.0500030517578,258.04998779296875,240.6999969482422,241.39999389648438,2127808,2023-04-10
2023-04-17,249.16668701171875,252.5500030517578,259.3500061035156,247.5500030517578,250.39999389648438,3761362,2023-04-17
2023-04-24,243.64170837402344,246.9499969482422,261.6000061035156,244.14999389648438,254.0,1438944,2023-04-24
2023-05-01,240.4845733642578,243.75,251.60000610351562,242.0,246.9499969482422,478978,2023-05-01
2023-05-08,249.2653350830078,252.64999389648438,254.60000610351562,240.39999389648438,244.75,1017043,2023-05-08
2023-05-15,251.18923950195312,254.60000610351562,266.0,250.8000030517578,253.75,1639917,2023-05-15
2023-05-22,266.3829345703125,270.0,285.0,254.8000030517578,255.5,3836996,2023-05-22
2023-05-29,267.5174865722656,271.1499938964844,278.0,256.3500061035156,272.3999938964844,1843637,2023-05-29
2023-06-05,278.271484375,282.04998779296875,294.25,261.0,275.0,4739459,2023-06-05
2023-06-12,285.5723571777344,289.45001220703125,307.95001220703125,274.8500061035156,282.25,4887193,2023-06-12
2023-06-19,276.69293212890625,280.45001220703125,295.5,278.54998779296875,290.04998779296875,1451197,2023-06-19
2023-06-26,276.4462585449219,280.20001220703125,293.54998779296875,278.0,280.0,1478324,2023-06-26
2023-07-03,310.1880798339844,314.3999938964844,336.70001220703125,281.04998779296875,282.79998779296875,18609565,2023-07-03
2023-07-10,312.21063232421875,316.45001220703125,321.0,300.0,316.20001220703125,2250057,2023-07-10
2023-07-17,300.4700622558594,304.54998779296875,318.0,303.1499938964844,318.0,1412004,2023-07-17
2023-07-24,294.895751953125,298.8999938964844,314.95001220703125,295.1000061035156,305.0,1167686,2023-07-24
2023-07-31,315.5157775878906,319.79998779296875,324.5,300.0,300.0,2363858,2023-07-31
2023-08-07,304.1205139160156,308.25,323.79998779296875,305.0,322.79998779296875,1856955,2023-08-07
2023-08-14,315.12109375,319.3999938964844,321.0,294.3500061035156,309.3999938964844,2387559,2023-08-14
2023-08-21,315.9597473144531,320.25,325.5,310.8999938964844,320.79998779296875,2114459,2023-08-21
2023-08-28,325.52978515625,329.95001220703125,338.0,320.20001220703125,320.20001220703125,2663262,2023-08-28
2023-09-04,336.4317321777344,341.0,344.25,328.25,329.95001220703125,2076302,2023-09-04
2023-09-11,337.3690185546875,341.95001220703125,347.0,330.04998779296875,341.29998779296875,9302970,2023-09-11
2023-09-18,326.2697448730469,330.70001220703125,344.1499938964844,321.79998779296875,343.45001220703125,1371457,2023-09-18
2023-09-25,323.5072326660156,327.8999938964844,333.3999938964844,322.1499938964844,332.45001220703125,1761757,2023-09-25
2023-10-02,322.4219970703125,326.79998779296875,354.95001220703125,324.5,327.8999938964844,1924758,2023-10-02
2023-10-09,331.6960754394531,336.20001220703125,354.0,317.1000061035156,323.75,5321543,2023-10-09
2023-10-16,324.5924987792969,329.0,340.79998779296875,326.1499938964844,336.1000061035156,1062102,2023-10-16
2023-10-23,327.6510009765625,332.1000061035156,371.25,326.0,328.0,2435544,2023-10-23
2023-10-30,336.2837829589844,340.8500061035156,344.95001220703125,327.1000061035156,332.1000061035156,805711,2023-10-30
2023-11-06,334.8038635253906,339.3500061035156,348.0,329.79998779296875,343.79998779296875,560144,2023-11-06
2023-11-13,344.4232482910156,349.1000061035156,363.8999938964844,330.79998779296875,340.8999938964844,1910828,2023-11-13
2023-11-20,333.1266174316406,337.6499938964844,347.3999938964844,333.25,346.04998779296875,2618705,2023-11-20
2023-11-27,395.8746032714844,401.25,424.3999938964844,328.04998779296875,337.6499938964844,32495417,2023-11-27
2023-12-04,397.6504821777344,403.04998779296875,412.75,396.8500061035156,412.75,3745300,2023-12-04
2023-12-11,390.39898681640625,395.70001220703125,421.1000061035156,390.70001220703125,405.79998779296875,4020256,2023-12-11
2023-12-18,390.6456298828125,395.95001220703125,400.6000061035156,381.70001220703125,397.6000061035156,1417024,2023-12-18
2023-12-25,404.3100280761719,409.79998779296875,413.5,395.25,395.95001220703125,1702238,2023-12-25
2024-01-01,411.8575744628906,417.45001220703125,430.0,396.0,411.8500061035156,2973138,2024-01-01
2024-01-08,398.7851257324219,404.20001220703125,419.79998779296875,401.95001220703125,418.5,939064,2024-01-08
2024-01-15,429.0738220214844,434.8999938964844,449.70001220703125,394.0,409.6499938964844,8677183,2024-01-15
2024-01-22,424.8314208984375,430.6000061035156,441.0,420.0,434.8999938964844,998065,2024-01-22
2024-01-29,422.6608581542969,428.3999938964844,445.8500061035156,422.95001220703125,431.0,1740245,2024-01-29
2024-02-05,430.4550476074219,436.29998779296875,452.0,422.70001220703125,428.79998779296875,3097674,2024-02-05
2024-02-12,463.9995422363281,470.29998779296875,486.04998779296875,437.3500061035156,441.8500061035156,5814169,2024-02-12
2024-02-19,458.8199157714844,465.04998779296875,485.79998779296875,461.5,470.3999938964844,2522649,2024-02-19
2024-02-26,455.8600769042969,462.04998779296875,495.8999938964844,446.3999938964844,469.1499938964844,4949465,2024-02-26
2024-03-04,438.4465637207031,444.3999938964844,470.0,441.0,470.0,1233247,2024-03-04
2024-03-11,428.03790283203125,433.8500061035156,446.6000061035156,410.5,444.3999938964844,2558286,2024-03-11
2024-03-18,432.7735595703125,438.6499938964844,467.95001220703125,423.79998779296875,433.8500061035156,1371216,2024-03-18
2024-03-25,403.8167419433594,409.29998779296875,448.0,402.20001220703125,438.6499938964844,11586789,2024-03-25
