Date,Adj Close_ZEEL.NS,Close_ZEEL.NS,High_ZEEL.NS,Low_ZEEL.NS,Open_ZEEL.NS,Volume_ZEEL.NS,Date
2020-07-13,152.0309600830078,157.39999389648438,168.8000030517578,154.60000610351562,168.0,59698908,2020-07-13
2020-07-20,146.525390625,151.6999969482422,167.75,149.0500030517578,159.0,182289219,2020-07-20
2020-07-27,134.0171356201172,138.75,155.10000610351562,138.10000610351562,148.10000610351562,132969458,2020-07-27
2020-08-03,144.97998046875,150.10000610351562,152.60000610351562,134.64999389648438,138.75,141888872,2020-08-03
2020-08-10,155.70135498046875,161.1999969482422,167.5,149.0,150.60000610351562,155410233,2020-08-10
2020-08-17,185.49903869628906,192.0500030517578,207.0,162.89999389648438,163.5,493186169,2020-08-17
2020-08-24,206.55543518066406,213.85000610351562,218.5,193.4499969482422,195.0,278617312,2020-08-24
2020-08-31,212.88197326660156,220.39999389648438,225.35000610351562,196.25,215.85000610351562,243105501,2020-08-31
2020-09-07,210.6604461669922,218.10000610351562,228.89999389648438,207.4499969482422,220.39999389648438,202724736,2020-09-07
2020-09-14,213.0739288330078,220.3000030517578,226.64999389648438,213.64999389648438,222.0,118013120,2020-09-14
2020-09-21,191.69883728027344,198.1999969482422,224.8000030517578,177.39999389648438,221.75,286866849,2020-09-21
2020-09-28,206.98057556152344,214.0,215.0,197.1999969482422,198.75,129392398,2020-09-28
2020-10-05,193.9717559814453,200.5500030517578,219.5500030517578,198.0,214.5,130767579,2020-10-05
2020-10-12,169.93685913085938,175.6999969482422,198.0,173.5,196.35000610351562,162482434,2020-10-12
2020-10-19,179.75392150878906,185.85000610351562,189.1999969482422,173.0,176.6999969482422,119761408,2020-10-19
2020-10-26,181.73667907714844,187.89999389648438,189.64999389648438,176.0,186.9499969482422,117007711,2020-10-26
2020-11-02,186.76612854003906,193.10000610351562,195.0,179.14999389648438,186.6999969482422,108863703,2020-11-02
2020-11-09,186.76612854003906,193.10000610351562,200.0,188.0,194.10000610351562,77898326,2020-11-09
2020-11-16,179.4154052734375,185.5,195.1999969482422,183.25,192.64999389648438,67140461,2020-11-16
2020-11-23,186.4276123046875,192.75,201.0,183.75,187.0,99041458,2020-11-23
2020-11-30,200.0651092529297,206.85000610351562,212.3000030517578,190.0,192.75,90579000,2020-11-30
2020-12-07,205.72320556640625,212.6999969482422,219.9499969482422,206.5500030517578,208.5,88596626,2020-12-07
2020-12-14,217.86155700683594,225.25,238.1999969482422,213.14999389648438,215.0,133955114,2020-12-14
2020-12-21,210.17233276367188,217.3000030517578,228.1999969482422,202.0,224.9499969482422,84627931,2020-12-21
2020-12-28,217.57139587402344,224.9499969482422,226.60000610351562,214.5,219.25,61123272,2020-12-28
2021-01-04,223.56802368164062,231.14999389648438,236.85000610351562,215.14999389648438,226.89999389648438,119570797,2021-01-04
2021-01-11,217.5230255126953,224.89999389648438,234.0,221.60000610351562,234.0,73217306,2021-01-11
2021-01-18,212.1067352294922,219.3000030517578,233.89999389648438,214.35000610351562,225.89999389648438,57011917,2021-01-18
2021-01-25,212.7837677001953,220.0,229.0,214.8000030517578,222.0,48077624,2021-01-25
2021-02-01,208.23793029785156,215.3000030517578,261.0,212.0500030517578,222.0,195670460,2021-02-01
2021-02-08,205.52978515625,212.5,222.39999389648438,210.8000030517578,220.0,124320795,2021-02-08
2021-02-15,201.7093505859375,208.5500030517578,217.89999389648438,202.85000610351562,215.75,86057743,2021-02-15
2021-02-22,194.406982421875,201.0,210.8000030517578,198.0500030517578,209.0,71118079,2021-02-22
2021-03-01,210.89773559570312,218.0500030517578,231.8000030517578,202.39999389648438,203.0,114741926,2021-03-01
2021-03-08,211.62313842773438,218.8000030517578,228.0,215.0,220.3000030517578,47727546,2021-03-08
2021-03-15,208.7698974609375,215.85000610351562,220.35000610351562,202.6999969482422,219.0,79709962,2021-03-15
2021-03-22,193.3914337158203,199.9499969482422,217.3000030517578,194.3000030517578,214.10000610351562,49898783,2021-03-22
2021-03-29,202.38636779785156,209.25,210.85000610351562,197.9499969482422,199.9499969482422,23161885,2021-03-29
2021-04-05,199.2913360595703,206.0500030517578,209.0,195.5,209.0,56093738,2021-04-05
2021-04-12,187.58824157714844,193.9499969482422,201.25,176.10000610351562,201.1999969482422,53197043,2021-04-12
2021-04-19,181.83340454101562,188.0,201.75,185.10000610351562,187.0,43788648,2021-04-19
2021-04-26,179.51211547851562,185.60000610351562,192.9499969482422,183.64999389648438,190.60000610351562,52138255,2021-04-26
2021-05-03,180.14080810546875,186.25,190.75,179.60000610351562,184.0500030517578,47574329,2021-05-03
2021-05-10,185.31532287597656,191.60000610351562,198.1999969482422,183.0,187.1999969482422,72365036,2021-05-10
2021-05-17,184.44483947753906,190.6999969482422,199.0,187.14999389648438,192.1999969482422,102945487,2021-05-17
2021-05-24,204.8043670654297,211.75,216.3000030517578,190.75,192.75,197263952,2021-05-24
2021-05-31,211.13954162597656,218.3000030517578,221.4499969482422,204.5500030517578,212.10000610351562,113026199,2021-05-31
2021-06-07,213.26736450195312,220.5,226.14999389648438,214.10000610351562,219.0,99265223,2021-06-07
2021-06-14,214.6697998046875,221.9499969482422,234.4499969482422,212.64999389648438,220.5,107018473,2021-06-14
2021-06-21,211.18788146972656,218.35000610351562,224.14999389648438,213.60000610351562,218.39999389648438,48347754,2021-06-21
2021-06-28,209.97891235351562,217.10000610351562,221.5,213.5500030517578,219.0,31664201,2021-06-28
2021-07-05,209.49530029296875,216.60000610351562,223.5,214.5500030517578,218.8000030517578,32077385,2021-07-05
2021-07-12,202.09622192382812,208.9499969482422,218.89999389648438,206.60000610351562,218.89999389648438,25107530,2021-07-12
2021-07-19,199.1946258544922,205.9499969482422,210.39999389648438,199.8000030517578,208.0,20955302,2021-07-19
2021-07-26,196.09957885742188,202.75,209.1999969482422,197.0,205.4499969482422,32390375,2021-07-26
2021-08-02,190.1029510498047,196.5500030517578,213.8000030517578,195.6999969482422,204.14999389648438,52814933,2021-08-02
2021-08-09,177.23919677734375,183.25,198.75,177.60000610351562,190.0,83076242,2021-08-09
2021-08-16,164.8590545654297,170.4499969482422,184.5,170.0,183.39999389648438,29646204,2021-08-16
2021-08-23,165.14923095703125,170.75,174.5,166.8000030517578,171.8000030517578,33618705,2021-08-23
2021-08-30,170.6138916015625,176.39999389648438,178.10000610351562,170.5500030517578,171.5,31609938,2021-08-30
2021-09-06,179.57980346679688,183.0,183.75,176.60000610351562,178.25,32094499,2021-09-06
2021-09-13,250.6757354736328,255.4499969482422,300.75,181.6999969482422,183.0,544455407,2021-09-13
2021-09-20,312.93988037109375,318.8999938964844,362.8999938964844,248.0500030517578,251.89999389648438,479499208,2021-09-20
2021-09-27,290.3206787109375,295.8500061035156,327.95001220703125,284.0,305.0,171363996,2021-09-27
2021-10-04,289.1430969238281,294.6499938964844,306.79998779296875,291.5,295.5,82693896,2021-10-04
2021-10-11,313.87213134765625,319.8500061035156,321.75,285.3500061035156,295.0,133985935,2021-10-11
2021-10-18,302.24359130859375,308.0,331.95001220703125,301.1000061035156,319.45001220703125,158076534,2021-10-18
2021-10-25,295.32537841796875,300.95001220703125,325.0,293.0,309.0,94639042,2021-10-25
2021-11-01,304.3534240722656,310.1499938964844,316.8999938964844,301.3999938964844,303.8999938964844,29951714,2021-11-01
2021-11-08,306.85577392578125,312.70001220703125,327.8500061035156,308.5,311.0,62835123,2021-11-08
2021-11-15,307.83709716796875,313.70001220703125,336.75,306.6499938964844,314.0,72343999,2021-11-15
2021-11-22,336.1478576660156,342.54998779296875,351.1000061035156,292.8999938964844,314.0,147782046,2021-11-22
2021-11-29,343.01702880859375,349.54998779296875,356.0,321.5,344.0,98196214,2021-11-29
2021-12-06,364.066162109375,371.0,373.5,348.8500061035156,352.0,115769164,2021-12-06
2021-12-13,335.9516296386719,342.3500061035156,378.70001220703125,338.6499938964844,373.95001220703125,111200448,2021-12-13
2021-12-20,325.5987854003906,331.79998779296875,359.6499938964844,322.54998779296875,338.6000061035156,196512016,2021-12-20
2021-12-27,314.8043518066406,320.79998779296875,333.70001220703125,314.0,332.0,69694287,2021-12-27
2022-01-03,314.8043518066406,320.79998779296875,329.3999938964844,315.25,318.6499938964844,35698371,2022-01-03
2022-01-10,316.52166748046875,322.54998779296875,332.20001220703125,320.54998779296875,322.45001220703125,31877357,2022-01-10
2022-01-17,283.9421691894531,289.3500061035156,325.0,286.1000061035156,324.1000061035156,45757701,2022-01-17
2022-01-24,280.16412353515625,285.5,292.70001220703125,262.5,290.45001220703125,68461061,2022-01-24
2022-01-31,273.0986633300781,278.29998779296875,296.0,276.6000061035156,290.0,46530916,2022-01-31
2022-02-07,257.00518798828125,261.8999938964844,280.6499938964844,260.70001220703125,276.0,43403486,2022-02-07
2022-02-14,256.5145263671875,261.3999938964844,272.5,248.0500030517578,257.0,56063974,2022-02-14
2022-02-21,227.0261688232422,231.35000610351562,261.8500061035156,218.85000610351562,258.0,72443842,2022-02-21
2022-02-28,219.96072387695312,224.14999389648438,244.0,219.5,226.8000030517578,69792777,2022-02-28
2022-03-07,237.918701171875,242.4499969482422,258.0,215.35000610351562,219.39999389648438,79921010,2022-03-07
