Date,Adj Close_SYNGENE.NS,Close_SYNGENE.NS,High_SYNGENE.NS,Low_SYNGENE.NS,Open_SYNGENE.NS,Volume_SYNGENE.NS,Date
2020-07-13,422.188232421875,423.75,433.0,401.70001220703125,425.0,1962227,2020-07-13
2020-07-20,458.5039367675781,460.20001220703125,472.95001220703125,408.0,427.0,3772916,2020-07-20
2020-07-27,485.7530822753906,487.54998779296875,492.0,448.1000061035156,467.0,4558179,2020-07-27
2020-08-03,469.6128234863281,471.3500061035156,504.0,457.29998779296875,488.0,3832823,2020-08-03
2020-08-10,494.8694152832031,496.70001220703125,504.0,468.20001220703125,470.0,3763662,2020-08-10
2020-08-17,481.31951904296875,483.1000061035156,495.0,476.3999938964844,493.79998779296875,2155563,2020-08-17
2020-08-24,486.25128173828125,488.04998779296875,512.9500122070312,475.20001220703125,485.3999938964844,4167070,2020-08-24
2020-08-31,467.52056884765625,469.25,491.3500061035156,460.0,490.0,1540514,2020-08-31
2020-09-07,473.1995544433594,474.95001220703125,494.5,443.0,463.5,4445977,2020-09-07
2020-09-14,565.7571411132812,567.8499755859375,594.9500122070312,520.0499877929688,562.9000244140625,18376625,2020-09-14
2020-09-21,575.22216796875,577.3499755859375,596.7000122070312,528.0,571.0,5824861,2020-09-21
2020-09-28,557.68701171875,559.75,594.9000244140625,550.0499877929688,586.2999877929688,3715594,2020-09-28
2020-10-05,557.68701171875,559.75,579.5,542.0499877929688,562.0,3676720,2020-10-05
2020-10-12,552.8549194335938,554.9000244140625,572.5,546.0499877929688,568.0,3045457,2020-10-12
2020-10-19,532.5300903320312,534.5,566.7999877929688,514.2999877929688,559.5,4224400,2020-10-19
2020-10-26,532.9783935546875,534.9500122070312,572.7999877929688,529.5,549.9000244140625,3286160,2020-10-26
2020-11-02,536.465576171875,538.4500122070312,552.8499755859375,522.0,535.9500122070312,1539883,2020-11-02
2020-11-09,568.9453125,571.0499877929688,575.0,531.0999755859375,545.2999877929688,2800050,2020-11-09
2020-11-16,570.5892944335938,572.7000122070312,582.5,560.4500122070312,565.25,1834987,2020-11-16
2020-11-23,575.8199462890625,577.9500122070312,587.7999877929688,542.0999755859375,577.9000244140625,3645191,2020-11-23
2020-11-30,569.991455078125,572.0999755859375,582.0,560.0499877929688,577.9500122070312,1682540,2020-11-30
2020-12-07,597.7388305664062,599.9500122070312,624.9500122070312,572.0,573.7000122070312,5657644,2020-12-07
2020-12-14,605.7591552734375,608.0,634.0,603.0,607.2000122070312,3455105,2020-12-14
2020-12-21,608.2499389648438,610.5,623.7999877929688,555.1500244140625,610.0,2847326,2020-12-21
2020-12-28,630.0194091796875,632.3499755859375,644.5499877929688,598.0,611.0,3241321,2020-12-28
2021-01-04,600.827392578125,603.0499877929688,639.9000244140625,600.0999755859375,632.7999877929688,2780825,2021-01-04
2021-01-11,600.827392578125,603.0499877929688,623.0,600.0,609.5,1974875,2021-01-11
2021-01-18,582.2960205078125,584.4500122070312,624.0,580.0,600.0,2716529,2021-01-18
2021-01-25,564.3125610351562,566.4000244140625,595.0,563.7000122070312,589.4000244140625,1720980,2021-01-25
2021-02-01,575.27197265625,577.4000244140625,584.7999877929688,558.0,573.0,2571621,2021-02-01
2021-02-08,580.0045166015625,582.1500244140625,590.0,568.0,580.0,1694906,2021-02-08
2021-02-15,577.8623657226562,580.0,603.75,575.2000122070312,586.75,1767631,2021-02-15
2021-02-22,557.0892333984375,559.1500244140625,581.7999877929688,552.5999755859375,580.0,1628821,2021-02-22
2021-03-01,542.2939453125,544.2999877929688,569.0,541.7000122070312,564.0,1757294,2021-03-01
2021-03-08,548.6205444335938,550.6500244140625,556.5,535.0499877929688,544.7000122070312,1251742,2021-03-08
2021-03-15,505.6794128417969,507.54998779296875,553.4000244140625,490.5,551.0,2785568,2021-03-15
2021-03-22,532.4304809570312,534.4000244140625,536.9000244140625,491.45001220703125,510.3500061035156,3831176,2021-03-22
2021-03-29,555.8936767578125,557.9500122070312,559.7999877929688,527.0499877929688,534.4000244140625,1224128,2021-03-29
2021-04-05,557.8364868164062,559.9000244140625,572.0,548.0499877929688,562.7999877929688,2275820,2021-04-05
2021-04-12,587.2277221679688,589.4000244140625,594.0,542.2000122070312,558.0,1686656,2021-04-12
2021-04-19,597.5894165039062,599.7999877929688,619.0,582.5499877929688,593.0,2981479,2021-04-19
2021-04-26,551.7091064453125,553.75,617.4000244140625,551.0999755859375,601.0,4006237,2021-04-26
2021-05-03,570.88818359375,573.0,593.7000122070312,554.0,554.0,2537437,2021-05-03
2021-05-10,564.3623657226562,566.4500122070312,600.4000244140625,565.0,578.0,1560098,2021-05-10
2021-05-17,568.5966796875,570.7000122070312,593.9000244140625,564.9500122070312,569.4000244140625,1405045,2021-05-17
2021-05-24,586.1317749023438,588.2999877929688,614.4000244140625,568.0999755859375,570.7000122070312,3211188,2021-05-24
2021-05-31,586.8292236328125,589.0,600.75,580.4500122070312,594.1500244140625,1049680,2021-05-31
2021-06-07,588.52294921875,590.7000122070312,599.8499755859375,580.8499755859375,594.5999755859375,1647190,2021-06-07
2021-06-14,571.0376586914062,573.1500244140625,595.0,567.5,594.25,950556,2021-06-14
2021-06-21,579.3070678710938,581.4500122070312,592.0,569.0,572.0,2097056,2021-06-21
2021-06-28,586.4306640625,588.5999755859375,595.0999755859375,578.4500122070312,586.0,1643714,2021-06-28
2021-07-05,579.95458984375,582.0999755859375,593.9000244140625,578.5,592.7999877929688,1528431,2021-07-05
2021-07-12,665.6875610351562,668.1500244140625,700.0,575.1500244140625,585.5999755859375,9669454,2021-07-12
2021-07-19,625.8348999023438,628.1500244140625,687.5499877929688,614.4500122070312,657.0,4375348,2021-07-19
2021-07-26,636.4456787109375,638.7999877929688,645.5499877929688,610.0499877929688,625.0,2209522,2021-07-26
2021-08-02,617.0673217773438,619.3499755859375,642.9500122070312,612.0499877929688,641.7000122070312,1034287,2021-08-02
2021-08-09,619.4087524414062,621.7000122070312,639.0,593.0499877929688,622.4500122070312,1342953,2021-08-09
2021-08-16,623.2445068359375,625.5499877929688,639.0,611.0,624.7999877929688,1230305,2021-08-16
2021-08-23,615.4732666015625,617.75,630.9500122070312,590.75,630.0,2042577,2021-08-23
2021-08-30,627.279541015625,629.5999755859375,659.0,620.75,623.25,4061297,2021-08-30
2021-09-06,628.22607421875,630.5499877929688,641.0,611.0,630.0,1883054,2021-09-06
2021-09-13,644.515869140625,646.9000244140625,686.2999877929688,626.0499877929688,630.5499877929688,8462852,2021-09-13
2021-09-20,642.1744384765625,644.5499877929688,669.7999877929688,632.0,641.0,3335582,2021-09-20
2021-09-27,613.1319580078125,615.4000244140625,658.7999877929688,594.0999755859375,641.0,4724854,2021-09-27
2021-10-04,622.397705078125,624.7000122070312,639.25,612.0499877929688,615.5,2520977,2021-10-04
2021-10-11,610.49169921875,612.75,632.4000244140625,609.0499877929688,624.0,1408513,2021-10-11
2021-10-18,576.5173950195312,578.6500244140625,623.3499755859375,575.0,614.7999877929688,4365599,2021-10-18
2021-10-25,538.8068237304688,540.7999877929688,582.75,530.5499877929688,580.0,3886564,2021-10-25
2021-11-01,550.9619140625,553.0,555.9500122070312,535.0499877929688,540.7999877929688,1229782,2021-11-01
2021-11-08,552.6058959960938,554.6500244140625,560.75,538.2000122070312,556.0,1959464,2021-11-08
2021-11-15,602.820068359375,605.0499877929688,614.75,547.0499877929688,570.0,6750108,2021-11-15
2021-11-22,587.576416015625,589.75,621.9000244140625,575.4500122070312,605.75,4467438,2021-11-22
2021-11-29,592.4584350585938,594.6500244140625,606.7000122070312,580.0,580.0,2177623,2021-11-29
2021-12-06,600.0303344726562,602.25,608.9000244140625,561.0,594.6500244140625,2506258,2021-12-06
2021-12-13,583.4915771484375,585.6500244140625,632.0,581.5499877929688,609.0,5417663,2021-12-13
2021-12-20,588.8716430664062,591.0499877929688,616.0,565.0,585.4000244140625,2529438,2021-12-20
2021-12-27,617.6153564453125,619.9000244140625,621.9500122070312,578.4000244140625,589.9000244140625,2367267,2021-12-27
2022-01-03,629.122802734375,631.4500122070312,648.75,606.0,621.5499877929688,3471281,2022-01-03
2022-01-10,630.4677734375,632.7999877929688,644.0,622.7999877929688,630.5499877929688,1924737,2022-01-10
2022-01-17,595.1983032226562,597.4000244140625,634.5,588.4500122070312,634.5,4162269,2022-01-17
2022-01-24,565.5579223632812,567.6500244140625,594.0,550.1500244140625,594.0,2000365,2022-01-24
2022-01-31,565.458251953125,567.5499877929688,594.7999877929688,565.9500122070312,576.9000244140625,1348583,2022-01-31
2022-02-07,585.6336059570312,587.7999877929688,603.9000244140625,563.75,576.0,1908746,2022-02-07
2022-02-14,561.4231567382812,563.5,596.75,561.1500244140625,583.2999877929688,1969400,2022-02-14
2022-02-21,540.4009399414062,542.4000244140625,565.4500122070312,515.0,563.4500122070312,2315668,2022-02-21
2022-02-28,534.7219848632812,536.7000122070312,553.0,527.0,538.0,1469243,2022-02-28
2022-03-07,576.6668090820312,578.7999877929688,581.0,518.8499755859375,530.0,1834867,2022-03-07
2022-03-14,590.1170043945312,592.2999877929688,594.8499755859375,563.5999755859375,581.9500122070312,1149993,2022-03-14
2022-03-21,576.9158935546875,579.0499877929688,617.5499877929688,576.3499755859375,592.2999877929688,2266991,2022-03-21
2022-03-28,595.0986328125,597.2999877929688,606.0,573.7999877929688,583.4500122070312,1510641,2022-03-28
2022-04-04,645.96044921875,648.3499755859375,654.4000244140625,593.4000244140625,594.0,3254705,2022-04-04
2022-04-11,635.2999877929688,637.6500244140625,683.0,631.5499877929688,654.7999877929688,4214584,2022-04-11
2022-04-18,623.59326171875,625.9000244140625,648.4000244140625,608.8499755859375,634.9000244140625,1429596,2022-04-18
2022-04-25,624.6393432617188,626.9500122070312,649.8499755859375,596.4500122070312,620.0,4077011,2022-04-25
2022-05-02,583.79052734375,585.9500122070312,633.0,583.0,620.5,1551906,2022-05-02
2022-05-09,524.7090454101562,526.6500244140625,586.0,523.2999877929688,583.6500244140625,1435425,2022-05-09
2022-05-16,557.4379272460938,559.5,567.2999877929688,525.0499877929688,526.0,870899,2022-05-16
2022-05-23,529.989501953125,531.9500122070312,569.4500122070312,510.04998779296875,559.5,1178747,2022-05-23
2022-05-30,535.7681274414062,537.75,577.0,533.0,537.9000244140625,1317707,2022-05-30
2022-06-06,533.0282592773438,535.0,542.9500122070312,521.3499755859375,538.7999877929688,1308595,2022-06-06
2022-06-13,536.2164306640625,538.2000122070312,568.7000122070312,523.2999877929688,525.0,2541729,2022-06-13
2022-06-20,566.1058959960938,568.2000122070312,570.0,530.0999755859375,534.5999755859375,1471590,2022-06-20
2022-06-27,559.6796875,561.75,578.9500122070312,544.7999877929688,578.9500122070312,1030322,2022-06-27
2022-07-04,570.83837890625,572.9500122070312,582.75,544.3499755859375,561.75,1492776,2022-07-04
2022-07-11,610.9400634765625,613.2000122070312,617.0,565.5499877929688,568.5,4453975,2022-07-11
2022-07-18,570.53955078125,572.6500244140625,627.1500244140625,568.0,614.1500244140625,3990616,2022-07-18
2022-07-25,565.8568115234375,567.9500122070312,579.8499755859375,561.25,574.5,2708508,2022-07-25
2022-08-01,561.074462890625,563.1500244140625,580.0,552.2999877929688,568.2000122070312,2913332,2022-08-01
2022-08-08,589.5192260742188,591.7000122070312,592.7999877929688,563.0,565.7999877929688,1515968,2022-08-08
2022-08-15,581.6981811523438,583.8499755859375,599.9000244140625,581.7000122070312,591.7000122070312,1745435,2022-08-15
