Date,Adj Close_NATHBIOGEN.NS,Close_NATHBIOGEN.NS,High_NATHBIOGEN.NS,Low_NATHBIOGEN.NS,Open_NATHBIOGEN.NS,Volume_NATHBIOGEN.NS,Date
2024-01-01,212.65335083007812,214.5500030517578,221.8000030517578,208.14999389648438,210.5,473510,2024-01-01
2024-01-08,213.79318237304688,215.6999969482422,220.0,205.0500030517578,216.4499969482422,362312,2024-01-08
2024-01-15,226.5791473388672,228.60000610351562,238.89999389648438,201.39999389648438,215.64999389648438,1541444,2024-01-15
2024-01-22,216.02328491210938,217.9499969482422,234.35000610351562,213.10000610351562,228.60000610351562,311883,2024-01-22
2024-01-29,215.27992248535156,217.1999969482422,229.5500030517578,215.5500030517578,218.0,390617,2024-01-29
2024-02-05,213.59495544433594,215.5,234.0,208.60000610351562,218.64999389648438,427529,2024-02-05
2024-02-12,216.17196655273438,218.10000610351562,219.75,202.0500030517578,216.1999969482422,197318,2024-02-12
2024-02-19,209.67987060546875,211.5500030517578,223.8000030517578,207.35000610351562,219.75,193397,2024-02-19
2024-02-26,204.07980346679688,205.89999389648438,221.0,199.60000610351562,220.89999389648438,232965,2024-02-26
2024-03-04,191.8389892578125,193.5500030517578,208.6999969482422,190.25,208.6999969482422,156523,2024-03-04
2024-03-11,181.4318084716797,183.0500030517578,196.4499969482422,176.9499969482422,196.39999389648438,302057,2024-03-11
2024-03-18,181.08489990234375,182.6999969482422,188.64999389648438,176.3000030517578,187.8000030517578,276061,2024-03-18
2024-03-25,172.51138305664062,174.0500030517578,185.0,173.10000610351562,182.6999969482422,236650,2024-03-25
2024-04-01,189.75755310058594,191.4499969482422,196.8000030517578,174.8000030517578,176.64999389648438,185207,2024-04-01
2024-04-08,193.96998596191406,195.6999969482422,198.0,187.14999389648438,192.5,104434,2024-04-08
2024-04-15,189.559326171875,191.25,194.6999969482422,185.35000610351562,193.0,98137,2024-04-15
2024-04-22,205.56654357910156,207.39999389648438,209.14999389648438,194.4499969482422,195.0,318614,2024-04-22
2024-04-29,200.0160675048828,201.8000030517578,214.5,200.0,209.0,227422,2024-04-29
2024-05-06,187.87435913085938,189.5500030517578,205.5,188.10000610351562,205.5,258621,2024-05-06
2024-05-13,194.168212890625,195.89999389648438,200.0,184.0500030517578,192.39999389648438,210875,2024-05-13
2024-05-20,187.52743530273438,189.1999969482422,199.9499969482422,187.25,194.60000610351562,112511,2024-05-20
2024-05-27,181.97695922851562,183.60000610351562,195.60000610351562,182.4499969482422,190.0,151004,2024-05-27
2024-06-03,189.658447265625,191.35000610351562,195.89999389648438,167.14999389648438,195.0,362458,2024-06-03
2024-06-10,202.2362518310547,204.0399932861328,210.0,192.00999450683594,193.89999389648438,431712,2024-06-10
2024-06-17,207.0929412841797,208.94000244140625,211.1999969482422,197.8000030517578,204.0399932861328,495380,2024-06-17
2024-06-24,210.20518493652344,212.0800018310547,225.0,206.3699951171875,209.0,866686,2024-06-24
2024-07-01,252.8647003173828,255.1199951171875,263.0,213.5800018310547,213.58999633789062,3675718,2024-07-01
2024-07-08,247.94854736328125,250.16000366210938,264.30999755859375,245.0500030517578,260.0,904797,2024-07-08
2024-07-15,231.41600036621094,233.47999572753906,254.89999389648438,230.0,251.94000244140625,233587,2024-07-15
2024-07-22,236.837646484375,238.9499969482422,247.8000030517578,223.0,237.89999389648438,258942,2024-07-22
2024-07-29,233.0117645263672,235.08999633789062,245.9499969482422,232.14999389648438,241.10000610351562,155151,2024-07-29
2024-08-05,224.85452270507812,226.86000061035156,238.0,222.6999969482422,230.3000030517578,180871,2024-08-05
2024-08-12,217.75,217.75,233.9499969482422,211.14999389648438,229.0,92747,2024-08-12
2024-08-19,227.99000549316406,227.99000549316406,238.0,218.60000610351562,221.8000030517578,174676,2024-08-19
2024-08-26,221.1199951171875,221.1199951171875,238.0,220.0,227.99000549316406,123526,2024-08-26
2024-09-02,217.83999633789062,217.83999633789062,229.0399932861328,214.30999755859375,214.30999755859375,83441,2024-09-02
2024-09-09,220.8699951171875,220.8699951171875,225.0,208.3000030517578,217.83999633789062,104938,2024-09-09
2024-09-16,214.17999267578125,214.17999267578125,228.0,212.0,228.0,78799,2024-09-16
2024-09-23,215.7899932861328,215.7899932861328,222.0,212.0,218.0,57788,2024-09-23
2024-09-30,209.72000122070312,209.72000122070312,224.7899932861328,207.0,224.7899932861328,51591,2024-09-30
2024-10-07,210.75999450683594,210.75999450683594,215.0,200.0,212.0,93139,2024-10-07
2024-10-14,204.0,204.0,214.82000732421875,198.72000122070312,211.0,76800,2024-10-14
2024-10-21,183.2100067138672,183.2100067138672,209.88999938964844,183.0,205.10000610351562,208236,2024-10-21
2024-10-28,193.1300048828125,193.1300048828125,194.7899932861328,176.5500030517578,180.3000030517578,103019,2024-10-28
2024-11-04,188.91000366210938,188.91000366210938,196.5,187.2100067138672,196.5,68314,2024-11-04
2024-11-11,176.3000030517578,176.3000030517578,189.94000244140625,175.2100067138672,189.10000610351562,84712,2024-11-11
2024-11-18,173.6199951171875,173.6199951171875,179.89999389648438,171.0,171.5500030517578,63766,2024-11-18
2024-11-25,190.4600067138672,190.4600067138672,192.38999938964844,175.7100067138672,182.3000030517578,93298,2024-11-25
2024-12-02,196.63999938964844,196.63999938964844,204.3800048828125,188.0,188.0,107311,2024-12-02
2024-12-09,195.0800018310547,195.0800018310547,208.94000244140625,191.4199981689453,196.63999938964844,161799,2024-12-09
2024-12-16,190.22000122070312,190.22000122070312,203.38999938964844,190.0,196.50999450683594,102567,2024-12-16
2024-12-23,187.08999633789062,187.08999633789062,197.69000244140625,182.02999877929688,195.0,64067,2024-12-23
2024-12-30,190.4600067138672,190.4600067138672,193.7899932861328,184.0,187.08999633789062,71626,2024-12-30
2025-01-06,172.8699951171875,172.8699951171875,197.5,171.10000610351562,197.5,81080,2025-01-06
2025-01-13,180.0,180.0,183.69000244140625,168.10000610351562,171.99000549316406,95368,2025-01-13
2025-01-20,173.19000244140625,173.19000244140625,184.0,172.5,184.0,73390,2025-01-20
2025-01-27,174.69000244140625,174.69000244140625,179.6999969482422,163.2100067138672,168.10000610351562,155928,2025-01-27
2025-02-03,170.9499969482422,170.9499969482422,176.49000549316406,167.5,174.69000244140625,82274,2025-02-03
2025-02-10,157.61000061035156,157.61000061035156,173.14999389648438,153.00999450683594,171.00999450683594,89279,2025-02-10
2025-02-17,161.85000610351562,161.85000610351562,164.0,151.0,157.61000061035156,74967,2025-02-17
2025-02-24,149.52000427246094,149.52000427246094,165.0,145.7899932861328,165.0,55044,2025-02-24
2025-03-03,158.85000610351562,158.85000610351562,160.9499969482422,142.99000549316406,149.52000427246094,142279,2025-03-03
2025-03-10,147.6300048828125,147.6300048828125,159.0,137.5500030517578,159.0,173717,2025-03-10
2025-03-17,155.9499969482422,155.9499969482422,160.0,143.00999450683594,149.0,186465,2025-03-17
2025-03-24,145.85000610351562,145.85000610351562,169.99000549316406,145.0,159.38999938964844,269826,2025-03-24
2025-03-31,157.7899932861328,157.7899932861328,163.5800018310547,145.85000610351562,145.85000610351562,106772,2025-03-31
2025-04-07,152.4600067138672,152.4600067138672,154.89999389648438,144.99000549316406,151.0,75803,2025-04-07
2025-04-14,168.19000244140625,168.19000244140625,169.4499969482422,152.4499969482422,152.4600067138672,134496,2025-04-14
2025-04-21,159.52000427246094,159.52000427246094,171.9499969482422,157.72000122070312,168.1999969482422,131864,2025-04-21
2025-04-28,158.57000732421875,158.57000732421875,166.8800048828125,155.24000549316406,160.0,90991,2025-04-28
2025-05-05,158.91000366210938,158.91000366210938,166.9499969482422,156.0,160.0,101590,2025-05-05
2025-05-12,186.57000732421875,186.57000732421875,190.0,160.0,164.8000030517578,415592,2025-05-12
2025-05-19,190.49000549316406,190.49000549316406,197.0,183.3699951171875,186.0,247608,2025-05-19
2025-05-26,187.85000610351562,187.85000610351562,199.5,186.50999450683594,193.0500030517578,104949,2025-05-26
2025-06-02,191.88999938964844,191.88999938964844,198.0,186.0,190.0,178477,2025-06-02
2025-06-09,199.86000061035156,199.86000061035156,210.8000030517578,191.8000030517578,191.88999938964844,387042,2025-06-09
2025-06-16,198.5399932861328,198.5399932861328,213.1999969482422,196.41000366210938,200.17999267578125,174350,2025-06-16
2025-06-23,206.36000061035156,206.36000061035156,213.5,195.41000366210938,204.89999389648438,156468,2025-06-23
2025-06-30,215.7899932861328,215.7899932861328,217.0,201.10000610351562,208.6699981689453,248178,2025-06-30
2025-07-07,229.6699981689453,229.6699981689453,238.69000244140625,216.52000427246094,217.0500030517578,733693,2025-07-07
2025-07-14,207.27000427246094,207.27000427246094,218.17999267578125,207.27000427246094,218.17999267578125,32261,2025-07-14
