Date,Adj Close_NITIRAJ.NS,Close_NITIRAJ.NS,High_NITIRAJ.NS,Low_NITIRAJ.NS,Open_NITIRAJ.NS,Volume_NITIRAJ.NS,Date
2020-12-28,57.23822021484375,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,1500,2020-12-28
2021-01-04,57.23822021484375,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,0,2021-01-04
2021-01-11,55.15140914916992,55.5,57.599998474121094,55.5,57.599998474121094,1500,2021-01-11
2021-01-18,55.15140914916992,55.5,55.5,55.5,55.5,0,2021-01-18
2021-01-25,52.6671142578125,53.0,55.5,53.0,55.5,1500,2021-01-25
2021-02-01,50.033756256103516,50.349998474121094,53.0,50.349998474121094,53.0,1500,2021-02-01
2021-02-08,50.033756256103516,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0,2021-02-08
2021-02-15,47.54945755004883,47.849998474121094,50.349998474121094,47.849998474121094,50.349998474121094,1500,2021-02-15
2021-02-22,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-02-22
2021-03-01,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-03-01
2021-03-08,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-03-08
2021-03-15,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-03-15
2021-03-22,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-03-22
2021-03-29,47.54945755004883,47.849998474121094,47.849998474121094,47.849998474121094,47.849998474121094,0,2021-03-29
2021-04-05,45.16453552246094,45.45000076293945,45.45000076293945,45.45000076293945,45.45000076293945,1500,2021-04-05
2021-04-12,45.16453552246094,45.45000076293945,45.45000076293945,45.45000076293945,45.45000076293945,0,2021-04-12
2021-04-19,43.077720642089844,43.349998474121094,47.70000076293945,42.0,45.45000076293945,23660,2021-04-19
2021-04-26,40.593421936035156,40.849998474121094,43.900001525878906,40.29999923706055,43.400001525878906,5227,2021-04-26
2021-05-03,40.1462516784668,40.400001525878906,42.79999923706055,38.849998474121094,42.79999923706055,5085,2021-05-03
2021-05-10,39.74876403808594,40.0,42.29999923706055,39.0,40.400001525878906,2915,2021-05-10
2021-05-17,49.83501434326172,50.150001525878906,50.150001525878906,38.20000076293945,41.5,41954,2021-05-17
2021-05-24,63.10116195678711,63.5,63.5,52.599998474121094,52.650001525878906,107093,2021-05-24
2021-05-31,53.56146240234375,53.900001525878906,66.0,51.79999923706055,66.0,42017,2021-05-31
2021-06-07,52.02119445800781,52.349998474121094,56.5,51.29999923706055,53.900001525878906,17942,2021-06-07
2021-06-14,47.301029205322266,47.599998474121094,54.900001525878906,46.54999923706055,54.349998474121094,26430,2021-06-14
2021-06-21,49.586585998535156,49.900001525878906,52.0,47.150001525878906,48.95000076293945,13908,2021-06-21
2021-06-28,49.98406982421875,50.29999923706055,52.25,49.0,51.70000076293945,12618,2021-06-28
2021-07-05,48.543174743652344,48.849998474121094,52.5,48.150001525878906,52.5,12887,2021-07-05
2021-07-12,50.62998962402344,50.95000076293945,53.29999923706055,49.04999923706055,50.849998474121094,11793,2021-07-12
2021-07-19,50.23249816894531,50.54999923706055,52.900001525878906,50.0,52.900001525878906,7042,2021-07-19
2021-07-26,49.48720932006836,49.79999923706055,53.04999923706055,47.54999923706055,52.599998474121094,9191,2021-07-26
2021-08-02,47.89726257324219,48.20000076293945,52.0,47.349998474121094,49.79999923706055,11845,2021-08-02
2021-08-09,48.592864990234375,48.900001525878906,52.25,47.400001525878906,47.400001525878906,15548,2021-08-09
2021-08-16,45.61170959472656,45.900001525878906,50.400001525878906,41.25,50.400001525878906,21416,2021-08-16
2021-08-23,46.25762176513672,46.54999923706055,49.400001525878906,40.54999923706055,46.45000076293945,11901,2021-08-23
2021-08-30,44.02175521850586,44.29999923706055,50.04999923706055,43.150001525878906,49.75,7223,2021-08-30
2021-09-06,44.76704406738281,45.04999923706055,48.599998474121094,43.70000076293945,43.849998474121094,13946,2021-09-06
2021-09-13,45.56201934814453,45.849998474121094,48.0,41.25,46.400001525878906,13655,2021-09-13
2021-09-20,42.133689880371094,42.400001525878906,47.20000076293945,40.599998474121094,47.20000076293945,12760,2021-09-20
2021-09-27,43.077720642089844,43.349998474121094,45.0,40.20000076293945,45.0,11891,2021-09-27
2021-10-04,49.68595504760742,50.0,52.900001525878906,42.5,43.349998474121094,53081,2021-10-04
2021-10-11,52.120567321777344,52.45000076293945,60.599998474121094,48.54999923706055,50.0,39838,2021-10-11
2021-10-18,47.74820327758789,48.04999923706055,54.849998474121094,48.0,52.45000076293945,13602,2021-10-18
2021-10-25,46.60542678833008,46.900001525878906,54.900001525878906,45.54999923706055,54.900001525878906,17015,2021-10-25
2021-11-01,46.655113220214844,46.95000076293945,50.95000076293945,44.29999923706055,50.95000076293945,16843,2021-11-01
2021-11-08,50.87841796875,51.20000076293945,54.0,46.29999923706055,47.099998474121094,34100,2021-11-08
2021-11-15,47.79788589477539,48.099998474121094,53.0,47.599998474121094,52.75,10307,2021-11-15
2021-11-22,70.05719757080078,70.5,71.4000015258789,46.099998474121094,50.900001525878906,389055,2021-11-22
2021-11-29,58.92754364013672,59.29999923706055,76.4000015258789,57.54999923706055,72.30000305175781,222223,2021-11-29
2021-12-06,62.107444763183594,62.5,68.25,57.099998474121094,58.150001525878906,75725,2021-12-06
2021-12-13,71.49808502197266,71.94999694824219,77.80000305175781,59.5,61.04999923706055,78128,2021-12-13
2021-12-20,78.2056884765625,78.69999694824219,81.5,65.55000305175781,68.4000015258789,153756,2021-12-20
2021-12-27,77.46040344238281,77.94999694824219,84.5,74.80000305175781,78.75,104822,2021-12-27
2022-01-03,75.02579498291016,75.5,82.80000305175781,73.30000305175781,74.5,140799,2022-01-03
2022-01-10,75.77108001708984,76.25,80.25,74.75,78.4000015258789,180157,2022-01-10
2022-01-17,72.88929748535156,73.3499984741211,76.44999694824219,69.0,75.5,55827,2022-01-17
2022-01-24,76.61573791503906,77.0999984741211,79.5,71.0,77.0,93017,2022-01-24
2022-01-31,77.95726013183594,78.44999694824219,79.94999694824219,74.25,79.9000015258789,74303,2022-01-31
2022-02-07,69.70939636230469,70.1500015258789,78.9000015258789,66.25,78.9000015258789,57548,2022-02-07
2022-02-14,64.69110870361328,65.0999984741211,71.0,59.400001525878906,68.80000305175781,40148,2022-02-14
2022-02-21,59.17597198486328,59.54999923706055,69.0999984741211,53.849998474121094,68.0,23144,2022-02-21
2022-02-28,62.20681381225586,62.599998474121094,68.69999694824219,57.04999923706055,60.099998474121094,51250,2022-02-28
2022-03-07,63.697391510009766,64.0999984741211,71.4000015258789,60.20000076293945,60.650001525878906,29133,2022-03-07
2022-03-14,70.20625305175781,70.6500015258789,76.0,62.70000076293945,64.0999984741211,140339,2022-03-14
2022-03-21,68.7653579711914,69.19999694824219,74.55000305175781,65.5999984741211,72.44999694824219,99739,2022-03-21
2022-03-28,71.59746551513672,72.05000305175781,75.5,66.25,68.44999694824219,21513,2022-03-28
2022-04-04,75.72138977050781,76.19999694824219,80.0,69.6500015258789,75.94999694824219,173186,2022-04-04
2022-04-11,79.29878997802734,79.80000305175781,82.80000305175781,72.80000305175781,74.1500015258789,56171,2022-04-11
2022-04-18,86.40386962890625,86.94999694824219,99.6500015258789,75.80000305175781,82.19999694824219,609380,2022-04-18
2022-04-25,86.60262298583984,87.1500015258789,100.5,82.05000305175781,84.0,151901,2022-04-25
2022-05-02,69.65970611572266,70.0999984741211,90.69999694824219,69.0,90.69999694824219,48245,2022-05-02
2022-05-09,70.10688781738281,70.55000305175781,83.9000015258789,68.05000305175781,73.44999694824219,193977,2022-05-09
2022-05-16,66.38043975830078,66.80000305175781,75.55000305175781,64.3499984741211,71.0,51598,2022-05-16
2022-05-23,66.43012237548828,66.8499984741211,73.4000015258789,60.54999923706055,68.9000015258789,51236,2022-05-23
2022-05-30,68.31819152832031,68.75,72.0,65.30000305175781,71.80000305175781,30797,2022-05-30
2022-06-06,63.4489631652832,63.849998474121094,70.05000305175781,62.54999923706055,68.94999694824219,13213,2022-06-06
2022-06-13,65.38671875,65.80000305175781,73.4000015258789,58.70000076293945,64.0,26677,2022-06-13
2022-06-20,69.4112777709961,69.8499984741211,72.4000015258789,63.25,65.05000305175781,38784,2022-06-20
2022-06-27,69.85845947265625,70.30000305175781,74.69999694824219,67.25,71.25,24673,2022-06-27
2022-07-04,70.50436401367188,70.94999694824219,73.5,69.30000305175781,71.75,40736,2022-07-04
2022-07-11,70.15657043457031,70.5999984741211,73.75,68.0,71.0,15515,2022-07-11
2022-07-18,78.80192565917969,79.30000305175781,87.0,70.0999984741211,72.9000015258789,52560,2022-07-18
2022-07-25,78.65287017822266,79.1500015258789,84.9000015258789,70.55000305175781,76.0,128872,2022-07-25
2022-08-01,79.39815521240234,79.9000015258789,83.80000305175781,77.9000015258789,81.4000015258789,45111,2022-08-01
2022-08-08,73.93270111083984,74.4000015258789,81.80000305175781,74.0,80.0,21806,2022-08-08
2022-08-15,78.55349731445312,79.05000305175781,81.94999694824219,74.4000015258789,74.4000015258789,34294,2022-08-15
2022-08-22,79.49752807617188,80.0,81.6500015258789,74.25,79.0,40577,2022-08-22
2022-08-29,79.34846496582031,79.8499984741211,81.0,76.5,76.5,34154,2022-08-29
2022-09-05,79.74595642089844,80.25,82.0,78.19999694824219,80.75,37670,2022-09-05
2022-09-12,79.64659118652344,80.1500015258789,81.0999984741211,76.25,80.0,84452,2022-09-12
2022-09-19,77.01322937011719,77.5,81.0,76.0,80.80000305175781,22172,2022-09-19
2022-09-26,76.86417388916016,77.3499984741211,80.0,73.19999694824219,74.19999694824219,12403,2022-09-26
2022-10-03,77.16229248046875,77.6500015258789,78.5999984741211,75.0999984741211,78.05000305175781,3616,2022-10-03
2022-10-10,79.14972686767578,79.6500015258789,80.9000015258789,74.19999694824219,74.44999694824219,17220,2022-10-10
2022-10-17,77.16229248046875,77.6500015258789,80.05000305175781,73.69999694824219,76.8499984741211,16538,2022-10-17
2022-10-24,78.55349731445312,79.05000305175781,81.9000015258789,72.80000305175781,79.0,23193,2022-10-24
2022-10-31,75.62202453613281,76.0999984741211,79.4000015258789,75.6500015258789,78.25,12265,2022-10-31
2022-11-07,74.47924041748047,74.94999694824219,77.94999694824219,73.3499984741211,77.9000015258789,6748,2022-11-07
2022-11-14,75.22453308105469,75.69999694824219,76.9000015258789,70.5,74.94999694824219,6018,2022-11-14
2022-11-21,71.39871215820312,71.8499984741211,75.69999694824219,69.0999984741211,75.69999694824219,5829,2022-11-21
2022-11-28,73.28678131103516,73.75,75.94999694824219,67.3499984741211,73.69999694824219,5499,2022-11-28
2022-12-05,74.37987518310547,74.8499984741211,76.5,71.1500015258789,73.5999984741211,4567,2022-12-05
2022-12-12,74.37987518310547,74.8499984741211,76.5999984741211,72.19999694824219,75.0,4762,2022-12-12
2022-12-19,70.5540542602539,71.0,76.9000015258789,70.0,76.9000015258789,9368,2022-12-19
2022-12-26,75.82077026367188,76.30000305175781,92.80000305175781,68.5999984741211,68.69999694824219,250662,2022-12-26
2023-01-02,75.37358856201172,75.8499984741211,82.0,73.25,75.25,39770,2023-01-02
2023-01-09,74.1811294555664,74.6500015258789,84.94999694824219,72.94999694824219,80.94999694824219,53660,2023-01-09
2023-01-16,78.5038070678711,79.0,81.9000015258789,72.05000305175781,78.8499984741211,62623,2023-01-16
2023-01-23,81.4352798461914,81.94999694824219,101.0999984741211,77.5,77.5,1074582,2023-01-23
2023-01-30,70.90185546875,71.3499984741211,80.0,69.6500015258789,78.0999984741211,67124,2023-01-30
2023-02-06,72.2930679321289,72.75,75.30000305175781,70.0,72.80000305175781,74925,2023-02-06
2023-02-13,73.48552703857422,73.94999694824219,76.05000305175781,70.55000305175781,72.5999984741211,22761,2023-02-13
2023-02-20,74.33019256591797,74.80000305175781,75.9000015258789,70.75,75.9000015258789,22055,2023-02-20
2023-02-27,71.99494934082031,72.44999694824219,76.4000015258789,69.3499984741211,75.9000015258789,19365,2023-02-27
2023-03-06,71.39871215820312,71.8499984741211,75.9000015258789,69.6500015258789,72.05000305175781,55045,2023-03-06
2023-03-13,68.6163101196289,69.05000305175781,72.94999694824219,66.25,72.1500015258789,75546,2023-03-13
2023-03-20,68.6163101196289,69.05000305175781,73.0,67.30000305175781,67.30000305175781,62085,2023-03-20
2023-03-27,70.40499877929688,70.8499984741211,73.3499984741211,66.5,69.55000305175781,72058,2023-03-27
2023-04-03,70.70311737060547,71.1500015258789,85.5,70.0,71.94999694824219,71121,2023-04-03
2023-04-10,72.19369506835938,72.6500015258789,75.69999694824219,70.55000305175781,75.69999694824219,9600,2023-04-10
2023-04-17,72.93898010253906,73.4000015258789,75.80000305175781,71.5999984741211,72.6500015258789,8722,2023-04-17
2023-04-24,73.23709106445312,73.69999694824219,75.94999694824219,71.55000305175781,73.30000305175781,11214,2023-04-24
2023-05-01,72.88929748535156,73.3499984741211,75.5999984741211,71.19999694824219,73.69999694824219,12048,2023-05-01
2023-05-08,74.67799377441406,75.1500015258789,89.4000015258789,71.69999694824219,75.5,363440,2023-05-08
2023-05-15,75.82077026367188,76.30000305175781,76.8499984741211,72.55000305175781,75.1500015258789,26567,2023-05-15
2023-05-22,74.1811294555664,74.6500015258789,78.6500015258789,72.0999984741211,76.69999694824219,74328,2023-05-22
2023-05-29,75.02579498291016,75.5,79.0,73.19999694824219,73.19999694824219,17650,2023-05-29
2023-06-05,78.70255279541016,79.19999694824219,81.1500015258789,76.0999984741211,77.69999694824219,17501,2023-06-05
2023-06-12,80.39187622070312,80.9000015258789,84.0,77.3499984741211,77.5,23277,2023-06-12
2023-06-19,84.01895141601562,84.55000305175781,87.05000305175781,78.75,80.6500015258789,138623,2023-06-19
2023-06-26,86.55293273925781,87.0999984741211,92.5,77.1500015258789,83.5,118789,2023-06-26
2023-07-03,82.87617492675781,83.4000015258789,88.4000015258789,81.80000305175781,88.4000015258789,33923,2023-07-03
2023-07-10,81.48497009277344,82.0,85.44999694824219,81.30000305175781,83.44999694824219,16767,2023-07-10
2023-07-17,92.41587829589844,93.0,99.5999984741211,82.30000305175781,83.55000305175781,191847,2023-07-17
2023-07-24,101.06122589111328,101.69999694824219,108.0,93.19999694824219,97.5,173547,2023-07-24
2023-07-31,104.09207916259766,104.75,115.0,102.0,106.69999694824219,130966,2023-07-31
2023-08-07,97.43415832519531,98.05000305175781,107.0,94.0999984741211,104.75,29899,2023-08-07
2023-08-14,100.51468658447266,101.1500015258789,102.44999694824219,93.1500015258789,98.05000305175781,32925,2023-08-14
2023-08-21,104.48956298828125,105.1500015258789,107.0,98.05000305175781,101.9000015258789,28014,2023-08-21
2023-08-28,106.37763214111328,107.05000305175781,108.0,101.0,107.9000015258789,36273,2023-08-28
2023-09-04,105.18516540527344,105.8499984741211,111.0,102.5999984741211,104.55000305175781,31207,2023-09-04
2023-09-11,108.81224060058594,109.5,112.80000305175781,97.8499984741211,106.0,30987,2023-09-11
2023-09-18,105.13548278808594,105.80000305175781,110.0,101.0,108.0,8411,2023-09-18
2023-09-25,106.32794189453125,107.0,110.0,103.0,103.1500015258789,5557,2023-09-25
2023-10-02,108.31538391113281,109.0,112.0,103.55000305175781,107.0,18032,2023-10-02
2023-10-09,129.1337890625,129.9499969482422,129.9499969482422,112.0,112.0,181962,2023-10-09
2023-10-16,140.85968017578125,141.75,147.5,136.39999389648438,136.39999389648438,80271,2023-10-16
2023-10-23,130.0281524658203,130.85000610351562,138.9499969482422,130.85000610351562,138.9499969482422,10570,2023-10-23
2023-10-30,117.60665130615234,118.3499984741211,128.25,118.3499984741211,128.25,3855,2023-10-30
2023-11-06,113.97957611083984,114.69999694824219,118.25,111.44999694824219,116.0,34271,2023-11-06
2023-11-13,109.80596160888672,110.5,112.5,109.80000305175781,112.25,20960,2023-11-13
2023-11-20,119.29598236083984,120.05000305175781,120.69999694824219,110.5,112.4000015258789,11427,2023-11-20
2023-11-27,118.89849090576172,119.6500015258789,124.80000305175781,115.0,120.05000305175781,17313,2023-11-27
2023-12-04,119.29598236083984,120.05000305175781,123.8499984741211,114.19999694824219,121.80000305175781,25274,2023-12-04
2023-12-11,110.30281829833984,111.0,122.5,110.9000015258789,122.5,29130,2023-12-11
2023-12-18,111.44560241699219,112.1500015258789,117.69999694824219,108.05000305175781,111.0,24626,2023-12-18
2023-12-25,118.15320587158203,118.9000015258789,119.69999694824219,109.0999984741211,112.1500015258789,13719,2023-12-25
2024-01-01,127.29542541503906,128.10000610351562,131.89999389648438,114.0,115.9000015258789,35142,2024-01-01
2024-01-08,121.82996368408203,122.5999984741211,132.3000030517578,120.0999984741211,125.0,28855,2024-01-08
2024-01-15,126.10295867919922,126.9000015258789,128.0,120.0999984741211,122.5999984741211,20410,2024-01-15
2024-01-22,130.62437438964844,131.4499969482422,131.75,123.0999984741211,126.9000015258789,18719,2024-01-22
2024-01-29,161.37997436523438,162.39999389648438,162.39999389648438,131.0,138.0,65193,2024-01-29
2024-02-05,168.63412475585938,169.6999969482422,196.0,162.39999389648438,170.5,208357,2024-02-05
2024-02-12,168.68382263183594,169.75,171.25,157.0,166.0,55879,2024-02-12
2024-02-19,185.12986755371094,186.3000030517578,189.8000030517578,166.10000610351562,174.8000030517578,67793,2024-02-19
2024-02-26,166.89512634277344,167.9499969482422,192.9499969482422,164.39999389648438,191.85000610351562,49398,2024-02-26
2024-03-04,173.4039764404297,174.5,191.0,169.0,173.0500030517578,39527,2024-03-04
2024-03-11,157.05731201171875,158.0500030517578,178.9499969482422,152.10000610351562,178.9499969482422,32331,2024-03-11
2024-03-18,168.73350524902344,169.8000030517578,175.9499969482422,159.0,159.0500030517578,23202,2024-03-18
2024-03-25,172.36058044433594,173.4499969482422,179.8000030517578,169.25,169.8000030517578,11668,2024-03-25
2024-04-01,181.30404663085938,182.4499969482422,186.10000610351562,173.5500030517578,173.5500030517578,21404,2024-04-01
2024-04-08,173.90084838867188,175.0,189.4499969482422,172.0,189.4499969482422,11183,2024-04-08
2024-04-15,181.99964904785156,183.14999389648438,184.8000030517578,169.3000030517578,169.3000030517578,26003,2024-04-15
2024-04-22,177.27947998046875,178.39999389648438,188.89999389648438,175.60000610351562,185.64999389648438,18492,2024-04-22
2024-04-29,205.3023681640625,206.60000610351562,207.25,178.0,184.8000030517578,77260,2024-04-29
2024-05-06,199.9859619140625,201.25,239.0500030517578,199.4499969482422,216.3000030517578,119371,2024-05-06
2024-05-13,228.40634155273438,229.85000610351562,230.6999969482422,194.0,194.0,25427,2024-05-13
2024-05-20,204.40802001953125,205.6999969482422,234.0,205.6999969482422,219.75,11773,2024-05-20
2024-05-27,221.599365234375,223.0,227.0,207.0,209.8000030517578,101141,2024-05-27
2024-06-03,244.3555145263672,245.89999389648438,246.0,223.0,227.4499969482422,75098,2024-06-03
2024-06-10,239.247802734375,240.75999450683594,255.82000732421875,240.75999450683594,250.80999755859375,32467,2024-06-10
2024-06-17,231.77505493164062,233.24000549316406,243.27000427246094,233.24000549316406,240.75999450683594,38384,2024-06-17
2024-06-24,250.8643798828125,252.4499969482422,252.4499969482422,228.57000732421875,237.89999389648438,72068,2024-06-24
2024-07-01,276.85015869140625,278.6000061035156,278.6000061035156,257.45001220703125,257.45001220703125,23898,2024-07-01
2024-07-08,288.17852783203125,290.0,295.79998779296875,283.8500061035156,284.0,166462,2024-07-08
2024-07-15,284.40240478515625,286.20001220703125,303.0,286.20001220703125,290.0,10736,2024-07-15
2024-07-22,278.83758544921875,280.6000061035156,280.6000061035156,268.95001220703125,280.5,52422,2024-07-22
2024-07-29,286.34014892578125,288.1499938964844,299.5,286.20001220703125,286.20001220703125,31544,2024-07-29
2024-08-05,280.3778381347656,282.1499938964844,282.3999938964844,265.8500061035156,282.3999938964844,32441,2024-08-05
2024-08-12,256.5285949707031,258.1499938964844,294.70001220703125,258.1499938964844,283.0,54926,2024-08-12
2024-08-19,203.06649780273438,204.35000610351562,245.25,204.35000610351562,245.25,184300,2024-08-19
2024-08-26,235.0642547607422,236.5500030517578,259.70001220703125,200.3000030517578,206.75,198689,2024-08-26
2024-09-02,229.56898498535156,231.02000427246094,239.89999389648438,216.0,236.5500030517578,78896,2024-09-02
2024-09-09,233.34512329101562,234.82000732421875,236.89999389648438,213.00999450683594,236.89999389648438,56180,2024-09-09
2024-09-16,228.47589111328125,229.9199981689453,249.0,225.07000732421875,241.89999389648438,53920,2024-09-16
2024-09-23,253.02999877929688,253.02999877929688,255.60000610351562,231.10000610351562,234.52000427246094,53658,2024-09-23
2024-09-30,250.35000610351562,250.35000610351562,259.29998779296875,241.39999389648438,241.39999389648438,22579,2024-09-30
2024-10-07,254.4499969482422,254.4499969482422,272.04998779296875,238.0500030517578,255.0,41209,2024-10-07
2024-10-14,250.0,250.0,269.0,241.85000610351562,262.8999938964844,46134,2024-10-14
2024-10-21,223.3000030517578,223.3000030517578,275.0,221.0,253.9499969482422,43482,2024-10-21
2024-10-28,249.8000030517578,249.8000030517578,255.0,223.60000610351562,223.60000610351562,103077,2024-10-28
2024-11-04,236.25,236.25,264.0,231.00999450683594,245.0,225998,2024-11-04
2024-11-11,212.97000122070312,212.97000122070312,244.0,186.22999572753906,244.0,102067,2024-11-11
2024-11-18,216.0500030517578,216.0500030517578,224.42999267578125,203.5800018310547,216.0,49845,2024-11-18
2024-11-25,214.17999267578125,214.17999267578125,222.58999633789062,208.02000427246094,219.6999969482422,19971,2024-11-25
2024-12-02,259.7900085449219,259.7900085449219,270.0,207.0,208.14999389648438,280880,2024-12-02
2024-12-09,233.22000122070312,233.22000122070312,268.260009765625,218.0399932861328,259.7900085449219,105890,2024-12-09
2024-12-16,227.35000610351562,227.35000610351562,240.89999389648438,225.0,233.19000244140625,30331,2024-12-16
2024-12-23,232.58999633789062,232.58999633789062,240.0,220.22999572753906,238.0,14741,2024-12-23
2024-12-30,233.39999389648438,233.39999389648438,240.11000061035156,226.0,238.5,20789,2024-12-30
2025-01-06,214.0399932861328,214.0399932861328,249.0,210.99000549316406,249.0,21349,2025-01-06
2025-01-13,229.41000366210938,229.41000366210938,253.1999969482422,201.0,219.39999389648438,100832,2025-01-13
2025-01-20,220.3800048828125,220.3800048828125,237.0,217.25,230.00999450683594,28674,2025-01-20
2025-01-27,214.1199951171875,214.1199951171875,226.99000549316406,201.0,215.50999450683594,33135,2025-01-27
2025-02-03,221.1300048828125,221.1300048828125,240.0,211.5,218.99000549316406,40863,2025-02-03
2025-02-10,272.94000244140625,272.94000244140625,282.0,207.5,222.0,642021,2025-02-10
2025-02-17,323.8399963378906,323.8399963378906,335.94000244140625,255.0,291.989990234375,1272941,2025-02-17
2025-02-24,269.67999267578125,269.67999267578125,349.8999938964844,264.0,319.69000244140625,312325,2025-02-24
2025-03-03,333.1000061035156,333.1000061035156,339.0,279.8999938964844,279.8999938964844,358379,2025-03-03
2025-03-10,362.45001220703125,362.45001220703125,421.6000061035156,339.79998779296875,344.0,675080,2025-03-10
2025-03-17,310.04998779296875,310.04998779296875,359.0,310.04998779296875,344.3500061035156,105154,2025-03-17
2025-03-24,266.1499938964844,266.1499938964844,325.54998779296875,262.5,294.54998779296875,115223,2025-03-24
2025-03-31,271.75,271.75,290.0,254.0,266.1499938964844,46655,2025-03-31
2025-04-07,272.0,272.0,273.45001220703125,247.0500030517578,258.20001220703125,28866,2025-04-07
2025-04-14,265.70001220703125,265.70001220703125,274.0,250.0,272.0,32781,2025-04-14
2025-04-21,263.75,263.75,284.0,256.20001220703125,263.8999938964844,66193,2025-04-21
2025-04-28,261.5,261.5,268.75,251.0,257.1499938964844,22379,2025-04-28
2025-05-05,234.8000030517578,234.8000030517578,262.70001220703125,234.4499969482422,257.20001220703125,28621,2025-05-05
2025-05-12,256.3500061035156,256.3500061035156,270.0,239.5500030517578,244.1999969482422,23214,2025-05-12
2025-05-19,251.0,251.0,269.75,240.4499969482422,259.0,30353,2025-05-19
2025-05-26,236.60000610351562,236.60000610351562,257.0,236.60000610351562,255.0,26979,2025-05-26
2025-06-02,208.6999969482422,208.6999969482422,224.77000427246094,202.85000610351562,224.77000427246094,109287,2025-06-02
2025-06-09,200.99000549316406,200.99000549316406,212.5500030517578,196.00999450683594,208.7899932861328,53925,2025-06-09
2025-06-16,203.82000732421875,203.82000732421875,212.0,198.00999450683594,201.8800048828125,22048,2025-06-16
2025-06-23,204.4600067138672,204.4600067138672,211.0,199.99000549316406,200.0,21548,2025-06-23
2025-06-30,202.05999755859375,202.05999755859375,209.99000549316406,198.0,209.99000549316406,26360,2025-06-30
2025-07-07,203.00999450683594,203.00999450683594,206.0,195.35000610351562,204.89999389648438,20456,2025-07-07
2025-07-14,214.63999938964844,214.63999938964844,218.0,200.82000732421875,202.92999267578125,14982,2025-07-14
