Date,Adj Close_HEIDELBERG.NS,Close_HEIDELBERG.NS,High_HEIDELBERG.NS,Low_HEIDELBERG.NS,Open_HEIDELBERG.NS,Volume_HEIDELBERG.NS,Date
2021-01-25,190.27340698242188,220.6999969482422,226.39999389648438,214.0500030517578,223.8000030517578,797014,2021-01-25
2021-02-01,206.2660369873047,239.25,241.0,217.25,222.25,2093340,2021-02-01
2021-02-08,198.4205780029297,230.14999389648438,243.0,225.6999969482422,243.0,1916859,2021-02-08
2021-02-15,197.0411834716797,228.5500030517578,241.64999389648438,227.5,231.39999389648438,1025243,2021-02-15
2021-02-22,200.31727600097656,232.35000610351562,239.89999389648438,220.5,233.39999389648438,1484705,2021-02-22
2021-03-01,198.291259765625,230.0,239.0,226.0,233.39999389648438,2534146,2021-03-01
2021-03-08,196.00662231445312,227.35000610351562,233.39999389648438,224.0,231.8000030517578,741120,2021-03-08
2021-03-15,188.67845153808594,218.85000610351562,228.5,212.64999389648438,227.60000610351562,1101211,2021-03-15
2021-03-22,202.7743682861328,235.1999969482422,236.5,218.5500030517578,220.0,1740903,2021-03-22
2021-03-29,206.09359741210938,239.0500030517578,241.5,228.0,235.1999969482422,1234457,2021-03-29
2021-04-05,208.03341674804688,241.3000030517578,256.0,232.10000610351562,239.5,1914434,2021-04-05
2021-04-12,202.47262573242188,234.85000610351562,239.39999389648438,224.25,239.39999389648438,621881,2021-04-12
2021-04-19,199.97242736816406,231.9499969482422,234.6999969482422,224.64999389648438,232.6999969482422,776637,2021-04-19
2021-04-26,204.41244506835938,237.10000610351562,237.75,230.10000610351562,230.25,659840,2021-04-26
2021-05-03,209.9732208251953,243.5500030517578,246.4499969482422,233.10000610351562,237.10000610351562,737088,2021-05-03
2021-05-10,202.9899139404297,235.4499969482422,253.8000030517578,234.14999389648438,244.39999389648438,1024322,2021-05-10
2021-05-17,211.8699188232422,245.75,251.5,235.0500030517578,237.0,2042879,2021-05-17
2021-05-24,218.3790283203125,253.3000030517578,257.6499938964844,242.5500030517578,244.8000030517578,2065843,2021-05-24
2021-05-31,215.6201934814453,250.10000610351562,284.95001220703125,246.25,263.29998779296875,6085650,2021-05-31
2021-06-07,217.43069458007812,252.1999969482422,255.64999389648438,249.0,252.0,2565148,2021-06-07
2021-06-14,222.603515625,258.20001220703125,260.75,247.5500030517578,254.0,3357389,2021-06-14
2021-06-21,217.8186492919922,252.64999389648438,265.04998779296875,248.25,257.8999938964844,2016686,2021-06-21
2021-06-28,214.32699584960938,248.60000610351562,255.0,248.3000030517578,253.0,706171,2021-06-28
2021-07-05,222.8190460205078,258.45001220703125,265.45001220703125,251.14999389648438,252.9499969482422,3787904,2021-07-05
2021-07-12,227.00038146972656,263.29998779296875,268.0,258.6000061035156,260.3999938964844,1910704,2021-07-12
2021-07-19,224.58642578125,260.5,275.3999938964844,258.25,262.95001220703125,4453211,2021-07-19
2021-07-26,228.16427612304688,264.6499938964844,266.5,252.64999389648438,263.3999938964844,1125692,2021-07-26
2021-08-02,228.3798065185547,264.8999938964844,270.8999938964844,258.75,266.20001220703125,1680041,2021-08-02
2021-08-09,226.3968963623047,262.6000061035156,269.79998779296875,254.5,264.0,1292675,2021-08-09
2021-08-16,218.85321044921875,253.85000610351562,263.8500061035156,252.5500030517578,261.04998779296875,628872,2021-08-16
2021-08-23,220.4481658935547,255.6999969482422,259.8999938964844,244.9499969482422,254.0,803370,2021-08-23
2021-08-30,227.21592712402344,263.54998779296875,268.79998779296875,256.45001220703125,256.75,1103846,2021-08-30
2021-09-06,225.4485626220703,261.5,270.0,261.0,264.25,495041,2021-09-06
2021-09-13,229.0695343017578,265.70001220703125,277.95001220703125,260.75,261.1000061035156,1570119,2021-09-13
2021-09-20,228.5023651123047,257.3500061035156,263.8999938964844,255.35000610351562,260.1000061035156,1404852,2021-09-20
2021-09-27,227.79202270507812,256.54998779296875,261.70001220703125,254.10000610351562,259.0,547775,2021-09-27
2021-10-04,224.01844787597656,252.3000030517578,260.5,251.5500030517578,257.8500061035156,962109,2021-10-04
2021-10-11,226.72654724121094,255.35000610351562,260.0,253.1999969482422,259.8500061035156,732632,2021-10-11
2021-10-18,214.25148010253906,241.3000030517578,261.3500061035156,236.35000610351562,258.5,2008682,2021-10-18
2021-10-25,212.12049865722656,238.89999389648438,244.25,235.0,242.5500030517578,640100,2021-10-25
2021-11-01,219.80088806152344,247.5500030517578,248.39999389648438,239.0500030517578,239.85000610351562,302353,2021-11-01
2021-11-08,218.38023376464844,245.9499969482422,255.3000030517578,245.0500030517578,250.0,849346,2021-11-08
2021-11-15,208.21372985839844,234.5,247.75,233.14999389648438,246.0,390092,2021-11-15
2021-11-22,204.92848205566406,230.8000030517578,240.0,230.10000610351562,236.75,368876,2021-11-22
2021-11-29,200.40016174316406,225.6999969482422,230.0,220.0,230.0,425874,2021-11-29
2021-12-06,200.53335571289062,225.85000610351562,230.0,222.0,225.6999969482422,332499,2021-12-06
2021-12-13,191.92066955566406,216.14999389648438,228.60000610351562,215.5,227.10000610351562,526500,2021-12-13
2021-12-20,192.54222106933594,216.85000610351562,222.0500030517578,211.3000030517578,215.10000610351562,518544,2021-12-20
2021-12-27,200.97731018066406,226.35000610351562,227.39999389648438,214.0,217.89999389648438,413400,2021-12-27
2022-01-03,210.30029296875,236.85000610351562,238.0,223.35000610351562,228.0,855833,2022-01-03
2022-01-10,210.87744140625,237.5,244.75,234.0,236.10000610351562,979520,2022-01-10
2022-01-17,202.79751586914062,228.39999389648438,241.0,227.25,235.5500030517578,512435,2022-01-17
2022-01-24,196.759765625,221.60000610351562,229.6999969482422,216.1999969482422,226.0,850677,2022-01-24
2022-01-31,202.4867401123047,228.0500030517578,236.5,224.4499969482422,225.0,748564,2022-01-31
2022-02-07,188.81300354003906,212.64999389648438,232.0,211.0,229.5500030517578,875016,2022-02-07
2022-02-14,181.48779296875,204.39999389648438,211.4499969482422,199.35000610351562,210.0,690108,2022-02-14
2022-02-21,165.8606719970703,186.8000030517578,206.0,184.1999969482422,204.89999389648438,858675,2022-02-21
2022-02-28,164.0404510498047,184.75,197.25,182.10000610351562,186.0,609040,2022-02-28
2022-03-07,172.51995849609375,194.3000030517578,201.60000610351562,178.4499969482422,185.0,1037245,2022-03-07
2022-03-14,175.36123657226562,197.5,204.9499969482422,192.0,197.39999389648438,951106,2022-03-14
2022-03-21,168.92391967773438,190.25,199.39999389648438,189.0500030517578,198.5,693456,2022-03-21
2022-03-28,173.6298370361328,195.5500030517578,196.0,183.60000610351562,191.25,939927,2022-03-28
2022-04-04,182.33131408691406,205.35000610351562,207.85000610351562,195.5500030517578,195.5500030517578,678435,2022-04-04
2022-04-11,180.73306274414062,203.5500030517578,214.39999389648438,201.1999969482422,206.0,1176310,2022-04-11
2022-04-18,183.0416259765625,206.14999389648438,207.60000610351562,197.14999389648438,204.89999389648438,704803,2022-04-18
2022-04-25,178.91285705566406,201.5,206.89999389648438,200.0,204.0,418167,2022-04-25
2022-05-02,168.6131591796875,189.89999389648438,203.3000030517578,186.60000610351562,201.39999389648438,1399873,2022-05-02
2022-05-09,164.12925720214844,184.85000610351562,195.89999389648438,182.5,188.0,624835,2022-05-09
2022-05-16,165.5054931640625,186.39999389648438,194.9499969482422,180.0,185.8000030517578,1320589,2022-05-16
2022-05-23,163.77407836914062,184.4499969482422,192.0,176.5500030517578,188.0500030517578,1726742,2022-05-23
2022-05-30,162.93057250976562,183.5,189.89999389648438,175.0,185.89999389648438,521895,2022-05-30
2022-06-06,160.71080017089844,181.0,185.5,179.0500030517578,183.0,298464,2022-06-06
2022-06-13,151.6097869873047,170.75,181.89999389648438,170.25,180.10000610351562,1178433,2022-06-13
2022-06-20,153.25241088867188,172.60000610351562,174.9499969482422,164.0,171.64999389648438,810680,2022-06-20
2022-06-27,152.2757110595703,171.5,176.14999389648438,169.0,174.89999389648438,619854,2022-06-27
2022-07-04,153.56317138671875,172.9499969482422,174.85000610351562,166.9499969482422,171.5,1899560,2022-07-04
2022-07-11,157.1147918701172,176.9499969482422,178.39999389648438,172.0,173.8000030517578,1244360,2022-07-11
2022-07-18,159.73411560058594,179.89999389648438,184.3000030517578,172.60000610351562,177.85000610351562,1347416,2022-07-18
2022-07-25,163.06375122070312,183.64999389648438,184.0,176.3000030517578,180.75,323211,2022-07-25
2022-08-01,166.482177734375,187.5,189.64999389648438,184.60000610351562,184.9499969482422,698236,2022-08-01
2022-08-08,173.2302703857422,195.10000610351562,196.5,188.1999969482422,188.6999969482422,1398545,2022-08-08
2022-08-15,170.8329315185547,192.39999389648438,198.39999389648438,191.39999389648438,195.10000610351562,1549424,2022-08-15
2022-08-22,175.67201232910156,197.85000610351562,198.5,188.5,193.75,2221598,2022-08-22
2022-08-29,167.37008666992188,188.5,198.8000030517578,187.10000610351562,197.0,1162170,2022-08-29
2022-09-05,179.25767517089844,192.6999969482422,196.89999389648438,183.85000610351562,189.39999389648438,2625287,2022-09-05
2022-09-12,177.62974548339844,190.9499969482422,201.0500030517578,190.0500030517578,193.0,4374386,2022-09-12
2022-09-19,193.7694549560547,208.3000030517578,232.9499969482422,190.5,191.0,14737078,2022-09-19
2022-09-26,176.23439025878906,189.4499969482422,207.0,182.5,205.1999969482422,3426164,2022-09-26
2022-10-03,183.9088897705078,197.6999969482422,201.5,185.14999389648438,189.0,1538729,2022-10-03
2022-10-10,191.21128845214844,205.5500030517578,215.0,197.14999389648438,197.6999969482422,5757542,2022-10-10
2022-10-17,171.81573486328125,184.6999969482422,206.89999389648438,180.6999969482422,206.0,3527902,2022-10-17
2022-10-24,174.60646057128906,187.6999969482422,192.9499969482422,185.25,187.5,835915,2022-10-24
2022-10-31,192.0485076904297,206.4499969482422,209.8000030517578,185.9499969482422,187.5500030517578,7423325,2022-10-31
2022-11-07,190.69964599609375,205.0,209.5500030517578,201.1999969482422,208.0,1606182,2022-11-07
2022-11-14,185.49029541015625,199.39999389648438,211.9499969482422,198.3000030517578,206.0500030517578,1358633,2022-11-14
2022-11-21,181.8623504638672,195.5,203.39999389648438,194.5500030517578,200.25,1711745,2022-11-21
2022-11-28,192.5601348876953,207.0,209.0,194.8000030517578,195.25,1615782,2022-11-28
2022-12-05,189.16476440429688,203.35000610351562,211.0,200.5500030517578,208.0,1381304,2022-12-05
2022-12-12,187.81590270996094,201.89999389648438,208.8000030517578,200.0,203.0,1512321,2022-12-12
2022-12-19,166.2808074951172,178.75,205.89999389648438,175.89999389648438,201.35000610351562,1500210,2022-12-19
2022-12-26,174.42041015625,187.5,189.1999969482422,178.75,179.0,1015932,2022-12-26
2023-01-02,175.76925659179688,188.9499969482422,194.0,187.0500030517578,187.5,992525,2023-01-02
2023-01-09,173.6762237548828,186.6999969482422,191.60000610351562,185.35000610351562,190.0,405437,2023-01-09
2023-01-16,170.0017547607422,182.75,188.5,182.0,187.64999389648438,344952,2023-01-16
2023-01-23,160.1876983642578,172.1999969482422,184.85000610351562,166.14999389648438,183.5,939508,2023-01-23
2023-01-30,156.42022705078125,168.14999389648438,180.6999969482422,155.3000030517578,173.14999389648438,1718912,2023-01-30
2023-02-06,163.39703369140625,175.64999389648438,177.5500030517578,167.89999389648438,169.0,789438,2023-02-06
2023-02-13,158.8853759765625,170.8000030517578,176.5,166.1999969482422,175.64999389648438,1598449,2023-02-13
2023-02-20,159.07142639160156,171.0,174.5500030517578,168.25,169.14999389648438,594846,2023-02-20
2023-02-27,161.02493286132812,173.10000610351562,175.0,169.1999969482422,169.5,530569,2023-02-27
2023-03-06,157.90863037109375,169.75,175.9499969482422,168.64999389648438,173.75,221070,2023-03-06
2023-03-13,152.42019653320312,163.85000610351562,169.75,161.5500030517578,168.8000030517578,733813,2023-03-13
2023-03-20,149.1643524169922,160.35000610351562,165.0,160.0500030517578,163.0,565718,2023-03-20
2023-03-27,149.72247314453125,160.9499969482422,164.35000610351562,152.75,161.9499969482422,1024221,2023-03-27
2023-04-03,154.37368774414062,165.9499969482422,166.8000030517578,159.75,161.8000030517578,317495,2023-04-03
2023-04-10,158.0481414794922,169.89999389648438,172.5,165.14999389648438,167.1999969482422,285537,2023-04-10
2023-04-17,157.86209106445312,169.6999969482422,174.0,167.5,169.85000610351562,383075,2023-04-17
2023-04-24,160.69935607910156,172.75,173.85000610351562,166.0,169.6999969482422,420069,2023-04-24
2023-05-01,159.16445922851562,171.10000610351562,174.1999969482422,167.9499969482422,172.75,346894,2023-05-01
2023-05-08,160.37374877929688,172.39999389648438,178.60000610351562,169.8000030517578,171.10000610351562,989306,2023-05-08
2023-05-15,158.3272247314453,170.1999969482422,173.64999389648438,168.75,172.4499969482422,333670,2023-05-15
2023-05-22,159.6760711669922,171.64999389648438,174.0,167.60000610351562,170.1999969482422,472904,2023-05-22
2023-05-29,158.09466552734375,169.9499969482422,173.8000030517578,166.6999969482422,171.75,1151656,2023-05-29
2023-06-05,163.9552001953125,176.25,179.0,169.0,170.4499969482422,2324608,2023-06-05
2023-06-12,162.8389129638672,175.0500030517578,179.0,174.3000030517578,177.89999389648438,1352411,2023-06-12
2023-06-19,160.37374877929688,172.39999389648438,177.9499969482422,171.0,175.9499969482422,2747291,2023-06-19
2023-06-26,159.95513916015625,171.9499969482422,175.5500030517578,170.0500030517578,173.5500030517578,1432132,2023-06-26
2023-07-03,164.28079223632812,176.60000610351562,178.5,172.0500030517578,172.5,1363564,2023-07-03
2023-07-10,164.0947265625,176.39999389648438,181.5,174.1999969482422,178.39999389648438,1390792,2023-07-10
2023-07-17,161.6295928955078,173.75,181.10000610351562,173.25,178.25,2056420,2023-07-17
2023-07-24,162.55982971191406,174.75,178.5,173.3000030517578,174.35000610351562,834915,2023-07-24
2023-07-31,174.51345825195312,187.60000610351562,190.0,175.0,175.39999389648438,4044213,2023-07-31
2023-08-07,170.7459716796875,183.5500030517578,190.0,181.75,189.0,1821636,2023-08-07
2023-08-14,172.14132690429688,185.0500030517578,192.25,179.14999389648438,183.5,2221320,2023-08-14
2023-08-21,172.699462890625,185.64999389648438,191.6999969482422,182.3000030517578,185.0,1605514,2023-08-21
2023-08-28,178.8390655517578,192.25,193.25,185.35000610351562,187.1999969482422,2193850,2023-08-28
2023-09-04,174.79251098632812,187.89999389648438,196.35000610351562,186.60000610351562,194.0,3068235,2023-09-04
2023-09-11,174.69949340820312,187.8000030517578,194.3000030517578,184.0,188.85000610351562,2912251,2023-09-11
2023-09-18,164.8389129638672,177.1999969482422,189.89999389648438,176.5,188.8000030517578,1640544,2023-09-18
2023-09-25,172.98898315429688,179.0500030517578,181.39999389648438,176.14999389648438,177.75,1932052,2023-09-25
2023-10-02,187.23968505859375,193.8000030517578,198.35000610351562,179.0500030517578,179.0500030517578,8410408,2023-10-02
2023-10-09,184.14801025390625,190.60000610351562,194.8000030517578,187.3000030517578,190.1999969482422,1222835,2023-10-09
2023-10-16,184.5344696044922,191.0,193.1999969482422,189.64999389648438,190.9499969482422,970685,2023-10-16
2023-10-23,181.00802612304688,187.35000610351562,192.64999389648438,183.5,192.64999389648438,1222325,2023-10-23
2023-10-30,181.49110412597656,187.85000610351562,189.9499969482422,184.5,185.64999389648438,695396,2023-10-30
2023-11-06,181.58770751953125,187.9499969482422,192.6999969482422,186.0500030517578,187.1999969482422,2680607,2023-11-06
2023-11-13,183.71322631835938,190.14999389648438,192.0500030517578,186.14999389648438,188.0,888605,2023-11-13
2023-11-20,184.5344696044922,191.0,195.0,188.75,190.14999389648438,1280019,2023-11-20
2023-11-27,191.2491912841797,197.9499969482422,200.9499969482422,189.5,191.0,2528903,2023-11-27
2023-12-04,203.18113708496094,210.3000030517578,212.5,195.1999969482422,200.25,3709581,2023-12-04
2023-12-11,219.70228576660156,227.39999389648438,232.0,210.3000030517578,210.9499969482422,7673967,2023-12-11
2023-12-18,222.6490478515625,230.4499969482422,235.0,213.5,226.85000610351562,2662615,2023-12-18
2023-12-25,224.8228759765625,232.6999969482422,241.5,228.25,230.4499969482422,1870673,2023-12-25
2024-01-01,222.26258850097656,230.0500030517578,235.85000610351562,228.35000610351562,233.0,958109,2024-01-01
2024-01-08,221.68289184570312,229.4499969482422,232.85000610351562,218.89999389648438,230.0,1238211,2024-01-08
2024-01-15,218.78443908691406,226.4499969482422,231.3000030517578,216.35000610351562,229.9499969482422,1258920,2024-01-15
2024-01-22,217.6733856201172,225.3000030517578,229.0,209.14999389648438,226.4499969482422,877807,2024-01-22
2024-01-29,215.20970153808594,222.75,247.0,220.3000030517578,228.25,6448742,2024-01-29
2024-02-05,213.13247680664062,220.60000610351562,227.25,216.0500030517578,223.10000610351562,1778939,2024-02-05
2024-02-12,204.82359313964844,212.0,224.64999389648438,209.39999389648438,224.64999389648438,1989951,2024-02-12
2024-02-19,205.30667114257812,212.5,221.5500030517578,211.0500030517578,214.6999969482422,1557836,2024-02-19
2024-02-26,199.50978088378906,206.5,213.60000610351562,205.1999969482422,212.89999389648438,750879,2024-02-26
2024-03-04,200.04115295410156,207.0500030517578,211.1999969482422,204.75,209.6999969482422,1128169,2024-03-04
2024-03-11,186.7082977294922,193.25,207.9499969482422,189.9499969482422,207.8000030517578,2254461,2024-03-11
2024-03-18,191.152587890625,197.85000610351562,211.4499969482422,191.0,193.25,1580885,2024-03-18
2024-03-25,189.7999725341797,196.4499969482422,200.3000030517578,192.0,197.85000610351562,670658,2024-03-25
2024-04-01,200.0894775390625,207.10000610351562,208.6999969482422,196.5,196.5,680089,2024-04-01
2024-04-08,195.4036407470703,202.25,209.64999389648438,201.1999969482422,208.10000610351562,586585,2024-04-08
2024-04-15,189.26858520507812,195.89999389648438,200.89999389648438,193.0500030517578,200.0,397515,2024-04-15
2024-04-22,192.11874389648438,198.85000610351562,205.5500030517578,193.64999389648438,196.89999389648438,1763323,2024-04-22
2024-04-29,193.71287536621094,200.5,204.35000610351562,198.85000610351562,199.75,573569,2024-04-29
2024-05-06,188.7855224609375,195.39999389648438,201.5500030517578,192.14999389648438,200.5500030517578,385465,2024-05-06
2024-05-13,189.26858520507812,195.89999389648438,198.6999969482422,192.1999969482422,195.0500030517578,548991,2024-05-13
2024-05-20,193.37472534179688,200.14999389648438,205.6999969482422,195.10000610351562,196.39999389648438,1756287,2024-05-20
2024-05-27,195.25872802734375,202.10000610351562,211.0,197.4499969482422,200.14999389648438,2904945,2024-05-27
2024-06-03,206.5626678466797,213.8000030517578,218.0,191.0500030517578,205.0,2595662,2024-06-03
2024-06-10,211.83782958984375,219.25999450683594,224.19000244140625,212.4499969482422,214.1999969482422,2114833,2024-06-10
2024-06-17,207.09405517578125,214.35000610351562,220.0,213.0,219.25999450683594,620966,2024-06-17
2024-06-24,211.52867126464844,218.94000244140625,230.9499969482422,212.64999389648438,215.5,4391463,2024-06-24
2024-07-01,225.19967651367188,233.08999633789062,233.6999969482422,219.25,220.5,2900779,2024-07-01
2024-07-08,219.57669067382812,227.27000427246094,235.5,224.6999969482422,234.44000244140625,2058850,2024-07-08
2024-07-15,218.378662109375,226.02999877929688,241.0,222.50999450683594,229.5,5388840,2024-07-15
2024-07-22,226.0692138671875,233.99000549316406,237.8000030517578,220.0,225.0,1783988,2024-07-22
2024-07-29,219.7119598388672,227.41000366210938,241.60000610351562,225.4499969482422,239.38999938964844,2522722,2024-07-29
2024-08-05,214.70729064941406,222.22999572753906,225.4499969482422,217.0,225.0,1287392,2024-08-05
2024-08-12,212.4851531982422,219.92999267578125,227.6999969482422,216.4600067138672,224.0,930832,2024-08-12
2024-08-19,223.82774353027344,231.6699981689453,233.69000244140625,220.00999450683594,220.8000030517578,2242080,2024-08-19
2024-08-26,223.19007873535156,231.00999450683594,232.8000030517578,226.4199981689453,231.9499969482422,1245090,2024-08-26
2024-09-02,223.0644989013672,230.8800048828125,239.88999938964844,224.0,233.0,1567680,2024-09-02
2024-09-09,223.79876708984375,231.63999938964844,234.14999389648438,226.1999969482422,231.94000244140625,2943973,2024-09-09
2024-09-16,217.74099731445312,225.3699951171875,238.9499969482422,221.97999572753906,234.0,3615847,2024-09-16
2024-09-23,222.24000549316406,222.24000549316406,228.3000030517578,221.1199951171875,225.1999969482422,1025504,2024-09-23
2024-09-30,218.77000427246094,218.77000427246094,224.7100067138672,217.00999450683594,222.0,585400,2024-09-30
2024-10-07,224.38999938964844,224.38999938964844,258.0,222.22000122070312,241.0,22759513,2024-10-07
2024-10-14,232.2100067138672,232.2100067138672,248.7899932861328,220.0,224.5500030517578,5820992,2024-10-14
2024-10-21,217.75,217.75,234.77000427246094,215.10000610351562,232.6999969482422,3133381,2024-10-21
2024-10-28,231.1699981689453,231.1699981689453,232.9499969482422,207.02999877929688,217.75,2035842,2024-10-28
2024-11-04,228.92999267578125,228.92999267578125,240.0,225.0,231.6999969482422,1618243,2024-11-04
2024-11-11,215.8800048828125,215.8800048828125,228.82000732421875,213.6300048828125,228.0,803897,2024-11-11
2024-11-18,213.02999877929688,213.02999877929688,216.5,208.3000030517578,214.10000610351562,612951,2024-11-18
2024-11-25,217.50999450683594,217.50999450683594,219.89999389648438,213.0,217.3000030517578,520041,2024-11-25
2024-12-02,225.08999633789062,225.08999633789062,229.35000610351562,217.97999572753906,217.99000549316406,1070118,2024-12-02
2024-12-09,225.4600067138672,225.4600067138672,230.94000244140625,220.0500030517578,227.5,882825,2024-12-09
2024-12-16,209.4199981689453,209.4199981689453,226.5,208.30999755859375,225.00999450683594,502827,2024-12-16
2024-12-23,212.24000549316406,212.24000549316406,213.39999389648438,207.00999450683594,211.14999389648438,358841,2024-12-23
2024-12-30,211.1699981689453,211.1699981689453,213.22999572753906,207.0500030517578,213.22999572753906,346026,2024-12-30
2025-01-06,210.10000610351562,210.10000610351562,218.82000732421875,206.6999969482422,210.25,848049,2025-01-06
2025-01-13,211.86000061035156,211.86000061035156,215.99000549316406,201.39999389648438,205.02999877929688,783703,2025-01-13
2025-01-20,214.9600067138672,214.9600067138672,221.89999389648438,208.8000030517578,211.0,971954,2025-01-20
2025-01-27,221.16000366210938,221.16000366210938,242.77999877929688,208.6699981689453,213.00999450683594,8701838,2025-01-27
2025-02-03,217.77000427246094,217.77000427246094,221.80999755859375,214.10000610351562,219.5,463511,2025-02-03
2025-02-10,198.60000610351562,198.60000610351562,218.60000610351562,196.2100067138672,217.77000427246094,550820,2025-02-10
2025-02-17,202.82000732421875,202.82000732421875,208.61000061035156,192.9499969482422,200.25,462687,2025-02-17
2025-02-24,192.4199981689453,192.4199981689453,205.42999267578125,186.74000549316406,204.0,539099,2025-02-24
2025-03-03,199.82000732421875,199.82000732421875,208.69000244140625,187.35000610351562,190.6300048828125,838592,2025-03-03
2025-03-10,193.07000732421875,193.07000732421875,200.85000610351562,190.6199951171875,199.82000732421875,297463,2025-03-10
2025-03-17,195.7899932861328,195.7899932861328,197.0500030517578,187.64999389648438,192.89999389648438,479520,2025-03-17
2025-03-24,197.7899932861328,197.7899932861328,200.5,194.0500030517578,198.9499969482422,1358521,2025-03-24
2025-03-31,193.74000549316406,193.74000549316406,202.2899932861328,191.99000549316406,197.7899932861328,428553,2025-03-31
2025-04-07,194.91000366210938,194.91000366210938,197.3000030517578,182.4199981689453,186.60000610351562,495958,2025-04-07
2025-04-14,199.69000244140625,199.69000244140625,202.9600067138672,195.8000030517578,195.8000030517578,244632,2025-04-14
2025-04-21,194.47999572753906,194.47999572753906,203.24000549316406,193.5,200.6999969482422,582563,2025-04-21
2025-04-28,191.5500030517578,191.5500030517578,197.49000549316406,190.3000030517578,194.99000549316406,309498,2025-04-28
2025-05-05,187.66000366210938,187.66000366210938,193.5,185.0800018310547,191.07000732421875,352886,2025-05-05
2025-05-12,199.39999389648438,199.39999389648438,200.0,190.1999969482422,190.1999969482422,391407,2025-05-12
2025-05-19,201.02000427246094,201.02000427246094,201.8699951171875,193.10000610351562,198.0,841386,2025-05-19
2025-05-26,197.49000549316406,197.49000549316406,204.41000366210938,192.89999389648438,201.11000061035156,3055299,2025-05-26
2025-06-02,194.92999267578125,194.92999267578125,198.02000427246094,191.9499969482422,197.49000549316406,432854,2025-06-02
2025-06-09,193.19000244140625,193.19000244140625,198.8000030517578,192.30999755859375,195.60000610351562,443479,2025-06-09
2025-06-16,196.16000366210938,196.16000366210938,197.9499969482422,191.2899932861328,192.44000244140625,578080,2025-06-16
2025-06-23,206.42999267578125,206.42999267578125,209.10000610351562,193.75,196.16000366210938,1289590,2025-06-23
2025-06-30,218.6300048828125,218.6300048828125,221.22999572753906,203.5,207.0,1740241,2025-06-30
2025-07-07,211.77999877929688,211.77999877929688,219.5,205.8300018310547,218.39999389648438,1039016,2025-07-07
2025-07-14,212.8800048828125,212.8800048828125,218.39999389648438,212.3300018310547,214.0,789373,2025-07-14
