Date,Adj Close_HONDAPOWER.NS,Close_HONDAPOWER.NS,High_HONDAPOWER.NS,Low_HONDAPOWER.NS,Open_HONDAPOWER.NS,Volume_HONDAPOWER.NS,Date
2025-02-24,1944.75,1944.75,2129.60009765625,1916.449951171875,2129.39990234375,20007,2025-02-24
2025-03-03,2081.60009765625,2081.60009765625,2121.0,1852.0,1920.050048828125,39183,2025-03-03
2025-03-10,1923.4000244140625,1923.4000244140625,2097.14990234375,1865.550048828125,2086.800048828125,87716,2025-03-10
2025-03-17,2100.14990234375,2100.14990234375,2149.14990234375,1885.550048828125,1890.0,50574,2025-03-17
2025-03-24,2025.199951171875,2025.199951171875,2172.89990234375,1990.0,2110.0,57589,2025-03-24
2025-03-31,1955.050048828125,1955.050048828125,2062.60009765625,1949.0,2025.199951171875,26173,2025-03-31
2025-04-07,1953.699951171875,1953.699951171875,1980.9000244140625,1815.0,1900.0999755859375,23264,2025-04-07
2025-04-14,2098.39990234375,2098.39990234375,2126.199951171875,1970.0,1979.0,27618,2025-04-14
2025-04-21,2082.0,2082.0,2234.0,2045.0,2130.0,50636,2025-04-21
2025-04-28,2058.39990234375,2058.39990234375,2150.0,2011.199951171875,2082.0,28062,2025-04-28
